FID,ZAKRECHT,NAAM,NAAM_UPPER,GEOMETRIE
BRK_CORPORATIES.fid-36cc8544_1861e935291_2093,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((188122.985 430570.529, 188128.283 430573.668, 188131.639 430575.665, 188143.193 430581.926, 188153.921 430588.314, 188152.217 430591.5, 188147.284 430600.445, 188141.011 430611.16, 188139.668 430610.417, 188122.828 430600.519, 188109.764 430592.762, 188117.158 430580.227, 188119.191 430576.781, 188119.269 430576.827, 188122.985 430570.529))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2094,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189543.383 427150.8, 189573.032 427146.457, 189573.967 427152.101, 189544.34 427156.439, 189543.793 427153.247, 189543.383 427150.8))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2095,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187745.887 431222.074, 187744.157 431248.721, 187740.819 431248.499, 187738.791 431248.397, 187740.488 431221.68, 187745.887 431222.074))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2096,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189087.318 427150.917, 189086.366 427146.837, 189088.653 427145.375, 189093.912 427142.03, 189096.511 427140.377, 189106.567 427133.982, 189109.526 427145.224, 189087.318 427150.917))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2097,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186464.554 425281.36, 186465.09 425281.279, 186465.997 425281.142, 186465.908 425280.549, 186465.468 425277.632, 186464.56 425277.769, 186464.024 425277.85, 186463.621 425274.762, 186462.479 425266.43, 186462.069 425263.437, 186464.143 425263.169, 186468.582 425262.664, 186468.935 425265.412, 186470.015 425273.808, 186471.592 425286.069, 186467.108 425286.879, 186465.433 425287.185, 186465.002 425284.327, 186463.558 425284.545, 186463.11 425281.577, 186463.021 425280.986, 186464.465 425280.767, 186464.554 425281.36))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2098,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186772.642 424873.134, 186795.94 424867.07, 186797.585 424873.314, 186789.088 424875.43, 186785.993 424876.118, 186774.21 424879.153, 186772.642 424873.134))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2099,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186413.412 425332.594, 186416.943 425345.646, 186413.958 425346.376, 186413.582 425344.955, 186414.162 425344.801, 186413.787 425343.39, 186410.804 425344.169, 186411.232 425345.751, 186397.294 425349.513, 186394.899 425340.63, 186394.988 425338.728, 186395.313 425337.85, 186395.784 425337.085, 186396.816 425336.018, 186398.931 425335.227, 186413.412 425332.594))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_209a,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185620.819 424134.451, 185606.033 424151.61, 185601.402 424147.592, 185609.465 424138.239, 185616.185 424130.444, 185620.819 424134.451))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_209b,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185569.143 424570.619, 185582.057 424555.647, 185586.449 424559.446, 185573.506 424574.45, 185569.143 424570.619))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_209c,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185200.516 423786.723, 185201.714 423785.338, 185205.522 423780.939, 185209.342 423776.523, 185216.71 423768.037, 185221.958 423772.557, 185205.755 423791.293, 185201.923 423787.941, 185200.516 423786.723))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_209d,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182169.848 427431.5, 182171.544 427426.016, 182170.985 427424.725, 182174.472 427413.473, 182177.342 427404.21, 182182.802 427405.912, 182174.435 427432.918, 182171.11 427431.89, 182169.848 427431.5))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_209e,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186902.6 427604.076, 186902.434 427603.009, 186921.515 427600.11, 186921.684 427601.31, 186902.6 427604.076))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_209f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183245.475 424802.95, 183247.742 424796.938, 183268.193 424804.61, 183265.933 424810.625, 183245.475 424802.95))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a0,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185397.57 424021, 185392.954 424016.944, 185411.221 423995.796, 185415.856 423999.83, 185397.57 424021))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a1,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((187533.588 428802.38, 187532.164 428798.903, 187537.679 428796.224, 187549.41 428790.276, 187561.354 428784.769, 187590.9 428771.587, 187595.497 428769.626, 187606.55 428764.872, 187609.319 428769.97, 187608.934 428770.161, 187624.092 428801.332, 187623.296 428801.656, 187620.765 428802.688, 187620.706 428802.534, 187606.415 428808.289, 187603.941 428809.229, 187602.95 428807.821, 187591.075 428812.484, 187591.002 428812.513, 187588.298 428813.606, 187559.381 428825.298, 187559.508 428825.619, 187556.941 428826.629, 187554.455 428820.417, 187552.509 428821.209, 187550.924 428817.539, 187545.706 428819.836, 187544.894 428818.098, 187540.994 428819.939, 187540.504 428818.801, 187537.45 428811.575, 187533.588 428802.38), (187534.791 428798.982, 187535.189 428799.878, 187535.765 428799.623, 187535.37 428798.725, 187534.791 428798.982))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a2,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186950.253 432861.433, 186948.984 432857.186, 186945.64 432851.314, 186950.05 432849.356, 186951.196 432858.123, 186950.226 432858.243, 186950.28 432861.407, 186950.258 432861.448, 186950.253 432861.433))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a3,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187019.294 425354.016, 187017.364 425346.188, 187012.015 425324.133, 187023.354 425321.465, 187028.966 425345.321, 187030.4 425351.416, 187028.427 425351.878, 187019.294 425354.016))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a4,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187024.595 431177.596, 187025.539 431177.877, 187034.724 431180.611, 187040.089 431182.194, 187042.012 431182.758, 187041.168 431185.649, 187040.823 431186.799, 187040.799 431186.792, 187033.521 431184.625, 187024.332 431181.889, 187023.395 431181.61, 187024.595 431177.596))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a5,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185182.264 423768.526, 185186.083 423764.11, 185205.522 423780.939, 185201.714 423785.338, 185182.264 423768.526))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a6,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186415.864 428641.44, 186401.881 428647.357, 186396.099 428649.804, 186382.242 428655.637, 186379.979 428656.608, 186378.026 428651.952, 186441.526 428625.089, 186451.91 428620.698, 186451.926 428620.691, 186456.484 428618.763, 186453.271 428611.096, 186455.327 428610.234, 186455.408 428610.426, 186455.328 428610.459, 186472.142 428652.35, 186481.259 428648.651, 186495.697 428684.181, 186496.096 428684.027, 186496.163 428684.189, 186494.78 428684.769, 186498.788 428694.32, 186483.682 428700.66, 186483.101 428699.276, 186473.944 428703.118, 186473.916 428703.05, 186463.311 428677.484, 186460.122 428669.283, 186444.225 428631.94, 186443.962 428631.605, 186443.547 428631.198, 186443.003 428630.829, 186442.57 428630.723, 186442.027 428630.639, 186441.55 428630.599, 186441.326 428630.679, 186425.629 428637.127, 186415.864 428641.44))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a7,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((185339.638 427357.868, 185339.198 427358.408, 185346.372 427363.596, 185343.79 427367.168, 185344.937 427367.997, 185344.634 427368.416, 185346.341 427369.651, 185350.835 427372.801, 185328.633 427403.41, 185324.257 427400.193, 185321.291 427398.048, 185318.467 427401.953, 185311.438 427396.871, 185247.929 427349.442, 185254.313 427330.108, 185268.576 427306.204, 185270.455 427307.421, 185326.513 427350.796, 185328.917 427352.656, 185330.407 427350.729, 185339.638 427357.868))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a8,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187087.612 424887.936, 187112.727 424884.428, 187113.761 424885.886, 187114.906 424892.757, 187088.739 424896.267, 187087.612 424887.936))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20a9,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((184282.271 424681.652, 184289.45 424684.425, 184280.877 424706.396, 184273.759 424703.622, 184282.271 424681.652))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20aa,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182219.27 427468.339, 182208.493 427447.124, 182209.121 427445.107, 182211.16 427445.737, 182214.846 427443.918, 182231.092 427474.846, 182229.69 427475.59, 182230.84 427477.78, 182227.58 427479.51, 182225.657 427480.524, 182219.27 427468.339))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20ab,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182822.831 427054.086, 182821.943 427052.466, 182818.749 427046.641, 182815.729 427041.13, 182812.607 427035.437, 182830.64 427025.55, 182835.14 427023.09, 182842.31 427036.22, 182848.66 427038.089, 182837.475 427043.936, 182838.948 427046.652, 182837.682 427050.981, 182831.72 427049.23, 182822.831 427054.086))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20ac,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183712.889 425206.991, 183712.86 425207.509, 183712.757 425208.017, 183712.583 425208.505, 183712.342 425208.964, 183712.038 425209.384, 183711.678 425209.757, 183711.268 425210.075, 183710.818 425210.331, 183710.336 425210.521, 183709.831 425210.641, 183709.315 425210.688, 183708.797 425210.661, 183706.124 425210.307, 183706.931 425204.407, 183710.775 425204.916, 183711.036 425202.938, 183713.131 425203.322, 183712.671 425206.96, 183712.889 425206.991))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20ad,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((187798.018 428657.962, 187797.322 428658.384, 187791.103 428662.181, 187796.581 428670.867, 187799.289 428675.28, 187801.568 428678.995, 187809.254 428691.478, 187811.634 428690.01, 187813.077 428692.352, 187816.804 428690.07, 187818.082 428692.128, 187813.243 428695.146, 187741.242 428741.738, 187738.62 428730.633, 187733.591 428722.455, 187733.96 428722.216, 187715.012 428699.615, 187718.66 428697.254, 187714.94 428691.504, 187746.155 428671.305, 187750.586 428672.254, 187752.701 428675.524, 187763.568 428668.519, 187775.532 428660.75, 187794.41 428649.156, 187794.677 428649.596, 187798.278 428647.321, 187798.252 428647.278, 187815.281 428636.932, 187815.307 428636.975, 187816.879 428636.019, 187817.687 428635.529, 187822.329 428643.083, 187801.544 428655.736, 187800.727 428656.246, 187798.018 428657.962))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20ae,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184296.349 424565.096, 184273.261 424556.118, 184275.496 424550.386, 184297.768 424559.048, 184297.246 424561.29, 184296.349 424565.096))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20af,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((187902.093 427972.044, 187899.935 427969.702, 187890.127 427959.631, 187890.05 427959.551, 187886.654 427956.019, 187891.44 427951.441, 187894.876 427955.017, 187894.952 427955.097, 187904.225 427964.5, 187906.917 427967.422, 187912.187 427972.739, 187911.814 427973.099, 187911.773 427973.138, 187907.307 427977.444, 187902.093 427972.044))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b0,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186668.991 428331.158, 186672.811 428345.657, 186668.066 428346.852, 186666.825 428342.357, 186665.448 428337.432, 186664.118 428332.424, 186668.991 428331.158))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b1,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185578.411 424142.155, 185575.791 424145.184, 185570.154 424151.691, 185563.042 424159.908, 185558.45 424155.931, 185565.437 424147.744, 185571.141 424141.159, 185573.78 424138.144, 185578.411 424142.155))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b2,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187947.216 425301.445, 187947.143 425295.18, 187947.306 425295.179, 187959.347 425295.116, 187962.429 425295.085, 187977.012 425295.002, 187977.048 425301.278, 187947.216 425301.445))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b3,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182096.743 426850.297, 182098.348 426849.419, 182100.931 426854.134, 182080.552 426865.295, 182077.968 426860.574, 182089.386 426854.324, 182096.743 426850.297))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b4,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182746.727 427630.651, 182747.6 427630.642, 182725.936 427652.897, 182722 427649.07, 182722.96 427648.1, 182718.21 427643.47, 182718.208 427643.302, 182746.727 427630.651))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b5,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186785.094 424825.649, 186786.719 424831.784, 186781.76 424833.099, 186778.08 424834.075, 186767.345 424836.922, 186763.502 424837.941, 186761.909 424831.792, 186785.094 424825.649))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b6,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186370.156 425288.608, 186371.625 425294.044, 186348.151 425300.378, 186346.843 425295.456, 186347.302 425294.512, 186349.056 425294.041, 186349.435 425295.45, 186352.412 425294.668, 186352.038 425293.246, 186351.457 425293.399, 186351.089 425291.997, 186354.068 425291.217, 186354.436 425292.622, 186370.156 425288.608))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b7,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182656.225 427554.251, 182648.955 427551.992, 182627.504 427545.327, 182627.272 427545.255, 182628.872 427540.097, 182630.378 427540.565, 182650.557 427546.835, 182657.826 427549.094, 182656.225 427554.251))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b8,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183332.939 424771.282, 183330.698 424777.26, 183307.073 424768.436, 183309.292 424762.45, 183332.939 424771.282))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20b9,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183246.675 424953.092, 183252.707 424955.346, 183243.837 424978.873, 183237.806 424976.614, 183246.675 424953.092))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20ba,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183027.44 427659.624, 183024.899 427634.013, 183036.232 427632.911, 183038.847 427658.509, 183027.44 427659.624))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20bb,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186589.612 429083.216, 186594.906 429081.261, 186596.091 429080.803, 186590.107 429066.926, 186586.668 429058.951, 186586.125 429057.482, 186585.283 429055.205, 186587.609 429054.311, 186597.107 429076.172, 186597.686 429077.847, 186597.565 429079.315, 186596.945 429080.125, 186596.498 429080.607, 186596.098 429080.822, 186596.012 429080.868, 186595.551 429081.056, 186578.011 429087.546, 186523.385 429107.758, 186523.356 429107.68, 186521.505 429102.758, 186513.723 429081.76, 186514.036 429081.644, 186518.382 429093.407, 186522.375 429104.213, 186523.618 429107.581, 186528.912 429105.626, 186533.97 429103.759, 186539.021 429101.894, 186544.087 429100.024, 186549.134 429098.16, 186554.203 429096.289, 186559.262 429094.421, 186564.321 429092.553, 186569.379 429090.685, 186574.437 429088.818, 186579.491 429086.952, 186584.546 429085.086, 186589.612 429083.216))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20bc,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((188712.209 428102.251, 188713.553 428105.736, 188713.675 428105.689, 188716.362 428112.702, 188716.456 428112.665, 188717.488 428115.348, 188712.635 428117.71, 188711.447 428114.633, 188711.876 428114.465, 188709.144 428107.435, 188709.661 428107.238, 188708.72 428104.796, 188708.449 428104.9, 188706.847 428105.518, 188706.328 428104.172, 188703.132 428095.883, 188709.4 428094.185, 188712.472 428102.153, 188712.209 428102.251))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20bd,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184262.303 424497.661, 184253.73 424519.771, 184247.98 424517.601, 184256.563 424495.462, 184262.303 424497.661))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20be,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184886.421 424037.509, 184885.133 424038.99, 184875.388 424030.618, 184868.559 424024.751, 184864.838 424021.554, 184868.618 424017.179, 184872.345 424020.358, 184879.196 424026.203, 184888.936 424034.513, 184886.421 424037.509))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20bf,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184039.515 423987.518, 184032.772 423984.935, 184035.273 423978.587, 184033.402 423977.85, 184037.126 423968.399, 184041.714 423970.207, 184044.3 423963.693, 184056.589 423968.535, 184052.685 423978.443, 184055.338 423979.488, 184054.188 423982.405, 184053.379 423982.086, 184052.231 423984.998, 184047.623 423983.184, 184045.055 423989.701, 184039.515 423987.518))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20c0,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184039.515 423987.518, 184035.594 423997.47, 184038.018 423998.425, 184036.905 424001.249, 184036.096 424000.93, 184034.948 424003.842, 184030.467 424002.078, 184027.885 424008.631, 184015.541 424003.767, 184018.05 423997.4, 184016.204 423996.673, 184019.916 423987.255, 184024.698 423989.14, 184027.21 423982.767, 184032.772 423984.935, 184039.515 423987.518))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_20c1,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185807.842 424376.737, 185826.933 424354.549, 185831.328 424358.332, 185812.24 424380.517, 185807.914 424376.799, 185807.842 424376.737))"
