FID,ZAKRECHT,NAAM,NAAM_UPPER,GEOMETRIE
BRK_CORPORATIES.fid-36cc8544_1861e935291_204f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185680.693 424468.348, 185685.145 424472.21, 185666.113 424494.132, 185661.677 424490.291, 185669.291 424481.529, 185670.723 424479.873, 185674.382 424475.67, 185675.768 424474.062, 185680.693 424468.348))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2050,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185680.693 424468.348, 185675.768 424474.062, 185674.382 424475.67, 185670.723 424479.873, 185669.291 424481.529, 185661.677 424490.291, 185657.24 424486.451, 185676.194 424464.445, 185680.693 424468.348))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2051,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189343.055 427252.909, 189316.534 427257.831, 189315.494 427252.166, 189341.908 427247.264, 189342.624 427250.784, 189343.055 427252.909))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2052,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186404.616 427785.397, 186396.99 427796.453, 186396.949 427796.424, 186396.324 427797.329, 186396.365 427797.358, 186391.599 427804.264, 186382.203 427797.889, 186395.254 427778.979, 186404.616 427785.397))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2053,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186123.941 427133.089, 186119.778 427130.6, 186131.468 427111.102, 186135.624 427113.603, 186123.941 427133.089))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2054,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187843.286 425123.457, 187849.571 425123.437, 187849.604 425136.495, 187849.639 425144.869, 187849.637 425148.639, 187843.142 425148.651, 187843.141 425148.27, 187843.543 425148.268, 187843.348 425136.513, 187843.286 425123.457))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2055,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((188009.859 427189.607, 188008.616 427250, 188008.32 427264.104, 187975.836 427263.833, 187970.779 427264.21, 187966.173 427264.904, 187955.078 427266.166, 187953.954 427257.832, 187950.623 427233.14, 187945.568 427198.26, 187954.041 427197.16, 187968.98 427195.221, 187969.369 427195.168, 187984.228 427193.127, 187984.624 427193.073, 188002.69 427190.592, 188009.859 427189.607))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2056,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187480.313 427832.709, 187477.809 427828.984, 187475.2 427827.405, 187473.135 427826.405, 187470.757 427825.842, 187469.912 427825.531, 187469.301 427825.318, 187468.452 427824.497, 187468.065 427823.801, 187467.371 427818.839, 187478.912 427817.082, 187478.741 427815.968, 187477.764 427816.118, 187477.021 427811.265, 187480.142 427810.791, 187480.388 427812.457, 187481.057 427816.843, 187483.414 427832.234, 187480.313 427832.709))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2057,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182517.481 425539.931, 182511.142 425580.857, 182493.971 425577.915, 182494.302 425575.78, 182491.591 425575.316, 182492.148 425571.718, 182485.968 425570.654, 182491.787 425533.164, 182507.09 425535.568, 182507.145 425535.213, 182515.654 425536.531, 182515.179 425539.605, 182517.481 425539.931))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2058,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186414.175 425241.526, 186414.302 425242.399, 186415.747 425242.188, 186416.008 425243.986, 186416.179 425245.158, 186418.324 425259.907, 186411.855 425261.01, 186409.484 425244.701, 186409.089 425241.988, 186408.599 425238.619, 186408.313 425236.651, 186407.917 425233.931, 186407.681 425232.305, 186407.518 425231.186, 186410.39 425230.78, 186414.013 425230.268, 186414.396 425232.904, 186414.803 425235.706, 186416.249 425235.495, 186416.566 425237.677, 186416.764 425239.039, 186416.049 425239.143, 186415.319 425239.249, 186415.231 425238.645, 186413.787 425238.856, 186414.175 425241.526))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2059,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189085.237 427718.612, 189086.774 427722.327, 189088.23 427728.259, 189088.506 427729.47, 189089.736 427734.874, 189090.432 427737.929, 189084.088 427739.926, 189074.036 427743.09, 189067.173 427745.25, 189057.209 427748.223, 189057.182 427748.231, 189050.455 427725.66, 189062.707 427722.165, 189063.399 427725.674, 189085.237 427718.612))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_205a,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186157.007 432469.986, 186174.695 432455.514, 186174.724 432455.55, 186176.645 432457.942, 186178.116 432459.691, 186160.286 432474.241, 186157.007 432469.986))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_205b,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185647.903 424249.474, 185651.898 424244.838, 185670.621 424261.266, 185666.598 424265.878, 185647.903 424249.474))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_205c,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185647.903 424249.474, 185666.598 424265.878, 185665.203 424267.478, 185662.576 424270.49, 185643.908 424254.111, 185647.903 424249.474))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_205d,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187570.094 431423.425, 187570.417 431415.917, 187572.973 431356.421, 187574.917 431356.504, 187596.93 431357.45, 187596.705 431361.711, 187596.458 431367.524, 187608.529 431368.105, 187618.47 431368.53, 187621.026 431368.598, 187616.918 431461.684, 187593.359 431460.671, 187570.367 431459.683, 187568.54 431459.604, 187570.094 431423.425))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_205e,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189179.213 427376.945, 189174.168 427378.181, 189173.421 427375.149, 189165.294 427377.152, 189164.991 427375.922, 189105.23 427390.65, 189098.09 427361.676, 189112.958 427358.179, 189112.536 427356.42, 189117.205 427355.285, 189116.848 427353.82, 189136.134 427349.165, 189133.746 427340.095, 189133.705 427339.94, 189168.826 427333.863, 189168.875 427334.067, 189179.213 427376.945))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_205f,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((187759.58 429012.63, 187769.26 429004.59, 187796.14 428990.56, 187832.89 428965.18, 187842.38 428956.83, 187852.23 428967.97, 187860.3 428973.94, 187853.73 428982.76, 187844.69 428976.07, 187837.47 428967.88, 187835.77 428969.39, 187839.11 428974.29, 187801.91 429000.01, 187780.57 429011.16, 187776.28 429021.93, 187766.16 429017.88, 187759.58 429012.63))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2060,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185637.201 424194.633, 185638.08 424193.612, 185638.642 424194.085, 185641.775 424190.464, 185658.445 424204.683, 185654.425 424209.324, 185637.201 424194.633))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2061,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183117.732 426683.858, 183116.238 426685.682, 183114.064 426688.318, 183090.667 426669.197, 183094.079 426665.015, 183101.701 426671.35, 183101.831 426671.19, 183104.907 426673.698, 183105.123 426673.435, 183117.732 426683.858))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2062,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185252.197 423746.181, 185234.851 423766.521, 185230.43 423762.69, 185247.199 423743.028, 185250.703 423746.025, 185251.25 423745.379, 185252.197 423746.181))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2063,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((183103.794 427211.542, 183082.636 427211.57, 183081.602 427211.573, 183080.567 427211.304, 183080.54 427192.58, 183080.5 427190.59, 183080.38 427189.58, 183080.2 427188.6, 183079.95 427187.63, 183079.6 427186.7, 183078.64 427184.85, 183077.44 427182.97, 183084.803 427174.449, 183099.37 427157.59, 183120.75 427157.57, 183144.36 427163.69, 183164.24 427184, 183164.28 427251.24, 183136.13 427251.29, 183136.13 427243.38, 183136.11 427183.77, 183103.81 427183.75, 183103.794 427211.542))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2064,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((188035.353 427397.385, 188021.534 427395.913, 188021.982 427386.715, 188034.621 427387.347, 188035.353 427397.385))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2065,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186181.971 427622.906, 186178.25 427627.62, 186170.27 427637.73, 186149.02 427664.67, 186140.541 427675.419, 186139.827 427674.834, 186136.066 427671.752, 186121.098 427659.485, 186126.52 427646.928, 186127.717 427644.155, 186136.772 427623.186, 186137.912 427620.546, 186141.93 427611.242, 186150.958 427599.504, 186151.328 427599.024, 186157.601 427603.913, 186167.198 427611.392, 186175.505 427617.866, 186181.971 427622.906))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2066,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((181991.49 427433.472, 181979.333 427410.016, 181985.86 427406.59, 181987.02 427408.76, 181998.651 427402.636, 181998.744 427402.587, 182010.239 427424.723, 181999.47 427430.39, 181998.01 427430.04, 181991.49 427433.472))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2067,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((182218.087 427581.679, 182220.394 427586.077, 182205.33 427593.98, 182205.303 427593.994, 182204.146 427591.782, 182202.992 427589.576, 182202.841 427589.655, 182200.207 427584.597, 182200.056 427584.676, 182198.892 427582.451, 182198.998 427582.395, 182195.128 427574.811, 182193.281 427571.27, 182198.348 427568.615, 182203.398 427565.969, 182208.458 427563.318, 182214.272 427574.405, 182218.087 427581.679))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2068,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183256.892 424834.683, 183236.406 424826.999, 183238.673 424820.986, 183259.153 424828.668, 183256.892 424834.683))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2069,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182113.02 426895.54, 182111.46 426892.675, 182111.651 426889.88, 182112.4 426878.96, 182109.8 426874.18, 182109.929 426874.103, 182108.351 426871.287, 182108.48 426871.21, 182109.39 426868.099, 182110.35 426868.38, 182112.386 426867.265, 182124.803 426889.983, 182120.104 426892.584, 182115.463 426895.153, 182113.424 426896.282, 182113.02 426895.54))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_206a,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183886.521 424151.556, 183891.008 424140.031, 183894.24 424141.288, 183902.399 424144.46, 183911.925 424148.163, 183907.433 424159.667, 183906.198 424159.175, 183897.922 424155.966, 183886.521 424151.556))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_206b,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185653.548 424157.205, 185648.746 424153.098, 185645.842 424150.614, 185659.818 424134.469, 185663.602 424134.697, 185668.953 424139.307, 185653.548 424157.205))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_206c,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185653.548 424157.205, 185668.953 424139.307, 185673.608 424143.317, 185658.218 424161.198, 185655.052 424158.491, 185653.548 424157.205))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_206d,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182535.198 427295.915, 182535.689 427301.259, 182528.32 427301.95, 182519.15 427302.81, 182507.427 427303.909, 182504.625 427298.623, 182507.15 427297.3, 182518.66 427297.43, 182527.83 427296.59, 182535.198 427295.915))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_206e,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186740.425 428208.692, 186740.45 428208.685, 186747.416 428206.882, 186748.101 428209.51, 186751.875 428208.522, 186752.428 428210.605, 186752.332 428210.644, 186752.417 428210.971, 186765.753 428208.18, 186776.168 428205.961, 186777.734 428205.621, 186779.014 428211.422, 186779.824 428212.849, 186778.106 428213.32, 186779.367 428217.542, 186780.844 428222.434, 186782.202 428226.932, 186783.418 428230.682, 186782.586 428230.901, 186782.999 428232.473, 186778.689 428233.586, 186775.241 428234.474, 186775.262 428234.566, 186768.64 428236.275, 186759.656 428238.394, 186753.333 428239.915, 186753.08 428239.976, 186753.107 428240.082, 186748.769 428241.202, 186748.797 428241.308, 186744.693 428242.368, 186739.604 428243.682, 186738.674 428239.999, 186737.554 428235.564, 186736.552 428231.599, 186735.347 428226.83, 186734.244 428222.462, 186733.215 428218.39, 186732.137 428214.123, 186731.8 428212.789, 186731.274 428210.92, 186736.414 428209.604, 186740.398 428208.584, 186740.425 428208.692))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_206f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185816.703 424384.379, 185821.036 424388.113, 185821.103 424388.171, 185807.359 424404.028, 185802.973 424400.217, 185816.703 424384.379))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2070,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183186.44 425030.848, 183180.455 425028.595, 183188.904 425005.937, 183194.888 425008.19, 183186.44 425030.848))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2071,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185269 423847.405, 185272.926 423842.898, 185272.452 423842.483, 185285.585 423827.406, 185292.144 423833.075, 185275.177 423852.757, 185269 423847.405))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2072,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182138.208 426891.845, 182160.618 426879.56, 182163.212 426884.298, 182140.98 426896.483, 182140.852 426896.553, 182138.208 426891.845))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2073,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186513.724 425237.325, 186513.52 425232.588, 186513.379 425229.325, 186537.245 425228.567, 186538.98 425228.498, 186539.036 425229.798, 186534.48 425229.973, 186533.02 425230.029, 186531.561 425230.085, 186527.005 425230.261, 186522.438 425230.436, 186520.978 425230.492, 186519.519 425230.548, 186514.779 425230.73, 186515.582 425249.365, 186514.245 425249.419, 186513.832 425239.842, 186513.724 425237.325))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2074,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183981.439 424345.095, 183987.431 424347.447, 183978.835 424369.348, 183972.847 424366.992, 183981.439 424345.095))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2075,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185948.605 424973.29, 186001.008 424959.429, 186006.774 424981.231, 185955.223 424994.862, 185954.967 424993.895, 185954.591 424992.474, 185952.555 424992.974, 185950.874 424984.202, 185948.941 424974.225, 185948.605 424973.29))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2076,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185662.896 424571.343, 185649.165 424587.26, 185644.779 424583.474, 185658.507 424567.559, 185658.669 424567.699, 185662.896 424571.343))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2077,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((185548.588 424618.01, 185544.577 424622.659, 185543.941 424622.105, 185528.518 424608.687, 185532.523 424604.033, 185548.588 424618.01))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2078,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186682.298 427974.177, 186676.623 427979.709, 186692.777 427994.031, 186692.485 427994.443, 186671.185 427975.17, 186671.19 427974.901, 186681.966 427972.135, 186682.298 427974.177))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2079,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((182695.206 427568.187, 182695.099 427555.369, 182694.779 427555.372, 182694.717 427547.974, 182694.397 427547.977, 182694.356 427543.233, 182700.064 427543.164, 182700.285 427568.122, 182695.206 427568.187))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_207a,Eigendom (recht van),Stichting Sshn,STICHTING SSHN,"POLYGON ((186673.807 428730.027, 186674.885 428732.82, 186674.71 428732.868, 186673.651 428730.081, 186673.807 428730.027))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_207b,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184826.966 424714.114, 184837.083 424701.24, 184842.012 424705.019, 184848.331 424696.659, 184863.108 424708.051, 184866.603 424703.527, 184876.316 424711.064, 184876.589 424711.243, 184876.841 424711.455, 184877.065 424711.695, 184877.258 424711.962, 184877.417 424712.249, 184877.54 424712.554, 184877.625 424712.872, 184877.671 424713.197, 184877.678 424713.526, 184877.644 424713.853, 184877.571 424714.174, 184877.46 424714.483, 184877.312 424714.777, 184877.129 424715.05, 184874.765 424718.118, 184884.935 424725.999, 184892.55 424715.941, 184882.078 424707.764, 184884.992 424703.945, 184888.952 424706.952, 184890.391 424704.994, 184871.159 424689.966, 184869.865 424688.954, 184866.232 424693.603, 184844.78 424677.033, 184843.477 424676.026, 184839.942 424680.595, 184825.948 424669.767, 184824.869 424668.932, 184821.249 424673.611, 184795.331 424653.74, 184819.266 424629.844, 184826.356 424635.542, 184830.228 424638.716, 184832.126 424640.268, 184833.887 424641.688, 184836.054 424643.693, 184837.219 424645.223, 184841.327 424650.303, 184842.925 424651.668, 184844.302 424652.966, 184846.35 424653.811, 184848.472 424654.614, 184849.88 424654.939, 184860.221 424655.666, 184866.501 424656.914, 184870.442 424658.951, 184872.451 424660.415, 184881.21 424667.634, 184883.918 424668.755, 184889.219 424669.773, 184892.855 424670.792, 184894.907 424672, 184941.358 424712.556, 184953.428 424719.496, 184964.684 424722.194, 184965.262 424722.283, 184965.824 424722.442, 184966.364 424722.666, 184966.873 424722.954, 184967.343 424723.301, 184967.769 424723.702, 184968.143 424724.151, 184968.46 424724.641, 184968.717 424725.167, 184968.908 424725.719, 184969.032 424726.29, 184970.786 424735.241, 184967.324 424739.796, 184956.286 424753.861, 184951.64 424750.215, 184950.745 424751.355, 184936.763 424769.171, 184932.09 424765.504, 184931.223 424766.609, 184922.35 424777.823, 184921.993 424778.446, 184926.379 424781.924, 184921.18 424788.588, 184894.943 424768.115, 184891.751 424772.07, 184874.001 424758.127, 184877.482 424753.696, 184876.334 424752.794, 184854.956 424736, 184858.548 424731.428, 184857.405 424730.537, 184837.175 424714.756, 184833.705 424719.281, 184826.966 424714.114))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_207c,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((187928.613 425296.087, 187928.651 425304.958, 187928.657 425315.419, 187922.462 425315.422, 187922.411 425289.237, 187928.572 425289.217, 187928.613 425296.087))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_207d,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186740.249 424719.369, 186745.663 424716.523, 186756.588 424736.43, 186751.034 424739.405, 186745.314 424728.962, 186743.946 424726.163, 186740.249 424719.369))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_207e,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189341.88 427129.299, 189341.106 427122.575, 189358.686 427120.493, 189358.33 427117.834, 189366.102 427116.87, 189367.328 427126.417, 189364.74 427126.71, 189341.88 427129.299))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_207f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183265.043 424947.09, 183262.176 424954.724, 183243.85 424947.908, 183239.095 424946.14, 183241.944 424938.499, 183265.043 424947.09))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2080,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((188024.418 428999.999, 188024.122 428998.942, 188033.03 428996.447, 188038.37 429015.57, 188037.672 429016.795, 188037.171 429016.93, 188029.727 429019.019, 188027.946 429012.709, 188025.429 429013.412, 188023.344 429005.956, 188025.889 429005.248, 188024.418 428999.999))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2081,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184876.601 424084.733, 184876.56 424084.781, 184868.634 424093.997, 184856.985 424083.94, 184856.4 424084.628, 184853.608 424082.258, 184855.05 424080.57, 184851.563 424077.61, 184858.603 424069.502, 184859.245 424070.055, 184859.97 424069.214, 184862.703 424071.569, 184861.327 424073.176, 184864.082 424075.545, 184864.791 424074.69, 184867.621 424076.993, 184876.601 424084.733))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2082,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((182347.146 427118.873, 182358.415 427139.735, 182356.637 427140.709, 182355.362 427141.408, 182353.942 427142.185, 182342.668 427121.312, 182347.146 427118.873))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2083,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186268.328 427156.493, 186263.508 427153.622, 186274.489 427135.241, 186279.295 427138.135, 186268.328 427156.493))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2084,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183258.721 424957.593, 183264.717 424959.833, 183255.843 424983.369, 183249.849 424981.124, 183258.721 424957.593))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2085,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183153.912 424977.275, 183156.165 424971.263, 183182.558 424981.209, 183180.295 424987.216, 183161.576 424980.163, 183153.912 424977.275))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2086,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((186498.433 428155.68, 186498.524 428156.445, 186498.528 428156.478, 186498.159 428156.531, 186498.152 428156.482, 186498.058 428155.022, 186496.13 428141.316, 186482.944 428115.108, 186472.883 428103.503, 186483.834 428115.845, 186496.759 428141.641, 186498.433 428155.68))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2087,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((188276.284 428664.83, 188263.017 428654.964, 188272.376 428660.669, 188279.624 428647.689, 188284.156 428651.244, 188277.427 428662.166, 188277.777 428662.381, 188276.284 428664.83))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2088,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189828.107 427100.437, 189827.769 427114.232, 189827.269 427124.849, 189826.234 427124.808, 189826.704 427100.403, 189828.107 427100.437))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2089,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((184095.162 424223.147, 184091.643 424221.786, 184084.163 424218.892, 184074.538 424215.168, 184076.775 424209.407, 184086.393 424213.128, 184093.873 424216.022, 184097.428 424217.398, 184095.162 424223.147))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_208a,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((186775.678 424736.479, 186770.037 424731.877, 186769.647 424731.581, 186769.221 424731.34, 186768.767 424731.157, 186768.292 424731.036, 186767.806 424730.979, 186767.317 424730.987, 186766.832 424731.059, 186766.362 424731.195, 186762.098 424733.479, 186751.176 424713.577, 186752.728 424712.748, 186748.913 424705.781, 186747.579 424702.98, 186739.948 424689.125, 186749.906 424686.551, 186766.098 424716.153, 186774.649 424711.821, 186770.182 424703.453, 186768.793 424700.773, 186759.748 424684.015, 186779.883 424678.83, 186780.32 424678.704, 186780.77 424678.645, 186781.224 424678.652, 186781.672 424678.727, 186782.104 424678.867, 186782.511 424679.069, 186782.883 424679.33, 186783.213 424679.642, 186783.493 424680, 186795.027 424701.343, 186804.92 424719.745, 186805.084 424720.222, 186805.173 424720.719, 186805.185 424721.223, 186805.119 424721.723, 186804.976 424722.208, 186804.761 424722.664, 186804.479 424723.082, 186804.135 424723.452, 186803.739 424723.764, 186791.457 424730.415, 186779.337 424737.021, 186778.884 424737.222, 186778.405 424737.347, 186777.911 424737.394, 186777.417 424737.361, 186776.934 424737.249, 186776.476 424737.061, 186776.053 424736.802, 186775.678 424736.479))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_208b,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183999.434 424350.356, 183989.406 424346.484, 183986.981 424345.549, 183989.201 424339.797, 184014.827 424349.836, 184012.636 424355.487, 184007.982 424353.676, 183999.434 424350.356))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_208c,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((189247.268 427183.333, 189243.046 427160.158, 189247.976 427159.265, 189252.196 427182.434, 189247.268 427183.333))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_208d,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((183284.34 424126.159, 183284.291 424126.131, 183287.303 424120.838, 183307.823 424132.668, 183304.902 424137.806, 183304.813 424137.963, 183284.34 424126.159))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_208e,Eigendom (recht van),Stichting Portaal,STICHTING PORTAAL,"POLYGON ((183502.269 423843.226, 183507.084 423834.735, 183550.473 423859.341, 183545.658 423867.832, 183502.269 423843.226))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_208f,Eigendom (recht van),Stichting Talis,STICHTING TALIS,"POLYGON ((184274.215 424549.157, 184268.596 424546.938, 184269.582 424544.439, 184275.201 424546.658, 184274.215 424549.157))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2090,Eigendom (recht van),Stichting Mooiland,STICHTING MOOILAND,"POLYGON ((188332.172 430578.527, 188341.718 430582.701, 188350.541 430586.559, 188357.088 430589.422, 188355.229 430593.88, 188350.373 430605.055, 188348.808 430608.696, 188330.973 430600.952, 188315.133 430594.043, 188323.513 430574.74, 188332.172 430578.527))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2091,Eigendom (recht van),Stichting Studentenhuisvesting Nijmegen,STICHTING STUDENTENHUISVESTING NIJMEGEN,"POLYGON ((187257.429 427044.549, 187263.737 427044.076, 187263.99 427044.057, 187270.995 427043.531, 187279.494 427042.893, 187286.143 427042.394, 187295.183 427041.716, 187302.254 427041.186, 187309.334 427040.655, 187310.221 427045.517, 187322.289 427111.666, 187298.13 427115.502, 187291.949 427110.91, 187289.018 427091.608, 187287.75 427089.469, 187284.998 427071.631, 187261.489 427075.18, 187260.75 427070.231, 187260.239 427070.272, 187259.242 427063.682, 187259.424 427063.611, 187258.71 427058.884, 187256.471 427044.682, 187257.429 427044.549))"
BRK_CORPORATIES.fid-36cc8544_1861e935291_2092,Eigendom (recht van),Stichting Woonwaarts,STICHTING WOONWAARTS,"POLYGON ((186576.237 425228.367, 186577.105 425246.849, 186569.921 425247.134, 186569.364 425234.215, 186567.903 425234.27, 186567.771 425231.192, 186569.231 425231.137, 186569.256 425231.736, 186570.716 425231.682, 186570.581 425228.585, 186576.237 425228.367))"
