BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW;TOTAAL
20EM;00;H.N. Werkman College;GRONINGEN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0017;Ljvb op VWO;0;0;0;0;50;73;0;0;0;0;0;0;123
20EM;00;H.N. Werkman College;GRONINGEN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;50;41;0;0;0;0;0;0;91
20EM;00;H.N. Werkman College;GRONINGEN;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;1;0;0;0;0;0;1
20EM;00;H.N. Werkman College;GRONINGEN;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;1;0;0;0;0;0;0;0;1
20EM;00;H.N. Werkman College;GRONINGEN;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;3;17;3;8;1;9;41
20EM;00;H.N. Werkman College;GRONINGEN;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;27;32;21;27;6;4;117
20EM;00;H.N. Werkman College;GRONINGEN;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;1;0;1;10;12
20EM;00;H.N. Werkman College;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;28;45;23;33;6;6;141
20EM;00;H.N. Werkman College;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;29;24;21;19;1;7;101
20EM;00;H.N. Werkman College;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;11;11;22
20EM;00;H.N. Werkman College;GRONINGEN;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;2;2
20EM;00;H.N. Werkman College;GRONINGEN;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;1;6;7
20EM;01;locatie, Sprint;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;77;71;0;0;0;0;0;0;0;0;0;0;148
20EM;01;locatie, Sprint;GRONINGEN;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;0;0;0;1;0;0;1
20EM;01;locatie, Sprint;GRONINGEN;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;0;0;1;0;0;0;1
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;3;3;1;2;0;0;0;0;0;0;0;0;9
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;9;3;16;3;0;0;0;0;0;0;0;0;31
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;3;12;11;8;0;0;0;0;0;0;0;0;34
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;6;9;8;8;0;0;0;0;0;0;0;0;31
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;9;13;6;9;0;0;37
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;7;7;5;4;0;0;23
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;1;0;3;3;0;0;7
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;1;0;0;0;1
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;1;0;0;0;1
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;16;12;0;0;0;0;0;0;28
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;20;12;0;0;0;0;0;0;32
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;9;8;14;8;0;0;0;0;39
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;1;6;3;8;0;0;0;0;18
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;3;1;1;0;4;1;10
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;5;1;11;5;3;2;27
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;5;2;1;1;2;1;12
20EM;03;locatie, Topsporttalentsch Gr.;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;1;0;0;0;0;1
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0012;Ljvb op VMBO-Gm Lw;1;0;6;9;0;0;0;0;0;0;0;0;16
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;10;13;17;10;0;0;0;0;0;0;0;0;50
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;12;10;14;19;0;0;0;0;0;0;0;0;55
20EM;04;locatie, WerkmanVMBO;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;3;2;5;9;0;0;0;0;0;0;0;0;19
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO BL lj 3-4;Economie;Horeca, bakkerij en recreatie;6511;VMBO BB Horeca, bakkerij en recreatie;0;0;0;0;3;4;3;0;0;0;0;0;10
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO BL lj 3-4;Economie;Horeca, bakkerij en recreatie;6555;LWOO BB Horeca, bakkerij en recreatie;0;0;0;0;0;1;2;1;0;0;0;0;4
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;6911;VMBO BB Dienstverlening en producten;0;0;0;0;14;7;4;4;0;0;0;0;29
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO BL lj 3-4;Intersect. programma;Dienstverlening en producten;6955;LWOO BB Dienstverlening en producten;0;0;0;0;0;0;4;11;0;0;0;0;15
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;0;0;4;0;0;0;0;0;4
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO BL lj 3-4;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;0;0;2;0;0;0;0;0;2
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO GL lj 3-4;Intersect. programma;Dienstverlening en producten;6931;VMBO GL Dienstverlening en producten;0;0;0;0;11;14;0;0;0;0;0;0;25
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO KL lj 3-4;Economie;Horeca, bakkerij en recreatie;6521;VMBO KB Horeca, bakkerij en recreatie;0;0;0;0;0;0;2;0;0;0;0;0;2
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;21;20;15;24;0;0;0;0;80
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO KL lj 3-4;Intersect. programma;Dienstverlening en producten;6965;LWOO KB Dienstverlening en producten;0;0;0;0;0;0;1;3;0;0;0;0;4
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO KL lj 3-4;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;0;0;5;0;0;0;0;0;5
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;10;13;7;5;0;0;0;0;35
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;6;1;0;0;0;0;7
20EM;04;locatie, WerkmanVMBO;GRONINGEN;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;7;19;0;0;0;0;26
20ER;00;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;18;23;19;30;0;0;0;0;0;0;0;0;90
20ER;00;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;31;44;23;35;0;0;0;0;0;0;0;0;133
20ER;00;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;24;36;19;37;0;0;0;0;0;0;0;0;116
20ER;00;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0300;HAVO;23;36;28;24;0;0;0;0;0;0;0;0;111
20ER;00;Zernike College;GRONINGEN;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;4;19;0;0;0;0;23
20ER;00;Zernike College;GRONINGEN;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;15;13;0;0;0;0;28
20ER;00;Zernike College;GRONINGEN;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;10;17;0;0;0;0;27
20ER;00;Zernike College;GRONINGEN;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;2;2;0;0;0;0;4
20ER;00;Zernike College;GRONINGEN;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;5;4;0;0;0;0;9
20ER;00;Zernike College;GRONINGEN;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;6;2;0;0;8
20ER;00;Zernike College;GRONINGEN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;20;47;0;0;0;0;0;0;67
20ER;00;Zernike College;GRONINGEN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;34;39;0;0;0;0;0;0;73
20ER;00;Zernike College;GRONINGEN;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;9;0;7;0;0;17
20ER;00;Zernike College;GRONINGEN;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;10;6;9;15;0;0;40
20ER;00;Zernike College;GRONINGEN;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;2;0;0;2
20ER;00;Zernike College;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;10;36;14;29;0;0;89
20ER;00;Zernike College;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;5;8;9;6;0;0;28
20ER;00;Zernike College;GRONINGEN;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;3;3;0;0;6
20ER;00;Zernike College;GRONINGEN;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;1;0;0;0;1
20ER;00;Zernike College;GRONINGEN;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;5;1;6
20ER;04;Zernike College;HAREN;Brugjaar 1-2;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;136;79;101;88;0;0;0;0;0;0;0;0;404
20ER;04;Zernike College;HAREN;Brugjaar 1-2;N.v.t.;N.v.t.;0017;Ljvb op VWO;26;28;26;28;0;0;0;0;0;0;0;0;108
20ER;04;Zernike College;HAREN;HAVO lj 4-5;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;4;12;9;25;0;0;50
20ER;04;Zernike College;HAREN;HAVO lj 4-5;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;46;17;79;50;0;0;192
20ER;04;Zernike College;HAREN;HAVO lj 4-5;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;0;1
20ER;04;Zernike College;HAREN;HAVO lj 4-5;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;17;25;48;51;0;0;141
20ER;04;Zernike College;HAREN;HAVO lj 4-5;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;14;5;23;8;0;0;50
20ER;04;Zernike College;HAREN;HAVO lj 4-5;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;2;4;1;0;0;7
20ER;04;Zernike College;HAREN;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;1;1;0;0;0;0;2
20ER;04;Zernike College;HAREN;HAVO uitbest. aan VAVO;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;8;5;0;0;13
20ER;04;Zernike College;HAREN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;80;55;0;0;0;0;0;0;135
20ER;04;Zernike College;HAREN;HAVO/VWO lj 3;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;35;16;0;0;0;0;0;0;51
20ER;04;Zernike College;HAREN;VWO lj 4-6;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;6;2;3;4;17;33
20ER;04;Zernike College;HAREN;VWO lj 4-6;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;28;21;17;12;26;32;136
20ER;04;Zernike College;HAREN;VWO lj 4-6;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;1;1;1;3
20ER;04;Zernike College;HAREN;VWO lj 4-6;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;16;31;28;33;27;57;192
20ER;04;Zernike College;HAREN;VWO lj 4-6;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;25;4;33;5;29;13;109
20ER;04;Zernike College;HAREN;VWO lj 4-6;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;1;4;2;6;1;14
20ER;04;Zernike College;HAREN;VWO uitbest. aan VAVO;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;3;2;5
20ER;08;Zernike College;GRONINGEN;VMBO BL lj 3-4;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;4;0;6;0;0;0;0;0;10
20ER;08;Zernike College;GRONINGEN;VMBO BL lj 3-4;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;0;0;5;1;0;0;0;0;6
20ER;08;Zernike College;GRONINGEN;VMBO BL lj 3-4;Techniek;Media, vormgeving en ICT;6311;VMBO BB Media, vormgeving en ICT;0;0;0;0;12;4;7;0;0;0;0;0;23
20ER;08;Zernike College;GRONINGEN;VMBO BL lj 3-4;Techniek;Media, vormgeving en ICT;6355;LWOO BB Media, vormgeving en ICT;0;0;0;0;0;0;1;0;0;0;0;0;1
20ER;08;Zernike College;GRONINGEN;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;2;10;1;4;0;0;0;0;17
20ER;08;Zernike College;GRONINGEN;VMBO BL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;0;0;1;10;0;0;0;0;11
20ER;08;Zernike College;GRONINGEN;VMBO KL lj 3-4;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;6;6;16;7;0;0;0;0;35
20ER;08;Zernike College;GRONINGEN;VMBO KL lj 3-4;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;0;0;2;2;0;0;0;0;4
20ER;08;Zernike College;GRONINGEN;VMBO KL lj 3-4;Techniek;Media, vormgeving en ICT;6321;VMBO KB Media, vormgeving en ICT;0;0;0;0;24;5;22;9;0;0;0;0;60
20ER;08;Zernike College;GRONINGEN;VMBO KL lj 3-4;Techniek;Media, vormgeving en ICT;6365;LWOO KB Media, vormgeving en ICT;0;0;0;0;0;0;3;0;0;0;0;0;3
20ER;08;Zernike College;GRONINGEN;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;6;22;4;25;0;0;0;0;57
20ER;08;Zernike College;GRONINGEN;VMBO KL lj 3-4;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;0;0;1;4;0;0;0;0;5
20ER;09;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;8;7;0;0;0;0;0;0;0;0;0;0;15
20ER;09;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0023;Ljvb op VMBO-Alle Lw;1;3;20;26;0;0;0;0;0;0;0;0;50
20ER;09;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;4;5;6;3;0;0;0;0;0;0;0;0;18
20ER;09;Zernike College;GRONINGEN;Brugjaar 1-2;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;14;21;14;16;0;0;0;0;0;0;0;0;65
20ER;09;Zernike College;GRONINGEN;VMBO TL lj 3-4;Economie;N.v.t.;0472;MAVO/Theor Lw-Profiel Economie;0;0;0;0;53;37;26;23;0;0;0;0;139
20ER;09;Zernike College;GRONINGEN;VMBO TL lj 3-4;Techniek;N.v.t.;0470;MAVO/Theor Lw-Profiel Techniek;0;0;0;0;0;0;21;3;0;0;0;0;24
20ER;09;Zernike College;GRONINGEN;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;0471;MAVO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;1;9;31;0;0;0;0;41
20ER;09;Zernike College;GRONINGEN;VMBO TL lj 3-4;Zorg & Welzijn;N.v.t.;2212;LWOO/Theor Lw-Profiel Zorg en Welzijn;0;0;0;0;0;0;0;2;0;0;0;0;2
20ER;09;Zernike College;GRONINGEN;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;3;1;0;0;0;0;4
20ER;09;Zernike College;GRONINGEN;VMBO uitbest. aan VAVO;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;3;1;0;0;0;0;4
