postcode;clustercode_lb9898;clustercode_lb9802;clustercode_lb9806;clustercode_lb9808;clustercode_lb9812;clustercode_lb0202;clustercode_lb0206;clustercode_lb0208;clustercode_lb0212;clustercode_lb0606;clustercode_lb0608;clustercode_lb0612;clustercode_lb0808;clustercode_lb0812;clustercode_lb1010;clustercode_lb1012;clustercode_lb1212
1011LB; ;36398020099;36398060292;36398080234; ;36302020348;36302060211;36302080139;36302120550;36306060446;36306080024;36306120181;36308080350;36308120175;36310100612;36310120105;36312120591
1011LC;36398980363;36398020099;36398060292;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LD;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120738;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LE;36398980363;36398020099;36398060292;36398080372;36398120559;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011LH;36398980471;36398020099;36398060156;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080203;36306120434;36308080350;36308120175;36310100612;36310120105;36312120591
1011LJ;36398980363;36398020214;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LK;36398980363;36398020099; ; ; ;36302020348;36302060096;36302080052;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LL; ; ;36398060436;36398080234;36398120790;36302020210;36302060096;36302080304;36302120550;36306060280; ;36306120425;36308080310;36308120175;36310100508;36310120105;36312120509
1011LM;36398980363;36398020214;36398060436;36398080234;36398120790;36302020348;36302060096;36302080304;36302120304;36306060446;36306080024;36306120181;36308080350;36308120175;36310100508;36310120105;36312120509
1011LN; ; ; ; ; ; ; ;36302080139;36302120550; ; ; ;36308080350;36308120175;36310100508;36310120105;36312120591
1011LP;36398980363;36398020360;36398060436;36398080234;36398120790;36302020348;36302060096; ;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LR;36398980363;36398020214;36398060292;36398080234;36398120790;36302020210;36302060096;36302080304;36302120738;36306060282;36306080203; ;36308080310;36308120175;36310100508;36310120105;36312120591
1011LS;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080139;36302120550;36306060446;36306080203;36306120181;36308080350;36308120175;36310100508;36310120105;36312120509
1011LT;36398980173;36398020360;36398060436;36398080234;36398120790;36302020210;36302060096; ;36302120550;36306060446;36306080024;36306120427;36308080310; ;36310100508;36310120105;36312120509
1011LV;36398980173;36398020099;36398060436;36398080234;36398120790; ; ;36302080139;36302120738;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LW;36398980173;36398020214;36398060436;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LX;36398980363; ; ;36398080234;36398120790;36302020348; ;36302080052;36302120550; ;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011LZ;36398980363;36398020214;36398060436;36398080234;36398120790;36302020348;36302060197;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011MA;36398980363;36398020099;36398060292;36398080372;36398120559; ;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011MB;36398980363;36398020099;36398060292;36398080234;36398120790;36302020210;36302060211;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011MC; ; ;36398060436;36398080234;36398120790;36302020210;36302060096; ;36302120550;36306060302;36306080024;36306120425;36308080310;36308120175;36310100508;36310120105;36312120509
1011ME; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011MG;36398980363;36398020214; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MH; ; ; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MJ; ; ; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MK;36398980363;36398020099; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011ML; ; ; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MN; ; ; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MP; ; ; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MR; ; ; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011MT; ; ; ; ; ;36302020348; ; ; ; ; ; ; ; ; ; ; 
1011MV; ; ; ; ; ;36302020348;36302060190;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011MX; ; ; ; ; ;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011MZ; ; ; ; ; ;36302020348; ;36302080304;36302120304; ; ; ;36308080310;36308120175;36310100508;36310120105;36312120509
1011NA;36398980363;36398020360;36398060436;36398080234;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120372;36310100508;36310120105;36312120509
1011NB;36398980173;36398020360;36398060436;36398080234;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011NC; ; ; ;36398080234;36398120790;36302020348; ;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011ND;36398980363; ;36398060149; ; ; ;36302060096;36302080062; ;36306060279;36306080024;36306120181; ; ; ;36310120105; 
1011NE;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096;36302080304;36302120550;36306060302;36306080024;36306120461;36308080310;36308120175;36310100508;36310120105;36312120509
1011NG; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011NH; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011NJ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011NK;36398980183;36398020207;36398060436;36398080234;36398120790;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080186;36308120371;36310100508;36310120105;36312120509
1011NL; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011NM; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011NN;36398980183;36398020354;36398060292; ;36398120790;36302020210;36302060096; ; ;36306060302; ; ; ;36308120371; ; ;36312120304
1011NP;36398980363;36398020099; ; ; ;36302020210;36302060096;36302080062; ;36306060302;36306080024; ;36308080186; ;36310100508;36310120105;36312120509
1011NR; ;36398020099;36398060436; ; ; ; ; ; ;36306060302; ; ; ; ; ; ; 
1011NS;36398980363;36398020099;36398060292;36398080372;36398120790;36302020210;36302060188;36302080262;36302120550;36306060446;36306080024;36306120181;36308080186;36308120175;36310100508;36310120105;36312120509
1011NV;36398980363;36398020099; ; ; ;36302020210; ; ; ; ; ; ; ; ; ; ; 
1011NX;36398980363;36398020099; ; ; ;36302020210; ; ; ; ; ; ; ; ; ; ; 
1011NZ;36398980183;36398020354;36398060436;36398080234;36398120790;36302020210;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011PA;36398980183;36398020354;36398060436;36398080234; ;36302020210;36302060096;36302080062; ;36306060302;36306080024; ;36308080186; ; ; ; 
1011PB;36398980183;36398020099;36398060292;36398080372;36398120790;36302020210;36302060096;36302080062;36302120550;36306060302;36306080024;36306120181;36308080186;36308120175;36310100508;36310120105;36312120304
1011PC;36398980363; ;36398060292; ; ; ; ; ; ;36306060302; ; ; ; ; ; ; 
1011PD;36398980363;36398020099;36398060292;36398080372; ;36302020210;36302060188;36302080262; ;36306060446;36306080024; ;36308080310; ;36310100508; ; 
1011PE;36398980363;36398020099; ;36398080372; ;36302020210;36302060096;36302080262; ; ; ; ;36308080310; ;36310100508; ; 
1011PG;36398980363;36398020099;36398060292;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011PL;36398980363;36398020099;36398060292;36398080372;36398120790;36302020186;36302060183;36302080263;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011PM;36398980363;36398020099;36398060292;36398080372;36398120790;36302020186;36302060183; ; ;36306060275;36306080024; ;36308080310;36308120175;36310100508;36310120105;36312120509
1011PN; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011PP; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011PR; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011PS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011PT;36398980363; ; ;36398080372;36398120790; ; ;36302080062;36302120550; ; ; ;36308080310;36308120175;36310100508;36310120105;36312120509
1011PV; ;36398020099;36398060292;36398080119;36398120494;36302020348;36302060183;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011PW;36398980363;36398020099;36398060292;36398080372;36398120494;36302020186;36302060183;36302080263;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100351; ;36312120509
1011PX; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011PZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011RA;36398980363;36398020099;36398060147;36398080119;36398120245;36302020187;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011RB;36398980483;36398020099;36398060292;36398080372;36398120559;36302020348;36302060190;36302080263;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011RC;36398980483;36398020214;36398060292;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080345;36308120175;36310100606;36310120105;36312120581
1011RD; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1011RE;36398980363;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080263;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011RG;36398980483;36398020099;36398060292;36398080372;36398120790;36302020348;36302060096;36302080062;36302120550;36306060446;36306080024;36306120181;36308080345;36308120175;36310100508;36310120105;36312120581
1011RH;36398980363;36398020099;36398060147;36398080372;36398120245;36302020186;36302060096;36302080263;36302120550;36306060275; ;36306120181;36308080310;36308120175;36310100351;36310120105;36312120299
1011RJ;36398980456;36398020099;36398060147;36398080372;36398120494;36302020348;36302060096;36302080263;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011RK;36398980456;36398020099;36398060292;36398080372;36398120494;36302020348;36302060096;36302080263;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105; 
1011RL;36398980363;36398020099;36398060292;36398080372;36398120494;36302020186;36302060183;36302080263;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100351;36310120105;36312120509
1011RM;36398980456;36398020099;36398060147;36398080119;36398120245;36302020186;36302060183;36302080062;36302120550;36306060446;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011RN;36398980363;36398020099;36398060147;36398080119;36398120245;36302020186;36302060096;36302080263;36302120304;36306060275;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120509
1011RP;36398980483;36398020099;36398060147;36398080119;36398120245;36302020348;36302060096;36302080062;36302120304; ;36306080024;36306120181;36308080310;36308120175;36310100508;36310120105;36312120581
1011RR;36398980483;36398020099;36398060292;36398080372;36398120559;36302020348;36302060096;36302080062;36302120304; ;36306080024;36306120181;36308080345;36308120175;36310100606;36310120105;36312120581
1011RS;36398980483;36398020214;36398060419;36398080234;36398120790;36302020348;36302060096;36302080062;36302120304; ;36306080024;36306120181;36308080345;36308120175;36310100606;36310120105;36312120581
1011RT;36398980483;36398020214;36398060147;36398080372;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080345;36308120175;36310100606;36310120105;36312120581
1011RV;36398980483;36398020099;36398060292; ;36398120790;36302020348;36302060096; ;36302120550; ; ;36306120181; ; ;36310100606;36310120105;36312120581
1011RW;36398980483;36398020099;36398060147; ;36398120559;36302020348;36302060190;36302080263;36302120550; ;36306080024;36306120181;36308080345;36308120175;36310100606;36310120105;36312120581
1011RX;36398980363;36398020214;36398060419;36398080234;36398120790;36302020348;36302060190;36302080263;36302120550; ;36306080024;36306120181;36308080345;36308120175;36310100606;36310120105;36312120581
1011RZ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36310100508;36310120105;36312120581
1011SB;36398980363;36398020214;36398060419;36398080234;36398120790;36302020348;36302060096;36302080062;36302120304;36306060446;36306080024;36306120181;36308080310;36308120175;36310100606;36310120105;36312120581
1011SC;36398980462;36398020214;36398060292;36398080234;36398120790; ;36302060096;36302080263;36302120304;36306060491;36306080024;36306120181;36308080346;36308120175;36310100606;36310120105;36312120581
1011SE;36398980462;36398020099;36398060292;36398080372;36398120790;36302020348;36302060096;36302080263;36302120550;36306060446;36306080024;36306120181;36308080346;36308120175;36310100606;36310120105;36312120581
1011SG;36398980462;36398020214;36398060292;36398080372;36398120510;36302020348;36302060096;36302080062;36302120304;36306060491;36306080024;36306120181;36308080346;36308120175;36310100606;36310120105;36312120581
1011SK;36398980363;36398020214;36398060419;36398080234;36398120790;36302020348;36302060096;36302080304;36302120550;36306060446;36306080024;36306120181;36308080346;36308120175;36310100606;36310120105;36312120581
