FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_lijnmaatregelen.117,YS946a,Y72,,Ossenwaard,ontsteende oever ,Oud,IJssel,Gereed,Ja,Oud,1993,NVO,0.9,Inschatting,,"LINESTRING (206316.32970000058 474655.7017999999, 206610.20549999923 474488.71550000086, 206841.18070000038 474314.1656000018, 207055.4935999997 474081.3317999989)"
rws_on_lijnmaatregelen.118,YS959a,Y203,Y3032,Welsumerwaard,verlengen en 2-zijdig aantakken van NURG strang,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NTWE,2.2,MIRT 4,,"LINESTRING (203580.7003000006 484851.2921999991, 203537.4012000002 484839.09219999984, 203508.61180000007 484818.748399999, 203476.49870000035 484812.05750000104, 203449.2947999984 484790.45910000056, 203408.67060000077 484775.6715000011, 203384.78660000116 484774.0760000013, 203374.7906000018 484775.73319999874, 203370.43169999868 484785.90399999917, 203366.79919999838 484828.04019999877, 203356.9338000007 484846.0931000002, 203336.28680000082 484864.36459999904, 203316.16679999977 484886.21730000153, 203301.41539999843 484910.133200001, 203291.6596999988 484941.20050000027, 203267.27059999853 484969.7050999999, 203257.63949999958 484985.3568999991, 203249.8348999992 485004.5764000006, 203231.33850000054 485017.503800001, 203210.91530000046 485028.2193999998, 203190.60319999978 485056.36190000176, 203172.82730000094 485068.50730000064, 203151.41959999874 485069.28020000085, 203130.27809999883 485091.36239999905, 203105.23919999972 485118.2030999996, 203073.0207999982 485159.7281999998, 203032.91899999976 485200.8823999986, 202976.6948999986 485217.4189000018, 202900.62700000033 485220.72619999945, 202834.48110000044 485257.10649999976, 202754.05270000175 485303.4092999995, 202740.97590000182 485365.16059999913, 202695.57449999824 485432.3933000006, 202625.46460000053 485523.5346999988, 202602.94350000098 485567.8504000008, 202567.84200000018 485635.94029999897, 202542.64510000125 485695.7120000012, 202528.1154000014 485724.77149999887, 202468.39119999856 485766.7078000009, 202430.76619999856 485813.4028000012, 202406.0656999983 485849.000599999, 202357.3911000006 485910.7520000003, 202290.55429999903 486003.01579999924, 202231.7089000009 486122.88610000163, 202217.17920000106 486161.38980000094, 202205.55539999902 486205.7054999992)"
rws_on_lijnmaatregelen.119,YS959f,Y86,,IJsseluiterwaarden Olst; Oenerwaard/Hoge Waard,Ontsteende oever,1,IJssel,Gereed,Ja,NURG-SBB,2011,NVO,1.6,MIRT 3,,"MULTILINESTRING ((203167.77120000124 485592.49870000035, 203038.78660000116 485853.77529999986, 202903.18730000034 486015.8328999989, 202734.51509999856 486095.20809999853, 202347.70309999958 486158.40619999915), (202172.27439999953 486204.3489000015, 202053.21169999987 486306.87519999966, 201963.91459999979 486485.46930000186))"
rws_on_lijnmaatregelen.120,YS959h,Y83,,IJsseluiterwaarden Olst; oostoever,Strang,1,IJssel,Gereed,Ja,NURG-SBB,2012,STEA,0.2,MIRT 3,,"LINESTRING (202927.68299999833 486151.9455000013, 202950.98189999908 486207.72839999944, 203007.20600000024 486213.681499999, 203056.99760000035 486181.004900001, 203111.71660000086 486129.01469999924, 203142.1438000016 486082.05110000074)"
rws_on_lijnmaatregelen.121,YS962d,Y205,,Duursche Waarden,Strang,Oud,IJssel,Gereed,Ja,Oud,1990,STEA,1.9,Inschatting,,"LINESTRING (205033.15780000016 488197.78649999946, 205086.07459999993 488102.5362999998, 204578.07349999994 487798.2648999989, 204400.8022999987 487647.4521000013, 204382.2815000005 487385.51399999857, 204191.7811000012 487274.3887999989, 203689.46440000087 487273.2457000017)"
rws_on_lijnmaatregelen.122,NL870a,NL147,x2342b,Doornenburg; Roswaard,Optimalisering oever door kerven in stenen gestrekte oever met daarachter een kleine baai/kom; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,0.7,Inschatting,,"LINESTRING (198811.66059999913 433944.79769999906, 198749.7479000017 434136.8856000006, 198636.3575000018 434346.8024000004, 198540.0566000007 434485.875599999, 198500.6686999984 434538.8454999998)"
rws_on_lijnmaatregelen.123,NL871a,,x2342b,Pannerdensch kanaal,"Optimalisering oever middels ontstening; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden
Onduidelijk of deze locatie door gaat",2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,0.2,Inschatting,,"LINESTRING (198375.0971999988 434860.78709999844, 198520.3537000008 434716.3242999986)"
rws_on_lijnmaatregelen.124,NL871b,,x2342b,Pannerdensch kanaal,"Optimalisering oevers en kribvakken; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden
Onduidelijk of deze door kan gaan",2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,0.5,Inschatting,,"LINESTRING (197741.68340000138 435269.56909999996, 198187.77180000022 435033.8249000013)"
rws_on_lijnmaatregelen.125,NL873b,,x2348c,uitvliet Kandia,Optimalisatie beekmonding,2,Nederrijn en Lek,Gereed,Ja,RWS & WRIJ,2021,NVO,0.4,MIRT 2,,"MULTILINESTRING ((196448.38479999825 436236.5368000008, 196456.5113000013 436235.9116999991, 196459.61089999974 436235.7707000002, 196518.25869999826 436230.20749999955, 196537.15129999816 436227.7851999998, 196542.7773000002 436226.53500000015), (196447.7597000003 436247.16380000114, 196517.14759999886 436244.66330000013), (196952.8535999991 436255.9153999984, 196879.14710000157 436221.66750000045, 196804.89279999956 436181.2003000006, 196732.81269999966 436160.8977999985, 196717.8099000007 436157.1471000016, 196709.05829999968 436156.5218999982), (196940.35130000114 436274.0438000001, 196896.17430000007 436254.622299999, 196817.46059999987 436208.98160000145, 196754.06659999862 436188.4028999992, 196732.81269999966 436183.40190000087))"
rws_on_lijnmaatregelen.126,NL881a,NL118,,Bakenhof,Nevengeul,Oud,Nederrijn en Lek,Gereed,Ja,RWS,2001,NTWE,1.1,Inschatting,,"LINESTRING (192505.61389999837 441865.16750000045, 192428.6063000001 441882.6031999998, 192392.28200000152 441985.7642999999, 192316.56340000033 442109.60539999977, 192249.89070000127 442216.7870000005, 192151.19849999994 442314.65790000185, 192030.49170000106 442380.97289999947, 191889.9219999984 442440.33520000055, 191760.2388000004 442488.492899999, 191707.93169999868 442549.51779999956)"
rws_on_lijnmaatregelen.127,NL883b,NL120,"y3040, y3041, y3042",Meinerswijk,"Aanleg eenzijdige strang, verdieping groene rivier en verwijderen puin en vegetatie uit kribvlakken, Plas van Bruil en groene rivier",1,Nederrijn en Lek,Gereed,Ja,RvdR,2015,NVO,0.2,MIRT 3,,"LINESTRING (190764.6862999983 443153.40249999985, 190853.9833999984 443108.0925000012, 190857.62139999866 443099.1627999991, 190944.60330000147 443057.16010000184)"
rws_on_lijnmaatregelen.128,NL887b,,x2342b,Meinderswijk,Optimalisering oever door kerven in stenen gestrekte oever met daarachter een kleine baai/kom; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,0.2,Inschatting,,"LINESTRING (187935.42969999835 442598.4723000005, 187828.09380000085 442525.6875, 187767.1543999985 442486.8178999983)"
rws_on_lijnmaatregelen.129,NL887c,,x2342b,Rosandepolder,Optimalisering oever door bv inhammen in de gestrekte oever ,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,0.8,Inschatting op basis van Schetsontwerp 2021,,"LINESTRING (186838.35280000046 442673.3574000001, 187084.01889999956 442547.15089999884, 187236.98849999905 442515.7336000018, 187310.63560000062 442510.6997999996, 187422.52549999952 442509.7276000008, 187463.46119999886 442511.0544000007, 187551.42990000173 442529.77120000124, 187630.97610000148 442553.63500000164, 187751.3498999998 442616.1730000004)"
rws_on_lijnmaatregelen.130,NL888a,,x2342b,Driel,Optimalisering oevers middels ontstening; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,0.4,Inschatting,,"LINESTRING (186205.65790000185 442765.6741999984, 186477.32820000127 442671.0931000002, 186477.32820000127 442641.98889999837, 186580.51590000093 442599.6554999985)"
rws_on_lijnmaatregelen.131,NL889a,,x2342b,Oosterbeekse waard,Optimalisering oever door inhammen,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,1,Inschatting obv Schetsontwerp 2021,,"LINESTRING (185362.31980000064 442895.2309000008, 185583.77650000155 442942.06219999865, 185856.03330000117 442950.79349999875, 186090.2221999988 442923.4285000004, 186216.3445999995 442902.1453000009)"
rws_on_lijnmaatregelen.132,NL909a,,x2342b,Rhenen noord,Optimalisering oever door kerven in stenen gestrekte oever met daarachter een kleine baai/kom; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,RWS,,NVO,0.5,Inschatting,,"LINESTRING (167710.1741000004 440632.0934999995, 167758.46070000157 440610.2653999999, 167938.879900001 440573.8029000014, 168240.4365000017 440508.7071999982)"
rws_on_lijnmaatregelen.133,NL909b,,x2342b,Rhenen zuid,Optimalisering oevers (nog onduidelijk hoe precies); van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,RWS,,NVO,0.5,Inschatting,,"LINESTRING (167728.18070000038 440446.5197999999, 167840.96130000055 440431.7633999996, 168006.44310000166 440407.5208999999, 168174.03299999982 440367.4679000005, 168287.8676000014 440332.68510000035)"
rws_on_lijnmaatregelen.134,NL925a,,x2342b,Gravenbol Noord; Lunenburgerwaard Oude arm,Optimalisering oevers middels ontstening; conform Definitief Ontwerp,2,Nederrijn en Lek,Realisatie,Nee,RWS,,NVO,1,Inschatting,,"LINESTRING (153572.90459999815 442707.52650000155, 153629.9514000006 442723.8176999986, 154013.79989999905 442819.2703000009, 154148.374499999 442845.6392999999)"
rws_on_lijnmaatregelen.136,NL930a,,x2342b,Bosscherwaarden,Optimalisering oever middels ontstening; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,RWS,,NVO,0.4,Inschatting,,"LINESTRING (150596.5828000009 440842.36140000075, 150659.8403000012 440868.121199999, 150726.7800000012 440871.560800001, 150783.80559999868 440889.2135999985, 150873.15630000085 440896.5, 150970.7263999991 440940.0879999995)"
rws_on_lijnmaatregelen.137,NL931a,,x2342b,Bosscherwaarden,Optimalisering oever door kerven in stenen gestrekte oever met daarachter een kleine baai/kom; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,RWS,,NVO,0.3,Inschatting,,"LINESTRING (149840.45580000058 441029.5982999988, 149939.75420000032 440927.98490000144, 150073.50129999965 440855.75349999964)"
rws_on_lijnmaatregelen.138,NL944a,,x2342b,Everdingerwaard,Optimalisering oever door kerven in stenen gestrekte oever met daarachter een kleine baai/kom; van deze 10 km zal in de 2e tranche 7 km gerealiseerd worden,2,Nederrijn en Lek,Planstudie,Nee,RWS,,NVO,0.5,Inschatting,,"LINESTRING (138702.04569999874 442983.069600001, 138859.12629999965 442824.40300000086, 138917.94619999826 442772.7254999988, 139072.58729999885 442686.99060000107)"
rws_on_lijnmaatregelen.139,OM954a,,x2341a,Polder De Eendragt (Middelwaard),Optimalisering oever door kerven in stenen gestrekte oever met daarachter een kleine baai/kom; van deze 5 km zal in de 2e tranche 3 km gerealiseerd worden,2,Oude Maas,Planstudie,Nee,RWS,,NVO,2.1,Inschatting,,"LINESTRING (130795.11360000074 442410.9255999997, 130913.45279999822 442514.47239999846, 130947.5139000006 442544.27589999884, 130972.29430000111 442580.2558999993, 131031.13599999994 442665.69110000134, 131059.65830000117 442707.1041000001, 131094.0549999997 442792.50279999897, 131174.40309999883 443007.53929999843, 131248.04199999943 443259.55519999936, 131388.874499999 443499.00389999896, 131432.192400001 443558.0058000013, 131560.15129999816 443653.06810000166, 131837.81960000098 443872.1895000003, 131930.1000000015 443915.30319999903, 131972.43340000138 444021.1367000006, 132005.24179999903 444059.76590000093)"
rws_on_lijnmaatregelen.140,OM956a,,x2341a,Uitweg buitenkaads,Optimalisering oevers middels ontstening; van deze 5 km zal in de 2e tranche 3 km gerealiseerd worden,2,Oude Maas,Planstudie,Nee,RWS,,NVO,1.1,Inschatting,,"LINESTRING (129732.50560000166 442597.03720000014, 129823.5225000009 442554.70380000025, 129867.97260000184 442503.90370000154, 129961.46880000085 442488.40630000085, 130028.83949999884 442457.33689999953, 130115.62310000136 442467.9202999994, 130392.90689999983 442457.33689999953, 130411.95699999854 442425.58689999953, 130524.14050000161 442453.1035999991, 130519.90720000118 442476.38699999824, 130577.59120000154 442527.29410000145, 130650.61630000174 442555.8691000007, 130701.53400000185 442630.6031000018)"
rws_on_lijnmaatregelen.141,OM960a,,x2341a,Achthovense uiterwaard,Optimalisering oevers door ontstening; van deze 5 km zal in de 2e tranche 3 km gerealiseerd worden,2,Oude Maas,Planstudie,Nee,RWS,,NVO,0.4,Inschatting,,"LINESTRING (127159.46950000152 442107.3145000003, 127208.55860000104 442228.36389999837, 127246.49109999835 442267.96990000084, 127325.91600000113 442429.9008000009)"
rws_on_lijnmaatregelen.142,OM965b,,x2341a,,Optimalisering oever door kerven in stenen gestrekte oever met daarachter een kleine baai/kom; van deze 5 km zal in de 2e tranche 3 km gerealiseerd worden,2,Oude Maas,Planstudie,Nee,RWS,,NVO,0.5,Inschatting,,"LINESTRING (123393.48420000076 440612.34219999984, 123257.71709999815 440282.11199999973, 123243.46409999952 440259.1488999985, 123222.48050000146 440273.006000001, 123186.84809999913 440230.2470000014, 123170.61549999937 440215.59809999913)"
rws_on_lijnmaatregelen.143,OM967a,,x2341a,Willige Langerak,Optimalisering oevers en kribvakken; waarschijnlijk in combi met hout/riet; ook een N2000 maatregel,2,Oude Maas,Planstudie,Nee,RWS,,NVO,1,Inschatting,,"LINESTRING (121549.40029999986 439389.02910000086, 121967.76300000027 439458.2789000012, 122203.34479999915 439505.7096000016, 122494.0113000013 439576.92770000175)"
rws_on_lijnmaatregelen.144,NL888b,NL148b,x2348-c,"Rosandepolder, Oosterbeekse beken",optimalisatie beekmonding,2,Nederrijn en Lek,Planstudie,Nee,KRW2,,NVO,0.5,Inschatting obv Schetsontwerp 2021,,"LINESTRING (185171.7520999983 443041.74819999933, 185343.2023999989 443143.3484000005, 185905.17859999835 443324.3238000013, 186156.00409999862 443302.0987999998, 186457.62970000133 443149.69849999994, 187225.9811999984 443308.4488000013, 187756.2072999999 443378.29890000075, 187864.1574999988 443537.0491999984, 187559.35689999908 443467.1990999989, 187175.1810999997 443473.5491000004, 186698.9301000014 443429.09899999946, 186308.4043999985 443222.72360000014)"
rws_on_lijnmaatregelen.145,NL896b,NL148c,x2348-b ,Heelsumse beek en leigraaf,Herstel verbinding met zijwateren en optimalisering monding,1,Nederrijn en Lek,Gereed,Ja,WS,2015,NVO,0.7,MIRT 3,,"LINESTRING (178649.18409999833 442296.38870000094, 178624.80460000038 442357.6501000002, 178641.057599999 442393.28170000017, 178685.44079999998 442398.90769999847, 178726.94029999897 442426.27650000155, 178749.20270000026 442453.91800000146, 178796.7115000002 442466.4202999994, 178843.35720000044 442489.7767000012, 178886.72830000147 442500.8016999997, 178930.48640000075 442516.4296000004, 178937.98779999837 442536.4332999997, 178916.7338999994 442552.6862999983, 178910.48270000145 442573.94029999897, 178927.98600000143 442592.6937999986, 178991.52419999987 442610.4268999994, 179036.75620000064 442612.69750000164, 179071.76269999892 442630.2006999999, 179095.5170999989 442661.4565999992, 179144.2762000002 442691.4620999992, 179211.78869999945 442682.7104999982, 179243.04459999874 442703.96449999884, 179260.54780000076 442718.96730000153, 179293.0538999997 442701.46400000155, 179324.30970000103 442732.71979999915, 179363.06689999998 442763.97560000047, 179400.0417000018 442805.16059999913, 179459.33480000123 442818.98589999974, 179540.5998999998 442842.7402999997, 179623.1152999997 442823.9868000001, 179643.4587999992 442794.57730000094, 179693.12829999998 442812.7347000018, 179753.13940000162 442797.7318999991, 179798.14779999852 442782.7291000001)"
rws_on_lijnmaatregelen.146,NL902b,,x2348-c,Uitvliet Kuijkgemaal,optimalisatie beekmonding,2,Nederrijn en Lek,Planstudie,Nee,Overig,,NVO,0.4,Inschatting,,"MULTILINESTRING ((174225.05220000073 440427.5769999996, 174327.96389999986 440421.82759999856, 174337.3088000007 440405.8957999982), (174337.53979999945 440470.2371000014, 174338.558699999 440433.9270000011, 174474.56679999828 440349.47679999843, 174499.2938000001 440324.20479999855, 174599.09470000118 440178.0229000002))"
rws_on_lijnmaatregelen.147,VZ008c,VZ201,x2301-a,Genne/Overwater,nevengeul Zwarte water; Deelgebied 8C,2,Vecht - Zwarte water,Planstudie,Nee,RWS & Prov. Overijssel,,NTWE,0.9,MIRT 2,,"LINESTRING (203518.29769999906 509264.9477000013, 203367.48490000144 509526.8856999986, 203356.90150000155 509608.90670000017, 203341.02650000155 509717.38610000163, 203341.02650000155 509809.9904000014, 203362.19319999963 509886.71979999915, 203346.31819999963 509921.11569999903, 203378.06819999963 510016.3658999987, 203415.1099999994 510082.5117999986, 203499.77679999918 510114.2619000003)"
rws_on_lijnmaatregelen.148,YS979b,Y96,,Engelse werk,Ontsteende oever,Oud,IJssel,Gereed,Ja,Oud,1989,NVO,0.7,Inschatting,,"LINESTRING (200910.9048999995 500566.8016999997, 200791.84209999815 500836.6772999987, 200754.80040000007 500979.55249999836, 200728.34200000018 501053.63599999994, 200635.7375999987 501215.0322000012)"
rws_on_lijnmaatregelen.149,YS981a,Y97,,Vreugderijkerwaard,aanleg nevengeul,Oud,IJssel,Gereed,Ja,Oud,2002,NTWE,2,Inschatting,,"LINESTRING (198570.1752000004 502690.3883000016, 198507.4688999988 502824.53229999915, 198429.10819999874 503082.9941999987, 198405.29569999874 503278.7862999998, 198328.56639999896 503493.0991999991, 198156.58689999953 503643.9120000005, 198000.26159999892 503732.5841999985, 197981.9615000002 504024.9127999991, 197951.04899999872 504200.10379999876, 197878.02389999852 504344.5665999986)"
rws_on_lijnmaatregelen.150,YS991c,Y102,,Scherenwelle,Vooroever ,Oud,IJssel,Gereed,Ja,Oud,1992,NVO,0.7,Inschatting,,"LINESTRING (193767.61400000006 505069.57559999824, 193713.28130000085 505249.7313000001, 193593.43290000036 505429.7496000007, 193495.00769999996 505528.1748000011, 193410.16220000014 505588.5956000015)"
rws_on_lijnmaatregelen.151,TK044a,,,Locatie: Twentekanalen,vermindering emissie waterbodem,2,Twentekanalen,Verkenning,Nee,RWS,,WSAN,1,MIRT 2,,"LINESTRING (250453.9107999988 474277.13280000165, 250497.3284999989 474268.4957000017)"
rws_on_lijnmaatregelen.152,VZ011c,,,Molenwaardse streng,Waterbodemsanering: Knelpunt Molenwaardse streng,1,Vecht - Zwarte water,Gereed,Ja,RWS,2014,WSAN,1,Inschatting,,"LINESTRING (202669.7762000002 512772.5139000006, 202666.37359999865 512768.6981000006, 202664.98559999838 512766.8438999988, 202662.27919999883 512762.4681000002)"
rws_on_lijnmaatregelen.153,YS1002a,,Y3054,Locatie: Keteldiep,Waterbodemsanering Knelpunt Beneden IJssel (170.000 m3),2,IJssel,Gereed,Ja,RWS,2016,WSAN,1,Inschatting,,"LINESTRING (184970.83810000122 510702.22480000183, 184937.04780000076 510700.39829999954, 184903.38149999827 510698.87310000136)"
rws_on_lijnmaatregelen.154,YS991a,Y103,Y3043,"Onderdijkse waard (Reevediep, IJsseldelta Zuid)",recreatiegeul (strang),2,IJssel,Realisatie,Nee,RWS-RvdR,,STEA,0.5,MIRT 3,,"MULTILINESTRING ((192712.31870000064 505615.75829999894, 192805.628800001 505441.57930000126, 193043.75429999828 505269.59970000014, 193176.04630000144 505176.99540000036, 193109.90029999986 505031.4743000008), (192706.60069999844 505626.43180000037, 192704.83029999956 505626.78290000185, 192653.49309999868 505745.85069999844), (192706.40989999846 505626.7879999988, 192706.60069999844 505626.43180000037))"
rws_on_lijnmaatregelen.155,BW892a,BW15,MAT009-b,Ewijkse waard,strangen 1e fase,1,"Boven-Rijn, Waal",Gereed,Ja,RWS,2015,STEA,2.6,MIRT 3,,"MULTILINESTRING ((179582.43930000067 432478.7831999995, 179756.4989 432401.9180999994, 179889.84919999912 432361.7012999989, 179972.39939999953 432313.01790000126, 180020.40260000154 432301.43090000004, 180156.5496999994 432268.5678000003, 180194.6512000002 432262.5678000003, 180305.5896999985 432266.7201000005, 180350.88100000098 432308.4554999992), (179585.70960000157 432478.70380000025, 179691.82919999957 432488.98629999906, 179829.87840000167 432559.7254999988, 180078.35440000147 432528.73750000075, 180140.64790000021 432564.1229000017, 180048.63639999926 432547.7875000015, 179834.4026999995 432571.29839999974, 179748.23299999908 432614.383200001, 179653.2050999999 432630.41699999943, 179473.44429999962 432669.35229999945), (179286.5604000017 432640.02589999884, 179504.61510000005 432509.86829999834, 179585.69370000064 432480.21189999953), (179292.60880000144 432638.50180000067, 179436.88159999996 432658.0353000015, 179473.44429999962 432669.35229999945), (179473.44429999962 432669.35229999945, 179672.25290000066 432744.0012000017), (179072.63940000162 432839.7452000007, 179080.5133999996 432756.27430000156, 179240.03119999915 432668.6185999997, 179291.10069999844 432638.51779999956))"
rws_on_lijnmaatregelen.156,BW902a,BW34,Y3012,Ochtense Buitenpolder,Ontstenen oever,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NVO,0.21,MIRT 4,,"LINESTRING (170811.5001000017 434713.6085000001, 170785.11059999838 434710.5700000003, 170780.31060000136 434729.76999999955, 170697.51060000062 434745.37000000104, 170625.51060000062 434727.37000000104, 170617.91059999913 434711.76999999955, 170591.52120000124 434710.33139999956)"
rws_on_lijnmaatregelen.157,BW914c,BW34,Y3012,Wamel,Verwijderen geotextiel/Ontstenen oever,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NVO,0.8,Inschatting,,"LINESTRING (159156.82869999856 432739.126600001, 159025.83089999855 432641.9353, 158892.45120000094 432570.1988000013, 158863.8524999991 432533.12579999864, 158744.7809999995 432405.89919999987, 158479.80579999834 432098.63379999995)"
rws_on_lijnmaatregelen.158,BW922b,BW34,Y3012,Stiftse Waard Ophemert,Verwijderen geotextiel/Ontstenen oever,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,NVO,0.2,Inschatting,,"LINESTRING (154957.28390000015 426979.87150000036, 155091.87530000135 427155.2864000015)"
rws_on_lijnmaatregelen.159,YS914a,Y115d,Y3022-b,"Soerensche beek, Brummense waard, ","Herstel verbinding met zijwateren en optimalisering mondingen
Weer opengraven van de oude historische loop",3,IJssel,Planstudie,Nee,RWS,,NVO,3.6,MIRT 2,,"LINESTRING (208730.68310000002 455186.28020000085, 208703.54470000044 455191.193500001, 208688.7650000006 455182.55750000104, 208676.76740000024 455168.17870000005, 208669.69509999827 455140.44889999926, 208618.4822999984 455072.82919999957, 208575.7386999987 454987.7232000008, 208245.07429999858 454524.70699999854, 208146.0047999993 454440.9591999985, 208060.8114 454434.15680000186, 207969.22040000185 454459.6283, 207917.87750000134 454453.1950000003, 207860.0240000002 454418.23409999907, 207763.65159999952 454345.7765999995, 207762.77849999815 454325.58359999955, 207725.32129999995 454273.4261999987, 207616.61210000142 454154.25620000064, 207370.66160000116 454103.71709999815, 207219.38850000128 453949.64990000054, 207093.37260000035 453823.5544999987, 206930.43470000103 453798.53649999946, 206859.85029999912 453757.01139999926, 206776.56190000102 453688.9193999991, 206707.99760000035 453610.3220999986, 206666.02409999818 453562.0500999987, 206635.6312999986 453508.0987999998, 206601.9723000005 453424.67550000176, 206578.1710000001 453338.95419999957, 206565.51529999822 453309.2441999987, 206564.77710000053 453266.6673000008, 206583.30319999903 453188.5185999982, 206576.0998999998 453139.2901000008, 206551.19200000167 453101.1939999983, 206504.70190000162 453041.1664999984, 206469.2490000017 453000.9868000001, 206437.49560000002 452980.4158000015, 206317.45549999923 452874.43499999866)"
rws_on_lijnmaatregelen.160,YS977a,Y115l,Y3022,"Apeldoorns kanaal, Hoenwaard",Tijdens opknappen oeverbescherming westzijde 6e pand Apeldoorns kanaal zijn plaatselijk wat stukje natuurvriendelijker gemaakt.,1,IJssel,Gereed,Ja,Overig,2018,NVO,0,Slechts lichte verbeteringen; geldt niet als echte KRW-verbetermaatregel,,"LINESTRING (201456.22340000048 499520.17170000076, 201439.0465000011 499325.496199999, 201411.63039999828 499131.82079999894, 201434.30000000075 498975.08669999987, 201568.03680000082 498764.2399000004, 201607.6235000007 498716.1966000013, 201769.26309999824 498533.3321999982, 202026.4384999983 498445.876600001, 202223.7333999984 498269.37790000066, 202249.41930000111 498167.63489999995, 202250.86400000006 497991.4219999984, 202290.83720000088 497890.82189999893, 202280.01049999893 497772.1719999984)"
rws_on_lijnmaatregelen.161,NL907a,NL130,,Blauwe kamer,Aangetakte strang,Oud,Nederrijn en Lek,Gereed,Ja,NURG-SBB,1992,STEA,1.5,Inschatting,,"MULTILINESTRING ((170069.4321999997 439746.2782999985, 169847.84329999983 439815.73160000145, 169712.24399999902 439924.8724000007, 169566.12070000172 440030.8803000003), (170268.22129999846 439939.70529999956, 170029.02679999918 440068.77899999917, 169566.12070000172 440030.8803000003), (169566.12070000172 440030.8803000003, 169449.7173999995 440087.72839999944, 169336.02109999955 440233.9092999995, 169121.39330000058 440271.2910999991, 169058.91550000012 440227.7019000016))"
rws_on_lijnmaatregelen.162,YS959d,Y203,,Welsumerwaard,Vermindering: strang wordt nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2016,STEA,-1.5,MIRT 3,,"LINESTRING (203053.4732999988 485174.42760000005, 203027.31980000064 485195.4957000017, 202980.32730000094 485220.3247999996, 202904.25939999893 485223.632100001, 202838.11349999905 485260.0124000013, 202767.85590000078 485294.69139999896, 202740.249499999 485355.7162999995, 202685.03649999946 485429.8178999983, 202621.10570000112 485534.43200000003, 202571.47439999878 485638.8462000005, 202531.0214000009 485723.318500001, 202500.50890000165 485746.56599999964, 202472.0236000009 485761.6097000018, 202445.34369999915 485801.62959999964, 202411.8775999993 485835.19739999995, 202382.81810000166 485874.42760000005, 202288.3748999983 485999.38329999894, 202252.05050000176 486072.0320000015, 202217.17920000106 486144.6805999987, 202207.00840000063 486197.7140999995, 202204.82889999822 486204.25250000134)"
rws_on_lijnmaatregelen.163,BW908a,BW20,,Beneden Leeuwen/Kaliwaal,Nevengeul,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1997,NTWE,2.9,Inschatting,,"LINESTRING (165282.65680000186 434005.78069999814, 165645.1367000006 433606.2589999996, 165483.74060000107 433534.82140000165, 165298.53180000186 433487.19629999995, 165171.53159999847 433511.00879999995, 165041.88549999893 433479.25879999995, 164925.4686000012 433431.63369999826, 164819.6350999996 433384.0086000003, 164692.63479999825 433291.4041999988, 164557.69700000063 433270.23750000075, 164311.6339999996 433196.15410000086, 164099.9668999985 433169.695700001, 163835.38309999928 433243.77910000086, 163525.8200000003 433243.77910000086, 163372.41550000012 433324.73409999907)"
rws_on_lijnmaatregelen.164,BW916a,BW24,,Passewaaij,Wetland,Oud,"Boven-Rijn, Waal",Gereed,Ja,Oud,1996,STEA,2,Inschatting,,"LINESTRING (157685.05000000075 431916.29879999906, 157601.33350000158 431849.01729999855, 157582.2248999998 431788.6766999997, 157571.31419999897 431748.67080000043, 157519.40569999814 431690.8110000007, 157453.28020000085 431648.82129999995, 157419.01080000028 431629.756000001, 157371.07559999824 431600.11190000176, 157318.4688999988 431567.57880000025, 157233.26520000026 431469.93670000136, 157182.46510000154 431395.3240999989, 157117.3852000013 431246.1094000004, 157115.98539999872 431079.71559999883, 157139.87480000034 430947.12959999964, 157242.33999999985 430845.3969999999)"
