FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_lijnmaatregelen.94,YS922b,,X2311-c,Cortenoever,Ontstening oevers; van deze 28 km zal in de 2e tranche 10 km gerealiseerd worden,2,IJssel,Planstudie,Nee,RWS,,NVO,2.5,MIRT 2,,"LINESTRING (211893.7206000015 457444.4582000002, 211863.55810000002 457587.59809999913, 211794.5084999986 457860.3467999995, 211725.18070000038 458064.64279999956, 211577.04940000176 458349.92080000043, 211466.41919999942 458474.3187999986, 211268.5053000003 458586.20380000025, 211254.21779999882 458578.26630000025, 210942.27230000123 458667.9054999985, 210736.08150000125 458694.15410000086, 210398.02809999883 458673.97940000147, 210207.26309999824 458688.7961000018)"
rws_on_lijnmaatregelen.32,YS948a,Y180,x2308-b,Stobbenweerd,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NVO,1.03,MIRT 4,,"MULTILINESTRING ((205080.19090000167 476370.56529999897, 205089.7873999998 476372.43459999934, 205099.05440000072 476364.2113999985, 205107.4285000004 476354.753800001, 205137.3728 476319.93989999965, 205137.433699999 476304.5892000012, 205149.96559999883 476300.1317999996, 205170.2776999995 476276.8946999982, 205191.20100000128 476245.1088999994, 205191.40879999846 476230.7703000009, 205203.72250000015 476225.6303000003, 205222.8440000005 476191.9316000007, 205237.16319999844 476158.5582999997, 205235.0650999993 476141.0764000006, 205244.70389999822 476135.1425999999, 205275.19590000063 476075.35720000044, 205267.00439999998 476062.0421000011, 205277.1763000004 476056.63259999827, 205291.5749000013 475987.4690999985, 205289.04019999877 475973.59479999915, 205297.0240000002 475970.36769999936, 205314.0538999997 475899.35869999975, 205305.70899999887 475888.6634000018, 205313.80000000075 475881.2531999983, 205320.26110000163 475818.5428000018, 205309.6777999997 475805.3194999993, 205318.45529999956 475799.49280000106, 205320.91200000048 475733.3931999989, 205309.11939999834 475730.60069999844, 205308.49430000037 475729.97560000047, 205308.18169999868 475729.0379000008), (204684.60500000045 476778.7298000008, 204691.7677000016 476764.46269999817, 204702.21539999917 476753.9990000017, 204743.1442000009 476719.4615000002, 204747.70160000026 476712.5775000006, 204752.66919999942 476708.34899999946, 204808.70309999958 476669.71649999917, 204814.2573999986 476651.1367999986, 204827.93180000037 476650.23589999974, 204879.14660000056 476614.40790000185, 204884.22690000013 476595.10229999945, 204899.02809999883 476587.9978, 204923.34659999982 476563.7368000001, 204933.80829999968 476548.8698000014, 204937.21350000054 476530.811999999))"
rws_on_lijnmaatregelen.33,YS942c,Y177,x2308-b,Bolwerksweiden,KRW Oever,2,IJssel,Gereed,Ja,KRW1-WVV,2017,NVO,0.55,MIRT 4,,"LINESTRING (207777.58049999923 472304.3920999989, 207778.37420000136 472285.73900000006, 207780.35860000178 472273.435800001, 207790.6774000004 472224.620099999, 207796.63049999997 472199.6169000007, 207816.60319999978 472129.1695000008, 207820.44310000166 472117.8605000004, 207830.3649000004 472096.82609999925, 207845.44619999826 472061.1072999984, 207852.19310000166 472048.80409999937, 207862.51190000027 472026.9759000018, 207888.04089999944 471982.32550000027, 207893.46819999814 471972.6039999984, 207899.9472000003 471962.4816999994, 207939.1088999994 471913.0725999996, 207945.8557999991 471907.11939999834, 207966.89020000026 471884.10069999844, 207996.2589999996 471855.1286999993, 208002.21220000088 471848.3817999996, 208018.8808999993 471834.09430000186, 208035.74819999933 471817.82239999995, 208037.7325000018 471815.0443000011, 208039.91539999843 471812.6629999988, 208042.69350000098 471810.67859999835, 208053.60759999976 471800.1614000015)"
rws_on_lijnmaatregelen.34,YS926a,Y176,x2308-b,Zutphen-links,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2017,NVO,1.8,MIRT 4,,"MULTILINESTRING ((209632.79619999975 459241.5934000015, 209622.87429999933 459317.3966999985, 209621.28680000082 459331.6842, 209613.746199999 459380.4998999983, 209610.57119999826 459399.55000000075, 209608.98369999975 459408.28119999915, 209606.8438999988 459478.5155000016, 209606.99929999933 459497.57829999924, 209608.58680000156 459514.24709999934, 209608.18989999965 459554.33150000125, 209606.99929999933 459575.7628000006, 209609.38049999997 459639.6598000005, 209608.98369999975 459659.50360000134, 209609.38049999997 459669.02859999985, 209611.6064000018 459727.75349999964, 209614.14310000092 459736.10060000047, 209614.7813999988 459746.8035000004, 209622.7188999988 459797.6035999991, 209620.0962000005 459808.33199999854, 209619.3024000004 459819.444600001, 209625.65249999985 459851.59149999917, 209632.79619999975 459871.8321999982, 209637.16180000082 459884.13529999927, 209640.18149999902 459899.20380000025, 209657.64400000125 459942.06639999896, 209660.97439999878 459951.6042000018, 209662.9587999992 459961.9230000004, 209665.33999999985 459968.2729999982, 209667.72129999846 459975.8136, 209700.26509999856 460040.9012000002), (209699.07449999824 460040.9012000002, 209706.21819999814 460054.39499999955, 209712.96510000154 460073.8418999985), (209712.56830000132 460075.4294000007, 209738.36520000175 460124.2452000007), (209753.84329999983 460156.3920999989, 209749.47769999877 460149.248300001), (209743.127700001 460132.5795999989, 209747.09640000015 460142.50140000135, 209750.27149999887 460149.248300001), (209743.127700001 460133.373300001, 209738.76209999993 460125.0388999991), (209755.03400000185 460157.5826999992, 209794.32470000163 460227.43290000036, 209799.08720000088 460232.98910000175, 209801.46840000153 460242.91099999845, 209835.20289999992 460305.2204999998, 209839.96539999917 460314.74549999833, 209846.31540000066 460329.0331000015, 209873.54439999908 460392.9173000008, 209876.0810999982 460403.6457000002, 209883.22480000183 460416.7426000014, 209905.29450000077 460475.4675000012, 209907.0373999998 460485.40210000053, 209910.05700000003 460499.2800000012, 209932.4373999983 460573.1116999984, 209938.7875000015 460592.1616999991, 209960.85709999874 460667.555399999, 209967.36250000075 460682.64939999953, 209968.94999999925 460703.2868999988, 209978.31960000098 460756.4554999992, 209983.23750000075 460765.19959999993, 209986.4125000015 460787.4246000014, 209998.01579999924 460837.4182000011, 209998.01579999924 460851.7056999989, 209998.01579999924 460867.5808000006, 209998.01579999924 460924.7309000008, 209998.01579999924 460937.43090000004, 209997.8986000009 460934.8916000016, 209997.50169999897 460936.0821999982), (209997.50169999897 460936.0821999982, 209997.8986000009 460935.6853), (209997.50169999897 460936.0821999982, 209997.23710000142 460936.87590000033), (209996.31109999865 460936.4791000001, 209996.31109999865 460937.2727999985), (209997.23710000142 460936.87590000033, 209997.1048000008 460936.4791000001, 209997.50169999897 460936.0821999982), (209997.23710000142 460936.87590000033, 209997.1048000008 460937.2727999985), (209996.0465000011 460937.008200001, 209996.31109999865 460936.4791000001), (209996.0465000011 460937.008200001, 209996.31109999865 460937.2727999985), (209996.31109999865 460937.2727999985, 209995.91420000046 460937.66970000044), (209996.31109999865 460937.2727999985, 209996.57569999993 460937.8020000011), (209997.1048000008 460937.2727999985, 209996.9063999988 460937.47129999846), (209997.1048000008 460937.2727999985, 209997.8986000009 460938.86030000076, 209997.23710000142 460936.87590000033), (209995.83480000123 460937.4316000007, 209995.51729999855 460936.4791000001, 209996.0465000011 460937.008200001), (209995.83480000123 460937.4316000007, 209996.0465000011 460937.008200001), (209996.9063999988 460937.47129999846, 209996.31109999865 460935.6853, 209997.1048000008 460937.2727999985), (209996.9063999988 460937.47129999846, 209996.70800000057 460937.66970000044), (209995.91420000046 460937.66970000044, 209995.83480000123 460937.4316000007), (209995.91420000046 460937.66970000044, 209995.51729999855 460938.0665999986, 209995.83480000123 460937.4316000007), (209996.70800000057 460937.66970000044, 209996.31109999865 460936.4791000001), (209996.70800000057 460937.66970000044, 209996.57569999993 460937.8020000011), (209996.57569999993 460937.8020000011, 209996.31109999865 460938.0665999986, 209996.31109999865 460938.86030000076, 209995.91420000046 460937.66970000044), (209996.57569999993 460937.8020000011, 209997.1048000008 460938.86030000076), (209997.1048000008 460938.86030000076, 209996.70800000057 460937.66970000044), (209997.1048000008 460938.86030000076, 209997.1048000008 460938.0665999986, 209996.9063999988 460937.47129999846), (209980.4360000007 461365.89869999886, 209985.99230000004 461130.1545000002, 209985.99230000004 461129.3607000001))"
rws_on_lijnmaatregelen.35,YS922a,Y171,x2308-b,Stroomkanaal,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NVO,0.21,MIRT 4,,"LINESTRING (211945.9791000001 457703.2901000008, 211956.5623999983 457666.248399999, 211960.6724999994 457654.23640000075, 211964.64130000025 457643.1239, 211974.16629999876 457616.5331999995, 211975.753800001 457601.4519000016, 211978.53189999983 457593.5144000016, 211982.10379999876 457567.7175000012, 211982.8975000009 457557.39869999886, 211983.691300001 457546.28620000184, 211984.34369999915 457518.08139999956, 211984.38580000028 457513.81069999933, 211984.1873999983 457512.02479999885, 211984.28660000116 457511.3302000016, 211984.4849999994 457510.1396000013, 211984.08819999918 457509.1473999992)"
rws_on_lijnmaatregelen.36,YS916a,Y175,x2308-b,Leuvenheim,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NVO,0.53,MIRT 4,,"LINESTRING (208326.95690000057 454402.1653999984, 208264.77959999815 454377.0300000012, 208258.72850000113 454373.6341000013, 208252.873399999 454371.7382999994, 208193.34200000018 454347.9257000014, 208189.87049999833 454342.4792999998, 208185.40450000018 454338.66530000046, 208128.51900000125 454314.85280000046, 208123.3938000016 454311.1262000017, 208116.6127000004 454305.59230000153, 208049.1438000016 454276.4880999997, 208044.21709999815 454271.63699999824, 208041.2063000016 454269.8735000007, 207988.28950000182 454230.185899999, 207984.42069999874 454222.2925999984, 207980.35200000182 454218.27969999984, 207927.43519999832 454169.3315999992, 207922.50809999928 454160.37999999896, 207914.5705000013 454153.2362000011, 207892.34549999982 454130.2173999995, 207881.23299999908 454113.5485999994, 207880.43919999897 454106.4048999995)"
rws_on_lijnmaatregelen.37,YS915a,Y169,x2308-b,De Schans,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2016,NVO,0.25,MIRT 4,,"LINESTRING (207569.0962000005 453784.3114, 207560.36499999836 453777.5645000003, 207557.19000000134 453775.5800999999, 207553.61809999868 453773.19889999926, 207542.50560000166 453765.6581999995, 207520.6774000004 453747.79879999906, 207509.96169999987 453740.65509999916, 207484.56170000136 453723.58940000087, 207479.00539999828 453716.04879999906, 207467.49599999934 453705.73000000045, 207448.8429000005 453691.44249999896, 207432.1741000004 453673.97989999875, 207420.26779999956 453664.85179999843, 207411.93340000138 453659.2954999991, 207405.5833999999 453654.13610000163, 207399.6303000003 453648.97670000046, 207396.05840000138 453645.0080000013, 207391.41930000111 453639.9690000005)"
rws_on_lijnmaatregelen.38,YS914b,Y174,x2308-b,Gelderse Toren,KRW Oever,1,IJssel,Gereed,Ja,KRW1-WVV,2017,NVO,0.42,MIRT 4,,"LINESTRING (206630.50169999897 452950.3035000004, 206619.85350000113 452940.7507000007, 206606.20699999854 452926.0106999986, 206592.11789999902 452910.5326000005, 206581.99749999866 452894.45910000056, 206560.96310000122 452865.4871999994, 206552.43030000106 452855.366799999, 206543.69900000095 452844.2542999983, 206527.03020000085 452824.01370000094, 206515.9177000001 452809.5276999995, 206508.17859999835 452794.2479999997, 206499.6457999982 452781.5478999987, 206485.55669999868 452770.0384999998, 206472.65830000117 452739.28069999814, 206462.1409999989 452724.9930999987, 206454.2034999989 452709.71339999884, 206443.88479999825 452691.45710000023, 206432.77219999954 452673.00239999965, 206426.81909999996 452661.29459999874, 206421.2628000006 452649.18989999965, 206407.76909999922 452633.5133000016, 206403.00659999996 452626.9648000002, 206401.41899999976 452621.6070000008, 206399.63309999928 452617.04289999977)"
rws_on_lijnmaatregelen.39,VZ008b,VZ160,NL93_0131,Galgenrak/varkensgat,"Galgenrak/varkensgat (Tweezijdig aantakken strang, stoorobjecten, herinrichten zanwinplas, verlagen uiterwaard en natuurvriendelijke vooroever)",1,Vecht - Zwarte water,Gereed,Ja,provincie EHS,2015,NTWE,2.2,MIRT 3,,"MULTILINESTRING ((203594.3038999997 510058.6372000016, 203606.98420000076 510057.5560999997, 203616.50919999927 510057.5560999997, 203633.44260000065 510048.0311000012, 203633.9915000014 510033.50180000067, 203630.02270000055 510024.24130000174, 203632.66860000044 510009.689199999, 203645.89779999852 510000.42880000174, 203651.18939999864 509984.55370000005, 203660.4499000013 509971.32449999824, 203672.35610000044 509954.126600001, 203677.64779999852 509950.15780000016, 203696.1686999984 509938.251600001, 203719.9811999984 509925.0223999992, 203729.24170000106 509923.69949999824, 203760.4428000003 509919.97250000015, 203783.72619999945 509919.97250000015, 203795.36789999902 509924.2058000006, 203807.2939000018 509932.9598999992, 203824.49190000072 509942.22030000016, 203841.68980000168 509947.51199999824, 203858.8878000006 509955.44949999824, 203881.37739999965 509954.126600001, 203905.18989999965 509958.09540000185, 203926.35669999942 509967.3557999991, 203962.5848999992 509996.1726000011, 203983.751600001 510015.2226999998, 203997.79430000111 510036.14759999886, 204007.05469999835 510048.0538999997, 204029.54439999908 510063.9288999997, 204042.7736000009 510074.5122999996, 204053.35689999908 510091.71020000055, 204074.5236000009 510130.0749000013, 204082.4611000009 510168.4395000003, 204086.42990000173 510212.09589999914, 204099.65909999982 510262.366799999, 204098.33619999886 510299.40850000083, 204102.30490000173 510325.8669000007, 204114.21119999886 510376.1378999986, 204114.21119999886 510426.40879999846), (204114.21119999886 510426.40879999846, 204114.21119999886 510427.7316999994), (204114.21119999886 510426.40879999846, 204099.1101000011 510470.30689999834, 203774.22089999914 510776.9824000001, 203672.35610000044 510853.71169999987, 203590.33520000055 510909.27430000156, 203522.86630000174 510948.96189999953, 203424.97019999847 510999.2329000011, 203357.50140000135 511011.13910000026, 203235.7928000018 511042.88919999823, 203125.99049999937 511068.0247000009, 203096.33729999885 511084.1414999999))"
rws_on_lijnmaatregelen.40,YS982g,Y98,x9934,Westenholte,nevengeul en aantakken strangen,1,IJssel,Gereed,Ja,RvdR,2016,STEA,1.4,MIRT 3,,"MULTILINESTRING ((198344.73669999838 503484.2047000006, 198674.84160000086 503296.4466000013, 198817.7168999985 503054.35240000114, 198984.40480000153 502859.883200001, 199278.0929000005 502661.44530000165), (198397.41380000114 503630.85339999944, 198324.6532999985 503710.2285999991, 198238.6634999998 503796.21829999983, 198129.52270000055 503852.442400001, 197979.6688000001 504044.3088000007))"
rws_on_lijnmaatregelen.41,YS982d,Y189,x2305-b,Aersoltweerde,KRW Geul,1,IJssel,Gereed,Ja,KRW1-WVV,2015,NTWE,1.05,MIRT 3,,"LINESTRING (198379.13980000094 502367.6644000001, 198403.932599999 502341.7798999995, 198435.93980000168 502303.6644000001, 198505.79729999974 502266.3735000007, 198550.13980000094 502246.2644000016, 198595.7558999993 502235.94640000165, 198669.93980000168 502218.6644000001, 198730.7397999987 502207.2644000016, 198758.4748999998 502208.1651000008, 198809.7397999987 502206.6644000001, 198847.11050000042 502200.2276000008, 198911.93360000104 502190.96709999815, 198950.93980000168 502184.46440000087, 198989.3398000002 502191.46440000087, 199039.13980000094 502190.46440000087, 199101.93980000168 502199.06439999864, 199135.7397999987 502201.2644000016, 199182.53979999945 502185.06439999864, 199208.2674999982 502168.4774999991, 199248.93980000168 502144.2644000016, 199282.93980000168 502143.6644000001, 199304.53979999945 502150.8643999994, 199325.3398000002 502171.6644000001, 199344.52820000052 502197.5817000009)"
rws_on_lijnmaatregelen.42,BW869a,BW3,Y3012,Klompenwaard,Nevengeul weer stromend maken door aanleg instroom met brug,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2016,NTWE,1.3,MIRT 3,,"LINESTRING (198689.5022 432698.93250000104, 198675.78620000184 432788.8764999993, 198662.4750000015 432851.87260000035, 198647.17940000072 432882.46770000085, 198630.9536000006 432902.3568999991, 198563.4386 432944.16209999844, 198499.8669999987 432985.0760000013, 198461.0764000006 433019.38589999825, 198417.45580000058 433085.7712999992, 198350.23690000176 433150.3588999994, 198236.2263999991 433188.63749999925, 198165.00699999928 433192.24909999967, 198087.79879999906 433188.60179999843, 198016.71840000153 433170.06379999965, 197953.32539999858 433164.2177999988, 197905.8114 433164.97580000013, 197855.8764999993 433147.62040000036, 197774.120099999 433108.7980000004, 197728.5865000002 433064.6019000001, 197690.4149999991 433014.2344000004, 197666.20560000092 432965.0971999988, 197654.66050000116 432948.86100000143, 197647.80249999836 432924.21499999985, 197655.9224999994 432889.50829999894)"
rws_on_lijnmaatregelen.43,YS970d,,Y3017-b,Herxer Uiterwaarden,"Strang, project Kleijssel; onzekere status; zoekgebied",2,IJssel,Planstudie,Nee,Overig,,STEA,1.1,Inschatting,,"LINESTRING (205539.06269999966 493391.55689999834, 205494.6761999987 493494.93510000035, 205365.0089999996 493737.06109999865, 205275.09279999882 493882.5240000002, 205197.81309999898 493898.1609000005, 205145.42550000176 493921.9734000005, 205108.9129000008 494001.34860000014, 205040.65029999986 494087.0736999996, 205007.31269999966 494109.29879999906, 204915.2375999987 494087.0736999996, 204908.88749999925 494087.0736999996)"
