FID,CLUS_ID,ACNR,HOID,K_PRE_HO,K_NA_HO,LEGENDA,GEOMETRIE
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e18,C0268001262,1262,506,7,6,HO PE,"POLYGON ((188644.187641552 428497.921767734, 188580.794569417 428388.726371228, 188589.423992849 428384.743560413, 188582.122173022 428372.131326166, 188584.44547933 428367.81661445, 188586.436884738 428369.476118957, 188598.717218083 428365.493308142, 188601.040524392 428377.109839685, 188605.355236108 428375.450335179, 188606.01903791 428362.506200031, 188608.67424512 428361.842398228, 188607.678542417 428356.86388471, 188662.44219112 428352.881073895, 188662.44219112 428350.557767586, 188678.897050415 428350.100981035, 188697.624679013 428390.961261612, 188707.579375027 428384.069146666, 188752.055434453 428456.766055981, 188733.468983984 428467.718785722, 188738.115596601 428470.04209203, 188739.111299305 428479.003416364, 188696.627983947 428487.300938895, 188692.645173132 428470.04209203, 188644.187641552 428497.921767734))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e17,C0168005235,5235,452,7,7,HO PU,"POLYGON ((187895.583707551 428507.121029403, 187895.583707551 428506.976269234, 187854.960478483 428462.406807486, 187858.8226687 428452.062344798, 187909.107832916 428472.840516978, 187895.583707551 428507.121029403))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e16,C0268005374,5374,442,6,6,HO PE,"POLYGON ((188059.450745659 427939.784456867, 188069.136229991 427926.386028985, 188095.497760584 427944.653455818, 188085.398695343 427958.68818619, 188071.44492739 427948.485154271, 188059.450745659 427939.784456867))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e15,C0268006025,6025,424,8,8,HO PU,"POLYGON ((185886.331539934 430119.339327033, 185853.920016523 430035.333950028, 185847.305419908 430037.979788673, 185828.877499601 429992.118585479, 185814.893896497 429997.630749324, 185805.912311878 429975.932278469, 186003.035422356 429891.708204141, 186011.85237651 429912.912114623, 185992.97151344 429921.003913081, 186040.35000632 430029.349569992, 185886.331539934 430119.339327033))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e14,C0268002509,2509,373,7,7,HO PU,"POLYGON ((184044.249638756 429081.541272278, 184213.804274995 428873.617489767, 184295.637308678 428833.852821054, 184342.82742839 428927.759581018, 184280.959445355 428959.167051997, 184255.075901433 428977.001445066, 184238.819773237 428991.048002439, 184218.460156371 429011.407619305, 184033.945266123 429237.717792797, 184023.070965052 429242.465596762, 184011.787244674 429241.107545175, 183953.942963599 429192.750253252, 184044.249638756 429081.541272278))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e13,C0268001345,1345,358,8,8,HO PU,"POLYGON ((186871.208239901 428569.570606091, 186871.277965531 428569.640331721, 186890.661690726 428558.205328369, 186898.491628116 428571.963313429, 186885.081654788 428579.705565139, 186882.568818707 428575.353205375, 186881.68658362 428575.86256404, 186876.642978092 428578.767686225, 186871.208239901 428569.570606091))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e12,C0268006023,6023,306,6,8,HO PU,"POLYGON ((185967.564100113 429896.258194121, 185941.742850492 429829.262519429, 185941.044978881 429810.419985922, 185943.138593715 429785.994479524, 185951.513053052 429755.986000235, 185971.751329781 429723.883906112, 185977.334302672 429716.207318387, 185971.05345817 429709.926473885, 186004.551295516 429680.615866207, 186026.88318708 429667.356305591, 186047.12146381 429662.471204311, 186072.94271343 429659.679717866, 186205.538319591 429668.752048814, 186197.163860254 429783.90086469, 186192.976630586 429790.879580804, 186166.457509354 429809.722114311, 185967.564100113 429896.258194121))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e11,C0268004602,4602,298,5,5,HO PE,"POLYGON ((186483.225287232 428753.962295157, 186476.008321063 428735.237193744, 186485.663451479 428731.33613095, 186493.172997358 428749.671126083, 186483.225287232 428753.962295157))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e10,C0268006027,6027,258,7,8,HO PU,"MULTIPOLYGON (((186418.149237039 429766.014982426, 186037.661132758 430069.179462145, 185964.896024221 429902.73405819, 186230.956946382 429788.940846571, 186209.610668617 429746.57418841, 186211.240155469 429739.241497575, 186207.329387023 429734.515985703, 186208.958873876 429670.314203722, 186284.730012508 429675.202664279, 186371.914452106 429646.805804293, 186394.025553119 429702.20394754, 186418.149237039 429766.014982426)), ((186418.149237039 429766.014982426, 186418.262813586 429765.924487153, 186418.262813586 429766.315410709, 186418.149237039 429766.014982426)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e0f,C0268003265,3265,257,5,6,HO PE,"POLYGON ((186644.922421476 429286.330206308, 186651.216744741 429279.774828161, 186678.219018473 429251.652644458, 186724.558061299 429302.748343998, 186686.351367049 429336.812143691, 186644.922421476 429286.330206308))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e0e,C0268001806,1806,235,5,7,HO PU,"POLYGON ((186345.86302773 427307.562847357, 186391.92996575 427229.124547486, 186457.917741831 427115.824781006, 186465.388056105 427112.08962387, 186555.944960317 427101.134784727, 186579.932874964 427257.760752201, 186592.383398753 427275.191485506, 186600.770853649 427337.937260948, 186536.356041702 427442.028504278, 186345.86302773 427307.562847357))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e0d,C0268001519,1519,230,6,8,HO PU,"POLYGON ((188371.931258111 427449.905338458, 188413.922268125 427348.638883317, 188423.377870864 427327.694214884, 188557.078060132 427193.485659877, 188610.96482843 427154.036478557, 188730.939142754 427077.781617758, 188812.245888081 427030.541731493, 188993.967575937 427030.503604063, 189040.737223894 427131.871732352, 189020.809286939 427139.192198988, 189026.808002655 427157.595038728, 189024.469520257 427186.775232127, 188999.652898769 427195.597607968, 189000.258804445 427207.7157215, 188995.411559033 427208.018674338, 189001.999754608 427255.404606846, 189056.293215497 427348.130517578, 188995.18765371 427421.538530241, 188990.612362062 427422.758608014, 188911.917345717 427299.734099258, 188841.413372337 427335.179900386, 188530.744714869 427383.309426694, 188539.895298165 427455.599034731, 188543.453858336 427516.704596518, 188530.033002835 427520.466502985, 188456.218297581 427484.982574426, 188371.931258111 427449.905338458))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e0c,C0268001449,1449,229,5,7,HO PU,"POLYGON ((184397.150841886 427788.135102299, 184537.520961963 427903.11913683, 184497.948534494 427952.957995953, 184541.440872231 427986.557226822, 184491.595869093 428047.143013926, 184449.489807828 428013.797274132, 184411.340020776 427989.211855809, 184404.557836411 427998.819950326, 184297.45584165 427914.890418811, 184397.150841886 427788.135102299))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e0b,C0268005288,5288,215,8,8,HO PU,"POLYGON ((189791.555465712 428135.365720312, 189895.600740599 428071.377876256, 189963.230169276 428120.53926864, 189885.196213111 428159.296133536, 189760.980823747 428151.691311016, 189791.555465712 428135.365720312))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e0a,C0268002835,2835,211,7,8,HO PU,"MULTIPOLYGON (((187311.802787376 427554.406597214, 187359.825540425 427542.593513577, 187413.06322699 427531.791664129, 187425.137132969 427621.667237203, 187413.786485179 427623.122448458, 187413.495442928 427623.995575212, 187418.978525497 427666.814782229, 187319.504670873 427679.779114301, 187312.762230766 427626.43451463, 187321.432721627 427624.784397476, 187318.554673292 427601.526655531, 187311.802787376 427554.406597214)), ((187311.802787376 427554.406597214, 187311.731591692 427554.424110591, 187311.731591692 427553.909736808, 187311.802787376 427554.406597214)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e09,C0268002714,2714,21,7,7,HO PU,"POLYGON ((187235.466701871 427690.994163206, 187218.462881739 427578.855045628, 187220.615264035 427578.855045628, 187222.5524081 427593.921721695, 187227.933363838 427593.060768777, 187230.300984363 427610.064588908, 187249.672425019 427606.836015466, 187250.318139708 427609.41887422, 187232.668604888 427612.001732974, 187231.161937281 427614.799829958, 187241.708610527 427681.093204649, 187236.758131248 427681.738919337, 187237.834322396 427690.348448518, 187235.466701871 427690.994163206))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e08,C0268002245,2245,206,8,8,HO PU,"POLYGON ((185308.69494691 424611.294809775, 185329.649277499 424622.888830253, 185310.29885982 424657.389456374, 185314.603017595 424660.107871811, 185313.583611806 424661.920148769, 185305.088563566 424674.832622093, 185280.169755397 424656.709852515, 185287.42151484 424645.332301087, 185300.291941242 424625.760743582, 185308.69494691 424611.294809775))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e07,C0268004448,4448,205,7,8,HO PU,"POLYGON ((185252.435553484 429144.427753241, 185344.555814754 429093.474219183, 185373.139504592 429146.136560786, 185364.440120728 429151.107637279, 185408.817417693 429232.464648003, 185348.639554093 429319.112499715, 185252.435553484 429144.427753241))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e06,C0268001774,1774,204,7,8,HO PU,"POLYGON ((186534.906138481 427079.913373222, 186509.451712311 427082.357381865, 186494.749043686 427082.357381865, 186492.130760232 427065.439242626, 186491.526540974 427059.19564362, 186451.61406177 426886.496872941, 186492.421589286 426876.993750094, 186475.651372499 426822.211041922, 186509.584868933 426811.779380781, 186526.22620597 426809.036303247, 186534.638310405 426808.48768774, 186593.042890011 426804.322810682, 186593.157297785 426851.828312769, 186606.14119811 426851.828312769, 186638.322475337 426851.838424913, 186644.866233072 427010.518221411, 186635.960671738 427011.436320518, 186638.033280471 427066.13283988, 186620.225243048 427068.460338918, 186619.016804531 427028.783274273, 186608.745077135 427029.79030637, 186609.953515653 427039.860627346, 186591.222718637 427042.076097961, 186592.229750735 427050.535167581, 186572.894734461 427052.347825357, 186576.117237173 427074.502531504, 186534.906138481 427079.913373222))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e05,C0268001625,1625,202,5,6,HO PE,"POLYGON ((187137.483703538 427958.00363069, 187135.159949257 427956.177823755, 187132.255256406 427952.277236213, 187129.018598658 427946.467850511, 187126.113905807 427944.061105006, 187121.54938847 427944.310078679, 187120.387511329 427946.550841735, 187117.150853581 427931.778403807, 187080.631106569 427939.179056028, 187057.934810877 427912.188866555, 187057.934810877 427906.668145981, 187060.081757766 427903.294372297, 187064.068944848 427900.840718709, 187110.688363027 427891.026104355, 187120.809684079 427888.265744068, 187132.771245323 427883.358436892, 187147.186460154 427875.384062729, 187248.782157893 427858.886599226, 187247.159254958 427849.49084539, 187206.84292941 427855.213713636, 187195.653440752 427783.699214557, 187199.047010832 427782.953604703, 187198.74976872 427777.61332855, 187206.223663816 427776.43885932, 187196.614370121 427710.882122332, 187237.614023221 427705.650395765, 187257.580000121 427836.849285685, 187259.123286606 427847.752202182, 187251.600884044 427848.807517839, 187247.757166566 427849.405429447, 187249.487220202 427858.820772507, 187273.417295492 427855.91273994, 187277.792459936 427878.288580956, 187279.417521016 427886.66389575, 187255.433884071 427891.183861856, 187256.413876302 427896.517201159, 187252.576113083 427897.20251602, 187257.903970017 427924.475176068, 187147.193676783 427947.629727651, 187137.483703538 427958.00363069))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e04,C0268001506,1506,201,7,7,HO PU,"POLYGON ((187082.525437694 428824.593260446, 187082.470593759 428824.57759075, 186881.079699453 428298.904241928, 186927.826924771 428281.617507565, 187098.773345132 428820.74164925, 187082.525437694 428824.593260446))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e03,C0268004517,4517,165,7,7,HO PU,"POLYGON ((186502.28354155 428792.443415362, 186476.198881051 428779.174760718, 186472.734766844 428770.647710363, 186651.015306398 428698.170358258, 186660.168030389 428696.797449659, 186690.425273349 428688.392735436, 186765.549954637 428897.739422222, 186732.635528022 428888.058708511, 186691.976530438 428781.958086245, 186656.506940793 428795.646868758, 186660.625666589 428805.257228949, 186639.57440141 428818.986314934, 186631.794586018 428799.307958355, 186572.759516278 428822.647404531, 186551.7082511 428771.849786383, 186502.28354155 428792.443415362))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e02,C0268003441,3441,163,7,6,HO PE,"POLYGON ((186027.666680402 429340.67293722, 186027.56689975 429340.67293722, 186006.00022538 429341.9663105, 186006.216457466 429351.2642902, 185906.749697884 429357.31878861, 185900.478967389 429277.96161303, 186022.831840443 429271.073065193, 186027.666680402 429340.67293722))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e01,C0268002532,2532,133,6,6,HO PE,"POLYGON ((184275.779289827 429060.276668783, 184242.222543991 429031.832462609, 184253.101941292 429019.101253001, 184268.090047149 429005.976390392, 184290.138187424 428989.703732634, 184311.896982026 428977.203999565, 184323.224423399 429000.561242046, 184337.785171288 429029.355530007, 184275.779289827 429060.276668783))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7e00,C0268001934,1934,110,5,6,HO PE,"POLYGON ((188698.486932102 426803.589598948, 188698.486932102 426803.7815945, 188708.854691879 426808.581483285, 188713.270589562 426795.71778134, 188675.639461483 426782.086097189, 188676.983430343 426778.822172814, 188858.885806701 426839.198869839, 188838.027314557 426886.751638115, 188807.195052933 426964.089227688, 188731.142140928 426941.221966984, 188732.683754009 426935.826321199, 188717.524558711 426930.944546442, 188715.98294563 426928.889062334, 188711.871977413 426927.347449253, 188715.469074603 426916.299222171, 188698.768266223 426924.778094118, 188695.685040061 426926.319707199, 188694.400362493 426929.402933361, 188692.601813898 426932.486159524, 188687.463103628 426944.56212866, 188682.581328871 426953.811807147, 188676.928747573 426973.595841689, 188668.449875627 426971.026486553, 188725.734588633 426827.253136927, 188692.535070008 426815.685318688, 188698.486932102 426803.589598948))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dff,C0268006019,6019,103,8,8,HO PU,"MULTIPOLYGON (((184898.284210366 425208.068512503, 184908.439535583 425200.759755718, 184935.55118501 425180.368087773, 184940.81094975 425187.161463414, 184948.600832856 425180.964965489, 184965.065813057 425200.262630456, 184957.275929951 425206.636171179, 184995.871259886 425252.490255827, 184960.462700313 425281.879360272, 184898.284210366 425208.068512503)), ((184898.284210366 425208.068512503, 184898.24370161 425208.097666532, 184898.24370161 425208.020425366, 184898.284210366 425208.068512503)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dfe,C0268003168,3168,999,5,8,HO PU,"POLYGON ((184148.197634149 428180.583489525, 184120.787996075 428126.329360555, 184146.078332236 428113.472262283, 184171.368668396 428164.194221398, 184171.792528779 428165.324515752, 184171.792528779 428166.878670488, 184171.227381602 428168.432825224, 184170.097087248 428169.563119578, 184148.197634149 428180.583489525))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dfd,C0268003164,3164,998,5,0,HO onverdacht,"POLYGON ((184061.77534293 428223.899637599, 184034.713985894 428169.615844022, 184055.493242189 428159.306755628, 184082.876758237 428213.107310686, 184061.77534293 428223.899637599))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dfc,C0268003163,3163,997,5,0,HO onverdacht,"POLYGON ((183891.591156267 428095.640563265, 183927.122687617 428077.924284402, 183945.036913729 428113.851710252, 183914.157142751 428129.192622116, 183910.989986753 428129.786463865, 183908.614619755 428129.291595741, 183891.591156267 428095.640563265))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dfb,C0268003162,3162,996,5,0,HO onverdacht,"POLYGON ((183927.080185731 428077.922621128, 183927.080185731 428077.834098353, 183961.773973751 428060.320475568, 183979.679202261 428096.130932588, 183944.996633651 428114.036161098, 183927.080185731 428077.922621128))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7dfa,C0268003160,3160,995,5,0,HO onverdacht,"POLYGON ((183979.590171407 428096.088072458, 183953.972413313 428044.489183815, 184021.014631304 428010.877231705, 184037.548078018 428043.762438904, 184044.270468439 428046.124359863, 184046.269016943 428050.666515554, 184047.177448081 428052.665064058, 184047.540820537 428055.935416155, 184047.177448081 428058.660709569, 184046.450703171 428061.204316756, 184044.088782212 428063.92961017, 183979.590171407 428096.088072458))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7df9,C0268003159,3159,994,5,7,HO PU,"POLYGON ((184123.983578214 428360.733768586, 184065.467437849 428246.204852149, 184066.406199459 428241.511044099, 184185.628923947 428182.36906266, 184197.832824878 428217.103242235, 184202.526632929 428257.469991471, 184228.18611694 428307.850197882, 184227.247355329 428308.788959492, 184123.983578214 428360.733768586))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7df8,C0268001427,1427,992,6,5,HO PE,"POLYGON ((184611.038852678 427820.532711113, 184564.450899988 427878.147398168, 184541.570426182 427860.228954825, 184588.434047231 427802.062931053, 184611.038852678 427820.532711113))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7df7,C0268001411,1411,991,6,6,HO PE,"POLYGON ((184578.588779349 427556.586997149, 184649.909908513 427606.610844688, 184563.234925154 427727.460535772, 184512.220506377 427687.837686236, 184499.838365897 427666.540404611, 184506.277078947 427661.092262799, 184578.588779349 427556.586997149))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7df6,C0268001278,1278,990,5,6,HO PE,"POLYGON ((184514.138180398 428035.239079683, 184582.547754743 428090.241752523, 184552.296284681 428128.056090101, 184479.761509873 428076.147317608, 184514.138180398 428035.239079683))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7df5,C0268001277,1277,989,5,6,HO PE,"POLYGON ((184524.291501177 428024.534913684, 184540.79426741 428002.708674472, 184595.27114089 428048.313092988, 184576.638985465 428068.009943008, 184524.291501177 428024.534913684))"
