OBJECTID,PUIC,NAAM,OMSCHRIJVING,KM_KMLINT_VAN_T,KM_KMLINT_TOT_T,GELDIG_VANAF,PUBLICATIEDATUM,KM_KMLINT_VAN,KM_KMLINT_TOT
253,47508c0e-1c6b-4f0e-99c4-7da145d4468b,Hdr-Zd,Den Helder - Zaandam ,"0,600","71,600",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.6,71.6
254,531a0074-7089-4f06-ac6e-3858a81882e9,Zhw-Cih,Zeehavenweg - Centrale Insteekhaven ,"700,000","700,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,700,700.7
255,46f0ed75-a9f7-4beb-bcd0-85d50c7858cb,Bkl-Hmla,Breukelen - Harmelen Aansl. ,"0,400","7,330",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.4,7.33
256,7a9efe8f-6eb3-4e15-8db4-0e8eccf63b53,Axa-Sluo2,Axel Aansl. - Sluiskil Oost 2 ,"300,000","301,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300,301.4
257,36f0336b-83fc-4743-84f1-2b217b443f21,Ddri-Ddrgvl,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Grevelingenweg ,"200,000","200,900",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,200.9
258,0586a894-149e-4521-8d41-4925dc457300,Whz-Who,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Emplacement Waalhaven Oost ","100,000","104,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,104
259,df2e919c-c5c8-48d6-b3df-5d8e26119ac2,Ddrz-Ddrmg,Dordrecht Zeehaventerrein - Dordrecht Malle Gat ,"600,000","600,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,600,600.7
260,db0fc270-a00b-4219-8c7e-d8921accae30,Aml-Amlbp,Almelo - Almelo Racc. Bedrijvenpark N.W. Twente  ,"0,000","2,737",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,2.737
261,66074ba4-6464-4fc6-9d60-8312401500a5,Hgl-Odzg,Hengelo - Oldenzaal Grens ,"15,700","33,466",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,15.7,33.466
262,7a28d751-cf6c-450f-aa01-873829627079,Ehv-Wt,Eindhoven - Weert ,"1,700","27,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.7,27.2
263,e9b98789-2e95-4471-930d-590b90505d79,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,"1,100","12,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.1,12
264,c1fb837d-f500-41a6-81ac-f24ef2b498da,Hrp-Hrtl,Amsterdam Houtrakpolder - Havenbedrijf Rietlanden ,"150,000","151,467",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,150,151.467
265,a87fa509-b51a-4500-82cc-da61cf54079c,Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,"100,000","101,300",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101.3
266,6b916ba6-c23d-4fb6-8b33-59770052f9e4,Mt-Bha,Maastricht - Beatrixhaven Aansl. (Maastricht) ,"100,200","102,330",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.2,102.33
267,96f64d3b-3d13-4b3c-a525-226d9b78fd51,Ecta-Ect,Rotterdam Waalhaven Racc. ECT Aansl. - Rotterdam Waalhaven Racc. ECT ,"100,300","102,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.3,102
268,22b01a97-8538-45cf-b881-5e794fd94b54,Mdk-Trw,Moerdijk (Racc.) - Transitoweg ,"600,000","600,970",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,600,600.97
269,76a02f12-419f-4d1c-aaa5-f52ef67bda1b,Bdl-Rm,Budel - Roermond ,"53,982","87,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,53.982,87.1
270,0fa281fd-dc49-4fdf-afdb-1ab0c6c805a9,Swd-Rd,Sauwerd - Roodeschool ,"0,300","27,120",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.3,27.12
271,9289e5c0-23e0-4040-8191-85ff756b2a03,Bon-Bonfh,Born-Born Franciscushaven ,"130,000","131,320",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,130,131.32
272,0f6e0584-fee0-47cc-829e-ac63ce6d4ca3,Tnzz-Tnzzw,Terneuzen Zuidzijde (Racc.) - Terneuzen Zwedenweg ,"400,122","400,542",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,400.122,400.542
273,1c964567-9bbf-4eaf-afd9-093c4530e8c4,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,"300,000","313,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300,313.5
274,dbc379af-4b85-45a2-a85d-e8bee4e7ecff,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,"500,665","501,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500.665,501.1
275,8026b7bf-67f4-4b76-aa10-d99604edf251,Awhv-Awhvtma,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Maltaweg Aansluiting ,"625,000","625,250",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,625,625.25
276,b4b4dcfa-d094-4c01-8e5f-5bd16045f7bc,Erp-Erpelbw,"Rotterdam, Emplacement Europoort - Europoort Elbeweg ","100,000","103,970",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,103.97
277,e9735208-a6fb-4732-81bd-7693e6441bde,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,"100,000","105,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,105.7
278,03580cdb-ea59-4754-aff6-fa20f9d08c6d,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,"200,256","201,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.256,201.5
279,2898a006-255a-4223-8953-e9e355102b2a,Kv-Mbga,Keverdijk - Muiderberg Aansl. ,"150,000","151,388",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,150,151.388
280,88a7dfac-3910-47ea-86ef-535d9362b033,Mas-Utlg,Maarssen - Utrecht Lage Weide ,"100,000","102,362",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,102.362
281,d5d294b8-020d-45ae-97c6-f6c93fc8cf0e,Est-Gdm,Elst - Geldermalsen ,"1,300","44,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1.3,44.2
282,114e9907-a1ce-48cf-9d15-1c39bb57d4eb,Wd-Ledn,Woerden - Leiden Centraal ,"0,200","31,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.2,31.8
283,8b89a100-d181-435c-a6bf-503e1a240530,Wgm-Dmn,Watergraafsmeer - Diemen ,"904,200","908,100",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,904.2,908.1
284,fd2993c4-efa2-4d5c-8596-4b4f805877ce,Spbr-Hlmwph,Spaarne (brug o/h - bij Haarlem) - Haarlem Hoofdwerkplaats ,"100,000","101,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101
285,e43d8358-98f7-43aa-95e9-af1986cd1633,Who-Whns,Rotterdam Waalhaven Oost - Rotterdam Waalhaven Nijmegenstraat ,"10,000","11,070",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10,11.07
286,5b66620b-1230-416c-a798-8762511886ec,Vet-Mtn,Verschau (D) - Maastricht Noord ,"7,150","33,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7.15,33.2
287,f0ea7c46-1864-4957-a474-5c626b592f17,Zlw-Np,Lage Zwaluwe - Nispen ,"1,000","30,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1,30.8
288,5b652e22-ed25-40cc-a622-ea7e13df2714,Mrb-Aml,Mariënberg - Almelo ,"0,200","17,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.2,17.7
289,f216bfc2-a061-42db-b2de-c8557ce1ae73,Tbi-Tbio,Tilburg Industrieterrein - Tilburg De Loven ,"100,000","101,117",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101.117
290,99090d29-09ac-4dcb-bcf3-4153bad3b2da,Dv-Aml,Deventer - Almelo ,"2,600","37,623",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2.6,37.623
291,190d82ac-0c7c-4e1c-9474-c29a665422dd,Ah-Vl,Arnhem - Venlo ,"0,500","75,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.5,75.5
292,5d047adf-40ed-458a-86c9-7ec19840e604,Rm-Vdpg,Roermond - Vlodrop Grens ,"89,056","102,226",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,89.056,102.226
293,1bb924ff-89af-45b6-baad-69330b926774,Ps2phv-Pspw,Pernis 2e Petroleumhaven - Pernis Petroleumweg ,"410,400","411,150",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,410.4,411.15
294,5481aa9d-c09c-457a-9a4d-75d038f0633f,Bot-Bot3ph4,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 4 ","410,000","410,995",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,410,410.995
295,739ae028-4f25-41eb-b514-c30c68cb4be4,Ps-Strww,"Rotterdam, Emplacement Pernis - Streefwaalseweg ","100,000","101,350",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101.35
296,bf8c2ea1-d876-409b-ac89-046ae4a0ea97,Eupwo-IJslw,Europaweg Oost - IJslandweg ,"600,000","600,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,600,600.7
297,b97f0862-3d51-440d-b23a-6289fc0db4e0,Otw-Otwbw,Oosterhout Weststad - Oosterhout Weststad Bovensteweg ,"200,200","201,081",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.2,201.081
298,ea834684-7890-4701-9d42-dc9fbc1a205c,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,"900,000","906,505",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,900,906.505
299,23434b36-baba-4053-b7b5-4f16ff7f4d79,Kfhz-Brppd,Kijfhoek Zuid - Betuweroute Papendrecht ,"524,831","525,735",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,524.831,525.735
300,4c2fd7fb-61ec-412b-9b02-906774ca717a,Rol-Rhpw,Rondolaan - Rotterdam Heijplaatweg ,"110,100","110,400",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,110.1,110.4
301,9e525cd6-63f7-4ecd-9542-c7b8841880b2,Bot-Bot3ph3,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 3 ","400,100","401,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,400.1,401.2
302,2b4749df-c719-4ba7-9bb4-20675cfcb193,Mvtyz-Mvtn,Maasvlakte Yangtzehaven Zuid - Maasvlakte Noordwesthoek ,"100,000","102,875",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,102.875
303,5c60bf8e-1d7c-4906-918c-1ce3b4507514,Mvt-Ecta,"Rotterdam, Emplacement Maasvlakte - Rotterdam Waalhaven Racc. ECT Aansl. ","602,000","603,000",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,602,603
304,4d037d4f-8f97-46e0-8776-638b33b47403,Nvss-Bvss,Nievelsteenstraat - Bart van Slobbestraat ,"100,000","101,200",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101.2
305,32b80e0c-5bc5-488b-8680-1d6f8e39325a,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,"0,000","1,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0,1.5
306,b902e2d1-504a-48e2-8581-b9c4fab330a5,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,"103,600","105,854",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,103.6,105.854
307,dc5082a4-45aa-4cbc-85f0-220ffdfb99f3,Esn-Np,Essen (B) - Nispen ,"73,374","75,582",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,73.374,75.582
308,a5912bcd-4b74-4a0c-a267-533b170a60ba,Rda-Eem,Rodeschool Aansl. - Eemshaven ,"0,100","7,355",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.1,7.355
309,cb919b8f-3115-46eb-8498-7c9912889294,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,"0,400","12,591",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,0.4,12.591
310,c3e443ea-e103-4ff9-9dfb-c93f5783affb,Mph-Tebw,Mispelhoef - Tegenboschweg ,"100,000","100,800",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,100.8
311,52e5999c-ae56-4c37-944b-6751ef2f0d06,Mvtn-Mvtnwe,Maasvlakte Noordwesthoek - Maasvlakte Noordwesthoek Europahaven ,"200,000","201,265",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,201.265
312,4fcf9a48-1576-42b7-aee5-bbcd1d498131,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,"100,000","103,147",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,103.147
313,2112335d-a3c7-49c6-852c-3fd41839e9ba,Sludow-Tnzdbw,SluiskilRacc. DOW CHEMICAL - Terneuzen Braakmanweg ,"500,000","501,230",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500,501.23
314,4b87284e-1f11-4656-b599-0582d0f7762a,Bot-Bot3ph2,"Rotterdam, Botlek - Botlek 3e Petroleumhaven 2 ","120,000","120,428",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,120,120.428
315,d4209935-f771-4956-82ac-cb7bb37866d5,Dmkw-Eupww,Denemarkenweg - Europaweg West ,"500,000","502,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500,502.5
316,134f0a36-2f0c-44cf-a78a-49460956837d,Wstlrw-Wstlra,Westelije Randweg - Westelijke Randweg Aansluiting ,"200,000","200,396",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200,200.396
317,c8114a28-79a3-4176-9449-6aa6ac2b759c,Zp-Esg,Zutphen - Enschede Grens ,"2,400","59,727",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2.4,59.727
318,3b541f49-1aa2-441d-81d3-20eacd836719,Vlkw-Wkd,Valckeweg - Westkade ,"100,000","101,500",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,101.5
319,f09504cc-5148-49ab-a973-e026acaa1dbb,Frkws-Bww,Frankrijkweg Sloegebied - Belgiëweg West ,"400,000","403,130",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,400,403.13
320,0445f0f9-5d2f-4cab-9f5f-4b240a72a3f0,Ddn-Ddnr,Delden - Delden raccordement ,"100,000","100,700",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100,100.7
321,7498dad6-b9e5-4c22-a34f-57dd92c6a688,Eupwz-Albw,Europaweg Zuid - Albaniëweg ,"140,000","140,695",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,140,140.695
322,1efc309b-4d69-4e94-bf9e-d918586c7783,Lindk-Nrdwg,Lindtsedijk - Noordweg ,"300,100","300,930",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.1,300.93
