Ministerie;Leveranciers;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
FIN;Grandcafé De Wens B.V.;;1;;1
FIN;Grandcafé 't Lokaal;;1;;1
FIN;Grieks Restaurant Nisos;;1;;1
FIN;Grieks Restaurant Olympia;;1;;1
FIN;Grieksrestaurant Onassis;;1;;1
FIN;Groningen Airport Eelde N.V.;;;1;1
FIN;Grote Keizer Leeuwarden;;1;;1
FIN;Grote Kerk;;1;;1
FIN;Gulden Belofte Sailing Adventures;;1;;1
FIN;H.C. Kuipers;;;1;1
FIN;Haesje Claes B.V.;;1;;1
FIN;Hallo Mestreeg;;1;;1
FIN;Hattem Restaurant B.V.;;1;;1
FIN;Havenbinkie B.V.;;1;;1
FIN;HE Berg en Dal B.V.;;2;;2
FIN;HEC B.V.;;1;;1
FIN;Herberg De Swaen;;1;;1
FIN;Herberg het Oude Loo;;1;;1
FIN;Het Klooster van Dalfsen;;1;;1
FIN;Het Kronenhuis;;1;;1
FIN;Het Nederlands Openluchtmuseum;;1;;1
FIN;Het Nieuws van Apeldoorn;;1;;1
FIN;Het Schwarzwald B.V.;;1;;1
FIN;Het Wapen van Emmen;;1;;1
FIN;Het Witte Paard;;1;;1
FIN;HLC Management B.V.;;2;;2
FIN;HLC Wereld B.V.;;1;;1
FIN;Hofland Rotterdam B.V.;;;1;1
FIN;Horeca Baarle-Nassau B.V.;;1;;1
FIN;Horeca Exploitatie WWZ V. B.V.;;1;;1
FIN;Hostiebakkerij Klooster Sint Josephsberg;;1;;1
FIN;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;1;;1
FIN;Hotel & Brasserie de Zwaan;;1;;1
FIN;Hotel Café Restaurant Bulten;;1;;1
FIN;Hotel Café Restaurant 'Taverne';;1;;1
FIN;Hotel Contact B.V.;;7;;7
FIN;Hotel De Jonge B.V.;;1;;1
FIN;Hotel De Zwaan B.V.;;1;;1
FIN;Hotel Ekamper B.V.;;1;;1
FIN;Hotel Kruller B.V.;;1;;1
FIN;Hotel Leeuwarden Centre B.V.;;2;;2
FIN;Hotel New York B.V.;;1;;1
FIN;Hotel Noordzee;;1;;1
FIN;Hotel Papendal;;1;;1
FIN;Hotel Parkzicht B.V.;;1;;1
FIN;Hotel Ridderkerk B.V.;;1;;1
FIN;Hotel Tubbergen;;1;;1
FIN;Hotel Van der Valk Purmerend;;1;;1
FIN;Hotel Venlo;;1;;1
FIN;Hotel Vianen B.V.;;2;;2
FIN;Hotel Zaanstad B.V.;;1;;1
FIN;Hotel, Cafe, Rest. de Lantaren;;1;;1
FIN;Hotel-Café-Restaurant 'Boer Goossens';;1;;1
FIN;Hotel-Café-Restaurant 'West-End' Expl. B.V.;;1;;1
FIN;Hotel-Café-Restaurant 'Zwolle' B.V.;;1;;1
FIN;Hotel-Restaurant Buitenlust;;1;;1
FIN;Hotel-Restaurant De Koppelpaarden;;1;;1
FIN;Hotel-Restaurant Lubbelinkhof B.V.;;1;;1
FIN;Hotel-Restaurant 'Meursinge' B.V.;;1;;1
FIN;Huiskes Kokkeler Autolease B.V.;;;1;1
FIN;Huiskes-Kokkeler Automobielbedrijven B.V.;;;1;1
FIN;Huize Bergen B.V.;;1;;1
FIN;Huize Molenaar B.V.;;2;;2
FIN;Humphrey's Restaurant;;1;;1
FIN;Humphrey's Zwolle B.V.;;1;;1
FIN;Huson Lunch Restaurant;;1;;1
FIN;Ibis Den Haag City Centre;;1;;1
FIN;IJsselhotel B.V.;;2;;2
FIN;In de Driehoek, congres- en vergadercentrum;;2;;2
FIN;In den Boekenkast B.V.;;1;;1
FIN;In 't Groene Woud B.V.;;1;;1
FIN;Indonesisch Restaurant & Toko Redjeki;;1;;1
FIN;inMotiv;;;1;1
FIN;Inntel Hotels Rotterdam Centre;;2;;2
FIN;Internet New Business Concepts B.V.;;1;;1
FIN;Invloedrijk;;1;;1
FIN;Iona Des Indes B.V.;;1;;1
FIN;Ipsos B.V.;;1;;1
FIN;Jaarbeurs B.V.;;4;;4
FIN;Jimm's Restaurant en Zalen;;1;;1
FIN;John's Fiets en Scooterservice;;;1;1
FIN;José Mast Teksten;;;1;1
FIN;Julia B.V.;;1;;1
FIN;Jungheinrich Nederland B.V.;;;4;4
FIN;JuRo Horeca;;1;;1
FIN;Kaap Doorn B.V.;;1;;1
FIN;Kamsteeg Auto Groep B.V.;;;1;1
FIN;Kasteel Bloemendal B.V.;;1;;1
FIN;Kasteel Cafe Heeren Dubbel;;1;;1
FIN;Kasteel de Keverberg B.V.;;1;;1
FIN;Kasteel Terworm Hotel & Restaurant;;1;;1
FIN;Kasual Beheer B.V.;;1;;1
FIN;KAV Autoverhuur B.V.;;;2;2
FIN;Kentekenplaatonline.nl;;;1;1
FIN;Kikkerbar Drieluik;;1;;1
FIN;Koninklijk Instituut van Ingenieurs;;1;;1
FIN;Korte Poten 1-3 B.V.;;1;;1
FIN;La Puerta;;1;;1
FIN;La Señorita;;1;;1
FIN;La Stanza B.V.;;1;;1
FIN;L'Appetito;;1;;1
FIN;Le Baffon;;1;;1
FIN;Le Connaisseur West B.V.;;1;;1
FIN;Le Journal B.V.;;1;;1
FIN;Leaseplan Nederland N.V.;;;9;9
FIN;Leeuwenhorst Beauty;;1;;1
FIN;Leeuwenhorst Congres Center B.V.;;2;;2
FIN;Leienplein 5-9 B.V.;;2;;2
FIN;Leuk! Eten & Drinken;;1;;1
FIN;LIB Businessgames B.V.;;1;;1
FIN;Lieve V.O.F.;;1;;1
FIN;L'Invité Le Restaurant;;1;;1
FIN;Little Mountain 16 B.V.;;1;;1
FIN;LMB van Daatselaar;;;1;1
FIN;Loetje aan 't IJ B.V.;;1;;1
FIN;L'Orangerie;;1;;1
FIN;Lot66 Breda;;1;;1
FIN;Lunch- & Dinercafe Van Puffelen;;1;;1
FIN;lunchcafé PortCity;;1;;1
FIN;Lunchcafé Vrij;;1;;1
FIN;M. & R. de Monchy N.V.;;4;;4
FIN;M.M. Projects B.V.;;1;;1
FIN;M.W. Saris;;1;;1
FIN;Maassen's Banketbakkerij B.V.;;;1;1
FIN;Maison van den Boer;;1;;1
FIN;Maison Van den Boer Stadion Galgenwaard;;1;;1
FIN;MaJe 2015 B.V.;;1;;1
FIN;Manutan B.V.;;;1;1
FIN;Mauritz Restaurant Hotel en Salon;;1;;1
FIN;Meeting Plaza Utrecht B.V.;;1;;1
FIN;Mei Ling;;1;;1
FIN;Mijnhart Horeca Exploitatie;;1;;1
FIN;Minckelers;;1;;1
FIN;Motel Hengelo B.V.;;1;;1
FIN;Motel Nuland;;1;;1
FIN;Motorhuis Goudlaan;;;1;1
FIN;Motrac Intern Transport B.V.;;;4;4
FIN;Multibook Partners B.V.;;1;;1
FIN;Munckhof Taxi B.V.;;;2;2
FIN;Museum Catering B.V.;;1;;1
FIN;Museumkwartier B.V.;;1;;1
FIN;N.B.C. Exploitatie B.V.;;4;;4
FIN;Nefkens Oost;;;1;1
FIN;New York Café B.V.;;1;;1
FIN;NewTeam B.V.;;1;;1
FIN;Nhow Amsterdam B.V.;;2;;2
FIN;nhow Rotterdam;;1;;1
FIN;Nieuw Atlantis B.V.;;1;;1
FIN;Nieuwe Nobelaer B.V.;;1;;1
FIN;NIHO B.V.;;1;;1
FIN;Nolot;;1;;1
FIN;Nooteboom Autolease;;;1;1
FIN;Obba Lounge Restaurant B.V.;;1;;1
FIN;Oirschot Olie B.V.;;;1;1
FIN;Oliecentrale Nederland;;;1;1
FIN;Olijfje;;1;;1
FIN;Olivijf B.V.;;1;;1
FIN;Ontmoetingscentrum Gereformeerde Kerk;;1;;1
FIN;Ontmoetingscentrum 'Onder de Toren';;1;;1
FIN;Oostduinhaghe Hotel B.V.;;1;;1
FIN;Optisport Medemblik B.V.;;1;;1
FIN;Oriental Testiest;;1;;1
FIN;Ouwe Dikke Dries;;1;;1
FIN;P1 Parking Hooghuis B.V.;;;2;2
FIN;Pan;;1;;1
FIN;Park Restaurant B.V.;;1;;1
FIN;Parkeerbeheer Bergen op Zoom B.V.;;;1;1
FIN;ParkeerService;;;1;1
FIN;Park-line B.V.;;;3;3
FIN;Parkmobile Benelux B.V.;;;1;1
FIN;Patch Marketing B.V.;;;4;4
FIN;Paviljoen Sterrebos B.V.;;4;;4
FIN;Picasso Restaurant;;1;;1
FIN;Pon Dealer;;;1;1
FIN;Postillion Hotels B.V.;;2;;2
FIN;Progress Events B.V.;;1;;1
FIN;PubliContact B.V.;;1;;1
FIN;Publieke Werken B.V.;;1;;1
FIN;Puur Amsterdam;;1;;1
FIN;QO Storm Utrecht B.V.;;1;;1
FIN;Q-Park Beheer B.V.;;;1;1
FIN;R.E. Diamant;;1;;1
FIN;RAI Amsterdam B.V.;;2;;2
FIN;Ramblas;;1;;1
FIN;Recreatie & Entertainment NL 3;;1;;1
FIN;Rederij Lovers B.V.;;1;;1
FIN;Regardz Berghotel Amersfoort;;1;;1
FIN;Regardz Business Center;;2;;2
FIN;Regus Amsterdam B.V.;;1;;1
FIN;Restaurant A1 Deventer B.V.;;1;;1
FIN;Restaurant Abby's B.V.;;1;;1
FIN;Restaurant Amfora;;1;;1
FIN;Restaurant Bonnie & Clyde en Zoon B.V.;;1;;1
FIN;Restaurant Bowling Venray;;1;;1
FIN;Restaurant Burgerzaken;;1;;1
FIN;Restaurant Business Park Apeldoorn B.V.;;1;;1
FIN;Restaurant cafe Houtplaats;;1;;1
FIN;Restaurant Catalunia;;1;;1
FIN;Restaurant de Baander;;1;;1
FIN;Restaurant De Basiliek B.V.;;1;;1
FIN;Restaurant De Betuwe Tiel B.V.;;1;;1
FIN;Restaurant De Gaanderij;;1;;1
FIN;Restaurant De Klomp B.V.;;1;;1
FIN;Restaurant De Smoezer V.O.F.;;1;;1
FIN;Restaurant 'De Sniep' B.V.;;1;;1
FIN;Restaurant De Spitsheuvel V.O.F.;;1;;1
FIN;Restaurant De Tropen;;1;;1
FIN;Restaurant De Vier Linden;;1;;1
FIN;Restaurant De Vier Seizoenen;;1;;1
FIN;Restaurant De Vlindertuin;;1;;1
FIN;Restaurant 'De Voetangel';;1;;1
FIN;Restaurant Den Uiver;;1;;1
FIN;Restaurant Diyar;;1;;1
FIN;Restaurant d'Oliveira;;1;;1
FIN;Restaurant Elders;;1;;1
FIN;Restaurant Fred;;1;;1
FIN;Restaurant Genroku2 B.V.;;1;;1
FIN;Restaurant Groeskamp B.V.;;1;;1
FIN;Restaurant Hagedis;;1;;1
FIN;Restaurant 'Hendrickje Stoffels';;1;;1
FIN;Restaurant Het Hooihuis;;1;;1
FIN;Restaurant het Oude Dykhuys;;1;;1
FIN;Restaurant Ida B.V.;;1;;1
FIN;Restaurant Indrapura-Asian Home Cooking;;1;;1
FIN;Restaurant Kleinsman;;1;;1
FIN;Restaurant Mamouche;;1;;1
FIN;Restaurant Napoleon;;1;;1
FIN;Restaurant OKAY;;2;;2
FIN;Restaurant Oude Maas;;1;;1
FIN;Restaurant Parthenon;;1;;1
FIN;Restaurant Party-Service De Drempel;;1;;1
FIN;Restaurant Polderpoort B.V.;;1;;1
FIN;Restaurant Poppe Apeldoorn B.V.;;1;;1
FIN;Restaurant Poppe Zwolle;;1;;1
FIN;Restaurant Populair;;1;;1
FIN;Restaurant Promessa V.O.F.;;1;;1
FIN;Restaurant Rhodos;;1;;1
FIN;Restaurant Sizzles;;1;;1
FIN;Restaurant 't Arsenaal;;1;;1
FIN;Restaurant Vandaag Amsterdam B.V.;;1;;1
FIN;Restaurant Vanille;;1;;1
FIN;Restaurant Voorbij Verlaan;;1;;1
FIN;Restaurant Vrijdag B.V.;;1;;1
FIN;Restaurant Weet je Wel;;1;;1
FIN;Restaurant Wiesen;;1;;1
FIN;Restaurant/Zaal 'De Haven';;1;;1
FIN;Restaurant-Café 'in de Waag' B.V.;;1;;1
FIN;Rever B.V.;;1;;1
FIN;RHN Projectmanagement;;1;;1
FIN;Rhodos Grieks Restaurant;;1;;1
FIN;Ridderikhoff B.V.;;1;;1
FIN;'Rietland';;1;;1
FIN;Rmm Mobiele Truck Cleaning Service;;;1;1
FIN;Robin Hood;;1;;1
FIN;Robo Gascentrale B.V.;;;1;1
FIN;Rosarium Wokrestaurant Westbroekpark;;1;;1
FIN;Royal Rex B.V.;;1;;1
FIN;S.B.I. Zonheuvel B.V.;;2;;2
FIN;Samen B.V.;;1;;1
FIN;Santos Den Haag B.V.;;1;;1
FIN;Scherpenisse Auto's B.V.;;;1;1
FIN;Schietsportvereniging 't Fort Hoofddorp;;2;;2
FIN;Schouwburg en Congrescentrum Orpheus N.V.;;4;;4
FIN;Silver Pond B.V.;;1;;1
FIN;Sint Franciscus-Stichting;;1;;1
FIN;Sizzling B.V.;;1;;1
FIN;Sjapo;;1;;1
FIN;Sol Y Sombra;;1;;1
FIN;Solex Verhuur Twente;;1;;1
FIN;Sozing;;1;;1
FIN;Spaces Rode Olifant B.V.;;2;;2
FIN;Sportcafé de Opgang;;1;;1
FIN;Sportfondsen Haarlemmermeer B.V.;;1;;1
FIN;Sportvereniging Blijft Steeds Moedig;;1;;1
FIN;Springbee B.V.;;1;;1
FIN;Stadscafé Hexagon;;1;;1
FIN;Stadscafe Meesters;;1;;1
FIN;Stadscafé Vancouver;;1;;1
FIN;Stadsvilla Sonsbeek B.V.;;1;;1
FIN;Stairway To Heaven B.V.;;1;;1
FIN;Staten-Hotel;;1;;1
FIN;Stayokay 'Heemskerk';;1;;1
FIN;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;1
FIN;Sticht. Multifunction. Accommodatie B'smilde;;1;;1
FIN;Sticht. WTC The Hague Int. Business Club;;1;;1
FIN;Stichting Beheer Synagoge;;1;;1
FIN;Stichting De Passerel;;1;;1
FIN;Stichting Doarpshus Lekkum;;1;;1
FIN;Stichting Exploitatie 'Pulchri Studio';;1;;1
FIN;Stichting Landgoed Nienoord;;1;;1
FIN;Stichting Nemo Horeca;;1;;1
FIN;Stichting Sport en Welzijn Ridderkerk;;2;;2
FIN;Stichting VVV Breda;;1;;1
FIN;Stichting Zwembad 'De Zeehond';;1;;1
FIN;Still Intern Transport B.V.;;;2;2
FIN;Sumo Amsterdam 3 B.V.;;1;;1
FIN;Sumo Amsterdam 4 B.V.;;1;;1
FIN;'t Goude Hooft Exploitatie B.V.;;1;;1
FIN;'t Nieuwe Plein;;1;;1
FIN;'t Ruysdael B.V.;;1;;1
FIN;'t Veerhuis Lands End;;1;;1
FIN;'t Wapen van Kennemerland;;1;;1
FIN;Tante Bet;;1;;1
FIN;Tapperij in de Gauwe Geit;;1;;1
FIN;Taveerne Het Wetshuys;;1;;1
FIN;Taxi Lovink;;;1;1
FIN;Ten Zuiden Van;;1;;1
FIN;Tennant N.V.;;;2;2
FIN;The Colour Kitchen at Work B.V.;;1;;1
FIN;The Hangar B.V.;;1;;1
FIN;The Hielander;;1;;1
FIN;The Shamrock;;1;;1
FIN;Theater Hotel Almelo;;1;;1
FIN;Theatercafé G en A Boelens;;1;;1
FIN;Theatercafé Podium Mozaïek B.V.;;1;;1
FIN;Theaterhotel De Oranjerie B.V.;;1;;1
FIN;Tilkema Horeca B.V.;;1;;1
FIN;Top Boulevard C.V.;;1;;1
FIN;Top/Com Managementnetwerken B.V.;;1;;1
FIN;Travelcard Nederland B.V.;;;3;3
FIN;Truck & Trailer Service Holten;;;1;1
FIN;Truckwash Bodegraven B.V.;;;1;1
FIN;Turks Restaurant Lades;;1;;1
FIN;Ugly Duck;;1;;1
FIN;Umami Restaurant B.V.;;1;;1
FIN;USG Restart;;2;;2
FIN;V.d. Valk Hotel Apeldoorn de Cantharel B.V.;;1;;1
FIN;V.O.F. Bokes;;1;;1
FIN;V.O.F. Café de Tol;;1;;1
FIN;V.O.F. Café-Restaurant-Pension 'Centraal';;1;;1
FIN;V.O.F. Golden Dynasty;;1;;1
FIN;V.O.F. Grand Café 'Central';;1;;1
FIN;V.O.F. Kropholler;;;1;1
FIN;V.O.F. Restaurant Camelot;;1;;1
FIN;V.O.F. Restaurant Karaf;;1;;1
FIN;V.O.F. Restauratieatelier Mösenbacher;;1;;1
FIN;V.O.F. Snackbar Paradiso;;1;;1
FIN;V.O.F. van Heyst-de Visser;;1;;1
FIN;Van Bunningen Gouda B.V.;;;1;1
FIN;Van der Valk Hotel Arnhem Duiven B.V.;;2;;2
FIN;Van der Valk Hotel Emmen B.V.;;1;;1
FIN;Van der Valk Hotel Heerlen;;2;;2
FIN;Van der Valk Hotel Middelburg B.V.;;2;;2
FIN;Van der Valk Hotel Restaurant Design B.V.;;1;;1
FIN;Van der Valk Hotel Stein-Urmond;;1;;1
FIN;Van der Valk Hotel Zuidbroek;;1;;1
FIN;Van der Valk Hotels B.V.;;1;;1
FIN;Van der Valk Maastricht B.V.;;1;;1
FIN;Van Leeuwen Oliehandel B.V.;;;1;1
FIN;Van Leeuwen Truckservice B.V.;;;1;1
FIN;van Mossel Bedrijfswagencentrum Tilburg B.V.;;;1;1
FIN;Van Mossel Leasing B.V.;;;1;1
FIN;Van Rooyen's Tours;;;1;1
FIN;Van 't Hart Autoverhuur B.V.;;;1;1
FIN;Verder Organis.begel./Interim managem. B.V.;;1;;1
FIN;Vereniging van Grondbedrijven;;1;;1
FIN;Villa Jongerius;;1;;1
FIN;Villa Welgelegen B.V.;;1;;1
FIN;Visrestaurant Marktzicht;;1;;1
FIN;Vlaams Arsenaal B.V.;;1;;1
FIN;Vork & Mes B.V.;;1;;1
FIN;VRIENDSCHAP café restaurant;;1;;1
FIN;Walrus Leeuwarden B.V.;;1;;1
FIN;Waterloo Bar;;1;;1
FIN;Wensink Automotive B.V.;;;2;2
FIN;Wereldrestaurant Puur B.V.;;1;;1
FIN;WestCord Hotel De Veluwe;;4;;4
FIN;Westernboerderij B.V.;;1;;1
FIN;Wijkcentrum Kersenboogerd;;1;;1
FIN;Wissenkerke;;1;;1
FIN;Witte Ballons B.V.;;1;;1
FIN;Wittebrug;;;1;1
FIN;Wok Chinees Restaurant Idol's B.V.;;1;;1
FIN;Wok de Molen B.V.;;1;;1
FIN;Wok Restaurant Almere B.V.;;1;;1
FIN;Wok Wamelink B.V.;;1;;1
FIN;Wokrestaurant Chassé Hof;;1;;1
FIN;Woudschoten Conferentiecentrum B.V.;;2;;2
FIN;Yordy Hoogland B.V.;;1;;1
FIN;Yves'Cuisine;;1;;1
FIN;Zebedeus Café-Restaurant;;1;;1
FIN;Zerobike Amsterdam B.V.;;;1;1
FIN;Zuid B.V.;;1;;1
FIN;Zushi & Zo B.V.;;1;;1
I & M;2 Know How;;1;;1
I & M;4Meetings & Events;;2;;2
I & M;7AM B.V.;;1;;1
I & M;Aal Restaurant en Wijnlokaal B.V.;;1;;1
I & M;Accor Hospitality Nederland N.V.;;1;;1
I & M;Achtienhonderdeenenvijftig (1851) B.V.;;1;;1
I & M;Acta Marine B.V.;1;;;1
I & M;Acta Marine Wind Services B.V.;;;1;1
I & M;ACTME B.V.;;1;;1
I & M;AdeHoon;;2;;2
I & M;Aebi Schmidt Nederland B.V.;7;;7;8
I & M;Albron Nederland B.V.;;1;;1
I & M;Alphatron Marine B.V.;;;1;1
I & M;anoniem;;2;1;2
I & M;Antropia B.V.;;1;;1
I & M;Apotheek Pleyler B.V.;;;1;1
I & M;Arendshoeve B.V.;;1;;1
I & M;Aristo Eindhoven B.V.;;1;;1
I & M;Aristo Utrecht B.V.;;1;;1
I & M;Ark van Noach B.V.;;1;;1
I & M;Art Centre Delft;;2;;2
I & M;Artikraak;;1;;1
I & M;Ass. Autofauteuils B.V.;;;1;1
I & M;Aswa Architecten B.V.;;1;;1
I & M;Athlon Car Lease Rental Services B.V.;;;1;1
I & M;Atlantic Hotel Exploitatie B.V.;;1;;1
I & M;Auto- en Bergingsbedr. Van den Boogaard B.V.;;;1;1
I & M;Auto Mondt B.V.;;;4;4
I & M;Autobedrijf R.H. Postema en Zn.;;;1;1
I & M;Automat Den Bosch;;;1;1
I & M;AutomotiveNL B.V.;;2;;2
I & M;AutoVerhuurLelystad B.V.;;;1;1
I & M;Avex B.V.;;1;;1
I & M;Aviodrome Exploitatie B.V.;;1;;1
I & M;B&S Autoaanpassing Uitgeest;;;1;1
I & M;B.V. 'Esbi';;;1;1
I & M;B.V. Rederij G. Doeksen en Zonen;;1;;1
I & M;B.V. Scheepswerf Maaskant;7;;7;7
I & M;B.V. Technisch Bureau Uittenbogaart;;;1;1
I & M;Banketbakkerij Nijstad;;1;;1
I & M;Barbarossa Beach B.V.;;1;;1
I & M;Bartmanz;;1;;1
I & M;Bastion Hotel Terbregseplein B.V.;;2;;2
I & M;Bastion Hotel Utrecht B.V.;;1;;1
I & M;Bastion Hotelgroep B.V.;;1;;1
I & M;BCN B.V.;;1;;1
I & M;BDGF B.V.;;1;;1
I & M;Be in Business B.V.;;1;;1
I & M;Beachclub Take Five;;1;;1
I & M;Beheermaatschappij BAB B.V.;;;1;1
I & M;Bek & Verburg B.V.;;;2;2
I & M;Belgisch Biercafé Olivier B.V.;;1;;1
I & M;Bellevue Groothoofd hotel culinair B.V.;;1;;1
I & M;Berlage Meet and Workspace B.V.;;1;;1
I & M;Beurs van Berlage C.V.;;2;;2
I & M;Bever Andelst B.V.;;;1;1
I & M;Bever Assen B.V.;;;1;1
I & M;Biesbosch Museum;;1;;1
I & M;BIGA Groep B.V.;;1;;1
I & M;Bilderberg Europa Hotel Scheveningen;;1;;1
I & M;Bilderberg Grand Hotel Wientjes;;1;;1
I & M;Bilderberg Hotel De Buunderkamp;;1;;1
I & M;Bilderberg Hotel Klein Zwitserland;;1;;1
I & M;Bloem & RI;;1;;1
I & M;blooming hotel en conferentielandgoed B.V.;;1;;1
I & M;Bluestream ROV B.V.;;;1;1
I & M;BMW Den Haag B.V.;;;1;1
I & M;Boeg B.V.;;;1;1
I & M;bol.com B.V.;;;1;1
I & M;Bommel;;1;;1
I & M;Booster Maritime;;;1;1
I & M;Bootservice Leeuwen;1;;2;2
I & M;Breed in Beeld Creaties;;;1;1
I & M;Brezan Automaterialen Epe;;;1;1
I & M;Brimos Techniek B.V.;;;3;3
I & M;Brunsmann Jacht- & Scheepsexperts;1;;1;1
I & M;BSE IJmond B.V.;;;2;2
I & M;Buba Entertainment B.V.;;1;;1
I & M;Budget Rent a Car;;;1;1
I & M;Buitengoed Hagenhorst Exploitatie B.V.;;1;;1
I & M;Buitengoed Uylenburg B.V.;;1;;1
I & M;Buitenlandsche Zaken B.V.;;1;;1
I & M;Bunkerstation 'Delta' Stolk & Berends B.V.;4;;;4
I & M;Bureau Veritas Marine Nederland B.V.;;;4;4
I & M;Bureau Zuidema B.V.;;1;;1
I & M;Buro M. Meij;;1;;1
I & M;C.I.V. Lauwerszee Harlingen B.V.;;;1;1
I & M;C.I.V. Lauwerszee Lauwersoog B.V.;;;1;1
I & M;C.I.V. Lauwerszee Technische Dienst B.V.;;;1;1
I & M;Café 'De Krom';;1;;1
I & M;Café Restaurant Land- en Zeezicht;;1;;1
I & M;Café Restaurant Luchthaven Lelystad;;1;;1
I & M;Café Zomerlust;;1;;1
I & M;Café-Restaurant Nieuw Land B.V.;;1;;1
I & M;Calimero;;1;;1
I & M;Came Nederland B.V.;;;1;1
I & M;Caravanlife Gorter B.V.;;;1;1
I & M;Carlton Beach Club;;2;;2
I & M;Carrier Transicold, Vego Trans;;;1;1
I & M;Carrosseriefabriek Veth Arnhem B.V.;;;1;1
I & M;Catering Oud London B.V.;;2;;2
I & M;Centre for Generative Leadership B.V.;;1;;1
I & M;Charissa's Lavanderia;;;1;1
I & M;Claushuis Aanhangwagens;;;1;1
I & M;CLI Conference Line International B.V.;;1;;1
I & M;Colex;;;3;3
I & M;Compass Group Nederland B.V.;;1;;1
I & M;Conferentiehotel Olaertsduyn beheer;;1;;1
I & M;Coolblue B.V.;;;2;2
I & M;Coöp. In- en Verkoopver. 'Den Oever' UA;;;1;1
I & M;Coöp. Inkoopver. van Visserijbenodigdheden UA;1;;1;1
I & M;Crowne Plaza Hotel Maastricht;;1;;1
I & M;CZAV;1;;1;1
I & M;Dam25 Exploitatie B.V.;;1;;1
I & M;Damen Shipyards Den Helder B.V.;7;;7;7
I & M;Datema Watersport B.V.;;;3;3
I & M;De Baak Noordwijk B.V.;;1;;1
I & M;De Bakkerswinkel Den Haag;;1;;1
I & M;De Bergse Bossen;;1;;1
I & M;de Bibliotheek aan de Vliet;;1;;1
I & M;De Brasserij Partycentrum;;1;;1
I & M;De Groene Zaak, Ond. voor een Duurz. Economie;;1;;1
I & M;De Haas Maassluis B.V.;7;;7;7
I & M;De Hamburgerstraat C.V.;;1;;1
I & M;De Harmonie;;1;;1
I & M;De Harmonie B.V.;;1;;1
I & M;De Heische Hoeve B.V.;;1;;1
I & M;De Hooge Vuursche B.V.;;1;;1
I & M;De Hoorneboeg B.V.;;1;;1
I & M;De Japanse Watertuin B.V.;;1;;1
I & M;De Klok Breda B.V.;;1;;1
I & M;De Klub;;1;;1
I & M;De Koperen Tuin B.V.;;1;;1
I & M;De Landgoederij B.V.;;1;;1
I & M;De Lindenhof;;1;;1
I & M;De Meerhoeve;;1;;1
I & M;De Parel van Zuilen;;2;;2
I & M;De Smockelaer B.V.;;1;;1
I & M;De Stee;;1;;1
I & M;De Verandercentrale B.V.;;1;;1
I & M;De Winkel van Sinkel B.V.;;1;;1
I & M;De Witte Vosch B.V.;;1;;1
I & M;De Zeetoren;;1;;1
I & M;De Zoete Inval B.V.;;1;;1
I & M;Dekker en Stam B.V.;4;;;4
I & M;Delflandhoeve;;1;;1
I & M;Destil;;;2;2
I & M;Diner Thuis;;1;;1
I & M;Diversey B.V.;;;1;1
I & M;Divide B.V.;;;1;1
I & M;DJ Stefan Thomas;;1;;1
I & M;DMG Holding IJmuiden B.V.;1;;3;3
I & M;Dogcenter;;1;;1
I & M;Down Under Horecaexploitatie B.V.;;1;;1
I & M;D'r Jochumhof B.V.;;1;;1
I & M;Du Nord Rijwielen;;;1;1
I & M;Duinisveld Architect;;1;;1
I & M;Dusseldorp Inzameling en Recycling B.V.;;;1;1
I & M;E.M. Toonen Holding B.V.;;1;;1
I & M;Eden Den Haag Hotel Exploitatie I B.V.;;1;;1
I & M;Eden Oranje Hotel B.V.;;1;;1
I & M;Eetcafe De Fabriek;;1;;1
I & M;Eldorado B.V.;;;1;1
I & M;Elisa Mutsaers;;1;;1
I & M;Engels Conference Center B.V.;;2;;2
I & M;Ernst Sillem Hoeve B.V.;;2;;2
I & M;Escape World B.V.;;1;;1
I & M;Escape010;;1;;1
I & M;Etef B.V.;;1;;1
I & M;Evert Koning B.V.;;;2;2
I & M;Exploit.maatsch. Seaport Beach Resort B.V.;;1;;1
I & M;Exploitatie Hotel Zeestraat Den Haag B.V.;;1;;1
I & M;Exploitatie Maatschappij Delta Hotel B.V.;;1;;1
I & M;Exploitatiemij. Grand Hotel Karel V B.V.;;1;;1
I & M;Fa. A.G. Rutten-Hulst;;;1;1
I & M;Fa. P.H. Walinga;;;1;1
I & M;FDman B.V.;;;2;2
I & M;Filtersystemen Nederland B.V.;;;4;4
I & M;Firma J. Veenma;;;1;1
I & M;Fitland Suytkade B.V.;;1;;1
I & M;Fleetlogic B.V.;;;2;2
I & M;Fletcher Hotel Paleis Het Stadhouderlijk Hof;;1;;1
I & M;Fletcher Hotel-Restaurant Heiloo;;1;;1
I & M;Fort Voordorp B.V.;;1;;1
I & M;Gastheeren Bedrijfscatering;;1;;1
I & M;Gebr. Van Duijvenbode en Zonen;;;2;2
I & M;Geniet Arnhem B.V.;;1;;1
I & M;Geo B.V.;7;;3;7
I & M;Gerken Hoogwerkers Verhuur B.V.;;;1;1
I & M;Golden Tulip Hotel Central;;1;;1
I & M;Good Conditions B.V.;;;1;1
