Ministerie;Handelsnaam;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
DEF;TrueCom;;1;;;;;;;1
DEF;Ukomst B.V.;;;;;;;;4;4
DEF;Ultimo Software Solutions B.V.;;;;;1;2;2;;2
DEF;Unique Nederland B.V.;;;;;;;;1;1
DEF;UNIT4 IT Solutions B.V.;;;;;;;1;;1
DEF;United4all;;3;;;;;;;3
DEF;UP learning B.V.;;;;;1;;2;;2
DEF;Upsell;;;;;;;;3;3
DEF;V.O.F. Boekbinderij Verschoor;;1;;;;;;;1
DEF;V.O.F. Boet Schouwink Producties;;1;;;;;;;1
DEF;Van Dijk Zakelijk B.V.;;;;;;;1;;1
DEF;Van Hal Totaal;;7;2;;;;8;;8
DEF;Vanderkooij Telecommunicatie B.V.;;2;;2;;;1;;3
DEF;Vertimart Consultants B.V.;;;;;2;;;;2
DEF;Vicrea Solutions B.V.;;;;;1;;;;1
DEF;Video Duplication Holland B.V.;;1;;;;;;;1
DEF;Vosko Networking B.V.;;6;;;;1;;;6
DEF;VX Company External Resources B.V.;;;;;;;;2;2
DEF;Waidmann;;1;;;;;;;1
DEF;We-Got-IT B.V.;;4;3;2;;;2;;5
DEF;Wiba Zevenaar B.V.;;1;;;;;;;1
DEF;XBWORKS;;;;;;;;4;4
DEF;Xerox (Nederland) B.V.;;1;;;;;7;;7
DEF;Xolphin B.V.;;;;;;;1;;1
DEF;XS4ALL Internet B.V.;;;;;;;1;;1
DEF;Yacht;;;;;;;;7;7
DEF;Yorcom Computers B.V.;;1;;;;;;;1
DEF;YourIT B.V.;;;;;;;1;;1
DEF;Zalsman B.V.;;;;;;;4;;4
DEF;Zalsman Print B.V.;;;;;;;2;;2
DEF;Ziggo B.V.;;;;;;;1;;1
EZ;&ranj B.V.;;;;;;;;2;2
EZ;4Value B.V.;;;;;;;;1;1
EZ;Abbott Informatics Netherlands B.V.;;;;;;2;;;2
EZ;Acrosoft Nederland;;;;;;;;1;1
EZ;Addcomm Direct B.V.;;;;;;;;1;1
EZ;AEVES B.V.;;;;;;;;1;1
EZ;Agilent Technologies Netherlands B.V.;;;;;;;1;;1
EZ;Agrovision B.V.;;;;;;;;1;1
EZ;AllSolutions B.V.;;;;;;;;1;1
EZ;AM van Dijk;1;;;;;;;;1
EZ;Amcom;;;;;;;1;;1
EZ;Amsio B.V.;;;;;2;;;;2
EZ;Andrews Sykes B.V.;;;;;;1;;1;1
EZ;Anoigo Services Limited;;;2;;;3;;2;4
EZ;Applied Maths N.V.;;;;;;;;2;2
EZ;ARCADIS Nederland;;;;;;;;1;1
EZ;ASB Security B.V.;;;;;;;1;;1
EZ;AST Marine Siences Ltd;;;;;;;1;;1
EZ;Atos Nederland B.V.;;6;1;7;6;;;7;8
EZ;Auditconnect B.V.;;;;2;;;;;2
EZ;Avex B.V.;;1;;;;;;;1
EZ;Axians;2;;;;2;;;1;2
EZ;Baker Tilly Berk Breda;;;;;3;;;;3
EZ;Belstore.Com B.V.;;;;;;;1;;1
EZ;Berenschot Groep B.V.;;;;;;;;4;4
EZ;Between B.V.;;;;;3;;;2;3
EZ;BioAware SA N.V.;;;;;2;;;2;3
EZ;Biomatters Ltd;;;;;;;;1;1
EZ;bioMérieux Benelux B.V.;;;;;;;;1;1
EZ;BIS Bedrijfs Informatie Systemen B.V.;1;;;;;;;;1
EZ;Bitall B.V.;1;;;;;;;;1
EZ;BLAUD B.V.;;;;;;;1;;1
EZ;Bleck Cross Media Creativity;;;;;1;;;;1
EZ;Blinker B.V.;;;;;;;;1;1
EZ;Bluelink B.V.;;1;;;;;;;1
EZ;Boerderij Kamps;;;;1;;;;;1
EZ;bol.com B.V.;;;;;;;1;;1
EZ;BPI Services B.V.;;;;;2;;;;2
EZ;Bredenoord B.V.;;;;;;;;1;1
EZ;Breijer Contractonderhoud B.V.;1;2;1;;;2;;2;3
EZ;BRW B.V.;;;;;;;;1;1
EZ;BSID;;;;;;;;1;1
EZ;BT Nederland N.V.;;5;;;;5;1;1;6
EZ;BT Professional Services Nederland B.V.;;;;1;;;;4;4
EZ;BTC Teleconsult;;;;;;;2;;2
EZ;Bun­desver­wal­tungsamt;;;;;;;;1;1
EZ;Cam IT Solutions B.V.;5;;;;;;;;5
EZ;Cambrium B.V.;;;;;;;1;;1
EZ;Candiensten B.V.;;;;1;;;;;1
EZ;Cannock Chase B.V.;;;;;;;1;;1
EZ;Canon Nederland N.V.;1;2;2;;;;1;;3
EZ;Capgemini Nederland B.V.;1;6;2;1;;1;5;9;9
EZ;cards ICT Solutions B.V.;;1;;;;;1;;1
EZ;CBS Solutions;;;;;;;;3;3
EZ;Cendris Dataconsulting B.V.;;1;;;;;;;1
EZ;Central Point Nederland B.V.;;1;;;;;;;1
EZ;Centric;;;;;3;3;;;4
EZ;Centrum voor Publieke Innovatie CPI B.V.;;;3;;;2;;2;4
EZ;CGE Risk Management Solutions B.V.;;;;;1;;;;1
EZ;CGI Nederland B.V.;;1;;;5;;;7;7
EZ;Chalet XV B.V.;;;;;;;2;;2
EZ;CHEMDOX GmdH;;;;;;;;1;1
EZ;Cimsolutions;;;;;2;;;;2
EZ;Circle Systems Inc;;;;;1;;;;1
EZ;Claranet Benelux B.V.;;1;;;;;;;1
EZ;CLS-Collecte Localisation Satellites;;;;;;;3;;3
EZ;CM Telecom B.V.;;;;;;;2;;2
EZ;CoMore B.V.;;;;;;;1;;1
EZ;COMPAREX Nederland B.V.;6;1;;;4;;;;6
EZ;Connected Information Systems B.V.;;;;;2;;;;2
EZ;Conquaestor B.V.;;;;;;;;1;1
EZ;Conrad Electronic Benelux B.V.;1;;;;;;;;1
EZ;Coolblue B.V.;;1;;1;;;2;1;2
EZ;Cosinus Computing B.V.;2;;;;1;;;;2
EZ;Creaim B.V.;;;;;;;;1;1
EZ;CreativeCrowds B.V.;;;;;;;;1;1
EZ;CRFS Ltd  Building 7200;;;;;;;3;;3
EZ;Croon Elektrotechniek B.V.;;;;;;2;1;;2
EZ;CTM Solution B.V.;;;;;;;;1;1
EZ;CycloMedia Technology B.V.;;;;;1;;;;1
EZ;D Hosting;1;;;;;;;;1
EZ;D.D.S. Electronics Europe B.V.;;;;;;;1;;1
EZ;Data Recovery Nederland;;;1;;;;;;1
EZ;DataExpert B.V.;;;;;1;;1;1;2
EZ;Dataplus Netherlands B.V.;;;;;4;;;;4
EZ;Daxisweb B.V.;;;;;1;;;;1
EZ;DCA Groep B.V.;;;;1;;;;;1
EZ;De Lage Landen Vendorlease B.V.;;;;;;;1;;1
EZ;De Polderland Groep B.V.;;;;;;;;2;2
EZ;De Vos Groep B.V.;;;;;;1;;;1
EZ;Dell Products (Europe) BV;;;;;;;;1;1
EZ;Delmation Products B.V.;;1;;;;;;;1
EZ;Deloitte Belastingadviseurs B.V.;;;;;;;;2;2
EZ;Designeffects;1;;;;;;;;1
EZ;Detron Computerverhuur;;1;;;;;2;2;2
EZ;Detron Telecom Enterprise;;2;;4;4;;2;4;6
EZ;DGMR Software B.V.;;;;;;;;1;1
EZ;Digidentity B.V.;;;;;1;;;1;1
EZ;Dionar B.V.;;;;;1;;;;1
EZ;Dophou Nederland B.V.;1;;;;;;;;1
EZ;Dow Jones & Company Inc.;;;;;2;;;;2
EZ;DPI Animation House B.V.;;;;;;;;1;1
EZ;Driebit B.V.;1;;;;;;;;1
EZ;Driebit Hosting B.V.;1;;;;;;;;1
EZ;DTG B.V.;1;;;;;;;;1
EZ;Easylocate;;;;;;;;1;1
EZ;Easynet Nederland B.V.;;;;;;;2;;2
EZ;Eduwise;;;;;;;;1;1
EZ;Effectory B.V.;;;;;;;;1;1
EZ;E-Office B.V.;;;;;;;1;;1
EZ;EOM Data Solutions B.V.;;;;;;;;2;2
EZ;Equinix (Netherlands) B.V.;;1;;;;6;;1;6
EZ;Ergobrain B.V.;1;;;;1;;;;1
EZ;Ernst & Young Accountants LLP;;;;;;;;3;3
EZ;Escrow Europe B.V.;;;;;1;;;;1
EZ;Esecor B.V.;;;;;2;;;;2
EZ;Esri Nederland;;;;;3;;;;3
EZ;Evenium;;;;;;;;1;1
EZ;Exact Netherlands B.V.;;;;;1;;;;1
EZ;Exact Software Nederland B.V.;;;;;1;;;;1
EZ;Except;;;;;;;;2;2
EZ;Exelirent B.V.;;;;;;;;1;1
EZ;Fastwell Office Automation B.V.;;1;;;;;;;1
EZ;FEL Concepts B.V.;;;;;;;;2;2
EZ;Finalist IT Group B.V.;;;;;1;2;;1;2
EZ;Firma Beukeveld;;;;;;;;1;1
EZ;Fleetlogic B.V.;;1;;;;;;;1
EZ;ForwardIT B.V.;;;;;1;;;;1
EZ;Fox Crypto B.V.;;5;;;;;;;5
EZ;Fox-IT;;7;;1;2;4;;1;7
EZ;Fujitsu Technology Solutions B.V.;3;2;;;;;;3;4
EZ;GAMS Development Corporation;;;;;2;;;;2
EZ;Gartner Nederland B.V.;;;;;;;;3;3
EZ;Geodan B.V.;;;;;;;;1;1
EZ;Geodan Holding B.V.;;;;1;1;;1;;1
EZ;Geotax;;;;;;;;1;1
EZ;Gerechtsdeurw.kant. Noord-Holland-Noord B.V.;;;;;;;;1;1
EZ;Giarte Services B.V.;;;;;;;;4;4
EZ;Global Knowledge Network Netherlands B.V.;;;;;1;;;;1
EZ;Gridline B.V.;;;;;;;;2;2
EZ;Gullimex B.V.;;;;;;;1;;1
EZ;GW Cross Media B.V.;;;1;;;;;;1
EZ;H.R. Guest Fotografie;;;;;;;;1;1
EZ;Hamburgisches WeltWirtschafts Institut HWWI;;;;;1;;;;1
EZ;Hampshire Exploitatie I B.V.;;1;;;;;;;1
EZ;Haver Analytics;1;;;;;;;;1
EZ;HeadFirst B.V.;;;;;6;;;3;6
EZ;Het Kookplein;;;;;;;;1;1
EZ;Hippo B.V.;;;1;1;;;;;2
EZ;Homij Technische Installaties B.V.;1;;;;;;;;1
EZ;Hoogendoorn Automatisering B.V.;;;;;;;;1;1
EZ;Hotel Contact B.V.;;;;1;;;1;1;1
EZ;Houben Mediatechniek B.V.;;;;;;;;1;1
EZ;HTA Software;;;;;;;;2;2
EZ;Huygens XC B.V.;;;;6;;;;5;7
EZ;IBM Nederland B.V.;;1;;1;2;;;7;7
EZ;ICATT Interactive Media B.V.;;;;;1;;;;1
EZ;ICreative;;;;;1;;;1;1
EZ;Ikoula B.V.;;;;;;1;;;1
EZ;In2Content B.V.;;;;;;;;1;1
EZ;In2ergo B.V.;1;;;;;;;;1
EZ;Infotheek Projektpartners;;;;;;;;1;1
EZ;Infrastructure Services & Projects B.V.;;;;;;;3;;3
EZ;Ingenico e-Commerce Solutions B.V.;;;;;1;;;;1
EZ;Inmarsat Solutions B.V.;;;;;;;4;;4
EZ;Innovero Software Solutions B.V.;1;;;;1;;;;1
EZ;InsightsWorld B.V.;;;;;;;;1;1
EZ;Inter Access O.P. B.V.;;;;;1;;;5;5
EZ;Intermax outsourcing;;;2;;2;2;1;2;3
EZ;Internedservices;;1;3;;1;4;;1;4
EZ;Intrum Justitia Nederland B.V.;;;;;1;1;;;1
EZ;ItaQ;;;;;2;;;;2
EZ;IT-Staffing Nederland B.V.;;;;;5;;;4;6
EZ;IV Software;;;;1;;;;;1
EZ;iWelcome B.V.;;;;;;;;4;4
EZ;JetBrains s.r.o.;;;;;;;;1;1
EZ;Jouve;;;;;2;;;;2
EZ;JStor;;;;;1;;;;1
EZ;Juricas B.V.;;;;1;1;;;1;2
EZ;Kabel-Mania;;1;;;;;;;1
EZ;Kamera Express;;1;;;;;;;1
EZ;Kiwa Register B.V.;;;;;;;;1;1
EZ;KommaGo.nl;;;;;;;1;;1
EZ;Kools & Ravenhorst Brandkasten B.V.;;;;;;;2;;2
EZ;KPN B.V.;1;1;;;;;5;;5
EZ;KPN Consulting B.V.;;;;;;5;5;2;6
EZ;KPN Corporate Market;;;;;1;;1;;1
EZ;KPN Critical Communications;;;;;;;2;;2
EZ;KPN XL;;;;;;;2;;2
EZ;L & M Software B.V.;;;;;;1;;1;1
EZ;Labvantage Solutions Lmtd;;;;;;;;1;1
EZ;Lead Solutions B.V.;;;1;;;;;1;2
EZ;Leaseplan Nederland N.V.;;;;;;1;;;1
EZ;Leunig GmbH;;1;;;;;;;1
EZ;Level Up B.V.;;;;;;;;2;2
EZ;Locatus;2;;;;;;;;2
EZ;Log*in Consultants Nederland B.V.;;;;1;;;;;1
EZ;Logan ICT Services B.V.;;;;;;;;2;2
EZ;LS telcom AG;;;;;4;;;;4
EZ;Lucom Benelux B.V.;;;;;;;;3;3
EZ;Lumenz;;;;;;;;1;1
EZ;Maakum B.V.;1;;;;;;;;1
EZ;Manutan B.V.;;;;;;;1;;1
EZ;MapGear B.V.;;;;;;;;1;1
EZ;Maptive;;;;;;;;1;1
EZ;Marktplaats B.V.;;;;;2;;;;2
EZ;Marnecs Management;;;;;;;;2;2
EZ;Marosel B.V.;;;;;;;;1;1
EZ;Mattmo Creative B.V.;;;;;;;;3;3
EZ;MCW Studio's B.V.;;;;;;;;1;1
EZ;Medien Aktiv Service GmbH;;;;;;;;1;1
EZ;Metis IT Support B.V.;;;;;;;;6;6
EZ;Microsoft B.V.;;;;;;;;5;5
EZ;Microsoft Ireland Operations Ltd;;;;;1;;;;1
EZ;Mini-Circuits Europe;;1;;;;;;;1
EZ;Misco Nederland B.V.;;;;;;;;1;1
EZ;Misco Nederland BV;;1;;;;;;;1
EZ;Misco Solutions B.V.;;5;2;6;2;8;1;7;9
EZ;Momice B.V.;;;;;1;;;;1
EZ;National Institute of Economic and Social Research;;;;;2;;;;2
EZ;National Physical laboratory;;;;;2;;;;2
EZ;NCC Group Escrow Europe B.V.;1;;;;;;;;1
EZ;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;1;;;;1
EZ;Ned-IT B.V.;1;;;;;;;;1
EZ;Netrex Internet Solutions;;;;;;;;1;1
EZ;NewTelco B.V.;;;;;;;1;;1
EZ;NIVO Plus;;1;;;;;;;1
EZ;NMI Certin B.V.;;;;;;2;;;2
EZ;Numerical Algorithms Group Ltd.;;;;;1;;;;1
EZ;Nxs Internet B.V.;;;;;;2;;1;2
EZ;NXTE;;;;;;;;3;3
EZ;OCLC B.V.;1;;;;2;;;;2
EZ;Odura;;;;;;;;2;2
EZ;Oldenburger Automatisering;;;;;;;;1;1
EZ;Ombits-Telecom;;1;;;;;;;1
EZ;Onsight Solutions B.V.;4;;;1;1;;;;4
EZ;Ontwerpwerk B.V.;;;;;;;;2;2
EZ;Oomen C.A.C.J.;;;;;;;;1;1
EZ;Opensesame ICT B.V.;;;;;2;;;;2
EZ;Operator Groep Delft B.V.;;;;;;;;2;2
EZ;Oracle Nederland;;;6;3;8;;;7;8
EZ;Orcavoice B.V.;;;;;;;1;;1
EZ;Ordina Beheer & Outsourcing;;;;4;4;1;;7;7
EZ;Paraben Corporation;;;;;;;;1;1
EZ;Paradigit Computers;;1;;;;;;;1
EZ;Paragin B.V.;;;;;;;;3;3
EZ;Paralax B.V.;;;;;;;;1;1
EZ;Perceptive Security B.V.;;;;1;1;;;;2
EZ;Perfectview;3;;;;2;;;;3
EZ;PerkinElmer Nederland B.V.;;;;;;;;1;1
EZ;Planon B.V.;;;;;;;;2;2
EZ;PQR B.V.;7;;;;;;;;7
EZ;Pree E-RF-Tech;;;;1;;;;;1
EZ;PressPage;;;;;;;;1;1
EZ;Pricewaterhousecoopers Advisory N.V.;;;;;;;;3;3
EZ;Priority;;1;1;;;;;;1
EZ;Pro_Install automatisering;;;;;2;;;;2
EZ;Prolocation B.V.;;;;;;3;;;3
EZ;Protinus IT B.V.;5;6;4;2;4;3;4;2;7
EZ;QuoVadis Trustlink B.V.;;;;1;1;;;1;1
EZ;R.G. IT B.V.;;;;;;;;1;1
EZ;Repromat B.V.;;1;;;;;;;1
EZ;Restaurant & Catering Mennega;;;;1;;;;;1
EZ;Richardson RFPD;;1;;;;;;;1
EZ;Ritom Beveiligingstechniek B.V.;;;;;;1;;1;1
EZ;Rohde & Schwarz Benelux B.V.;;;;2;2;1;2;;3
EZ;SAMR Interim Solutions B.V.;;;;2;;;;;2
EZ;SAP Nederland B.V.;;;;;7;;;;7
EZ;Sas Institute B.V.;;;;;3;;;;3
EZ;Satcomm.;;;;;;;2;2;2
EZ;Satpower Nederland;;;;;;;1;;1
EZ;SCC Services B.V.;7;;;;;;;;7
EZ;Schiphol Telematics B.V.;;;;;;;2;;2
EZ;Scholten Awater B.V.;;7;;5;;;1;;7
EZ;Schoonderbeek Installatie B.V.;;;;;;;;1;1
EZ;Schuberg Philis B.V.;;1;;;;;;1;2
EZ;Scrumwise;;;;;;;;1;1
EZ;Sectra Communications B.V.;;;;;2;;;;2
EZ;SecureLink Nederland B.V.;;;;;;;;2;2
EZ;Semsys;;;;;1;;;;1
EZ;Sendrata B.V.;;;;;;1;;1;2
EZ;Siers' Leiding-Montage ProjektenOldenzaal BV;;;;;1;;;;1
EZ;Simac Electronics B.V.;;2;;;;;;;2
EZ;Sira Consulting B.V.;;;;;;;;2;2
EZ;Sitebytes B.V.;;;;;;1;;;1
EZ;Siteimprove B.V.;;;;;2;;;;2
EZ;SLTN IT Products B.V.;;;;;2;;;;2
EZ;SLTN IT Professionals B.V.;;;;;2;;;;2
EZ;SmartDocuments Nederland B.V.;;;;;;;;1;1
EZ;smartphonehoesjes.nl;;;;;;;1;;1
EZ;Smidswater B.V.;;;;;;;;1;1
EZ;SMT Simple Management Technologies B.V.;;;;;;;;1;1
EZ;Snelpas Business Service B.V.;1;;;;;;;;1
EZ;Softcrow B.V.;;;;;2;;;;2
EZ;SoftwareONE B.V.;;4;4;6;10;1;;6;10
EZ;Sogeti Nederland B.V.;;;;;6;;;7;7
EZ;Solvinity B.V.;1;;;;;;;1;1
EZ;Square Information Solutions B.V.;1;;;;;;;;1
EZ;Stanley Security Nederland B.V.;;;;;;3;1;2;3
EZ;Start People;;;;;;;;1;1
EZ;StartReady;;;;1;2;;;;2
EZ;Stellar Data Recovery B.V.;;;;;;;;1;1
EZ;Stg. Pens.fonds Benelux-Bur. Intell. Eigendom;;;;;;;;5;5
EZ;Stichting Accessibility;;;;;;;;1;1
EZ;Stichting Akvo;;;;;;;;1;1
EZ;Stichting Kwaliteits-Controle-Bureau;;;;;;;;2;2
EZ;Stichting Videma;1;;;;;;;;1
EZ;Stoneridge Electronics Limited;;;;;;;;1;1
EZ;SURFmarket;2;3;;;;;;;3
EZ;SURFnet B.V.;;;;;4;;;;4
EZ;SurveyMonkey Europe;;;;;1;;;;1
EZ;Symantec Limited;;;;;1;;;;1
EZ;T&T Compet&t.b.v.;;;;;2;;;;2
EZ;Tableau Software;;;;;;;;1;1
EZ;Tailermade Techn. Team 'Triple T' Serv. B.V.;;;;;;1;;2;2
EZ;Tangelo Software B.V.;;;;;2;;;4;4
EZ;TCN SIG Telehousing Exploitatie B.V.;;;;;;6;;;6
EZ;Tele2 Nederland B.V.;;;;1;2;;6;;6
EZ;Telegrootgebruik B.V.;;4;;;;7;7;1;7
EZ;Teleknowledge Call Center Solutions;;;;;2;;;;2
EZ;Telepage B.V.;;;;;;;1;;1
EZ;Telfort Zakelijk B.V.;;;;;;;1;;1
EZ;Telindus-ISIT B.V.;5;7;1;7;3;;;;7
EZ;The MathWorks B.V.;;;;;2;;;;2
EZ;The Pebbles Group Lokale Overheid B.V.;;;;;;;;1;1
EZ;Thin Scale Technology;1;;;;;;;;1
EZ;Thomson Reuters Netherlands B.V.;;;;;2;;;;2
EZ;Tie Nederland B.V.;;;;;;;;1;1
EZ;TOPdesk Nederland B.V.;1;1;;;2;;;1;2
EZ;Tot Z Diensten B.V.;;;;;1;;;;1
EZ;Transformation Technologies B.V.;;;;;;;;2;2
EZ;Triple P Nederland B.V.;;;;;;2;2;1;3
EZ;Turning Technologies Europe B.V.;;;;;;;1;;1
EZ;TWS Technologies B.V.;;;;;1;;;;1
EZ;Uniscape B.V.;;;4;;;;2;;4
EZ;Unisys Nederland N.V.;;;;;4;;;1;4
EZ;Unit 4 Agresso Enterprise Solutions B.V.;;;;;3;;;;3
EZ;United Nations Industrial Development Organization UNIDO;1;;;;;;;;1
EZ;Uselab B.V.;;;;;3;;;;3
EZ;UTS Van der Lee/Cors De Jongh B.V.;;;;;;;;1;1
EZ;Van der Ent Verhuizingen;;;;;;;;2;2
EZ;Van Dijk Zakelijk B.V.;;;;;;;;1;1
EZ;Vanberkel Interim Professionals B.V.;;;;;;;;2;2
EZ;VCK Travel B.V.;;;;;;;;1;1
EZ;Verdonck, Klooster & Associates B.V.;;;;;;;;3;3
EZ;Verint Netherlands B.V.;;;;;;3;;;3
EZ;VEVIDA B.V.;;;;;;1;;;1
EZ;Vicrea Solutions B.V.;;;;;3;;;3;4
EZ;Vivon Nederland B.V.;;;;;;;1;;1
EZ;Vodafone;3;1;;;;;7;3;7
EZ;Volker Wessels Telecom Netwerk Solutions B.V.;;;;;2;;;;2
EZ;Vosko Networking B.V.;;2;2;;1;;;;2
EZ;Vrieservice B.V.;;;;;;;1;;1
EZ;VSN International Limited;;;;;;;;1;1
EZ;Wärtsilä SAM Electronics Nederland B.V.;;;;;;;;1;1
EZ;Weber Installatietechnieken B.V.;;;;;1;;;;1
EZ;Webservices.nl B.V.;;;;;;;;1;1
EZ;Wedomedia B.V.;1;;;;;;;;1
EZ;WHC;;;;;;;;1;1
EZ;WiesWeb Application Development;;;;;;;;1;1
EZ;Wireless Innovation Limited;;;;;;;1;;1
EZ;Xerox (Nederland) B.V.;4;3;5;;;;;1;6
EZ;Xolphin B.V.;;;;;1;;;;1
EZ;XS4ALL Internet B.V.;1;;;;;;2;;2
EZ;Ymor E-Services B.V.;;;;;;;;2;2
EZ;ZEPCAM B.V.;;;;;;;1;;1
EZ;Zet Solutions B.V.;;;;1;;;;1;1
EZ;Zilt & Co B.V.;;;;;;;;1;1
EZ;Zylab Benelux B.V.;;;;;1;;;;1
FIN;2-Advise;;;;1;;;;;1
FIN;Abusix GmbH;;;;;;;;2;2
FIN;Active Group BV;;;;1;;;;;1
FIN;Acuity ICT;;;;;;;;2;2
FIN;AGES;;;;;;;;4;4
FIN;AHA Coaching;;;;2;;;;;2
FIN;Ajax Ch. Varel CSO (Centrale Serv.organis.);;;;;3;;;;3
FIN;Alaska Software;;;;1;;;;;1
FIN;annoniem 116;;;;;;;;5;5
FIN;annoniem 125;;;;;1;;;2;2
FIN;annoniem 14;;;;;;;;7;7
FIN;annoniem 23;;;;;5;;;1;5
FIN;annoniem 29;;;;;;;;3;3
FIN;annoniem 42;;;;;;;;2;2
FIN;annoniem 44;;;;;;;;4;4
FIN;annoniem 57;;;;;;;;6;6
FIN;annoniem 58;;;;;;;;1;1
FIN;annoniem 61;;;;1;;;;;1
FIN;annoniem 66;;;;;;;2;;2
FIN;annoniem 67;;;;;;;1;;1
FIN;annoniem 68;;;;;2;;;;2
FIN;annoniem 88;;;;;;;;3;3
FIN;annoniem 90;;;;;;;;4;4
FIN;annoniem 91;;;;;;;;1;1
FIN;annoniem 95;;;;;2;;;;2
FIN;APC Benelux B.V.;;2;;;;;;;2
FIN;Apprenda B.V.;;;;;4;;;2;4
FIN;Apps B.V.;;;;;2;;;;2
FIN;Asp4all Hosting B.V.;;;;;;;2;;2
FIN;Atexxo Manufacturing B.V.;;;;;;;1;;1
FIN;Atos Nederland B.V.;;;;2;;;;;2
FIN;Bbeyond B.V.;;;;1;;;1;;1
FIN;Belstore.Com B.V.;;;;;;;2;;2
FIN;BINGHAM SCHIEDAM BV;;;;;;;1;;1
FIN;BIS Bedrijfs Informatie Systemen B.V.;;8;;;;;;;8
FIN;BIT B.V.;;;;;;;3;;3
FIN;Bizz Design International bv;;;;;7;;;;7
FIN;Bokkz B.V;;;;;;;;3;3
FIN;Box Com Ltd.;;;;;;;;2;2
FIN;BPI Services B.V.;;1;;;;;;;1
FIN;Bright Alley Knowledge & Learning B.V.;;;;;1;;;;1
FIN;Bright cookie.com;;;;1;;;;;1
FIN;BrightContact Technology B.V.;;;;5;7;;;6;7
FIN;Bureau voor Beeldzaken;;;;;;;;2;2
FIN;Bwise B.V.;;1;;2;;;;;2
FIN;CA software B.V.;;;;;7;;;;7
FIN;Canon Nederland;;;6;3;2;;;;6
FIN;Capgemini Nederland B.V.;;;;;;;2;8;8
FIN;Cargonaut Nederland B.V.;;;;;;;;6;6
FIN;Caribbean Customs Law Enforcement C;;;;;;;2;;2
FIN;CaseWare Nederland;;;;7;7;;;2;7
FIN;CBizz B.V.;;;;;;;1;;1
FIN;CellFix - Mobile Solutions;;;;;;;1;;1
FIN;Central Point Nederland BV;;2;;1;;;;;2
FIN;Centric Netherlands B.V.;;;;2;2;;;;2
FIN;CM Telecom B.V.;;;;;;;1;;1
FIN;Com-Connect B.V.;;;;;1;;;;1
FIN;Communicativ B.V.;;1;2;;;;;;3
FIN;COMPAREX Nederland B.V.;;2;6;7;7;;1;5;8
FIN;Concorde Group B.V.;;;;;;;;1;1
FIN;Contact Valley B.V.;;;;3;;;;;3
FIN;Croon Elektrotechniek B.V.;;;;;2;;;;2
FIN;CSI tools bvba;;;;2;;;;;2
FIN;Cuna International B.V.;;;;;;;1;;1
FIN;DataExpert B.V.;;;;3;;;;;3
FIN;Dell Benelux Call Centre;;;2;;;;;;2
FIN;Delphi;;1;;;;;;;1
FIN;Denit Internet Services B.V.;;;;;;;1;;1
FIN;Detron Telecom Enterprise;;2;6;1;;;;3;6
FIN;Digidentity B.V.;;;;;4;;;;4
FIN;Digital Action;;;;;;;1;;1
FIN;Digitenne B.V.;;;;;;;1;;1
FIN;Document Dialog B.V.;;;;;2;;;;2
FIN;DPS (Digital Photo Systems) B.V.;;;;;2;;;;2
FIN;Dun & Bradstreet B.V.;;;;;;;;2;2
FIN;Duvak Automatisering B.V.;;;;;;;1;;1
FIN;EASTNETS EUROPE SA;;;;2;;;;;2
FIN;Eikelboom & De Bondt It Services B.V.;;;;;;;;3;3
FIN;E-Office B.V.;;;;3;;;;;3
FIN;Ernst & Young Accountants LLP;;;;;;;;4;4
FIN;Escherware B.V.;;;;;1;;;;1
FIN;Fair Isaac Corporation;;;;;;;;2;2
FIN;FEDEX EXPRESS;;1;;;;;;;1
FIN;Flexera (voorheen Honico);;;;;2;;;;2
FIN;Flexwebhosting B.V.;;;;;;;1;;1
FIN;Floyd Consultancy B.V.;;;;;;;1;;1
FIN;Flux Groep B.V.;;;;2;;;;;2
FIN;Flying Penguin International;;;;;;;1;;1
FIN;Focus Nederland;;;;;;;4;;4
FIN;Fofic;;3;;;;;;;3
FIN;Fujitsu Technology Solutions (Holding) B.V.;;;;1;3;;;;3
FIN;Fujitsu Technology Solutions B.V.;;8;3;7;10;;;7;10
FIN;Funatic B.V.;;;;1;;;;;1
FIN;Funk-e Animations B.V.;;;;;;;2;;2
FIN;Gartner Nederland B.V.;;;;;;;;4;4
FIN;GEFEG;;;;;1;;;;1
FIN;Gemnet B.V.;;1;;;2;;3;;4
FIN;Generallzolldirektorat Deutschland;;;;7;;;;;7
FIN;GENESYS Tecommunications Lab;;;;;;;;2;2
FIN;Graydon afd. Incasso;;;;;;;1;;1
FIN;Green Valley Public Solutions B.V.;;;;1;;;;;1
FIN;Gullimex B.V.;;;;;;;1;;1
FIN;HECO SYSTEMS;;1;;;;;;;1
FIN;Heijnen B.V.;;;;1;;;;;1
FIN;Hewlett-Packard Nederland B.V.;;5;7;6;7;;;7;8
FIN;Honeywell Building Solutions;;;3;;;;;;3
FIN;Hostnet B.V.;;;;;;;1;;1
