FID,ID,WIJKNR,WIJKNAAM,WIJKDEEL,STDSDLNR,STDSDLNM,STDSDLKORT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
GEO_IND_WIJKDELEN.346,346,50,Oosterhout,50_70,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186498.127649507 431390.107572643, 185990.136249192 431442.658407158, 185668.71101401 431743.116598415, 185667.821864499 431743.596456055, 185661.544948557 431727.507589828, 185644.460097967 431692.480321312, 185627.874317812 431658.451328304, 185620.23194841 431642.748589869, 185607.765873947 431619.0610514, 185605.247948518 431614.276589724, 185592.979948495 431623.472589742, 185595.054948486 431628.241589762, 185582.187404063 431629.456325228, 185555.193948395 431632.004589824, 185494.900948332 431631.096589833, 185437.909948223 431630.1105899, 185434.049948277 431631.460589842, 185425.127948401 431631.329589708, 185424.369948322 431632.610589788, 185420.079948247 431640.830589867, 185418.159948252 431644.150589866, 185417.409948254 431645.820589864, 185416.749948292 431647.950589826, 185370.092948251 431737.637589907, 185369.555450338 431738.472145348, 185368.954362589 431739.262132823, 185368.293363286 431740.002718113, 185367.576497253 431740.689369362, 185366.808151484 431741.31788448, 185365.99302748 431741.884417635, 185365.136113584 431742.385501718, 185364.242653464 431742.818070524, 185363.318114551 431743.179476993, 185362.368154636 431743.467509374, 185361.398586725 431743.680405248, 185360.415343874 431743.816861947, 185359.424443152 431743.876044209, 185358.431948207 431743.857589947, 185350.370948216 431744.431589932, 185348.267754398 431744.614719401, 185346.159436499 431744.724066372, 185344.048582361 431744.759496372, 185341.937782458 431744.720966148, 185339.829627417 431744.608522998, 185337.726704836 431744.422304713, 185335.631595463 431744.162540048, 185333.546870849 431743.829547653, 185331.475089441 431743.423736408, 185329.418794107 431742.94560423, 185327.380508594 431742.395737948, 185325.36273454 431741.774812417, 185323.367948253 431741.083589864, 185316.059948187 431739.277589929, 185314.891685589 431739.129431477, 185313.716173777 431739.058999913, 185312.538578526 431739.066604531, 185311.364074375 431739.152212133, 185310.197822614 431739.315446378, 185309.044948167 431739.555589944, 185305.721948173 431739.828589929, 185304.409948176 431738.720589926, 185301.249948283 431736.490589813, 185296.749948154 431733.000589936, 185294.269948184 431731.000589901, 185292.309948151 431729.020589936, 185291.899948134 431728.400589953, 185291.889948189 431727.540589896, 185291.699948226 431726.870589853, 185291.259948196 431726.310589886, 185288.829948215 431723.470589857, 185285.079948214 431718.450589855, 185281.039948153 431712.910589909, 185279.599948163 431710.480589896, 185278.519948197 431708.280589854, 185276.919948121 431705.430589932, 185275.469948088 431702.650589963, 185273.889948165 431699.800589882, 185272.919948143 431698.3405899, 185271.539948164 431696.890589874, 185269.569948144 431695.160589892, 185265.499948145 431691.860589888, 185260.719948166 431688.260589856, 185258.229948129 431686.02058989, 185256.288948145 431683.632589873, 185255.133948164 431682.307589851, 185254.569948179 431681.680589834, 185251.529948122 431678.240589883, 185250.139948113 431676.400589893, 185249.259948139 431674.480589865, 185249.099948186 431672.950589815, 185248.919948125 431671.490589875, 185248.419948171 431670.48058983, 185247.38994815 431669.320589845, 185245.949948187 431667.760589805, 185244.579948126 431665.560589864, 185243.884948133 431663.937589854, 185218.009948085 431668.610589886, 185178.375948075 431675.767589874, 185149.699948068 431680.601589865, 185111.230948027 431688.185589873, 185086.03494803 431693.282589856, 185085.63294799 431667.976589874, 185067.559947998 431656.440589841, 185058.629732343 431649.862185718, 185044.994266068 431640.409272319, 185004.139404748 431612.610716478, 184955.193390272 431579.606223927, 184930.351350872 431563.08763045, 184906.278491443 431547.255729584, 184886.484947818 431534.478589766, 184878.778511127 431530.576496556, 184738.433947716 431458.139589688, 184710.501465041 431443.247320523, 184683.544788582 431429.443177467, 184605.466947661 431389.460589571, 184621.303947675 431378.197589555, 184647.941947647 431359.074589597, 184687.348947764 431331.409589477, 184700.766947693 431321.592589556, 184731.795947664 431299.5595896, 184759.451947709 431280.635589559, 184776.197947697 431268.935589575, 184790.201947787 431258.763589477, 184823.186947841 431236.074589438, 184851.400947839 431216.541589446, 184872.712947814 431201.687589477, 184877.888947819 431198.025589474, 184890.825947806 431188.006589493, 184913.199947782 431170.511589522, 184940.949947932 431148.390589365, 184971.743947885 431124.031589419, 184996.095947999 431105.061589308, 185022.983947944 431083.855589368, 185042.732947936 431068.120589381, 185062.453947955 431052.782589364, 185084.825948017 431034.882589308, 185118.055948022 431008.590589307, 185128.930948019 431000.000589309, 185147.479948089 430985.349589236, 185174.772948099 430963.482589235, 185193.137948034 430949.040589309, 185201.847948068 430942.215589276, 185319.231849099 430849.154495126, 185329.439948162 430841.061589202, 185351.728145092 430823.472107785, 185420.05450893 430769.550056092, 185448.685502146 430746.954943323, 185490.962456708 430713.590660474, 185503.306948277 430703.848589109, 185599.416948502 430623.53058889, 185814.956183683 430882.256779438, 185818.016304994 430885.904857405, 185905.345948663 430990.013589294, 185913.163506082 430983.570930305, 185934.292948696 430966.157589267, 185990.858948787 430918.676589181, 185999.999948759 430911.049589209, 186039.940948705 430877.725589271, 186083.040948842 430840.628589135, 186111.924948844 430815.400589133, 186163.658948948 430880.144589127, 186170.459284068 430888.858029121, 186196.954948925 430922.80758921, 186208.105948935 430936.531589225, 186213.036948934 430934.461589228, 186215.12494897 430934.913589185, 186217.361948951 430935.515089214, 186219.598948931 430936.116589239, 186221.387948896 430936.716589275, 186232.099949018 430947.547589171, 186232.919949031 430948.150589157, 186234.039948945 430948.830589246, 186235.239948951 430949.410589245, 186237.289948917 430950.230589283, 186240.409948931 430951.41058927, 186241.929948993 430951.970589208, 186243.149948965 430952.510589237, 186244.559948981 430953.15058922, 186245.639948999 430953.850589209, 186246.859948939 430954.610589268, 186248.049948964 430955.490589242, 186249.339949031 430956.590589181, 186253.299949001 430960.610589216, 186254.209949045 430961.540589169, 186255.699948948 430963.240589276, 186257.11994898 430965.22058924, 186258.459948989 430967.31058924, 186259.599948871 430969.480589365, 186261.369948993 430975.540589242, 186262.009948908 430979.620589333, 186262.499948968 430982.860589273, 186262.999949025 430986.64058922, 186263.91994898 430990.460589273, 186264.519949034 430993.340589223, 186264.629949067 430994.020589186, 186264.749948969 430994.910589285, 186264.769949087 430995.710589171, 186264.819948975 430996.450589278, 186264.839948994 430997.370589263, 186264.829949009 430998.010589247, 186264.749949054 430998.710589205, 186264.739948991 430999.410589271, 186264.85194896 431000.000589303, 186267.02094899 431011.434589282, 186279.479948959 431000.000589315, 186288.224948988 430991.974589284, 186332.528949054 430951.903589221, 186391.349261399 430899.095535179, 186413.965949118 430878.790589157, 186414.329949129 430878.750589146, 186414.949949093 430878.720589185, 186415.419949124 430878.760589154, 186415.919949114 430878.910589165, 186416.30994908 430879.130589204, 186416.569949113 430879.510589166, 186416.989949101 430879.76058918, 186417.659949116 430879.810589167, 186418.339949143 430879.710589141, 186418.869949117 430879.570589164, 186419.099949171 430879.440589111, 186419.649949156 430879.260589129, 186421.229949065 430879.410589219, 186424.0099491 430880.480589189, 186427.129949136 430881.860589157, 186429.669949135 430883.300589159, 186431.689949129 430884.410589166, 186434.19994907 430886.350589234, 186437.789949062 430889.050589243, 186440.189949096 430890.560589212, 186442.909949151 430892.360589164, 186445.639949197 430894.300589121, 186448.509949165 430896.670589158, 186450.179949105 430898.320589219, 186451.839949125 430899.890589202, 186453.139949166 430901.260589167, 186454.099949154 430902.190589177, 186455.689949165 430903.480589167, 186456.8399491 430904.210589238, 186457.729949129 430904.840589206, 186458.619949159 430905.470589176, 186459.559949137 430905.990589201, 186460.649949128 430906.400589212, 186461.649949197 430906.790589145, 186462.969949203 430907.340589138, 186464.119949082 430907.650589265, 186464.839949123 430907.810589226, 186465.559949163 430907.970589183, 186467.989949165 430908.170589182, 186469.309949166 430908.230589182, 186470.309949169 430908.330589181, 186471.269949139 430908.340589209, 186472.399949084 430908.280589265, 186473.539949172 430908.080589174, 186474.869949164 430907.920589188, 186475.899949228 430907.690589122, 186477.119949188 430907.290589169, 186478.909949184 430906.68058917, 186479.837949115 430906.298589243, 186497.618918348 430945.34574387, 186561.232566175 431090.4866577, 186569.774367656 431129.732914004, 186498.127649507 431390.107572643))"
GEO_IND_WIJKDELEN.347,347,50,Oosterhout,50_14,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((185845.518947559 432215.10259094, 185845.518948571 432215.10259038, 185845.399948649 432214.989590301, 185843.32194858 432210.194590365, 185842.204948636 432207.615590303, 185838.955676546 432200.116777104, 185837.640948681 432197.082590246, 185824.697948593 432168.962590304, 185824.631948637 432168.818590259, 185821.355948589 432161.231590301, 185818.82994871 432152.998590168, 185814.365948663 432138.450590197, 185813.349948608 432135.14059025, 185812.160490148 432130.39430465, 185811.289948571 432126.920590274, 185811.128948601 432126.238590243, 185810.369948619 432123.020590228, 185803.461948581 432104.343590243, 185795.429948636 432082.629590161, 185792.529948584 432074.790590202, 185788.319948552 432064.073590222, 185786.592948598 432059.675590176, 185789.593948661 432059.145590111, 185789.159948643 432057.513590126, 185785.994948566 432045.620590192, 185770.177268714 432005.951794443, 186158.495949543 431938.873591597, 186297.318618334 432198.80623327, 185973.376949467 432379.353591897, 185860.914861732 432206.583328891, 185845.51894941 432215.102591708, 185845.518947559 432215.10259094))"
GEO_IND_WIJKDELEN.348,348,50,Oosterhout,50_13,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186883.164473101 431776.681554129, 186895.017968271 431803.811492842, 186894.963994375 431804.379166243, 186894.963993616 431804.379165444, 186894.96399362 431804.379167465, 186895.002056034 431825.311241617, 186895.094769276 431848.396838945, 186895.094769254 431848.396840841, 186481.181682038 432093.459030102, 186297.318618334 432198.80623327, 186158.495949543 431938.873591597, 186339.010949717 431913.934591549, 186340.475145961 431870.071861216, 186419.301397734 431857.809999829, 186484.19074495 431857.831182469, 186614.248449937 431834.743591485, 186883.142141368 431776.737438468, 186883.164473101 431776.681554129))"
GEO_IND_WIJKDELEN.349,349,50,Oosterhout,50_50,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186340.391440425 433117.362986646, 186328.431432528 433143.044553988, 186320.272667209 433161.030922986, 186305.62397493 433194.036837238, 186299.690327425 433208.036536819, 186295.42551828 433218.883986162, 186290.697142925 433230.658567932, 186286.617760265 433241.227877553, 186278.273568461 433261.346651124, 186269.929376657 433281.928990906, 186264.459295363 433299.729933424, 186262.836813623 433304.968231611, 186261.214331883 433310.206529795, 186260.194486218 433313.636919768, 186257.876655161 433320.868552658, 186254.909831409 433328.285612042, 186253.240993048 433331.345149036, 186250.088742811 433335.795384669, 186247.956338239 433338.947634905, 186245.54579394 433342.099885143, 186241.929977491 433347.013686981, 186235.903616744 433353.410900697, 186210.685614847 433385.396969279, 186203.45398195 433394.204727296, 186195.851496083 433400.694654255, 186192.142966393 433404.310470703, 186189.17614264 433407.370007699, 186184.169627558 433415.204276669, 186179.163112475 433423.03854564, 186174.503357707 433430.465029804, 186164.328993712 433446.68042242, 186150.329294129 433470.322299196, 186145.183709183 433479.36184032, 186140.038124238 433488.401381442, 186136.561377653 433494.149602463, 186133.084631067 433499.89782348, 186126.780130593 433510.837986069, 186117.137953397 433528.546215341, 186113.941306567 433534.818423897, 186104.899805418 433552.558945092, 186098.03902549 433566.465931432, 186087.747855598 433586.909201349, 186077.456685706 433607.352471273, 186070.595905778 433620.795891404, 186057.894191587 433646.013893299, 186050.940698417 433659.828166399, 186042.689219855 433675.86755731, 186036.384719381 433689.218264195, 186028.133240819 433706.462927256, 186021.550600618 433721.018906294, 186013.85540151 433738.912562054, 186004.043288989 433763.995638426, 186000.690121107 433772.567468995, 185996.239885478 433785.269183188, 185991.743293228 433799.083456285, 185987.246700978 433812.897729382, 185983.816311014 433823.745178728, 185980.38592105 433835.983326707, 185976.770104602 433849.334033595, 185973.43242788 433862.777453724, 185969.538471705 433877.518859243, 185966.293508225 433888.459021832, 185964.114747032 433898.332982135, 185961.935985839 433908.206942435, 185960.35986072 433918.498112329, 185957.393036968 433936.484481324, 185956.697687651 433940.007584533, 185956.002338334 433943.53068774, 185954.055360246 433961.702483224, 185952.479235128 433991.278007509, 185951.081453751 434010.427625847, 185951.081421834 434010.428272016, 185801.113611804 434003.520620663, 185659.510452579 434009.903867686, 185497.554948401 434019.470591801, 185495.89390709 433963.795278163, 185495.46994836 433894.270591734, 185493.869948409 433788.020591591, 185494.209948372 433784.010591629, 185494.729948363 433782.430591636, 185496.024948353 433781.175591643, 185497.319948342 433779.920591658, 185500.94994839 433777.81059161, 185506.569948425 433775.900591578, 185510.469948413 433774.670591592, 185534.566633657 433765.352687178, 185547.579948413 433760.32059161, 185566.739948446 433751.890591584, 185598.313948494 433735.862591551, 185605.489948465 433732.22059158, 185652.588127543 433708.231169879, 185699.68630662 433684.241748175, 185754.699948693 433656.220591413, 185759.62994866 433652.705591447, 185764.559948626 433649.190591476, 185784.149948606 433630.2505915, 185793.659948628 433618.480591475, 185807.910659053 433589.121303581, 185841.564149423 433519.788443468, 185851.417049075 433499.489517389, 185861.269948726 433479.190591313, 185871.219948757 433454.350591275, 185880.539948694 433426.340591318, 185886.451108735 433406.67367961, 185889.440528715 433396.727635453, 185892.429948695 433386.781591291, 185898.58994864 433366.11059133, 185900.954948668 433357.0805913, 185903.319948695 433348.050591269, 185907.30994872 433325.530591228, 185908.469948645 433309.240591287, 185908.599948769 433288.220591149, 185907.119948762 433262.640591129, 185905.874948733 433253.735591151, 185904.629948705 433244.830591173, 185901.609948712 433228.600591145, 185897.729948748 433210.850591095, 185889.299948702 433165.600591094, 185889.36994868 433157.570591112, 185889.433031389 433150.33410101, 185890.293556915 433142.403498089, 185893.349948734 433126.330591033, 185901.253881569 433101.709888287, 185906.977342291 433079.348463809, 185910.630578119 433063.588233909, 185914.399948718 433039.850590995, 185922.760948746 433000.000590934, 185927.569948702 432977.080590963, 185927.729948712 432973.690590949, 185929.646948809 432969.252590857, 185944.549948688 432895.860590925, 185947.669948775 432890.100590834, 185999.999948755 432877.046590886, 186000.909948793 432876.830590848, 186008.109948203 432873.500591135, 186008.109949458 432873.500592353, 186024.890949525 432889.747592318, 185986.325449494 433071.632592472, 186119.243949577 433142.696092556, 186176.557949623 433006.54409244, 186340.391440425 433117.362986646))"
GEO_IND_WIJKDELEN.350,350,50,Oosterhout,50_40,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186601.195915695 432770.14047162, 186596.187276201 432777.198099994, 186585.154400371 432789.621674456, 186581.353157438 432794.071910087, 186578.57176017 432797.131447082, 186560.214538201 432815.674095535, 186546.863831314 432830.044648088, 186530.731727159 432845.898612514, 186517.195593788 432858.69303995, 186497.725812911 432878.34824731, 186488.176348958 432887.434145049, 186474.918355313 432901.341131394, 186447.382522359 432933.605339699, 186443.395852942 432938.611854787, 186437.369492194 432946.028914166, 186431.435844689 432953.631400028, 186426.614756091 432960.121326992, 186420.959248313 432968.187379066, 186415.767306745 432975.975291419, 186411.595210843 432983.114211075, 186408.257534122 432988.862432097, 186402.231173374 432999.524454954, 186389.900312152 433022.331912555, 186377.662164173 433044.953943669, 186371.264950456 433056.91395192, 186357.450677358 433083.522652452, 186346.88136774 433104.197705477, 186340.391440781 433117.362985882, 186340.391440425 433117.362986646, 186176.557949623 433006.54409244, 186119.243949577 433142.696092556, 185986.325449494 433071.632592472, 186024.890949525 432889.747592318, 186008.109949458 432873.500592353, 186008.109948203 432873.500591135, 186008.109948766 432873.500590874, 186013.589948776 432870.150590874, 186022.917947218 432863.167592032, 186022.917949475 432863.16759234, 186283.77394977 432659.839592088, 186405.749949793 432701.310592202, 186601.195915695 432770.14047162))"
GEO_IND_WIJKDELEN.351,351,50,Oosterhout,50_11,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186481.181682038 432093.459030102, 186895.094769254 431848.396840841, 186894.909342792 431864.621656338, 186895.280195761 431892.528342261, 186895.558335487 431907.177034542, 186895.558335487 431926.36867569, 186895.280195761 431938.143257458, 186894.538489823 431969.20219362, 186893.982210369 431987.930268555, 186893.518644157 432001.188262204, 186892.313372008 432037.902706138, 186892.220658766 432050.140854121, 186892.127945523 432061.637296161, 186891.57166607 432074.524436837, 186890.644533647 432088.616849662, 186890.088254193 432095.477629586, 186888.697555559 432108.457483507, 186886.65786423 432120.510205, 186886.039068591 432123.86201471, 186885.545305322 432126.536565751, 186884.432746415 432132.562926494, 186882.114915358 432145.310997311, 186879.797084302 432158.059068118, 186876.088554611 432177.528848995, 186871.638318982 432197.091343116, 186865.797384719 432222.031205287, 186860.327303425 432247.249207185, 186856.618773734 432264.586583488, 186853.930089709 432275.71217256, 186853.042358404 432279.374064194, 186847.718302477 432302.228159849, 186844.566052239 432316.135146191, 186842.15550794 432325.49918366, 186840.811165928 432332.03546724, 186840.811165649 432332.035468464, 186724.72883941 432302.214618107, 186651.745950094 432268.382591735, 186596.525452149 432230.328738068, 186546.053014418 432184.343849203, 186507.731920403 432138.249338525, 186481.181682038 432093.459030102))"
GEO_IND_WIJKDELEN.352,352,50,Oosterhout,50_12,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186297.318618334 432198.80623327, 186481.181682038 432093.459030102, 186507.731920403 432138.249338525, 186546.053014418 432184.343849203, 186596.525452149 432230.328738068, 186651.745950094 432268.382591735, 186724.72883941 432302.214618107, 186840.811165649 432332.035468464, 186832.420617502 432368.888981044, 186828.619374569 432381.776121717, 186824.818131636 432393.643416728, 186822.747988379 432399.741946861, 186821.387741672 432403.749160136, 186817.957351708 432412.742344635, 186814.156108775 432421.642815894, 186809.984012873 432430.543287151, 186804.97749779 432440.092751106, 186799.414703254 432448.993222362, 186795.798886806 432455.483149323, 186789.03082012 432470.317268083, 186781.24290777 432487.840070871, 186774.752980811 432500.912638031, 186769.00475979 432512.223653588, 186764.322741056 432521.124124848, 186759.640722321 432530.024596105, 186752.594515909 432542.448170567, 186749.512135029 432547.790964091, 186741.468926836 432561.732524961, 186726.542094831 432586.486960645, 186716.283113359 432602.341750196, 186715.202088804 432602.186519431, 186590.967457151 432516.447125755, 186398.281063928 432330.767510468, 186297.318618334 432198.80623327))"
GEO_IND_WIJKDELEN.353,353,50,Oosterhout,50_15,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((185973.376949467 432379.353591897, 186297.318618334 432198.80623327, 186398.281063928 432330.767510468, 186261.325407834 432654.707749308, 186238.876865898 432649.575906527, 186198.587892769 432630.307267205, 186116.381949648 432571.870592, 186056.700639578 432504.185264368, 185973.376949467 432379.353591897))"
GEO_IND_WIJKDELEN.354,354,50,Oosterhout,50_16,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186398.281063928 432330.767510468, 186590.967457151 432516.447125755, 186715.202088804 432602.186519431, 186716.283113359 432602.341750196, 186713.284101186 432606.97658719, 186702.436651841 432624.499389976, 186692.887187887 432639.797074951, 186684.728422567 432652.776928869, 186675.364385099 432667.611047631, 186665.536781418 432683.09415909, 186656.172743949 432697.371998399, 186643.100176789 432716.563639551, 186635.961257134 432727.874655108, 186628.82233748 432737.053266095, 186626.319079938 432740.390942812, 186616.306049773 432751.609245127, 186612.041240629 432756.893899936, 186610.743255237 432758.470025057, 186606.849299062 432762.920260684, 186602.306350191 432768.575768463, 186601.195916392 432770.140470638, 186601.195915695 432770.14047162, 186405.749949793 432701.310592202, 186283.77394977 432659.839592088, 186261.325407834 432654.707749308, 186398.281063928 432330.767510468))"
GEO_IND_WIJKDELEN.355,355,50,Oosterhout,50_17,9,Nijmegen-Noord,N-Noord,2020-01-24,2023-02-01,"POLYGON ((186261.325407834 432654.707749308, 186283.77394977 432659.839592088, 186022.917949475 432863.16759234, 186022.917947218 432863.167592032, 186022.917948783 432863.167590861, 186012.650849991 432844.373874874, 185995.450619185 432813.978056829, 185962.448948725 432755.521590782, 185942.934995392 432719.261484111, 185916.88522391 432670.856761781, 185906.828634832 432652.088039271, 185898.707948661 432637.322590686, 185892.768361989 432628.323389606, 185874.7369487 432601.003590599, 185860.954948698 432580.966590576, 185853.391948659 432570.032590597, 185844.650948717 432557.715590531, 185831.16594862 432537.112590592, 185812.598948629 432510.137590549, 185805.781948691 432500.000590473, 185803.75294866 432496.983590497, 185803.686948645 432496.83559051, 185801.399948685 432491.705590467, 185777.639068375 432454.942307881, 185757.419572672 432423.129157212, 185726.820948511 432374.985590479, 185683.80594853 432304.902590362, 185693.883948476 432299.005590421, 185845.518947559 432215.10259094, 185845.51894941 432215.102591708, 185860.914861732 432206.583328891, 185973.376949467 432379.353591897, 186056.700639578 432504.185264368, 186116.381949648 432571.870592, 186198.587892769 432630.307267205, 186238.876865898 432649.575906527, 186261.325407834 432654.707749308))"
