VERGUNNINGNR;SRTBES_OMS;BESCH_OMS;GRONDBESCH_OMS;DDBESCHIKKING;DDINGANG;DDEINDE;STATUSBESCH_OMS;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
201119306/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-01-30;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96118;81744.31;457585.023;4.318003661937621;52.10165442726225
201113446/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2012-01-30;;;Beschikking met beroep;Waalsdorp;Benoordenhout;Haagse Hout;96117;81744.31;457585.023;4.318003661937621;52.10165442726225
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96116;76727.004;453767.008;4.245663416796593;52.06665661365671
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96115;76685.465;453753.382;4.245060849297059;52.066528291201664
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96114;76724.358;453795.847;4.2456182226166685;52.06691540460107
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96113;76724.755;453796.244;4.245623920409868;52.06691902838239
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96112;76748.171;453781.692;4.245968693870035;52.066791563491066
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96111;76727.004;453767.272;4.245663356270783;52.0666589861216
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96110;76727.004;453767.14;4.245663386533689;52.06665779988916
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96109;76726.872;453767.537;4.2456613707820745;52.06666134892181
201303127/5314388;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-12-18;;;Beschikking met beroep;Vissershaven;Scheveningen;Scheveningen;96108;78418.037;457159.093;4.269559561591353;52.097376447804145
201303127/5314388;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-12-18;;;Beschikking met beroep;Vissershaven;Scheveningen;Scheveningen;96107;78427.811;457174.728;4.2696986660138165;52.0975183060206
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96106;76748.303;453781.692;4.245970618609433;52.06679158213741
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96105;76748.039;453781.428;4.245966829640594;52.06678917237962
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96104;76745.128;453786.719;4.245923170540257;52.06683630931616
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96103;76685.465;453753.514;4.245060819018292;52.066529477433946
201917626/7390712;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-10-18;;;Beschikking met bezwaar;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;96102;78196.849;455096.964;4.266796521231967;52.078814204972375
201410065/5488230;Wet Algemene Bepalingen Omgevingsrecht;Heroverweging beschikking na bezwaar;Artikel 7:11;2014-11-26;;;Beschikking met bezwaar;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;96101;78196.849;455096.964;4.266796521231967;52.078814204972375
201410065/5456730;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2014-09-19;;;Beschikking met bezwaar;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;96100;78196.849;455096.964;4.266796521231967;52.078814204972375
201307178/5251793;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2013-08-20;;;Beschikking met bezwaar;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;96099;78196.849;455096.964;4.266796521231967;52.078814204972375
202020611/7857112;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-02-18;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96098;82576.822;455348.434;4.3306276161893065;52.081664269690904
202020611/7857112;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-02-18;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96097;82576.822;455348.434;4.3306276161893065;52.081664269690904
201701107/6245124;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-02-08;;;Beschikking met bezwaar;Dreven en Gaarden;Bouwlust;Escamp;96096;78560.395;450740.172;4.273074068238754;52.03971137928801
201410292/5441071;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-08-20;;;Beschikking met bezwaar;Waldeck-Noord;Waldeck;Loosduinen;96095;75531.768;452901.606;4.228436775412835;52.05870944361897
201807571/6771375;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-06-12;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96094;77995.646;454947.553;4.263895623797874;52.07744356019585
201608359/6080087;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-08-31;;;Beschikking met bezwaar;Moerwijk-West;Moerwijk;Escamp;96093;80219.226;451965.41;4.2969796970120475;52.05094854671497
202012813/7770492;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2020-11-05;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96092;81014.939;456379.388;4.307621627477457;52.09072269281707
201818893/6878639;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2018-11-21;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96091;77701.909;454427.313;4.259729340077238;52.07272743194774
201816398/6980036;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-21;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96090;77701.909;454427.313;4.259729340077238;52.07272743194774
201115040/42;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-10-18;;;Beschikking met beroep;Vissershaven;Scheveningen;Scheveningen;96089;78364.173;457087.32;4.268789744985578;52.09672399515802
201912915/7598788;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-05-01;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;96088;79163.663;454604.533;4.281007341923551;52.07452213029712
201305340/5193176;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-04-25;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;96087;79163.663;454604.533;4.281007341923551;52.07452213029712
201613821/6155738;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-11-17;;;Beschikking met bezwaar;Belgisch Park;Belgisch Park;Scheveningen;96086;79724.073;458685.389;4.288279401864239;52.11127192674118
202015757/7854948;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-02-17;;;Beschikking met bezwaar;Laakhaven-Oost;Laakkwartier en Spoorwijk;Laak;96085;82019.776;453597.121;4.322876753679098;52.06585245204045
201806188/6724202;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-05-01;;;Beschikking met bezwaar;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;96084;88508.384;453254.516;4.417558214033572;52.06359026881992
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96083;79658.484;457558.172;4.287571320730552;52.101133086593876
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96082;79657.69;457558.834;4.287559587754617;52.101138927668536
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96081;79658.484;457558.304;4.287571291549365;52.10113427283355
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96080;79658.087;457558.304;4.2875654982360505;52.101134218785155
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96079;79657.954;457558.437;4.287563528000667;52.101135395904556
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96078;79657.822;457558.304;4.28756163116294;52.10113418270737
202016252/7778456;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-11-13;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96077;78669.892;455932.788;4.27350901512847;52.08639087425369
201317523/5306943;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-03;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96076;78669.892;455932.788;4.27350901512847;52.08639087425369
201924313/7551205;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-03-16;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96075;78715.378;457520.263;4.2738173620560405;52.10066321296028
201704207/6384810;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-06-29;;;Beschikking met bezwaar;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;96074;78715.378;457520.263;4.2738173620560405;52.10066321296028
201405934/5419434;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96073;79827.349;450640.018;4.291559049959532;52.03898455992391
201405934/5419434;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96072;79818.648;450662.352;4.291427343592645;52.03918409040991
201405934/5419434;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96071;79816.227;450667.221;4.291390992729939;52.03922751863889
201405933/541999;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96070;79803.341;450681.13;4.291200151465005;52.03935076783893
201405934/5419434;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96069;79820.32;450657.505;4.291452774716024;52.03914075831008
201405933/541999;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96068;79798.25;450679.149;4.291126398070165;52.039332274515345
201505427/5616542;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2015-04-17;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96067;79798.25;450679.149;4.291126398070165;52.039332274515345
201405934/5419434;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96066;79832.654;450625.44;4.291639562026535;52.03885427018837
201405934/5419434;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96065;79805.195;450657.245;4.291232422273206;52.03913637051476
201405934/5419434;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-14;;;Beschikking met bezwaar;Hoge Veld;Wateringse Veld;Escamp;96064;79783.346;450596.548;4.290927380102459;52.03858793721488
201409167/5418207;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-10;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96063;80904.676;454814.426;4.30635289274275;52.07664404684379
B200301234;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2016-09-28;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96062;80908.38;454807.414;4.306408437386437;52.07658152734773
201409167/5418207;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-10;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96061;80908.38;454807.414;4.306408437386437;52.07658152734773
201418302/5497413;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-12-08;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96060;80908.38;454807.414;4.306408437386437;52.07658152734773
201011723/20;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-03-24;;;Beschikking met bezwaar;Duinzigt;Benoordenhout;Haagse Hout;96059;82390.92;457879.703;4.327376885664609;52.10438786166671
202109250/8000355;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2021-07-16;;;Beschikking met bezwaar;Westvliet-Oost;Forepark;Leidschenveen-Ypenburg;96058;85432.525;453889.977;4.372580162270783;52.06892340738301
201710382/6399721;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-07-12;;;Beschikking met bezwaar;Westvliet-Oost;Forepark;Leidschenveen-Ypenburg;96057;85432.525;453889.977;4.372580162270783;52.06892340738301
201705203/6327913;Algemene Wet Bestuursrecht;Buiten behandeling stelling (mv);Artikel 4:5 lid 1c;2017-05-08;;;Beschikking met bezwaar;Westvliet-Oost;Forepark;Leidschenveen-Ypenburg;96056;85432.525;453889.977;4.372580162270783;52.06892340738301
201305565/5200985;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-05-17;;;Beschikking met bezwaar;Westvliet-Oost;Forepark;Leidschenveen-Ypenburg;96055;85432.525;453889.977;4.372580162270783;52.06892340738301
201307920/5219874;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-06-20;;;Beschikking met bezwaar;Westvliet-Oost;Forepark;Leidschenveen-Ypenburg;96054;85432.525;453889.977;4.372580162270783;52.06892340738301
201316588/5312405;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-13;;;Beschikking met bezwaar;Moerwijk-Noord;Moerwijk;Escamp;96053;80583.335;452500.847;4.3021704747267115;52.055809405260746
201315540/5310759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-11;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96052;83064.752;455716.993;4.337667117799699;52.08504004267419
201315540/5310759;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-12-11;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96051;83080.23;455725.46;4.3378911204824435;52.085118144744676
201202034/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-02-03;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;96050;79379.183;454835.583;4.284099292389421;52.07662797493822
201709628/6367005;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-06-15;;;Beschikking met bezwaar;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;96049;76177.657;454035.889;4.2375911506999255;52.0689950423647
201823980/7088339;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2019-02-21;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96048;80438.462;456320.581;4.299224043875501;52.090116865209765
201913473/7330485;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-08-29;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96047;80438.462;456320.581;4.299224043875501;52.090116865209765
201818200/6971797;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2018-11-15;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96046;80438.462;456320.581;4.299224043875501;52.090116865209765
201815903/6934169;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-10-18;;;Beschikking met bezwaar;Archipelbuurt;Archipelbuurt;Centrum;96045;80438.462;456320.581;4.299224043875501;52.090116865209765
202105347/7940166;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-05-19;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96044;78131.023;454744.355;4.265915859053826;52.07563629940879
201301086/5184926;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-04-10;;;Beschikking met bezwaar;Koningsplein e.o.;Regentessekwartier;Segbroek;96043;79101.728;454947.015;4.280027907372862;52.077591422943236
201200357/23;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-04-19;;;Beschikking met bezwaar;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;96042;76013.367;453966.009;4.235211637111208;52.06834365743333
201900798/7100930;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-03-04;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96041;77698.811;454478.589;4.259672547295629;52.07318779831953
202021458/7888096;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-03-22;;;Beschikking met bezwaar;Vogelwijk;Vogelwijk;Segbroek;96040;77491.883;455360.05;4.256454594529928;52.08108023570086
201518867/5982819;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-05-24;;;Beschikking met beroep;Voorhout;Centrum;Centrum;96039;81198.772;454965.332;4.310609593477481;52.07803947239189
201206240/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-04-25;;;Beschikking met bezwaar;Zijden, Steden en Zichten;Bouwlust;Escamp;96038;77850.59;451227.194;4.262620440935746;52.043989771183455
201318827/5323187;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-01-14;;;Beschikking met bezwaar;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;96037;81653.22;452995.555;4.317661089073394;52.06039789269721
201417797/5478860;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-10-31;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96036;80466.892;454714.366;4.299989759491164;52.07568608844584
201308781/5271601;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-01;;;Beschikking met bezwaar;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;96035;81311.391;453256.007;4.312621177978907;52.062693161074066
