VERGUNNINGNR;SRTBES_OMS;BESCH_OMS;GRONDBESCH_OMS;DDBESCHIKKING;DDINGANG;DDEINDE;STATUSBESCH_OMS;BUURT;WIJK;STADSDEEL;COUNTER;X;Y;LONG;LAT
201501765/5542973;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-02-03;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96222;83304.177;455044.916;4.341301020572704;52.07903126333327
201411553/5447635;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-09-03;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96221;83304.177;455044.916;4.341301020572704;52.07903126333327
201400705/5327198;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-01-17;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96220;83304.177;455044.916;4.341301020572704;52.07903126333327
201312835/5260806;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-09-06;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96219;83304.177;455044.916;4.341301020572704;52.07903126333327
2013067805203850;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-05-23;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96218;83304.177;455044.916;4.341301020572704;52.07903126333327
201302910/5186624;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-04-15;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96217;83304.177;455044.916;4.341301020572704;52.07903126333327
201200876/25;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-08-06;;;Beschikking met beroep;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;96216;81294.861;452970.625;4.312441758560693;52.06012629658681
201311141/5283324;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-10-24;;;Beschikking met bezwaar;Rosenburg;Waldeck;Loosduinen;96215;76735.206;453771.373;4.2457820121008245;52.066696999073756
201208432/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 2.10 en 2.12 t/m 2.20a ;2012-07-05;;;Beschikking met bezwaar;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;96214;80772.7;452985.237;4.304825774700777;52.06018790406135
201106544;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (mv);Artikel 3.9 lid 2;2011-06-30;;;Arobabel;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;96213;80772.7;452985.237;4.304825774700777;52.06018790406135
201712661/6476915;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-10-09;;;Beschikking met bezwaar;Voorhout;Centrum;Centrum;96212;81116.215;454950.752;4.3094086335706825;52.077897437135036
201714578/6546559;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-11-27;;;Beschikking met bezwaar;Voorhout;Centrum;Centrum;96211;81116.215;454950.752;4.3094086335706825;52.077897437135036
201711261/6433285;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2017-08-14;;;Beschikking met bezwaar;Voorhout;Centrum;Centrum;96210;81116.215;454950.752;4.3094086335706825;52.077897437135036
201518014/5858523;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2016-01-05;;;Beschikking met bezwaar;Voorhout;Centrum;Centrum;96209;81116.215;454950.752;4.3094086335706825;52.077897437135036
201216687/18;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-02-21;;;Beschikking met bezwaar;Voorhout;Centrum;Centrum;96208;81116.215;454950.752;4.3094086335706825;52.077897437135036
201216687/11;Wet Algemene Bepalingen Omgevingsrecht;Verlenging term regulier (mv);Artikel 3.9 lid 2;2013-01-03;;;Beschikking met bezwaar;Voorhout;Centrum;Centrum;96207;81116.215;454950.752;4.3094086335706825;52.077897437135036
201404422/5392020;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-06-19;;;Beschikking met bezwaar;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;96206;82546.828;453368.674;4.330610377598355;52.063868623065694
201404422/5392020;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-06-19;;;Beschikking met bezwaar;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;96205;82551.045;453370.243;4.330671531687486;52.06388327487405
201404422/5392020;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-06-19;;;Beschikking met bezwaar;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;96204;82545.091;453367.332;4.330585335610183;52.06385633558318
201406462/5396038;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-05-28;;;Beschikking met bezwaar;Rivierenbuurt-Zuid;Stationsbuurt;Centrum;96203;82435.11;454531.296;4.328734307876763;52.074302263702954
201406462/5396038;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-05-28;;;Beschikking met bezwaar;Rivierenbuurt-Zuid;Stationsbuurt;Centrum;96202;82439.343;454535.794;4.328795086179021;52.07434324093766
201301963/5215416;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-06-17;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96201;81031.675;455159.638;4.30813031377112;52.07976335708927
201301963/5215416;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-06-17;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96200;81021.727;455153.548;4.307986534367998;52.0797072988973
201301963/5215416;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-06-17;;;Beschikking met bezwaar;Kortenbos;Centrum;Centrum;96199;81034.718;455161.887;4.308174210906422;52.079783974746505
201317183/5303256;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-26;;;Beschikking met bezwaar;Erasmus Veld;Wateringse Veld;Escamp;96198;78787.179;450397.377;4.276455324906279;52.036661997130466
201317182/5305126;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-11-29;;;Beschikking met bezwaar;Erasmus Veld;Wateringse Veld;Escamp;96197;78794.152;450380.694;4.2765606512179595;52.03651302999103
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96196;83000.532;453851.077;4.337123998791052;52.06826304834134
201801922/6851696;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-12-05;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96195;83006.882;453837.187;4.3372195249585985;52.068139046592755
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96194;83006.882;453837.187;4.3372195249585985;52.068139046592755
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96193;83007.808;453855.443;4.337229178152785;52.06830323051574
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96192;83001.722;453849.754;4.3371416306303505;52.06825131343788
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96191;82999.077;453849.093;4.337103200135754;52.068245029350415
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96190;83002.252;453846.447;4.337150056639062;52.0682216628776
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96189;83006.088;453840.229;4.337207305204638;52.068166281337064
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96188;83010.321;453832.556;4.337270649564241;52.06809787552356
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96187;83009.66;453833.482;4.337260815494395;52.068106111424804
201316055/5339446;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-02-24;;;Beschikking met beroep;Binckhorst;Binckhorst;Laak;96186;83014.555;453827.265;4.3373335060395934;52.06805087643577
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96185;79657.822;457558.569;4.287561572578979;52.1011365641734
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96184;79658.351;457559.098;4.287569175186838;52.101141390138125
201915478/7574092;Wet Algemene Bepalingen Omgevingsrecht;Bg positief (mv);Geen grondslag;2021-02-08;;;Beschikking met bezwaar;Van Stolkpark en Scheveningse Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;96183;79657.822;457559.098;4.287561455632107;52.10114131811877
201204425/7;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-03-14;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;96182;80300.188;455515.689;4.297383029064432;52.08286489357064
201817013/6954801;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-02;;;Beschikking met bezwaar;Duttendel;Westbroekpark en Duttendel;Scheveningen;96181;80940.157;458421.16;4.306086936485974;52.1090615090484
201211623/7;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2012-08-21;;;Beschikking met bezwaar;Duttendel;Westbroekpark en Duttendel;Scheveningen;96180;80940.157;458421.16;4.306086936485974;52.1090615090484
201503876/5623383;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2015-04-23;;;Beschikking met bezwaar;Westbroekpark;Westbroekpark en Duttendel;Scheveningen;96179;80372.456;457822.8;4.297932195601537;52.10360795664044
;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-10-13;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96178;79035.067;456728.443;4.278658895137448;52.09359138026278
201211616/8;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-08-15;;;Beschikking met bezwaar;Oostbroek-Zuid;Rustenburg en Oostbroek;Escamp;96177;79286.876;453644.143;4.2830173045412545;52.06590825379791
201618137/6167373;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(ev);Artikel 2.12 lid 2;2016-11-25;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96176;78167.526;454908.444;4.266411284819603;52.07711597487171
201603276/5986987;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-08-10;;;Beschikking met beroep;Valkenboskwartier;Valkenboskwartier;Segbroek;96175;79073.004;454505.214;4.279707265819532;52.07361716044636
201200064/52;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-10-25;;;Beschikking met beroep;Uilebomen;Centrum;Centrum;96174;81507.706;454943.106;4.315120275592145;52.07788081770377
201200064/200;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-11-06;;;Beschikking met bezwaar;Uilebomen;Centrum;Centrum;96173;81507.706;454943.106;4.315120275592145;52.07788081770377
201412214/5443270;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-08-26;;;Beschikking met bezwaar;Uilebomen;Centrum;Centrum;96172;81507.706;454943.106;4.315120275592145;52.07788081770377
201200064/52;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-10-25;;;Beschikking met beroep;Uilebomen;Centrum;Centrum;96171;81503.733;454944.205;4.315062091674172;52.07789016688522
201200064/200;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-11-06;;;Beschikking met bezwaar;Uilebomen;Centrum;Centrum;96170;81503.733;454944.205;4.315062091674172;52.07789016688522
201412994/5477272;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-10-30;;;Beschikking met bezwaar;Moerwijk-West;Moerwijk;Escamp;96169;79672.586;451862.464;4.289034361607217;52.049949369029946
201200876/25;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2012-08-06;;;Beschikking met beroep;Laakhaven-West;Laakkwartier en Spoorwijk;Laak;96168;81295.888;452971.611;4.312456518871764;52.06013529417216
201417067/5472092;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-10-23;;;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96167;78847.018;454437.753;4.276426604374646;52.07297988363613
201814206/6868416;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-08-27;;;Beschikking met bezwaar;Vruchtenbuurt;Vruchtenbuurt;Segbroek;96166;76966.179;453934.926;4.2491125240266845;52.06819937176792
201419874/5496133;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(ev);Artikel 2.12 lid 2;2014-12-02;2014-12-03;2019-12-02;Beschikking met bezwaar;Moerwijk-West;Moerwijk;Escamp;96165;80096.479;451936.285;4.295196872629131;52.05067023140235
201202648;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-04-04;;2013-10-04;Beschikking met bezwaar;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;96164;78327.059;454836.89;4.2687541221209795;52.076495054435654
201808644/6780170;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-06-18;;;Beschikking met bezwaar;Moerwijk-Zuid;Moerwijk;Escamp;96163;79925.237;451295.67;4.2928415301359015;52.04489001232611
202009484/7723419;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-09-16;;;Beschikking met bezwaar;Kom Loosduinen;Loosduinen;Loosduinen;96162;75513.597;452546.026;4.2282546117434165;52.055511389626496
201605742/6022111;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(ev);Artikel 3.9 lid 1;2016-06-30;2016-07-01;2018-07-01;Beschikking met beroep;Kom Loosduinen;Loosduinen;Loosduinen;96161;75513.597;452546.026;4.2282546117434165;52.055511389626496
201415705/5497353;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2014-12-10;2014-12-10;2015-12-10;Beschikking met bezwaar;Kom Loosduinen;Loosduinen;Loosduinen;96160;75513.597;452546.026;4.2282546117434165;52.055511389626496
201706452/6365801;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-06-14;;;Beschikking met bezwaar;Rustenburg;Rustenburg en Oostbroek;Escamp;96159;78816.412;453830.111;4.276115878564981;52.06751499005754
201307896/5248386;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-08-12;;;Beschikking met bezwaar;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;96158;80665.184;455193.333;4.302777401308216;52.08001708888289
201310321/5258686;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-09-05;;;Beschikking met bezwaar;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;96157;78806.751;457141.543;4.275235385443867;52.09727238148079
2013053455238261;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-08-06;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;96156;78908.047;458373.831;4.27643827931872;52.10836043937094
201203300/44;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-01-09;;;Beschikking met beroep;Westbroekpark;Westbroekpark en Duttendel;Scheveningen;96155;80430.796;457785.809;4.298791679792549;52.103283394779474
201203300/44;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2013-01-09;;;Beschikking met beroep;Westbroekpark;Westbroekpark en Duttendel;Scheveningen;96154;80430.799;457785.813;4.298791722697663;52.103283431130514
201814392/6885323;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-09-10;;;Beschikking met bezwaar;Landen;Mariahoeve en Marlot;Haagse Hout;96153;85152.505;456809.387;4.367899025041353;52.09512456166671
202015304/7759802;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-10-27;;;Beschikking met bezwaar;Uilennest;Benoordenhout;Haagse Hout;96152;82837.739;456831.038;4.334119776388785;52.095022192202805
201818853/6965782;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2018-11-09;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96151;82972.346;455895.599;4.336281412126377;52.0866331260126
201821505/6978509;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2018-11-19;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96150;82972.346;455895.599;4.336281412126377;52.0866331260126
202011268/7703983;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-08-19;;;Beschikking met bezwaar;Bezuidenhout-West;Bezuidenhout;Haagse Hout;96149;82996.869;454887.964;4.336851835915954;52.07758089219797
202102199/7950163;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-05-31;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96148;79697.22;454180.927;4.288882224145241;52.070788109784374
202016510/7844397;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2021-02-08;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96147;79820.956;454102.474;4.290703925425637;52.07009988328058
201608359/6080087;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-08-31;;;Beschikking met bezwaar;Moerwijk-West;Moerwijk;Escamp;96146;80155.812;452049.873;4.296036847752634;52.05169903490029
202104937/7927846;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2021-05-06;;;Beschikking met bezwaar;Scheveningen Badplaats;Scheveningen;Scheveningen;96145;78950.46;458528.33;4.277022808891925;52.10975469550953
201605072/5995393;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-06-02;;;Beschikking met bezwaar;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;96144;82986.424;455863.405;4.336493582196034;52.08634563623875
201201192;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-03-09;;2013-09-12;Beschikking met bezwaar;Valkenboskwartier;Valkenboskwartier;Segbroek;96143;78421.243;454780.418;4.270140432968453;52.076000591578264
201918439/7478172;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-01-14;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96142;81204.886;456731.823;4.310316565110169;52.09391528562267
201918439/7478172;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2020-01-14;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96141;81180.123;456736.546;4.309954238891603;52.09395442800677
201706476/6366239;Algemene Wet Bestuursrecht;Buiten behandeling stelling (ev);Artikel 4:5 lid 1c;2017-06-14;;;Beschikking met bezwaar;Bloemenbuurt-Oost;Bomen- en Bloemenbuurt;Segbroek;96140;77932.128;454740.939;4.263015883574216;52.075577958839624
201818812/6918042;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2018-10-09;2018-10-09;2028-10-08;Beschikking met bezwaar;Schildersbuurt-Noord;Schildersbuurt;Centrum;96139;80630.713;454039.878;4.302525973093199;52.06964666217836
201722363/6564899;Wet Algemene Bepalingen Omgevingsrecht;Verlenen Verg bepaalde term(mv);Artikel 2.12 lid 2;2017-12-13;2017-12-13;2027-12-13;Beschikking met bezwaar;Schildersbuurt-Oost;Schildersbuurt;Centrum;96138;81287.295;453806.186;4.312151073453764;52.06763429084523
201703760/6280052;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-03-16;;;Beschikking met bezwaar;Transvaalkwartier-Noord;Transvaalkwartier;Centrum;96137;79757.381;454018.858;4.289795266544571;52.06933981769651
202004219/7569425;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2020-04-02;;;Beschikking met bezwaar;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;96136;83090.47;455989.788;4.337984768285365;52.087494939337326
201713771/6526565;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2017-11-03;;;Beschikking met bezwaar;Moerwijk-Noord;Moerwijk;Escamp;96135;80433.195;452001.43;4.300090737019866;52.05130107998617
201801113/6692818;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2018-04-06;;;Beschikking met bezwaar;Moerwijk-Noord;Moerwijk;Escamp;96134;80433.195;452001.43;4.300090737019866;52.05130107998617
201719948/6601415;Wet Algemene Bepalingen Omgevingsrecht;Weigering standaard (mv);Artikel 2.10 en 2.12 t/m 2.20a ;2018-01-17;;;Beschikking met bezwaar;Moerwijk-Noord;Moerwijk;Escamp;96133;80433.195;452001.43;4.300090737019866;52.05130107998617
201801113/7074778;Wet Algemene Bepalingen Omgevingsrecht;Intrekken vergunning;Artikel 2.33, lid 2;2019-02-11;;;Beschikking met bezwaar;Moerwijk-Noord;Moerwijk;Escamp;96132;80433.195;452001.43;4.300090737019866;52.05130107998617
201012223;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-01-20;2011-03-04;;Beschikking met bezwaar;Moerwijk-Noord;Moerwijk;Escamp;96131;80433.195;452001.43;4.300090737019866;52.05130107998617
201903751/7466472;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2019-12-30;;;Beschikking met beroep;Waalsdorp;Benoordenhout;Haagse Hout;96130;81744.31;457585.023;4.318003661937621;52.10165442726225
201705685/6328508;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2017-05-09;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96129;81744.31;457585.023;4.318003661937621;52.10165442726225
201516767/5826932;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2015-11-25;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96128;81744.31;457585.023;4.318003661937621;52.10165442726225
201606021/5991193;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2016-05-30;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96127;81744.31;457585.023;4.318003661937621;52.10165442726225
201411825/5429479;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-07-29;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96126;81744.31;457585.023;4.318003661937621;52.10165442726225
201415631/5506425;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2014-12-17;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96125;81744.31;457585.023;4.318003661937621;52.10165442726225
201313754/5277150;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2013-10-10;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96124;81744.31;457585.023;4.318003661937621;52.10165442726225
201201317;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-03-05;;2013-09-06;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96123;81744.31;457585.023;4.318003661937621;52.10165442726225
201207703/13;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-08-29;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96122;81744.31;457585.023;4.318003661937621;52.10165442726225
201216438/9;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2012-12-12;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96121;81744.31;457585.023;4.318003661937621;52.10165442726225
201113376/16;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (mv);Artikel 3.9 lid 1;2011-11-11;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96120;81744.31;457585.023;4.318003661937621;52.10165442726225
201116744/10;Wet Algemene Bepalingen Omgevingsrecht;Verlenen standaard (ev);Artikel 3.9 lid 1;2011-11-22;;;Beschikking met bezwaar;Waalsdorp;Benoordenhout;Haagse Hout;96119;81744.31;457585.023;4.318003661937621;52.10165442726225
