FID;Beheer;Aanlegjaar;X;Y;Naam_NL;Objectcode;Boomsoort
1052;bomen in beplanting;1979;111479,525599999990000;426730,143400000000000; ;WW3 - 0701 / 0034;Fraxinus excelsior 'Altena'
1053;knotbomen;1979;111280,542100000010000;426960,752400000000000;Cricketbat wilg;WW3 - 0905 / 0164;Salix x rubens 'Calva'
1054;bomen in beplanting;1979;111474,927000000000000;426733,477399999970000; ;WW3 - 0702 / 0047;Populus alba 'Raket'
1055;knotbomen;1988;111503,903200000000000;426868,027000000000000; ;WW3 - 0701 / 0104;Salix alba 'Belders'
1056;bomen in gras;2007;111432,511900000000000;426557,629800000000000; ;WW2 - 0703 / 0024;Fraxinus excelsior 'Eureka'
1057;bomen in beplanting;1979;111256,177000000000000;426694,640799999990000;Pluim-es, Bloem-es, Manna-es;WW3 - 0904 / 0105;Fraxinus ornus
1058;bomen in gras;1991;111479,834800000000000;426869,694100000020000;Gewone els, Zwarte els;WW3 - 0701 / 0086;Alnus glutinosa
1059;knotbomen;1979;111306,489500000000000;426955,901100000020000;Cricketbat wilg;WW3 - 0905 / 0160;Salix x rubens 'Calva'
1060;bomen in beplanting;2004;111452,393800000010000;426700,827400000010000;Zilveresdoorn;WW3 - 0702 / 0004;Acer saccharinum
1061;bomen in beplanting;1979;111260,753300000000000;426704,958199999990000;Pluim-es, Bloem-es, Manna-es;WW3 - 0904 / 0108;Fraxinus ornus
1062;bomen in beplanting;1979;111438,066700000000000;426596,442900000020000; ;WW3 - 0703 / 0070;Fraxinus excelsior 'Westhof's Glorie'
1063;bomen in gras;1970;111476,709000000000000;426862,087999999990000;Gewone els, Zwarte els;WW3 - 0701 / 0085;Alnus glutinosa
1064;knotbomen;1979;111301,123600000010000;426957,297700000000000;Cricketbat wilg;WW3 - 0905 / 0161;Salix x rubens 'Calva'
1065;bomen in beplanting;1979;111475,368800000000000;426664,821899999980000;Sierappel;WW3 - 0703 / 0060;Malus 'Profusion'
1066;bomen in beplanting;1979;111264,756200000000000;426716,211699999990000;Witte els, Grijze els;WW3 - 0904 / 0110;Alnus incana 'Aurea'
1067;bomen in gras;1994;111487,128200000010000;426888,396599999980000; ;WW3 - 0701 / 0089;Salix pentandra
1068;knotbomen;1979;111296,272300000000000;426958,326799999980000;Cricketbat wilg;WW3 - 0905 / 0162;Salix x rubens 'Calva'
1069;bomen in beplanting;1983;111466,814499999990000;426668,558200000030000;Sierappel;WW3 - 0703 / 0058;Malus 'Profusion'
1070;bomen in beplanting;1979;111266,300700000010000;426720,002700000010000;Witte els, Grijze els;WW3 - 0904 / 0111;Alnus incana 'Aurea'
1071;bomen in beplanting;2000;111503,538500000000000;426904,494300000020000;Zomereik, Inlandse eik;WW3 - 0701 / 0158;Quercus robur
1072;knotbomen;1979;111291,200400000000000;426959,429300000020000;Cricketbat wilg;WW3 - 0905 / 0163;Salix x rubens 'Calva'
1073;bomen in gras;1970;111538,468900000010000;426920,670099999990000; ;WW3 - 0701 / 0140;Populus x canadensis 'Robusta'
1074;bomen in gras;2007;111471,306700000000000;426656,286000000020000;Sierappel;WW3 - 0703 / 0079;Malus 'Adirondack'
1075;bomen in beplanting;1979;111282,288200000000000;426950,349600000020000;Gewone els, Zwarte els;WW3 - 0905 / 0208;Alnus glutinosa
1076;bomen in beplanting;1979;111433,752600000010000;426606,647200000010000;Gewone es;WW3 - 0703 / 0012;Fraxinus excelsior
1077;bomen in beplanting;1979;111289,678700000000000;426745,556999999970000;Zwarte berk, Rode berk;WW3 - 0904 / 0129;Betula nigra
1078;knotbomen;2000;111525,949600000010000;426667,625699999980000; ;WW3 - 0701 / 0167;Salix alba 'Belders'
1079;knotbomen;1979;111314,175099999990000;426952,247900000020000;Cricketbat wilg;WW3 - 0905 / 0153;Salix x rubens 'Calva'
1080;bomen in beplanting;1979;111295,224800000000000;426746,539899999970000;Zwarte berk, Rode berk;WW3 - 0904 / 0130;Betula nigra
1081;bomen in beplanting;1979;111529,162000000000000;426852,039899999970000; ;WW2 - 0701 / 0231;Fraxinus excelsior 'Westhof's Glorie'
1082;knotbomen;1979;111318,573999999990000;426950,217599999970000;Cricketbat wilg;WW3 - 0905 / 0152;Salix x rubens 'Calva'
1083;knotbomen;2000;111527,056600000000000;426669,424600000030000; ;WW3 - 0701 / 0166;Salix alba 'Belders'
1084;bomen in beplanting;1979;111300,630500000000000;426746,890900000000000;Zwarte berk, Rode berk;WW3 - 0904 / 0131;Betula nigra
1085;bomen in beplanting;1979;111422,552800000000000;426635,517899999980000;Gewone es;WW3 - 0703 / 0016;Fraxinus excelsior
1086;knotbomen;2000;111524,980900000000000;426665,273300000000000; ;WW3 - 0701 / 0169;Salix alba 'Belders'
1087;bomen in beplanting;1979;111348,219000000000000;426962,496099999990000;Zomereik, Inlandse eik;WW3 - 0905 / 0305;Quercus robur
1088;bomen in beplanting;1979;111298,875400000000000;426742,397799999980000;Zwarte berk, Rode berk;WW3 - 0904 / 0132;Betula nigra
1089;bomen in beplanting;0;111518,802200000010000;427049,508900000020000; ;NYV - 0101 / 0615; 
1090;bomen in beplanting;1979;111294,437400000000000;426967,092000000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0304;Quercus robur
1091;knotbomen;2000;111523,781700000010000;426663,981700000000000; ;WW3 - 0701 / 0170;Salix alba 'Belders'
1092;bomen in beplanting;0;111523,997200000000000;427043,339900000020000; ;NYV - 0101 / 0616; 
1093;bomen in beplanting;1979;111309,871100000000000;426707,910099999980000;Amberboom;WW3 - 0904 / 0142;Liquidambar styraciflua
1094;bomen in beplanting;1979;111417,429900000000000;426646,800700000020000;Hongaarse eik;WW3 - 0703 / 0017;Quercus frainetto
1095;bomen in beplanting;1979;111312,821000000000000;426970,025499999990000;Gewone es;WW3 - 0905 / 0302;Fraxinus excelsior
1096;bomen in beplanting;0;111532,439000000000000;427043,015200000020000; ;NYV - 0101 / 0617; 
1097;bomen in verharding;2005;111318,874800000010000;426705,382700000020000;Boomhazelaar, Turkse hazelaar;WW3 - 0904 / 0143;Corylus colurna 'Obelisk'
1098;knotbomen;2000;111523,320400000000000;426661,675500000010000; ;WW3 - 0701 / 0171;Salix alba 'Belders'
1099;bomen in beplanting;1997;111351,227400000000000;426738,564599999980000;Goudberk;WW3 - 0904 / 0007;Betula ermanii 'Holland'
1100;bomen in beplanting;1979;111317,025700000000000;426966,798599999980000;Zomereik, Inlandse eik;WW3 - 0905 / 0301;Quercus robur
1101;bomen in gras;1974;111459,131700000000000;427034,357699999990000; ;NYV - 0101 / 0448;Fraxinus excelsior 'Altena'
1102;bomen in beplanting;1979;111306,080100000010000;426701,907599999980000;Amberboom;WW3 - 0904 / 0147;Liquidambar styraciflua
1103;bomen in beplanting;1979;111377,343700000000000;426737,290600000010000; ;WW3 - 0905 / 0013;Platanus x hispanica
1104;knotbomen;2000;111522,905300000000000;426659,184699999980000; ;WW3 - 0701 / 0173;Salix alba 'Belders'
1105;bomen in beplanting;1979;111335,507000000000000;426965,625200000010000;Zomereik, Inlandse eik;WW3 - 0905 / 0308;Quercus robur
1106;bomen in beplanting;1979;111301,657200000000000;426703,803100000020000;Amberboom;WW3 - 0904 / 0148;Liquidambar styraciflua
1107;bomen in beplanting;1974;111545,392900000010000;427023,467599999970000; ;NYV - 0101 / 0252;Fraxinus excelsior 'Altena'
1108;knotbomen;2000;111524,750300000000000;426655,494599999980000; ;WW3 - 0701 / 0174;Salix alba 'Belders'
1109;bomen in beplanting;1979;111362,480800000000000;426746,349899999970000;Balsempopulier;WW3 - 0905 / 0014;Populus simonii 'Fastigiata'
1110;bomen in beplanting;1979;111347,143400000000000;426953,206599999980000;Gewone els, Zwarte els;WW3 - 0905 / 0310;Alnus glutinosa
1111;bomen in beplanting;1974;111537,525299999990000;427025,153899999980000; ;NYV - 0101 / 0254;Fraxinus excelsior 'Altena'
1112;bomen in gras;2000;111277,884400000000000;426748,856600000000000;Amerikaanse eik;WW3 - 0904 / 0166;Quercus rubra
1113;bomen in beplanting;1979;111353,138400000000000;426747,907000000010000; ;WW3 - 0905 / 0015;Platanus x hispanica
1114;knotbomen;2000;111526,087900000000000;426652,819299999970000; ;WW3 - 0701 / 0175;Salix alba 'Belders'
1115;bomen in beplanting;1979;111300,393600000000000;426690,692500000000000;Gewone esdoorn;WW3 - 0904 / 0153;Acer pseudoplatanus 'Leopoldii'
1116;bomen in beplanting;1974;111529,507900000000000;427026,477799999990000; ;NYV - 0101 / 0255;Fraxinus excelsior 'Altena'
1117;bomen in beplanting;1979;111324,652900000000000;426967,580900000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0311;Quercus robur
1118;bomen in beplanting;2004;111443,031900000000000;426706,876800000030000;Zilveresdoorn;WW3 - 0702 / 0008;Acer saccharinum
1119;bomen in beplanting;1979;111257,474800000000000;426975,892600000020000;Zomereik, Inlandse eik;WW3 - 0905 / 0312;Quercus robur
1120;knotbomen;2000;111527,379500000000000;426651,020399999980000; ;WW3 - 0701 / 0176;Salix alba 'Belders'
1121;bomen in beplanting;1979;111333,565000000000000;426689,270900000000000;Amerikaanse tulpenboom;WW3 - 0904 / 0158;Liriodendron tulipifera
1122;bomen in beplanting;1974;111521,196400000000000;427027,213400000010000; ;NYV - 0101 / 0507;Fraxinus excelsior 'Altena'
1123;bomen in beplanting;2005;111402,651600000000000;426724,205399999980000;Zilveresdoorn;WW3 - 0702 / 0012;Acer saccharinum
1124;bomen in beplanting;1979;111269,502299999990000;426975,110300000000000;Zomereik, Inlandse eik;WW3 - 0905 / 0309;Quercus robur
1125;knotbomen;2000;111523,412700000000000;426659,876500000010000; ;WW3 - 0701 / 0172;Salix alba 'Belders'
1126;bomen in gras;1979;111338,698699999990000;426652,361099999980000;Zomereik, Inlandse eik;WW3 - 0904 / 0163;Quercus robur
1127;bomen in beplanting;1974;111514,061600000000000;427028,390200000020000; ;NYV - 0101 / 0253;Fraxinus excelsior 'Altena'
1128;bomen in beplanting;1979;111289,059299999990000;426973,154600000010000; ;WW3 - 0905 / 0306;Fraxinus excelsior 'Westhof's Glorie'
1129;bomen in beplanting;1979;111405,036300000010000;426733,585000000020000;Hongaarse eik;WW3 - 0702 / 0016;Quercus frainetto
1130;bomen in beplanting;1974;111505,308699999990000;427028,537399999970000; ;NYV - 0101 / 0506;Fraxinus excelsior 'Altena'
1131;bomen in verharding;2005;111303,214600000010000;426677,205100000020000;Boomhazelaar, Turkse hazelaar;WW3 - 0904 / 0155;Corylus colurna 'Obelisk'
1132;bomen in beplanting;1979;111254,125300000000000;426980,138700000010000;Zomereik, Inlandse eik;WW3 - 0905 / 0399;Quercus robur
1133;bomen in beplanting;1979;111408,215800000010000;426739,467200000010000;Hongaarse eik;WW3 - 0702 / 0017;Quercus frainetto
1134;bomen in gras;1974;111499,130200000000000;427029,419999999980000; ;NYV - 0101 / 0443;Fraxinus excelsior 'Altena'
1135;knotbomen;0;111527,933000000000000;426671,223500000020000; ;WW3 - 0701 / 0178;Salix alba 'Belders'
1136;bomen in verharding;2005;111307,897700000000000;426687,756999999980000;Boomhazelaar, Turkse hazelaar;WW3 - 0904 / 0154;Corylus colurna 'Obelisk'
1137;bomen in beplanting;1979;111252,311500000000000;426976,492900000010000;Zomereik, Inlandse eik;WW3 - 0905 / 0401;Quercus robur
1138;bomen in gras;1974;111491,259900000000000;427029,052199999980000; ;NYV - 0101 / 0444;Fraxinus excelsior 'Altena'
1139;bomen in beplanting;2006;111257,134100000000000;426987,998800000000000;Amerikaanse es;WW3 - 0906 / 0268;Fraxinus americana 'Autumn Applause'
1140;bomen in gras;1977;111499,381100000000000;426682,431999999970000;Paardenkastanje;WW3 - 0701 / 0001;Aesculus x carnea 'Briotii'
1141;bomen in verharding;2005;111298,649999999990000;426666,475400000000000;Boomhazelaar, Turkse hazelaar;WW3 - 0904 / 0156;Corylus colurna 'Obelisk'
1142;bomen in beplanting;1979;111390,120899999990000;426668,118499999980000;Hongaarse eik;WW3 - 0703 / 0027;Quercus frainetto
1143;bomen in gras;1974;111483,389599999990000;427031,553100000020000; ;NYV - 0101 / 0445;Fraxinus excelsior 'Altena'
1144;bomen in beplanting;2005;111268,315900000000000;426986,433399999980000;Zachte berk;WW3 - 0906 / 0376;Betula pubescens
1145;bomen in beplanting;1979;111379,853099999990000;426674,626200000000000; ;WW3 - 0703 / 0029;Populus alba 'Raket'
1146;bomen in beplanting;2006;111314,939100000000000;426695,117499999990000;Boomhazelaar, Turkse hazelaar;WW3 - 0904 / 0081;Corylus colurna 'Obelisk'
1147;bomen in beplanting;1979;111497,337499999990000;426741,360099999990000; ;WW3 - 0701 / 0037;Fraxinus excelsior 'Altena'
1148;bomen in gras;1974;111475,225100000000000;427032,876999999980000; ;NYV - 0101 / 0446;Fraxinus excelsior 'Altena'
1149;bomen in beplanting;1979;111375,225400000000000;426666,816899999980000; ;WW3 - 0703 / 0030;Populus alba 'Raket'
1150;bomen in beplanting;1979;111456,469500000010000;426683,893400000000000;Gewone-, Schijn-, Witte- of Valse acacia;WW3 - 0703 / 0054;Robinia pseudoacacia
1151;bomen in beplanting;1979;111294,506899999990000;426693,212999999990000;Gewone esdoorn;WW3 - 0904 / 0152;Acer pseudoplatanus 'Leopoldii'
1152;bomen in beplanting;2005;111277,932100000010000;426984,644299999990000;Amerikaanse es;WW3 - 0906 / 0377;Fraxinus americana 'Autumn Applause'
1153;bomen in gras;1974;111467,722599999990000;427034,568800000010000; ;NYV - 0101 / 0447;Fraxinus excelsior 'Altena'
1154;bomen in beplanting;1995;111502,187699999990000;426786,532499999970000; ;WW3 - 0701 / 0039;Fraxinus excelsior 'Altena'
1155;bomen in gras;1974;111277,181700000000000;427084,146599999980000;Gewone wilg, Schietwilg, Witte wilg;NYV - 0101 / 0472;Salix alba
1156;knotbomen;1979;111315,900800000000000;426742,329700000000000;Cricketbat wilg;WW3 - 0904 / 0134;Salix x rubens 'Calva'
1157;bomen in gras;1974;111451,540800000000000;427037,069599999990000; ;NYV - 0101 / 0449;Fraxinus excelsior 'Altena'
1158;bomen in gras;1974;111258,479700000000000;427093,622299999990000;Gewone wilg, Schietwilg, Witte wilg;NYV - 0101 / 0474;Salix alba
1159;bomen in beplanting;1979;111389,108600000010000;426696,174000000000000; ;WW3 - 0703 / 0039;Fraxinus excelsior 'Westhof's Glorie'
1160;knotbomen;1979;111319,650100000000000;426740,515499999980000;Cricketbat wilg;WW3 - 0904 / 0135;Salix x rubens 'Calva'
1161;bomen in gras;1979;111524,140700000000000;426755,855900000020000;Dubbelbloemige paardenkastanje;WW2 - 0701 / 0208;Aesculus hippocastanum 'Baumannii'
1162;bomen in gras;1965;111284,330100000010000;427089,549400000020000; ;NYV - 0101 / 0471;Fraxinus excelsior 'Altena'
1163;bomen in beplanting;0;111549,971999999990000;427120,939699999990000; ;NYV - 0101 / 0596; 
1164;bomen in gras;1974;111343,747000000000000;427063,154700000010000; ;NYV - 0101 / 0462;Fraxinus excelsior 'Altena'
1165;bomen in beplanting;0;111546,400500000000000;427110,225099999980000; ;NYV - 0101 / 0598; 
1166;knotbomen;1979;111325,455600000000000;426737,975600000010000;Cricketbat wilg;WW3 - 0904 / 0136;Salix x rubens 'Calva'
1167;bomen in beplanting;1970;111421,068700000000000;426706,731000000030000;Zilveresdoorn;WW3 - 0703 / 0044;Acer saccharinum
1168;bomen in gras;1970;111461,569000000000000;426835,751300000000000;Cricketbat wilg;WW3 - 0701 / 0072;Salix x rubens 'Calva'
1169;bomen in beplanting;0;111544,452300000000000;427105,354799999970000; ;NYV - 0101 / 0599; 
1170;bomen in gras;1974;111336,383300000000000;427067,101700000000000; ;NYV - 0101 / 0463;Fraxinus excelsior 'Altena'
1171;knotbomen;1979;111329,701900000000000;426735,165700000010000;Cricketbat wilg;WW3 - 0904 / 0137;Salix x rubens 'Calva'
1172;bomen in beplanting;1979;111425,660300000000000;426704,100800000010000;Zilveresdoorn;WW3 - 0703 / 0045;Acer saccharinum
1173;bomen in beplanting;0;111543,478300000000000;427097,562299999990000; ;NYV - 0101 / 0601; 
1174;bomen in gras;1974;111329,019600000000000;427070,577400000010000; ;NYV - 0101 / 0464;Fraxinus excelsior 'Altena'
1175;bomen in gras;1991;111570,351400000000000;426822,842699999980000; ;WW3 - 0701 / 0076;Salix acutifolia 'Pendulifolia'
1176;bomen in beplanting;2003;111347,747600000000000;426848,422900000010000;Ruwe berk;WW3 - 0905 / 0098;Betula pendula
1177;bomen in gras;1994;111487,501500000000000;426818,683499999980000;Gewone els, Zwarte els;WW3 - 0701 / 0077;Alnus glutinosa
1178;bomen in beplanting;0;111547,049799999990000;427089,120500000020000; ;NYV - 0101 / 0603; 
1179;bomen in gras;1974;111321,538100000010000;427073,758500000000000; ;NYV - 0101 / 0465;Fraxinus excelsior 'Altena'
1180;bomen in beplanting;1979;111261,108500000000000;426759,982499999980000;Hartbladige els;WW3 - 0904 / 0380;Alnus cordata
1181;bomen in beplanting;2005;111350,387700000010000;426651,939900000000000;Japanse magnolia;WW3 - 0904 / 0160;Magnolia kobus
1182;bomen in beplanting;0;111535,685800000010000;427085,549000000000000; ;NYV - 0101 / 0604; 
1183;bomen in gras;1974;111314,115500000000000;427077,175200000000000; ;NYV - 0101 / 0466;Fraxinus excelsior 'Altena'
1184;bomen in gras;1970;111492,793800000000000;426831,120500000020000; ;WW3 - 0701 / 0081;Salix alba 'Chermesina'
1185;bomen in gras;1982;111270,803000000000000;426794,647999999990000;Ruwe berk;WW3 - 0904 / 0207;Betula pendula
1186;bomen in beplanting;0;111543,478300000000000;427082,951500000020000; ;NYV - 0101 / 0605; 
1187;bomen in gras;1974;111306,928499999990000;427080,415299999990000; ;NYV - 0101 / 0467;Fraxinus excelsior 'Altena'
1188;knotbomen;1979;111372,817899999990000;426677,318600000000000; ;WW3 - 0904 / 0175;Salix triandra
1189;bomen in beplanting;1979;111293,946700000000000;426780,635899999990000; ;WW3 - 0904 / 0209;Fraxinus excelsior 'Altena'
1190;bomen in beplanting;0;111533,413000000000000;427078,730600000010000; ;NYV - 0101 / 0607; 
1191;bomen in gras;1974;111298,916800000010000;427083,596399999980000; ;NYV - 0101 / 0468;Fraxinus excelsior 'Altena'
1192;bomen in beplanting;2004;111548,768200000010000;426823,346599999990000;Sierappel;WW2 - 0701 / 0185;Malus tschonoskii
1193;bomen in beplanting;1979;111299,614500000000000;426773,236199999980000; ;WW3 - 0904 / 0211;Fraxinus excelsior 'Altena'
1194;bomen in beplanting;0;111544,777000000000000;427073,210900000010000; ;NYV - 0101 / 0608; 
1195;bomen in gras;1974;111292,142200000000000;427087,307700000000000; ;NYV - 0101 / 0469;Fraxinus excelsior 'Altena'
1196;knotbomen;1979;111374,502800000000000;426681,530900000010000; ;WW3 - 0904 / 0176;Salix triandra
1197;bomen in beplanting;1979;111307,486500000000000;426769,300200000000000; ;WW3 - 0904 / 0217;Fraxinus excelsior 'Altena'
1198;bomen in gras;1979;111522,344100000000000;426828,972400000030000; ;WW2 - 0701 / 0187;Fraxinus excelsior 'Westhof's Glorie'
1199;knotbomen;1979;111376,293000000010000;426685,743100000020000; ;WW3 - 0904 / 0177;Salix triandra
1200;bomen in gras;1974;111277,436900000000000;427093,584299999990000; ;NYV - 0101 / 0470;Fraxinus excelsior 'Altena'
1201;bomen in beplanting;0;111535,036500000000000;427070,288799999980000; ;NYV - 0101 / 0609; 
1202;bomen in beplanting;1979;111322,285900000000000;426799,371199999990000;Eenbladige es;WW3 - 0904 / 0226;Fraxinus excelsior 'Diversifolia'
1203;bomen in beplanting;1979;111537,687100000000000;426833,404800000020000;Winterlinde, Kleinbladige linde;WW2 - 0701 / 0192;Tilia cordata
1204;knotbomen;1979;111378,925600000000000;426690,587200000010000; ;WW3 - 0904 / 0178;Salix triandra
1205;bomen in gras;1974;111269,608300000010000;427096,119300000020000; ;NYV - 0101 / 0473;Fraxinus excelsior 'Altena'
1206;bomen in beplanting;0;111528,542800000000000;427067,691300000010000; ;NYV - 0101 / 0610; 
1207;bomen in beplanting;1979;111329,685600000000000;426813,225900000020000; ;WW3 - 0904 / 0227;Prunus cerasifera 'Pissardii'
1208;bomen in beplanting;1979;111533,936600000000000;426842,781100000020000;Winterlinde, Kleinbladige linde;WW2 - 0701 / 0193;Tilia cordata
1209;knotbomen;1979;111380,926400000000000;426695,641899999990000; ;WW3 - 0904 / 0179;Salix triandra
1210;bomen in gras;1974;111262,823600000000000;427100,518199999990000; ;NYV - 0101 / 0475;Fraxinus excelsior 'Altena'
1211;bomen in beplanting;0;111540,556100000000000;427062,496300000000000; ;NYV - 0101 / 0611; 
1212;bomen in beplanting;1979;111333,621600000000000;426821,412799999990000; ;WW3 - 0904 / 0232;Prunus cerasifera 'Pissardii'
1213;bomen in gras;1979;111387,455400000010000;426710,490100000000000;Gewone els, Zwarte els;WW3 - 0904 / 0180;Alnus glutinosa 'Laciniata'
1214;bomen in beplanting;1979;111532,231799999990000;426759,928799999990000;Goudes;WW2 - 0701 / 0209;Fraxinus excelsior 'Jaspidea'
1215;bomen in beplanting;1974;111256,038900000000000;427105,438900000010000; ;NYV - 0101 / 0482;Fraxinus excelsior 'Altena'
1216;bomen in beplanting;0;111522,698399999990000;427061,522300000010000; ;NYV - 0101 / 0612; 
1217;bomen in verharding;2001;111277,810800000010000;426835,512500000010000; ;WW3 - 0904 / 0248;Pyrus calleryana 'Chanticleer'
1218;bomen in gras;1979;111389,666800000010000;426715,228799999980000;Gewone els, Zwarte els;WW3 - 0904 / 0181;Alnus glutinosa 'Laciniata'
1219;bomen in gras;1979;111391,562400000000000;426719,756999999980000;Gewone els, Zwarte els;WW3 - 0904 / 0182;Alnus glutinosa 'Laciniata'
1220;knotbomen;1988;111311,639100000000000;427371,018600000010000; ;NYV - 0101 / 0426;Salix alba 'Belders'
1221;bomen in verharding;2001;111272,963300000000000;426840,359999999990000; ;WW3 - 0904 / 0247;Pyrus calleryana 'Chanticleer'
1222;bomen in beplanting;0;111532,763700000000000;427058,600099999980000; ;NYV - 0101 / 0613; 
1223;bomen in beplanting;1987;111531,038500000000000;426770,327999999980000;Chinese moerascipres;WW2 - 0701 / 0210;Metasequoia glyptostroboides
1224;bomen in beplanting;1979;111393,658600000000000;426748,375899999980000;Italiaanse populier;WW3 - 0905 / 0037;Populus nigra 'Italica'
1225;bomen in beplanting;1979;111272,268100000000000;426760,861500000000000;Treurwilg;WW3 - 0904 / 0124;Salix sepulcralis 'Tristis'
1226;bomen in beplanting;0;111527,893400000000000;427050,807600000000000; ;NYV - 0101 / 0614; 
1227;knotbomen;1979;111514,672600000010000;426840,905800000010000;Cricketbat wilg;WW2 - 0701 / 0218;Salix x rubens 'Calva'
1228;knotbomen;1988;111289,558999999990000;427368,425500000010000; ;NYV - 0101 / 0423;Salix alba 'Belders'
1229;bomen in beplanting;1997;111378,566600000010000;426725,128199999980000;Goudberk;WW3 - 0904 / 0014;Betula ermanii 'Holland'
1230;bomen in gras;2000;111266,792100000010000;426751,313700000000000;Amerikaanse eik;WW3 - 0904 / 0149;Quercus rubra
1231;bomen in gras;2004;111459,352300000000000;427392,705399999980000;Gewone els, Zwarte els;NYV - 0101 / 0547;Alnus glutinosa
1232;knotbomen;1979;111515,524999999990000;426846,190699999980000;Cricketbat wilg;WW2 - 0701 / 0219;Salix x rubens 'Calva'
1233;bomen in beplanting;1997;111369,115100000000000;426729,396599999980000;Goudberk;WW3 - 0904 / 0013;Betula ermanii 'Holland'
1234;bomen in gras;2004;111474,265100000000000;427391,724300000000000;Gewone els, Zwarte els;NYV - 0101 / 0548;Alnus glutinosa
1235;bomen in gras;2004;111328,641200000000000;427391,556600000010000;Gewone els, Zwarte els;NYV - 0101 / 0541;Alnus glutinosa
1236;bomen in gras;2008;111258,147100000000000;426778,829700000000000; ;WW3 - 0904 / 0420;Quercus turneri 'Pseudoturneri'
1237;bomen in gras;1991;111494,820500000000000;426839,776200000020000;Chinese treurwilg;WW3 - 0701 / 0082;Salix babylonica
1238;bomen in beplanting;1997;111359,739800000000000;426733,817500000000000;Goudberk;WW3 - 0904 / 0006;Betula ermanii 'Holland'
1239;bomen in gras;2004;111314,232200000000000;427393,413000000000000;Gewone els, Zwarte els;NYV - 0101 / 0540;Alnus glutinosa
1240;bomen in gras;2004;111488,981700000000000;427391,920500000010000;Gewone els, Zwarte els;NYV - 0101 / 0549;Alnus glutinosa
1241;bomen in gras;2004;111299,469500000010000;427392,263800000020000;Gewone els, Zwarte els;NYV - 0101 / 0539;Alnus glutinosa
1242;bomen in gras;2001;111307,221999999990000;426758,179500000030000;Moerascypres;WW3 - 0904 / 0219;Taxodium distichum
1243;bomen in gras;2004;111504,090700000000000;427389,860200000000000;Gewone els, Zwarte els;NYV - 0101 / 0550;Alnus glutinosa
1244;bomen in gras;1979;111400,075800000010000;426736,967300000020000;Gewone els, Zwarte els;WW3 - 0905 / 0041;Alnus glutinosa
1245;bomen in gras;1994;111494,952399999990000;426816,451999999990000;Gewone els, Zwarte els;WW3 - 0701 / 0079;Alnus glutinosa
1246;bomen in beplanting;1979;111289,144600000000000;426768,359000000000000; ;WW3 - 0904 / 0213;Betula papyrifolia
1247;knotbomen;1988;111471,812300000010000;427373,770000000020000; ;NYV - 0101 / 0431;Salix alba 'Belders'
1248;bomen in gras;2004;111284,640600000000000;427390,296900000020000;Gewone els, Zwarte els;NYV - 0101 / 0538;Alnus glutinosa
1249;bomen in gras;2004;111269,822700000000000;427388,407400000030000;Gewone els, Zwarte els;NYV - 0101 / 0537;Alnus glutinosa
1250;knotbomen;1988;111475,661400000000000;427373,926700000010000; ;NYV - 0101 / 0432;Salix alba 'Belders'
1251;bomen in gras;1979;111402,082899999990000;426742,171099999980000;Gewone els, Zwarte els;WW3 - 0905 / 0042;Alnus glutinosa
1252;bomen in gras;1982;111282,431400000000000;426783,979300000010000; ;WW3 - 0904 / 0206;Betula papyrifolia
1253;bomen in beplanting;1979;111494,756500000000000;426751,518900000020000; ;WW3 - 0701 / 0043;Fraxinus excelsior 'Altena'
1254;knotbomen;1988;111478,979500000000000;427373,630799999980000; ;NYV - 0101 / 0433;Salix alba 'Belders'
1255;bomen in beplanting;1979;111370,870899999990000;426717,453900000020000;Gewone els, Zwarte els;WW3 - 0904 / 0185;Alnus glutinosa
1256;bomen in gras;2004;111255,004800000000000;427385,821699999970000;Gewone els, Zwarte els;NYV - 0101 / 0536;Alnus glutinosa
1257;bomen in beplanting;1979;111266,076100000010000;426796,912200000020000; ;WW3 - 0904 / 0203;Betula papyrifolia
1258;bomen in beplanting;1991;111450,544299999990000;426795,528200000000000;Hartbladige els;WW3 - 0701 / 0064;Alnus cordata
1259;bomen in gras;2004;111519,003500000010000;427389,222400000030000;Gewone els, Zwarte els;NYV - 0101 / 0551;Alnus glutinosa
1260;bomen in beplanting;1979;111372,657300000010000;426711,761799999980000;Treurwilg;WW3 - 0904 / 0188;Salix sepulcralis 'Tristis'
1261;knotbomen;1988;111302,509500000000000;427370,025900000010000; ;NYV - 0101 / 0425;Salix alba 'Belders'
1262;knotbomen;1996;111254,488400000000000;426803,008399999990000;Cricketbat wilg;WW3 - 0904 / 0204;Salix x rubens 'Calva'
1263;bomen in gras;2004;111534,308699999990000;427386,769700000000000;Gewone els, Zwarte els;NYV - 0101 / 0552;Alnus glutinosa
1264;bomen in gras;1977;111577,460500000000000;426569,093700000030000; ;WW2 - 0703 / 0152;Fraxinus excelsior 'Westhof's Glorie'
1265;bomen in beplanting;1979;111455,888300000010000;426797,933000000020000;Gewone esdoorn;WW3 - 0701 / 0164;Acer pseudoplatanus
1266;bomen in beplanting;1985;111440,030400000000000;426446,991400000000000; ;WW2 - 0703 / 0069;Fraxinus excelsior 'Westhof's Glorie'
