FID;Beheer;Aanlegjaar;X;Y;Naam_NL;Objectcode;Boomsoort
1267;bomen in gras;2004;111548,497900000000000;427384,807500000000000;Gewone els, Zwarte els;NYV - 0101 / 0553;Alnus glutinosa
1268;knotbomen;1979;111257,931400000000000;426801,564499999980000;Cricketbat wilg;WW3 - 0904 / 0192;Salix x rubens 'Calva'
1269;bomen in beplanting;1979;111458,159499999990000;426792,321799999980000;Hartbladige els;WW3 - 0701 / 0165;Alnus cordata
1270;knotbomen;1979;111279,255699999990000;426786,903999999980000;Cricketbat wilg;WW3 - 0904 / 0205;Salix x rubens 'Calva'
1271;bomen in beplanting;1970;111411,466300000000000;426719,106800000010000;Zilveresdoorn;WW3 - 0702 / 0011;Acer saccharinum
1272;bomen in beplanting;1984;111446,234100000000000;426447,129299999970000; ;WW2 - 0703 / 0073;Fraxinus excelsior 'Westhof's Glorie'
1273;bomen in gras;1980;111576,645099999990000;426565,424300000010000; ;WW2 - 0703 / 0153;Fraxinus excelsior 'Westhof's Glorie'
1274;bomen in verharding;1977;111648,397300000000000;426490,559300000020000;Witte els, Grijze els;WW2 - 0703 / 0204;Alnus incana 'Select'
1275;bomen in beplanting;1990;111352,107200000000000;426449,757400000000000;Gewone es;WW2 - 0703 / 0333;Fraxinus excelsior
1276;bomen in beplanting;1970;111430,780400000000000;426711,404099999990000;Zilveresdoorn;WW3 - 0702 / 0009;Acer saccharinum
1277;bomen in verharding;1979;111295,693400000000000;426825,222599999980000;Gewone haagbeuk;WW3 - 0904 / 0234;Carpinus betulus 'Fastigiata'
1278;bomen in beplanting;1979;111513,541200000010000;426810,773400000010000;Winterlinde, Kleinbladige linde;WW2 - 0701 / 0215;Tilia cordata
1279;bomen in gras;1981;111581,537700000000000;426562,570300000020000; ;WW2 - 0703 / 0156;Fraxinus excelsior 'Westhof's Glorie'
1280;bomen in verharding;1977;111623,119800000000000;426460,081899999990000;Witte els, Grijze els;WW2 - 0703 / 0206;Alnus incana 'Select'
1281;bomen in gras;1981;111584,663500000000000;426561,347100000010000; ;WW2 - 0703 / 0157;Fraxinus excelsior 'Westhof's Glorie'
1282;bomen in beplanting;1970;111421,353300000000000;426715,427900000010000;Zilveresdoorn;WW3 - 0702 / 0010;Acer saccharinum
1283;knotbomen;2000;111429,966799999990000;426513,301400000000000; ;WW2 - 0703 / 0046;Salix alba 'Belders'
1284;bomen in verharding;1979;111303,039200000000000;426834,468200000000000;Gewone haagbeuk;WW3 - 0904 / 0235;Carpinus betulus 'Fastigiata'
1285;knotbomen;1977;111606,797800000000000;426458,493100000020000;Cricketbat wilg;WW2 - 0703 / 0214;Salix x rubens 'Calva'
1286;bomen in beplanting;1970;111400,659600000000000;426713,933399999980000;Zilveresdoorn;WW3 - 0703 / 0042;Acer saccharinum
1287;knotbomen;1979;111514,128000000000000;426831,524800000010000; ;WW2 - 0701 / 0217;Fraxinus excelsior 'Westhof's Glorie'
1288;knotbomen;2000;111591,187000000010000;426568,957799999970000;Els;WW2 - 0703 / 0275;Alnus
1289;knotbomen;2000;111431,758900000000000;426515,093600000020000; ;WW2 - 0703 / 0047;Salix alba 'Belders'
1290;bomen in verharding;1979;111307,092099999990000;426842,827300000000000;Gewone haagbeuk;WW3 - 0904 / 0236;Carpinus betulus 'Fastigiata'
1291;knotbomen;1977;111604,920100000000000;426458,781900000000000;Cricketbat wilg;WW2 - 0703 / 0215;Salix x rubens 'Calva'
1292;bomen in verharding;1979;111428,261900000000000;426655,646100000010000;Kronkelwilg;WW3 - 0703 / 0018;Salix babylonica 'Tortuosa'
1293;knotbomen;2000;111433,688899999990000;426516,885699999980000; ;WW2 - 0703 / 0049;Salix alba 'Belders'
1294;bomen in beplanting;1979;111410,129300000000000;426657,917599999990000;Gewone esdoorn;WW3 - 0703 / 0020;Acer pseudoplatanus 'Erectum'
1295;knotbomen;2001;111324,133700000010000;426750,478799999980000; ;WW3 - 0904 / 0220;Salix alba 'Belders'
1296;knotbomen;1977;111603,186800000000000;426459,215299999980000;Cricketbat wilg;WW2 - 0703 / 0216;Salix x rubens 'Calva'
1297;knotbomen;2000;111594,584600000000000;426576,432600000000000;Els;WW2 - 0703 / 0276;Alnus
1298;knotbomen;2000;111435,205400000010000;426518,539999999980000; ;WW2 - 0703 / 0050;Salix alba 'Belders'
1299;bomen in beplanting;1979;111409,050700000010000;426650,699900000010000;Witte els, Grijze els;WW3 - 0703 / 0021;Alnus incana
1300;bomen in gras;2000;111313,542900000000000;426755,292800000000000;Moerascypres;WW3 - 0904 / 0457;Taxodium distichum
1301;knotbomen;1977;111600,875700000000000;426459,648600000010000;Cricketbat wilg;WW2 - 0703 / 0217;Salix x rubens 'Calva'
1302;knotbomen;2000;111595,264100000000000;426578,878900000010000;Els;WW2 - 0703 / 0277;Alnus
1303;bomen in gras;2008;111433,688899999990000;426511,647100000000000;Amberboom;WW2 - 0703 / 0051;Liquidambar styraciflua
1304;bomen in gras;2001;111298,523300000000000;426761,839900000020000;Moerascypres;WW3 - 0904 / 0218;Taxodium distichum
1305;knotbomen;2000;111600,564400000000000;426590,702700000020000;Els;WW2 - 0703 / 0278;Alnus
1306;bomen in beplanting;1979;111591,486900000000000;426463,259700000000000;Moeraseik;WW2 - 0703 / 0219;Quercus palustris
1307;bomen in beplanting;2009;111438,514000000000000;426504,616299999990000; ;WW2 - 0703 / 0288;Magnolia 'Apollo'
1308;bomen in verharding;1979;111396,863100000000000;426673,602599999980000; ;WW3 - 0703 / 0025;Platanus x hispanica
1309;bomen in beplanting;1979;111260,214400000000000;426924,361600000000000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0199;Tilia cordata
1310;bomen in beplanting;1979;111580,798200000000000;426461,237499999990000;Treurwilg;WW2 - 0703 / 0231;Salix sepulcralis 'Tristis'
1311;bomen in beplanting;1979;111478,060600000000000;426781,372800000010000; ;WW3 - 0701 / 0051;Fraxinus excelsior 'Altena'
1312;knotbomen;2000;111606,136499999990000;426603,749599999980000;Els;WW2 - 0703 / 0279;Alnus
1313;bomen in beplanting;2007;111406,897000000000000;426504,640300000030000;Japanse els, Kaukasische els;WW2 - 0703 / 0290;Alnus spaethii
1314;bomen in beplanting;1979;111444,420300000000000;426693,171299999990000;Sierappel;WW3 - 0703 / 0049;Malus 'Profusion'
1315;bomen in beplanting;1979;111563,754000000000000;426465,715199999980000;Gewone els, Zwarte els;WW2 - 0703 / 0234;Alnus glutinosa
1316;bomen in beplanting;1979;111259,714200000000000;426945,070100000010000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0260;Tilia cordata
1317;bomen in beplanting;2008;111399,580800000000000;426497,951200000010000;Japanse els, Kaukasische els;WW2 - 0703 / 0289;Alnus spaethii
1318;bomen in beplanting;1979;111488,678100000000000;426779,404700000010000; ;WW3 - 0701 / 0052;Populus x canadensis 'Robusta'
1319;knotbomen;2000;111598,254000000000000;426605,924100000000000;Els;WW2 - 0703 / 0280;Alnus
1320;bomen in gras;1979;111315,579500000010000;426925,379800000000000;Hongaarse eik;WW3 - 0905 / 0213;Quercus frainetto
1321;bomen in beplanting;2007;111414,004100000010000;426511,259800000000000;Japanse els, Kaukasische els;WW2 - 0703 / 0314;Alnus spaethii
1322;bomen in beplanting;1979;111482,644200000000000;426773,552099999970000; ;WW3 - 0701 / 0049;Fraxinus excelsior 'Altena'
1323;knotbomen;2000;111594,584600000000000;426602,526399999970000;Els;WW2 - 0703 / 0281;Alnus
1324;bomen in beplanting;1979;111355,120100000000000;426753,993699999990000;Italiaanse populier;WW3 - 0905 / 0020;Populus nigra 'Italica'
1325;bomen in beplanting;1983;111588,742499999990000;426545,591900000000000;Gewone els, Zwarte els;WW2 - 0703 / 0233;Alnus glutinosa
1326;bomen in gras;1988;111421,403000000010000;426521,469900000030000;Amerikaanse tulpenboom;WW2 - 0703 / 0020;Liriodendron tulipifera
1327;bomen in beplanting;1979;111287,878000000000000;426948,455900000000000;Gewone els, Zwarte els;WW3 - 0905 / 0264;Alnus glutinosa
1328;bomen in beplanting;1979;111487,771700000000000;426771,066100000000000; ;WW3 - 0701 / 0047;Populus x canadensis 'Robusta'
1329;bomen in beplanting;1979;111357,809599999990000;426759,655800000010000; ;WW3 - 0905 / 0021;Platanus x hispanica
1330;knotbomen;2000;111591,322900000000000;426591,925800000030000;Els;WW2 - 0703 / 0282;Alnus
1331;bomen in beplanting;1982;111595,531300000000000;426542,702999999980000; ;WW2 - 0703 / 0235;Fraxinus excelsior 'Westhof's Glorie'
1332;bomen in gras;2008;111350,579100000000000;426475,030700000000000;Oosterse plataan;WW2 - 0703 / 0294;Platanus orientalis 'Minaret'
1333;bomen in beplanting;1979;111293,429900000000000;426947,239100000010000;Gewone els, Zwarte els;WW3 - 0905 / 0265;Alnus glutinosa
1334;bomen in beplanting;1979;111366,019600000000000;426777,349800000030000;Italiaanse populier;WW3 - 0905 / 0023;Populus nigra 'Italica'
1335;bomen in beplanting;1987;111635,541900000000000;426525,803200000020000; ;WW2 - 0703 / 0239;Fraxinus excelsior 'Westhof's Glorie'
1336;knotbomen;2000;111589,420199999990000;426587,440899999990000;Els;WW2 - 0703 / 0283;Alnus
1337;bomen in gras;2008;111356,631299999990000;426482,988300000030000;Oosterse plataan;WW2 - 0703 / 0295;Platanus orientalis 'Minaret'
1338;bomen in beplanting;1979;111383,679399999990000;426523,413300000010000; ;WW3 - 0901 / 0014;Fraxinus excelsior 'Altena'
1339;bomen in beplanting;1979;111297,536900000010000;426943,588500000010000;Gewone els, Zwarte els;WW3 - 0905 / 0266;Alnus glutinosa
1340;bomen in beplanting;1979;111395,462300000000000;426757,674100000000000; ;WW3 - 0905 / 0036;Platanus x hispanica
1341;knotbomen;2000;111587,925200000000000;426582,004699999990000;Els;WW2 - 0703 / 0284;Alnus
1342;bomen in beplanting;1992;111641,897400000000000;426523,347699999980000; ;WW2 - 0703 / 0240;Fraxinus excelsior 'Westhof's Glorie'
1343;bomen in beplanting;1979;111491,680700000000000;426756,962400000020000;Gewone els, Zwarte els;WW3 - 0701 / 0048;Alnus glutinosa
1344;bomen in beplanting;1979;111303,240900000000000;426940,622299999990000;Gewone els, Zwarte els;WW3 - 0905 / 0268;Alnus glutinosa
1345;knotbomen;1979;111412,731700000000000;426765,884100000020000; ;WW3 - 0905 / 0045;Salix alba 'Belders'
1346;knotbomen;2000;111585,750700000000000;426576,568499999990000;Els;WW2 - 0703 / 0285;Alnus
1347;bomen in beplanting;1983;111648,252800000000000;426520,458900000030000; ;WW2 - 0703 / 0241;Fraxinus excelsior 'Westhof's Glorie'
1348;bomen in gras;1976;111420,108800000000000;426493,233799999990000;Gewone els, Zwarte els;WW2 - 0703 / 0324;Alnus glutinosa
1349;knotbomen;1979;111457,056900000000000;426865,859300000010000; ;WW3 - 0905 / 0062;Salix alba 'Belders'
1350;knotbomen;1979;111414,713399999990000;426770,979899999980000; ;WW3 - 0905 / 0046;Salix alba 'Belders'
1351;bomen in beplanting;1979;111303,773300000000000;426930,963400000010000;Witte els, Grijze els;WW3 - 0905 / 0270;Alnus incana
1352;bomen in beplanting;1985;111618,721000000010000;426551,658999999990000; ;WW2 - 0704 / 0072;Platanus x hispanica
1353;bomen in beplanting;1994;111645,941700000000000;426512,658999999990000; ;WW2 - 0703 / 0242;Fraxinus excelsior 'Westhof's Glorie'
1354;knotbomen;1979;111417,119800000000000;426776,075799999990000; ;WW3 - 0905 / 0047;Salix alba 'Belders'
1355;knotbomen;2008;111419,315300000000000;426510,947400000000000; ;WW2 - 0703 / 0328;Salix alba 'Belders'
1356;bomen in verharding;1979;111312,996900000000000;426864,079000000030000;Gewone haagbeuk;WW3 - 0904 / 0237;Carpinus betulus 'Fastigiata'
1357;bomen in beplanting;1986;111644,497300000000000;426508,470099999980000;Moeraseik;WW2 - 0703 / 0243;Quercus palustris
1358;knotbomen;1979;111460,656700000010000;426873,803699999990000; ;WW3 - 0905 / 0064;Salix alba 'Belders'
1359;bomen in beplanting;2005;111619,970500000000000;426562,766500000030000;Piramidale eik, Piramide-eik;WW2 - 0704 / 0093;Quercus robur 'Fastigiata'
1360;knotbomen;2008;111418,197700000000000;426507,852499999980000; ;WW2 - 0703 / 0327;Salix alba 'Belders'
1361;bomen in verharding;2005;111250,296400000010000;426867,496600000010000; ;WW3 - 0904 / 0253;Pyrus calleryana 'Chanticleer'
1362;knotbomen;1979;111419,101500000000000;426781,030099999970000; ;WW3 - 0905 / 0048;Salix alba 'Belders'
1363;bomen in beplanting;1983;111641,030700000000000;426500,236900000020000; ;WW2 - 0703 / 0244;Fraxinus excelsior 'Westhof's Glorie'
1364;bomen in beplanting;2005;111631,077999999990000;426558,184599999980000;Piramidale eik, Piramide-eik;WW2 - 0704 / 0089;Quercus robur 'Fastigiata'
1365;knotbomen;1979;111462,642800000000000;426878,272400000020000; ;WW3 - 0905 / 0065;Salix alba 'Belders'
1366;knotbomen;2008;111416,908100000000000;426504,327600000020000; ;WW2 - 0703 / 0326;Salix alba 'Belders'
1367;bomen in gras;1979;111413,864100000010000;426818,258199999980000;Treurwilg;WW3 - 0905 / 0070;Salix sepulcralis 'Tristis'
1368;bomen in gras;1980;111641,610700000000000;426621,216599999990000;Hongaarse eik;WW2 - 0704 / 0005;Quercus frainetto
1369;knotbomen;1979;111464,753000000000000;426882,741099999980000; ;WW3 - 0905 / 0066;Salix alba 'Belders'
1370;bomen in verharding;1979;111264,687000000010000;426894,439799999990000; ;WW3 - 0904 / 0250;Pyrus calleryana 'Chanticleer'
1371;knotbomen;2008;111415,876399999990000;426501,490600000020000; ;WW2 - 0703 / 0325;Salix alba 'Belders'
1372;bomen in beplanting;1985;111639,297400000000000;426496,192500000000000;Iep;WW2 - 0703 / 0245;Ulmus
1373;bomen in beplanting;1979;111411,997600000000000;426836,812900000020000;Gewone els, Zwarte els;WW3 - 0905 / 0075;Alnus glutinosa
1374;bomen in beplanting;1974;111435,606799999990000;426544,863100000020000; ;WW2 - 0703 / 0022;Fraxinus excelsior 'Westhof's Glorie'
1375;bomen in beplanting;2002;111578,454700000000000;426647,215600000000000;Zoete kers;WW2 - 0701 / 0432;Prunus avium
1376;bomen in verharding;2005;111257,364600000000000;426890,036800000000000; ;WW3 - 0904 / 0251;Pyrus calleryana 'Chanticleer'
1377;bomen in beplanting;1992;111635,830800000000000;426487,092699999980000;Iep;WW2 - 0703 / 0246;Ulmus
1378;bomen in beplanting;1979;111418,948900000000000;426844,509000000020000;Gewone els, Zwarte els;WW3 - 0905 / 0076;Alnus glutinosa
1379;bomen in beplanting;1974;111440,507199999990000;426548,602900000000000; ;WW2 - 0703 / 0030;Fraxinus excelsior 'Westhof's Glorie'
1380;bomen in beplanting;1979;111598,688899999990000;426614,590299999980000; ;WW2 - 0703 / 0138;Fraxinus excelsior 'Altena'
1381;bomen in gras;1979;111457,553400000000000;426894,409300000000000;Gele treurwilg;WW3 - 0905 / 0127;Salix babylonica 'Aurea'
1382;bomen in beplanting;1979;111410,880500000000000;426845,377900000020000;Gewone esdoorn;WW3 - 0905 / 0078;Acer pseudoplatanus 'Leopoldii'
1383;bomen in beplanting;1990;111358,039200000000000;426453,497099999980000;Gewone es;WW2 - 0703 / 0332;Fraxinus excelsior
1384;knotbomen;1979;111324,351299999990000;426947,227399999970000;Cricketbat wilg;WW3 - 0905 / 0150;Salix x rubens 'Calva'
1385;bomen in beplanting;1976;111582,766900000000000;426547,535099999980000;Gewone els, Zwarte els;WW2 - 0703 / 0105;Alnus glutinosa
1386;knotbomen;1979;111460,378200000010000;426861,286900000010000; ;WW3 - 0701 / 0091;Salix alba 'Belders'
1387;bomen in beplanting;1978;111562,043000000010000;426619,313599999990000; ;WW2 - 0703 / 0132;Fraxinus excelsior 'Altena'
1388;bomen in beplanting;1979;111424,590500000010000;426778,575699999990000;Zilveresdoorn;WW3 - 0702 / 0063;Acer saccharinum
1389;bomen in beplanting;1979;111328,734100000000000;426945,987000000020000;Cricketbat wilg;WW3 - 0905 / 0155;Salix x rubens 'Calva'
1390;bomen in beplanting;1985;111613,444900000000000;426548,743299999970000; ;WW2 - 0704 / 0071;Platanus x hispanica
1391;bomen in gras;1979;111483,532200000000000;426912,225700000010000;Gewone els, Zwarte els;WW3 - 0701 / 0098;Alnus glutinosa
1392;bomen in beplanting;1978;111553,085200000000000;426619,313599999990000; ;WW2 - 0703 / 0131;Fraxinus excelsior 'Altena'
1393;bomen in beplanting;1990;111358,071500000010000;426456,011799999980000;Gewone esdoorn;WW2 - 0703 / 0334;Acer pseudoplatanus
1394;bomen in beplanting;1978;111624,274699999990000;426544,855700000010000; ;WW2 - 0704 / 0074;Platanus x hispanica
1395;bomen in beplanting;1990;111362,198099999990000;426460,331799999990000;Gewone esdoorn;WW2 - 0703 / 0335;Acer pseudoplatanus
1396;bomen in gras;1970;111437,626699999990000;426803,694100000020000;Canadese populier;WW3 - 0702 / 0068;Populus canadensis 'Robusta'
1397;bomen in beplanting;1979;111253,932200000000000;426933,143900000020000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0256;Tilia cordata
1398;bomen in beplanting;1946;111574,461899999990000;426615,811899999970000;Europese zwarte populier;WW2 - 0703 / 0134;Populus nigra
1399;knotbomen;1988;111517,006299999990000;426880,074700000000000; ;WW3 - 0701 / 0110;Salix alba 'Belders'
1400;bomen in beplanting;2000;111363,810100000000000;426459,300200000000000;Gewone es;WW2 - 0703 / 0336;Fraxinus excelsior
1401;bomen in gras;1979;111433,965700000000000;426847,984799999980000; ;WW3 - 0905 / 0117;Fraxinus excelsior 'Altena'
1402;bomen in beplanting;1977;111636,492800000010000;426539,718600000020000; ;WW2 - 0704 / 0076;Platanus x hispanica
1403;bomen in beplanting;1979;111253,812500000000000;426937,332899999980000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0257;Tilia cordata
1404;bomen in beplanting;1979;111560,694300000000000;426628,230800000020000; ;WW2 - 0703 / 0128;Fraxinus excelsior 'Altena'
1405;knotbomen;1988;111519,387900000000000;426880,074700000000000; ;WW3 - 0701 / 0111;Salix alba 'Belders'
1406;bomen in beplanting;1990;111370,773700000010000;426467,424500000020000;Gewone wilg, Schietwilg, Witte wilg;WW2 - 0703 / 0337;Salix alba
1407;bomen in beplanting;1992;111373,497800000000000;426848,676400000000000;Gewone els, Zwarte els;WW3 - 0905 / 0386;Alnus glutinosa
1408;bomen in beplanting;1979;111263,626699999990000;426949,301400000000000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0263;Tilia cordata
1409;knotbomen;1988;111522,034000000000000;426880,339400000000000; ;WW3 - 0701 / 0112;Salix alba 'Belders'
1410;bomen in beplanting;1995;111378,946400000000000;426475,065200000010000;Kronkelwilg;WW2 - 0703 / 0339;Salix babylonica 'Tortuosa'
1411;bomen in beplanting;1981;111555,289000000000000;426627,955900000000000; ;WW2 - 0703 / 0126;Fraxinus excelsior 'Altena'
1412;bomen in gras;1981;111647,739100000010000;426542,634299999980000; ;WW2 - 0704 / 0077;Platanus x hispanica
1413;bomen in beplanting;1979;111384,489900000000000;426826,477900000000000; ;WW3 - 0905 / 0089;Fraxinus excelsior 'Altena'
1414;bomen in beplanting;2001;111387,562300000010000;426483,769800000010000;Gewone els, Zwarte els;WW2 - 0703 / 0340;Alnus glutinosa
1415;bomen in beplanting;1979;111254,650299999990000;426941,761200000010000;Winterlinde, Kleinbladige linde;WW3 - 0905 / 0258;Tilia cordata
1416;knotbomen;1988;111525,077099999990000;426881,000899999980000; ;WW3 - 0701 / 0113;Salix alba 'Belders'
