Identificatie;Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
149192;28-8-2015 7:00;Definitief afgesloten;Afgesloten;4-9-2015 7:00;Handhaving;Overig (Handhaving);Steynlaan;nr. 20;Zeist Centrum
132560;19-1-2015 9:40;Definitief afgesloten;Afgesloten;26-1-2015 9:40;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Vrijheidsplein;;Zeist Noord
148016;13-8-2015 19:19;Definitief afgesloten;Afgesloten;20-8-2015 19:19;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Brugakker;;Zeist West
155758;27-11-2015 7:00;Definitief afgesloten;Afgesloten;4-12-2015 7:00;Wegen, fiets- en voetpaden;Gebreken wegdek;Jacob Catslaan;;Zeist Noord
153425;2-11-2015 7:00;Definitief afgesloten;Afgesloten;9-11-2015 7:00;Groen;Bomen;Strausslaan;;Zeist Noord
151753;7-10-2015 7:00;Definitief afgesloten;Afgesloten;14-10-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Vossenlaan;Voor Vossenlaan ;Den Dolder e.o.
151976;12-10-2015 8:40;Definitief afgesloten;Afgesloten;19-10-2015 8:40;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Wilhelminaparkflat;Huydecopeweg hoek Pr.Hendriklaan;Zeist Centrum
152648;21-10-2015 9:53;Definitief afgesloten;Afgesloten;28-10-2015 8:53;Verlichting;Lamp defect;De Clomp;Grote Koppel;Zeist West
145546;3-7-2015 7:00;Lopend;In behandeling;10-7-2015 7:00;Afvalinzameling en milieu;Zwerfvuil;Chopinlaan;Schubertlaan;
137227;16-3-2015 10:11;Definitief afgesloten;Afgesloten;23-3-2015 10:11;Groen;Overig (Groen);Griftlaan;;Zeist Noord
141576;13-5-2015 13:57;Definitief afgesloten;Afgesloten;20-5-2015 13:57;Groen;Bomen;Strausslaan;Strausslaan thv nummer 26-28;Zeist Noord
139404;13-4-2015 15:53;Definitief afgesloten;Afgesloten;20-4-2015 15:53;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;Winkelcentrum Vollenhove;Zeist Noord
133034;23-1-2015 10:45;Definitief afgesloten;Afgesloten;30-1-2015 10:45;Handhaving;Parkeren;Panweg;;Zeist Noord
136268;3-3-2015 15:54;Definitief afgesloten;Afgesloten;10-3-2015 15:54;Groen;Overig (Groen);Nijenheim;;Zeist West
139666;16-4-2015 13:44;Definitief afgesloten;Afgesloten;23-4-2015 13:44;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Couwenhoven;trottoir;Zeist West
137962;20-3-2015 7:00;Definitief afgesloten;Afgesloten;27-3-2015 7:00;Groen;Struiken;Vestdijklaan;langs nummers 33 t/m 39;Zeist Noord
133823;29-1-2015 7:00;Definitief afgesloten;Afgesloten;5-2-2015 7:00;Verlichting;Overig (verlichting);Dr. Ramaerlaan;in Den Dolder;Den Dolder e.o.
154881;17-11-2015 7:00;Definitief afgesloten;Afgesloten;24-11-2015 7:00;Groen;Overig (Groen);Oude Woudenbergse Zandwg;;Zeist Centrum
148268;18-8-2015 7:00;Definitief afgesloten;Afgesloten;25-8-2015 7:00;Groen;Bomen;Oude Woudenbergse Zandwg;;Zeist Centrum
133842;28-1-2015 7:00;Definitief afgesloten;Afgesloten;4-2-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Hortensialaan;;Zeist Centrum
146793;27-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Schaerweijdelaan;;Zeist Centrum
153206;28-10-2015 7:00;Definitief afgesloten;Afgesloten;29-10-2015 7:00;Afvalinzameling en milieu;Afvaldumping;2e Dorpsstraat;;Zeist Centrum
149037;31-8-2015 9:05;Definitief afgesloten;Afgesloten;7-9-2015 9:05;Groen;Bomen;Oude Woudenbergse Zandwg;;Zeist Centrum
148481;20-8-2015 14:32;Definitief afgesloten;Afgesloten;27-8-2015 14:32;Groen;Bomen;Bilderdijklaan;;Zeist Noord
148517;21-8-2015 9:06;Definitief afgesloten;Afgesloten;28-8-2015 9:06;Groen;Onkruid;Ridderschapslaan;;Zeist West
148595;23-8-2015 7:00;Definitief afgesloten;Afgesloten;31-8-2015 7:00;Groen;Bomen;Nijenheim;voor huisnummer 2220;Zeist West
144435;22-6-2015 9:53;Definitief afgesloten;Afgesloten;29-6-2015 9:53;Handhaving;Parkeren;Nepveulaan;41;Zeist Noord
147774;10-8-2015 16:39;Definitief afgesloten;Afgesloten;17-8-2015 16:39;Groen;Struiken;Laan van Vollenhove;;Zeist Noord
152175;14-10-2015 8:42;Definitief afgesloten;Afgesloten;21-10-2015 8:42;Verlichting;Lamp defect;De la Reylaan;voor het huis al 4 defecte;Zeist Centrum
146786;26-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Frans van Mierislaan;;Den Dolder e.o.
139832;20-4-2015 10:04;Definitief afgesloten;Afgesloten;27-4-2015 10:04;Handhaving;Overig (Handhaving);Oranje Nassaulaan;;Zeist Oost
145876;13-7-2015 9:35;Definitief afgesloten;Afgesloten;14-7-2015 9:35;Afvalinzameling en milieu;Afvaldumping;Anne de Vrieslaan;voor numnmer 61;Zeist Centrum
146211;16-7-2015 14:37;Definitief afgesloten;Afgesloten;23-7-2015 14:37;Groen;Bomen;Aristoteleslaan;;Zeist Centrum
150200;15-9-2015 11:52;Definitief afgesloten;Afgesloten;22-9-2015 11:52;Straatmeubilair;Paaltjes;Dolderseweg;;Den Dolder e.o.
151484;3-10-2015 7:00;Definitief afgesloten;Afgesloten;12-10-2015 7:00;Verlichting;Lamp defect;De la Reylaan;voor het huis;Zeist Centrum
144128;18-6-2015 9:58;Definitief afgesloten;Afgesloten;25-6-2015 9:58;Groen;Bomen;Oude Woudenbergse Zandwg;;Zeist Centrum
131802;8-1-2015 11:25;Definitief afgesloten;Afgesloten;9-1-2015 11:25;Verlichting;Lichtmast gebroken/krom;Melkweg;Het kinderdagverblijf Klein vliegdorp;Den Dolder e.o.
146774;26-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Groen;Bomen;Laan van Cattenbroeck;voor huisnummer 113;Zeist West
158889;16-12-2015 15:18;Definitief afgesloten;Afgesloten;23-12-2015 15:18;Afvalinzameling en milieu;Bladoverlast;Stalhouderij;;Zeist Centrum
141873;19-5-2015 9:32;Definitief afgesloten;Afgesloten;26-5-2015 9:32;Groen;Gras;Erasmuslaan;huisnummer 39;Zeist Centrum
143913;15-6-2015 14:16;Definitief afgesloten;Afgesloten;22-6-2015 14:16;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Jufferstraat;;Zeist Centrum
138681;1-4-2015 10:02;Definitief afgesloten;Afgesloten;8-4-2015 10:02;Groen;Bomen;Amalia van Solmslaan;;Zeist Oost
154046;10-11-2015 7:00;Definitief afgesloten;Afgesloten;17-11-2015 7:00;Afvalinzameling en milieu;Zwerfvuil;Vrijheidsplein;bij ondergrondscontainer;Zeist Noord
152184;12-10-2015 7:00;Definitief afgesloten;Afgesloten;13-10-2015 7:00;Afvalinzameling en milieu;Afvaldumping;Vrijheidsplein;Bij de containers;Zeist Noord
155173;23-11-2015 10:17;Definitief afgesloten;Afgesloten;30-11-2015 10:17;Groen;Bomen;Dijnselweg;plantsoen voor nr. 14;Zeist Noord
132860;21-1-2015 12:39;Definitief afgesloten;Afgesloten;28-1-2015 12:39;Verlichting;Lamp defect;Vlierlaan;Vlierlaan 18;Den Dolder e.o.
147093;29-7-2015 11:11;Definitief afgesloten;Afgesloten;5-8-2015 11:11;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Borneolaan;;Zeist Noord
133023;23-1-2015 9:31;Definitief afgesloten;Afgesloten;23-1-2015 9:31;Groen;Bomen;Ernst Casimirlaan;;Zeist Oost
151268;1-10-2015 10:45;Definitief afgesloten;Afgesloten;8-10-2015 10:45;Groen;Gras;Johannes Postlaan;;Zeist Noord
148924;27-8-2015 13:26;Definitief afgesloten;Afgesloten;3-9-2015 13:26;Handhaving;Parkeren;De Clomp;;Zeist West
158342;14-12-2015 15:05;Definitief afgesloten;Afgesloten;21-12-2015 15:05;Groen;Bomen;Oranje Nassaulaan;;Zeist Oost
150382;17-9-2015 13:23;Definitief afgesloten;Afgesloten;24-9-2015 13:23;Groen;Bomen;Nepveulaan;;Zeist Noord
142208;22-5-2015 11:37;Definitief afgesloten;Afgesloten;29-5-2015 11:37;Groen;Bomen;Graaf Janlaan;;Zeist Oost
157169;7-12-2015 15:57;Definitief afgesloten;Afgesloten;14-12-2015 15:57;Straatmeubilair;Verkeers-/ straatnaambord;Couwenhoven;;Zeist West
139037;8-4-2015 12:40;Definitief afgesloten;Afgesloten;15-4-2015 12:40;Speel- en sportvoorzieningen;Overig (Speel- en sportvoorzieningen);Plevierpad;tegenover nummer 17;Zeist West
138436;30-3-2015 15:18;Definitief afgesloten;Afgesloten;6-4-2015 15:18;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Couwenhoven;;Zeist West
147481;5-8-2015 11:47;Definitief afgesloten;Afgesloten;12-8-2015 11:47;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
149117;31-8-2015 15:17;Definitief afgesloten;Afgesloten;7-9-2015 15:17;Riolering;Verstopping straatkolk;Bergweg;;Zeist Noord
139590;15-4-2015 16:15;Definitief afgesloten;Afgesloten;22-4-2015 16:15;Straatmeubilair;Overig (Straatmeubilair);Slotlaan;;Zeist Centrum
141154;7-5-2015 12:58;Definitief afgesloten;Afgesloten;14-5-2015 12:58;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Woudenbergseweg;;Zeist Centrum
142309;26-5-2015 14:34;Definitief afgesloten;Afgesloten;2-6-2015 14:34;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Slotlaan;Hema;Zeist Centrum
140026;22-4-2015 11:29;Definitief afgesloten;Afgesloten;29-4-2015 11:29;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Hoog Kanje;Snackbar nummer 82;Zeist Oost
156633;3-12-2015 15:34;Definitief afgesloten;Afgesloten;10-12-2015 15:34;Handhaving;Parkeren;Schaerweijdelaan;;Zeist Centrum
142870;3-6-2015 9:03;Definitief afgesloten;Afgesloten;10-6-2015 9:03;Groen;Bomen;Prinses Margrietlaan;;Zeist Oost
144248;19-6-2015 8:23;Voorlopig afgesloten;Afgehandeld;26-6-2015 8:23;Riolering;Overig (Riolering);Nijenheim;;Zeist West
139510;14-4-2015 18:51;Definitief afgesloten;Afgesloten;15-4-2015 18:51;Afvalinzameling en milieu;Afvaldumping;Oude Arnhemseweg;;Zeist Noord
158318;14-12-2015 14:20;Definitief afgesloten;Afgesloten;21-12-2015 14:20;Afvalinzameling en milieu;Overig (afvalinzameling en milieu);De Clomp;ingang grote koppel;Zeist West
150418;17-9-2015 16:42;Definitief afgesloten;Afgesloten;24-9-2015 16:42;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Slotlaan;;Zeist Centrum
147242;31-7-2015 10:02;Definitief afgesloten;Afgesloten;3-8-2015 10:02;Afvalinzameling en milieu;Afvaldumping;Fazantenplein;;Zeist West
148015;13-8-2015 18:51;Definitief afgesloten;Afgesloten;20-8-2015 18:51;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Driebergseweg;;Zeist Oost
138566;31-3-2015 13:18;Definitief afgesloten;Afgesloten;7-4-2015 13:18;Groen;Bomen;Laan van Vollenhove;;Zeist Noord
148685;25-8-2015 9:45;Definitief afgesloten;Afgesloten;1-9-2015 9:45;Groen;Bomen;Graaf Adolflaan;;Zeist Oost
144444;22-6-2015 10:24;Definitief afgesloten;Afgesloten;29-6-2015 10:24;Handhaving;"Aanhanger; caravan; keetwagen";Kwartellaan;;Zeist West
146138;15-7-2015 15:13;Definitief afgesloten;Afgesloten;22-7-2015 15:13;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Slotlaan;Voor de deur van het Atelier Walkart;Zeist Centrum
146960;28-7-2015 10:25;Definitief afgesloten;Afgesloten;4-8-2015 10:25;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Lageweg;Achter de Posterij thv Lageweg 44;Zeist Centrum
138000;25-3-2015 10:03;Definitief afgesloten;Afgesloten;1-4-2015 11:03;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Churchill-laan;;Zeist Noord
146912;27-7-2015 7:00;Definitief afgesloten;Afgesloten;3-8-2015 7:00;Riolering;Verstopping straatkolk;Couwenhoven;Voor huisnr. 6525;Zeist West
148460;20-8-2015 13:20;Definitief afgesloten;Afgesloten;27-8-2015 13:20;Groen;Onkruid;De Clomp;;Zeist West
142940;2-6-2015 7:00;Definitief afgesloten;Afgesloten;3-6-2015 7:00;Afvalinzameling en milieu;Volle prullenbakken;Jan Ligthartplein;Zamenhoflaan (speeltuintje);Zeist Noord
143516;9-6-2015 14:47;Definitief afgesloten;Afgesloten;16-6-2015 14:47;Groen;Bomen;Geiserlaan;de Antonlaan;Zeist Centrum
141398;11-5-2015 16:47;Definitief afgesloten;Afgesloten;18-5-2015 16:47;Handhaving;Fietsoverlast en wrakken;Eikenlaan;;Zeist Centrum
141774;18-5-2015 9:37;Definitief afgesloten;Afgesloten;25-5-2015 9:37;Groen;Bomen;W.H. Vliegenlaan;32;Zeist Noord
146373;19-7-2015 7:00;Definitief afgesloten;Afgesloten;27-7-2015 7:00;Handhaving;Gevonden fietsen;Kroostweg-Noord;zie foto's;
139221;10-4-2015 9:26;Definitief afgesloten;Afgesloten;17-4-2015 9:26;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Brugakker;;Zeist West
136606;6-3-2015 16:01;Definitief afgesloten;Afgesloten;13-3-2015 16:01;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
131854;8-1-2015 16:17;Definitief afgesloten;Afgesloten;15-1-2015 16:17;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Paltzerweg;;Den Dolder e.o.
138053;23-3-2015 7:00;Definitief afgesloten;Afgesloten;30-3-2015 8:00;Straatmeubilair;Overig (Straatmeubilair);Heideweg;;Zeist Oost
147825;8-8-2015 7:00;Definitief afgesloten;Afgesloten;17-8-2015 7:00;Groen;Bomen;Duinweg;;Den Dolder e.o.
148289;18-8-2015 13:06;Definitief afgesloten;Afgesloten;19-8-2015 13:06;Afvalinzameling en milieu;Afvaldumping;Antonlaan;parkeergarage De Luifel. vlak na de ingang rechts;Zeist Centrum
140068;22-4-2015 15:38;Definitief afgesloten;Afgesloten;29-4-2015 15:38;Wegen, fiets- en voetpaden;Gebreken wegdek;Vinkenlaag;;Zeist Noord
147615;6-8-2015 19:31;Lopend;In behandeling;13-8-2015 19:31;Dieren;Overig (Dieren);Thorbeckelaan;;
154182;11-11-2015 11:13;Definitief afgesloten;Afgesloten;18-11-2015 11:13;Handhaving;Fietsoverlast en wrakken;Schermerslaan;voor huisnummer 10;Zeist Noord
144909;29-6-2015 10:44;Definitief afgesloten;Afgesloten;6-7-2015 10:44;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Laan van Eikenstein;;Zeist Noord
154976;18-11-2015 7:00;Lopend;In behandeling;25-11-2015 7:00;Groen;Bomen;Prinses Margrietlaan;;Zeist Oost
154507;16-11-2015 11:40;Definitief afgesloten;Afgesloten;17-11-2015 11:40;Afvalinzameling en milieu;Afvaldumping;Dokter J.C. Boswijklaan;;Den Dolder e.o.
153235;29-10-2015 19:27;Definitief afgesloten;Afgesloten;9-11-2015 19:27;Dieren;Hondenpoep;Egelinglaan;;Zeist Noord
139162;9-4-2015 13:18;Definitief afgesloten;Afgesloten;16-4-2015 13:18;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Anne de Vrieslaan;Anne de Vrieslaan;Zeist Centrum
141793;18-5-2015 10:50;Lopend;In behandeling;25-5-2015 10:50;Straatmeubilair;Verkeers-/ straatnaambord;Pr Catharina Amalialn;;
136323;4-3-2015 13:43;Definitief afgesloten;Afgesloten;11-3-2015 13:43;Straatmeubilair;Verkeers-/ straatnaambord;Anne de Vrieslaan;;
148029;14-8-2015 8:44;Definitief afgesloten;Afgesloten;21-8-2015 8:44;Riolering;Verstopping straatkolk;Johan v Oldenbarneveltln;104/106/108;Zeist Noord
148335;18-8-2015 17:10;Definitief afgesloten;Afgesloten;25-8-2015 17:10;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Steniaweg;kruising met utrechtseweg;Zeist Centrum
148136;17-8-2015 8:52;Definitief afgesloten;Afgesloten;18-8-2015 8:52;Verlichting;Netwerkstoring;Zusterplein;hele zusterplein;Zeist Centrum
149398;3-9-2015 13:45;Definitief afgesloten;Afgesloten;10-9-2015 13:45;Handhaving;"Aanhanger; caravan; keetwagen";Burg. Patijnlaan;;Zeist Noord
149638;8-9-2015 9:55;Definitief afgesloten;Afgesloten;15-9-2015 9:55;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Verlengde Slotlaan;;Zeist Centrum
151643;6-10-2015 13:36;Definitief afgesloten;Afgesloten;7-10-2015 13:36;Afvalinzameling en milieu;Afvaldumping;Antonlaan;thv afvalcontainers 121-141;Zeist Centrum
148030;13-8-2015 7:00;Definitief afgesloten;Afgesloten;20-8-2015 7:00;Riolering;Overig (Riolering);De Clomp;Bij nummer 3118;Zeist West
137268;16-3-2015 11:38;Definitief afgesloten;Afgesloten;23-3-2015 11:38;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Vestdijklaan;;Zeist Noord
155581;25-11-2015 7:00;Definitief afgesloten;Afgesloten;2-12-2015 7:00;Afvalinzameling en milieu;Klacht afvalinzameling;Hoog Kanje;Hoog Kanje;Zeist Oost
131991;12-1-2015 11:08;Definitief afgesloten;Afgesloten;19-1-2015 11:08;Straatmeubilair;Verkeers-/ straatnaambord;Graaf Adolflaan;;Zeist Oost
137008;12-3-2015 10:24;Definitief afgesloten;Afgesloten;19-3-2015 10:24;Groen;Overig (Groen);Brugakker;;Zeist West
147379;4-8-2015 8:44;Definitief afgesloten;Afgesloten;11-8-2015 8:44;Handhaving;Gevonden fietsen;Couwenhoven;Couwenhoven flat 80;Zeist West
137759;23-3-2015 10:25;Definitief afgesloten;Afgesloten;30-3-2015 11:25;Handhaving;Gevonden fietsen;Zinzendorflaan;;Zeist Centrum
143666;11-6-2015 10:50;Definitief afgesloten;Afgesloten;18-6-2015 10:50;Groen;Bomen;Valckenboschlaan;;Zeist Centrum
142265;26-5-2015 11:50;Definitief afgesloten;Afgesloten;2-6-2015 11:50;Straatmeubilair;Verkeers-/ straatnaambord;Kroostweg;;Zeist Noord
133522;29-1-2015 13:27;Definitief afgesloten;Afgesloten;5-2-2015 13:27;Afvalinzameling en milieu;Zwerfvuil;De Clomp;achterzijde hollebloc;Zeist West
131520;6-1-2015 11:33;Definitief afgesloten;Afgesloten;13-1-2015 11:33;Wegen, fiets- en voetpaden;Gebreken wegdek;Kroostweg-Noord;;Zeist Noord
150173;15-9-2015 9:31;Definitief afgesloten;Afgesloten;22-9-2015 9:31;Speel- en sportvoorzieningen;Speeltoestellen;Geiserlaan;;Zeist Centrum
157432;9-12-2015 8:14;Definitief afgesloten;Afgesloten;16-12-2015 8:14;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Bothalaan;;Zeist Centrum
161039;31-12-2015 14:24;Voorlopig afgesloten;Afgehandeld;7-1-2016 14:24;Straatmeubilair;Verkeers-/ straatnaambord;Nijenheim;;Zeist West
143341;7-6-2015 7:00;Definitief afgesloten;Afgesloten;15-6-2015 7:00;Handhaving;Parkeren;Middellaan;Tussen Antonlaan en Jagerlaan;Zeist Centrum
152268;13-10-2015 7:00;Definitief afgesloten;Afgesloten;20-10-2015 7:00;Groen;Bomen;Korte Bergweg;;Den Dolder e.o.
147339;31-7-2015 7:00;Definitief afgesloten;Afgesloten;7-8-2015 7:00;Groen;Struiken;Strausslaan;;Zeist Noord
142999;3-6-2015 7:00;Definitief afgesloten;Afgesloten;10-6-2015 7:00;Groen;Struiken;Nijenheim;;Zeist West
137004;12-3-2015 10:00;Definitief afgesloten;Afgesloten;19-3-2015 10:00;Groen;Struiken;Laan van Vollenhove;;Zeist Noord
152254;15-10-2015 9:33;Definitief afgesloten;Afgesloten;22-10-2015 9:33;Groen;Struiken;Nijenheim;;Zeist West
143579;10-6-2015 11:01;Definitief afgesloten;Afgesloten;17-6-2015 11:01;Groen;Onkruid;Griffensteijnselaan;El Dorado;Zeist West
147366;2-8-2015 7:00;Definitief afgesloten;Afgesloten;10-8-2015 7:00;Groen;Bomen;Laan van Cattenbroeck;;Zeist West
143457;9-6-2015 10:56;Definitief afgesloten;Afgesloten;16-6-2015 10:56;Groen;Bomen;Jan Meerdinklaan;;Zeist Centrum
147376;4-8-2015 8:40;Definitief afgesloten;Afgesloten;11-8-2015 8:40;Groen;Overig (Groen);Couwenhoven;het gaat om flat 80 Couwenhoven;Zeist West
137772;19-3-2015 7:00;Definitief afgesloten;Afgesloten;26-3-2015 7:00;Afvalinzameling en milieu;Overig (afvalinzameling en milieu);Bergweg;;Zeist Centrum
135061;17-2-2015 13:10;Definitief afgesloten;Afgesloten;24-2-2015 13:10;Groen;Bomen;Couwenhoven;;Zeist West
151225;28-9-2015 7:00;In behandeling;In behandeling;5-10-2015 7:00;Riolering;Overig (Riolering);Koppelweg;;Zeist West
144310;16-6-2015 7:00;Definitief afgesloten;Afgesloten;23-6-2015 7:00;Straatmeubilair;Verkeers-/ straatnaambord;Steniaweg;;Zeist Centrum
132599;19-1-2015 13:36;Definitief afgesloten;Afgesloten;26-1-2015 13:36;Straatmeubilair;Overig (Straatmeubilair);Griffensteijnselaan;;Zeist West
144837;25-6-2015 7:00;Definitief afgesloten;Afgesloten;2-7-2015 7:00;Groen;Bomen;Dr. A. Kuyperlaan;;Zeist Noord
160880;30-12-2015 14:13;Voorlopig afgesloten;Afgehandeld;6-1-2016 14:13;Groen;Struiken;Crosestein;;Zeist West
152607;19-10-2015 7:00;Definitief afgesloten;Afgesloten;26-10-2015 6:00;Handhaving;Overig (Handhaving);Woudenbergseweg;nr. 8 en entree naar het Wilhelminapark;Zeist Centrum
133062;23-1-2015 15:16;Definitief afgesloten;Afgesloten;30-1-2015 15:16;Groen;Struiken;Noordweg;pompgemaal;Zeist West
133060;23-1-2015 15:12;Definitief afgesloten;Afgesloten;30-1-2015 15:12;Groen;Bomen;Chopinlaan;zijkant appartementencomplex;
144570;22-6-2015 7:00;Definitief afgesloten;Afgesloten;29-6-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Jacob van Lenneplaan;;Zeist Centrum
136654;9-3-2015 11:50;Definitief afgesloten;Afgesloten;16-3-2015 11:50;Groen;Struiken;Waterhoenlaan;;Zeist West
147425;4-8-2015 14:14;Definitief afgesloten;Afgesloten;11-8-2015 14:14;Straatmeubilair;Paaltjes;Biltseweg;;Den Dolder e.o.
133638;30-1-2015 10:50;Definitief afgesloten;Afgesloten;6-2-2015 10:50;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Senecalaan;de gehele straat;Zeist Centrum
133699;30-1-2015 13:10;Definitief afgesloten;Afgesloten;6-2-2015 13:10;Groen;Struiken;Comeniuslaan;;Zeist Noord
160862;30-12-2015 13:49;Voorlopig afgesloten;Afgehandeld;6-1-2016 13:49;Groen;Bomen;Catharinus Stomplaan;;Zeist Noord
135062;17-2-2015 13:15;Definitief afgesloten;Afgesloten;24-2-2015 13:15;Groen;Struiken;Crosestein;;Zeist West
160871;30-12-2015 14:02;Voorlopig afgesloten;Afgehandeld;6-1-2016 14:02;Straatmeubilair;Verkeers-/ straatnaambord;Johan v Oldenbarneveltln;;Zeist Noord
160979;31-12-2015 11:44;Voorlopig afgesloten;Afgehandeld;7-1-2016 11:44;Wegen, fiets- en voetpaden;Gebreken fiets-/voetpaden;Vrijheidsplein;;Zeist Noord
147742;8-8-2015 7:00;Definitief afgesloten;Afgesloten;17-8-2015 7:00;Handhaving;Overig (Handhaving);Nijenheim;;Zeist West
144671;23-6-2015 7:00;Definitief afgesloten;Afgesloten;30-6-2015 7:00;Groen;Bomen;Berkenlaan;;Zeist Centrum
137778;23-3-2015 12:41;Definitief afgesloten;Afgesloten;30-3-2015 13:41;Handhaving;Parkeren;2e Dorpsstraat;hele rayon;Zeist Centrum
150617;22-9-2015 10:13;Definitief afgesloten;Afgesloten;29-9-2015 10:13;Verlichting;Lichtmast scheef - niet kapot;Van Doornlaantje;;Zeist Centrum
147748;8-8-2015 7:00;Definitief afgesloten;Afgesloten;17-8-2015 7:00;Wegen, fiets- en voetpaden;Overig (Wegen fiets- en voetpaden);Nijenheim;;Zeist West
138018;25-3-2015 11:30;Definitief afgesloten;Afgesloten;1-4-2015 12:30;Groen;Overig (Groen);Nijenheim;;Zeist West
139282;10-4-2015 13:28;Definitief afgesloten;Afgesloten;17-4-2015 13:28;Straatmeubilair;Overig (Straatmeubilair);Emmaplein;Belcour;Zeist Centrum
147575;6-8-2015 10:37;Definitief afgesloten;Afgesloten;13-8-2015 10:37;Groen;Struiken;Montessorilaan;;Zeist Noord
143003;4-6-2015 10:16;Definitief afgesloten;Afgesloten;11-6-2015 10:16;Groen;Bomen;Schermerslaan;;Zeist Noord
135256;19-2-2015 12:44;Definitief afgesloten;Afgesloten;26-2-2015 12:44;Straatmeubilair;Zitbanken;Laan van Eikenstein;;Zeist Noord
