Kenteken,Montagedatum,Demontagedatum,Soort toe te voegen object omschrijving,Merk object toegevoegd,Gasinstallatie tank inhoud,Merkcode toegevoegd object,Uitvoerings volgnr toegev obj,Classificatie toegevoegd obj,Montagedatum DT,Demontagedatum DT
00BPT8,20200923,0,Tachograaf,,,COAD,2040,,09/23/2020 12:00:00 AM,
00BPT9,0,0,Tachograaf,,,COAD,1021,,,
00BPV1,0,0,Tachograaf,,,COAD,2040,,,
00BPV1,20200929,0,Tachograaf,,,COAD,2040,,09/29/2020 12:00:00 AM,
00BPV2,20201020,0,Tachograaf,,,COAD,2040,,10/20/2020 12:00:00 AM,
00BPV5,20201013,0,Tachograaf,,,COAD,2040,,10/13/2020 12:00:00 AM,
00BPV6,0,0,Tachograaf,,,STOD,1060,,,
00BPV8,0,0,Tachograaf,,,COAD,2040,,,
00BPV9,20201203,0,Tachograaf,,,COAD,2040,,12/03/2020 12:00:00 AM,
00BPX1,20201008,0,Tachograaf,,,COAD,2040,,10/08/2020 12:00:00 AM,
00BPX2,20201022,0,Tachograaf,,,COAD,2040,,10/22/2020 12:00:00 AM,
00BPX3,0,0,Tachograaf,,,COAD,2040,,,
00BPX4,0,0,Tachograaf,,,COAD,2040,,,
00BPX5,20201019,0,Tachograaf,,,COAD,2040,,10/19/2020 12:00:00 AM,
00BPX6,20201110,0,Tachograaf,,,COAD,2040,,11/10/2020 12:00:00 AM,
00BPX7,0,0,Tachograaf,,,COAD,2040,,,
00BPX8,20201120,0,Tachograaf,,,COAD,2040,,11/20/2020 12:00:00 AM,
00BPX9,20201111,0,Tachograaf,,,COAD,2040,,11/11/2020 12:00:00 AM,
00BPZ1,0,0,Tachograaf,,,COAD,2040,,,
00BPZ2,0,0,Tachograaf,,,COAD,2040,,,
00BPZ3,0,0,Tachograaf,,,COAD,1022,,,
00BPZ4,20201125,0,Tachograaf,,,STOD,2083,,11/25/2020 12:00:00 AM,
00BPZ6,0,0,Tachograaf,,,COAD,2040,,,
00BPZ7,0,0,Tachograaf,,,COAD,1220,,,
00BPZ9,20201125,0,Tachograaf,,,COAD,2040,,11/25/2020 12:00:00 AM,
00BRB3,0,0,Tachograaf,,,STOD,2083,,,
00BRB6,20210104,0,Tachograaf,,,COAD,2040,,01/04/2021 12:00:00 AM,
00BRB7,0,0,Tachograaf,,,COAD,2040,,,
00BRB9,0,0,Tachograaf,,,COAD,2040,,,
00BRD1,20210120,0,Tachograaf,,,COAD,2040,,01/20/2021 12:00:00 AM,
00BRD2,20210107,0,Tachograaf,,,COAD,2040,,01/07/2021 12:00:00 AM,
00BRD3,20210115,0,Tachograaf,,,COAD,2040,,01/15/2021 12:00:00 AM,
00BRD4,0,0,Tachograaf,,,COAD,2040,,,
00BRD4,20210105,0,Tachograaf,,,COAD,2040,,01/05/2021 12:00:00 AM,
00BRD4,20221003,0,Tachograaf,,,COAD,2045,,10/03/2022 12:00:00 AM,
00BRD5,0,0,Tachograaf,,,SIED,1120,,,
00BRD6,20210715,0,Tachograaf,,,COAD,2040,,07/15/2021 12:00:00 AM,
00BRD9,0,0,Tachograaf,,,COAD,2040,,,
00BRF3,0,0,Tachograaf,,,COAD,1022,,,
00BRF4,0,0,Tachograaf,,,STOD,2080,,,
00BRF4,20220524,0,Tachograaf,,,STOD,2085,,05/24/2022 12:00:00 AM,
00BRF5,0,0,Tachograaf,,,STOD,2083,,,
00BRF5,20230102,0,Tachograaf,,,STOD,2087,,01/02/2023 12:00:00 AM,
00BRF7,20210203,0,Tachograaf,,,COAD,2040,,02/03/2021 12:00:00 AM,
00BRF8,20210211,0,Tachograaf,,,STOD,2083,,02/11/2021 12:00:00 AM,
00BRG3,0,0,Tachograaf,,,COAD,2040,,,
00BRG5,0,0,Tachograaf,,,STOD,2080,,,
00BRG7,0,0,Tachograaf,,,COAD,2040,,,
00BRG8,0,0,Tachograaf,,,COAD,2040,,,
00BRH3,0,0,Tachograaf,,,COAD,2040,,,
00BRH5,0,0,Tachograaf,,,COAD,2040,,,
00BRH6,0,0,Tachograaf,,,STOD,2083,,,
00BRH7,0,0,Tachograaf,,,STOD,2083,,,
00BRH8,0,0,Tachograaf,,,STOD,2080,,,
00BRJ1,0,0,Tachograaf,,,COAD,2040,,,
00BRJ2,0,0,Tachograaf,,,STOD,2080,,,
00BRJ3,20210310,0,Tachograaf,,,COAD,2040,,03/10/2021 12:00:00 AM,
00BRJ4,0,0,Tachograaf,,,COAD,2040,,,
00BRJ5,20210305,0,Tachograaf,,,COAD,2040,,03/05/2021 12:00:00 AM,
00BRJ6,20210401,0,Tachograaf,,,STOD,2083,,04/01/2021 12:00:00 AM,
00BRK2,0,0,Tachograaf,,,COAD,1021,,,
00BRK3,20210419,0,Tachograaf,,,COAD,2040,,04/19/2021 12:00:00 AM,
00BRK4,20210323,0,Tachograaf,,,STOD,2083,,03/23/2021 12:00:00 AM,
00BRK7,20210401,0,Tachograaf,,,STOD,2083,,04/01/2021 12:00:00 AM,
00BRK9,0,0,Tachograaf,,,COAD,2040,,,
00BRL1,0,0,Tachograaf,,,STOD,2083,,,
00BRL2,20210520,0,Tachograaf,,,STOD,2083,,05/20/2021 12:00:00 AM,
00BRL3,0,0,Tachograaf,,,COAD,2040,,,
00BRL4,20210409,0,Tachograaf,,,COAD,2045,,04/09/2021 12:00:00 AM,
00BRL5,0,0,Tachograaf,,,COAD,1030,,,
00BRL7,20210413,0,Tachograaf,,,COAD,2040,,04/13/2021 12:00:00 AM,
00BRL8,20210505,0,Tachograaf,,,STOD,2083,,05/05/2021 12:00:00 AM,
00BRL9,0,0,Tachograaf,,,STOD,2087,,,
00BRL9,20210527,0,Tachograaf,,,STOD,2083,,05/27/2021 12:00:00 AM,
00BRN1,0,0,Tachograaf,,,COAD,1220,,,
00BRN1,20211013,0,Tachograaf,,,COAD,1300,,10/13/2021 12:00:00 AM,
00BRN2,20210805,0,Tachograaf,,,STOD,2083,,08/05/2021 12:00:00 AM,
00BRN3,20210601,0,Tachograaf,,,COAD,2040,,06/01/2021 12:00:00 AM,
00BRN4,0,0,Tachograaf,,,COAD,2040,,,
00BRN5,20210503,0,Tachograaf,,,COAD,2040,,05/03/2021 12:00:00 AM,
00BRN6,20210510,0,Tachograaf,,,COAD,2040,,05/10/2021 12:00:00 AM,
00BRN7,0,0,Tachograaf,,,STOD,2083,,,
00BRN7,20210430,0,Tachograaf,,,STOD,2084,,04/30/2021 12:00:00 AM,
00BRN8,20210601,0,Tachograaf,,,COAD,2040,,06/01/2021 12:00:00 AM,
00BRN9,0,0,Tachograaf,,,SIED,1120,,,
00BRP2,0,0,Tachograaf,,,COAD,1220,,,
00BRP3,0,0,Tachograaf,,,COAD,2040,,,
00BRP4,20210531,0,Tachograaf,,,COAD,2045,,05/31/2021 12:00:00 AM,
00BRP5,0,0,Tachograaf,,,COAD,2045,,,
00BRP6,0,0,Tachograaf,,,STOD,2083,,,
00BRP7,0,0,Tachograaf,,,COAD,2045,,,
00BRR1,0,0,Tachograaf,,,COAD,2040,,,
00BRR2,20210603,0,Tachograaf,,,COAD,2040,,06/03/2021 12:00:00 AM,
00BRR3,20210604,0,Tachograaf,,,COAD,2040,,06/04/2021 12:00:00 AM,
00BRR4,20210706,0,Tachograaf,,,COAD,2045,,07/06/2021 12:00:00 AM,
00BRR5,20210608,0,Tachograaf,,,STOD,2083,,06/08/2021 12:00:00 AM,
00BRR7,0,0,Tachograaf,,,COAD,2045,,,
00BRR9,0,0,Tachograaf,,,STOD,1074,,,
00BRS2,20210706,0,Tachograaf,,,COAD,2045,,07/06/2021 12:00:00 AM,
00BRS3,20210628,0,Tachograaf,,,COAD,2040,,06/28/2021 12:00:00 AM,
00BRS5,20210708,0,Tachograaf,,,COAD,2045,,07/08/2021 12:00:00 AM,
00BRS6,0,0,Tachograaf,,,STOD,2083,,,
00BRS7,20210727,0,Tachograaf,,,COAD,2040,,07/27/2021 12:00:00 AM,
00BRS8,20210714,0,Tachograaf,,,COAD,2040,,07/14/2021 12:00:00 AM,
00BRS9,20210721,0,Tachograaf,,,COAD,2040,,07/21/2021 12:00:00 AM,
00BRT2,0,0,Tachograaf,,,COAD,2040,,,
00BRT3,20210825,0,Tachograaf,,,COAD,2045,,08/25/2021 12:00:00 AM,
00BRT4,20210827,0,Tachograaf,,,COAD,2045,,08/27/2021 12:00:00 AM,
00BRT5,20210803,0,Tachograaf,,,COAD,2045,,08/03/2021 12:00:00 AM,
00BRT7,20210917,0,Tachograaf,,,COAD,2045,,09/17/2021 12:00:00 AM,
00BRT8,20210730,0,Tachograaf,,,COAD,2045,,07/30/2021 12:00:00 AM,
00BRT9,0,0,Tachograaf,,,STOD,1076,,,
00BRV2,20210818,0,Tachograaf,,,COAD,2045,,08/18/2021 12:00:00 AM,
00BRV3,0,0,Tachograaf,,,COAD,1021,,,
00BRV5,20210804,0,Tachograaf,,,STOD,2083,,08/04/2021 12:00:00 AM,
00BRV7,0,0,Tachograaf,,,COAD,2040,,,
00BRV8,0,0,Tachograaf,,,STOD,1076,,,
00BRV8,20220518,0,Tachograaf,,,STOD,1076,,05/18/2022 12:00:00 AM,
00BRX1,0,0,Tachograaf,,,STOD,1076,,,
00BRX3,0,0,Tachograaf,,,COAD,2045,,,
00BRX4,20210713,0,Tachograaf,,,COAD,2045,,07/13/2021 12:00:00 AM,
00BRX5,20211007,0,Tachograaf,,,COAD,2040,,10/07/2021 12:00:00 AM,
00BRX6,20210921,0,Tachograaf,,,COAD,2045,,09/21/2021 12:00:00 AM,
00BRX7,20210907,0,Tachograaf,,,COAD,2045,,09/07/2021 12:00:00 AM,
00BRX8,20211007,0,Tachograaf,,,STOD,2083,,10/07/2021 12:00:00 AM,
00BRX9,20211112,0,Tachograaf,,,STOD,2086,,11/12/2021 12:00:00 AM,
00BRZ1,20220118,0,Tachograaf,,,COAD,2045,,01/18/2022 12:00:00 AM,
00BRZ2,0,0,Tachograaf,,,SVDA,1318,,,
00BRZ3,0,0,Tachograaf,,,COAD,1021,,,
00BRZ4,0,0,Tachograaf,,,STOD,2086,,,
00BRZ7,20211007,0,Tachograaf,,,COAD,2046,,10/07/2021 12:00:00 AM,
00BRZ8,20211006,0,Tachograaf,,,COAD,2045,,10/06/2021 12:00:00 AM,
00BSB2,20211109,0,Tachograaf,,,COAD,2045,,11/09/2021 12:00:00 AM,
00BSB4,0,0,Tachograaf,,,COAD,1014,,,
00BSB5,0,0,Tachograaf,,,COAD,2040,,,
00BSB6,0,0,Tachograaf,,,COAD,2040,,,
00BSB7,0,0,Tachograaf,,,COAD,1030,,,
00BSB8,0,0,Tachograaf,,,COAD,1220,,,
00BSB9,0,0,Tachograaf,,,STOD,2086,,,
00BSF1,0,0,Tachograaf,,,COAD,1021,,,
00BSF3,20220321,0,Tachograaf,,,COAD,2045,,03/21/2022 12:00:00 AM,
00BSF5,0,0,Tachograaf,,,COAD,2045,,,
00BSF6,20211111,0,Tachograaf,,,COAD,2045,,11/11/2021 12:00:00 AM,
00BSF7,20220119,0,Tachograaf,,,COAD,2045,,01/19/2022 12:00:00 AM,
00BSF8,0,0,Tachograaf,,,COAD,2045,,,
00BSF9,20211112,0,Tachograaf,,,STOD,2083,,11/12/2021 12:00:00 AM,
00BSG1,20211109,0,Tachograaf,,,COAD,2045,,11/09/2021 12:00:00 AM,
00BSG2,0,0,Tachograaf,,,COAD,2045,,,
00BSG3,0,0,Tachograaf,,,COAD,2045,,,
00BSG5,20211201,0,Tachograaf,,,COAD,2045,,12/01/2021 12:00:00 AM,
00BSG6,20211203,0,Tachograaf,,,COAD,2045,,12/03/2021 12:00:00 AM,
00BSG8,20220223,0,Tachograaf,,,COAD,2045,,02/23/2022 12:00:00 AM,
00BSG9,20220303,0,Tachograaf,,,STOD,2086,,03/03/2022 12:00:00 AM,
00BSH1,20211208,0,Tachograaf,,,COAD,2045,,12/08/2021 12:00:00 AM,
00BSH2,0,0,Tachograaf,,,COAD,1030,,,
00BSH3,20211202,0,Tachograaf,,,COAD,2040,,12/02/2021 12:00:00 AM,
00BSH4,20220121,0,Tachograaf,,,COAD,2045,,01/21/2022 12:00:00 AM,
00BSH5,20211214,0,Tachograaf,,,COAD,2045,,12/14/2021 12:00:00 AM,
00BSH6,0,0,Tachograaf,,,STOD,2080,,,
00BSH7,0,0,Tachograaf,,,STOD,1074,,,
00BSH8,20220603,0,Tachograaf,,,STOD,2086,,06/03/2022 12:00:00 AM,
00BSH9,20211208,0,Tachograaf,,,COAD,2040,,12/08/2021 12:00:00 AM,
00BSJ1,20211228,0,Tachograaf,,,COAD,2045,,12/28/2021 12:00:00 AM,
00BSJ2,0,0,Tachograaf,,,COAD,1220,,,
00BSJ3,0,0,Tachograaf,,,STOD,2083,,,
00BSJ4,20211220,0,Tachograaf,,,COAD,2040,,12/20/2021 12:00:00 AM,
00BSJ5,0,0,Tachograaf,,,STOD,2086,,,
00BSJ6,20220207,0,Tachograaf,,,COAD,2045,,02/07/2022 12:00:00 AM,
00BSJ7,0,0,Tachograaf,,,COAD,2045,,,
00BSJ8,0,0,Tachograaf,,,COAD,1021,,,
00BSK1,20220107,0,Tachograaf,,,COAD,2045,,01/07/2022 12:00:00 AM,
00BSK3,0,0,Tachograaf,,,COAD,2045,,,
00BSK4,20220118,0,Tachograaf,,,COAD,2045,,01/18/2022 12:00:00 AM,
00BSK5,0,0,Tachograaf,,,COAD,1220,,,
00BSK6,0,0,Tachograaf,,,STOD,2086,,,
00BSK7,0,0,Tachograaf,,,STOD,1075,,,
00BSK8,0,0,Tachograaf,,,STOD,2083,,,
00BSL2,0,0,Tachograaf,,,COAD,2045,,,
00BSL4,20220203,0,Tachograaf,,,COAD,2045,,02/03/2022 12:00:00 AM,
00BSL5,0,0,Tachograaf,,,STOD,2086,,,
00BSL6,20220201,0,Tachograaf,,,COAD,2045,,02/01/2022 12:00:00 AM,
00BSL7,20220210,0,Tachograaf,,,COAD,2045,,02/10/2022 12:00:00 AM,
00BSL8,0,0,Tachograaf,,,COAD,2045,,,
00BSL9,20220208,0,Tachograaf,,,COAD,2045,,02/08/2022 12:00:00 AM,
00BSN1,20220315,0,Tachograaf,,,COAD,2045,,03/15/2022 12:00:00 AM,
00BSN2,20220215,0,Tachograaf,,,COAD,2045,,02/15/2022 12:00:00 AM,
00BSN3,20220310,0,Tachograaf,,,COAD,2045,,03/10/2022 12:00:00 AM,
00BSN4,0,0,Tachograaf,,,COAD,2045,,,
00BSN5,20220331,0,Tachograaf,,,STOD,2086,,03/31/2022 12:00:00 AM,
00BSN6,20220218,0,Tachograaf,,,COAD,1220,,02/18/2022 12:00:00 AM,
00BSN7,0,0,Tachograaf,,,STOD,1076,,,
00BSN8,20220317,0,Tachograaf,,,COAD,2045,,03/17/2022 12:00:00 AM,
00BSN9,0,0,Tachograaf,,,COAD,2045,,,
00BSP4,20220524,0,Tachograaf,,,STOD,2086,,05/24/2022 12:00:00 AM,
00BSP5,20220421,0,Tachograaf,,,STOD,2086,,04/21/2022 12:00:00 AM,
00BSP6,20220421,0,Tachograaf,,,STOD,2083,,04/21/2022 12:00:00 AM,
00BSP9,20220311,0,Tachograaf,,,COAD,2045,,03/11/2022 12:00:00 AM,
00BSR1,20220307,0,Tachograaf,,,COAD,2045,,03/07/2022 12:00:00 AM,
00BSR2,20220428,0,Tachograaf,,,COAD,2045,,04/28/2022 12:00:00 AM,
00BSR4,20220316,0,Tachograaf,,,STOD,2086,,03/16/2022 12:00:00 AM,
00BSR5,20220311,0,Tachograaf,,,COAD,1030,,03/11/2022 12:00:00 AM,
00BSR6,0,0,Tachograaf,,,COAD,1030,,,
00BSR7,20220426,0,Tachograaf,,,STOD,2086,,04/26/2022 12:00:00 AM,
00BSR9,20220318,0,Tachograaf,,,STOD,2086,,03/18/2022 12:00:00 AM,
00BST1,20220426,0,Tachograaf,,,COAD,2045,,04/26/2022 12:00:00 AM,
00BST2,20220527,0,Tachograaf,,,COAD,2045,,05/27/2022 12:00:00 AM,
00BST3,0,0,Tachograaf,,,COAD,2045,,,
00BST5,0,0,Tachograaf,,,STOD,2086,,,
00BST6,20220513,0,Tachograaf,,,COAD,2045,,05/13/2022 12:00:00 AM,
00BST7,20220415,0,Tachograaf,,,COAD,2045,,04/15/2022 12:00:00 AM,
00BST8,0,0,Tachograaf,,,STOD,1076,,,
00BST9,0,0,Tachograaf,,,COAD,2046,,,
00BST9,20220819,0,Tachograaf,,,COAD,2046,,08/19/2022 12:00:00 AM,
00BSV1,20220413,0,Tachograaf,,,COAD,2045,,04/13/2022 12:00:00 AM,
00BSV2,0,0,Tachograaf,,,COAD,2045,,,
00BSV3,20220419,0,Tachograaf,,,STOD,2086,,04/19/2022 12:00:00 AM,
00BSV4,0,0,Tachograaf,,,COAD,2045,,,
00BSV6,20220622,0,Tachograaf,,,STOD,2086,,06/22/2022 12:00:00 AM,
00BSV8,20220711,0,Tachograaf,,,STOD,2086,,07/11/2022 12:00:00 AM,
00BSV8,20230123,0,Tachograaf,,,STOD,2087,,01/23/2023 12:00:00 AM,
00BSX1,20220422,0,Tachograaf,,,COAD,2045,,04/22/2022 12:00:00 AM,
00BSX2,20220510,0,Tachograaf,,,COAD,2045,,05/10/2022 12:00:00 AM,
00BSX3,20220429,0,Tachograaf,,,COAD,2045,,04/29/2022 12:00:00 AM,
00BSX4,20220510,0,Tachograaf,,,COAD,2045,,05/10/2022 12:00:00 AM,
00BSX5,20220506,0,Tachograaf,,,COAD,1300,,05/06/2022 12:00:00 AM,
00BSX6,20220513,0,Tachograaf,,,STOD,2086,,05/13/2022 12:00:00 AM,
00BSX7,0,0,Tachograaf,,,COAD,1220,,,
00BSX9,20220525,0,Tachograaf,,,COAD,2045,,05/25/2022 12:00:00 AM,
00BSZ1,0,0,Tachograaf,,,STOD,2086,,,
00BSZ3,20220518,0,Tachograaf,,,COAD,2045,,05/18/2022 12:00:00 AM,
00BSZ4,0,0,Tachograaf,,,COAD,2045,,,
00BSZ5,0,0,Tachograaf,,,STOD,1074,,,
00BSZ7,0,0,Tachograaf,,,STOD,1076,,,
00BSZ8,0,0,Tachograaf,,,COAD,1021,,,
00BSZ9,0,0,Tachograaf,,,STOD,2083,,,
00BTB1,20220603,0,Tachograaf,,,COAD,2045,,06/03/2022 12:00:00 AM,
00BTB2,0,0,Tachograaf,,,COAD,2040,,,
00BTB4,20220818,0,Tachograaf,,,COAD,2045,,08/18/2022 12:00:00 AM,
00BTB8,20220809,0,Tachograaf,,,COAD,2045,,08/09/2022 12:00:00 AM,
00BTD2,20220908,0,Tachograaf,,,COAD,2045,,09/08/2022 12:00:00 AM,
00BTD3,0,0,Tachograaf,,,COAD,2045,,,
00BTD5,20220705,0,Tachograaf,,,COAD,2045,,07/05/2022 12:00:00 AM,
00BTD6,0,0,Tachograaf,,,STOD,1076,,,
00BTD7,20220628,0,Tachograaf,,,COAD,2045,,06/28/2022 12:00:00 AM,
00BTD8,0,0,Tachograaf,,,STOD,2083,,,
00BTD9,20220801,0,Tachograaf,,,COAD,2045,,08/01/2022 12:00:00 AM,
00BTF3,20220809,0,Tachograaf,,,COAD,2045,,08/09/2022 12:00:00 AM,
00BTF4,0,0,Tachograaf,,,STOD,2086,,,
00BTF5,0,0,Tachograaf,,,COAD,2045,,,
00BTF7,20220721,0,Tachograaf,,,COAD,2045,,07/21/2022 12:00:00 AM,
00BTF8,20230102,0,Tachograaf,,,STOD,2086,,01/02/2023 12:00:00 AM,
00BTF9,20220808,0,Tachograaf,,,COAD,2045,,08/08/2022 12:00:00 AM,
00BTG1,0,0,Tachograaf,,,COAD,2045,,,
00BTG2,20220802,0,Tachograaf,,,COAD,2045,,08/02/2022 12:00:00 AM,
00BTG3,20220726,0,Tachograaf,,,COAD,2045,,07/26/2022 12:00:00 AM,
00BTG4,0,0,Tachograaf,,,COAD,1021,,,
00BTG5,20221028,0,Tachograaf,,,COAD,2046,,10/28/2022 12:00:00 AM,
00BTG6,0,0,Tachograaf,,,COAD,2045,,,
00BTG7,0,0,Tachograaf,,,COAD,1220,,,
00BTG8,0,0,Tachograaf,,,COAD,1021,,,
00BTH2,0,0,Tachograaf,,,COAD,1030,,,
00BTH3,20221011,0,Tachograaf,,,COAD,2045,,10/11/2022 12:00:00 AM,
00BTH5,0,0,Tachograaf,,,COAD,1030,,,
00BTH6,0,0,Tachograaf,,,STOD,2086,,,
00BTH7,20220825,0,Tachograaf,,,COAD,2045,,08/25/2022 12:00:00 AM,
00BTH9,20220922,0,Tachograaf,,,STOD,2086,,09/22/2022 12:00:00 AM,
00BTJ1,20221122,0,Tachograaf,,,STOD,2086,,11/22/2022 12:00:00 AM,
00BTJ2,20220907,0,Tachograaf,,,COAD,2045,,09/07/2022 12:00:00 AM,
00BTJ3,0,0,Tachograaf,,,COAD,2040,,,
00BTJ4,20221004,0,Tachograaf,,,STOD,2083,,10/04/2022 12:00:00 AM,
00BTJ5,20221116,0,Tachograaf,,,COAD,2046,,11/16/2022 12:00:00 AM,
00BTJ7,20221208,0,Tachograaf,,,COAD,2045,,12/08/2022 12:00:00 AM,
00BTJ8,0,0,Tachograaf,,,COAD,2045,,,
00BTJ9,20221003,0,Tachograaf,,,COAD,2045,,10/03/2022 12:00:00 AM,
00BTK1,20220929,0,Tachograaf,,,COAD,2045,,09/29/2022 12:00:00 AM,
00BTK2,20220921,0,Tachograaf,,,COAD,2045,,09/21/2022 12:00:00 AM,
00BTK3,0,0,Tachograaf,,,COAD,2046,,,
00BTK4,20221011,0,Tachograaf,,,COAD,2045,,10/11/2022 12:00:00 AM,
00BTK5,20221103,0,Tachograaf,,,COAD,2045,,11/03/2022 12:00:00 AM,
00BTK6,0,0,Tachograaf,,,COAD,2045,,,
00BTK7,20221108,0,Tachograaf,,,COAD,2045,,11/08/2022 12:00:00 AM,
00BTL2,20221012,0,Tachograaf,,,COAD,2045,,10/12/2022 12:00:00 AM,
00BTL3,0,0,Tachograaf,,,COAD,1220,,,
00BTL4,20221027,0,Tachograaf,,,COAD,2045,,10/27/2022 12:00:00 AM,
00BTL5,20221014,0,Tachograaf,,,COAD,2045,,10/14/2022 12:00:00 AM,
00BTL6,20221121,0,Tachograaf,,,STOD,2087,,11/21/2022 12:00:00 AM,
00BTL7,20221108,0,Tachograaf,,,COAD,2045,,11/08/2022 12:00:00 AM,
00BTL8,0,0,Tachograaf,,,COAD,2040,,,
00BTL9,20221025,0,Tachograaf,,,COAD,2045,,10/25/2022 12:00:00 AM,
00BTN1,0,0,Tachograaf,,,COAD,1030,,,
00BTN2,20221103,0,Tachograaf,,,COAD,2045,,11/03/2022 12:00:00 AM,
00BTN3,20230125,0,Tachograaf,,,STOD,2087,,01/25/2023 12:00:00 AM,
00BTN5,20221128,0,Tachograaf,,,COAD,2045,,11/28/2022 12:00:00 AM,
00BTN7,20221201,0,Tachograaf,,,COAD,2045,,12/01/2022 12:00:00 AM,
00BTN9,0,0,Tachograaf,,,COAD,2046,,,
00BTP2,20221228,0,Tachograaf,,,STOD,2087,,12/28/2022 12:00:00 AM,
00BTP3,20221122,0,Tachograaf,,,STOD,2086,,11/22/2022 12:00:00 AM,
00BTP5,0,0,Tachograaf,,,COAD,1030,,,
00BTP6,0,0,Tachograaf,,,COAD,1220,,,
00BTP8,20221116,0,Tachograaf,,,STOD,2087,,11/16/2022 12:00:00 AM,
00BTR1,0,0,Tachograaf,,,COAD,2045,,,
00BTR3,0,0,Tachograaf,,,COAD,2045,,,
00BTR4,0,0,Tachograaf,,,COAD,2045,,,
00BTR5,20221222,0,Tachograaf,,,COAD,2045,,12/22/2022 12:00:00 AM,
00BTR6,20221125,0,Tachograaf,,,COAD,2045,,11/25/2022 12:00:00 AM,
00BTR7,20221129,0,Tachograaf,,,COAD,2045,,11/29/2022 12:00:00 AM,
00BTR8,20230104,0,Tachograaf,,,STOD,2087,,01/04/2023 12:00:00 AM,
00BTS3,20230102,0,Tachograaf,,,STOD,2086,,01/02/2023 12:00:00 AM,
00BTS4,20221223,0,Tachograaf,,,COAD,2045,,12/23/2022 12:00:00 AM,
00BTS5,20230110,0,Tachograaf,,,COAD,2045,,01/10/2023 12:00:00 AM,
00BTS6,0,0,Tachograaf,,,COAD,2045,,,
00BTS8,20221220,0,Tachograaf,,,COAD,2045,,12/20/2022 12:00:00 AM,
00BTT3,20230103,0,Tachograaf,,,STOD,2087,,01/03/2023 12:00:00 AM,
