FID,type,aanlegjaar,categorie,geometrie
O10002_Beplantingskaart_OD.951,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177281.359 502734.272, 177287.099 502735.65, 177287.858 502737.479, 177305.606 502780.268, 177302.749 502781.43, 177301.345 502782.013, 177282.297 502736.512, 177281.359 502734.272)))"
O10002_Beplantingskaart_OD.952,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176091.305 505454.774, 176090.61 505454.692, 176090.148 505454.568, 176089.631 505454.357, 176089.035 505453.998, 176088.515 505453.55, 176088.003 505452.91, 176087.702 505452.355, 176087.482 505451.731, 176087.37 505451.122, 176087.074 505447.966, 176095.619 505446.986, 176095.958 505450.095, 176095.991 505450.48, 176095.99 505450.822, 176095.951 505451.227, 176095.89 505451.549, 176095.767 505451.972, 176095.553 505452.474, 176095.14 505453.125, 176094.867 505453.441, 176094.293 505453.938, 176093.715 505454.282, 176093.06 505454.534, 176092.36 505454.67, 176091.934 505454.746, 176091.305 505454.774)))"
O10002_Beplantingskaart_OD.953,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176099.669 505569.104, 176108.437 505568.266, 176109.146 505574.972, 176100.698 505578.808, 176099.669 505569.104)))"
O10002_Beplantingskaart_OD.954,Bodembedekkende heesters,2004,cultuurlijk,"MULTIPOLYGON (((175918.62 505147.893, 175913.503 505158.443, 175909.355 505148.013, 175914.809 505137.569, 175918.62 505147.893)))"
O10002_Beplantingskaart_OD.955,Bodembedekkende heesters,2014,cultuurlijk,"MULTIPOLYGON (((176246.93 505070.186, 176253.72 505077.573, 176253.977 505077.875, 176254.278 505078.319, 176254.564 505078.902, 176254.723 505079.381, 176254.841 505080.006, 176254.865 505080.648, 176254.799 505081.25, 176254.644 505081.848, 176254.401 505082.426, 176254.143 505082.864, 176253.844 505083.258, 176253.485 505083.629, 176252.672 505084.254, 176251.911 505084.61, 176251.357 505084.764, 176250.499 505084.854, 176249.729 505084.787, 176248.811 505084.514, 176248.411 505084.32, 176247.923 505084.005, 176247.195 505083.317, 176246.179 505082.238, 176246.93 505070.186)))"
O10002_Beplantingskaart_OD.1000,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177790.848 504475.954, 177789.757 504470.799, 177791.615 504470.401, 177792.728 504475.597, 177790.848 504475.954)))"
O10002_Beplantingskaart_OD.956,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176957.605 504987.359, 176958.129 504988.701, 176958.78 504990.218, 176959.301 504991.333, 176959.751 504992.239, 176960.177 504993.052, 176958.778 504993.338, 176953.934 504990.377, 176948.484 504988.494, 176943.236 504986.139, 176939.401 504985.197, 176935.432 504983.986, 176931.529 504983.448, 176925.945 504982.506, 176921.034 504982.102, 176917.266 504982.102, 176912.556 504982.506, 176906.905 504982.909, 176901.993 504983.717, 176897.082 504984.726, 176891.968 504985.937, 176887.191 504987.686, 176882.078 504990.176, 176878.512 504991.992, 176874.543 504994.482, 176871.246 504996.769, 176867.747 504999.124, 176864.72 505001.815, 176861.692 505004.641, 176858.463 505007.669, 176855.973 505010.831, 176853.148 505014.329, 176851.667 505016.482, 176850.024 505018.804, 176849.115 505020.577, 176847.841 505019.741, 176848.869 505018.087, 176849.78 505016.638, 176851.044 505014.738, 176853.343 505011.562, 176855.298 505009.102, 176856.905 505007.224, 176858.342 505005.64, 176860.014 505003.902, 176861.755 505002.202, 176862.914 505001.127, 176865.414 504998.948, 176867.681 504997.126, 176869.873 504995.491, 176872.582 504993.628, 176874.892 504992.167, 176877.464 504990.669, 176880.727 504988.951, 176883.681 504987.559, 176886.061 504986.544, 176889.4 504985.274, 176892.881 504984.131, 176895.965 504983.266, 176899.777 504982.381, 176903.679 504981.681, 176906.97 504981.218, 176910.66 504980.699, 176912.029 504979.923, 176914.571 504979.854, 176916.73 504979.848, 176919.565 504979.915, 176923.405 504980.141, 176925.89 504980.37, 176927.99 504980.614, 176929.73 504980.853, 176931.083 504981.061, 176932.861 504981.365, 176934.728 504981.721, 176936.637 504982.126, 176938.6 504982.585, 176941.28 504982.733, 176943.709 504982.868, 176946.404 504983.017, 176949.768 504983.203, 176953.679 504983.419, 176955.075 504983.658, 176956.01 504984.218, 176956.508 504984.739, 176957.084 504985.88, 176957.605 504987.359)))"
O10002_Beplantingskaart_OD.957,Heesters/botanische rozen,2005,cultuurlijk,"MULTIPOLYGON (((176733.91 505058.92, 176732.173 505049.593, 176732.315 505048.832, 176732.413 505047.954, 176733.553 505047.744, 176735.814 505058.53, 176733.91 505058.92)))"
O10002_Beplantingskaart_OD.958,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176711.68 504950.401, 176713.809 504961.254, 176711.067 504961.804, 176708.807 504951.045, 176711.68 504950.401)))"
O10002_Beplantingskaart_OD.959,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175442.936 504818.101, 175443.209 504815.54, 175459.771 504817.23, 175459.524 504819.811, 175442.936 504818.101)))"
O10002_Beplantingskaart_OD.960,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175705.084 504844.975, 175705.346 504842.413, 175716.655 504843.557, 175716.462 504845.612, 175716.56 504845.63, 175716.526 504846.126, 175705.084 504844.975)))"
O10002_Beplantingskaart_OD.961,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177736.134 504378.583, 177735.691 504376.554, 177747.304 504374.02, 177747.675 504376.165, 177736.134 504378.583)))"
O10002_Beplantingskaart_OD.962,Heesters/botanische rozen,2012,cultuurlijk,"MULTIPOLYGON (((177646.674 504432.02, 177644.606 504432.479, 177643.465 504427.241, 177645.593 504426.8, 177646.674 504432.02)))"
O10002_Beplantingskaart_OD.963,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177712.819 504381.475, 177713.244 504383.457, 177706.311 504384.915, 177705.891 504382.962, 177712.819 504381.475)))"
O10002_Beplantingskaart_OD.964,Bodembedekkende heesters,2007,cultuurlijk,"MULTIPOLYGON (((178189.731 504256.379, 178190.823 504254.84, 178189.176 504253.815, 178187.477 504245.809, 178194.04 504244.433, 178194.852 504248.169, 178194.912 504248.155, 178196.689 504253.789, 178197.171 504253.575, 178197.999 504255.82, 178186.576 504262.06, 178185.57 504257.253, 178189.731 504256.379)))"
O10002_Beplantingskaart_OD.965,Bodembedekkende heesters,2007,cultuurlijk,"MULTIPOLYGON (((178210.631 504261.259, 178196.49 504267.361, 178199.603 504274.577, 178200.239 504276.84, 178196.361 504277.713, 178195.949 504276.601, 178195.491 504275.712, 178194.783 504274.677, 178193.887 504273.701, 178193.09 504273.033, 178192.184 504272.44, 178191.263 504272.012, 178187.056 504264.038, 178205.739 504253.913, 178207.554 504257.001, 178210.631 504261.259)))"
O10002_Beplantingskaart_OD.966,Heesters/botanische rozen,1990,cultuurlijk,"MULTIPOLYGON (((178142.489 504432.67, 178149.829 504421.28, 178150.899 504421.97, 178149.639 504423.95, 178149.929 504424.14, 178151.029 504422.46, 178154.609 504424.77, 178157.209 504424.23, 178159.339 504425.68, 178160.469 504430.98, 178159.019 504433.24, 178159.259 504433.39, 178148.469 504435.62, 178148.107 504435.661, 178147.718 504435.658, 178147.288 504435.596, 178146.681 504435.397, 178146.219 504435.139, 178142.489 504432.67)))"
O10002_Beplantingskaart_OD.967,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177626.842 503830.591, 177619.131 503831.543, 177619.088 503831.053, 177618.512 503825.132, 177626.194 503824.336, 177626.842 503830.591)))"
O10002_Beplantingskaart_OD.968,Bodembedekkende heesters,1990,cultuurlijk,"MULTIPOLYGON (((178143.709 504415.42, 178142.129 504414.41, 178141.509 504411.47, 178146.479 504410.39, 178146.819 504410.59, 178143.709 504415.42)))"
O10002_Beplantingskaart_OD.969,Vaste planten,1999,cultuurlijk,"MULTIPOLYGON (((177342.088 503863.475, 177332.038 503864.504, 177331.734 503861.664, 177341.802 503860.635, 177342.088 503863.475)))"
O10002_Beplantingskaart_OD.970,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177560.34 505099.765, 177560.33 505099.587, 177557.174 505100.215, 177544.659 505041.84, 177531.449 504980.19, 177531.783 504979.785, 177534.189 504982.13, 177534.573 504982.532, 177535.246 504983.332, 177535.957 504984.356, 177536.426 504985.173, 177536.782 504985.912, 177537.158 504986.864, 177537.358 504987.492, 177537.439 504987.78, 177537.658 504988.786, 177540.101 505000, 177544.769 505021.34, 177549.499 505043.44, 177553.729 505063.31, 177560.828 505097.267, 177561.114 505097.273, 177561.224 505098.549, 177561.11 505099.817, 177560.34 505099.765)))"
O10002_Beplantingskaart_OD.971,Bodembedekkende heesters,1998,cultuurlijk,"MULTIPOLYGON (((178072.945 503916.748, 178070.804 503895.307, 178073.491 503895.039, 178077.254 503898.841, 178079.035 503916.169, 178072.945 503916.748)))"
O10002_Beplantingskaart_OD.972,Bodembedekkende heesters,1999,cultuurlijk,"MULTIPOLYGON (((177318.459 505023.287, 177318.638 505022.654, 177318.85 505022.147, 177319.104 505021.689, 177319.353 505021.328, 177319.634 505020.989, 177319.947 505020.674, 177320.356 505020.336, 177320.734 505020.083, 177321.025 505019.919, 177321.531 505019.693, 177322.986 505019.379, 177323.555 505019.321, 177324.072 505019.322, 177324.567 505019.371, 177325.059 505019.467, 177325.68 505019.661, 177326.01 505019.8, 177326.322 505019.957, 177326.86 505020.294, 177327.307 505020.651, 177327.542 505020.875, 177327.66 505020.998, 177327.952 505021.271, 177318.459 505023.287)))"
O10002_Beplantingskaart_OD.973,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177892.906 504491.62, 177892.538 504489.882, 177899.484 504488.413, 177899.852 504490.151, 177892.906 504491.62)))"
O10002_Beplantingskaart_OD.974,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176138.229 496597.984, 176137.69 496594.829, 176140.647 496594.324, 176141.189 496597.478, 176138.229 496597.984)))"
O10002_Beplantingskaart_OD.975,Bodembedekkende heesters,1981,cultuurlijk,"MULTIPOLYGON (((177880.039 502799.85, 177882.921 502801.053, 177883.041 502801.114, 177883.155 502801.227, 177883.229 502801.391, 177883.243 502801.515, 177883.22 502801.648, 177883.059 502802.11, 177883.027 502802.234, 177883.027 502802.35, 177883.052 502802.46, 177883.101 502802.56, 177883.163 502802.639, 177883.244 502802.707, 177883.349 502802.76, 177885.191 502803.492, 177885.258 502803.52, 177885.343 502803.576, 177885.395 502803.626, 177885.438 502803.683, 177885.485 502803.78, 177885.507 502803.864, 177885.511 502803.97, 177885.503 502804.028, 177885.491 502804.077, 177885.459 502804.154, 177883.964 502807.588, 177883.949 502807.677, 177883.95 502807.824, 177883.987 502807.981, 177884.05 502808.113, 177884.11 502808.195, 177884.205 502808.287, 177884.273 502808.335, 177877.649 502805.67, 177880.039 502799.85)))"
O10002_Beplantingskaart_OD.976,Heesters/botanische rozen,1981,cultuurlijk,"MULTIPOLYGON (((177929.679 502829.33, 177927.759 502830.05, 177925.949 502825.65, 177921.679 502823.84, 177923.509 502819.38, 177923.892 502819.603, 177924.04 502819.696, 177924.304 502819.873, 177924.781 502820.232, 177925.141 502820.54, 177925.372 502820.757, 177925.804 502821.209, 177926.066 502821.518, 177926.447 502822.028, 177926.731 502822.467, 177927.023 502822.991, 177927.289 502823.56, 177929.679 502829.33)))"
O10002_Beplantingskaart_OD.999,Heesters/botanische rozen,2002,cultuurlijk,"MULTIPOLYGON (((177619.411 504403.247, 177609.955 504405.25, 177608.773 504406.999, 177606.104 504407.551, 177605.426 504404.289, 177619.007 504401.37, 177619.411 504403.247)))"
O10002_Beplantingskaart_OD.977,Bodembedekkende heesters,2005,cultuurlijk,"MULTIPOLYGON (((177983.198 502799.91, 177978.882 502801.678, 177978.967 502801.63, 177979.025 502801.589, 177979.099 502801.526, 177979.164 502801.457, 177979.227 502801.373, 177979.292 502801.256, 177979.329 502801.16, 177979.89 502799.57, 177979.915 502799.501, 177979.959 502799.409, 177980.01 502799.329, 177980.067 502799.255, 177980.116 502799.203, 177980.185 502799.141, 177980.248 502799.095, 177980.312 502799.056, 177980.449 502799, 177980.959 502798.77, 177982.479 502798.13, 177983.198 502799.91)))"
O10002_Beplantingskaart_OD.978,Heesters/botanische rozen,1995,cultuurlijk,"MULTIPOLYGON (((178103.711 502822.433, 178100.025 502823.987, 178098.921 502821.37, 178098.691 502820.823, 178097.429 502821.354, 178095.449 502816.65, 178099.949 502814.82, 178098.809 502812.07, 178101.159 502811.09, 178104.259 502818.48, 178102.379 502819.272, 178102.608 502819.816, 178103.711 502822.433)))"
O10002_Beplantingskaart_OD.979,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((175097.449 496310.589, 175092.409 496310.33, 175089.649 496307.98, 175095.139 496299.3, 175095.929 496299.71, 175095.75 496300.411, 175095.575 496301.318, 175095.442 496302.498, 175095.411 496303.58, 175095.489 496304.89, 175095.633 496305.877, 175095.839 496306.816, 175096.134 496307.806, 175096.691 496309.19, 175097.449 496310.589)))"
O10002_Beplantingskaart_OD.980,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((177893.605 503237.218, 177893.547 503238.823, 177890.661 503238.766, 177887.803 503238.71, 177885.327 503238.657, 177876.444 503238.469, 177866.538 503238.259, 177866.444 503241.794, 177865.348 503241.808, 177865.461 503236.622, 177893.605 503237.218)))"
O10002_Beplantingskaart_OD.981,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177588.143 503361.305, 177587.29 503361.364, 177586.315 503361.271, 177585.391 503361.017, 177584.253 503360.442, 177583.464 503359.814, 177582.525 503358.635, 177594.126 503357.372, 177599.072 503359.182, 177602.806 503358.848, 177602.903 503359.809, 177588.143 503361.305)))"
O10002_Beplantingskaart_OD.982,Vaste planten,2021,cultuurlijk,"MULTIPOLYGON (((177753.937 503355.003, 177751.679 503361.472, 177749.994 503360.846, 177751.743 503356.065, 177753.937 503355.003)))"
O10002_Beplantingskaart_OD.983,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176851.319 505159.22, 176852.362 505164.526, 176823.826 505166.315, 176822.734 505160.991, 176822.926 505160.979, 176851.319 505159.22)))"
O10002_Beplantingskaart_OD.984,Heesters/botanische rozen,2017,cultuurlijk,"MULTIPOLYGON (((175380.279 504811.701, 175377.878 504811.46, 175377.927 504810.967, 175378.023 504810.977, 175378.257 504808.882, 175380.521 504809.096, 175380.279 504811.701)))"
O10002_Beplantingskaart_OD.985,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176718.744 504983.837, 176720.872 504994.588, 176720.127 504994.745, 176717.909 504992.015, 176717.357 504991.157, 176716.924 504989.916, 176715.782 504984.458, 176718.744 504983.837)))"
O10002_Beplantingskaart_OD.986,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177103.449 504418.53, 177085.269 504420.41, 177085.049 504418.13, 177086.589 504418.03, 177086.449 504416.75, 177103.159 504415.06, 177103.449 504418.53)))"
O10002_Beplantingskaart_OD.987,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((176456.095 504871.002, 176455.041 504871.878, 176454.084 504872.902, 176453.502 504873.678, 176453.009 504874.47, 176452.441 504875.63, 176452.007 504876.868, 176451.709 504878.24, 176451.592 504879.543, 176451.616 504880.682, 176452.654 504886.108, 176452.732 504886.703, 176452.743 504887.125, 176452.709 504887.64, 176452.624 504888.137, 176452.339 504889.019, 176451.127 504891.844, 176449.852 504891.618, 176448.509 504891.304, 176447.652 504891.037, 176446.737 504890.691, 176446.188 504890.451, 176445.343 504890.032, 176444.223 504889.374, 176443.217 504888.679, 176445.997 504882.063, 176447.907 504877.978, 176449.647 504874.522, 176452.309 504869.671, 176454.72 504865.557, 176457.151 504861.645, 176459.681 504857.793, 176463.416 504852.383, 176466.87 504847.757, 176471.342 504842.232, 176474.895 504838.042, 176478.621 504834.028, 176482.984 504829.652, 176486.582 504826.203, 176491.474 504821.851, 176494.776 504819.114, 176497.796 504816.784, 176501.138 504814.639, 176503.723 504813.248, 176508.14 504811.342, 176509.828 504810.538, 176511.337 504809.506, 176512.753 504808.163, 176513.602 504807.548, 176514.666 504807.239, 176516.285 504807.501, 176518.858 504808.387, 176519.988 504808.842, 176521.238 504809.524, 176522.521 504810.467, 176523.212 504811.106, 176523.701 504811.629, 176528.464 504816.778, 176526.56 504817.318, 176525.826 504817.431, 176525.402 504817.413, 176524.881 504817.307, 176524.284 504817.055, 176523.669 504816.601, 176519.857 504812.959, 176519.303 504812.54, 176518.814 504812.31, 176517.952 504812.132, 176517.413 504812.151, 176516.397 504812.468, 176509.338 504816.153, 176508.901 504816.431, 176508.473 504816.831, 176508.206 504817.184, 176507.945 504817.687, 176505.828 504822.918, 176505.534 504823.472, 176504.998 504824.073, 176504.097 504824.603, 176495.508 504828.749, 176492.259 504830.876, 176490.764 504831.93, 176488.8 504833.389, 176486.874 504834.91, 176485.064 504836.424, 176483.086 504838.181, 176481.263 504839.903, 176479.743 504841.421, 176478.575 504842.641, 176477.361 504843.964, 176475.799 504845.751, 176474.59 504847.208, 176473.187 504848.986, 176472.097 504850.438, 176467.784 504858.349, 176466.581 504860.357, 176464.16 504861.225, 176463.874 504861.344, 176463.561 504861.518, 176463.075 504861.902, 176462.574 504862.548, 176458.906 504868.896, 176458.352 504869.593, 176457.971 504869.894, 176457.347 504870.21, 176456.738 504870.566, 176456.095 504871.002)))"
O10002_Beplantingskaart_OD.988,Heesters/botanische rozen,2014,cultuurlijk,"MULTIPOLYGON (((176134.63 505025.941, 176136.597 505034.472, 176137.477 505038.09, 176138.409 505041.53, 176139.406 505044.93, 176140.674 505048.921, 176141.531 505051.442, 176142.217 505053.375, 176143.382 505056.53, 176144.151 505058.611, 176139.139 505069.26, 176136.736 505063.751, 176135.588 505060.824, 176134.587 505058.071, 176133.369 505054.686, 176132.082 505050.859, 176131.153 505047.9, 176130.554 505045.892, 176129.642 505042.657, 176129.278 505041.293, 176128.664 505038.895, 176127.685 505035.141, 176134.63 505025.941)))"
O10002_Beplantingskaart_OD.989,Bodembedekkende heesters,2010,cultuurlijk,"MULTIPOLYGON (((175589.114 496506.025, 175585.308 496510.35, 175584.738 496509.872, 175588.56 496505.517, 175589.114 496506.025)))"
O10002_Beplantingskaart_OD.990,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176660.101 505146.802, 176658.5 505118.082, 176662.429 505117.867, 176668.236 505146.184, 176660.101 505146.802)))"
O10002_Beplantingskaart_OD.991,Heesters/botanische rozen,2014,cultuurlijk,"MULTIPOLYGON (((176126.284 504992.464, 176126.533 504992.63, 176126.818 504992.858, 176127.077 504993.106, 176127.307 504993.37, 176127.52 504993.666, 176127.718 504994.004, 176127.883 504994.363, 176128.062 504994.93, 176128.749 504998.05, 176120.237 504999.814, 176119.627 504996.717, 176119.512 504995.916, 176119.558 504995.191, 176119.738 504994.507, 176120.149 504993.707, 176120.522 504993.242, 176120.99 504992.823, 176121.587 504992.456, 176122.201 504992.22, 176122.803 504992.1, 176123.229 504992.002, 176123.931 504991.888, 176124.501 504991.888, 176125.037 504991.965, 176125.661 504992.153, 176126.014 504992.312, 176126.284 504992.464)))"
O10002_Beplantingskaart_OD.992,Bodembedekkende heesters,2005,cultuurlijk,"MULTIPOLYGON (((177911.755 502808.518, 177908.709 502807.23, 177908.674 502807.207, 177908.599 502807.168, 177908.529 502807.111, 177908.454 502807.012, 177908.411 502806.901, 177908.399 502806.808, 177908.408 502806.71, 177908.43 502806.636, 177908.469 502806.56, 177909.902 502803.118, 177909.917 502803.068, 177909.929 502803.002, 177909.933 502802.91, 177909.924 502802.825, 177909.895 502802.725, 177909.857 502802.645, 177909.804 502802.568, 177909.738 502802.5, 177909.656 502802.44, 177914.485 502804.477, 177914.382 502804.455, 177914.287 502804.453, 177914.177 502804.475, 177914.047 502804.537, 177913.978 502804.593, 177913.91 502804.673, 177913.859 502804.77, 177912.435 502808.233, 177912.411 502808.28, 177912.372 502808.337, 177912.317 502808.399, 177912.242 502808.459, 177912.117 502808.521, 177912.016 502808.545, 177911.921 502808.55, 177911.829 502808.539, 177911.755 502808.518)))"
O10002_Beplantingskaart_OD.993,Bodembedekkende heesters,1999,cultuurlijk,"MULTIPOLYGON (((176732.173 505049.593, 176733.91 505058.92, 176731.367 505059.44, 176731.13 505058.13, 176730.888 505057.087, 176730.787 505056.366, 176730.782 505055.851, 176730.818 505055.428, 176730.948 505054.782, 176732.173 505049.593)))"
O10002_Beplantingskaart_OD.994,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175478.977 504821.798, 175465.698 504820.45, 175465.976 504817.863, 175479.217 504819.226, 175478.977 504821.798)))"
O10002_Beplantingskaart_OD.995,Heesters/botanische rozen,2017,cultuurlijk,"MULTIPOLYGON (((175644.068 504838.664, 175640.9 504838.318, 175640.95 504837.868, 175641.039 504837.887, 175641.251 504835.837, 175644.323 504836.132, 175644.068 504838.664)))"
O10002_Beplantingskaart_OD.996,Heesters/botanische rozen,2020,cultuurlijk,"MULTIPOLYGON (((176720.871 505036.562, 176725.257 505035.652, 176727.108 505044.57, 176722.736 505045.547, 176720.871 505036.562)))"
O10002_Beplantingskaart_OD.1001,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176715.137 504967.265, 176717.252 504977.846, 176714.543 504978.414, 176712.296 504967.82, 176715.137 504967.265)))"
O10002_Beplantingskaart_OD.1002,Heesters/botanische rozen,2005,cultuurlijk,"MULTIPOLYGON (((177936.25 503657.449, 177937.055 503666.749, 177946.856 503671.055, 177955.46 503670.245, 177955.93 503675.242, 177968.142 503674.092, 177967.915 503671.675, 177980.763 503670.465, 177980.962 503672.579, 177977.279 503676.373, 177949.705 503678.907, 177934.915 503669.969, 177933.82 503657.652, 177936.25 503657.449)))"
O10002_Beplantingskaart_OD.1003,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((178447.375 503840.423, 178447.039 503837.461, 178448.476 503837.43, 178448.712 503840.318, 178447.375 503840.423)))"
O10002_Beplantingskaart_OD.1004,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175724.166 504846.925, 175718.295 504846.328, 175718.329 504845.844, 175718.436 504845.854, 175718.645 504843.769, 175724.431 504844.344, 175724.186 504846.733, 175724.166 504846.925)))"
O10002_Beplantingskaart_OD.1005,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175567.095 504830.781, 175562.701 504830.339, 175562.977 504827.76, 175567.374 504828.185, 175567.095 504830.781)))"
O10002_Beplantingskaart_OD.1006,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177067.379 504413.53, 177066.159 504401.75, 177072.229 504401.13, 177072.519 504403.84, 177069.469 504404.09, 177070.439 504413.22, 177067.379 504413.53)))"
O10002_Beplantingskaart_OD.1007,Heesters/botanische rozen,2011,cultuurlijk,"MULTIPOLYGON (((177811.286 503716.69, 177814.204 503716.4, 177815.587 503730.13, 177812.702 503730.427, 177811.286 503716.69)))"
O10002_Beplantingskaart_OD.1008,Heesters/botanische rozen,2008,cultuurlijk,"MULTIPOLYGON (((178150.287 503867.151, 178152.921 503865.57, 178154.871 503867.703, 178158.639 503862.05, 178158.046 503860.886, 178159.707 503859.862, 178160.862 503861.367, 178161.238 503861.896, 178161.922 503862.917, 178162.976 503864.661, 178163.605 503865.828, 178163.731 503866.804, 178161.626 503871.964, 178159.938 503874.922, 178157.339 503875.282, 178151.216 503868.473, 178150.586 503867.616, 178150.287 503867.151)))"
O10002_Beplantingskaart_OD.1009,Bodembedekkende heesters,2009,cultuurlijk,"MULTIPOLYGON (((178042.415 503642.045, 178046.602 503641.558, 178047.202 503646.928, 178042.921 503647.36, 178042.415 503642.045)))"
O10002_Beplantingskaart_OD.1010,Heesters/botanische rozen,1997,cultuurlijk,"MULTIPOLYGON (((178120.056 504223.593, 178120.252 504225.992, 178099.842 504224.581, 178099.728 504222.532, 178099.782 504221.769, 178100.013 504220.846, 178100.244 504220.299, 178100.633 504219.645, 178101.175 504219.001, 178101.732 504218.519, 178102.455 504218.073, 178103.226 504217.762, 178104.064 504217.581, 178104.932 504217.547, 178106.34 504217.624, 178106.035 504220.986, 178105.989 504221.499, 178116.073 504222.272, 178116.499 504223.344, 178120.056 504223.593)))"
O10002_Beplantingskaart_OD.1011,Heesters/botanische rozen,1990,cultuurlijk,"MULTIPOLYGON (((178263.669 504380.03, 178259.619 504377.21, 178258.949 504374.11, 178266.689 504372.38, 178259.609 504338.19, 178217.746 504346.193, 178202.489 504349.11, 178207.329 504371.09, 178201.491 504365.572, 178196.465 504342.911, 178260.649 504330.2, 178269.589 504371.76, 178263.669 504380.03)))"
O10002_Beplantingskaart_OD.1012,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177556.289 502855.3, 177574.929 502847.46, 177574.527 502848.741, 177574.431 502848.946, 177574.308 502849.159, 177574.181 502849.345, 177574.062 502849.494, 177573.883 502849.686, 177573.688 502849.86, 177573.571 502849.952, 177573.341 502850.105, 177572.978 502850.289, 177567.259 502852.67, 177556.969 502856.86, 177556.289 502855.3)))"
O10002_Beplantingskaart_OD.1013,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177407.199 502578.41, 177408.769 502577.75, 177409.729 502580.13, 177409.707 502580.09, 177409.671 502580.037, 177409.621 502579.981, 177409.52 502579.906, 177409.458 502579.876, 177409.392 502579.855, 177409.31 502579.842, 177409.24 502579.842, 177409.151 502579.856, 177409.079 502579.88, 177408.479 502580.13, 177408.413 502580.152, 177408.371 502580.161, 177408.327 502580.167, 177408.263 502580.168, 177408.213 502580.164, 177408.158 502580.153, 177408.132 502580.146, 177408.108 502580.137, 177408.076 502580.124, 177408.033 502580.103, 177407.987 502580.074, 177407.948 502580.042, 177407.9 502579.994, 177407.872 502579.959, 177407.862 502579.944, 177407.847 502579.92, 177407.824 502579.877, 177407.808 502579.839, 177407.199 502578.41)))"
O10002_Beplantingskaart_OD.1014,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176770.871 505641.399, 176769.61 505635.154, 176772.33 505634.554, 176773.738 505640.736, 176770.871 505641.399)))"
