OBJECTID,SPOORAFSTAND,SPOORTAK_A,SPOORTAK_B,TYPE,DEKKING,DATUM_SPOORTAK_A,DATUM_SPOORTAK_B,GEOCODE_SPOORTAK_A,GEOCODE_SPOORTAK_B,KM_GEOCODE_SPOORTAK_A,KM_GEOCODE_SPOORTAK_B,SPOORNAAM_SPOORTAK_A,SPOORNAAM_SPOORTAK_B,VERMENIGVULDIGINGSFACTOR,BOOGSTRAAL_A,BOOGSTRAAL_B,VERKANTINGSVERSCHIL_HOEK_A_B,HOOGTEVERSCHIL_A_B,Shape__Length
1114,4.312,054_1001BV_57.3,054_1001AR_57.2,Exact_naar_Exact,Onvolledig,2018/11/26 19:59:49+00,2020/05/14 21:55:34+00,054,054,57.352735,57.352708,w1001BV-w1005BL,w1001AR-w1009BL,4.5,,,,,4.31196310976799
1115,5.948,054_1003AR_57.3,054_1001BV_57.3,Exact_naar_Exact,Volledig,2018/11/26 19:59:42+00,2020/05/14 21:55:34+00,054,054,57.419523,57.419457,1003B,1005B,4.5,,,,,5.94820423741485
1116,3.958,054_1003AR_57.3,054_1003AL_57.3,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.403762,57.403842,1003B,w1003AL-w1007BR,4.5,,,,,3.95810005558222
1117,5.977,054_1003BL_57.4,054_1001AL_57.2,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2018/11/26 19:59:42+00,054,054,57.34845,57.348428,1005A,1001B,4.5,,,,,5.97711886196017
1118,5.886,054_1003BL_57.4,054_1001BR_57.3,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2018/11/26 19:59:42+00,054,054,57.324217,57.324199,1005A,1001B,4.5,,,,,5.88611705710989
1119,5.943,054_1003BL_57.4,054_1001BV_57.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,57.352335,57.352317,1005A,1001B,4.5,,,,,5.94283750577113
1120,5.943,054_1003BL_57.4,054_1001BV_57.3,Exact_naar_Exact,Onvolledig,2018/11/26 19:59:42+00,2020/05/14 21:55:34+00,054,054,57.407528,57.407461,1003B,1005B,4.5,,,,,5.94245534774978
1121,4.179,054_1003BL_57.4,054_1003AL_57.3,Exact_naar_Exact,Onjuist,2020/05/14 21:55:34+00,2018/11/26 20:09:02+00,054,054,57.322999,57.323014,1005A,1003A,4.5,,,,,4.17909343398781
1122,3.945,054_1003BL_57.4,054_1003AR_57.3,Exact_naar_Exact,Onjuist,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.333067,57.33312,1005A,1003A,4.5,,,,,3.94465249166514
1123,4.284,054_1003BL_57.4,054_1003AV_57.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,57.315796,57.315809,1005A,1003A,4.5,,,,,4.28374326494948
1124,5.341,054_1003BL_57.4,054_1003AV_57.3,Exact_naar_Exact,Onvolledig,2020/05/14 21:55:34+00,2018/11/26 19:59:49+00,054,054,57.315629,57.312394,1005A,1003A,4.5,,,,,5.34110019471644
1125,5.942,054_1003BV_57.4,054_1001BV_57.3,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2018/11/26 20:09:02+00,054,054,57.443715,57.443653,w1003BV-w1007AV,1005B,4.5,,,,,5.941516052322
1126,4.243,054_1003BV_57.4,054_1003AL_57.3,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2018/11/26 19:59:49+00,054,054,57.468327,57.468373,w1003BV-w1007AV,w1003AL-w1007BR,4.5,,,,,4.24276640412833
1127,5.048,054_1005AR_57.3,054_1001AL_57.2,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2018/11/26 19:59:42+00,054,054,57.348708,57.348428,1005A,1001B,4.5,,,,,5.04849018321319
1128,4.346,054_1005AR_57.3,054_1001AR_57.2,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2018/11/26 19:59:49+00,054,054,57.446492,57.446449,1005B,w1001AR-w1009BL,4.5,,,,,4.34614015535624
1129,5.049,054_1005AR_57.3,054_1001BR_57.3,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.348711,57.348432,1005A,1001B,4.5,,,,,5.04891030322386
1130,4.762,054_1005AR_57.3,054_1001BV_57.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,57.352631,57.352317,1005A,1001B,4.5,,,,,4.76202816665336
1131,4.391,054_1005AR_57.3,054_1001BV_57.3,Exact_naar_Exact,Onvolledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.359764,57.359704,1005A,w1001BV-w1005BL,4.5,,,,,4.39085889092328
1132,4.252,054_1005AR_57.3,054_1003AL_57.3,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.31576,57.315809,1005A,1003A,4.5,,,,,4.2521051456896
1133,4.219,054_1005AR_57.3,054_1003AR_57.3,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/14 21:55:34+00,054,054,57.373073,57.373377,1005A,1003B,4.5,,,,,4.21941877632453
1134,4.284,054_1005AR_57.3,054_1003AV_57.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,57.315629,57.315647,1005A,1003A,4.5,,,,,4.28391281423887
1135,5.342,054_1005AR_57.3,054_1003AV_57.3,Exact_naar_Exact,Onvolledig,2020/05/14 21:55:34+00,2018/11/26 19:59:49+00,054,054,57.31563,57.312394,1005A,1003A,4.5,,,,,5.3416168132879
1136,4.416,054_1005AR_57.3,054_1003BL_57.4,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2018/11/26 19:59:42+00,054,054,57.403545,57.403632,1005B,1003B,4.5,,,,,4.41620231080959
1137,5.416,054_1005AR_57.3,054_1003BV_57.4,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2018/11/26 19:59:49+00,054,054,57.422721,57.422857,1005B,1003B,4.5,,,,,5.41616015734395
1138,4.235,054_1005AV_57.3,054_1001BR_57.3,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2018/11/26 19:59:49+00,054,054,55.417231,55.417231,CA,BA,4.5,,,,,4.23531206052163
1139,4.284,054_1005AV_57.3,054_1003AV_57.3,Spoortakdeel_naar_Spoortak,Onjuist,,,054,054,57.315629,57.315647,1005A,1003A,4.5,,,,,4.28391281423887
1140,4.01,054_1005AV_57.3,054_1003AV_57.3,Exact_naar_Exact,Onjuist,2020/06/09 21:14:50+00,2020/06/09 21:13:25+00,054,054,57.034842,57.034896,CA,DA,4.5,,,,,4.00995981027242
1141,4.277,054_1005BV_57.4,054_1001AR_57.2,Exact_naar_Exact,Volledig,2014/02/04 12:04:33+00,2020/05/14 21:55:34+00,054,054,57.47235,57.472316,1009A,w1001AR-w1009BL,4.5,,,,,4.27669555848905
1142,5.948,054_1005BV_57.4,054_1003BV_57.4,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2018/11/26 19:59:49+00,054,054,57.44727,57.447332,1005B,w1003BV-w1007AV,4.5,,,,,5.94826351887675
1143,3.944,054_1007AL_57.5,054_1003AL_57.3,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2018/11/26 19:59:49+00,054,054,57.490082,57.490124,1007A,w1003AL-w1007BR,4.5,,,,,3.9436344721589
1144,4.216,054_1007AR_57.5,054_1003AL_57.3,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2018/11/26 20:09:02+00,054,054,57.571345,57.571316,w1007AR-w1011AV,1007B,4.5,,,,,4.21651566580749
1145,3.945,054_1007AR_57.5,054_1007AL_57.5,Exact_naar_Exact,Onjuist,2018/11/26 19:59:49+00,2020/05/14 21:55:34+00,054,054,57.558852,57.558823,w1007AR-w1011AV,1007B,4.5,,,,,3.94492573821105
1146,4.23,054_1009AL_57.5,054_1001AR_57.2,Exact_naar_Exact,Onjuist,2018/11/26 19:59:42+00,2020/05/14 21:55:34+00,054,054,57.498202,57.498156,1009A,w1001AR-w1009BL,4.5,,,,,4.2300635314378
1147,5.993,054_1009AL_57.5,054_1007AL_57.5,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.472986,57.473053,1009A,1007A,4.5,,,,,5.99328604690282
1148,6.035,054_1009AL_57.5,054_1007AR_57.5,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,57.596401,57.596359,w1009AL-w1013AV,1011A,4.5,,,,,6.03466773981799
1149,5.967,054_1009AL_57.5,054_1007AR_57.5,Exact_naar_Exact,Onvolledig,2020/05/14 21:55:34+00,2018/11/26 19:59:42+00,054,054,57.475491,57.475557,1009A,1007A,4.5,,,,,5.96687209348416
1150,3.939,054_1009AR_57.5,054_1001AR_57.2,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2020/05/14 21:55:34+00,054,054,57.490199,57.49012,1009A,w1001AR-w1009BL,4.5,,,,,3.93854727532881
1151,5.994,054_1009AR_57.5,054_1007AL_57.5,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.472938,57.473053,1009A,1007A,4.5,,,,,5.99384853745905
1152,5.969,054_1009AR_57.5,054_1007AR_57.5,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2018/11/26 19:59:42+00,054,054,57.473007,57.473121,1009A,1007A,4.5,,,,,5.96913776101708
1153,3.95,054_1009AR_57.5,054_1009AL_57.5,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.558854,57.558861,1009B,w1009AL-w1013AV,4.5,,,,,3.94968552292458
1154,4.195,054_1009BV_57.6,054_1009AL_57.5,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2020/05/14 21:55:34+00,054,054,57.601524,57.601407,1015,w1009AL-w1013AV,4.5,,,,,4.19549652961363
1155,5.436,054_1011AR_57.6,054_1009AL_57.5,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2018/11/26 19:59:49+00,054,054,57.623635,57.623555,1011A,1013A,4.5,,,,,5.43614300952431
1156,4.422,054_1011BL_57.7,054_1011AR_57.6,Exact_naar_Exact,Volledig,2018/11/26 19:59:42+00,2020/05/14 21:55:34+00,054,054,57.643104,57.643018,1013A,1011A,4.5,,,,,4.42174836235623
1157,4.232,054_1013AR_57.6,054_1011AR_57.6,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/14 21:55:34+00,054,054,57.66873,57.668895,1013A,w1011AR-w1011BR,4.5,,,,,4.23176790478873
1158,3.942,054_1013AR_57.6,054_1011BL_57.7,Exact_naar_Exact,Onjuist,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.712738,57.712671,1013B,1011B,4.5,,,,,3.941883633493
1159,4.25,054_1013BL_57.7,054_1009AL_57.5,Exact_naar_Exact,Volledig,2022/12/06 15:27:22+00,2020/05/14 21:55:34+00,054,054,57.621571,57.621453,1015,1013A,4.5,,,,,4.25001478232723
1160,4.251,054_1013BL_57.7,054_1011AR_57.6,Exact_naar_Exact,Volledig,2020/05/14 21:55:34+00,2020/05/14 21:55:34+00,054,054,57.729885,57.729808,1013B,1011B,4.5,,,,,4.25075644679862
1161,4.22,054_1013BL_57.7,054_1011BL_57.7,Exact_naar_Exact,Volledig,2022/12/06 15:27:22+00,2018/11/26 20:09:02+00,054,054,57.629665,57.629548,1015,1013A,4.5,,,,,4.21977243106782
1162,3.944,054_1013BL_57.7,054_1013AR_57.6,Exact_naar_Exact,Onjuist,2022/12/06 15:27:22+00,2020/05/14 21:55:34+00,054,054,57.643142,57.643071,1015,1013A,4.5,,,,,3.94359791560955
1163,3.938,054_1271AR_43.1,054_1271AL_43.1,Exact_naar_Exact,Onjuist,2022/11/09 20:44:11+00,2022/11/09 20:44:11+00,054,054,43.222217,43.222303,1271B,w1271AL-w1275BR,4.5,,,,,3.9383480458182
1164,4.317,054_1271BV_43.2,054_1271AL_43.1,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,43.239585,43.239561,1271B,w1271AL-w1275BR,4.5,,,,,4.31745293894444
1165,4.234,054_1271BV_43.2,054_1271AL_43.1,Exact_naar_Exact,Onvolledig,2018/11/26 19:59:49+00,2018/11/26 19:59:49+00,054,054,43.351459,43.351474,1273B,w1271AL-w1275BR,4.5,,,,,4.23446096805721
1166,4.251,054_1273AL_43.1,054_1271AL_43.1,Exact_naar_Exact,Volledig,2022/11/09 20:44:11+00,2022/11/09 20:44:11+00,054,054,43.465438,43.465431,1273B,w1271AL-w1275BR,4.5,,,,,4.25071215327502
1167,5.563,054_1273AL_43.1,054_1271AR_43.1,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2018/11/26 19:59:42+00,054,054,43.239732,43.239546,1273A,1271B,4.5,,,,,5.56259110217532
1168,5.434,054_1273AL_43.1,054_1271BV_43.2,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,43.24356,43.243395,1273A,1271B,4.5,,,,,5.43394999056856
1169,4.534,054_1273AL_43.1,054_1271BV_43.2,Exact_naar_Exact,Onvolledig,2018/11/26 19:59:49+00,2022/11/09 20:44:11+00,054,054,43.275133,43.275116,w1273AL-w1273BL,w1271BV-w1273BR,4.5,,,,,4.5339712140683
1170,4.253,054_1273AR_43.1,054_1273AL_43.1,Exact_naar_Exact,Volledig,2022/11/09 20:44:11+00,2022/11/09 23:24:02+00,054,054,43.322161,43.322177,w1273AR-sAC,w1273AL-w1273BL,4.5,,,,,4.25268422763788
1171,4.236,054_1273BV_43.5,054_1271AL_43.1,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2022/11/09 20:44:11+00,054,054,43.466192,43.466186,1273B,w1271AL-w1275BR,4.5,,,,,4.23549266319752
1172,3.949,054_1275AL_43.6,054_1271AL_43.1,Exact_naar_Exact,Onjuist,2022/11/09 20:44:11+00,2022/11/09 20:44:11+00,054,054,43.592099,43.592102,1275A,w1271AL-w1275BR,4.5,,,,,3.94900871105648
1173,4.249,054_1275AR_43.6,054_1271AL_43.1,Exact_naar_Exact,Volledig,2022/11/09 23:24:02+00,2022/11/09 20:44:11+00,054,054,43.633857,43.633831,w1275AR-sBC,1275B,4.5,,,,,4.24856615106791
1174,4.203,054_1275AR_43.6,054_1273AR_43.1,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2014/02/04 12:54:55+00,054,054,46.834793,46.834819,BC,AC,4.5,,,,,4.20282074088344
1175,3.95,054_1275AR_43.6,054_1275AL_43.6,Exact_naar_Exact,Onjuist,2022/11/09 20:44:11+00,2022/11/09 20:44:11+00,054,054,43.661823,43.661799,w1275AR-sBC,1275B,4.5,,,,,3.94959163711896
1176,4.241,054_1275BV_43.7,054_1275AR_43.6,Exact_naar_Exact,Volledig,2020/05/01 18:32:07+00,2018/11/26 19:59:49+00,054,054,44.070319,44.070326,CC,BC,4.5,,,,,4.24110831858843
1177,4.225,054_1301AL_46.9,054_1275BV_43.7,Exact_naar_Exact,Onjuist,2018/11/26 20:09:02+00,2020/05/01 18:32:07+00,054,054,46.891094,46.891122,1301A,sCC-w1301BL,4.5,,,,,4.22467166298163
1178,3.969,054_1301AR_46.9,054_1275BV_43.7,Exact_naar_Exact,Volledig,2020/05/01 18:32:07+00,2020/05/01 18:32:07+00,054,054,46.901744,46.901639,1301A,sCC-w1301BL,4.5,,,,,3.96872451298903
1179,3.956,054_1301AR_46.9,054_1301AL_46.9,Exact_naar_Exact,Volledig,2020/05/01 18:32:07+00,2020/05/01 18:32:07+00,054,054,46.97199,46.972094,1301B,w1301AL-w1315BR,4.5,,,,,3.95591363530601
1180,4.285,054_1301BV_47.0,054_1301AL_46.9,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,47.365702,47.365697,1315A,w1301AL-w1315BR,4.5,,,,,4.28537550513371
1181,4.236,054_1301BV_47.0,054_1301AL_46.9,Exact_naar_Exact,Onvolledig,2020/05/01 18:32:07+00,2020/05/01 18:32:07+00,054,054,47.050452,47.050455,w1301BV-w1315AV,w1301AL-w1315BR,4.5,,,,,4.23638366180402
1182,5.692,054_1305BL_47.2,054_1275AR_43.6,Exact_naar_Exact,Volledig,2020/05/01 18:32:07+00,2018/11/26 19:59:49+00,054,054,47.159737,47.159728,1305B,sBC-sBB,4.5,,,,,5.69193754094333
1183,6.922,054_1305BL_47.2,054_1301BV_47.0,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2020/05/01 18:32:07+00,054,054,47.080667,47.080672,1307A,w1301BV-w1315AV,4.5,,,,,6.92230296433203
1184,5.685,054_1305BR_47.2,054_1275AR_43.6,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2018/11/26 19:59:49+00,054,054,47.159721,47.159712,1305B,sBC-sBB,4.5,,,,,5.68543845626703
1185,4.335,054_1305BR_47.2,054_1301BV_47.0,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.100146,47.100149,K1307,w1301BV-w1315AV,4.5,,,,,4.33459471000462
1186,4.533,054_1305BV_47.2,054_1275AR_43.6,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:49+00,054,054,47.177072,47.177069,K1305,sBC-sBB,4.5,,,,,4.53296315449398
1187,6.998,054_1307AL_47.0,054_1275AR_43.6,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2020/05/01 18:32:07+00,054,054,47.041895,47.041894,1307A,sBC-sBB,4.5,,,,,6.99814169976573
1188,4.386,054_1307AL_47.0,054_1301BV_47.0,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/05/01 18:32:07+00,054,054,47.099151,47.099154,K1307,w1301BV-w1315AV,4.5,,,,,4.38564762150358
1189,6.73,054_1307AV_47.0,054_1275AR_43.6,Exact_naar_Exact,Volledig,2020/06/09 20:07:23+00,2018/11/26 19:59:49+00,054,054,46.729944,46.729853,423,BC,4.5,,,,,6.72993295434657
1190,6.901,054_1307AV_47.0,054_1275BV_43.7,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:49+00,054,054,46.814781,46.814743,423,CC,4.5,,,,,6.90093227977206
1191,6.941,054_1307AV_47.0,054_1301AR_46.9,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:42+00,054,054,46.987985,46.987994,423,1301B,4.5,,,,,6.94105513088608
1192,6.935,054_1307AV_47.0,054_1301BV_47.0,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2018/11/26 19:59:49+00,054,054,47.005166,47.005174,423,w1301BV-w1315AV,4.5,,,,,6.93476266933483
1193,2.964,054_1315AL_47.4,054_1301AL_46.9,Exact_naar_Exact,Volledig,2020/05/01 18:32:07+00,2020/05/01 18:32:07+00,054,054,47.405262,47.405264,1315A,w1301AL-w1315BR,4.5,,,,,2.96354663874217
1194,4.245,054_1315AR_47.4,054_1275AR_43.6,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2020/05/14 20:32:21+00,054,054,52.763682,52.763677,sCB-w1341BL,sBB-w1343BL,4.5,,,,,4.24456344633933
1195,4.25,054_1315AR_47.4,054_1301AL_46.9,Exact_naar_Exact,Volledig,2020/05/01 18:32:07+00,2020/05/01 18:32:07+00,054,054,47.408744,47.408746,1315A,w1301AL-w1315BR,4.5,,,,,4.25001432938761
1196,3.009,054_1315BL_47.5,054_1315AR_47.4,Exact_naar_Exact,Volledig,2020/05/01 18:32:07+00,2020/05/01 18:32:07+00,054,054,47.431899,47.431897,1315B,w1315AR-sCB,4.5,,,,,3.00909232992276
1197,4.132,054_1315BV_47.5,054_1315AR_47.4,Exact_naar_Exact,Volledig,2018/11/26 19:59:49+00,2020/05/14 20:32:21+00,054,054,50.77396,50.773895,DB,CB,4.5,,,,,4.13155254595654
1198,6.944,054_1341AL_52.7,054_1315AR_47.4,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2020/06/09 20:32:08+00,054,054,52.708908,52.708901,1341A,sCB-w1341BL,4.5,,,,,6.94430093961948
1199,4.25,054_1341AR_52.7,054_1275AR_43.6,Exact_naar_Exact,Volledig,2020/06/08 23:30:33+00,2020/05/14 20:32:21+00,054,054,52.850685,52.850673,1341B,sBB-w1343BL,4.5,,,,,4.24988978680624
1200,4.393,054_1341AR_52.7,054_1315AR_47.4,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/06/09 20:32:08+00,054,054,52.763998,52.763974,w1341AR-w1341BR,sCB-w1341BL,4.5,,,,,4.39353078286701
1201,4.449,054_1341AR_52.7,054_1341AL_52.7,Exact_naar_Exact,Volledig,2018/11/26 20:09:07+00,2020/06/08 23:30:33+00,054,054,52.783628,52.783647,w1341AR-w1341BR,w1341AL-s401,4.5,,,,,4.44891644448398
1202,4.271,054_1341BV_52.9,054_1275AR_43.6,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,52.853879,52.853866,1341B,sBB-w1343BL,4.5,,,,,4.27067223982361
1203,4.25,054_1341BV_52.9,054_1275AR_43.6,Exact_naar_Exact,Onvolledig,2018/11/26 19:59:42+00,2020/05/14 20:32:21+00,054,054,52.876802,52.876791,1343A,sBB-w1343BL,4.5,,,,,4.24967190851247
1204,4.154,054_1343AL_52.9,054_1001BR_57.3,Exact_naar_Exact,Volledig,2018/11/26 20:09:02+00,2020/05/14 20:32:21+00,054,054,54.567444,54.567456,1377B,w1377AR-sBA,4.5,,,,,4.15437432714001
1205,4.128,054_1343AL_52.9,054_1275AR_43.6,Exact_naar_Exact,Onjuist,2018/11/26 19:59:42+00,2020/05/14 20:32:21+00,054,054,52.887067,52.887055,1343A,sBB-w1343BL,4.5,,,,,4.12821526207149
1206,3.954,054_1343AR_52.9,054_1275AR_43.6,Exact_naar_Exact,Onjuist,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,52.893806,52.89378,1343A,sBB-w1343BL,4.5,,,,,3.95437549304565
1207,3.959,054_1343AR_52.9,054_1343AL_52.9,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,52.964615,52.964635,1343B,w1343AL-s402,4.5,,,,,3.95853612968228
1208,4.262,054_1343BV_53.0,054_1343AL_52.9,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,52.984914,52.984923,1343B,w1343AL-s402,4.5,,,,,4.26226566042052
1209,4.25,054_1343BV_53.0,054_1343AL_52.9,Exact_naar_Exact,Onvolledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,52.98519,52.985197,1343B,w1343AL-s402,4.5,,,,,4.24988978680624
1210,4.227,054_1345AL_53.0,054_1343AL_52.9,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2018/11/26 19:59:49+00,054,054,53.733288,53.733287,403,402,4.5,,,,,4.22666372568247
1211,4.467,054_1345AR_53.0,054_1273AR_43.1,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,53.076218,53.076223,w1345AR-w1345BR,sAB-w1345BL,4.5,,,,,4.46676108606673
1212,4.251,054_1345AR_53.0,054_1343AL_52.9,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2020/05/14 20:32:21+00,054,054,53.008064,53.00804,1345A,w1343AL-s402,4.5,,,,,4.25081158956734
1213,4.474,054_1345AR_53.0,054_1345AL_53.0,Exact_naar_Exact,Volledig,2020/05/14 20:32:21+00,2018/11/26 19:59:49+00,054,054,53.094793,53.09478,w1345AR-w1345BR,w1345AL-s403,4.5,,,,,4.4740878064696
1214,4.297,054_1347AR_53.2,054_1347AL_53.2,Exact_naar_Exact,Volledig,2014/02/04 13:02:38+00,2018/11/26 19:59:49+00,054,054,53.276967,53.276983,1347B,w1347AL-s404,4.5,,,,,4.29697245162219
1215,6.89,054_1347BL_53.3,054_1273AR_43.1,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2018/11/26 19:59:49+00,054,054,53.081971,53.081937,411,sAB-w1345BL,4.5,,,,,6.89040173139419
1216,6.907,054_1347BL_53.3,054_1345AR_53.0,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2018/11/26 19:59:42+00,054,054,53.163279,53.163243,s411-w1347BL,1345B,4.5,,,,,6.90658586857501
1217,6.266,054_1347BL_53.3,054_1345BV_53.2,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2015/10/28 19:21:10+00,054,054,53.190026,53.189804,s411-w1347BL,1347A,4.5,,,,,6.2661899061551
1218,5.168,054_1347BL_53.3,054_1347AL_53.2,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2018/11/26 19:59:49+00,054,054,53.24761,53.247624,s411-w1347BL,1347A,4.5,,,,,5.16838048328488
1219,4.451,054_1347BL_53.3,054_1347AR_53.2,Exact_naar_Exact,Volledig,2016/11/09 19:17:12+00,2020/05/14 20:42:38+00,054,054,53.222312,53.222339,s411-w1347BL,1347A,4.5,,,,,4.45072068995573
1220,5.296,054_1347BV_53.3,054_1347AL_53.2,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,53.324734,53.324722,w1347BV-w1351AV,w1347AL-s404,4.5,,,,,5.29596778785521
1221,5.227,054_1347BV_53.3,054_1347AL_53.2,Exact_naar_Exact,Onvolledig,2016/11/09 19:17:12+00,2020/05/14 20:42:38+00,054,054,53.3191,53.319089,w1347BV-w1351AV,w1347AL-s404,4.5,,,,,5.22676871977324
1222,5.194,054_1351AL_53.3,054_1347AL_53.2,Exact_naar_Exact,Volledig,2016/11/09 19:22:53+00,2018/11/26 19:59:49+00,054,054,54.07061,54.070628,1371B,404,4.5,,,,,5.1935537159059
1223,5.233,054_1351AR_53.3,054_1347AL_53.2,Exact_naar_Exact,Volledig,2022/01/10 16:16:27+00,2020/05/14 20:42:38+00,054,054,53.329516,53.329504,1351A,w1347AL-s404,4.5,,,,,5.23337552636919
1224,4.454,054_1351AR_53.3,054_1351AL_53.3,Exact_naar_Exact,Volledig,2022/01/10 16:15:03+00,2014/02/04 13:02:38+00,054,054,53.379331,53.379411,1351B,w1351AL-s405,4.5,,,,,4.45401157834148
1225,6.095,054_1351BL_53.4,054_1347BV_53.3,Spoortak_naar_Spoortak,Volledig,,,054,054,53.329813,53.329514,413,1351A,4.5,,,,,6.09481912446957
1226,6.009,054_1351BL_53.4,054_1351AL_53.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,53.331465,53.331452,413,1351A,4.5,,,,,6.00925807400548
1227,5.932,054_1351BL_53.4,054_1351AL_53.3,Exact_naar_Exact,Onvolledig,2015/10/28 19:19:54+00,2022/01/10 16:16:27+00,054,054,53.399707,53.399696,1351B,405,4.5,,,,,5.93195750237643
1228,4.552,054_1351BL_53.4,054_1351AR_53.3,Spoortak_naar_Spoortak,Volledig,,,054,054,53.35377,53.353863,s413-w1351BL,1351A,4.5,,,,,4.55199848198569
1229,6.029,054_1351BV_53.4,054_1351AL_53.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,054,054,53.614443,53.614423,406,405,4.5,,,,,6.02893991096279
1230,5.806,054_1351BV_53.4,054_1351AL_53.3,Exact_naar_Exact,Onvolledig,2015/10/28 19:21:19+00,2019/12/14 13:16:20+00,054,054,53.615676,53.615651,406,405,4.5,,,,,5.80639457494924
1231,5.92,054_1367AL_53.6,054_1351AL_53.3,Exact_naar_Exact,Volledig,2015/10/28 19:19:54+00,2014/02/04 13:02:38+00,054,054,53.626544,53.626519,406,405,4.5,,,,,5.91981305448069
1232,5.902,054_1367AR_53.6,054_1351AL_53.3,Exact_naar_Exact,Volledig,2015/10/28 19:21:10+00,2014/02/04 13:02:38+00,054,054,53.621347,53.621346,1367A,405,4.5,,,,,5.90165774083859
