FID,vrt_code,vrtnaam,haven_vaar,meetpunt,naam,soort,opmerking,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
aansluiting.1203,005a,Aduarderdiep (benoorden het Van Starkenborghkanaal),,5.319,Oldenhoofsche Kanaal,NBV,,,38056,,,POINT (53.30710000200003 6.479100000000017)
aansluiting.1204,013,"Winschoterdiep, Rensel en havens te Winschoten",,8.516,Waterinlaatkanaal gemaal,NVW,,,38103,,,POINT (53.176800001000004 6.6895000000000095)
aansluiting.1205,045b,Vaargeul naar Langweer,,0.967,Oude haven Langweer (ligplaats passanten),NBV,,,38139,,,POINT (52.96039999999999 5.722199998999997)
aansluiting.1206,141d,Grevelingen,,7.426,Vaarweg bezuiden eiland Archipel,NBV,,,38158,,,POINT (51.767600000000016 3.9144000000000005)
aansluiting.1207,126,Mark en Dintel,,29.739,Uitwateringsgeul gemaal Heerjansland,NVW,,,38170,,,POINT (51.61419999999998 4.456099998000013)
aansluiting.1208,215,Wijde Aa en Does,,4.245,Voorwetering,NBV,,,38200,,,POINT (52.16629999899999 4.576999999999998)
aansluiting.1209,001a,Oude Eemskanaal,,2.475,"Einde vaarweg, Oude Eemskanaal-(spui-)sluis (geen doorvaart)",NBV,,,38283,,,POINT (53.327 6.925900001000002)
aansluiting.1210,234,Noordhollandsch Kanaal,,71.855,Aansluiting naar Anna Paulowna,NVW,,,38297,,,POINT (52.88280000200001 4.77389999899998)
aansluiting.1211,203,Trekvaart Haarlem naar Leiden,,4.201,Steengrachtkanaal,NBV,,,38310,,,POINT (52.27420000000001 4.53370000000001)
aansluiting.1212,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,73.674,"Fort Goilberdingen (militaire haven, verboden invaart)",NBV,,,38320,,,POINT (51.967700001000026 5.1798)
aansluiting.1213,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,49.856,Uitwateringsgeul naar spuisluizen (verboden invaart),NVW,,,38388,,,POINT (53.40469999999999 6.18470000100001)
aansluiting.1214,024a4,Noorderhaven,,0.2,Zuiderhaven,NBV,,,38394,,,POINT (53.17550000199998 5.413099999999986)
aansluiting.1215,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,57.141,Afgesneden rivierarm Rijkel (met jachthaven),NBV,,,38407,,,POINT (51.25820000099998 6.005299999999977)
aansluiting.1216,143c,Oost-Hellegat,,0.861,Uitwateringsgeul spuisluis Volkerak,NVW,,,38482,,,POINT (51.686500002 4.3881999999999834)
aansluiting.1217,991,Sonthaven,,0.981,Waterinlaatkanaal Hemcentrale,NVW,,,38498,,,POINT (52.40590000200001 4.83359999999999)
aansluiting.1218,014,Termunterzijldiep,,9.921,Waterinlaatkanaal gemaal Kattendiep,NVW,,,38535,,,POINT (53.242699999000024 6.977699998999981)
aansluiting.1219,092,Vaarweg Blauwe Hand-Blokzijl,,8.788,Roomsloot,NBV,,,38612,,,POINT (52.73339999799998 5.976599998999973)
aansluiting.1220,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,7.902,Hoornsloot,NBV,,,38627,,,POINT (52.333000001000016 4.843600001000027)
aansluiting.1221,035b,Graft en Lange Lits,,1.732,Doekesleat,NBV,,,38665,,,POINT (53.111099998999975 5.879999999000006)
aansluiting.1222,021c,Boorne naar Irnsum,,2.338,Aansluiting woonwijk,NBV,,,38750,,,POINT (53.081700001 5.7967000009999765)
aansluiting.1223,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,99.849,Afgesneden rivierarm te Schoonhoven,NVW,,,38781,,,POINT (51.93950000000001 4.890299997999989)
aansluiting.1224,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,16.221,Uitwateringsgeul gemaal Winsemius,NVW,,,38817,,,POINT (51.92799999900001 4.14669999900002)
aansluiting.1225,108a,Vaarweg Nieuwe Merwede-Amer door de Spieringsluis,,4.011,Vaarweg om eiland ten NW van Catharinaplaatjes,NBV,,,38824,,,POINT (51.75240000000002 4.755100001000017)
aansluiting.1226,108c,Noord Hollandsch Diep,,2.658,Uitwateringskanaal gemaal,NVW,,,38917,,,POINT (51.703899998 4.468600001000027)
aansluiting.1227,201j,"Zijp en Achtergat, Sting en Zuidzijdervaart",,3.977,Achterwetering,NBV,,,38928,,,POINT (52.17410000000001 4.5581000000000245)
aansluiting.1228,124,Amertak en Wilhelminakanaal,,15.131,Donge,NVW,,,38931,,,POINT (51.620900000999995 4.927099999000006)
aansluiting.1229,059,Houkesloot,,4.229,Oudvaart,NBV,,,39003,,,POINT (53.03290000200002 5.667899999999975)
aansluiting.1230,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,31.213,Ringsloot,NBV,,,39013,,,POINT (52.19179999800002 4.642099998999981)
aansluiting.1231,037,Vaarweg van Het Deel langs Akkrum en Gorredijk naar de Drentsche Hoofdvaart,,4.887,Aansluiting naar woonwijk,GEB,,,39022,,,POINT (53.05310000100002 5.850400001000025)
aansluiting.1232,110a,"Otterkanaal (n.o. gedeelte), Kikvorskil, Helsloot en Helkanaal",,1.588,Uitwatering Zuilespolder,NVW,,,39040,,,POINT (51.80459999999999 4.774400000000014)
aansluiting.1233,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,1.957,Waterinlaatkanaal Zwolle,NVW,,,39092,,,POINT (52.51729999899999 6.0645000000000095)
aansluiting.1234,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,85.724,De Waarden,NVW,,,39134,,,POINT (52.45089999999999 6.103100002000019)
aansluiting.1235,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,25.533,Holwerdervaart,NBV,,,39167,,,POINT (53.31280000100003 5.923500000999979)
aansluiting.1236,117c,Havens van Middelharnis,,2.709,Havenkanaal,NVW,,,39202,,,POINT (51.76139999899999 4.168499999000005)
aansluiting.1237,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,5.909,Dommel (toegang naar passantenhaven),NBV,,,39207,,,POINT (51.6952 5.301499999999976)
aansluiting.1238,086a,Overijsselsche Vecht,,31.275,Kranenkolk,GEB,,,39214,,,POINT (52.548400000000015 6.123799997999981)
aansluiting.1240,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,7.668,Heer van Diezenvaart,NBV,,,39248,,,POINT (52.7722 5.966099999999983)
aansluiting.1241,037,Vaarweg van Het Deel langs Akkrum en Gorredijk naar de Drentsche Hoofdvaart,,22.536,Kromten,NVW,,,39261,,,POINT (53.008699998 6.052399999999977)
aansluiting.1242,050,Johan Frisokanaal,,4.5,Aansluiting naar bungalowpark (3 x),NBV,,,39272,,,POINT (52.88589999800001 5.407600000999992)
aansluiting.1243,109a,Ruigt of Reugt,,3.153,Vaarweg door Ganzewei (ondiep),NBV,,,39279,,,POINT (51.75759999799999 4.808699998999998)
aansluiting.1244,222a,Holendrecht en Angstel (Abcoude-Loenersloot),,5.513,"Abcoude, aansluiting",NBV,,,39336,,,POINT (52.26010000000002 4.978799998999989)
aansluiting.1245,130,Kanaal van Gent naar Terneuzen met de Zijkanalen en havens,,0.163,Uitwateringsgeul spuisluizen Tolhuissluis,NVW,,,39369,,,POINT (51.07589999999999 3.736900002000027)
aansluiting.1246,232,Hoge Vaart,,0.68,Toeleidingskanaal gemaal Dr. V.J.P. de Blocq van Kuffeler,NVW,,,39382,,,POINT (52.41270000100002 5.227400000999978)
aansluiting.1247,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,20.398,"Uitwateringsgeul, gemaal Drielsedijk",NVW,,,39399,,,POINT (51.96950000200002 5.857299997999974)
aansluiting.1248,032,Stroomkanaal naar de Friese Sluis te Zoutkamp,,9.418,Aftakking van de Oude Lauwers,NBV,,,39482,,,POINT (53.29060000200002 6.269499999000004)
aansluiting.1249,079,Binnengracht (o. gedeelte) te Coevorden en Stieltjeskanaal,,0.372,Kanaal Coevorden-Alte Picardie,NBV,,,39501,,,POINT (52.65859999899999 6.744800000999987)
aansluiting.1250,237,Zijkanaal D en Nauernasche Vaart,,8.346,Haansloot,NBV,,,39519,,,POINT (52.502900001 4.775899998999989)
aansluiting.1251,009,Boterdiep,,1.4,Gemaal Stad en Lande1,NVW,,,39533,,,POINT (53.24969999899997 6.580600000999993)
aansluiting.1252,003c,Hoendiep,,1.41,"Niekerkerdiep, jachthaven Briltil (2 de invaart)",NBV,,,39543,,,POINT (53.24260000100003 6.388700001000018)
aansluiting.1253,206,Oude Rijn,,16.055,Jaap Bijzerwetering,NBV,,,39577,,,POINT (52.08599999900002 4.890600000000006)
aansluiting.1254,043,Kuinder of Tjonger,,20.381,Uitwateringsgeul,NVW,,,39631,,,POINT (52.93729999999999 6.085900001000027)
aansluiting.1255,094,Lemster- en Zwolsevaart,,8.493,Wellerzandtocht,NVW,,,39766,,,POINT (52.773800000999984 5.759700000000009)
aansluiting.1256,086a,Overijsselsche Vecht,,0,Overijsselsche Vecht boven stuw te Junne (voortzetting),NBV,,,39781,,,POINT (52.528099999000005 6.498399999000014)
aansluiting.1257,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,,14.1,Groettocht,NBV,,,39793,,,POINT (52.79430000100001 4.931100000000015)
aansluiting.1258,003c,Hoendiep,,8.649,Zuidwending,NBV,,,39814,,,POINT (53.20749999999998 6.464400001000001)
aansluiting.1259,243,Kanaal Alkmaar (Omval) - Kolhorn,,23.868,Stroomkanaal,NVW,,,39865,,,POINT (52.78290000200002 4.894799999999975)
aansluiting.1260,065,Bolswardertrekvaart,,13.626,Kubaardervaart,NBV,,,39875,,,POINT (53.1173 5.589800000000025)
aansluiting.1261,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,6.819,"Vossegat, Griethauser Altrhein (toegang tot Spoykanaal)",NBV,,,39928,,,POINT (51.857399999999984 6.081799998999998)
aansluiting.1262,270,"Gouwe, Gouwekanaal en voorhaven Julianasluis",,12.8,"Gemaal, aansluiting",NVW,,,39948,,,POINT (52.01399999900002 4.684000000000026)
aansluiting.1263,054,Vaarweg van Workum naar de Fluessen,,2.178,Zandige Grons,NBV,,,39989,,,POINT (52.970800000999986 5.491900000999976)
aansluiting.1264,241,Beemsterringvaart,,3.985,Uitwatering gemaal Woutersluis,NVW,,,39997,,,POINT (52.56850000100002 4.862900000000025)
aansluiting.1265,222b,Oude Waver,,2.884,Uitwateringsgeul poldergemaal Winkel,NVW,,,39998,,,POINT (52.253300000000024 4.904300001000024)
aansluiting.1266,055,Workumertrekvaart,,12.427,Burevaart naar de Horsea (jachthaven),NBV,,,40057,,,POINT (52.97500000100001 5.437600002000011)
aansluiting.1267,245a,Van Ewijcksvaart en Boezem van de Zijpe,,3.999,"Anna Paulowna, Gemaal Wijdenes Spaans",NVW,,,40062,,,POINT (52.86070000000001 4.836900000000014)
aansluiting.1268,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,,26.763,Medemblikkervaart,NBV,,,40104,,,POINT (52.7731 5.081099998000013)
aansluiting.1269,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,,19.018,Winkeler hoofdwijk,NBV,,,40110,,,POINT (52.8057 4.9941000009999925)
aansluiting.1270,206,Oude Rijn,,47.808,Weipoortsche Vliet,NBV,,,40116,,,POINT (52.14099999899997 4.537199999999984)
aansluiting.1271,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,21.157,Vlietland,GEB,,,40118,,,POINT (52.116300002 4.449900001000003)
aansluiting.1272,009,Boterdiep,,19.52,Koksmaar,NBV,,,40120,,,POINT (53.37700000000001 6.628300000000024)
aansluiting.1273,205b,Wassenaarse- of Zijlwatering,,0.229,Valkenburgse Meer,GEB,,,40161,,,POINT (52.166499998000006 4.44240000100001)
aansluiting.1274,138g,Hammen,,7.445,Schelphoek (haven buiten gebruik),NVW,,,40187,,,POINT (51.684000000000026 3.8077999989999967)
aansluiting.1275,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,59.108,Dreumelsche Waard (ontzanding),NVW,,,40212,,,POINT (51.86809999899998 5.42410000000001)
aansluiting.1276,031,Stroobossertrekvaart of Kanaal Dokkum-Gerben Allesverlaat,,11.035,Vaarweg naar Kollum,NBV,,,40221,,,POINT (53.270199999 6.1583999989999825)
aansluiting.1277,094,Lemster- en Zwolsevaart,,19.055,Kleeftocht,NVW,,,40234,,,POINT (52.70839999999998 5.813900000999979)
aansluiting.1278,231a,Lage Dwarsvaart,,5.243,Gemaal Wortman,NVW,,,40238,,,POINT (52.501600000999986 5.42199999799999)
aansluiting.1279,141,"Zuid-Grevelingen, Grevelingen, Geul van Bommenede, Rede Brouwershaven",,9.927,Uitwateringsgeul Gemaal Dreischor,NVW,,,40267,,,POINT (51.7097 4.0040000010000085)
aansluiting.1280,065,Bolswardertrekvaart,,22.272,Witmarsumervaart,NBV,,,40280,,,POINT (53.06260000200001 5.517299998999988)
aansluiting.1281,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,35.949,Gemaal Westland,NVW,,,40375,,,POINT (51.951400001000025 4.170099999999991)
aansluiting.1282,227,Vecht,,32.334,Oostelijke mond oude Vechtarm,NBV,,,40415,,,POINT (52.28200000200002 5.062899999000024)
aansluiting.1283,128,Haven van Bergen op Zoom of Theodorushaven,,1.296,Kreekerak,NBV,,,40440,,,POINT (51.5 4.23739999899999)
aansluiting.1284,201l2,Laakhaven,,0.4,Insteekhaven (buiten gebruik),NVW,,,40455,,,POINT (52.06709999999998 4.327100001000019)
aansluiting.1285,014,Termunterzijldiep,,18.576,Waterinlaatkanaal gemaal Cremer (met trailerhelling en jh),NVW,,,40470,,,POINT (53.30079999899999 7.0359999980000225)
aansluiting.1286,111,Oude Maas,,15.858,Carnissegrienden,GEB,,,40481,,,POINT (51.834899999000015 4.480500000999996)
aansluiting.1287,090,Kanaal van Steenwijk naar de Linde,,5.182,Uitwateringskanaal gemaal Prof. Dr. JR Slotemaker de Bruine,NVW,,,40521,,,POINT (52.79170000200003 6.025300000000016)
aansluiting.1288,224a,"Heinoomsvaart, Ringvaart van het Waterschap Groot-Mijdrecht en Geuzensloot",,10.286,Vinkeveensche Plassen,GEB,,,40523,,,POINT (52.21880000099998 4.964800000000025)
aansluiting.1289,227,Vecht,,34.525,'s-Gravenlandsche Vaart,NBV,,,40547,,,POINT (52.293600000000026 5.079500000999985)
aansluiting.1290,215,Wijde Aa en Does,,2.293,Ofwegenerwatering,NBV,,,40560,,,POINT (52.169899999999984 4.603200000000015)
aansluiting.1291,084d,"Ganzendiep, Goot en Scheepvaartgat",,11.646,Veneriete (afwateringskanaal),NVW,,,40563,,,POINT (52.6241 5.991599999000016)
aansluiting.1292,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,8.017,Toeleidingskanaal naar spuisluizen,NVW,,,40580,,,POINT (53.31779999999998 6.162099997999974)
aansluiting.1293,950,Ertshaven,,0.964,Doorvaart naar IJ-haven (brug over invaart),NBV,,,40589,,,POINT (52.37530000100003 4.938999998999975)
aansluiting.1294,232,Hoge Vaart,,15.751,Rassenbeektocht,NBV,,,40594,,,POINT (52.309799999000006 5.35469999899999)
aansluiting.1295,007,"Mensingeweersterloopdiep, Hoornse Vaart of Hulpkanaal over den Hoorn en Hunsingokanaal",,4,Gemaal Abelstok,NVW,,,40655,,,POINT (53.35139999900002 6.450800001999994)
aansluiting.1296,123a,Maasplassen Heel,,0.06,De Slag,NBV,,,40671,,,POINT (51.16629999899999 5.890700001000027)
aansluiting.1297,034a,Folkertssloot,,0.555,Omlech,NBV,,,40752,,,POINT (53.12479999999999 5.927599999999984)
aansluiting.1298,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,22.698,Oostelijke Doorvaart naar Openhavenfront (brug over invaart),NVW,,,40765,,,POINT (52.379799999 4.905799999999999)
aansluiting.1299,962,Rijkshaven Utrecht,,0.298,Aansluiting naar woonbotenhaven,NBV,,,40775,,,POINT (52.045799999999986 5.102299999000024)
aansluiting.1300,120,Heusdensch Kanaal en Afgedamde Maas,,6.321,De Kreek,NVW,,,40776,,,POINT (51.77829999800002 5.1173)
aansluiting.1301,232,Hoge Vaart,,41.04,Hierdense Tocht,NBV,,,40800,,,POINT (52.43210000200003 5.639699999000015)
aansluiting.1302,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,5.97,Buitenhaven Den Bosch (brug over invaart),NBV,,,40853,,,POINT (51.69469999900002 5.301800001000004)
aansluiting.1303,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,22.079,Afwateringskanaal,NVW,,,40856,,,POINT (52.71300000000002 6.441599999000005)
aansluiting.1304,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,95.813,Uitwateringsgeul gemaal De Koekoek,NVW,,,40891,,,POINT (51.958999999000014 4.932200000000023)
aansluiting.1305,084d,"Ganzendiep, Goot en Scheepvaartgat",,8.811,Middelwetering,NVW,,,40944,,,POINT (52.60130000100003 5.977699998999981)
aansluiting.1306,092a,Arembergergracht,,7.366,Basbeker binnenpolder ,GEB,,,40962,,,POINT (52.64299999899998 6.062299999999993)
aansluiting.1307,037,Vaarweg van Het Deel langs Akkrum en Gorredijk naar de Drentsche Hoofdvaart,,25.457,Vervolg Compagnonsvaart,NBV,,,40980,,,POINT (52.99370000099998 6.086900000000014)
aansluiting.1308,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,16.058,Uitwateringskanaal gemaal Laskwerd,NVW,,,41031,,,POINT (53.286099999999976 6.8367000000000075)
aansluiting.1309,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,61.452,Toeleidingskanaal gemaal mr. A.C. Baron van der Feltz,NVW,,,41070,,,POINT (52.27550000000002 6.1156999990000145)
aansluiting.1310,083,Oude IJssel,,16.237,Waalsche Water,NVW,,,41072,,,POINT (51.93890000099998 6.298900000999993)
aansluiting.1311,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,12.352,'t Tres-Haarms,NBV,,,41077,,,POINT (52.802700001999995 5.926100001000009)
aansluiting.1312,109a,Ruigt of Reugt,,6.021,Vaarweg om Rietplaat,NBV,,,41080,,,POINT (51.746500000000026 4.774400000000014)
aansluiting.1313,058,Vaarweg van Sneek door de Woudvaart naar het Oudhof,,0.911,Invaart naar woonwagenkamp,NBV,,,41089,,,POINT (53.02259999900002 5.670299999000008)
aansluiting.1314,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,14.644,Uitwateringskanaal gemaal Cellemuiden,NVW,,,41099,,,POINT (52.614300001000004 6.083799999000007)
aansluiting.1315,232,Hoge Vaart,,55.735,Hanzetocht,NBV,,,41215,,,POINT (52.52829999800002 5.772199999999998)
aansluiting.1316,108,Nieuwe Merwede en Hollandsch Diep,,21.586,Zuid-Maartensgat,NBV,,,41216,,,POINT (51.719900000999985 4.652399998000021)
aansluiting.1317,039c,"Deel, Monnikerak en Heeresloot",,3.742,T. Postma (2e invaart),NBV,,,41228,,,POINT (52.989300001000004 5.881299999000021)
aansluiting.1318,113,Spui en Beningen,,11.646,Bernisse,NVW,,,41267,,,POINT (51.80359999799998 4.2859999980000225)
aansluiting.1319,040a,"Gudsekop, Statenbocht en Hoitesloot",,3.169,Zuidensstervaart,NBV,,,41281,,,POINT (52.995299999 5.71629999999999)
aansluiting.1320,075,Drentsche Hoofdvaart,,40.565,Oude Vaart,NBV,,,41398,,,POINT (52.71229999899998 6.192000001999986)
aansluiting.1321,105,Linge,,6.359,Gemaal Kedichem,NVW,,,41461,,,POINT (51.85849999999999 5.026400000000024)
aansluiting.1322,063,Sneekertrekvaart of Zwette,,6.718,Mantgumer vaart,NBV,,,41470,,,POINT (53.128600000999995 5.755299999999977)
aansluiting.1323,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,33.983,Uitwateringsgeul Haringvlietspuisluizen,NVW,,,41488,,,POINT (51.83439999799998 4.037099997999974)
aansluiting.1324,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,56.261,Haven Cebeco Handelsraad (onttrokken aan scheepvaart),NVW,,,41502,,,POINT (52.24340000000001 6.164099998999973)
aansluiting.1325,135c,Schenge,,1.616,2e invaart haven Bastiaan de Langeplaat,NBV,,,41537,,,POINT (51.52430000200002 3.7197000009999783)
aansluiting.1326,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,64.981,Schelkensbeek,NVW,,,41541,,,POINT (51.298099998 6.086599997999997)
aansluiting.1327,056b,"Vaarweg door Wijnsloot, Het Zouw, Jutrijpstervaart, Zoolsloot, Oosterwijmerts en het Oudhof",,1.952,Aansluiting woonwijk (3 x),NBV,,,41556,,,POINT (53.00490000100001 5.630499999999984)
aansluiting.1328,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,95.374,Oudendijksche Gat,NVW,,,41597,,,POINT (51.821500000000015 4.984299998999973)
aansluiting.1329,270,"Gouwe, Gouwekanaal en voorhaven Julianasluis",,5.84,Molenvliet,NBV,,,41639,,,POINT (52.06789999799997 4.6590000020000275)
aansluiting.1330,109c,Bovenste gat van het Zand en het Jeppegat,,0.757,Uitwateringsgeul Gemaal Oostkil,NVW,,,41656,,,POINT (51.731600001000004 4.853999998000006)
aansluiting.1331,236e,Vaargeul naar Uitgeest,,2.686,Hendriksloot,NBV,,,41659,,,POINT (52.528700001999994 4.720300000000009)
aansluiting.1332,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,40.525,Uitwatering stadsgrachten Zutphen,NVW,,,41720,,,POINT (52.140600000000006 6.190200000999994)
aansluiting.1333,021d,Heerengat of Heeresloot,,1.513,De Klok,NBV,,,41725,,,POINT (53.027199998000015 5.764899999000022)
aansluiting.1334,008,Winsumerdiep,,4.109,Toegang naar woonwijk,NBV,,,41777,,,POINT (53.33370000100001 6.530299999000022)
aansluiting.1335,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,30.739,Waterinlaatkanaal stuw,NVW,,,41789,,,POINT (52.92720000100002 7.144000000999995)
aansluiting.1336,034a,Folkertssloot,,1.781,Hansmar (Moddermar),GEB,,,41799,,,POINT (53.121500000000026 5.910199999999975)
aansluiting.1337,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,111.501,Eckeltsche Beek,NVW,,,41819,,,POINT (51.629200000000026 6.008400000999984)
aansluiting.1338,152a1,"Maas, afgesneden rivierbocht bij Linne",,0.273,Isabellagriend en Oolerplas,NBV,,,41878,,,POINT (51.17869999999999 5.928699999999992)
aansluiting.1339,033,Vaarweg van Drachten tot in het Bergumermeer,,1.8,Burmaniasloot,NBV,,,41913,,,POINT (53.12130000100001 6.053399999000021)
aansluiting.1340,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,20.405,Vossevaart,NBV,,,41939,,,POINT (52.29439999900001 4.596700001999977)
aansluiting.1341,050a,Stadsbuitengracht Stavoren,,0.9,Noardermar,NBV,,,41945,,,POINT (52.88580000000002 5.360399998999981)
aansluiting.1342,218,Ringvaart van de Haarlemmermeerpolder (noordelijk gedeelte),,5.924,Buiten-Liede,NBV,,,41947,,,POINT (52.37730000200003 4.6781999990000145)
aansluiting.1343,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,177.254,"Zandmeren, Gat van Sientje (Zie: bijz. algemeen)",NBV,,,41969,,,POINT (51.768700000000024 5.360500000000002)
