FID,vrt_code,vrtnaam,haven_vaar,meetpunt,naam,soort,opmerking,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
aansluiting.1038,243,Kanaal Alkmaar (Omval) - Kolhorn,,23.561,Kromme Gouw,NBV,,,33280,,,POINT (52.780400000999975 4.892900000999987)
aansluiting.1039,108b,Zuid Hollandsch Diep,,5.958,Uitwateringskanaal Shell Chemie,NVW,,,33319,,,POINT (51.690200000999994 4.5482000000000085)
aansluiting.1040,111,Oude Maas,,7.144,Zuiddiep,NVW,,,33339,,,POINT (51.80739999899998 4.582699998999999)
aansluiting.1041,111,Oude Maas,,9.99,"Kuipersveer, haven te (buiten gebruik, onbevaarbaar)",NVW,,,33346,,,POINT (51.825199999000006 4.558200001999978)
aansluiting.1042,108b,Zuid Hollandsch Diep,,5.243,Uitwateringskanaal Shell Chemie,NVW,,,33360,,,POINT (51.691700000000026 4.558299999999974)
aansluiting.1043,011,Damsterdiep,,18.354,Vaarweg door Appingedam naar Tjamsweer (brug over invaart),NBV,,,33367,,,POINT (53.32070000099998 6.842199999999991)
aansluiting.1044,241,Beemsterringvaart,,14.225,Beemsteruitwatering,NBV,,,33369,,,POINT (52.60430000000002 4.959100001000024)
aansluiting.1045,081,Kanaal Zutphen-Enschede van de Twenthekanalen,,22.063,Zuidelijk Afwateringskanaal,NVW,,,33397,,,POINT (52.19090000199998 6.493900000999986)
aansluiting.1046,058,Vaarweg van Sneek door de Woudvaart naar het Oudhof,,0.441,Aansluiting naar woonwijk,NBV,,,33405,,,POINT (53.02620000000002 5.666800000000023)
aansluiting.1047,126,Mark en Dintel,,35.775,Havenkanaal (toegang naar passantenhaven),NBV,,,33473,,,POINT (51.644799999999975 4.392400000000009)
aansluiting.1048,234,Noordhollandsch Kanaal,,5.051,Weersloot,NBV,,,33476,,,POINT (52.41380000100003 4.942200001000003)
aansluiting.1049,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,117.264,Afgesneden rivierarm Boxmeersche Veld (haven Boxmeer),NBV,,,33505,,,POINT (51.667399999 5.964400001000001)
aansluiting.1050,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,18.322,Zuidwolder Waterlossing,NVW,,,33522,,,POINT (52.69750000200003 6.39609999999999)
aansluiting.1051,006a,Oude Robbengat,,2.038,Oude Robbengat (verboden toegang),GEB,,,33532,,,POINT (53.37359999900002 6.210800000000006)
aansluiting.1052,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,20.536,Afgedamde rivierarm ,NBV,,,33533,,,POINT (52.02069999999998 6.1308999990000075)
aansluiting.1053,205a,Galgewater te Leiden,,1.64,Witte singel,NBV,,,33571,,,POINT (52.16090000000003 4.480700001000002)
aansluiting.1054,124,Amertak en Wilhelminakanaal,,40.236,Spuikanaal Stuw sluis nr. IV,NVW,,,33622,,,POINT (51.498399999000014 5.204999998000005)
aansluiting.1055,234a,Hondsbosschevaart en Hargervaart,,1.519,Hondsbosschevaart,NVW,,,33624,,,POINT (52.73999999799997 4.673799998999982)
aansluiting.1056,083,Oude IJssel,,0.688,Afwateringskanaal stuw Broekhuizerwater,NVW,,,33678,,,POINT (52.00759999799999 6.129299998000022)
aansluiting.1057,212b3,Vaarweg van het Westerdok naar de Amstel,,0.833,Egelantiersgracht,NBV,,,33708,,,POINT (52.376499998999975 4.884799998000005)
aansluiting.1058,236e,Vaargeul naar Uitgeest,,2.788,Westergeestervaart,NBV,,,33742,,,POINT (52.52859999999998 4.718800000999977)
aansluiting.1059,094,Lemster- en Zwolsevaart,,24.738,Voorstertocht,NVW,,,33800,,,POINT (52.688800000000015 5.8819000010000195)
aansluiting.1060,220,Amstel-Gouwevaart (Amstel en Aarkanaal),,1.61,Hortusplantsoen,NVW,,,33833,,,POINT (52.36719999799999 4.906800002000011)
aansluiting.1061,228,Eem en havens van Amersfoort,,12.188,Afgesneden rivierarm,NBV,,,33834,,,POINT (52.23270000100001 5.312399997999989)
aansluiting.1062,093a,Haven van Vollenhove,,0.257,Omloop om eiland (brug over invaart),NBV,,,33860,,,POINT (52.68160000099999 5.9464000020000185)
aansluiting.1063,225,Amsterdam-Rijnkanaal,,5.837,Toegang tot De Diemen (brug over invaart),NBV,,,33866,,,POINT (52.342300002 4.998500001000025)
aansluiting.1064,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,,25.338,Oudelander Tocht,NBV,,,33873,,,POINT (52.7731 5.059999999000013)
aansluiting.1065,094,Lemster- en Zwolsevaart,,29.109,Uitwateringsgeul Gemaal Smeenge,NVW,,,33899,,,POINT (52.66890000199999 5.932200000000023)
aansluiting.1066,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,8.415,Eijmerspoel en Spijkerboor,GEB,,,33942,,,POINT (52.20549999899998 4.544199999)
aansluiting.1067,111,Oude Maas,,9.768,Uitwateringsgeul polder Het Buitenland,NVW,,,33943,,,POINT (51.823199998999996 4.558400000999995)
aansluiting.1068,011,Damsterdiep,,23.8,Delfzijl vaarweg naar woonwijk,NBV,,,33948,,,POINT (53.32339999800001 6.913699999000016)
aansluiting.1069,233o,Wim Thomassenhaven,,1.26,"Coupure (naar Oude Zeehaven, brug over invaart)",NBV,,,33958,,,POINT (52.43180000000001 4.819499999000016)
aansluiting.1070,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,17.491,Bennebroekervaart,NBV,,,33971,,,POINT (52.31819999999999 4.6118000000000166)
aansluiting.1071,043c,Schipsloot,,2.443,Gemaal De Ontginning,NVW,,,33995,,,POINT (52.89240000000001 5.949900001000003)
aansluiting.1072,227a,Hilversumsch Kanaal en Havens te Hilversum,,6.142,'s-Gravelandse vaart,NBV,,,34026,,,POINT (52.219900000999985 5.12220000100001)
aansluiting.1073,104,Merwedekanaal (bezuiden de Lek),,12.347,Oude zederik,NBV,,,34055,,,POINT (51.92020000100001 5.000200000000007)
aansluiting.1074,045,Vaarweg van het Oudhof naar het Tjeukemeer,,11.398,Vaart naar Sint Nicolaasga,NBV,,,34106,,,POINT (52.917399999 5.789500002000011)
aansluiting.1075,045,Vaarweg van het Oudhof naar het Tjeukemeer,,4.998,Aansluiting woonwijk,GEB,,,34170,,,POINT (52.959899999000015 5.746599998000022)
aansluiting.1076,226,Merwedekanaal (benoorden de Lek),,1.6,Leidsche Rijn (2),NBV,,,34202,,,POINT (52.08729999899998 5.094500002000018)
aansluiting.1077,212b3,Vaarweg van het Westerdok naar de Amstel,,0.324,Brouwersgracht,NBV,,,34204,,,POINT (52.380499999999984 4.888500001000011)
aansluiting.1078,063,Sneekertrekvaart of Zwette,,3.707,Wielstervaart,NBV,,,34246,,,POINT (53.154399997999974 5.765099998999972)
aansluiting.1079,028,"Wijde Greuns, Tijnje, Nieuwe Kanaal en Zuiderstadsgracht te Leeuwarden",,1.229,"De Nieuwe Leeuwarder Jachthaven, 1e invaart",NBV,,,34279,,,POINT (53.198100001 5.832199998000021)
aansluiting.1080,210,"Schie-Schiekanaal, Noorderkanaal, Rotte, Hennipsloot en Ringvaart van de Zuidplaspolder",,14.669,Uitwateringsgeul Zevenhuizerverlaat,NVW,,,34345,,,POINT (52.00189999899999 4.5535999979999815)
aansluiting.1081,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,,11.27,Nijlandervaart,NBV,,,34396,,,POINT (53.043799999999976 5.541499998000006)
aansluiting.1082,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,15.055,Toegang tot Molenpoel.,GEB,,,34448,,,POINT (52.288699999000016 4.788099999999986)
aansluiting.1083,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,18.747,Uitwateringskanaal stuw,NVW,,,34491,,,POINT (53.024700000999985 7.1389000010000245)
aansluiting.1084,039,Vaarweg van het Prinses Margrietkanaal naar de Kuinder of Tjonger,,0.13,De Hoarne,GEB,,,34493,,,POINT (53.04589999799998 5.774900000999992)
aansluiting.1085,234,Noordhollandsch Kanaal,,40.18,Luttik-Oudorp (stadsgracht met passantenhaven),NBV,,,34510,,,POINT (52.62959999999998 4.756299999000021)
aansluiting.1086,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,22.403,Foudgumervaart,NBV,,,34523,,,POINT (53.32270000099999 5.965300001000003)
aansluiting.1087,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,,8.699,Stadsgracht van Sloten,NBV,,,34528,,,POINT (52.89310000099999 5.647300001000019)
aansluiting.1088,201n,Zevenhuizervaart,,1.736,Broekhorstvaart,NBV,,,34590,,,POINT (52.1943 4.5584999989999915)
aansluiting.1089,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,90.06,Afgesneden rivierarm te  Uitweg,GEB,,,34687,,,POINT (51.977600000999985 4.997699997999973)
aansluiting.1090,778,Industriehaven te Veendam,,1.381,A.G.Wildervanckkanaal naar gemaal.,NBV,,,34735,,,POINT (53.089200000999995 6.897899999999993)
aansluiting.1091,044,Vaarweg van het Prinses Margrietkanaal naar de Ossenzijlersloot,,15.634,Scheenesloot,NBV,,,34738,,,POINT (52.85500000000002 5.911299999999983)
aansluiting.1092,022a,Nauwe Greuns,,0.1,Himperserwielen,GEB,,,34843,,,POINT (53.17990000200001 5.856400001999987)
aansluiting.1093,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,19.352,Oude Diep,NVW,,,34867,,,POINT (52.704999998000005 6.405000001000019)
aansluiting.1094,014,Termunterzijldiep,,11.964,Verbindingskanaal naar Hondshalstermeer,NVW,,,34899,,,POINT (53.26010000000002 6.96840000200001)
aansluiting.1095,232,Hoge Vaart,,25.09,Groenewoudse tocht,NBV,,,34965,,,POINT (52.349599997999974 5.473999999)
aansluiting.1096,238,Trekvaart van Het Schouw naar Monnickendam,,3.094,Havenrak,NBV,,,34980,,,POINT (52.433699999 4.990899999000021)
aansluiting.1097,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,102.041,Kasteelhaventje 't Alvertje (brug over invaart),NBV,,,34986,,,POINT (51.55730000099999 6.057100002000027)
aansluiting.1098,050,Johan Frisokanaal,,23.254,Oude loop van de Jeltesloot,NBV,,,35047,,,POINT (52.965700001000016 5.640700001000027)
aansluiting.1099,231,Lage Vaart,,15.671,Lepelaarstocht,NBV,,,35050,,,POINT (52.433400000999995 5.411899999000013)
aansluiting.1100,236e,Vaargeul naar Uitgeest,,0.4,Buiten-Crommenije,GEB,,,35066,,,POINT (52.5385 4.749799999999993)
aansluiting.1101,225,Amsterdam-Rijnkanaal,,2.688,"Het Nieuwe Diep, toegang jachthavens",GEB,,,35099,,,POINT (52.35880000100002 4.961599997999997)
aansluiting.1102,203,Trekvaart Haarlem naar Leiden,,7.589,Schipperssloot,NBV,,,35134,,,POINT (52.25020000000001 4.5040000010000085)
aansluiting.1103,026,Vaarweg van Leeuwarden naar Berlikum,,4.388,Rentmeester,NVW,,,35157,,,POINT (53.21029999899997 5.6784999999999854)
aansluiting.1104,013a,Drentsche Diep en Zuidlaardermeer naar Zuidlaren,,6.083,Vaarweg naar Meerwijck met jachthavens,NBV,,,35162,,,POINT (53.1404 6.692999999999984)
aansluiting.1105,152a,Afgesneden Maas en havengebied te Roermond,,2.86,Ooldergreend (verboden invaart),NBV,,,35248,,,POINT (51.18890000099998 5.937299999999993)
aansluiting.1106,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,,8.325,Slotervaer,GEB,,,35274,,,POINT (52.89620000100001 5.6480999999999995)
aansluiting.1107,231e,Gelderse Diep,,1.556,Aansluiting naar woonwijk,NBV,,,35299,,,POINT (52.50050000099998 5.502500000999987)
aansluiting.1108,050,Johan Frisokanaal,,4.473,De Fenke,NBV,,,35367,,,POINT (52.88580000000002 5.407200000999978)
aansluiting.1109,232,Hoge Vaart,,50.766,Spieringtocht,NBV,,,35392,,,POINT (52.486099998999975 5.752099998000006)
aansluiting.1110,005,Aduarderdiep (bezuiden het Van Starkenborghkanaal),,0.7,Toevoerkanaal gemaal Nijlandsterpolder,NVW,,,35403,,,POINT (53.253600000999995 6.481499999999983)
aansluiting.1111,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,14.659,"Afwateringskanaal van Duurswold (voortz., brug over invaart)",NBV,,,35471,,,POINT (53.27389999899998 6.835499997999989)
aansluiting.1112,215,Wijde Aa en Does,,4.605,Verbinding naar de Voorwetering,NBV,,,35476,,,POINT (52.16460000000001 4.572400000000016)
aansluiting.1113,059,Houkesloot,,1.508,Doorsteek naar It Ges (met jachthavens),NBV,,,35477,,,POINT (53.02299999799999 5.703200001000027)
aansluiting.1114,022,Van Harinxmakanaal,,9.5,"Franeker, stadsgracht",NBV,,,35495,,,POINT (53.18439999999998 5.548400000000015)
aansluiting.1115,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,44.033,"Maas, afgesneden bocht bij Linne",NVW,,,35592,,,POINT (51.16609999899998 5.907099999000025)
aansluiting.1116,105,Linge,,7.323,Uitwateringsgeul Spijksche Waard,NVW,,,35597,,,POINT (51.85880000100002 5.040399997999998)
aansluiting.1117,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,122.771,Niers (onbevaarbaar),NVW,,,35619,,,POINT (51.713599998999996 5.946699998999975)
aansluiting.1118,086a,Overijsselsche Vecht,,12.482,Stuwkanaal stuw Vilsteren (benedenstrooms),NVW,,,35624,,,POINT (52.521799999999985 6.33419999900002)
aansluiting.1119,094,Lemster- en Zwolsevaart,,11.725,Klutentocht,NVW,,,35653,,,POINT (52.745200001 5.767700002000026)
aansluiting.1120,109,Vaarweg Spijkerboor-Werkendam,,8.327,Vaarweg om eiland ten NW van Polder Krijntjesweide,NBV,,,35659,,,POINT (51.778700001999994 4.871899999999982)
aansluiting.1121,075,Drentsche Hoofdvaart,,14.531,Beilervaart (vaste brug over invaart),NBV,,,35694,,,POINT (52.90390000100001 6.39609999999999)
aansluiting.1122,060,Lemmer - Delfzijl,,102.6,Nieuweweg naar Oosterwijmerts (met ligplaatsen),NBV,,,35714,,,POINT (52.98200000100002 5.687399997999989)
aansluiting.1123,212a,Westelijk Marktkanaal,,0.639,De Rijpgracht,NBV,,,35758,,,POINT (52.37779999899999 4.863600001000009)
aansluiting.1124,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,28.094,Ontzanding te Heteren,NVW,,,35811,,,POINT (51.96640000100001 5.756299999000021)
aansluiting.1125,022,Van Harinxmakanaal,,2.1,Nieuwe Trekvaart,NBV,,,35932,,,POINT (53.17790000100001 5.442600001000017)
aansluiting.1126,011d,Zijtak door Appingedam,,0.462,Groote Heekt (brug over invaart),NBV,,,35948,,,POINT (53.32160000099998 6.853500000999986)
aansluiting.1127,130,Kanaal van Gent naar Terneuzen met de Zijkanalen en havens,,0.326,"Handelsdok (vaste brug over invaart (H=4,2 m.)",NBV,,,35964,,,POINT (51.07739999900002 3.73660000000001)
aansluiting.1128,014,Termunterzijldiep,,18.786,Uitwateringskanaal gemaal Cremer,NVW,,,35999,,,POINT (53.302599999999984 7.036400001000004)
aansluiting.1129,149,Krammer - Zijpe,,0.3,Slaak,NBV,,,36079,,,POINT (51.66189999900001 4.1240999999999985)
aansluiting.1130,121a,Oude Zuid-Willemsvaart,,0.866,Uitwateringskanaal Gemaal,NVW,,,36096,,,POINT (51.448100001 5.683800001000009)
aansluiting.1131,110a2,Dode Kikvorskil en Zoetemelkskil,,2.793,"Sliedrechtse Biesbosch, zijarm Zoetemelkskil",NBV,,,36097,,,POINT (51.80649999899998 4.819899998999972)
aansluiting.1132,003c,Hoendiep,,4.985,Lettelberterdiep (brug over invaart),NBV,,,36143,,,POINT (53.21339999899999 6.410500001000003)
aansluiting.1133,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,119.368,"Balkengaten, Krimpen aan de Lek",NBV,,,36175,,,POINT (51.890600000000006 4.633400000999984)
aansluiting.1134,050,Johan Frisokanaal,,1.02,Stroomkanaal J.L. Hooglandgemaal,NVW,,,36197,,,POINT (52.87680000099999 5.359999999000024)
aansluiting.1239,225,Amsterdam-Rijnkanaal,,41.709,Uitwateringsgemaal,NVW,,,39245,,,POINT (52.050900001 5.104899998999997)
aansluiting.1135,019,Vaarweg Veendam-Stadskanaal-Ter Apel,,16.3,Drouwenermond,NVW,,,36267,,,POINT (52.990699999000014 6.946699998999975)
aansluiting.1136,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,6.116,Westerwoldsche Aa (voortzetting),NBV,,,36297,,,POINT (53.10069999799998 7.104300000000023)
aansluiting.1137,006b,Nieuwe Robbengat,,1.956,"Nieuwe Robbengat (voortzetting, verboden toegang)",GEB,,,36370,,,POINT (53.395100001 6.216400001000011)
aansluiting.1138,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,94.777,Uitwateringskanaal gemaal Antlia,NVW,,,36434,,,POINT (52.50959999899999 6.027899998999999)
aansluiting.1139,150n,Stuwkanaal Belfeld,,1.8,Aalsbeek,NVW,,,36441,,,POINT (51.327 6.117800000999978)
aansluiting.1140,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,7.907,Aansluiting naar woonwijk (sluisje bij invaart) ,GEB,,,36453,,,POINT (53.24720000100001 6.521499999000014)
aansluiting.1141,234b,Haven Westoever te Den Helder,,0.529,Buitenliniegracht,NBV,,,36455,,,POINT (52.94839999800001 4.775899998999989)
aansluiting.1142,135,Zandkreek en Veerse Meer,,12.044,"Middelplaten, (verboden invaart)",GEB,,,36459,,,POINT (51.553300001000025 3.7703000010000096)
aansluiting.1143,253,Havens van Hoorn,,1.58,Turfhaven,NBV,,,36467,,,POINT (52.64150000000001 5.064900000000023)
aansluiting.1144,227e,Naardertrekvaart,,7.351,Vestinggracht,NBV,,,36480,,,POINT (52.29850000099998 5.156800002000011)
aansluiting.1145,206,Oude Rijn,,25.32,Uitwatering Polder Weijland,NVW,,,36503,,,POINT (52.08439999799998 4.786999999999978)
aansluiting.1146,056a,Heeger Var,,1.1,Vaart door Heeg (Zie: bijzonderheden algemeen; jachthaven),NBV,,,36522,,,POINT (52.96860000100003 5.612300000999994)
aansluiting.1147,202,Vaarweg Noordzeekanaal-Spaarne-Kagerplassen,,9.543,Zomervaart,NBV,,,36523,,,POINT (52.37620000200002 4.641800000999979)
aansluiting.1148,234,Noordhollandsch Kanaal,,10.795,Dorre Ilp,NBV,,,36561,,,POINT (52.46310000099999 4.949099998999998)
aansluiting.1149,109,Vaarweg Spijkerboor-Werkendam,,2.593,Verbinding naar Gat van de Zuiderklip,NBV,,,36594,,,POINT (51.733899999000016 4.847100001000001)
aansluiting.1150,027,Vaarweg van de Slenk (Lauwersmeer) naar Leeuwarden,,10.74,Oud-Dokkumerdiep naar de Dellen,NBV,,,36702,,,POINT (53.319200002 6.123199999000008)
aansluiting.1151,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,5.173,Balgerij,GEB,,,36720,,,POINT (52.217300002 4.572799998999983)
aansluiting.1152,034a,Folkertssloot,,1.692,Djippegat,NBV,,,36728,,,POINT (53.121800001999986 5.911499999)
aansluiting.1153,201k,Leidse Trekvliet of Leidsche Vliet te Leiden,,1.173,"Leiden, aansluiting",NBV,,,36729,,,POINT (52.150400002000026 4.484000001000027)
aansluiting.1154,150c,Maas van Wessem naar Ohe en Laak,,4.6,Recreatiegebied Plas van Kessenich,NBV,,,36750,,,POINT (51.14380000199998 5.854300000000023)
aansluiting.1155,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,12.607,Recreatiecentrum De Kluft,GEB,,,36827,,,POINT (52.8048 5.9243000000000166)
aansluiting.1156,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,34.243,Uitwateringskanaal gemaal Baakse Beek,NVW,,,36835,,,POINT (52.09789999899999 6.217999997999982)
aansluiting.1157,086a,Overijsselsche Vecht,,32.205,Zijlkolk,GEB,,,36849,,,POINT (52.555500000999984 6.117600001000028)
aansluiting.1158,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,52.979,Zijtak van Stieltjeskanaal,NBV,,,36867,,,POINT (52.71519999999998 6.86239999899999)
aansluiting.1159,135,Zandkreek en Veerse Meer,,13.817,"Middelplaten, (verboden invaart)",GEB,,,36876,,,POINT (51.548599998999975 3.7466999999999757)
aansluiting.1160,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,124.53,Uitwateringskanaal van Zuiveringsinstallatie,NVW,,,36925,,,POINT (51.874600000999976 4.631000001000018)
aansluiting.1161,092,Vaarweg Blauwe Hand-Blokzijl,,10.013,Stadsgracht te Blokzijl (zie: bijz. algemeen),NBV,,,36993,,,POINT (52.72679999799999 5.962299998999981)
aansluiting.1162,238,Trekvaart van Het Schouw naar Monnickendam,,7.809,"Monnickendam, aansluiting",NBV,,,37022,,,POINT (52.46249999899999 5.031399998999973)
aansluiting.1163,231,Lage Vaart,,11.168,Kottertocht,NBV,,,37058,,,POINT (52.41010000199998 5.357799999000008)
aansluiting.1164,009,Boterdiep,,14.348,Westerwijtwerdermaar,NBV,,,37096,,,POINT (53.33839999899999 6.627500000999987)
aansluiting.1165,004b1,Leeksterhoofddiep,,1.333,Lettelberterdiep,NBV,,,37142,,,POINT (53.180199999000024 6.42130000100002)
aansluiting.1166,225,Amsterdam-Rijnkanaal,,65.357,Uitwateringskanaal gemaal Mauriksche Wetering,NVW,,,37178,,,POINT (51.940999999999974 5.388799999000014)
aansluiting.1167,017,"Westerwoldsche Aa, Veendiep, B.L.Tijdenskanaal en Ruiten Aa Kanaal",,15.422,Mussel Aa Kanaal (doodlopend),NBV,,,37208,,,POINT (53.053499999999985 7.127500000999987)
aansluiting.1168,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,45.545,Voormalige haven te Druten,NVW,,,37224,,,POINT (51.899099998 5.602499998999974)
aansluiting.1169,126,Mark en Dintel,,17.605,Laaksche Vaart,NBV,,,37237,,,POINT (51.62520000000001 4.600999999999999)
aansluiting.1170,212c,Vaarweg van de Schinkel (Nieuwe Meer) naar de Amstel,,2.93,Noorder Amstelkanaal,NBV,,,37272,,,POINT (52.34840000000003 4.886100001999978)
aansluiting.1171,084d,"Ganzendiep, Goot en Scheepvaartgat",,7.686,Uitwateringskanaal gemaal Nieuw Lutterzijl,NVW,,,37287,,,POINT (52.59279999900002 5.9690000009999835)
aansluiting.1172,141d,Grevelingen,,2.2,Vaarweg benoorden Stampersplaat,NBV,,,37301,,,POINT (51.75310000000002 3.970300000000009)
aansluiting.1173,113,Spui en Beningen,,9.828,Uitwateringsgeul gemaal De Biersum,NVW,,,37316,,,POINT (51.809300001999986 4.307200000000023)
aansluiting.1174,201l2,Laakhaven,,1.9,Laakkanaal,NBV,,,37320,,,POINT (52.058100000000024 4.311099999000021)
aansluiting.1175,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,5.358,Westerveldse Kolk (met trailerhelling),NBV,,,37362,,,POINT (52.54529999900001 6.078600000999984)
aansluiting.1176,092,Vaarweg Blauwe Hand-Blokzijl,,5.207,Cornelisgracht,NBV,,,37371,,,POINT (52.71950000200002 6.016899998999975)
aansluiting.1177,135,Zandkreek en Veerse Meer,,16.527,Vaargeul naar Schenge,NBV,,,37400,,,POINT (51.53290000200002 3.7169999999999845)
aansluiting.1178,226a,Vaartsche Rijn en Oude Gracht,,4.098,Stadsbuitengracht (beweegbare brug over invaart),NBV,,,37405,,,POINT (52.09640000000002 5.115899999000021)
aansluiting.1179,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,92.579,Uitwateringskanaal gemaal Katerveer,NVW,,,37423,,,POINT (52.499400001000026 6.055300000999978)
aansluiting.1180,220c,"Oosterdok, Oude Schans-Zwanenburgwal-Amstel",,0.529,Rapenburgwal,NBV,,,37489,,,POINT (52.372099999 4.906399998999973)
aansluiting.1181,206a,"Ziende, Ziendevaart en Nieuwkoopse Plassen",,11.193,Vlietsloot,GEB,,,37490,,,POINT (52.15060000099999 4.829700000999992)
aansluiting.1182,022,Van Harinxmakanaal,,8.2,Binnenhaven Frisia,GEB,,,37553,,,POINT (53.1798 5.530599999999993)
aansluiting.1183,011,Damsterdiep,,6.995,Lustige Maar,NVW,,,37572,,,POINT (53.283199998999976 6.711900000000014)
aansluiting.1184,666,Wolwevershaven,,0.488,Nieuwe haven,NVW,,,37580,,,POINT (51.81769999900001 4.665199998999981)
aansluiting.1185,030,Vaarweg vanuit het Bergumermeer naar Dokkumer Nieuwe Zijlen,,16.969,Oud Dokkumerdiep,NBV,,,37643,,,POINT (53.30050000199998 6.135000002000027)
aansluiting.1186,241,Beemsterringvaart,,19.215,Korsloot,NBV,,,37675,,,POINT (52.586900000000014 4.978399998999976)
aansluiting.1187,201h,Ade of Poel,,0.765,Boerenbuurt,NBV,,,37677,,,POINT (52.211599998 4.590399998999999)
aansluiting.1188,057,Vaarweg Sneek-IJlst,,1.927,Oude afgedamde vaarweg,NVW,,,37689,,,POINT (53.027300000000025 5.644699998000021)
aansluiting.1189,029,"Ouddeel, Groote Wielen, Rijperkerkstervaart",,2.611,Kurkemeer,NBV,,,37752,,,POINT (53.20410000200002 5.857599999999991)
aansluiting.1190,212b3,Vaarweg van het Westerdok naar de Amstel,,1.008,Bloemgracht,NBV,,,37791,,,POINT (52.37520000000001 4.88349999899998)
aansluiting.1191,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuidelijk gedeelte)",,6.104,Woltersumer-Ae (brug over invaart),NBV,,,37800,,,POINT (53.2346 6.740099999999984)
aansluiting.1192,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,101,Afgesneden bocht Neeroeteren- Berg (met jachthaven),NBV,,,37817,,,POINT (51.08599999900002 5.692899997999973)
aansluiting.1193,227,Vecht,,23.769,Nesservaart (z.mond),NBV,,,37876,,,POINT (52.243600000000015 5.045299999000008)
aansluiting.1194,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,165.517,Oude rivierarm te Lithoijen (zie bijzonderheid Algemeen),NBV,,,37904,,,POINT (51.81080000100002 5.4655999990000055)
aansluiting.1195,095,Urkervaart,,11.078,Zuidervaart,NBV,,,37926,,,POINT (52.70149999900002 5.7391999999999825)
aansluiting.1196,226,Merwedekanaal (benoorden de Lek),,1.6,Leidsche Rijn (1),NBV,,,37936,,,POINT (52.087200000999985 5.094500002000018)
aansluiting.1197,227a1,"'s-Gravelandsevaart, Drecht en Loosdrechtse Plassen",,8.263,"Recreatiecentrum Mijnden, insteekhaven",NVW,,,37954,,,POINT (52.201299999000014 5.026799998999991)
aansluiting.1198,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",,33.265,Kanaal Veendam-Musselkanaal,NBV,,,37965,,,POINT (53.027499999999975 6.922400001000028)
aansluiting.1199,228,Eem en havens van Amersfoort,,8.255,Afgesneden riviergedeelte (onbevaarbaar),NBV,,,37967,,,POINT (52.20400000000001 5.312399997999989)
aansluiting.1200,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,,9.17,Lokkenvaart,NBV,,,37973,,,POINT (52.77899999900001 5.948600001999978)
aansluiting.1201,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,58.302,Eiland van Maurik,NVW,,,37980,,,POINT (51.97089999899998 5.3618000000000166)
aansluiting.1202,221,Weespertrekvaart,,7.937,Gemaal Gaaspermolen,NVW,,,38016,,,POINT (52.31049999999999 5.002700000999994)
