FID,soort_gebied,gebied_oms,uitleg_apv,geometrie
O10002_Hondenuitlaatkaart.26,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177716.756 503481.419, 177692.713 503484.048, 177690.112 503458.785, 177714.105 503456.348, 177716.756 503481.419)))"
O10002_Hondenuitlaatkaart.27,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177947.985 503334.94, 177935.717 503349.175, 177934.28 503348.287, 177932.456 503347.727, 177879.598 503338.214, 177881.958 503308.669, 177882.285 503307.846, 177882.739 503306.874, 177883.818 503305.039, 177885.203 503303.257, 177886.938 503301.568, 177888.369 503300.484, 177890.565 503299.225, 177892.762 503298.357, 177892.648 503307.228, 177938.398 503308.355, 177949.343 503319.715, 177947.985 503334.94)))"
O10002_Hondenuitlaatkaart.29,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178455.999 503866.138, 178454.457 503852.001, 178462.616 503851.181, 178465.4 503865.747, 178460.136 503869.411, 178455.999 503866.138)))"
O10002_Hondenuitlaatkaart.30,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177977.911 503715.784, 177965.728 503717.179, 177964.876 503708.791, 177936.307 503711.418, 177935.587 503708.343, 177839.435 503717.722, 177837.796 503701.668, 177864.164 503629.551, 177893.836 503651.679, 177933.678 503672.288, 177937.055 503666.749, 177934.013 503632.828, 177948.496 503631.328, 177953.73 503632.978, 177951.459 503639.859, 177952.213 503648.731, 177949.333 503648.854, 177950.123 503656.021, 177945.482 503656.458, 177946.856 503671.055, 177955.46 503670.245, 177955.93 503675.242, 177968.142 503674.092, 177967.915 503671.675, 177980.763 503670.465, 177980.962 503672.579, 177987.583 503672.216, 177987.898 503675.559, 177994.036 503677.839, 177996.307 503700.264, 177994.067 503707.302, 177994.757 503714.142, 177977.911 503715.784)))"
O10002_Hondenuitlaatkaart.31,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176773.573 504770.821, 176768.401 504775.328, 176763.361 504776.985, 176756.531 504776.521, 176750.43 504772.942, 176747.247 504767.839, 176747.331 504767.803, 176746.186 504764.326, 176746.243 504760.54, 176747.645 504755.312, 176751.557 504750.209, 176758.056 504747.094, 176764.554 504747.094, 176771.119 504750.54, 176775.297 504756.24, 176776.225 504763.73, 176773.573 504770.821)))"
O10002_Hondenuitlaatkaart.32,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176525.828 504842.944, 176481.973 504883.576, 176462.233 504904.392, 176460.246 504898.174, 176454.397 504892.812, 176444.223 504889.374, 176452.986 504868.492, 176465.922 504848.993, 176479.581 504833.052, 176493.157 504820.437, 176502.959 504813.637, 176508.14 504811.342, 176516.285 504807.501, 176521.956 504810.017, 176528.464 504816.778, 176540.278 504829.665, 176525.828 504842.944)))"
O10002_Hondenuitlaatkaart.33,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176591.706 504925.577, 176622.108 504932.081, 176624.539 504932.535, 176626.557 504942.773, 176613.049 504955.223, 176589.071 504929.33, 176588.181 504928.01, 176591.706 504925.577)))"
O10002_Hondenuitlaatkaart.34,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175524.777 505325.034, 175527.441 505325.487, 175547.618 505327.671, 175549.239 505330.555, 175528.502 505337.023, 175524.777 505325.034)))"
O10002_Hondenuitlaatkaart.35,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175818.15 505337.952, 175843.185 505335.394, 175861.861 505333.695, 175864.034 505348.514, 175864.228 505349.838, 175868.302 505352.599, 175874.216 505354.758, 175880.663 505354.395, 175886.168 505353.809, 175891.12 505353.577, 175898.888 505357.191, 175931.658 505400.455, 175930.661 505403.193, 175901.799 505429.578, 175889.364 505430.843, 175889.188 505414.126, 175887.593 505398.712, 175885.67 505390.189, 175882.396 505380.1, 175880.011 505374.54, 175877.589 505371.467, 175874.54 505369.224, 175870.707 505367.803, 175868.201 505367.495, 175865.328 505367.69, 175814.093 505372.873, 175809.058 505369.409, 175782.349 505372.162, 175766.553 505228.353, 175773.816 505227.625, 175771.144 505195.692, 175806.598 505195.901, 175814.392 505199.117, 175821.141 505204.974, 175866.77 505280.525, 175876.536 505296.614, 175871.908 505307.192, 175861.587 505331.822, 175861.861 505333.694, 175843.185 505335.393, 175840.688 505311.371, 175839.544 505311.49, 175839.325 505308.841, 175844.632 505308.288, 175841.414 505276.714, 175833.177 505277.561, 175832.907 505274.918, 175834.051 505274.801, 175830.507 505240.265, 175805.479 505242.813, 175809.017 505277.387, 175810.181 505277.268, 175810.427 505279.899, 175805.144 505280.445, 175808.384 505312.012, 175816.581 505311.171, 175816.854 505313.827, 175815.66 505313.95, 175818.15 505337.952)))"
O10002_Hondenuitlaatkaart.36,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175324.983 506006.376, 175324.781 506005.948, 175327.634 506004.513, 175327.935 506005.122, 175334.323 506018.068, 175333.937 506019.737, 175311.839 506031.041, 175309.177 506030.472, 175302.843 506017.585, 175302.521 506016.931, 175305.384 506015.575, 175305.574 506015.995, 175324.983 506006.376)))"
O10002_Hondenuitlaatkaart.37,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((178241.311 504457.69, 178290.809 504447.245, 178301.978 504445.332, 178301.138 504449.168, 178298.895 504453.867, 178295.328 504457.905, 178291.681 504460.35, 178288.181 504461.735, 178262.233 504469.029, 178238.356 504474.788, 178200.539 504483.031, 178079.757 504508.955, 178036.803 504518.196, 177966.627 504533.021, 177916.843 504543.685, 177877.02 504552.249, 177629.261 504605.136, 177614.565 504608.24, 177608.529 504604.02, 177606.319 504593.719, 177642.453 504585.93, 177663.089 504584.608, 177709.166 504572.293, 177838.327 504544.234, 177848.725 504544.752, 177887.005 504535.041, 177903.25 504529.29, 178048.448 504498.846, 178066.157 504497.147, 178089.031 504491.13, 178122.365 504484.045, 178134.82 504481.678, 178172.659 504475.173, 178181.45 504470.453, 178190.741 504468.59, 178231.774 504462.897, 178241.311 504457.69)))"
O10002_Hondenuitlaatkaart.38,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177598.809 504723.2, 177599.487 504722.619, 177601.363 504721.41, 177603.823 504720.618, 177605.782 504720.451, 177607.741 504720.618, 177610.034 504721.202, 177611.66 504722.077, 177613.161 504723.244, 177614.882 504725.328, 177615.402 504726.753, 177615.746 504727.705, 177616.178 504728.619, 177623.539 504784.99, 177631.724 504847.965, 177638.829 504902.58, 177641.228 504921.209, 177648.641 504977.657, 177649.139 504981.3, 177649.148 504982.29, 177649.057 504984.075, 177648.742 504985.35, 177647.717 504987.739, 177646.197 504989.571, 177644.321 504990.912, 177641.863 504991.85, 177640.309 504992.1, 177637.887 504992.341, 177635.608 504992.029, 177633.463 504991.224, 177631.452 504989.66, 177630.112 504988.141, 177629.04 504986.175, 177628.559 504984.64, 177628.409 504983.67, 177625.159 504958.93, 177622.979 504941.89, 177618.929 504910.42, 177615.529 504884.17, 177608.869 504832.67, 177599.896 504764.651, 177595.639 504731.46, 177595.61 504730.332, 177595.735 504728.914, 177596.36 504726.663, 177597.027 504725.329, 177598.809 504723.2)))"
O10002_Hondenuitlaatkaart.60,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172332.138 508427.329, 172423.437 508365.007, 172423.858 508365.01, 172428.481 508371.476, 172430.465 508375.02, 172425.42 508381.624, 172411.758 508397.188, 172396.921 508410.972, 172383.383 508421.414, 172375.015 508427.038, 172359.653 508435.669, 172345.219 508442.628, 172332.798 508447.396, 172315.128 508452.651, 172312.505 508449.407, 172332.138 508427.329)))"
O10002_Hondenuitlaatkaart.39,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177662.184 505073.131, 177662.621 505076.402, 177662.507 505078.726, 177661.577 505082.476, 177659.78 505085.86, 177658.364 505087.967, 177657.001 505090.115, 177655.759 505092.008, 177654.822 505093.105, 177653.086 505094.615, 177651.656 505095.462, 177649.306 505096.397, 177645.395 505097.304, 177645.454 505092.196, 177646.309 505090.453, 177646.955 505087.972, 177646.62 505084.678, 177644.589 505083.168, 177644.374 505077.609, 177644.065 505076.57, 177633.838 505024.325, 177633.029 505019.49, 177632.459 505015.46, 177632.34 505013.801, 177632.588 505012.089, 177633.168 505010.129, 177634.465 505008.004, 177635.763 505006.678, 177637.364 505005.491, 177639.434 505004.636, 177641.569 505004.26, 177643.879 505004.166, 177646.032 505004.608, 177648.13 505005.464, 177649.704 505006.651, 177650.753 505007.7, 177651.71 505008.984, 177652.437 505010.378, 177652.729 505011.72, 177653.479 505015.64, 177654.139 505019.09, 177654.919 505023, 177658.551 505041.843, 177660.099 505058.493, 177660.299 505061.018, 177660.569 505063.629, 177660.931 505066.167, 177661.265 505068.094, 177662.184 505073.131)))"
O10002_Hondenuitlaatkaart.40,Losloopgebied,Honden mogen loslopen. Uitwerpselen mogen blijven liggen m.u.v. op verhardingen.,Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((175384.429 505880.594, 175381.442 505882.164, 175342.74 505806.176, 175347.458 505803.896, 175348.36 505804.149, 175349.786 505806.998, 175351.837 505806.002, 175385.963 505874.123, 175385.482 505874.351, 175384.541 505874.867, 175385.547 505876.817, 175385.458 505879.602, 175384.429 505880.594)))"
O10002_Hondenuitlaatkaart.41,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172273.689 509544.34, 172272.099 509547.223, 172270.982 509550.641, 172270.603 509553.216, 172270.607 509556.027, 172271.128 509559.168, 172271.999 509561.75, 172272.409 509563.03, 172269.297 509563.95, 172267.501 509563.75, 172245.449 509557, 172240.566 509554.573, 172237.84 509552.35, 172235.465 509549.698, 172233.45 509547.256, 172232.822 509544.64, 172226.519 509529.41, 172225.795 509525.96, 172226.523 509522.683, 172227.688 509520.704, 172230.229 509516.75, 172234.159 509519.309, 172234.518 509519.22, 172238.424 509513.079, 172241.142 509508.605, 172258.242 509519.458, 172280.479 509533.56, 172273.689 509544.34)))"
O10002_Hondenuitlaatkaart.42,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172048.344 509604.082, 172055.309 509577.12, 172078.966 509592.043, 172079.507 509599.01, 172079.9 509600.773, 172078.717 509603.026, 172076.138 509604.433, 172072.494 509604.44, 172066.304 509604.782, 172052.609 509604.88, 172048.344 509604.082)))"
O10002_Hondenuitlaatkaart.43,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172206.972 509258.276, 172202.179 509250.064, 172215.449 509241.59, 172219.718 509245.013, 172220.862 509246.38, 172220.981 509248.206, 172219.796 509249.843, 172216.941 509251.753, 172206.972 509258.276)))"
O10002_Hondenuitlaatkaart.44,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((171911.362 509036.028, 171907.977 509034.143, 171925.361 509006.786, 171938.859 509015.017, 171923.245 509041.186, 171922.293 509042.95, 171911.362 509036.028)))"
O10002_Hondenuitlaatkaart.45,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((172315.293 508028.358, 172316.385 508029.973, 172316.871 508030.873, 172317.295 508031.804, 172317.654 508032.762, 172317.947 508033.742, 172318.173 508034.74, 172318.33 508035.751, 172318.418 508036.77, 172318.437 508037.793, 172318.386 508038.814, 172318.265 508039.83, 172267.009 508029.781, 172197.003 508016.292, 172194.792 508016.026, 172192.82 508015.979, 172192.628 508016.024, 172192.775 508014.962, 172192.998 508013.914, 172193.295 508012.884, 172193.665 508011.878, 172194.106 508010.901, 172194.615 508009.957, 172195.19 508009.053, 172195.828 508008.192, 172196.527 508007.378, 172197.281 508006.617, 172198.088 508005.911, 172198.943 508005.265, 172199.318 508005.01, 172268.008 507958.385, 172305.452 507969.227, 172323.213 507975.903, 172315.293 508028.358)))"
O10002_Hondenuitlaatkaart.46,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((176561.191 503199.191, 176606.441 503182.215, 176609.056 503183.522, 176612.909 503193.59, 176612.549 503196.393, 176577.743 503210.399, 176561.191 503199.191)))"
O10002_Hondenuitlaatkaart.47,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177249.168 503127.907, 177239.882 503121.581, 177233.454 503108.622, 177237.119 503098.92, 177258.269 503117.44, 177249.168 503127.907)))"
O10002_Hondenuitlaatkaart.48,Kinderspeelplaats,"Honden, m.u.v. geleidehonden, zijn verboden op kinderspeelplaats / schoolplein / speelveld en in aangewezen gebied.",Uitwerking van artikel 2:57 APV Loslopende honden en verboden plaatsen en artikel 2:58 APV Verontreiniging door honden.,"MULTIPOLYGON (((177326.125 503561.93, 177326.299 503560.321, 177327.833 503557.521, 177331.64 503554.783, 177336.336 503553.005, 177342.384 503552.08, 177348.646 503552.4, 177354.019 503553.929, 177357.932 503556.632, 177359.711 503559.69, 177359.605 503562.393, 177357.683 503565.38, 177353.876 503568.011, 177350.141 503569.469, 177345.373 503570.358, 177340.428 503570.5, 177335.233 503569.825, 177330.537 503568.047, 177327.761 503565.877, 177326.232 503563.388, 177326.125 503561.93)))"
