OBJECTID,PUIC,POSITIONELE_NAUWKEURIGHEID_MM,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,SUBTYPE,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,STATUS,Shape__Length
885,aec6a482f7f4446789cf5c15f99d87d3,283,0,2023/01/30 15:02:19+00,,8.876,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,37.643244,"37,643244",37.652052,"37,652052",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Moordrecht Aansl. - Rotterdam Kleiweg,81,BASIS,104044.921,445132.464,104040.177,445124.962,51.99224017,4.64531579,51.99217231,4.64524784,Prorail,L0004,bestaand,Actueel,8.87612190092047
886,afe1b776e8893562e0530b29a8c0f552,283,0,2020/10/09 10:12:03+00,spijlen / staaf hekwerk,14.797,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,4.361256,"4,361256",4.37156,"4,371560",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,131925.363,456917.902,131915.731,456929.135,52.10002594,5.05043854,52.1001265,5.05029721,Prorail,L0004,bestaand,Actueel,14.7971521922294
887,f85712687dac4bec96b6979e9b582292,283,0,2022/11/30 17:35:49+00,,6.102,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.153227,"53,153227",53.153397,"53,153397",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90724.101,439109.138,90728.957,439105.444,51.93672479,4.45251971,51.93669215,4.45259101,Prorail,L0004,bestaand,Actueel,6.10162659825176
888,a23593dd9b644e5caa51486fdd1b5e1c,283,0,2020/12/01 19:07:15+00,,8.527,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.619685,"15,619685",15.620022,"15,620022",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121233.168,455403.466,121237.278,455395.995,52.08586559,4.89454499,52.0857987,4.89460569,Prorail,L0004,bestaand,Actueel,8.52689516315431
889,a06cd55ff015493ba1e93f97b3f99c0b,283,0,2020/12/01 19:07:15+00,,2.229,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.181246,"17,181246",17.179096,"17,179096",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120205.311,454257.81,120206.44,454259.732,52.07550509,4.87966593,52.07552244,4.8796822,Prorail,L0004,bestaand,Actueel,2.22906370478728
890,170ade26694932d73e050210a7e24429,283,0,2017/06/12 14:15:17+00,,1.283,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.844524,"45,844524",45.844525,"45,844525",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97804.858,440724.807,97804.996,440723.531,51.95201894,4.55520622,51.95200748,4.55520844,Rotterdam,G0599,bestaand,Actueel,1.28344068837242
891,37acc3120b1937c8e053293c320a4c37,283,0,2016/07/15 15:33:47+00,,1.398,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,134,,134,134__,Gouda - Moordrecht Aansl.,34.176971,"34,176971",34.177116,"34,177116",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda - Moordrecht Aansl.,81,BASIS,106178.368,447818.671,106177.669,447819.882,52.01657438,4.67599277,52.01658521,4.67598242,Gouda,G0513,bestaand,Actueel,1.39825677184128
892,6a26a543a1f0472c8c42831a42b01cab,283,1,2022/11/30 17:11:11+00,draadmat,5.04,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.283008,"53,283008",53.277951,"53,277951",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90646.916,439005.125,90649.053,439009.69,51.93578107,4.45141693,51.93582234,4.45144714,Prorail,L0004,bestaand,Actueel,5.04043589384886
893,675777235d6f4fc498a7d1c30f0da9f2,283,0,2022/06/14 12:48:54+00,,299.453,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,9.52431,"9,524310",9.800826,"9,800826",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,126807.05,457539.825,126531.879,457580.09,52.10537866,4.97568912,52.10572646,4.97166936,Prorail,L0004,bestaand,Actueel,299.452916378223
894,02e9aecb198d4ca9b0f2f3e63c35e7e0,283,1,2022/11/30 17:09:20+00,spijlen / staaf hekwerk,12.704,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.1,"54,100000",54.112687,"54,112687",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90463.271,438211.759,90460.683,438199.321,51.9286296,4.44889574,51.92851752,4.44886045,Prorail,L0004,bestaand,Actueel,12.7043924687488
895,170ade2770cba2d73e050210a7e24429,283,0,2017/07/30 14:25:16+00,,16.659,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,114,a,114,114_a,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,53.961865,"53,961865",53.95827,"53,958270",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Kleiweg - Rotterdam Westelijke,3,BASIS,90519.467,438340.147,90534.221,438340.715,51.92978998,4.4496886,51.92979679,4.44990298,Rotterdam,G0599,bestaand,Actueel,16.6591599607508
896,1cb5ea97f4014c2483defdd2ce4da7b9,283,0,2021/02/03 10:11:00+00,spijlen / staaf hekwerk,14.855,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.836355,"1,836355",1.824166,"1,824166",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134450.768,456747.98,134463.962,456754.806,52.09859819,5.08730551,52.09866003,5.08749765,Prorail,L0004,bestaand,Actueel,14.8551644948439
897,1b79464bb0c44bd4bc2c7e07cba5a395,283,0,2023/02/01 15:17:45+00,,2.571,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,48.169633,"48,169633",48.167068,"48,167068",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,95521.397,440295.296,95523.923,440295.775,51.94791909,4.52206749,51.94792367,4.52210414,Prorail,L0004,bestaand,Actueel,2.57101478019867
898,37acc312100837c8e053293c320a4c37,283,0,2016/07/15 15:33:47+00,,0.373,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,32.972566,"32,972566",32.972193,"32,972193",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Gouda,81,BASIS,107395.262,447963.334,107395.634,447963.303,52.01798031,4.69369853,52.01798006,4.69370395,Gouda,G0513,bestaand,Actueel,0.373289431942561
899,d76fc51bae233518e0530b29a8c0c3f9,283,1,2022/02/17 16:35:16+00,spijlen / staaf hekwerk,67.493,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,10.810957,"10,810957",10.874359,"10,874359",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125524.016,457590.951,125468.949,457551.939,52.10577132,4.95695757,52.10541775,4.95615719,Prorail,L0004,bestaand,Actueel,67.4934469882437
900,d76fc51baeab3518e0530b29a8c0c3f9,283,1,2022/02/17 16:35:14+00,spijlen / staaf hekwerk,3.84,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.088531,"17,088531",17.08864,"17,088640",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120258.906,454337.126,120255.523,454338.942,52.07622133,4.8804396,52.07623744,4.88039007,Prorail,L0004,bestaand,Actueel,3.83960219293614
901,781246b2a5244c12a36c5d035e2ae2c0,283,0,2020/12/01 19:07:15+00,,5.561,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.678249,"11,678249",11.683869,"11,683869",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124752.421,457189.034,124747.586,457186.286,52.10211734,4.94573098,52.10209238,4.94566066,Prorail,L0004,bestaand,Actueel,5.5613604386508
902,37fb38034e4b40268f3fe952e64b662c,283,0,2015/05/08 00:00:00+00,,17.558,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.892026,"1,892026",1.890853,"1,890853",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134379.368,456632.537,134382.826,456649.751,52.09755795,5.08627048,52.09771279,5.08631991,Utrecht,G0344,bestaand,Actueel,17.5578916729771
903,c65a4161d3e54419859b750a1242038d,283,0,2022/08/31 12:59:40+00,spijlen / staaf hekwerk,2.311,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.002218,"1,002218",1.000004,"1,000004",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,135266.283,456482.842,135268.501,456482.195,52.09624482,5.09922242,52.09623908,5.09925483,Prorail,L0004,bestaand,Actueel,2.3109640434243
904,170ade26668762d73e050210a7e24429,283,0,2017/05/04 12:10:50+00,,109.135,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,50.841093,"50,841093",50.948104,"50,948104",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,92904.153,439755.935,92800.13,439731.5,51.94278548,4.48410075,51.94255425,4.48259247,Rotterdam,G0599,bestaand,Actueel,109.134845937826
905,e6fc6187def55f61e0530b29a8c0e64a,283,0,2022/08/31 13:45:36+00,spijlen / staaf hekwerk,8.353,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,10.492419,"10,492419",10.48406,"10,484060",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,125845.671,457624.954,125853.946,457626.093,52.10609397,4.96164957,52.10610464,4.96177026,Prorail,L0004,bestaand,Actueel,8.35323027677341
906,fb903124952e410e982a855c14cbbe58,283,0,2021/01/05 07:08:38+00,gaashekwerk,43.097,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.218426,"11,218426",11.17518,"11,175180",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125140.163,457438.64,125179.689,457455.816,52.1043818,4.95136817,52.10453831,4.95194357,Prorail,L0004,bestaand,Actueel,43.0966639910444
907,a6cb62f31b5e4caebbbfb9604af65230,283,0,2022/05/23 08:21:04+00,,20.832,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,47.944377,"47,944377",47.965645,"47,965645",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,95740.369,440348.945,95719.849,440345.351,51.94842465,4.52524291,51.94839016,4.52494508,Rotterdam,G0599,bestaand,Actueel,20.832360307944
908,e6fc6187df555f61e0530b29a8c0e64a,283,1,2022/08/31 12:53:51+00,spijlen / staaf hekwerk,7.31,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.491706,"1,491706",1.484457,"1,484457",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134789.222,456705.19,134796.528,456705.413,52.09822606,5.09224742,52.09822833,5.09235403,Prorail,L0004,bestaand,Actueel,7.30958266458299
909,77fd9d3b60aa4814a56621eeb9dc9947,283,0,2023/01/31 16:06:28+00,draadmat,63.743,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,44.18755,"44,187550",44.183869,"44,183869",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,99450.405,440921.855,99460.234,440866.064,51.9539568,4.57910921,51.95345636,4.5792612,Prorail,L0004,bestaand,Actueel,63.7434718969608
910,d50451df692c4e0aa293bebf25b07ccd,283,0,2022/06/14 12:48:54+00,,24.549,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,8.195225,"8,195225",8.219864,"8,219864",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,128121.068,457363.544,128096.926,457367.993,52.10385965,4.99488245,52.10389846,4.99452973,Utrecht,G0344,bestaand,Actueel,24.5485185907419
911,d76fc51badbc3518e0530b29a8c0c3f9,283,1,2022/02/17 16:32:32+00,spijlen / staaf hekwerk,1.178,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.367686,"17,367686",17.368862,"17,368862",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,120112.324,454100.639,120111.574,454099.731,52.07408663,4.87832568,52.07407842,4.87831484,Prorail,L0004,bestaand,Actueel,1.17769435763274
912,d76fc51badcc3518e0530b29a8c0c3f9,283,1,2022/02/17 16:34:50+00,spijlen / staaf hekwerk,5.261,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,101,,101,101__,Harmelen Aansl. - Woerden,12.155318,"12,155318",12.1556,"12,155600",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl. - Woerden,14,BASIS,124303.746,457017.115,124301.075,457021.647,52.10054747,4.93919811,52.10058806,4.93915872,Prorail,L0004,bestaand,Actueel,5.26059524275345
913,afe1b776e4c23562e0530b29a8c0f552,283,1,2020/10/09 10:10:36+00,spijlen / staaf hekwerk,1.397,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,4.76002,"4,760020",4.761403,"4,761403",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,131528.344,456932.122,131526.951,456932.234,52.10013705,5.04464333,52.100138,5.04462299,Prorail,L0004,bestaand,Actueel,1.39749525938373
914,48d216bda0b742189e2769f329bc38e9,283,0,2022/06/14 12:48:54+00,,1.415,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,8.221534,"8,221534",8.222944,"8,222944",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,128095.284,457368.317,128093.903,457368.624,52.10390129,4.99450574,52.10390399,4.99448556,Utrecht,G0344,bestaand,Actueel,1.41471198482235
915,a15f78b1894d4fd8a84a11bae8e0d914,283,0,2020/12/09 11:00:38+00,draadmat,2.896,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,25.47755,"25,477550",25.478111,"25,478111",ProRail,Randstad Zuid,RZ,BASIS,Rijn en Gouwe,Woerden - Gouda,81,BASIS,114596.64,448409.199,114597.751,448406.525,52.02255882,4.7985496,52.02253487,4.79856611,Prorail,L0004,bestaand,Actueel,2.89561693735805
916,e6fc6187dee35f61e0530b29a8c0e64a,283,0,2022/08/31 12:59:42+00,spijlen / staaf hekwerk,11.705,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,5.581782,"5,581782",5.570238,"5,570238",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,130711.237,457034.361,130722.803,457032.842,52.10102072,5.03271089,52.10100757,5.0328798,Prorail,L0004,bestaand,Actueel,11.7051921046687
917,d76fc51badc73518e0530b29a8c0c3f9,283,1,2022/02/17 16:32:14+00,spijlen / staaf hekwerk,146.265,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,10.978186,"10,978186",11.125721,"11,125721",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125377.275,457495.368,125246.541,457429.9,52.10490441,4.95482404,52.10430898,4.95292158,Prorail,L0004,bestaand,Actueel,146.2649544183
918,4b6f5b53b4a04fc89e7e3db5ff33add0,283,0,2022/09/15 09:43:40+00,,0.659,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.332581,"1,332581",1.332418,"1,332418",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal,13,BASIS,134962.806,456764.742,134962.906,456764.269,52.09876762,5.09477717,52.09876337,5.09477866,Prorail,L0004,bestaand,Actueel,0.658821810020016
919,0741dd4136424368b0d6420f3b41f256,283,0,2014/07/11 16:02:50+00,,11.217,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,4.030676,"4,030676",4.019497,"4,019497",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Utrecht Centraal - Harmelen Aansl.,14,BASIS,132254.156,456882.37,132265.25,456881.074,52.09972019,5.05523943,52.09970899,5.05540143,Prorail,L0004,bestaand,Actueel,11.2166938496318
920,1d2e2606a8781102e0531f050e0a4efd,283,0,2015/11/11 16:41:48+00,,14.958,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,44.703174,"44,703174",44.703177,"44,703177",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,98942.523,440844.466,98944.08,440829.589,51.95321027,4.57173427,51.95307672,4.57175934,Capelle aan den IJssel,G0502,bestaand,Actueel,14.9582563850761
921,b1f03dae9feb40f3ad3b20724725bca7,283,0,2017/07/30 14:25:16+00,,1.259,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,54.025641,"54,025641",54.025224,"54,025224",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Rotterdam Westelijke Splitsing,3,BASIS,90491.565,438281.638,90492.813,438281.805,51.92926091,4.44929395,51.92926255,4.44931206,Rotterdam,G0599,bestaand,Actueel,1.25912390176662
922,4e34e1cf9ded4e79aef100f598ddd373,283,0,2022/02/21 12:33:07+00,spijlen / staaf hekwerk,1.017,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,51.284533,"51,284533",51.284506,"51,284506",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,92471.584,439658.177,92471.817,439657.187,51.94185842,4.47782815,51.94184955,4.47783172,Prorail,L0004,bestaand,Actueel,1.01704916302016
923,d76fc51baded3518e0530b29a8c0c3f9,283,0,2022/02/17 16:35:29+00,spijlen / staaf hekwerk,9.948,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.502958,"15,502958",15.512719,"15,512719",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121346.543,455446.774,121337.754,455442.114,52.08626174,4.8961948,52.08621932,4.89606703,Prorail,L0004,bestaand,Actueel,9.94800449707607
924,d76fc51bade03518e0530b29a8c0c3f9,283,0,2022/02/17 16:35:28+00,spijlen / staaf hekwerk,54.017,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.363907,"15,363907",15.418088,"15,418088",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121472.048,455506.366,121424.038,455481.61,52.08680495,4.89802002,52.08657954,4.897322,Prorail,L0004,bestaand,Actueel,54.0171351235579
925,170ade266280e2d73e050210a7e24429,283,0,2009/05/26 14:43:59+00,,31.08,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,51.142231,"51,142231",51.111249,"51,111249",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,92610.969,439687.927,92641.3,439694.71,51.94214145,4.47984963,51.94220582,4.48028947,Rotterdam,G0599,bestaand,Actueel,31.0803029774289
926,6f391f0b3803490fba5e3d501a97fe87,283,0,2021/02/09 08:34:33+00,,1.028,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.843485,"45,843485",45.844524,"45,844524",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97805.88,440724.917,97804.858,440724.807,51.95202003,4.55522107,51.95201894,4.55520622,Rotterdam,G0599,bestaand,Actueel,1.02790271913251
927,d0771307aeaf4ebb9cca6b78e43137bc,283,0,2021/05/31 09:02:03+00,draadmat,9.506,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,105,,105,105__,Woerden - Gouda,21.89608,"21,896080",21.886588,"21,886588",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden - Gouda,14,BASIS,117572.925,450398.105,117580.731,450403.523,52.04064345,4.84169278,52.04069268,4.84180595,Prorail,L0004,bestaand,Actueel,9.50579552846025
928,d76fc51bae273518e0530b29a8c0c3f9,283,1,2022/02/17 16:33:07+00,spijlen / staaf hekwerk,4.31,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,11.959753,"11,959753",11.960077,"11,960077",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124478.453,457105.151,124476.22,457108.837,52.10134838,4.94173997,52.10138139,4.94170705,Prorail,L0004,bestaand,Actueel,4.31013043676962
929,d76fc51badff3518e0530b29a8c0c3f9,283,1,2022/02/17 16:32:45+00,spijlen / staaf hekwerk,37.475,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,101,,101,101__,Harmelen Aansl. - Woerden,12.100271,"12,100271",12.137862,"12,137862",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl. - Woerden,14,BASIS,124351.258,457044.692,124318.085,457027.26,52.10079796,4.93988905,52.10063945,4.93940647,Prorail,L0004,bestaand,Actueel,37.4745503028557
930,d76fc51badff3518e0530b29a8c0c3f9,283,1,2022/02/17 16:32:45+00,spijlen / staaf hekwerk,14.165,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,12.085932,"12,085932",12.100271,"12,100271",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,124363.792,457051.29,124351.258,457044.692,52.10085796,4.94007137,52.10079796,4.93988905,Prorail,L0004,bestaand,Actueel,14.1646207322575
931,d76fc51bae063518e0530b29a8c0c3f9,283,0,2022/02/17 16:32:43+00,spijlen / staaf hekwerk,9.245,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,17.531449,"17,531449",17.540137,"17,540137",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,119999.329,453975.978,119992.296,453969.977,52.07295908,4.87669036,52.0729047,4.8765884,Prorail,L0004,bestaand,Actueel,9.24527392779684
932,d76fc51badcf3518e0530b29a8c0c3f9,283,0,2022/02/17 16:32:37+00,spijlen / staaf hekwerk,1.32,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.848472,"15,848472",15.848726,"15,848726",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121045.228,455276.483,121045.585,455275.382,52.08471281,4.89181568,52.08470294,4.891821,Prorail,L0004,bestaand,Actueel,1.32031906016252
933,d76fc51bae1c3518e0530b29a8c0c3f9,283,0,2022/02/17 16:32:36+00,spijlen / staaf hekwerk,2.966,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.361599,"15,361599",15.363814,"15,363814",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121475.018,455505.653,121472.144,455506.385,52.08679872,4.89806342,52.08680513,4.89802142,Prorail,L0004,bestaand,Actueel,2.96575464292606
934,d76fc51badd03518e0530b29a8c0c3f9,283,1,2022/02/17 16:32:31+00,spijlen / staaf hekwerk,12.678,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,15.84961,"15,849610",15.862475,"15,862475",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Woerden,14,BASIS,121050.098,455266.003,121039.283,455259.388,52.08461892,4.89188777,52.0845588,4.89173065,Prorail,L0004,bestaand,Actueel,12.6777244458108
935,d76fc51badc43518e0530b29a8c0c3f9,283,0,2022/02/17 16:32:20+00,spijlen / staaf hekwerk,2.685,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,532,,532,532__,Harmelen Aansl.,10.852502,"10,852502",10.855136,"10,855136",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,Harmelen Aansl.,14,BASIS,125506.949,457495.836,125504.544,457494.642,52.10491554,4.95671669,52.10490468,4.95668169,Prorail,L0004,bestaand,Actueel,2.68508119057879
936,3566a2bf67ec4401803eb2549e6ec8a1,283,0,2022/02/22 09:44:39+00,spijlen / staaf hekwerk,109.54,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,45.843346,"45,843346",45.951069,"45,951069",ProRail,Randstad Zuid,RZ,BASIS,Rotterdam,Moordrecht Aansl. - Rotterdam Kleiweg,3,BASIS,97806.004,440725.048,97699.643,440711.415,51.95202122,4.55522285,51.95188774,4.55367809,Prorail,L0004,bestaand,Actueel,109.539938303268
