nummer;hotel naam in 2012;sterklasse NHC 2012;aantal kamers in 2012;aantal bedden in 2012;aantal campeerplekken;gemeente;plaats;postcode;straat;huisnummer;buurtindeling 2005;wijk;buurtindeling 2010;stadsdeel
927;ORLANDO HOTEL;3;5;11; ;AMSTERDAM;AMSTERDAM;1017JH;PRINSENGRACHT;1099;A03d;A;A03d;A
928;IN DEN VERGULDEN HAND;0;6;12; ;AMSTERDAM;AMSTERDAM;1012LR;HARINGPAKKERSSTEEG;5a-5f;A01c;A;A01c;A
930;HART VAN AMSTERDAM HOTEL;0;24;114; ;AMSTERDAM;AMSTERDAM;1012DT;OUDEZIJDS ACHTERBURGWAL;120;A00c;A;A00c;A
935;HOTEL JL. NO.76;4;39;78; ;AMSTERDAM;AMSTERDAM;1071CT;JAN LUIJKENSTRAAT;76;V47b;V;K47b;K
937;REMISE,LA;0;3;6; ;AMSTERDAM;AMSTERDAM;1071TW;NOORDERSTRAAT;74;V50a;V;K50a;K
939;M.DE VRIES;0;3;5; ;AMSTERDAM;AMSTERDAM;1012DV;OUDEZIJDS ACHTERBURGWAL;134;A00c;A;A00c;A
954;AJAX HOTEL d.r.;2;21;40; ;AMSTERDAM;AMSTERDAM;1012KZ;ROKIN;104;A01g;A;A01g;A
968;IJ-BOULEVARD HOTEL;0;35;85; ;AMSTERDAM;AMSTERDAM;1011AT;PRINS HENDRIKKADE;144-145;A04b;A;A04b;A
974;ZANDBERGEN HOTEL BV;3;18;35; ;AMSTERDAM;AMSTERDAM;1071HB;WILLEMSPARKWEG;205;V47d;V;K47d;K
984;CITY HOTEL AMSTERDAM;2;30;59; ;AMSTERDAM;AMSTERDAM;1011AP;PRINS HENDRIKKADE;130;A04b;A;A04b;A
987;BICYCLE HOTEL;1;15;30; ;AMSTERDAM;AMSTERDAM;1072SV;VAN OSTADESTRAAT;123;V25c;V;K25c;K
993;INTERNATIONAAL DELPORT BV, HOTEL;1;8;18; ;AMSTERDAM;AMSTERDAM;1012HT;WARMOESSTRAAT;1-3;A00a;A;A00a;A
994;COSMOS AMSTERDAM HOTEL;0;20;130; ;AMSTERDAM;AMSTERDAM;1012NG;NIEUWE NIEUWSTRAAT;17;A01e;A;A01e;A
996;MAURO MANSION;0;9;18; ;AMSTERDAM;AMSTERDAM;1012BH;GELDERSEKADE;16;A00a;A;A00a;A
997;AMSTERDAM OOSTERPARK INN;0;6;14; ;AMSTERDAM;AMSTERDAM;1092AS;OOSTERPARK;71;U28c;U;M28c;M
998;ART HOTEL DULAC;3;21;42; ;AMSTERDAM;AMSTERDAM;1013EX;HAARLEMMERSTRAAT;120;A05b;A;A05b;A
999;BASTION HOTEL AMSTERDAM AMSTEL;3;192;384; ;AMSTERDAM;AMSTERDAM;1096BX;VERL VAN MARWIJK KOOYSTRAAT;30;U58d;M;M58d;M
1000;LA FESTA BED & BREAKFAST;0;3;4; ;AMSTERDAM;AMSTERDAM;1016SR;HAZENSTRAAT;64;A06g;A;A06g;A
1001;COCOMAMA;0;12;40; ;AMSTERDAM;AMSTERDAM;1017ZP;WESTEINDE;18;A07h;A;A07h;A
1002;CONSERVATORIUM HOTEL AMSTERDAM;5;129;258; ;AMSTERDAM;AMSTERDAM;1071AN;VAN BAERLESTRAAT;27;V47b;V;K47b;K
1003;CROWNE PLAZA AMSTERDAM - SOUTH;4;207;414; ;AMSTERDAM;AMSTERDAM;1082MT;GEORGE GERSHWINLAAN;101;W90h;W;K90h;K
1005;DIMILLION SUITE HOTEL;0;25;85; ;AMSTERDAM;AMSTERDAM;1011KW;OUDESCHANS;73-77;A04f;A;A04f;A
1006;EASYHOTEL AMSTERDAM;2;80;160; ;AMSTERDAM;AMSTERDAM;1072ST;VAN OSTADESTRAAT;97;V25c;V;K25c;K
1007;HOLIDAY INN EXPRESS AMSTERDAM SLOTERDIJK STATION;2;254;508; ;AMSTERDAM;AMSTERDAM;1043EH;ZAVENTEMWEG;3;B11f;B;B11f;B
1008;HOTEL ATLANTIS AMSTERDAM;2;45;94; ;AMSTERDAM;AMSTERDAM;1074CV;CEINTUURBAAN;215-217;V24a;V;K24a;K
1010;HOTEL PLANT;0;5;10; ;AMSTERDAM;AMSTERDAM;1012TL;PRINS HENDRIKKADE;15;A01b;A;A01b;A
1011;IL FIORE BED & BREAKFAST;0;3;6; ;AMSTERDAM;AMSTERDAM;1015KB;LINDENGRACHT;25-1;A06b;A;A06b;A
1012;INN OLD AMSTERDAM BED & BREAKFAST;0;2;6; ;AMSTERDAM;AMSTERDAM;1011JP;NIEUWMARKT;5-1;A04e;A;A04e;A
1013; LE TISSERAND CHAMBRES D'HOTES;0;5;10; ;AMSTERDAM;AMSTERDAM;1017SR;2E WETERINGDWAARSSTRAAT;5;A07e;A;A07e;A
1014;NOORDERLICHT;0;3;6; ;AMSTERDAM;AMSTERDAM;1022AB;NIEUWENDAMMERKADE;11;N61d;N;N61d;N
1016;THORBECKE APPARTMENTS;0;3;9; ;AMSTERDAM;AMSTERDAM;1017CS;THORBECKEPLEIN;13;A03e;A;A03e;A
1018;HOSTELLE;0;15;84; ;AMSTERDAM;AMSTERDAM;1102AN;FRANKEMAHEERD;2;T93e;T;T93e;T
1019;HOLIDAY INN EXPRESS AMSTERDAM SOUTH;3;80;128; ;AMSTERDAM;AMSTERDAM;1081AP;ZWAANSVLIET;20;W90d;W;K90d;K
1021;AMIGO BUDGET HOSTEL;0;24;83; ;AMSTERDAM;AMSTERDAM;1093EP;LINNEAUSSTRAAT;199;U29c;U;M29c;M
1022;RAMADA APOLLO AMSTERDAM CENTRE;3;446;730; ;AMSTERDAM;AMSTERDAM;1057PH;STAALMEESTERSLAAN;410;R86c;R;F86c;F
1023;SKOTEL;3;20;40; ;AMSTERDAM;AMSTERDAM;1083HH;DE KLENCKE;109;W91a;W;K91a;K
1024;MEININGER AMSTERDAM CITY WEST;0;219;749; ;AMSTERDAM;AMSTERDAM;1043DR;ORLYPLEIN;1-67;B11f;B;B11f;B
10000;FINN;3;27;56; ;ALMERE;ALMERE;1315HD;KOOPMANSTRAAT;7; ; ; ; 
10001;VAN DER VALK HOTEL ALMERE;4;179;374; ;ALMERE;ALMERE;1327AK;VELUWEZOOM;45; ; ; ; 
10010;ANNO;2;15;28; ;ALMERE;ALMERE;1315JC;GROTE MARKT;121; ; ; ; 
10020;APOLLO HOTEL ALMERE CITY CENTRE;4;117;233; ;ALMERE;ALMERE;1315SE;KOETSIERBAAN;2; ; ; ; 
10030;BASTION HOTEL ALMERE;3;154;308; ;ALMERE;ALMERE;1322AT;AUDIOWEG;1; ; ; ; 
10040;AAN DE PIER BED & BREAKFAST SUB 7;2;2;5; ;ALMERE;ALMERE;1339KG;BONAIREPIER;7; ; ; ; 
20000;DORINT HOTEL AMSTERDAM AIRPORT;4;442;884; ;HAARLEMMERMEER;SCHIPHOL;1117CE;STATIONSPLEIN-ZW;951-ZW; ; ; ; 
20010;YOTEL SCHIPHOL;0;57;75; ;HAARLEMMERMEER;SCHIPHOL;1118AS;VERTREKPASSAGE;118; ; ; ; 
20020;CITIZEN M HOTEL AMSTERDAM AIRPORT;4;230;460; ;HAARLEMMERMEER;SCHIPHOL;1118BB;JAN PLEZIERWEG;2; ; ; ; 
20030;SHERATON A'DAM AIRP. HOTEL & CONFERENCE CNTR.;4;406;812; ;HAARLEMMERMEER;SCHIPHOL;1118BG;SCHIPHOL BOULEVARD;101; ; ; ; 
20040;HILTON AMSTERDAM AIRPORT SCHIPHOL;4;277;554; ;HAARLEMMERMEER;SCHIPHOL;1118BN;SCHIPHOL BOULEVARD;701; ; ; ; 
20050;RADISSON BLU HOTEL A'DAM AIRPORT;5;279;576; ;HAARLEMMERMEER;SCHIPHOL-RIJK;1119PB;BOEINGAVENUE;2; ; ; ; 
20060;ZWANENBURG HOTEL;3;47;94; ;HAARLEMMERMEER;ZWANENBURG;1161JX;OLMENLAAN;52; ; ; ; 
20070;HERBERGH VAN BADHOEVEDORP, DE;3;24;48; ;HAARLEMMERMEER;BADHOEVEDORP;1171CP;SLOTERWEG;259; ; ; ; 
20080;IBIS AMSTERDAM AIRPORT;3;644;1287; ;HAARLEMMERMEER;BADHOEVEDORP;1171PK;SCHIPHOLWEG;181; ; ; ; 
20090;IBIS BUDGET AMSTERDAM AIRPORT;0;200;600; ;HAARLEMMERMEER;BADHOEVEDORP;1171PK;SCHIPHOLWEG;185; ; ; ; 
20100;NOVOTEL AMSTERDAM AIRPORT;4;222;444; ;HAARLEMMERMEER;BADHOEVEDORP;1171VB;SLOTERWEG;299; ; ; ; 
20110;ABINA;1;19;34; ;AMSTELVEEN;AMSTELVEEN;1182GW;AMSTERDAMSEWEG;193; ; ; ; 
20120;JAGERSHUIS, HOTEL RESTAURANT 'T;4;11;22; ;AMSTELVEEN;AMSTELVEEN;1184VA;AMSTELZIJDE;2-4; ; ; ; 
20130;HOSTELLERIE DE VEENEN;3;25;48; ;AMSTELVEEN;AMSTELVEEN;1185AC;OUDERKERKERLAAN;19; ; ; ; 
20140;GRAND HOTEL AMSTELVEEN;4;99;198; ;AMSTELVEEN;AMSTELVEEN;1187XC;BOVENKERKERWEG;81; ; ; ; 
20150;RECHTHUIS A/D AMSTEL, HOTEL REST.'T;4;12;20; ;UITHOORN;UITHOORN;1421BB;SCHANS;32; ; ; ; 
20160;BEST WESTERN A'DAM AIRPORT HOTEL UITHOORN;3;38;69; ;UITHOORN;UITHOORN;1421CE;THAMERHORN;1; ; ; ; 
20170;WAPEN VAN AALSMEER, HOTEL REST.;1;11;22; ;AALSMEER;AALSMEER;1431CA;DORPSSTRAAT;15; ; ; ; 
20180;AALSMEER, HOTEL;4;72;138; ;AALSMEER;AALSMEER;1431CA;DORPSSTRAAT;15; ; ; ; 
20190;'T SCHOUWSE HOF;3;20;40; ;AALSMEER;AALSMEER;1431EH;RAADHUISPLEIN;16; ; ; ; 
20200;CHARIOT, HOTEL;4;41;82; ;AALSMEER;AALSMEER;1432AT;OOSTEINDERWEG;243; ; ; ; 
20210;BEURS, HOTEL REST. DE;4;39;72; ;HAARLEMMERMEER;HOOFDDORP;2131CR;KRUISWEG;1007EV; ; ; ; 
20220;COURTYARD BY MARRIOTT-AMSTERDAM AIRPORT;4;148;308; ;HAARLEMMERMEER;HOOFDDORP;2131LX;BOSWEG;15; ; ; ; 
20230;BASTION HOTEL SCHIPHOL HOOFDDORP;3;80;160; ;HAARLEMMERMEER;HOOFDDORP;2131MN;ADRIANAHOEVE;8; ; ; ; 
20240;CROWNE PLAZA AMSTERDAM-SCHIPHOL;4;242;484; ;HAARLEMMERMEER;HOOFDDORP;2132HZ;PLANEETBAAN;2; ; ; ; 
20250;BEST WESTERN HOTEL AMSTERDAM/AIRPORT;4;159;328; ;HAARLEMMERMEER;HOOFDDORP;2132LZ;VUURSTEEN;1; ; ; ; 
20260;SCHIPHOL A4, HOTEL;4;437;927; ;HAARLEMMERMEER;HOOFDDORP;2132MA;RIJKSWEG A4;3; ; ; ; 
20270;NH SCHIPHOL AIRPORT;4;419;862; ;HAARLEMMERMEER;HOOFDDORP;2132NA;KRUISWEG;493-495; ; ; ; 
20280;H.C.R. DE RUSTENDE JAGER;4;44;96; ;HAARLEMMERMEER;NIEUW-VENNEP;2153AD;VENNEPERWEG;471; ; ; ; 
20290;APPARTEMENTEN PUCK BIJ DE KAAG;0;8;22; ;HAARLEMMERMEER;BUITENKAAG;2158LW;LISSERDIJK;96-A; ; ; ; 
20300;PARK PLAZA ANSTERDAM AIRPORT;4;342;689; ;HAARLEMMERMEER;LIJNDEN;1175RM;MELBOURNESTRAAT;1; ; ; ; 
20310;HOLIDAY INN EXPRESS AMSTERDAM SCHIPHOL;3;112;224; ;HAARLEMMERMEER;HOOFDDORP;2132HH;JUPITERSTRAAT;162-200; ; ; ; 
30000;PENSION ARGENTINA;0;9;9; ;HILVERSUM;HILVERSUM;1211HC;LANGESTRAAT;130-132; ; ; ; 
30010;GRAND HÔTEL & THEATER GOOILAND;4;55;116; ;HILVERSUM;HILVERSUM;1211NG;EMMASTRAAT;2; ; ; ; 
30020;RAVEL, HOTEL;3;18;39; ;HILVERSUM;HILVERSUM;1213AJ;EMMASTRAAT;35-37; ; ; ; 
30030;CONFERENTIECENTRUM HOORNEBOEG;0;30;48; ;HILVERSUM;HILVERSUM;1213RE;HOORNEBOEG;5; ; ; ; 
30040;AMRÂTH HOTEL LAPERSHOEK;4;80;163; ;HILVERSUM;HILVERSUM;1213TS;UTRECHTSEWEG;16; ; ; ; 
30050;VILLA TROMPENBERG, HOTEL;3;16;31; ;HILVERSUM;HILVERSUM;1217JJ;CHRISTIAAN DE WETLAAN;1; ; ; ; 
30060;TULIP INN MEDIA PARK HILVERSUM;3;62;118; ;HILVERSUM;HILVERSUM;1217LA;KONINGINNEWEG;30; ; ; ; 
30070;EHP EXPLOITATIE HOTEL LOOSDRECHT;4;68;136; ;WIJDEMEREN;LOOSDRECHT;1231LZ;OUD-LOOSDRECHTSEDIJK;253; ; ; ; 
30080;HEINEKE, HOTEL CAFÉ RESTAURANT;2;8;16; ;WIJDEMEREN;LOOSDRECHT;1231NE;OUD-LOOSDRECHTSEDIJK;166; ; ; ; 
30090;HOTELSUITES DE DRIESPRONG;4;20;36; ;WIJDEMEREN;LOOSDRECHT;1231PB;VEENDIJK;1; ; ; ; 
30100;H.R. & PARTYC. DE DRIE DORPEN;3;11;22; ;WIJDEMEREN;ANKEVEEN;1244RG;CANNENBURGERWEG;51; ; ; ; 
30110;HOTEL RESTAURANT BELLEVUE;2;9;17; ;BLARICUM;BLARICUM;1261AS;HUIZERWEG;11; ; ; ; 
30120;EMCO HOSPITALITY NEWPORT;4;61;122; ;HUIZEN;HUIZEN;1271DE;LABRADORSTROOM;75; ; ; ; 
30130;HOTEL 'T HART VAN WEESP;2;47;93; ;WEESP;WEESP;1382AH;HERENGRACHT;35; ; ; ; 
30140;DE WEESPER KOE;0;6;24; ;WEESP;WEESP;1383HT;DAMMERWEG;3; ; ; ; 
30150;HOTEL RESTAURANT HET RECHTHUIS;3;14;28; ;MUIDEN;MUIDERBERG;1399EP;GOOGWEG;1; ; ; ; 
30160;NH JAN TABAK HOTEL;4;87;169; ;BUSSUM;BUSSUM;1401CV;AMERSFOORTSESTRAATWEG;27; ; ; ; 
30170;BASTION HOTEL BUSSUM-ZUID;3;64;128; ;BUSSUM;BUSSUM;1406TK;STRUIKHEIWEG;3; ; ; ; 
30180;NH NAARDEN HOTEL;4;117;259; ;NAARDEN;NAARDEN;1411AA;IJSSELMEERWEG;3; ; ; ; 
40000;DE KEIZERSKROON;1;22;54; ;HAARLEMMERLIEDE EN SPAARNWOUDE;HALFWEG NH;1165MA;AMSTERDAMSESTRAATWEG;38; ; ; ; 
40010;LAMBERMON'S BRASSERIE RESTAURANT SUITES;0;6;12; ;HAARLEM;HAARLEM;2011CL;KORTE VEERSTRAAT;1; ; ; ; 
40020;HOTEL JOOPS;2;27;54; ;HAARLEM;HAARLEM;2011DB;LANGE VEERSTRAAT;36; ; ; ; 
40030;GRAND HÔTEL FRANS HALS;4;82;164; ;HAARLEM;HAARLEM;2011HA;DAMSTRAAT;10; ; ; ; 
40040;STEMPELS;3;17;34; ;HAARLEM;HAARLEM;2011HK;KLOKHUISPLEIN;9; ; ; ; 
40050;AMBASSADOR CITY CENTER HOTEL;3;69;154; ;HAARLEM;HAARLEM;2011HL;OUDE GROENMARKT;20; ; ; ; 
40060;GOLDEN TULIP HOTEL CAFÉ-RESTAURANT LION D'OR;4;34;68; ;HAARLEM;HAARLEM;2011LC;KRUISWEG;34-36; ; ; ; 
40070;HOTEL CAFÉ RESTAURANT CARILLON;2;20;38; ;HAARLEM;HAARLEM;2011RC;GROTE MARKT;27; ; ; ; 
40080;AMADEUS, HOTEL;2;21;40; ;HAARLEM;HAARLEM;2011RD;GROTE MARKT;10ROOD; ; ; ; 
40090;RESTAURANT - B&B ELEGANCE;0;6;12; ;HAARLEM;HAARLEM;2011TM;ZIJLSTRAAT;95; ; ; ; 
40100;MALTS, HOTEL;0;13;25; ;HAARLEM;HAARLEM;2011TP;ZIJLSTRAAT;56- 58; ; ; ; 
40110;H.C.R. DIE RAECKSE;2;21;42; ;HAARLEM;HAARLEM;2011VA;RAAKS;1-3; ; ; ; 
40120;CARLTON SQUARE HOTEL;4;122;244; ;HAARLEM;HAARLEM;2012DB;BAAN;7; ; ; ; 
40130;STAYOKAY HAARLEM;0;31;140; ;HAARLEM;HAARLEM;2024CL;JAN GIJZENPAD;3; ; ; ; 
40140;HAARLEM ZUID, MOTEL;4;294;690; ;HAARLEM;HAARLEM;2035LC;TOEKANWEG;2; ; ; ; 
40150;ODYSSEY (BED & BREAKFAST);2;3;7; ;ZANDVOORT;ZANDVOORT;2041HC;DR JOHANNUS G MEZGERSTRAAT;32; ; ; ; 
40151;Villa Terre Panache;0;5;10; ;ZANDVOORT;ZANDVOORT;2042BW;Dr Schaepmanstraat;3; ; ; ; 
40152;Pension Schier;0;8;18; ;ZANDVOORT;ZANDVOORT;2042GE;Hogeweg;45; ; ; ; 
40153;Hofje van Maas;2;7;14; ;ZANDVOORT;ZANDVOORT;2042GC;Paradijsweg;4A; ; ; ; 
40160;PENSION 'T ZEEHUIS;0;5;10; ;ZANDVOORT;ZANDVOORT;2041HC;DR JOHANNUS G MEZGERSTRAAT;36; ; ; ; 
40170;STRANDHOTEL CENTER PARCS ZANDVOORT;4;118;236; ;ZANDVOORT;ZANDVOORT;2041JB;TROMPSTRAAT;2; ; ; ; 
40180;NH ZANDVOORT HOTEL;4;213;480; ;ZANDVOORT;ZANDVOORT;2041KG;BURG VAN ALPHENSTRAAT;63; ; ; ; 
40190;HOTEL ZUIDERBAD;2;26;49; ;ZANDVOORT;ZANDVOORT;2042AD;BOULEVARD PAULUS LOOT;5; ; ; ; 
40200;PENSION ZEE EN DUINZICHT;0;8;17; ;ZANDVOORT;ZANDVOORT;2042AH;MARISSTRAAT;11; ; ; ; 
40210;H.C.R. HOOGLAND;3;25;44; ;ZANDVOORT;ZANDVOORT;2042AV;WESTERPARKSTRAAT;5; ; ; ; 
40220;PENSION VILLA TANAH-LOT;0;7;14; ;ZANDVOORT;ZANDVOORT;2042BB;BREDERODESTRAAT;49; ; ; ; 
40230;PENSION BANNING;2;5;9; ;ZANDVOORT;ZANDVOORT;2042BC;BREDERODESTRAAT;61; ; ; ; 
40240;PENSION WELSINK;2;5;13; ;ZANDVOORT;ZANDVOORT;2042BC;BREDERODESTRAAT;75; ; ; ; 
40250;B & B ZANDVOORT;0;6;12; ;ZANDVOORT;ZANDVOORT;2042BE;BREDERODESTRAAT;24; ; ; ; 
40260;PENSION BREDERODE;0;4;8; ;ZANDVOORT;ZANDVOORT;2042BG;BREDERODESTRAAT;36; ; ; ; 
40270;PENSION ZANDVOORT AAN ZEE;1;8;16; ;ZANDVOORT;ZANDVOORT;2042BH;BREDERODESTRAAT;56; ; ; ; 
40280;PENSION MAMALOUCHA;0;3;8; ;ZANDVOORT;ZANDVOORT;2042BJ;BREDERODESTRAAT;94; ; ; ; 
40290;AANZEE, HOTEL;2;8;16; ;ZANDVOORT;ZANDVOORT;2042GD;HOGEWEG;19; ; ; ; 
40300;ANNA, HOTEL;2;28;57; ;ZANDVOORT;ZANDVOORT;2042GD;HOGEWEG;3-5; ; ; ; 
40310;BELL, HOTEL;3;12;28; ;ZANDVOORT;ZANDVOORT;2042GD;HOGEWEG;7; ; ; ; 
40320;PENSION SCHIER;0;9;18; ;ZANDVOORT;ZANDVOORT;2042GE;HOGEWEG;45; ; ; ; 
40330;HOTEL DOPPENBERG;3;3;6; ;ZANDVOORT;ZANDVOORT;2042GH;HOGEWEG;38a; ; ; ; 
40340;HOTEL AROSA;0;9;19; ;ZANDVOORT;ZANDVOORT;2042GH;HOGEWEG;48; ; ; ; 
40350;HOTEL AMARE;0;14;31; ;ZANDVOORT;ZANDVOORT;2042GJ;HOGEWEG;70; ; ; ; 
40370;GRAND CAFÉ DANZEE;0;6;12; ;ZANDVOORT;ZANDVOORT;2042JH;KERKPLEIN;8; ; ; ; 
40380;WELKOM-IN;0;5;10; ;ZANDVOORT;ZANDVOORT;2042KP;BURG ENGELBERTSSTRAAT;60; ; ; ; 
40390;PENSION 'T MOLENTJE;0;8;14; ;ZANDVOORT;ZANDVOORT;2042LA;ZEESTRAAT;35; ; ; ; 
40400;HOTEL-EETCAFE-RESTAURANT KEUR;2;27;61; ;ZANDVOORT;ZANDVOORT;2042LA;ZEESTRAAT;51; ; ; ; 
40410;HOTEL LA ROSA;2;4;8; ;ZANDVOORT;ZANDVOORT;2042LL;HALTESTRAAT;77; ; ; ; 
40420;HOTEL-PENSION JADE;0;9;21; ;ZANDVOORT;ZANDVOORT;2042LL;HALTESTRAAT;79; ; ; ; 
40430;PENSION CORPER;0;7;16; ;ZANDVOORT;ZANDVOORT;2042NK;KONINGINNEWEG;21; ; ; ; 
40440;HOTEL FABER;3;32;69; ;ZANDVOORT;ZANDVOORT;2042PA;KOSTVERLORENSTRAAT;15; ; ; ; 
40450;PALACE HOTEL ZANDVOORT;4;62;124; ;ZANDVOORT;ZANDVOORT;2042TA;BURG VAN FENEMAPLEIN;2; ; ; ; 
40460;H.C.R. ROOZENDAAL;3;10;19; ;BLOEMENDAAL;OVERVEEN;2051GN;BLOEMENDAALSEWEG;260; ; ; ; 
40470;HOTEL VILLA IMHOF;3;4;9; ;BLOEMENDAAL;BLOEMENDAAL;2061CJ;BLOEMENDAALSEWEG;165; ; ; ; 
40480;HOTEL BLOEMENDAAL;3;11;21; ;BLOEMENDAAL;BLOEMENDAAL;2061EE;KORTE KLEVERLAAN;6; ; ; ; 
40490;DE ZOETE INVAL;4;57;112; ;HAARLEMMERLIEDE EN SPAARNWOUDE;HAARLEMMERLIEDE;2065AE;HAARLEMMERSTRAATWEG;183; ; ; ; 
40500;HAARLEM HOTELSUITES;4;4;8; ;HAARLEM;HAARLEM;2011DD;KLEINE HOUTSTRAAT;13; ; ; ; 
40510;HOUSEWIRTH APARTMENTS;0;6;12; ;ZANDVOORT;ZANDVOORT;2042GJ;HOGEWEG;58; ; ; ; 
40520;PENSION DE WATERTOREN;0;9;18; ;ZANDVOORT;ZANDVOORT;2042GM;THORBECKESTRAAT;38; ; ; ; 
40530;PENSION BLANKEBIL;0;5;10; ;ZANDVOORT;ZANDVOORT;2042GD;HOGEWEG;13; ; ; ; 
40540;HOFJE VAN MAAS;3;7;14; ;ZANDVOORT;ZANDVOORT;2042GH;HOGEWEG;38A; ; ; ; 
40550;PENSION SIXTYSIX;0;4;8; ;ZANDVOORT;ZANDVOORT;2042KP;BURG ENGELBERTSSTRAAT;66; ; ; ; 
40560;LIFE@SEA;0;3;6; ;ZANDVOORT;ZANDVOORT;2042GM;THORBECKESTRAAT;20; ; ; ; 
40600;PENSION 'T ZWANENEST;0;6;18; ;ZANDVOORT;ZANDVOORT;2042BC;BREDERODESTRAAT;87; ; ; ; 
40610;PENSION ROZENGAARD;0;6;13; ;ZANDVOORT;ZANDVOORT;2042BJ;BREDERODESTRAAT;92A; ; ; ; 
40620;PENSION 2010;0;6;12; ;ZANDVOORT;ZANDVOORT;2041HC;DR JOHANNUS G MEZGERSTRAAT;24; ; ; ; 
40630;PENSION THE SPRING;0;4;9; ;ZANDVOORT;ZANDVOORT;2042GS;ORANJESTRAAT;18; ; ; ; 
40640;PENSION G.ZWINKELS;0;2;6; ;ZANDVOORT;ZANDVOORT;2042KN;BURG. ENGELBERTSSTRAAT;26; ; ; ; 
50010;HOTEL RESTAURANT DE WIJKERHAVEN;1;14;38; ;BEVERWIJK;BEVERWIJK;1948NR;NOORDERKADE;5; ; ; ; 
50011;HOTEL DOLCE VITA;1;10;20; ;BEVERWIJK;WIJK AAN ZEE;1949Am;Julianaweg;21; ; ; ; 
50012;PENSION NOOITGEDAGT;0;9;15; ;BEVERWIJK;BEVERWIJK;1941BP;Kloosterstraat;20A; ; ; ; 
50013;VILLA EVA ROSA BED & BREAKFAST;0;3;8; ;BEVERWIJK;WIJK AAN ZEE;1949CN;Verlengde Voorstraat;44; ; ; ; 
50020;HOTEL VILLA DE KLUGHTE;3;36;75; ;BEVERWIJK;WIJK AAN ZEE;1949BA;VAN OGTROPWEG;2; ; ; ; 
50030;HOTEL RESTAURANT CAFÉ SONNEVANCK;1;11;25; ;BEVERWIJK;WIJK AAN ZEE;1949BD;RIJCKERT AERTSZWEG;2; ; ; ; 
50040;HOTEL HET HOGE DUIN;3;65;123; ;BEVERWIJK;WIJK AAN ZEE;1949BD;RIJCKERT AERTSZWEG;50; ; ; ; 
50050;HOTEL MARE SANAT;3;14;28; ;BEVERWIJK;WIJK AAN ZEE;1949BD;RIJCKERT AERTSZWEG;8; ; ; ; 
50060;HOTEL BADHOTEL ZEECROFT WIJK AAN ZEE;2;17;33; ;BEVERWIJK;WIJK AAN ZEE;1949BK;ZEECROFT;19-21; ; ; ; 
50070;FLETCHER HOTEL-RESTAURANT ZEEDUIN;4;52;146; ;BEVERWIJK;WIJK AAN ZEE;1949EC;RELWEG;59; ; ; ; 
50080;STAYOKAY HEEMSKERK;0;32;161; ;HEEMSKERK;HEEMSKERK;1967NG;TOLWEG;9; ; ; ; 
50090;NH MARQUETTE HOTEL;4;65;123; ;HEEMSKERK;HEEMSKERK;1968JT;MARQUETTELAAN;34; ; ; ; 
50100;HOTEL ROYAL;2;13;19; ;VELSEN;IJMUIDEN;1972EE;HOUTMANSTRAAT;2-4; ; ; ; 
50101;MANEGE KENNEMERGAARDE;0;8;20; ;VELSEN;SANTPOORT-NOORD;2071LG;Duin- en Kruidbergerweg;79; ; ; ; 
50110;HOTEL VELSEN;1;21;37; ;VELSEN;IJMUIDEN;1972ES;KENNEMERLAAN;118; ; ; ; 
50120;HOTEL PRINSENHOF;2;13;25; ;VELSEN;IJMUIDEN;1972NM;WIJK AAN ZEEERWEG;29-31; ; ; ; 
50130;PENSION DE JONGE VISSER;0;7;14; ;VELSEN;IJMUIDEN;1972PN;JULIANAKADE;72; ; ; ; 
50140;JANET'S BED & BREAKFAST;1;4;6; ;VELSEN;IJMUIDEN;1972RD;VARENIUSSTRAAT;3; ; ; ; 
50150;HOTEL REST. AUGUSTA;3;25;43; ;VELSEN;IJMUIDEN;1975DD;ORANJESTRAAT;98; ; ; ; 
50160;HOLIDAY INN IJMUIDEN SEAPORT BEACH;4;146;324; ;VELSEN;IJMUIDEN;1976EG;KENNEMERBOULEVARD;250; ; ; ; 
50180;FLETCHER HOTEL RESORT SPAARNWOUDE;4;33;66; ;VELSEN;VELSEN-ZUID;1981LR;OOSTBROEKERWEG;17; ; ; ; 
50190;HOTEL DE WEYMAN;3;20;60; ;VELSEN;SANTPOORT-NOORD;2071EP;HOOFDSTRAAT;248; ; ; ; 
50200;BASTION HOTEL HAARLEM;3;40;80; ;VELSEN;SANTPOORT-NOORD;2071KW;VLIETWEG;20; ; ; ; 
50210;LANDGOED DUIN & KRUIDBERG;4;75;150; ;VELSEN;SANTPOORT-NOORD;2071LE;DUIN- EN KRUIDBERGERWEG;60; ; ; ; 
60000;HOTEL DE LANGE JAMMER;3;17;34; ;LELYSTAD;LELYSTAD;8244PD;PIONIERSSTRAAT;15; ; ; ; 
60001;DE WIT CHARTER & HOTEL MARE FAN FRYSLAN;0;14;41; ;LELYSTAD;LELYSTAD;8242PR;Bataviahaven;1; ; ; ; 
60010;HAJÉ REST. DE AALSCHOLVER;3;4;8; ;LELYSTAD;LELYSTAD;8218PW;RIJKSWEG A6 DE AALSCHOLVER;2; ; ; ; 
60020;APOLLO HOTEL LELYSTAD CITY CENTER;4;86;164; ;LELYSTAD;LELYSTAD;8224BZ;AGORAWEG;11; ; ; ; 
