"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","unique_id","attribute","url"
"2015","0","Blackwell Institute","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138664391","9330 SHOEMAKER ST","48213","General Education","Elem_Middle School","City: Large","Wayne","370","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1604","Blair Elementary School","28010","Traverse City Area Public Schools","28","Traverse Bay Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2319335702","1625 SAWYER RD","49685","General Education","Elementary","Rural: Fringe","Grand Traverse","371","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","667","Blair Moody Elementary School","82150","Taylor School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132955807","8280 HIPP ST","48180","General Education","Elementary","City: Small","Wayne","372","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blanche Kelso Bruce Academy","82971","Blanche Kelso Bruce Academy","82","Wayne RESA","PSA District","Open-Active",,,"3136562600","8045 2ND AVE","48202",,"Elem thru High School","City: Large","Wayne","373","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blanche Kelso Bruce Academy - Bowman Site","82971","Blanche Kelso Bruce Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","3136562600","8333 Townsend","48213","General Education","Elem thru High School","Not Specified","Wayne","374","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","308","Blanche Kelso Bruce Academy - Connor","82971","Blanche Kelso Bruce Academy","82","Wayne RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","3136562610","5555 CONNER ST","48213","Alternative Education","Elem thru High School","City: Large","Wayne","375","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blanche Kelso Bruce Academy - DePaul","82971","Blanche Kelso Bruce Academy","82","Wayne RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","3136562600","609 EAST GRAND BLVD","48207","Alternative Education","Elem thru High School","City: Large","Wayne","376","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8853","Blanche Kelso Bruce Academy - St. Antoine","82971","Blanche Kelso Bruce Academy","82","Wayne RESA","PSA School","Open-Active","Alternative Education","Multiple Settings","3136462600","1326 SAINT ANTOINE ST","48226","Alternative Education","Elem thru High School","City: Large","Wayne","377","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blanche Kelso Bruce Academy - West (Selden Site)","82971","Blanche Kelso Bruce Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","3136562600","2750 Selden","48208","General Education","Elem thru High School","City: Large","Wayne","378","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9628","Blanche Sims Elementary School","63230","Lake Orion Community Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2486935460","465 EAST JACKSON ST","48362","General Education","Elementary","Suburb: Large","Oakland","379","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2905","Blandford Nature Center","41010","Grand Rapids Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","General Education","6168192555","3143 MILO ST NW","49534","General Education","Middle School","Suburb: Large","Kent","380","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4602","Blended Learning Academies Credit Recovery High School","33915","Blended Learning Academies Credit Recovery High School","33","Ingham ISD","PSA School","Open-Active","Alternative Education","Multiple Settings","5172141880","1754 E CLARK RD","48906","Alternative Education","High School","Not Specified","Ingham","381","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1793","Blesch Intermediate School","55100","Menominee Area Public Schools","55","Menominee ISD","LEA School","Open-Active","General Education","Multiple Settings","9068634466","1200 11TH AVE","49858","General Education","Elem_Middle School","Town: Remote","Menominee","382","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8601","Blissfield Community Schools","46040","Blissfield Community Schools","46","Lenawee ISD","LEA District","Open-Active",,,"5174862205","630 SOUTH LANE ST","49228",,"Elem thru High School","Rural: Fringe","Lenawee","383","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1040","Blissfield Elementary","46040","Blissfield Community Schools","46","Lenawee ISD","LEA School","Open-Active","General Education","Multiple Settings","5174862811","640 SOUTH LANE ST","49228","General Education","Elementary","Town: Fringe","Lenawee","384","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blissfield High School","46040","Blissfield Community Schools","46","Lenawee ISD","LEA School","Open-Active","General Education","Multiple Settings","5174862148","630 SOUTH LANE ST","49228","General Education","High School","Rural: Fringe","Lenawee","385","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8627","Blissfield Middle School","46040","Blissfield Community Schools","46","Lenawee ISD","LEA School","Open-Active","General Education","Multiple Settings","5174864420","1305 BEAMER RD","49228","General Education","Middle School","Rural: Fringe","Lenawee","386","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8880","Bloomfield Hills High School","63080","Bloomfield Hills Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2483415605","4200 ANDOVER RD","48302","General Education","Middle_High School","Not Specified","Oakland","387","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8178","Bloomfield Hills Middle School","63080","Bloomfield Hills Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2483416005","4200 QUARTON RD","48302","General Education","Elem_Middle School","Suburb: Large","Oakland","388","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bloomfield Hills Schools","63080","Bloomfield Hills Schools","63","Oakland Schools","LEA District","Open-Active",,,"2483415405","7273 Wing Lake Rd","48301",,"Elem thru High School","Suburb: Large","Oakland","389","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blossomland Learning Center","11000","Berrien RESA","11","Berrien RESA","ISD School","Open-Active","Special Education","SpecEd","2694732600","711 SAINT JOSEPH AVE","49103","Special Education","Elem thru High School","Town: Fringe","Berrien","390","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6393","Blue Star Elementary School","3100","Hamilton Community Schools","70","Ottawa Area ISD","LEA School","Open-Active","General Education","Multiple Settings","2697515630","3846 58TH ST","49423","General Education","Elementary","Rural: Fringe","Allegan","391","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Blue Water Middle College","74914","Blue Water Middle College","74","St. Clair County RESA","PSA District","Open-Active",,,"8109895805","323 Erie Street","48060",,"High School","Not Specified","St. Clair","392","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8259","Blue Water Middle College Academy","74914","Blue Water Middle College","74","St. Clair County RESA","PSA School","Open-Active","General Education","Multiple Settings","8109895805","323 Erie Street","48061","General Education","High School","Suburb: Small","St. Clair","393","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","958","Borland Elementary School","44060","Imlay City Community Schools","44","Lapeer ISD","LEA School","Open-Active","General Education","Multiple Settings","8107249813","500 WEST BORLAND RD","48444","General Education","Elementary","Town: Distant","Lapeer","394","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2153","Bothwell Middle School","52170","Marquette Area Public Schools","52","Marquette-Alger RESA","LEA School","Open-Active","General Education","Multiple Settings","9062254262","1200 TIERNEY ST","49855","General Education","Elem_Middle School","Town: Remote","Marquette","395","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8474","Botsford Elementary School","63090","Clarenceville School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2489190402","19515 LATHERS ST","48152","General Education","Elementary","City: Small","Wayne","396","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Boulan Park Middle School","63150","Troy School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2488234900","3570 NORTHFIELD PKWY","48084","General Education","Middle School","City: Small","Oakland","397","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3006","Bow Elementary-Middle School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138520500","19801 PREVOST ST","48235","General Education","Elem_Middle School","City: Large","Wayne","398","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Bowen Elementary","41160","Kentwood Public Schools","41","Kent ISD","LEA School","Open-Active","General Education","Multiple Settings","6164555220","4483 KALAMAZOO AVE SE","49508","General Education","Elementary","Suburb: Large","Kent","399","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5788","Boyd W. Arthurs Middle School","82155","Trenton Public Schools","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7346768700","4000 MARIAN DR","48183","General Education","Middle School","Suburb: Large","Wayne","400","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9203","Boykin Center Building","82010","Detroit City School District","82","Wayne RESA","LEA Non-Instructional Ancillary Facility","Open - Vacant/empty",,,"3133189642","3011 WEST GRAND BLVD FL 10","48202",,"Other","Not Specified","Wayne","401","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","803","Boyne City Education Center","15020","Boyne City Public Schools","15","Charlevoix-Emmet ISD","LEA Unique Education Provider","Open-Active","General Education","Pre-Kindergarten","2314398190","321 SOUTH PARK ST","49712","General Education","Other","Town: Remote","Charlevoix","402","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Boyne City Elementary School","15020","Boyne City Public Schools","15","Charlevoix-Emmet ISD","LEA School","Open-Active","General Education","Multiple Settings","2314398250","930 BROCKWAY ST","49712","General Education","Elementary","Town: Remote","Charlevoix","403","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1751","Boyne City High School","15020","Boyne City Public Schools","15","Charlevoix-Emmet ISD","LEA School","Open-Active","General Education","Multiple Settings","2314398100","1035 BOYNE AVE","49712","General Education","High School","Town: Remote","Charlevoix","404","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Boyne City Middle School","15020","Boyne City Public Schools","15","Charlevoix-Emmet ISD","LEA School","Open-Active","General Education","Multiple Settings","2314398200","1025 BOYNE AVE","49712","General Education","Elem_Middle School","Town: Remote","Charlevoix","405","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","786","Boyne City Public Schools","15020","Boyne City Public Schools","15","Charlevoix-Emmet ISD","LEA District","Open-Active",,,"2314398190","321 SOUTH PARK ST","49712",,"Elem thru High School","Town: Remote","Charlevoix","406","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","4868","Bozymowski Center","50000","Macomb ISD","50","Macomb ISD","ISD School","Open-Active","Special Education","Multiple Settings","5869395391","11870 ELDORADO DR","48312","Special Education","Elem thru High School","Suburb: Large","Macomb","407","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6390","Brace-Lederle K-8 School","63060","Southfield Public School District","63","Oakland Schools","LEA School","Close - Pending","General Education","Multiple Settings","2487468730","18575 W 9 MILE RD","48075","General Education","Elem_Middle School","City: Small","Oakland","408","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
