"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmusedflag","location","age_range"
"KC22010081","2022-02-13T02:33:00.000","02:33","2022-02-13T02:33:00.000","02:33","2022-02-13T02:33:00.000",,"Alcohol Influence Report","90D","Driving Under the Influence","242","E 75TH ST and PROSPECT AVE","KANSAS CITY","64132","PJ5634","MPD","false","ARR CHA SUS","B","M","30","false",,"25-34"
"KC22013945","2022-03-02T08:30:00.000","08:29","2022-03-02T08:30:00.000","08:30","2022-03-02T08:30:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","341","6400  E 16TH ST","KANSAS CITY","64126","PJ1527","EPD","false","ARR CHA SUS","W","F","18","true","POINT (-94.507807 39.09198)","18-24"
"KC22011726","2022-02-20T18:45:00.000","18:45","2022-02-20T18:45:00.000","18:45","2022-02-20T18:45:00.000",,"Stealing from Building/Residence","23D","Theft From Building","134","300  NICHOLS RD","KANSAS CITY","64112","PJ3742","CPD","false","VIC",,,,"false","POINT (-94.590625 39.041404)",
"KC22011076","2022-02-16T23:00:00.000","18:07","2022-02-16T23:00:00.000","23:00","2022-02-16T23:00:00.000","17:00","Property Damage","290","Vandalism/Destruction of Property","111","500  E 3RD ST","KANSAS CITY","64106","PJ0357","CPD","false","VIC","U","M","24","false","POINT (-94.578417 39.110855)","18-24"
"KC22011464","2022-02-19T07:00:00.000","16:35","2022-02-19T07:00:00.000","07:00","2022-02-19T07:00:00.000","15:00","Stolen Auto","240","Motor Vehicle Theft","131","1800  W 39TH ST","KANSAS CITY","64111","PJ3094","CPD","false","VIC","B","M","28","false","POINT (-94.606336 39.057308)","25-34"
"KC22015645","2022-03-09T11:30:00.000","15:44","2022-03-09T11:30:00.000","11:30","2022-03-09T11:30:00.000","13:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","535","13400  HOLMES RD","KANSAS CITY","64146","PJ7414","SPD","false","VIC",,,,"false",,
"KC22001708","2021-01-09T00:10:00.000","00:10","2021-01-09T00:10:00.000","00:10","2021-01-09T00:10:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","324","5300  E 24TH ST","KANSAS CITY","64127","PJ1985","EPD","false","VIC","B","M","28","true","POINT (-94.520907 39.081449)","25-34"
"KC22014559","2022-02-25T13:24:00.000","16:21","2022-02-25T13:24:00.000","13:24","2022-02-25T13:24:00.000",,"Stolen Auto","240","Motor Vehicle Theft","532","9500  DRURY AVE","KANSAS CITY","64137","PJ6534","SPD","false","CMP VIC","B","M","29","false","POINT (-94.525203 38.951543)","25-34"
"KC22014600","2022-03-04T19:27:00.000","19:27","2022-03-04T19:27:00.000","19:27","2022-03-04T19:27:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","331","3000  E 32ND ST","KANSAS CITY","64128","PJ2553","EPD","false","VIC","B","M",,"true","POINT (-94.548144 39.068811)",
"KC22014264","2022-03-03T14:41:00.000","14:41","2022-03-03T14:41:00.000","14:41","2022-03-03T14:41:00.000",,"Domestic Violence Assault (Non-Aggravated)","13A","Aggravated Assault","314","4000  MORRELL AVE","KANSAS CITY","64123","PJ0325","EPD","true","ARR CHA SUS","B","M","61","false","POINT (-94.534627 39.112065)","55-64"
"KC22005404","2022-01-26T11:57:00.000","11:56","2022-01-26T11:57:00.000","11:57","2022-01-26T11:57:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","314","4100  E 6TH ST","KANSAS CITY","64124","PJ0768","EPD","true","VIC","W","F","42","false","POINT (-94.534076 39.104821)","35-44"
"KC22011100","2022-02-17T22:30:00.000","22:39","2022-02-17T22:30:00.000","22:30","2022-02-17T22:30:00.000",,"Property Damage","290","Vandalism/Destruction of Property","131","00  E 32ND ST","KANSAS CITY","64111","PJ2533","CPD","false","VIC","W","M","29","false",,"25-34"
"KC22006041","2022-01-29T02:24:00.000","02:26","2022-01-29T02:24:00.000","02:24","2022-01-29T02:24:00.000","03:38","Stolen Auto","240","Motor Vehicle Theft","315","400  N OAKLEY AVE","KANSAS CITY","64123","PJ0199","EPD","false","SUS","U","U",,"false","POINT (-94.516161 39.116127)",
"KC22014244","2022-02-08T15:57:00.000","13:54","2022-02-08T15:57:00.000","15:57","2022-02-08T15:57:00.000",,"Fraud / Stealing Through Deceit (Scam/Confidence Game)","250","Counterfeiting / Forgery","234","8900  STATE LINE RD","KANSAS CITY","64114","PJ6273","MPD","false","SUS","W","M","50","false",,"45-54"
"KC22010171","2022-02-13T16:57:00.000","16:57","2022-02-13T16:57:00.000","16:57","2022-02-13T16:57:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","134","600  W 43RD TER","KANSAS CITY","64111","PJ3469","CPD","true","CMP VIC","W","F","25","true","POINT (-94.59338 39.048696)","25-34"
"KC22003283","2022-01-16T12:42:00.000","12:42","2022-01-16T12:42:00.000","12:42","2022-01-16T12:42:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","535","11500  TROOST AVE","KANSAS CITY","64131","PJ7200","SPD","false","VIC","W","M","22","false","POINT (-94.579272 38.918307)","18-24"
"KC22013798","2022-03-01T16:08:00.000","16:08","2022-03-01T16:08:00.000","16:08","2022-03-01T16:08:00.000",,"Recovered Stolen Auto","280","Stolen Property Offenses","544","8200  BANNISTER RD","KANSAS CITY","64137",,"SPD","false","ARR CHA SUS","B","F","28","false",,"25-34"
"KC22003019","2022-01-14T17:30:00.000","22:10","2022-01-14T17:30:00.000","17:30","2022-01-14T17:30:00.000","21:30","Stolen Auto","240","Motor Vehicle Theft","111","1800  GENESSEE ST","KANSAS CITY","64102","PJ1505","CPD","false","VIC","W","M","43","false","POINT (-94.605201 39.093352)","35-44"
"KC22016617","2022-03-13T23:42:00.000","23:41","2022-03-13T23:42:00.000","23:42","2022-03-13T23:42:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","341","6000  E 12TH ST","KANSAS CITY","64126","PJ1219","EPD","false","SUS","B","M",,"false","POINT (-94.511587 39.097537)",
"KC22007813","2022-02-03T02:45:00.000","02:45","2022-02-03T02:45:00.000","02:45","2022-02-03T02:45:00.000","02:46","Eluding / Resisting a Lawful Stop","90Z","All Other Offenses","313","E 8TH ST and S BENTON BLVD","KANSAS CITY","64124","PJ0810","EPD","false","SUS","B","M","34","false","POINT (-94.544221 39.103243)","25-34"
"KC22013235","2022-02-27T02:00:00.000","09:36","2022-02-27T02:00:00.000","02:00","2022-02-27T02:00:00.000",,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3226","CPD","false","VIC","W","F","31","false","POINT (-94.591604 39.052764)","25-34"
"KC22009930","2022-01-29T12:00:00.000","11:07","2022-01-29T12:00:00.000","12:00","2022-01-29T12:00:00.000",,"Burglary (Non-Residential)","220","Burglary/Breaking and Entering","131","1000  WESTPORT RD","KANSAS CITY","64111","PJ3346","CPD","false","VIC","U","M","50","false","POINT (-94.599116 39.049846)","45-54"
"KC22008010","2022-02-04T00:12:00.000","00:12","2022-02-04T00:12:00.000","00:12","2022-02-04T00:12:00.000","03:15","Casualty",,,"532","10000  HARDESTY AVE","KANSAS CITY","64134",,"SPD","false","VIC","W","M","21","false","POINT (-94.526261 38.943516)","18-24"
"KC22008347","2022-02-05T15:30:00.000","15:30","2022-02-05T15:30:00.000","15:30","2022-02-05T15:30:00.000",,"Fraud / Stealing Through Deceit (Scam/Confidence Game)","250","Counterfeiting / Forgery","212","7000  EASTWOOD TRFY","KANSAS CITY","64129","PJ4182","MPD","false","SUS","B","M",,"false","POINT (-94.503034 39.031071)",
"KC22009502","2022-02-10T08:55:00.000","08:55","2022-02-10T08:55:00.000","08:55","2022-02-10T08:55:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","542","9000  OLD SANTA FE RD","KANSAS CITY","64138","PJ6346","SPD","false","ARR CHA SUS","B","M",,"false","POINT (-94.504138 38.961099)",
"KC22002295","2022-01-11T18:55:00.000","18:55","2022-01-11T18:55:00.000","18:55","2022-01-11T18:55:00.000",,"Robbery (Armed Street)","120","Robbery","542","7000  E BANNISTER RD","KANSAS CITY","64134","PJ6598","SPD","false","SUS","W","M",,"false","POINT (-94.507694 38.952443)",
"KC22008749","2022-02-07T01:00:00.000","13:42","2022-02-07T01:00:00.000","01:00","2022-02-07T01:00:00.000",,"Property Damage","290","Vandalism/Destruction of Property","144","4100  WOODLAND AVE","KANSAS CITY","64130","PJ3333","CPD","false","CMP VIC","W","M","31","false",,"25-34"
"KC22002740","2022-01-09T17:00:00.000","17:32","2022-01-09T17:00:00.000","17:00","2022-01-09T17:00:00.000","18:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","111","200  W 4TH ST","KANSAS CITY","64105","PJ0522","CPD","false","VIC","W","F","28","false","POINT (-94.585905 39.108669)","25-34"
"KC22013856","2022-03-01T20:30:00.000","20:36","2022-03-01T20:30:00.000","20:30","2022-03-01T20:30:00.000","20:36","Domestic Violence Assault (Non-Aggravated)","23H","All Other Larceny","333","4000  PROSPECT AVE","KANSAS CITY","64130","PJ3271","EPD","true","SUS","B","M","39","false","POINT (-94.553696 39.053538)","35-44"
"KC22001246","2022-01-04T15:00:00.000","21:50","2022-01-04T15:00:00.000","15:00","2022-01-04T15:00:00.000",,"Molestation","11D","Forcible Fondling","331","3200  QUINCY DR","KANSAS CITY",,,"EPD","false","VIC","B","M",,"false","POINT (-94.524766 39.06576)",
"KC22016435","2022-03-13T03:06:00.000","03:06","2022-03-13T03:06:00.000","03:06","2022-03-13T03:06:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","332","3200  AGNES AVE","KANSAS CITY","64128","PJ2658","EPD","true","VIC","B","F","27","false","POINT (-94.548323 39.067888)","25-34"
"KC22006869","2022-02-01T15:01:00.000","15:16","2022-02-01T15:01:00.000","15:01","2022-02-01T15:01:00.000",,"Stealing - Shoplift","23C","Shoplifting","123","2200  E TRUMAN RD","KANSAS CITY","64127","PJ1332","CPD","false","VIC",,,,"false","POINT (-94.555987 39.094884)",
"KC22014749","2022-03-05T13:27:00.000","13:27","2022-03-05T13:27:00.000","13:27","2022-03-05T13:27:00.000",,"Property Damage","290","Vandalism/Destruction of Property","211","5700  MYRTLE AVE","KANSAS CITY","64130",,"MPD","false","VIC A02","B","F","33","false","POINT (-94.539266 39.022231)","25-34"
"KC22000830","2022-01-05T07:25:00.000","07:43","2022-01-05T07:25:00.000","07:25","2022-01-05T07:25:00.000",,"Outside State Warrant Arrest",,,"122","1100  TROOST AVE","KANSAS CITY","64106","PJ1046","CPD","false","ARR CHA SUS","B","M","27","false","POINT (-94.569846 39.10068)","25-34"
"KC22010820","2022-02-16T12:03:00.000","12:03","2022-02-16T12:03:00.000","12:03","2022-02-16T12:03:00.000",,"Service of a Full Order of Protection","90Z","All Other Offenses","312","5800  E 10TH ST","KANSAS CITY","64126","PJ1060","EPD","false","ARR SUS CHA","W","M","30","false","POINT (-94.514293 39.100346)","25-34"
"KC22011625","2022-02-20T10:28:00.000","11:04","2022-02-20T10:28:00.000","10:28","2022-02-20T10:28:00.000","11:42","Possession of Stolen Property","280","Stolen Property Offenses","315","ST JOHN AVE and N BELLAIRE AVE","KANSAS CITY","64123","PJ0366","EPD","false","ARR CHA INA SUS","W","M","27","false","POINT (-94.51289 39.112246)","25-34"
"KC22009581","2022-02-10T19:40:00.000","19:40","2022-02-10T19:40:00.000","19:40","2022-02-10T19:40:00.000","19:40","Stealing - Shoplift","23C","Shoplifting","231","7500  WORNALL RD","KANSAS CITY","64114","PJ5638","MPD","false","SUS","B","M","50","false","POINT (-94.5943 38.991872)","45-54"
"KC22004838","2022-01-23T19:36:00.000","19:36","2022-01-23T19:36:00.000","19:36","2022-01-23T19:36:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","233","7900  EUCLID AVE","KANSAS CITY",,"PJ5861","MPD","false","ARR CHA SUS","B","M","44","false","POINT (-94.56456 38.983874)","35-44"
"KC22005723","2022-01-24T17:25:00.000","16:40","2022-01-24T17:25:00.000","17:25","2022-01-24T17:25:00.000","06:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","414","7700  NW ROANRIDGE RD","KANSAS CITY","6451",,"NPD","false","VIC","W","F","32","false","POINT (-94.656344 39.234682)","25-34"
"KC22003895","2022-01-14T17:00:00.000","09:40","2022-01-14T17:00:00.000","17:00","2022-01-14T17:00:00.000",,"Property Damage","220","Burglary/Breaking and Entering","312","6100  CONNECTICUT AVE","KANSAS CITY","64120","PJ0039","EPD","false","VIC",,,,"false","POINT (-94.509408 39.132731)",
"KC22010897","2022-02-16T17:41:00.000","17:41","2022-02-16T17:41:00.000","17:41","2022-02-16T17:41:00.000",,"City/Municipal Warrant Arrest",,,"532","LONGVIEW RD and BLUE RIDGE BLVD","KANSAS CITY","64134","PJ7111","SPD","false","ARR CHA SUS","B","F","25","false","POINT (-94.513282 38.915421)","25-34"
"KC22000911","2021-12-27T12:00:00.000","13:16","2021-12-27T12:00:00.000","12:00","2021-12-27T12:00:00.000",,"Identity Theft","26F","Identity Theft","411","00  NE BRIARCLIFF RD","KANSAS CITY","64116","PC1194","NPD","false","VIC","W","F","72","false",,"65-74"
"KC22002776","2022-01-13T20:36:00.000","20:36","2022-01-13T20:36:00.000","20:36","2022-01-13T20:36:00.000",,"Assault (Aggravated)","520","Weapon Law Violations","234","8800  HIGHLAND AVE","KANSAS CITY","64131",,"MPD","false","SUS","B","M","22","true","POINT (-94.569247 38.96703)","18-24"
"KC22009233","2022-02-09T11:30:00.000","10:12","2022-02-09T11:30:00.000","11:30","2022-02-09T11:30:00.000",,"State Warrant Arrest","90J","Trespass of Real Property","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22012518","2022-02-24T02:00:00.000","08:47","2022-02-24T02:00:00.000","02:00","2022-02-24T02:00:00.000",,"Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","113","1900  LOCUST ST","KANSAS CITY","64108","PJ1628","CPD","false","VIC","W","M","26","false","POINT (-94.57783 39.090282)","25-34"
"KC22016368","2022-03-12T13:00:00.000","19:06","2022-03-12T13:00:00.000","13:00","2022-03-12T13:00:00.000","13:10","Stealing from Auto (Auto Part or Accessory)","23F","Theft From Motor Vehicle","341","1300  OAKLEY AVE","KANSAS CITY","64127","PJ1311","EPD","false","VIC","B","F","21","false","POINT (-94.516944 39.096322)","18-24"
"KC22003999","2022-01-19T16:00:00.000","16:01","2022-01-19T16:00:00.000","16:00","2022-01-19T16:00:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","334","4600  SOUTH BENTON AVE","KANSAS CITY","64130","PJ3745","EPD","false","VIC","B","M",,"true","POINT (-94.551041 39.042574)",
"KC22008212","2022-02-04T19:30:00.000","19:30","2022-02-04T19:30:00.000","19:30","2022-02-04T19:30:00.000",,"Violation of Ex-Parte Order of Protection","90Z","All Other Offenses","234","8700  SUMMIT ST","KANSAS CITY","64138",,"MPD","true","ARR CHA","B","M","48","false","POINT (-94.600764 38.970451)","45-54"
"KC22010360","2022-02-14T15:00:00.000","15:10","2022-02-14T15:00:00.000","15:00","2022-02-14T15:00:00.000","15:00","Stealing - Shoplift","90C","Disorderly Conduct","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22003320","2022-01-16T11:30:00.000","16:12","2022-01-16T11:30:00.000","11:30","2022-01-16T11:30:00.000",,"Property Damage","290","Vandalism/Destruction of Property","643","9000  N OXFORD AVE","KANSAS CITY","64157","PC0282","SCP","false","CMP VIC","W","M","51","false","POINT (-94.464122 39.255542)","45-54"
"KC22014831","2022-03-05T17:15:00.000","21:50","2022-03-05T17:15:00.000","17:15","2022-03-05T17:15:00.000","22:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","113","300  W 13TH ST","KANSAS CITY","64105","PJ1076","CPD","false","SUS",,"U",,"false","POINT (-94.587694 39.098797)",
"KC22003497","2022-01-16T16:00:00.000","13:06","2022-01-16T16:00:00.000","16:00","2022-01-16T16:00:00.000","13:00","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","542","7500  E 87TH ST","KANSAS CITY","64138","PJ6272","SPD","false","VIC",,,,"false","POINT (-94.501434 38.966525)",
"KC22015629","2021-03-01T09:00:00.000","14:52","2021-03-01T09:00:00.000","09:00","2021-03-01T09:00:00.000","17:24","Stealing from Building/Residence","23D","Theft From Building","231","7600  WORNALL RD","KANSAS CITY","64114",,"MPD","false","VIC",,,,"false","POINT (-94.594357 38.990472)",
"KC22013592","2022-02-28T15:27:00.000","15:27","2022-02-28T15:27:00.000","15:27","2022-02-28T15:27:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","532","5500  E 96TH PL","KANSAS CITY","64137","PJ6660","SPD","true","VIC SUS","B","M","29","false","POINT (-94.523605 38.950636)","25-34"
"KC22000310","2022-01-02T16:37:00.000","16:37","2022-01-02T16:37:00.000","16:37","2022-01-02T16:37:00.000","16:40","Stealing - Shoplift","23C","Shoplifting","531","500  E 99TH ST","KANSAS CITY","64131","PJ6659","SPD","false","VIC",,,,"false","POINT (-94.585502 38.948399)",
"KC22000612","2022-01-03T20:00:00.000","22:52","2022-01-03T20:00:00.000","20:00","2022-01-03T20:00:00.000",,"Stolen Auto","240","Motor Vehicle Theft","343","4500  E LINWOOD BLVD","KANSAS CITY","64128","PJ2688","EPD","false","VIC","W","F","48","false","POINT (-94.531081 39.067361)","45-54"
"KC22003745","2022-01-18T15:22:00.000","15:22","2022-01-18T15:22:00.000","15:22","2022-01-18T15:22:00.000","15:22","Outside State Warrant Arrest",,,"315","5500  SAIDA AVE","KANSAS CITY","64127","PJ0170","EPD","false","SUS","W","M","37","false","POINT (-94.517033 39.117826)","35-44"
"KC22001028","2022-01-05T21:37:00.000","21:37","2022-01-05T21:37:00.000","21:37","2022-01-05T21:37:00.000",,"Stolen Auto","240","Motor Vehicle Theft","243","7500  E 87TH ST","KANSAS CITY","64138","PJ6229","MPD","false","SUS","W","M",,"false","POINT (-94.501434 38.966525)",
"KC22000205","2022-01-02T02:38:00.000","02:38","2022-01-02T02:38:00.000","02:38","2022-01-02T02:38:00.000",,"Stolen Auto","240","Motor Vehicle Theft","224","1600  BUSHMAN DR","KANSAS CITY","64110",,"EPD","false","SUS","W","F","56","false","POINT (-94.568208 39.014304)","55-64"
"KC22010760","2022-02-15T15:00:00.000","08:05","2022-02-15T15:00:00.000","15:00","2022-02-15T15:00:00.000","07:45","Robbery (Strong Armed Street)","120","Robbery","233","1100  E 82ND ST","KANSAS CITY","64131","PJ5955","MPD","false","SUS","B","M","26","false","POINT (-94.576275 38.979502)","25-34"
"KC22006857","2022-02-01T14:51:00.000","14:46","2022-02-01T14:51:00.000","14:51","2022-02-01T14:51:00.000",,"Buy Report",,,"543","7500  E 112TH ST","KANSAS CITY","64134","PJ7041","SPD","false","ARR CHA SUS","B","M","43","false","POINT (-94.503169 38.922667)","35-44"
"KC22006400","2022-01-30T18:41:00.000","18:41","2022-01-30T18:41:00.000","18:41","2022-01-30T18:41:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","414","7900  N ANITA DR","KANSAS CITY","64151",,"NPD","false","VIC SUS","W","F","28","false",,"25-34"
"KC22016024","2022-03-10T10:00:00.000","08:15","2022-03-10T10:00:00.000","10:00","2022-03-10T10:00:00.000","08:15","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","234","9300  BALES DR","KANSAS CITY",,,"MPD","false","VIC","B","M","27","false","POINT (-94.547882 38.957148)","25-34"
"KC22016503","2022-03-13T13:05:00.000","13:05","2022-03-13T13:05:00.000","13:05","2022-03-13T13:05:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","132","300  E ARMOUR BLVD","KANSAS CITY","64111","PJ2830","CPD","true","ARR CHA SUS","W","M","28","false","POINT (-94.582042 39.063649)","25-34"
