"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmusedflag","location","age_range"
"KC22002231","2021-12-05T16:00:00.000","14:52","2021-12-05T16:00:00.000","16:00","2021-12-05T16:00:00.000","19:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","334","4400  ASKEW AVE","KANSAS CITY","64130","PJ3612","EPD","false","VIC","B","M","51","false","POINT (-94.542549 39.045861)","45-54"
"KC22008849","2022-02-07T19:21:00.000","19:21","2022-02-07T19:21:00.000","19:21","2022-02-07T19:21:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","213","8600  BUCKINGHAM LN","KANSAS CITY","64133","PJ5693","MPD","true","VIC","B","F","32","false","POINT (-94.48595 38.987979)","25-34"
"KC22002843","2022-01-14T08:00:00.000","08:04","2022-01-14T08:00:00.000","08:00","2022-01-14T08:00:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","141","3100  GILLHAM PLZ","KANSAS CITY","64109","PJ2538","CPD","false","SUS","B","M","30","false","POINT (-94.578911 39.070629)","25-34"
"KC22002033","2022-01-10T15:50:00.000","16:08","2022-01-10T15:50:00.000","15:50","2022-01-10T15:50:00.000",,"Stealing - Shoplift","23C","Shoplifting","643","8500  N FLINTLOCK RD","KANSAS CITY","64157","PC0303","SCP","false","SUS","B","M","20","false",,"18-24"
"KC22004485","2022-01-21T21:30:00.000","21:32","2022-01-21T21:30:00.000","21:30","2022-01-21T21:30:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","233","8300  WAYNE AVE","KANSAS CITY",,,"MPD","false","SUS","B","M",,"true","POINT (-94.569516 38.976974)",
"KC22012061","2022-02-19T18:30:00.000","10:05","2022-02-19T18:30:00.000","18:30","2022-02-19T18:30:00.000","18:40","Stolen Auto","240","Motor Vehicle Theft","313","500  BENTON BLVD","KANSAS CITY","64124","PJ0590","EPD","false","VIC","B","F","31","false","POINT (-94.544542 39.107867)","25-34"
"KC22005072","2022-01-24T20:20:00.000","20:23","2022-01-24T20:20:00.000","20:20","2022-01-24T20:20:00.000","21:47","Domestic Violence Assault (Aggravated)","90J","Trespass of Real Property","243","7600  E 85TH TER","KANSAS CITY","64138",,"MPD","false","SUS CHA","B","F","27","false","POINT (-94.499017 38.968439)","25-34"
"KC22016232","2022-03-12T00:29:00.000","00:30","2022-03-12T00:29:00.000","00:29","2022-03-12T00:29:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","322","1900  JACKSON AVE","KANSAS CITY","64127","PJ1716","EPD","true","VIC","B","F","29","false","POINT (-94.53348 39.088735)","25-34"
"KC22002051","2022-01-09T02:07:00.000","17:31","2022-01-09T02:07:00.000","02:07","2022-01-09T02:07:00.000","02:07","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","312","7000  UNIVERSAL AVE","KANSAS CITY","64120",,"EPD","false","VIC",,,,"false","POINT (-94.502716 39.12813)",
"KC22001476","2022-01-07T20:28:00.000","20:28","2022-01-07T20:28:00.000","20:28","2022-01-07T20:28:00.000",,"False Report","90Z","All Other Offenses","332","2500  E LINWOOD BLVD","KANSAS CITY","64128","PJ2651","EPD","false","ARR CHA SUS","B","M","60","false","POINT (-94.553715 39.068075)","55-64"
"KC22007751","2022-02-01T19:07:00.000","18:55","2022-02-01T19:07:00.000","19:07","2022-02-01T19:07:00.000",,"Missing/Runaway Juvenile",,,"113","E 12TH ST and CHARLOTTE ST","KANSAS CITY","64106","PJ1111","CPD","false","VIC   RNA LOD","W","F",,"false",,
"KC22013165","2022-02-26T20:22:00.000","20:22","2022-02-26T20:22:00.000","20:22","2022-02-26T20:22:00.000","20:22","Stolen Auto","240","Motor Vehicle Theft","234","8600  WARD PKWY","KANSAS CITY","64114","PJ6174","MPD","false","VIC","W","M","25","false","POINT (-94.605532 38.971886)","25-34"
"KC22004528","2022-01-22T08:44:00.000","08:44","2022-01-22T08:44:00.000","08:44","2022-01-22T08:44:00.000","08:44","Recovered Stolen Auto",,,"312","400  MARSH AVE","KANSAS CITY","64129","PJ0516","EPD","false","VIC","U","F",,"false",,
"KC22001952","2022-01-09T01:30:00.000","00:30","2022-01-09T01:30:00.000","01:30","2022-01-09T01:30:00.000",,"Loss",,,"133","500  WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","false","VIC","W","F","21","false","POINT (-94.591604 39.052764)","18-24"
"KC22004688","2022-01-22T23:20:00.000","00:38","2022-01-22T23:20:00.000","23:20","2022-01-22T23:20:00.000",,"Stealing from Auto (Theft from Auto)","290","Vandalism/Destruction of Property","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3361","CPD","false","SUS","U","U",,"false","POINT (-94.591604 39.052764)",
"KC22008041","2022-02-04T02:15:00.000","07:25","2022-02-04T02:15:00.000","02:15","2022-02-04T02:15:00.000","02:25","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","131","3600  JEFFERSON ST","KANSAS CITY","64111","PJ2850","CPD","false","VIC","W","F","54","false","POINT (-94.593871 39.063169)","45-54"
"KC22014959","2022-03-06T04:33:00.000","15:52","2022-03-06T04:33:00.000","04:33","2022-03-06T04:33:00.000",,"Violation of Full Order of Protection","90Z","All Other Offenses","242","7100  WALROND AVE","KANSAS CITY","64132","PJ5449","MPD","false","ARR SUS CHA","B","M","37","false","POINT (-94.549927 38.997566)","35-44"
"KC22009904","2022-02-12T00:00:00.000","09:42","2022-02-12T00:00:00.000","00:00","2022-02-12T00:00:00.000",,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","321","2600  E 10TH ST","KANSAS CITY","64127","PJ0986","EPD","true","SUS",,,,"false","POINT (-94.551281 39.101571)",
"KC22007866","2022-01-21T18:00:00.000","01:00","2022-01-21T18:00:00.000","18:00","2022-01-21T18:00:00.000","08:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","231","300  W MEYER BLVD","KANSAS CITY","64113",,"MPD","false","VIC","W","F","68","false","POINT (-94.591763 39.012224)","65-74"
"KC22005965","2022-01-28T18:15:00.000","18:17","2022-01-28T18:15:00.000","18:15","2022-01-28T18:15:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","123","E I 70 HWY E and PASEO","KANSAS CITY","64106","PJ1231","CPD","false","VIC","W","M","27","true",,"25-34"
"KC22010793","2022-02-16T09:58:00.000","09:58","2022-02-16T09:58:00.000","09:58","2022-02-16T09:58:00.000",,"Stealing from Auto (Theft from Auto)","23G","Theft of Vehicle Parts and Accessories","131","3200  MAIN ST","KANSAS CITY","64111","PJ2574","CPD","false","VIC",,,,"false","POINT (-94.585387 39.069121)",
"KC22016243","2022-03-12T02:25:00.000","02:37","2022-03-12T02:25:00.000","02:25","2022-03-12T02:25:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","113","1300  GRAND BLVD","KANSAS CITY","64105",,"CPD","false","ARR CHA SUS","B","M","44","false","POINT (-94.580964 39.098516)","35-44"
"KC22006773","2022-01-31T18:00:00.000","10:05","2022-01-31T18:00:00.000","18:00","2022-01-31T18:00:00.000","06:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","544","10700  E 98TH TER","KANSAS CITY","64134","PJ6680","SPD","false","VIC","U","F","23","false","POINT (-94.4585 38.943762)","18-24"
"KC22005351","2022-01-26T07:53:00.000","07:53","2022-01-26T07:53:00.000","07:53","2022-01-26T07:53:00.000",,"Property Damage","290","Vandalism/Destruction of Property","121","500  MAPLE BLVD","KANSAS CITY","64124","PJ0544","CPD","false","CMP VIC","W","F","67","false","POINT (-94.558549 39.107508)","65-74"
"KC22001645","2022-01-08T16:46:00.000","16:56","2022-01-08T16:46:00.000","16:46","2022-01-08T16:46:00.000",,"Possession of Stolen Property",,,"141","E ARMOUR BLVD and TROOST AVE","KANSAS CITY","64109","PJ2851","CPD","false","ARR CHA SUS","B","M",,"false",,
"KC22005674","2022-01-26T18:00:00.000","13:48","2022-01-26T18:00:00.000","18:00","2022-01-26T18:00:00.000","08:00","Property Damage","290","Vandalism/Destruction of Property","411","1700  NW 38TH ST","KANSAS CITY","64116","PC1314","NPD","false","VIC",,,,"false","POINT (-94.599321 39.162831)",
"KC22002628","2022-01-13T10:53:00.000","10:53","2022-01-13T10:53:00.000","10:53","2022-01-13T10:53:00.000",,"Recovered Stolen Auto","280","Stolen Property Offenses","636","3200  N AMERISTAR DR","KANSAS CITY","64161","PC1432","SCP","false","VIC",,"M","34","false","POINT (-94.477208 39.152142)","25-34"
"KC22012905","2022-02-25T16:29:00.000","15:25","2022-02-25T16:29:00.000","16:29","2022-02-25T16:29:00.000",,"Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor","520","Weapon Law Violations","631","NE PARVIN RD and NE PRATHER RD","KANSAS CITY","64116","PC1255","SCP","false","ARR CHA SUS","B","F","28","true","POINT (-94.552761 39.167495)","25-34"
"KC22014348","2022-03-03T21:14:00.000","21:14","2022-03-03T21:14:00.000","21:14","2022-03-03T21:14:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","113","1300  GRAND BLVD","KANSAS CITY","64106","PJ1177","CPD","false","VIC",,,,"false","POINT (-94.580964 39.098516)",
"KC22008174","2022-02-04T17:03:00.000","17:03","2022-02-04T17:03:00.000","17:03","2022-02-04T17:03:00.000",,"Disorderly Conduct","90C","Disorderly Conduct","241","E GREGORY BLVD and PROSPECT AVE","KANSAS CITY","64132","PJ5341","MPD","false","ARR SUS CHA","B","F","35","false",,"35-44"
"KC22014699","2022-03-05T09:21:00.000","09:17","2022-03-05T09:21:00.000","09:21","2022-03-05T09:21:00.000","09:30","Eluding / Resisting a Lawful Stop",,,"323","E 18TH ST and PROSPECT AVE","KANSAS CITY","64127","PJ1614","EPD","false","ARR CHA SUS","B","M","45","false",,"45-54"
"KC22013312","2022-02-27T16:46:00.000","16:46","2022-02-27T16:46:00.000","16:46","2022-02-27T16:46:00.000",,"Assault (Non-Aggravated)","13B","Simple Assault","312","8500  WINNER RD","KANSAS CITY","64125","PJ0621","EPD","false","CMP VIC","W","F","41","false","POINT (-94.482944 39.106987)","35-44"
"KC22006890","2022-02-01T16:30:00.000","17:01","2022-02-01T16:30:00.000","16:30","2022-02-01T16:30:00.000",,"Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC22010782","2022-02-16T09:40:00.000","09:42","2022-02-16T09:40:00.000","09:40","2022-02-16T09:40:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","311","4200  SCARRITT AVE","KANSAS CITY","64123","PJ0266","EPD","true","ARR SUS CHA","W","M","58","false","POINT (-94.532584 39.115038)","55-64"
"KC22015883","2022-03-10T02:46:00.000","16:14","2022-03-10T02:46:00.000","02:46","2022-03-10T02:46:00.000",,"Property Damage","290","Vandalism/Destruction of Property","113","200  E 12TH ST","KANSAS CITY","64106","PJ1094","CPD","false","VIC",,,,"false","POINT (-94.586144 39.100042)",
"KC22001992","2022-01-08T19:00:00.000","13:37","2022-01-08T19:00:00.000","19:00","2022-01-08T19:00:00.000","19:15","Stealing - Shoplift","23C","Shoplifting","423","8400  N MADISON AVE","KANSAS CITY","64155","PC0323","NPD","false","VIC",,,,"false","POINT (-94.593988 39.248015)",
"KC22013969","2022-03-02T10:40:00.000","06:53","2022-03-02T10:40:00.000","10:40","2022-03-02T10:40:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","132","3700  BROADWAY BLVD","KANSAS CITY","64111","PJ2968","CPD","false","VIC",,,,"false","POINT (-94.590523 39.06095)",
"KC22003974","2022-01-11T15:12:00.000","14:53","2022-01-11T15:12:00.000","15:12","2022-01-11T15:12:00.000",,"Stealing - Shoplift","23C","Shoplifting","132","100  E LINWOOD BLVD","KANSAS CITY","64111","PJ2650","CPD","false","VIC",,,,"false","POINT (-94.583501 39.068393)",
"KC22010951","2022-02-16T15:00:00.000","20:55","2022-02-16T15:00:00.000","15:00","2022-02-16T15:00:00.000","16:00","Assault (Non-Aggravated)","13B","Simple Assault","233","E 83RD ST and PASEO","KANSAS CITY","64131","PJ6013","MPD","false","VIC","B","M","20","false","POINT (-94.567191 38.977055)","18-24"
"KC22014152","2022-03-03T00:37:00.000","00:37","2022-03-03T00:37:00.000","00:37","2022-03-03T00:37:00.000","00:37","City/Municipal Warrant Arrest",,,"544","9300  RAYTOWN RD","KANSAS CITY","64138","PJ6440","SPD","false","ARR CHA SUS","W","M","49","false","POINT (-94.46585 38.955613)","45-54"
"KC22004844","2022-01-23T19:00:00.000","20:43","2022-01-23T19:00:00.000","19:00","2022-01-23T19:00:00.000","21:41","Domestic Violence Assault (Aggravated)","13B","Simple Assault","243","8600  NEWTON AVE","KANSAS CITY","64138","PJ6191","MPD","false","VIC","B","F","25","false","POINT (-94.510643 38.968759)","25-34"
"KC22008470","2022-02-06T06:30:00.000","05:59","2022-02-06T06:30:00.000","06:30","2022-02-06T06:30:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","113","1200  MAIN ST","KANSAS CITY","64106","PJ1087","CPD","false","VIC",,,,"false",,
"KC22007996","2022-02-03T23:01:00.000","21:46","2022-02-03T23:01:00.000","23:01","2022-02-03T23:01:00.000",,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","631","1100  NE RUSSELL RD","KANSAS CITY","64116","PC1234","SCP","false","SUS",,,,"false","POINT (-94.567036 39.166648)",
"KC22009389","2022-02-10T01:25:00.000","01:27","2022-02-10T01:25:00.000","01:25","2022-02-10T01:25:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","635","4000  N WHEELING AVE","KANSAS CITY","64117",,"SCP","true","VIC","B","F","31","true","POINT (-94.50959 39.16811)","25-34"
"KC22006314","2022-01-30T07:30:00.000","09:29","2022-01-30T07:30:00.000","07:30","2022-01-30T07:30:00.000","09:18","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","212","5900  BLUE PKWY","KANSAS CITY","64129","PJ4057","MPD","false","VIC",,,,"false","POINT (-94.516611 39.03442)",
"KC22003460","2022-01-15T18:00:00.000","11:22","2022-01-15T18:00:00.000","18:00","2022-01-15T18:00:00.000","14:30","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","144","E 45TH ST and N WABASH AVE","KANSAS CITY","64124",,"CPD","false","SUS",,,,"false","POINT (-94.555326 39.044643)",
"KC22016169","2022-03-11T18:12:00.000","18:12","2022-03-11T18:12:00.000","18:12","2022-03-11T18:12:00.000",,"Possession/Sale/Distribution of a Controlled Substance","35A","Drug / Narcotic Violations","413","N I 29 HWY N and N I 635 HIGHWAY OFF RAMP N","KANSAS CITY","64151","PP0725","NPD","false","SUS","W","M","26","false",,"25-34"
"KC22011435","2021-12-23T08:03:00.000","13:25","2021-12-23T08:03:00.000","08:03","2021-12-23T08:03:00.000","19:30","Harassment / Intimidation - Domestic Violence","13C","Intimidation","234","9300  BALES DR","KANSAS CITY","64132","PJ6445","MPD","false","SUS","U","F",,"false","POINT (-94.547882 38.957148)",
"KC22006671","2022-01-31T19:41:00.000","19:47","2022-01-31T19:41:00.000","19:41","2022-01-31T19:41:00.000",,"Stolen Auto","240","Motor Vehicle Theft","411","200  NE ENGLEWOOD RD","KANSAS CITY","64118","PC0724","NPD","false","CMP VIC","U","M","49","false","POINT (-94.579896 39.196006)","45-54"
"KC22016810","2022-03-14T16:52:00.000","16:52","2022-03-14T16:52:00.000","16:52","2022-03-14T16:52:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","313","3500  E 6TH ST","KANSAS CITY","64124","PJ0688","EPD","false","SUS CHA","W","M","82","false","POINT (-94.540818 39.105035)","75+"
"KC22010779","2022-02-16T09:38:00.000","09:38","2022-02-16T09:38:00.000","09:38","2022-02-16T09:38:00.000",,"Assault (Non-Aggravated)","13A","Aggravated Assault","113","W 12TH ST and WYANDOTTE ST","KANSAS CITY","64105","PJ1080","CPD","false","ARR CHA SUS","B","M","28","false",,"25-34"
"KC22003809","2022-01-18T05:30:00.000","19:07","2022-01-18T05:30:00.000","05:30","2022-01-18T05:30:00.000","16:30","Burglary (Residential)","220","Burglary/Breaking and Entering","324","2400  POPLAR AVE","KANSAS CITY","64127","PJ2092","EPD","false","VIC","W","M","30","false","POINT (-94.525567 39.081789)","25-34"
"KC22001730","2022-01-09T04:35:00.000","04:35","2022-01-09T04:35:00.000","04:35","2022-01-09T04:35:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","115","2300  HOLMES ST","KANSAS CITY","64108","PJ1938","CPD","false","ARR CHA SUS","B","M","43","false","POINT (-94.575809 39.084583)","35-44"
"KC22003240","2022-01-15T20:12:00.000","08:07","2022-01-15T20:12:00.000","20:12","2022-01-15T20:12:00.000",,"Stolen Auto","240","Motor Vehicle Theft","635","4200  N CORRINGTON AVE","KANSAS CITY","64117","PC1130","SCP","false","VIC","W","M","55","false","POINT (-94.496257 39.168712)","55-64"
"KC22001913","2022-01-08T12:00:00.000","08:15","2022-01-08T12:00:00.000","12:00","2022-01-08T12:00:00.000","15:00","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","322","1100  ELMWOOD AVE","KANSAS CITY","64127","PJ1097","EPD","false","VIC",,,,"false","POINT (-94.528962 39.098454)",
"KC22010124","2022-02-12T21:13:00.000","11:42","2022-02-12T21:13:00.000","21:13","2022-02-12T21:13:00.000",,"Violation of Full Order of Protection","90Z","All Other Offenses","344","4800  BYRAMS FORD RD","KANSAS CITY","64129","PJ3996","EPD","false","SUS CHA RES","B","M","37","false","POINT (-94.479716 39.035706)","35-44"
"KC22002164","2022-01-11T10:00:00.000","10:24","2022-01-11T10:00:00.000","10:00","2022-01-11T10:00:00.000","10:00","Burglary (Residential)","220","Burglary/Breaking and Entering","422","5100  NW 88TH TER","KANSAS CITY","64154","PP0285","NPD","false","VIC","W","M","47","false","POINT (-94.639472 39.256604)","45-54"
"KC22011871","2021-12-07T13:36:00.000","12:51","2021-12-07T13:36:00.000","13:36","2021-12-07T13:36:00.000",,"Fraudulent Use of a Credit Device","26B","Credit Card / Automatic Teller","641","8200  N TULLIS AVE","KANSAS CITY","64158","PC0395","SCP","false","VIC","W","F","73","false","POINT (-94.485997 39.239735)","65-74"
"KC22005979","2022-01-28T18:05:00.000","18:05","2022-01-28T18:05:00.000","18:05","2022-01-28T18:05:00.000",,"Stealing - Shoplift","23C","Shoplifting","643","8500  N CHURCH RD","KANSAS CITY","64157","PC0358","SCP","false","SUS","W","M","35","false","POINT (-94.458722 39.246042)","35-44"
"KC22014274","2022-03-03T14:41:00.000","14:41","2022-03-03T14:41:00.000","14:41","2022-03-03T14:41:00.000",,"Stolen Auto","240","Motor Vehicle Theft","112","1100  HARRISON ST","KANSAS CITY","64106","PJ1041","CPD","false","CMP VIC","W","M","52","false","POINT (-94.57113 39.100489)","45-54"
"KC22011634","2022-02-20T11:10:00.000","11:22","2022-02-20T11:10:00.000","11:10","2022-02-20T11:10:00.000",,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","233","1200  E 84TH TER","KANSAS CITY","64131","PJ6070","MPD","true","VIC SUS","W","F","38","false","POINT (-94.57522 38.97419)","35-44"
"KC22003698","2017-02-14T12:00:00.000","11:11","2017-02-14T12:00:00.000","12:00","2017-02-14T12:00:00.000","12:00","Rape - Juvenile","11A","Forcible Rape","424","11400  N MADISON AVE","KANSAS CITY","64155","PC0076","NPD","false","VIC","W","F",,"false","POINT (-94.592521 39.301571)",
"KC22015473","2022-03-08T21:23:00.000","21:25","2022-03-08T21:23:00.000","21:23","2022-03-08T21:23:00.000","21:25","Eluding / Resisting a Lawful Stop","90Z","All Other Offenses","534","LONGVIEW RD and US 71 HWY S","KANSAS CITY","64137","PJ7081","SPD","false","SUS","U","M",,"false",,
"KC22003884","2022-01-19T06:50:00.000","06:50","2022-01-19T06:50:00.000","06:50","2022-01-19T06:50:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","133","100  W 39TH ST","KANSAS CITY","64111","PJ3132","CPD","false","VIC",,,,"false","POINT (-94.587527 39.05663)",
"KC22000459","2022-01-03T11:59:00.000","11:59","2022-01-03T11:59:00.000","11:59","2022-01-03T11:59:00.000",,"Stealing - Other","23G","Theft of Vehicle Parts and Accessories","345","4200  BLUE RIDGE BLVD","KANSAS CITY",,"PJ3601","EPD","false","VIC","W","F",,"false","POINT (-94.438777 39.044421)",
"KC22004524","2022-01-22T07:19:00.000","07:21","2022-01-22T07:19:00.000","07:19","2022-01-22T07:19:00.000",,"Assault (Aggravated)","13A","Aggravated Assault","545","11500  PALMER AVE","KANSAS CITY","64134","PJ7228","SPD","false","VIC","B","M","19","true","POINT (-94.502557 38.914729)","18-24"
"KC22003582","2022-01-17T18:30:00.000","20:20","2022-01-17T18:30:00.000","18:30","2022-01-17T18:30:00.000",,"Stolen Auto","240","Motor Vehicle Theft","331","E 31ST ST and NORTON AVE","KANSAS CITY","64128","PJ2511","EPD","false","VIC","B","M","61","false",,"55-64"
"KC22012010","2022-02-21T20:43:00.000","20:43","2022-02-21T20:43:00.000","20:43","2022-02-21T20:43:00.000",,"Sexual Misconduct - Juvenile","90Z","All Other Offenses","534","10600  WALROND AVE","KANSAS CITY","64137","PJ6879","SPD","false","VIC","W","F",,"false","POINT (-94.553756 38.934031)",
"KC22001569","2022-01-08T10:32:00.000","10:32","2022-01-08T10:32:00.000","10:32","2022-01-08T10:32:00.000",,"Robbery (Business)","120","Robbery","542","8700  BLUE RIDGE BLVD","KANSAS CITY","64138","PJ6327","SPD","false","VIC","W","F","42","false","POINT (-94.498191 38.963333)","35-44"
"KC22006097","2022-01-26T17:00:00.000","10:57","2022-01-26T17:00:00.000","17:00","2022-01-26T17:00:00.000","05:45","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","641","6300  N COLORADO AVE","KANSAS CITY","64119","PC0591","SCP","false","VIC","W","M","27","false","POINT (-94.516914 39.208331)","25-34"
"KC22015688","2022-03-09T17:20:00.000","17:22","2022-03-09T17:20:00.000","17:20","2022-03-09T17:20:00.000",,"Miscellaneous City Ordinance Violation","90Z","All Other Offenses","111","3RD ST and GRAND BLVD","KANSAS CITY",,,"CPD","false","VIC WIT","B","M","68","false",,"65-74"
"KC22006704","2022-01-31T22:03:00.000","22:51","2022-01-31T22:03:00.000","22:03","2022-01-31T22:03:00.000",,"Miscellaneous Investigation",,,"241","GREGORY ST and PROSPECT","KANSAS CITY","64127","PJ2124","MPD","false","VIC",,"F",,"false",,
"KC22001097","2022-01-06T09:40:00.000","09:45","2022-01-06T09:40:00.000","09:40","2022-01-06T09:40:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","113","1300  GRAND BLVD","KANSAS CITY","64106","PJ1183","CPD","false","ARR SUS","B","M","31","false","POINT (-94.580964 39.098516)","25-34"
"KC22014860","2022-03-06T00:00:00.000","02:11","2022-03-06T00:00:00.000","00:00","2022-03-06T00:00:00.000",,"Stealing - Pickpocket","23H","All Other Larceny","133","500  WESTPORT RD","KANSAS CITY","64111","PJ3218","CPD","false","VIC","W","F","51","false","POINT (-94.591604 39.052764)","45-54"
"KC22010219","2022-02-12T21:00:00.000","16:13","2022-02-12T21:00:00.000","21:00","2022-02-12T21:00:00.000",,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","332","3600  SOUTH BENTON AVE","KANSAS CITY","64128","PJ2961","EPD","true","SUS",,,,"false","POINT (-94.549879 39.060194)",
"KC22015750","2022-03-06T23:00:00.000","00:03","2022-03-06T23:00:00.000","23:00","2022-03-06T23:00:00.000",,"Robbery (Residential)","120","Robbery","311","300  N VAN BRUNT BLVD","KANSAS CITY","64123","PJ0226","EPD","false","SUS","W","F",,"false","POINT (-94.525568 39.114601)",
"KC22009979","2012-02-05T12:00:00.000","17:16","2012-02-05T12:00:00.000","12:00","2012-02-05T12:00:00.000","12:00","Stealing from Auto (Auto Part or Accessory)","23G","Theft of Vehicle Parts and Accessories","642","500  NE 103RD ST","KANSAS CITY","64155","PC0181","SCP","false","VIC","W","F","55","false","POINT (-94.573376 39.280818)","55-64"
"KC22013123","2022-02-26T08:00:00.000","16:27","2022-02-26T08:00:00.000","08:00","2022-02-26T08:00:00.000","16:27","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","421","7600  NW PRAIRIE VIEW RD","KANSAS CITY","64151","PP0475","NPD","false","VIC","W","M","23","false","POINT (-94.658228 39.232471)","18-24"
"KC22012067","2022-02-22T07:22:00.000","10:08","2022-02-22T07:22:00.000","07:22","2022-02-22T07:22:00.000",,"Robbery (Armed Street)","120","Robbery","542","8700  BLUE RIDGE BLVD","KANSAS CITY","64138","PJ6327","SPD","false","VIC","B","F","33","true","POINT (-94.498191 38.963333)","25-34"
"KC22014979","2022-03-06T16:55:00.000","17:00","2022-03-06T16:55:00.000","16:55","2022-03-06T16:55:00.000",,"Stealing - Shoplift","23C","Shoplifting","132","200  E LINWOOD BLVD","KANSAS CITY","64111","PJ2631","CPD","false","SUS",,,,"false","POINT (-94.582776 39.068365)",
"KC22014717","2022-03-04T22:00:00.000","11:16","2022-03-04T22:00:00.000","22:00","2022-03-04T22:00:00.000","10:20","Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","999","8600  W UTOPIA DR","RAYTOWN","64138",,"OSPD","true","VIC","B","F","28","false","POINT (-94.481133 38.967648)","25-34"
"KC22000319","2022-01-01T17:00:00.000","17:10","2022-01-01T17:00:00.000","17:00","2022-01-01T17:00:00.000",,"Trespass of Real Property","220","Burglary/Breaking and Entering","632","4100  NE 45TH TER","KANSAS CITY","64117","PC1037","SCP","false","CMP VIC A01","U","F","52","false","POINT (-94.531627 39.176442)","45-54"
"KC22003465","2022-01-17T11:50:00.000","10:49","2022-01-17T11:50:00.000","11:50","2022-01-17T11:50:00.000","12:15","Assault (Non-Aggravated)","13B","Simple Assault","314","4000  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0731","EPD","false","VIC","W","M","27","false","POINT (-94.535243 39.105776)","25-34"
"KC22004407","2022-01-21T15:45:00.000","15:45","2022-01-21T15:45:00.000","15:45","2022-01-21T15:45:00.000","15:45","Stealing - Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","ARR CHA SUS","B","F","44","false",,"35-44"
"KC22003777","2022-01-18T16:18:00.000","16:27","2022-01-18T16:18:00.000","16:18","2022-01-18T16:18:00.000","16:24","Stealing - Shoplift","23C","Shoplifting","221","5700  TROOST AVE","KANSAS CITY","64110","PJ4554","MPD","false","SUS","B","M","35","false","POINT (-94.57401 39.023427)","35-44"
"KC22012420","2022-02-23T18:40:00.000","18:54","2022-02-23T18:40:00.000","18:40","2022-02-23T18:40:00.000",,"Property Damage","290","Vandalism/Destruction of Property","132","3700  BROADWAY BLVD","KANSAS CITY","64111","PJ2968","CPD","false","VIC",,,,"false","POINT (-94.590523 39.06095)",
"KC22009255","2022-02-09T14:00:00.000","13:39","2022-02-09T14:00:00.000","14:00","2022-02-09T14:00:00.000",,"Trespass of Real Property","90J","Trespass of Real Property","311","100  N LAWN AVE","KANSAS CITY","64123","PJ0281","EPD","false","VIC","W","M","43","false","POINT (-94.526832 39.112892)","35-44"
"KC22008931","2022-02-08T09:57:00.000","09:56","2022-02-08T09:57:00.000","09:57","2022-02-08T09:57:00.000",,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","343","3200  ELMWOOD AVE","KANSAS CITY","64127",,"EPD","false","VIC","B","F","25","false",,"25-34"
