"report_no","report_date","report_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearmused_flag","location","age_range"
"KC21050438","2021-07-31T21:26:35.000","21:26","2021-07-31T21:26:00.000","21:26",,,"Vehicular – Injury","90D","Driving Under the Influence","122","8TH ST and PASEO","KANSAS CITY","64111",,"CPD","false","ARR CHA SUS","B","M","58","false",,"55-64"
"KC21038801","2021-06-16T04:04:27.000","04:04","2021-06-16T04:00:00.000","04:00","2021-06-16T04:06:00.000","04:06","Arson","200","Arson","232","1100  E 73RD ST","KANSAS CITY","64131",,"MPD","false","SUS","W","M",,"false",,
"KC21044986","2021-07-09T20:59:30.000","20:59","2021-07-09T20:00:00.000","20:00",,,"Assault (Non-Aggravated)","13A","Aggravated Assault","532","10700  CAMBRIDGE AVE","KANSAS CITY","64134","PJ6961","SPD","false","VIC","B","M",,"true",,
"KC21035608","2021-06-03T18:20:41.000","18:20","2021-06-03T18:15:00.000","18:15",,,"Assault (Non-Aggravated)","13B","Simple Assault","414","5500  NW 81ST TER","KANSAS CITY","64151","PP0389","NPD","false","VIC","W","F",,"false",,
"KC21039377","2021-06-18T08:37:46.000","08:37","2021-06-18T08:37:00.000","08:37","2021-06-18T09:00:00.000","09:00","Stolen Auto","240","Motor Vehicle Theft","132","3500  MAIN ST","KANSAS CITY","64111","PJ2828","CPD","false","VIC","W","M","65","false",,"65-74"
"KC21052248","2021-08-08T14:23:20.000","14:23","2021-08-08T14:23:00.000","14:23",,,"Recovered Stolen Auto",,,"322","E 22ND ST and LAWN AVE","KANSAS CITY","64127","PJ1788","EPD","false","SUS",,"M",,"false",,
"KC21052450","2021-08-09T08:31:52.000","08:31","2021-08-08T23:05:00.000","23:05",,,"Robbery (Strong Armed Street)","13B","Simple Assault","232","7700  HOLMES","KANSAS CITY",,,"MPD","false","SUS","B","F","41","false",,"35-44"
"KC21051483","2021-08-05T10:36:28.000","10:36","2021-08-05T11:43:00.000","11:43","2021-08-05T11:43:00.000","11:43","Assault (Non-Aggravated)","13B","Simple Assault","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21039020","2021-06-16T19:53:40.000","19:53","2021-06-10T14:00:00.000","14:00",,,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","213","5000  HARDESTY","KANSAS CITY",,,"MPD","true","VIC","W","F","23","false",,"18-24"
"KC21035831","2021-06-04T17:09:09.000","17:09","2021-05-31T17:12:00.000","17:12",,,"Forgery","250","Counterfeiting / Forgery","634","5300  N CHOUTEAU TRFY","KANSAS CITY","64119",,"SCP","false","SUS","B","F",,"false",,
"KC21038230","2021-06-13T22:23:00.000","22:23","2021-06-13T16:00:00.000","16:00","2021-06-13T19:00:00.000","19:00","Loss",,,"421","7000  NW BARRY RD","KANSAS CITY","64152","PP0365","NPD","false","CMP VIC","W","F","21","false",,"18-24"
"KC21036393","2021-06-07T01:09:11.000","01:09","2021-06-07T00:30:00.000","00:30",,,"Assault (Non-Aggravated)","13B","Simple Assault","123","E 18TH ST and VINE ST","KANSAS CITY","64108","PJ1585","CPD","false","CMP VIC","B","F","46","false",,"45-54"
"KC21046301","2021-07-15T12:00:00.000","12:00","2021-07-15T12:00:00.000","12:00",,,"Disorderly Conduct","90C","Disorderly Conduct","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21039080","2021-06-17T05:25:04.000","05:25","2021-06-17T05:13:00.000","05:13",,,"Dead Body",,,"234","8700  CHESTNUT CIR","KANSAS CITY",,,"MPD","false","VIC","B","M",,"false",,
"KC21048147","2021-07-22T18:05:09.000","18:05","2021-07-22T18:01:00.000","18:01",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21036351","2021-06-06T20:42:57.000","20:42","2021-06-06T13:00:00.000","13:00",,,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","234","8500  HOLMES RD","KANSAS CITY","64131",,"MPD","false","VIC","U","F","29","false",,"25-34"
"KC21050869","2021-08-02T19:34:26.000","19:34","2021-08-02T19:10:00.000","19:10",,,"Terroristic Threats","13C","Intimidation","414","8000  NW ROANRIDGE RD","KANSAS CITY","64151","PP0402","NPD","false","VIC",,,,"false",,
"KC21035650","2021-06-03T23:11:04.000","23:11","2021-06-01T23:00:00.000","23:00",,,"Property Damage","290","Vandalism/Destruction of Property","323","E 22ND ST and PROSPECT AVE","KANSAS CITY","64127","PJ1800","EPD","false","SUS","B","F","36","false",,"35-44"
"KC21046355","2021-07-15T15:36:04.000","15:36","2021-07-15T15:36:00.000","15:36",,,"Assault (Non-Aggravated)","13B","Simple Assault","143","3900  TROOST AVE","KANSAS CITY","64110","PJ3151","CPD","false","SUS","B","M",,"false",,
"KC21050577","2021-08-01T14:54:58.000","14:54","2021-07-29T13:56:00.000","13:56","2021-07-29T14:05:00.000","14:05","Stealing – Shoplift","23C","Shoplifting","134","400  NICHOLS RD","KANSAS CITY","64112","PJ3741","CPD","false","SUS","B","M",,"false","POINT (-94.591593 39.041296)",
"KC21035807","2021-06-04T15:44:09.000","15:44","2021-06-03T22:00:00.000","22:00",,,"Loss",,,"113","00  E 14TH ST","KANSAS CITY","64106","PJ1240","CPD","false","VIC","W","M","23","false",,"18-24"
"KC21051962","2021-08-07T09:42:00.000","09:42","2021-08-07T09:42:00.000","09:42",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21045692","2021-07-12T21:07:37.000","21:07","2021-07-12T20:30:00.000","20:30",,,"Stealing – Other","23H","All Other Larceny","635","7300  NE 46TH TER","KANSAS CITY","64117","PC1018","SCP","false","SUS","W","M",,"false",,
"KC21040153","2021-06-21T15:08:01.000","15:08","2021-05-12T13:00:00.000","13:00",,,"Stealing from Building/Residence","23D","Theft From Building","131","00  E 32ND ST","KANSAS CITY","64111","PJ2533","CPD","false","SUS","W","M","54","false",,"45-54"
"KC21067069","2021-10-04T16:45:51.000","16:45","2021-10-04T16:45:00.000","16:45",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","ARR CHA SUS","W","F","20","false",,"18-24"
"KC21057400","2021-08-28T15:41:07.000","15:41","2021-08-28T15:41:00.000","15:41",,,"Stolen Auto","240","Motor Vehicle Theft","421","6900  NW 78TH ST","KANSAS CITY","64152","PP0459","NPD","false","SUS","W","M","30","false",,"25-34"
"KC21058969","2021-09-03T12:25:37.000","12:25","2021-09-03T12:50:00.000","12:50",,,"Interdiction",,,"312","6000  E FRONT ST","KANSAS CITY","64120",,"EPD","false","ARR CHA SUS","B","M","34","false","POINT (-94.511082 39.130516)","25-34"
"KC21064185","2021-09-23T13:12:59.000","13:12","2021-09-23T13:08:00.000","13:08",,,"Soliciting Prostitution","40A","Prostitution","342","8800  LEEDS RD","KANSAS CITY","64129","PJ3163","EPD","false","SUS","W","F","50","false","POINT (-94.479512 39.05642)","45-54"
"KC21062281","2021-09-16T12:12:18.000","12:12","2021-09-16T12:00:00.000","12:00","2021-09-16T13:00:00.000","13:00","Miscellaneous Investigation",,,"343","4400  E 39TH ST","KANSAS CITY","64128","PJ3131","EPD","false","ARR SUS","W","M","26","false",,"25-34"
"KC21055708","2021-08-22T06:12:33.000","06:12","2021-08-22T06:15:00.000","06:15",,,"Assault (Aggravated)","13A","Aggravated Assault","633","1600  NE VIVION RD","KANSAS CITY","64119",,"SCP","false","SUS","W","F",,"true",,
"KC21058874","2021-09-02T22:09:08.000","22:09","2021-09-02T21:50:00.000","21:50",,,"Stolen Auto","240","Motor Vehicle Theft","132","E LINWOOD BLVD and MCGEE ST","KANSAS CITY","64111","PJ2650","CPD","false","VIC","W","M","27","false",,"25-34"
"KC21065456","2021-09-28T07:41:17.000","07:41","2021-09-28T07:41:00.000","07:41",,,"Murder","09A","Murder","233","PRESIDENT AVE and TROOST AVE","KANSAS CITY","64131","PJ6003","MPD","false","VIC DEC","W","F","23","true",,"18-24"
"KC21068500","2021-10-10T08:01:15.000","08:01","2021-10-10T09:30:00.000","09:30",,,"Robbery (Armed Street)","120","Robbery","132","W 39TH S and S BALTIMORE AVE","KANSAS CITY","64109",,"CPD","false","ARR CHA SUS","B","M","45","true",,"45-54"
"KC21069167","2021-10-12T19:41:03.000","19:41","2021-10-12T13:00:00.000","13:00","2021-10-12T17:00:00.000","17:00","Stealing – Other","23H","All Other Larceny","142","2300  E 39TH ST","KANSAS CITY","64130","PJ3179","CPD","false","VIC","W","M","20","false",,"18-24"
"KC21029991","2021-05-11T17:16:31.000","17:16","2021-05-11T17:00:00.000","17:00",,,"Domestic Violence Property Damage","290","Vandalism/Destruction of Property","223","5600  PARK AVE","KANSAS CITY","64130","PJ4510","MPD","false","SUS","B","M","41","false","POINT (-94.558788 39.024702)","35-44"
"KC21027304","2021-04-30T13:06:14.000","13:06","2021-04-30T13:01:00.000","13:01",,,"Property Damage","290","Vandalism/Destruction of Property","221","1100  EMANUEL CLEAVER II BLVD","KANSAS CITY","64110","PJ3796","MPD","false","ARR CHA SUS","B","M","63","false","POINT (-94.572474 39.041662)","55-64"
"KC21023860","2021-04-15T18:47:20.000","18:47","2021-04-15T18:47:00.000","18:47",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","233","8100  HIGHLAND AVE","KANSAS CITY","64131","PJ5952","MPD","true","VIC SUS","B","F","30","false",,"25-34"
"KC21026070","2021-04-25T15:25:55.000","15:25","2021-04-24T20:00:00.000","20:00","2021-04-25T12:00:00.000","12:00","Property Damage","290","Vandalism/Destruction of Property","533","400  W 104TH ST","KANSAS CITY","64114","PJ6776","SPD","false","VIC","W","F","24","false","POINT (-94.597155 38.93906)","18-24"
"KC21027218","2021-04-30T02:33:20.000","02:33","2021-04-30T02:20:00.000","02:20",,,"Assault (Aggravated)","13A","Aggravated Assault","535","14500  US 71 HWY","KANSAS CITY","64147",,"SPD","false","VIC","B","M","22","true","POINT (-94.527597 38.862208)","18-24"
"KC21021415","2021-04-05T13:22:36.000","13:22","2021-03-29T13:00:00.000","13:00",,,"Assault (Non-Aggravated)","13B","Simple Assault","115","2400  GILLHAM RD","KANSAS CITY","64108","PJ1962","CPD","false","VIC","W","M","34","false","POINT (-94.578939 39.083647)","25-34"
"KC21019723","2021-03-29T07:54:13.000","07:54","2021-03-29T07:54:00.000","07:54",,,"Trespass of Real Property","90J","Trespass of Real Property","313","500  BENTON BLVD","KANSAS CITY","64124",,"EPD","false","ARR CHA SUS","B","F","22","false","POINT (-94.544542 39.107867)","18-24"
"KC21027779","2021-05-02T17:35:33.000","17:35","2021-05-01T20:00:00.000","20:00","2021-05-02T05:00:00.000","05:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","643","9700  N DITZLER CT","KANSAS CITY","64157","PC0207","SCP","false","VIC","W","F","55","false","POINT (-94.466806 39.26864)","55-64"
"KC21027364","2021-04-30T16:50:00.000","16:50","2021-04-25T17:00:00.000","17:00",,,"Fraud / Stealing Through Deceit (Scam/Confidence Game)","26E","Wire Fraud","233","8200  KENWOOD AVE","KANSAS CITY","64131","PJ5989","MPD","false","VIC","W","M","27","false","POINT (-94.582095 38.97903)","25-34"
"KC21023381","2021-04-13T19:51:44.000","19:51","2021-04-13T19:00:00.000","19:00","2021-04-13T20:54:00.000","20:54","Domestic Violence Assault (Non-Aggravated)","13A","Aggravated Assault","242","8000  OLIVE ST","KANSAS CITY","64132","PJ5904","MPD","false","VIC SUS","B","F","45","false","POINT (-94.560277 38.981925)","45-54"
"KC21025609","2021-04-23T14:37:47.000","14:37","2021-04-23T14:00:00.000","14:00",,,"Endangering the Welfare of a Child","90F","Family Offenses, Nonviolent","635","4300  NE CORRINGTON AVE","KANSAS CITY",,,"SCP","false","VIC","B","M",,"false","POINT (-94.49537 39.170315)",
"KC21018325","2021-03-22T15:47:10.000","15:47","2021-03-21T21:00:00.000","21:00","2021-03-22T15:53:00.000","15:53","Stolen Auto","240","Motor Vehicle Theft","232","7200  TRACY AVE","KANSAS CITY","64131","PJ5473","MPD","false","VIC","B","F","66","false","POINT (-94.573112 38.996721)","65-74"
"KC21028415","2021-05-05T08:07:03.000","08:07","2021-05-05T08:07:00.000","08:07",,,"Outside State Warrant Arrest",,,"132","3700  BROADWAY BLVD","KANSAS CITY",,,"CPD","false","ARR CHA SUS","W","M","42","false","POINT (-94.590523 39.06095)","35-44"
"KC21025702","2021-04-23T22:22:35.000","22:22","2021-04-23T20:30:00.000","20:30","2021-04-23T21:00:00.000","21:00","Stolen Auto","240","Motor Vehicle Theft","223","E 61ST ST and AGNES AVE","KANSAS CITY","64130","PJ4790","MPD","false","SUS","U","U",,"false",,
"KC21022591","2021-04-10T02:56:24.000","02:56","2021-04-10T02:56:00.000","02:56",,,"Assault (Aggravated)","13A","Aggravated Assault","241","6800  ASKEW AVE","KANSAS CITY","64132","PJ5271","MPD","false","VIC","B","F","26","true","POINT (-94.545032 39.002923)","25-34"
"KC21020382","2021-03-31T23:04:55.000","23:04","2021-03-31T14:00:00.000","14:00",,,"Property Damage","290","Vandalism/Destruction of Property","322","1800  KENSINGTON AVE","KANSAS CITY","64127","PJ1638","EPD","false","VIC","B","M","55","false","POINT (-94.531241 39.089892)","55-64"
"KC21032178","2021-05-20T17:01:58.000","17:01","2021-05-20T17:01:00.000","17:01",,,"Miscellaneous City Ordinance Violation","90Z","All Other Offenses","141","3500  TROOST AVE","KANSAS CITY","64109","PJ2851","CPD","false","ARR CHA SUS","W","M","41","false","POINT (-94.571746 39.062918)","35-44"
"KC21031027","2021-05-16T04:44:47.000","04:44","2021-05-16T04:44:00.000","04:44",,,"Trespass of Real Property","90J","Trespass of Real Property","115","2300  HOLMES ST","KANSAS CITY","64108","PJ1938","CPD","false","ARR CHA SUS","B","M","30","false","POINT (-94.575809 39.084583)","25-34"
"KC21027240","2021-04-30T08:20:01.000","08:20","2021-04-30T08:20:00.000","08:20","2021-04-30T09:00:00.000","09:00","Trespass of Real Property","90J","Trespass of Real Property","133","3900  BALTIMORE AVE","KANSAS CITY","64111","PJ3132","CPD","false","VIC",,,,"false","POINT (-94.587312 39.056624)",
"KC21018745","2021-03-24T15:07:03.000","15:07","2021-03-24T11:31:00.000","11:31",,,"Identity Theft","26F","Identity Theft","223","5600  COLLEGE AVE","KANSAS CITY","64130","PJ4488","MPD","false","VIC","B","F","39","false","POINT (-94.547259 39.024442)","35-44"
"KC21026771","2021-04-28T12:20:53.000","12:20","2021-04-28T12:01:00.000","12:01",,,"Violation of Ex-Parte Order of Protection","90Z","All Other Offenses","641","5600  N QUINCY AVE","KANSAS CITY","64119","PC0682","SCP","false","ARR CHA SUS","W","F","39","false","POINT (-94.517404 39.196)","35-44"
"KC21034019","2021-05-27T23:10:33.000","23:10","2021-05-27T23:10:00.000","23:10",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","321","2600  E 11TH ST","KANSAS CITY","64127","PJ1043","EPD","true","VIC","B","F","23","false","POINT (-94.551328 39.100646)","18-24"
"KC21032635","2021-05-22T16:04:28.000","16:04","2021-05-22T16:04:00.000","16:04",,,"Assault (Non-Aggravated)","13B","Simple Assault","314","3800  INDEPENDENCE AVE","KANSAS CITY","64124","PJ0694","EPD","false","SUS","B","M","31","false","POINT (-94.537338 39.105844)","25-34"
"KC21032105","2021-05-20T11:54:45.000","11:54","2021-02-01T00:00:00.000","00:00","2021-05-19T16:00:00.000","16:00","Fraud / Stealing Through Deceit (Scam/Confidence Game)","26A","False Pretenses / Swindle","113","00  E 13TH ST","KANSAS CITY","64106","PJ1087","CPD","false","VIC","W","F","32","false",,"25-34"
"KC21021175","2021-04-04T19:02:01.000","19:02","2021-04-04T03:00:00.000","03:00","2021-04-04T11:00:00.000","11:00","Possession/Distribution of Child Pornography","90Z","All Other Offenses","642","11000  N OAK TRFY","KANSAS CITY","64155","PC0123","SCP","false","VIC","U","F",,"false","POINT (-94.575424 39.293307)",
"KC21028339","2021-05-04T21:20:52.000","21:20","2021-05-04T21:20:00.000","21:20",,,"Assault (Aggravated)","13A","Aggravated Assault","112","1100  GRAND BLVD","KANSAS CITY","64106","PJ1015","CPD","false","VIC","B","F","29","true","POINT (-94.580856 39.100841)","25-34"
"KC21065918","2021-09-29T19:50:33.000","19:50","2021-09-29T19:45:00.000","19:45",,,"Assault (Non-Aggravated)","13B","Simple Assault","332","E 36TH ST and COLLEGE AVE","KANSAS CITY","64128","PJ2881","EPD","false","SUS","B","M",,"false",,
"KC21065256","2021-09-27T13:40:00.000","13:40","2021-09-27T13:40:00.000","13:40","2021-09-27T13:40:00.000","13:40","Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","SUS","B","M",,"false",,
"KC21069016","2021-10-12T10:20:01.000","10:20","2021-10-12T04:30:00.000","04:30","2021-10-12T04:35:00.000","04:35","Property Damage","290","Vandalism/Destruction of Property","111","BROADWAY and W I 35 HWY E","KANSAS CITY","64105","PJ0584","CPD","false","VIC","U","F","65","false",,"65-74"
"KC21058164","2021-08-31T10:35:19.000","10:35","2021-08-31T10:30:00.000","10:30",,,"Vehicular – Non-Injury",,,"233","E 85TH ST and HOLMES RD","KANSAS CITY","64131","PJ6060","MPD","false","CHA VDR","W","F","64","false",,"55-64"
"KC21057263","2021-08-28T01:11:58.000","01:11","2021-08-28T01:11:00.000","01:11",,,"Outside State Warrant Arrest",,,"345","4000  BLUE RIDGE CTOF","KANSAS CITY","64133","PJ3492","EPD","false","ARR CHA SUS VPA","B","M","53","false",,"45-54"
"KC21056299","2021-08-24T12:43:03.000","12:43","2021-08-24T12:43:00.000","12:43",,,"Stolen Auto","240","Motor Vehicle Theft","114","200  E 22ND ST","KANSAS CITY","64108",,"CPD","false","CMP VIC","W","F","54","false",,"45-54"
"KC21064316","2021-09-23T19:03:30.000","19:03","2021-09-23T19:03:00.000","19:03",,,"Assault (Aggravated)","13A","Aggravated Assault","321","E 12TH ST and PROSPECT AVE","KANSAS CITY","64127","PJ1086","EPD","false","ARR CHA SUS","B","M","28","false",,"25-34"
"KC21065359","2021-09-27T18:15:00.000","18:15","2021-09-27T18:15:00.000","18:15","2021-09-27T18:15:00.000","18:15","Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21060054","2021-09-08T04:32:40.000","04:32","2021-09-08T04:32:00.000","04:32",,,"Tampering","35B","Drug Equipment Violations","635","5800  NE 48TH ST","KANSAS CITY","64117","PC1128","SCP","false","SUS","W","M",,"false",,
"KC21060547","2021-09-09T18:10:59.000","18:10","2021-09-09T18:10:00.000","18:10",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY E","KANSAS CITY","64133","PJ3601","EPD","false","VIC",,,,"false",,
"KC21052761","2021-08-10T10:52:54.000","10:52","2021-07-24T20:00:00.000","20:00",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","414","6500  NW BARRY RD","KANSAS CITY","64151","PP0402","NPD","false","VIC","W","F","35","false",,"35-44"
"KC21061140","2021-09-12T01:21:10.000","01:21","2021-09-12T01:00:00.000","01:00","2021-09-12T02:30:00.000","02:30","Vehicular – Non-Injury",,,"421","NW BARRY RD and N I 29 HWY S","KANSAS CITY","64151","PP0385","NPD","false","ARR CHA SUS VDR","U","M","58","false",,"55-64"
"KC21061129","2021-09-12T00:50:42.000","00:50","2021-09-12T00:45:00.000","00:45",,,"Assault (Non-Aggravated)","13B","Simple Assault","113","E 17TH ST and GRAND BLVD","KANSAS CITY","64108","PJ1397","CPD","false","SUS","B","M",,"false",,
"KC21052677","2021-08-09T23:07:39.000","23:07","2021-08-09T23:07:00.000","23:07",,,"Eluding / Resisting a Lawful Stop",,,"344","RAYTOWN RD and I 435 HWY NE","KANSAS CITY","64126","PJ3334","EPD","false","SUS VDR","W","F",,"false",,
"KC21060496","2021-09-09T15:10:33.000","15:10","2021-09-09T11:45:00.000","11:45",,,"Robbery (Armed Street)","120","Robbery","111","W 10TH ST and SUMMIT ST","KANSAS CITY","64105","PJ0760","CPD","false","SUS","B","M",,"true",,
"KC21033634","2021-05-26T13:24:16.000","13:24","2021-05-26T13:24:00.000","13:24",,,"Assault (Non-Aggravated)","13A","Aggravated Assault","223","6000  AGNES AVE","KANSAS CITY","64130","PJ4786","MPD","false","VIC SUS","B","F","46","false","POINT (-94.551244 39.017387)","45-54"
"KC21069204","2021-10-12T22:23:23.000","22:23","2021-10-12T22:17:00.000","22:17",,,"Assault (Aggravated)","13A","Aggravated Assault","211","5400  JACKSON AVE","KANSAS CITY","64130","PJ4357","MPD","false","VIC","B","M","40","true",,"35-44"
