"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearm_used_flag","location"
"KC19087347","2019-11-14T00:00:00.000","15:18","2019-11-14T00:00:00.000","15:18",,,"City/Municipal Warrant Arrest",,,"0","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA SUS","W","M","29","false",
"KC19057267","2019-07-31T00:00:00.000","10:14","2019-07-27T00:00:00.000","16:00",,,"Stealing from Auto (Theft from Auto)",,,"113","GRAND BLVD and E 18TH ST","KANSAS CITY","64108","PJ1470","CPD","N","VIC","W","M","27","false","GRAND BLVD and E 18TH ST
KANSAS CITY,  64108
(39.111602, -94.580938)"
"KC19080800","2019-10-21T00:00:00.000","10:47","2019-10-20T00:00:00.000","22:30",,,"Arson","200","Arson","315","300  WHITE AVE","KANSAS CITY",,"PJ0457","EPD","N","VIC","W","F","36","false","300  WHITE AVE
KANSAS CITY,  
(39.11041, -94.511872)"
"KC19085906","2019-11-09T00:00:00.000","3:04","2019-11-09T00:00:00.000","3:04",,,"Alcohol Influence Report",,,"113","S BRUCE R WATKINS DR and E 22ND ST","KANSAS CITY",,,"CPD","N","ARR CHA SUS","W","F","25","false",
"KC19078270","2019-10-11T00:00:00.000","15:29","2019-10-11T00:00:00.000","15:29",,,"Recovered Stolen Auto",,,"341","1400  TOPPING AVE","KANSAS CITY","64126","PJ1314","EPD","N","VIC","U","F",,"false",
"KC19086161","2019-11-10T00:00:00.000","6:40","2019-11-09T00:00:00.000","10:00","2019-11-10T00:00:00.000","7:00","Trespass of Real Property",,,"633","1600  NE VIVION RD","KANSAS CITY","64116",,"SCP","N","VIC",,,,"false",
"KC19060482","2019-08-11T00:00:00.000","22:29","2019-08-12T00:00:00.000","3:45",,,"City/Municipal Warrant Arrest",,,"0","10000  E 59TH ST","RAYTOWN","64133",,"OSPD","N","ARR CHA SUS",,"M","27","false","10000  E 59TH ST
RAYTOWN,  64133
(39.01684, -94.463049)"
"KC19063624","2019-08-22T00:00:00.000","14:55","2019-08-22T00:00:00.000","15:40","2019-08-22T00:00:00.000","16:30","Stealing – Other",,,"234","6800  TROOST AVE","KANSAS CITY","64131",,"MPD","N","SUS","B","M","25","false","6800  TROOST AVE
KANSAS CITY,  64131
(39.003746, -94.575051)"
"KC19074773","2019-09-30T00:00:00.000","9:14","2019-06-01T00:00:00.000",":",,,"Sodomy - Juvenile","11B","Forcible Sodomy","312","3100  E 11 ST","KANSAS CITY",,,"EPD","N","VIC","W","F",,"false","3100  E 11 ST
KANSAS CITY,  
(39.100452, -94.545793)"
"KC19073253","2019-09-24T00:00:00.000","14:33","2019-09-24T00:00:00.000","21:09",,,"Possession of Stolen Property","240","Motor Vehicle Theft","321","E TRUMAN RD and NORTON AVE","KANSAS CITY","64127","PJ1377","EPD","N","VIC","W","M","50","false",
"KC19058468","2019-08-04T00:00:00.000","23:52","2019-08-04T00:00:00.000","23:56",,,"Embezzlement","270","Embezzlement","132","3200  MAIN ST","KANSAS CITY","64111","PJ2650","CPD","N","VIC",,,,"false","3200  MAIN ST
KANSAS CITY,  64111
(39.069121, -94.585387)"
"KC19085559","2019-11-07T00:00:00.000","18:03","2019-11-07T00:00:00.000","18:03",,,"Burglary (Residential)","220","Burglary/Breaking and Entering","232","1300  E 75TH ST","KANSAS CITY","64132",,"MPD","N","VIC",,,,"false",
"KC19063599","2019-08-22T00:00:00.000","14:43","2019-08-22T00:00:00.000","14:43",,,"Elder Abuse",,,"222","5500  HIGHLAND AVE","KANSAS CITY","64110","PJ4429","MPD","Y","VIC","B","M","67","false","5500  HIGHLAND AVE
KANSAS CITY,  64110
(39.026876, -94.565646)"
"KC19086203","2019-11-10T00:00:00.000","11:47","2019-11-10T00:00:00.000","11:47","2019-11-10T00:00:00.000","12:34","Rape","11A","Forcible Rape","234","800  E 93RD ST","KANSAS CITY","64132",,"MPD","Y","SUS","B","M","29","false",
"KC19059019","2019-08-06T00:00:00.000","22:33","2019-08-06T00:00:00.000","22:33",,,"Violation of Ex-Parte Order of Protection","90Z","All Other Offenses","314","5300  INDEPENDENCE AVE","KANSAS CITY","64127","PJ0737","EPD","Y","VIC","W","M",,"false",
"KC19067110","2019-09-03T00:00:00.000","19:54","2019-09-03T00:00:00.000","19:50","2019-09-03T00:00:00.000","19:51","Robbery (Business)","120","Robbery","542","9400  BLUE RIDGE BLVD","KANSAS CITY","64134",,"SPD","N","VIC",,,,"true",
"KC19063623","2019-08-22T00:00:00.000","14:15","2019-08-22T00:00:00.000","13:45",,,"Assault (Non-Aggravated)","13B","Simple Assault","631","4000  N OAK TRFY","KANSAS CITY","64116",,"SCP","N","SUS","W","F","50","false",
"KC19085647","2019-11-08T00:00:00.000","7:52","2019-11-07T00:00:00.000","17:00","2019-11-08T00:00:00.000","7:20","Stealing from Auto (Theft from Auto)","23H","All Other Larceny","423","200  NW 96TH ST","KANSAS CITY","64155",,"NPD","N","VIC","W","M","25","false",
"KC19079261","2019-10-15T00:00:00.000","15:33","2019-10-15T00:00:00.000","15:33",,,"Trespass of Real Property","90J","Trespass of Real Property","323","E 18TH ST and PROSPECT AVE","KANSAS CITY","64127","PJ1529","EPD","N","VIC",,,,"false",
"KC19067450","2019-09-04T00:00:00.000","22:48","2019-09-04T00:00:00.000","22:48",,,"State Warrant Arrest",,,"334","E 45TH ST and SOUTH BENTON AVE","KANSAS CITY",,"PJ3596","EPD","N","ARR CHA SUS","B","M","34","false","E 45TH ST and SOUTH BENTON AVE
KANSAS CITY,  
(39.044475, -94.550924)"
"KC19077386","2019-10-09T00:00:00.000","2:19","2019-10-09T00:00:00.000","2:19",,,"Stealing – Shoplift",,,"641","9900  NE BARRY RD","KANSAS CITY","64158","PC0387","SCP","N","VIC",,,,"false",
"KC19077455","2019-10-09T00:00:00.000","9:03","2019-10-08T00:00:00.000","23:30",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","322","1800  TOPPING AVE","KANSAS CITY","64126",,"EPD","Y","SUS","W","M","22","false",
"KC19070106","2019-09-14T00:00:00.000","4:16","2019-09-14T00:00:00.000","4:00",,,"Assault (Aggravated)","13A","Aggravated Assault","222","2100  E 57TH ST","KANSAS CITY",,,"MPD","N","VIC","B","M",,"true",
"KC19076639","2019-10-06T00:00:00.000","14:24","2019-10-04T00:00:00.000","6:40","2019-10-04T00:00:00.000","16:30","Molestation",,,"125","00  E 32 ST","KANSAS CITY","64109",,"CPD","N","SUS","B","M","40","false",
"KC19070490","2019-09-15T00:00:00.000","18:19","2019-09-15T00:00:00.000","16:30","2019-09-15T00:00:00.000","17:30","Stolen Auto","240","Motor Vehicle Theft","224","0  E 62ND TER","KANSAS CITY","64109",,"MPD","N","VIC","W","M","54","false",
"KC19063139","2019-08-21T00:00:00.000","3:18","2019-08-21T00:00:00.000","3:10",,,"Felon/Prohibited Person in Possession of a Firearm/Ammunition/Body Armor","520","Weapon Law Violations","241","7000  PROSPECT AVE","KANSAS CITY","64130","PJ5341","MPD","N","CHA INA SUS","B","M","30","true",
"KC19071075","2019-09-17T00:00:00.000","14:36","2019-09-01T00:00:00.000","22:00",,,"Rape","11A","Forcible Rape","243","8300  HILLCREST RD","KANSAS CITY","64134",,"MPD","N","SUS","B","M","26","false",
"KC19081765","2019-10-24T00:00:00.000","18:26","2019-10-23T00:00:00.000","19:06",,,"Assault (Non-Aggravated)","13B","Simple Assault","642","1900  NE 104TH TER","KANSAS CITY","64155","PC0189","SCP","N","SUS","W","M",,"false",
"KC19066314","2019-08-31T00:00:00.000","19:53","2019-08-31T00:00:00.000","19:53",,,"Violation of Full Order of Protection","90Z","All Other Offenses","415","8000  N THOMAS MEYERS DR","KANSAS CITY","64118",,"NPD","Y","ARR CHA SUS","B","M","58","false",
"KC19073525","2019-09-25T00:00:00.000","18:33","2019-09-25T00:00:00.000","18:33",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA SUS","W","M","34","false",
"KC19071999","2019-09-20T00:00:00.000","13:49","2019-09-19T00:00:00.000","16:00",,,"Embezzlement","270","Embezzlement","231","7900  STATE LINE RD","KANSAS CITY","64114",,"MPD","N","SUS","B","M","21","false",
"KC19072030","2019-09-20T00:00:00.000","16:18","2019-09-20T00:00:00.000","16:18",,,"Robbery (Armed Street)","120","Robbery","131","1000  WESTPORT RD","KANSAS CITY","64111",,"CPD","N","ARR CHA SUS","B","M","46","false",
"KC19068949","2019-09-10T00:00:00.000","12:39","2019-09-10T00:00:00.000","12:50",,,"Suicide",,,"112","1000  MAIN ST","KANSAS CITY","64105","PJ0939","CPD","N","VIC","B","F","41","false","1000  MAIN ST
KANSAS CITY,  64105
(39.102357, -94.58304)"
"KC19074661","2019-09-29T00:00:00.000","20:47","2019-09-29T00:00:00.000","20:47",,,"Property Damage",,,"641","8600  NE 107","KANSAS CITY","64157",,"SCP","N","CMP VIC","W","F","24","false",
"KC19080843","2019-10-21T00:00:00.000","13:32","2019-10-21T00:00:00.000","13:32",,,"Eluding / Resisting a Lawful Stop","120","Robbery","332","BENTON and 31 ST","KANSAS CITY","64127",,"EPD","N","ARR CHA SUS","B","M","20","true",
"KC19079381","2019-10-15T00:00:00.000","23:10","2019-10-15T00:00:00.000","18:28",,,"Stolen Auto","240","Motor Vehicle Theft","414","5300  NW 64 ST","KANSAS CITY","64151",,"NPD","N","VIC",,,,"false","5300  NW 64 ST
KANSAS CITY,  64151
(39.210514, -94.641771)"
"KC19054691","2019-07-21T00:00:00.000","21:27","2019-07-21T00:00:00.000","21:27",,,"State Warrant Arrest",,,"222","5400  MICHIGAN AVE","KANSAS CITY","64130","PJ4356","MPD","N","INA SUS","B","M","49","false","5400  MICHIGAN AVE
KANSAS CITY,  64130
(39.028521, -94.56324)"
"KC19066880","2019-09-03T00:00:00.000","6:50","2019-09-03T00:00:00.000","6:47",,,"Robbery (Armed Street)","120","Robbery","111","E 2ND ST and WALNUT ST","KANSAS CITY","64106","PJ0375","CPD","N","SUS","W","M","22","false",
"KC19069127","2019-09-10T00:00:00.000","22:42","2019-09-10T00:00:00.000","22:42",,,"Robbery (Armed Street)","120","Robbery","314","3800  INDEPENDENCE AVE","KANSAS CITY",,"PJ0630","EPD","N","VIC","B","F","20","true","3800  INDEPENDENCE AVE
KANSAS CITY,  
(39.105844, -94.537338)"
"KC19081899","2019-10-25T00:00:00.000","10:46","2019-10-25T00:00:00.000","10:48",,,"Assault (Non-Aggravated)","13B","Simple Assault","321","E 12TH ST and PROSPECT AVE","KANSAS CITY","64127","PJ0983","EPD","N","VIC","B","M","24","false",
"KC19074150","2019-09-27T00:00:00.000","18:56","2019-09-24T00:00:00.000","18:45",,,"Stealing – Other","23H","All Other Larceny","413","6200  N KLAMM RD","KANSAS CITY","64151",,"NPD","N","SUS","B","M",,"false",
"KC19081816","2019-10-24T00:00:00.000","21:55","2019-10-24T00:00:00.000","22:00",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","ARR CHA SUS","W","M","38","false",
"KC19057074","2019-07-30T00:00:00.000","15:57","2019-07-30T00:00:00.000","15:57",,,"Assault (Aggravated) on Department Member/Outside Law Enforcement Officer",,,"321","E I 70 HWY W and BENTON BLVD","KANSAS CITY","64127","PJ1235","EPD","N","ARR CHA SUS","W","M","26","false",
"KC19082147","2019-10-26T00:00:00.000","8:25","2019-10-26T00:00:00.000","8:26",,,"Disorderly Conduct","90C","Disorderly Conduct","121","1900  INDEPENDENCE BLVD","KANSAS CITY","64106",,"CPD","N","VIC","W","M","47","false",
"KC19079968","2019-10-18T00:00:00.000","1:36","2019-10-18T00:00:00.000","1:36",,,"Robbery (Residential)",,,"142","3800  PASEO","KANSAS CITY","64109",,"CPD","N","VIC","W","F","36","false","3800  PASEO
KANSAS CITY,  64109
(39.057581, -94.567384)"
"KC19085082","2019-11-05T00:00:00.000","23:31","2019-11-05T00:00:00.000","23:31",,,"Stolen Auto","240","Motor Vehicle Theft","341","1900  HARDESTY AVE","KANSAS CITY","64127","PJ1735","EPD","N","VIC","W","M","59","false",
"KC19079685","2019-10-16T00:00:00.000","21:20","2019-10-17T00:00:00.000","0:11",,,"City/Municipal Warrant Arrest",,,"999","E 13TH ST and GRAND BLVD","PLATTE CITY",,,"OSPD","N","ARR CHA SUS","W","M","54","false",
"KC19078027","2019-10-11T00:00:00.000","6:35","2019-10-11T00:00:00.000","6:13",,,"Assault (Aggravated)","13A","Aggravated Assault","232","00  W POCAHONTAS LN","KANSAS CITY","64113",,"MPD","N","VIC","W","F","27","false",
"KC19083673","2019-10-31T00:00:00.000","15:24","2019-10-30T00:00:00.000","20:00",,,"Abuse of a Child","13B","Simple Assault","115","2400  GILLHAM RD","KANSAS CITY","64124","PJ1962","CPD","N","VIC","U","F",,"false",
"KC19070228","2019-09-14T00:00:00.000","16:37","2019-09-14T00:00:00.000","15:56",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","VIC",,,,"false",
"KC19082730","2019-10-28T00:00:00.000","12:12","2019-10-20T00:00:00.000","20:45","2019-10-20T00:00:00.000","20:45","Sodomy - Juvenile","11B","Forcible Sodomy","314","4600  SAIDA AVE","KANSAS CITY","64123",,"EPD","N","VIC","B","M",,"false",
"KC19086102","2019-11-09T00:00:00.000","19:21","2019-11-09T00:00:00.000","19:10","2019-11-09T00:00:00.000","21:59","Molestation","11B","Forcible Sodomy","211","3000  E 49TH ST","KANSAS CITY","64130",,"MPD","Y","VIC","U","M",,"false",
"KC19085119","2019-11-06T00:00:00.000","8:16","2019-11-05T00:00:00.000","16:30","2019-11-06T00:00:00.000","7:45","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","634","5100  N CHOUTEAU TRFY","KANSAS CITY","64119",,"SCP","N","CMP VIC","W","F","31","false",
"KC19073938","2019-09-27T00:00:00.000","3:08","2019-09-27T00:00:00.000","3:05","2019-09-27T00:00:00.000","6:15","Arson","200","Arson","535","11500  TROOST AVE","KANSAS CITY","64131","PJ7176","SPD","N","VIC",,,,"false",
"KC19081685","2019-10-24T00:00:00.000","13:15","2019-10-24T00:00:00.000","13:10",,,"Eluding / Resisting a Lawful Stop",,,"343","LINWOOD and DENVER","KANSAS CITY",,,"EPD","N","ARR CHA SUS","B","M","48","false",
"KC19074800","2019-09-30T00:00:00.000","9:31","2019-09-30T00:00:00.000","9:15","2019-09-30T00:00:00.000","9:31","Stealing – Shoplift","280","Stolen Property Offenses","535","1200  W 136TH ST","KANSAS CITY",,,"SPD","N","SUS","W","M",,"false",
"KC19084889","2019-11-05T00:00:00.000","12:28","2019-11-03T00:00:00.000","19:00","2019-11-04T00:00:00.000","17:00","Rape – Statutory","36B","Statutory Rape","115","2400  GILLHAM RD","KANSAS CITY","64108","PJ1962","CPD","N","VIC","W","F",,"false",
"KC19074495","2019-09-29T00:00:00.000","3:36","2019-09-29T00:00:00.000","0:30","2019-09-29T00:00:00.000","3:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","133","4100  MILL ST","KANSAS CITY","64111",,"CPD","N","VIC","W","F","21","false",
"KC19077091","2019-10-08T00:00:00.000","7:47","2019-10-08T00:00:00.000","7:47","2019-10-08T00:00:00.000","7:59","Property Damage","290","Vandalism/Destruction of Property","232","7200  TROOST AVE","KANSAS CITY",,"PJ5472","MPD","N","VIC",,,,"false",
"KC19075379","2019-10-02T00:00:00.000","8:28","2019-10-02T00:00:00.000","8:28",,,"Trespass of Real Property","90J","Trespass of Real Property","241","2300  E MEYER BLVD","KANSAS CITY","64131",,"MPD","N","ARR CHA SUS","B","M","62","false",
"KC19062124","2019-08-17T00:00:00.000","12:34","2019-08-17T00:00:00.000","10:00","2019-08-17T00:00:00.000","13:15","Dead Body",,,"322","2000  LAWN AVE","KANSAS CITY",,"PJ1788","EPD","N","VIC","W","F","30","false","2000  LAWN AVE
KANSAS CITY,  
(39.087174, -94.528392)"
"KC19065181","2019-08-28T00:00:00.000","0:42","2019-08-28T00:00:00.000","0:37","2019-08-28T00:00:00.000","0:40","Assault (Non-Aggravated)","13B","Simple Assault","121","1700  INDEPENDENCE BLVD","KANSAS CITY","64106","PJ0663","CPD","N","CMP VIC","W","M","36","false",
"KC19076446","2019-10-05T00:00:00.000","16:05","2019-10-05T00:00:00.000","16:05",,,"City Weapons Offense",,,"542","S BLUE RIDGE BLVD and E BANNISTER RD","KANSAS CITY","64134",,"SPD","N","VIC","B","F","21","false",
"KC19084004","2019-11-01T00:00:00.000","20:33","2019-11-01T00:00:00.000","20:33",,,"Stolen Auto","240","Motor Vehicle Theft","641","N CHURCH AVE and CHURCH RD","KANSAS CITY",,,"SCP","N","VIC","W","M","33","false",
"KC19075062","2019-10-01T00:00:00.000","7:36","2019-09-30T00:00:00.000","23:00","2019-10-01T00:00:00.000","7:00","Burglary (Residential)","220","Burglary/Breaking and Entering","221","0  E 57TH TER","KANSAS CITY","64110","PJ4520","MPD","N","VIC","W","M","45","false",
"KC19057581","2019-08-01T00:00:00.000","11:15","2019-08-01T00:00:00.000","11:09",,,"Arson","200","Arson","332","3400  CHESTNUT AVE","KANSAS CITY",,"PJ2802","EPD","N","VIC","W","F","25","false","3400  CHESTNUT AVE
KANSAS CITY,  
(39.064226, -94.55082)"
"KC19063367","2019-08-21T00:00:00.000","17:26","2019-08-21T00:00:00.000","17:26","2019-08-21T00:00:00.000","18:57","Abuse of a Child",,,"221","5600  VIRGINIA AVE","KANSAS CITY",,,"MPD","N","VIC","B","M",,"false","5600  VIRGINIA AVE
KANSAS CITY,  
(39.025128, -94.570404)"
"KC19082511","2019-10-27T00:00:00.000","18:32","2019-10-27T00:00:00.000","16:00",,,"Stealing – Shoplift","23C","Shoplifting","542","9500  BLUE RIDGE BLVD","KANSAS CITY","64134","PJ6586","SPD","N","VIC",,,,"false",
"KC19074735","2019-09-30T00:00:00.000","4:06","2019-09-30T00:00:00.000","4:28",,,"City/Municipal Warrant Arrest",,,"999","9400  NE 79TH ST","PLATTE CITY",,,"OSPD","N","ARR CHA SUS","B","M","33","false",
"KC19062419","2019-08-18T00:00:00.000","15:24","2019-08-04T00:00:00.000","22:14",,,"Abuse of a Child",,,"234","9300  CLEVELAND AVE","KANSAS CITY","64132",,"MPD","N","SUS","B","F","23","false","9300  CLEVELAND AVE
KANSAS CITY,  64132
(38.956277, -94.54397)"
"KC19072441","2019-09-22T00:00:00.000","10:27","2019-09-22T00:00:00.000","10:25",,,"Assault (Non-Aggravated)","13B","Simple Assault","142","1200  E ARMOUR BLVD","KANSAS CITY","64111",,"CPD","N","ARR CHA SUS","B","F","37","false",
"KC19073917","2019-09-27T00:00:00.000","0:32","2019-09-27T00:00:00.000","0:34",,,"Assault (Aggravated)","13A","Aggravated Assault","542","9400  MCKINLEY AVE","KANSAS CITY","64138","PJ6509","SPD","N","VIC","B","M",,"false",
"KC19084815","2019-11-05T00:00:00.000","7:59","2019-11-05T00:00:00.000","9:27",,,"City/Municipal Warrant Arrest","90Z","All Other Offenses","122","1100  TROOST AVE","KANSAS CITY",,"PJ1046","CPD","N","ARR CHA SUS","B","M","38","false",
"KC19072026","2019-09-20T00:00:00.000","14:00","2019-09-20T00:00:00.000","16:45","2019-09-20T00:00:00.000","16:45","Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","ARR CHA SUS","B","M","35","false",
"KC19075587","2019-10-02T00:00:00.000","18:42","2019-10-02T00:00:00.000","18:42","2019-10-02T00:00:00.000","18:42","Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","422","8800  N HULL AVE","KANSAS CITY",,"PP0285","NPD","Y","ARR CHA SUS","W","M",,"false",
"KC19085767","2019-11-08T00:00:00.000","14:40","2019-11-08T00:00:00.000","14:40",,,"Human Trafficking/Involuntary Servitude",,,"332","3300  CLEVELAND AVE","KANSAS CITY","64127","PJ2747","EPD","N","VIC","B","F","33","false",
"KC19084755","2019-11-04T00:00:00.000","22:38","2019-11-04T00:00:00.000","22:38",,,"Possession/Sale/Distribution of a Controlled Substance",,,"132","E 39TH ST and MCGEE ST","KANSAS CITY","64111",,"CPD","N","ARR CHA SUS","W","M","37","false",
"KC19078603","2019-10-13T00:00:00.000","6:35","2019-10-13T00:00:00.000","6:30",,,"Burglary (Residential)",,,"542","9500  MANCHESTER AVE","KANSAS CITY",,,"SPD","N","VIC","B","F","60","false",
"KC19080518","2019-10-20T00:00:00.000","2:39","2019-10-20T00:00:00.000","2:15",,,"Domestic Violence Assault (Aggravated)",,,"532","5700  E 96TH PL","KANSAS CITY","64134",,"SPD","N","VIC","B","F","25","false",
"KC19073018","2019-09-24T00:00:00.000","7:32","2019-09-24T00:00:00.000","7:20",,,"Abuse of a Child","13B","Simple Assault","542","9400  MCKINLEY AVE","KANSAS CITY","64138","PJ6509","SPD","Y","SUS","B","M","31","false",
"KC19081256","2019-10-22T00:00:00.000","19:00","2019-10-22T00:00:00.000","19:39",,,"City/Municipal Warrant Arrest",,,"0","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA SUS","W","F","32","false",
"KC19071260","2019-09-18T00:00:00.000","7:43","2019-09-18T00:00:00.000","7:40",,,"Vehicular – Injury",,,"533","IS 435 HWY N and 103RD ST E","KANSAS CITY","64138",,"SPD","N","ARR CHA SUS VDR","B","F","30","false",
"KC19080324","2019-10-19T00:00:00.000","11:18","2019-10-18T00:00:00.000","17:54",,,"Fraud / Stealing Through Deceit (Scam/Confidence Game)","26B","Credit Card / Automatic Teller","532","6200  E 110TH ST","KANSAS CITY","64131","PJ6986","SPD","N","VIC","B","M","31","false",
"KC19080437","2019-10-19T00:00:00.000","20:24","2018-12-24T00:00:00.000","23:25",,,"Recovered Property",,,"112","1100  LOCUST ST","KANSAS CITY","64106","PJ1029","CPD","N","VIC",,"F","62","false",
"KC19078461","2019-10-12T00:00:00.000","15:57","2019-10-12T00:00:00.000","15:50",,,"Assault (Aggravated)","13A","Aggravated Assault","111","E 3RD ST and OAK ST","KANSAS CITY","64106","PJ0357","CPD","N","SUS","W",,,"false",
"KC19064541","2019-08-25T00:00:00.000","22:10","2019-08-25T00:00:00.000","22:00",,,"Terroristic Threats","13C","Intimidation","315","400  N OAKLEY AVE","KANSAS CITY",,"PJ0199","EPD","N","VIC","B","M",,"false","400  N OAKLEY AVE
KANSAS CITY,  
(39.116127, -94.516161)"
"KC19068656","2019-09-09T00:00:00.000","12:43","2019-09-09T00:00:00.000","13:11",,,"Interdiction",,,"122","1100  TROOST AVE","KANSAS CITY",,"PJ1046","CPD","N","SUS","W","M","27","false",
"KC19073917","2019-09-27T00:00:00.000","0:32","2019-09-27T00:00:00.000","0:34",,,"Assault (Aggravated)","13A","Aggravated Assault","542","9400  MCKINLEY AVE","KANSAS CITY","64138","PJ6509","SPD","N","VIC","B","F","47","false",
"KC19081233","2019-10-22T00:00:00.000","16:05","2019-10-22T00:00:00.000","18:22",,,"Outside State Warrant Arrest",,,"0","00  S WATER ST","LIBERTY","64068",,"OSPD","N","SUS","B","M","18","false",
"KC19064712","2019-08-26T00:00:00.000","13:37","2019-08-26T00:00:00.000","13:37","2019-08-26T00:00:00.000","14:15","Disorderly Conduct","90C","Disorderly Conduct","131","W 39TH ST and BELL ST","KANSAS CITY","64111","PJ3020","CPD","N","VIC",,,,"false",
"KC19073428","2019-09-25T00:00:00.000","13:53","2019-09-25T00:00:00.000","13:52",,,"Stealing – Shoplift","23C","Shoplifting","213","8600  E 63RD TRFY","KANSAS CITY","64129","PJ4889","MPD","N","ARR CHA SUS","W","M","44","false",
"KC19081115","2019-10-22T00:00:00.000","12:55","2019-10-22T00:00:00.000","12:45",,,"Assault (Non-Aggravated)","13B","Simple Assault","542","8700  E 87 TER","KANSAS CITY","64138",,"SPD","N","SUS","B","M",,"false",
"KC19064978","2019-08-27T00:00:00.000","12:10","2019-08-27T00:00:00.000","12:10",,,"Stealing – Shoplift","23C","Shoplifting","312","6800  E FRONT ST","KANSAS CITY","64120","PJ0015","EPD","N","VIC",,,,"false","6800  E FRONT ST
KANSAS CITY,  64120
(39.130217, -94.50056)"
"KC19073300","2019-09-25T00:00:00.000","2:05","2019-09-25T00:00:00.000","1:57","2019-09-25T00:00:00.000","1:59","Burglary (Non-Residential)","220","Burglary/Breaking and Entering","231","7900  STATE LINE RD","KANSAS CITY","64114",,"MPD","N","SUS","B","M",,"false",
"KC19076055","2019-10-04T00:00:00.000","12:17","2018-12-01T00:00:00.000","12:19","2018-12-31T00:00:00.000","12:19","Burglary (Non-Residential)",,,"113","1500  WALNUT ST","KANSAS CITY","64106",,"CPD","N","VIC","W","F","28","false",
"KC19078193","2019-10-11T00:00:00.000","15:39","2019-10-11T00:00:00.000","15:50",,,"Child Custody Violation",,,"341","2800  TOPPING AVE","KANSAS CITY","64129",,"EPD","N","SUS","B","F","34","false",
"KC19081848","2019-10-25T00:00:00.000","1:29","2019-10-25T00:00:00.000",":","2019-10-25T00:00:00.000","1:00","Assault (Aggravated)","13A","Aggravated Assault","543","11500  HOLIDAY DR","KANSAS CITY","64134",,"SPD","N","CMP VIC","B","F","35","true",
"KC19076464","2019-10-05T00:00:00.000","18:36","2019-10-05T00:00:00.000","9:00",,,"Assault (Non-Aggravated)",,,"311","N I 435 HWY N and E FRONT ST","KANSAS CITY",,,"EPD","N","SUS","B","F","55","false",
"KC19086915","2019-11-13T00:00:00.000","6:30","2019-11-12T00:00:00.000","19:00","2019-11-13T00:00:00.000","6:00","Stolen Auto","240","Motor Vehicle Theft","341","1800  TOPPING AVE","KANSAS CITY","64126",,"EPD","N","VIC",,,,"false",
"KC19081464","2019-10-23T00:00:00.000","15:41","2019-10-23T00:00:00.000","15:05",,,"Buy Report",,,"144","1200  EMANUEL CLEAVER BLVD","KANSAS CITY","64130",,"CPD","N","SUS",,"M","38","false",
"KC19077891","2019-10-10T00:00:00.000","13:47","2019-10-10T00:00:00.000","9:45",,,"Stealing – Other","280","Stolen Property Offenses","644","12200  N MAIN ST","KANSAS CITY","64151",,"SCP","N","VIC",,,,"false",
"KC19077529","2019-10-09T00:00:00.000","14:50","2019-10-09T00:00:00.000","14:30",,,"Patronizing Prostitution","40C","Purchasing Prostitution","134","0  E 45TH ST","KANSAS CITY","64112",,"CPD","N","ARR CHA SUS","W","M","22","false",
"KC19081102","2019-10-22T00:00:00.000","11:50","2019-10-22T00:00:00.000","11:50","2019-10-22T00:00:00.000","12:15","Trespass of Real Property","90J","Trespass of Real Property","345","11600  E US 40 HWY E","KANSAS CITY","64133",,"EPD","N","VIC",,,,"false",
"KC19077389","2019-10-08T00:00:00.000","23:19","2019-10-08T00:00:00.000","23:19",,,"City/Municipal Warrant Arrest",,,"311","200  N MEMORIAL DR","INDEPENDENCE","64050",,"EPD","Y","ARR CHA SUS","W","M","40","false",
"KC19055632","2019-07-25T00:00:00.000","11:08","2019-07-01T00:00:00.000","12:05",,,"Recovered Property",,,"134","4400  WORNALL RD","KANSAS CITY","64111","PJ3485","CPD","N","VIC","U","F","21","false","4400  WORNALL RD
KANSAS CITY,  64111
(39.046134, -94.59015)"
"KC19073835","2019-09-26T00:00:00.000","18:30","2019-09-26T00:00:00.000","7:05","2019-09-26T00:00:00.000","17:45","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","112","1100  OAK ST","KANSAS CITY","64106",,"CPD","N","VIC","W","M","46","false",
