"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","location_1"
"4608",,"E"," 43RD","TE","5","22","1980","Residential","Additions, Alterations, Repairs","NA","0","4000","2780135","1048672","35108","4608 E 43RD TE
,  "
"224",,"E"," 32ND","TE","6","26","1980","Residential","Additions, Alterations, Repairs","NA","0","500","2765389","1056293","37160","224 E 32ND TE
,  "
"2726",,"E"," 36TH","ST","9","12","1980","Residential","Additions, Alterations, Repairs","NA","0","9800","2774265","1053667","42157","2726 E 36TH ST
,  "
"4100",,"E"," 39TH","ST","2","3","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","600","2778404","1051690","1301","4100 E 39TH ST
,  "
"5845",,"E","  9TH","ST","4","21","1980","Residential","Additions, Alterations, Repairs","NA","0","700","2785216","1068462","33203","5845 E 9TH ST
,  "
"815",,"W"," 13TH","ST","1","21","1983","Residential","Demolition","Single Family","1","0","2762206","1067313","467","815 W 13TH ST
,  "
"1908",,"NE"," 79TH","TE","2","28","1983","Non-Residential","New Construction","NA","0","10000","2772893","1118568","2516","1908 NE 79TH TE
,  "
"5201",,"NW"," 58TH","TE","7","29","1980","Residential","New Construction","Single Family","1","55000","2748997","1104937","39309","5201 NW 58TH TE
,  "
"13000",,"E"," 57TH","TE","8","31","1983","Non-Residential","New Construction","NA","0","18000","2809139","1038149","13852","13000 E 57TH TE
,  "
"832",,"NW"," 69TH","PL","10","20","1982","Residential","Additions, Alterations, Repairs","NA","0","4000","2763077","1112091","85326","832 NW 69TH PL
,  "
"12717",,"E"," 64TH","CT","7","1","1983","Residential","New Construction","Single Family","1","66000","2808127","1033601","9895","12717 E 64TH CT
,  "
"1131",,"NE"," 79TH",,"2","22","1980","Residential","Additions, Alterations, Repairs","NA","0","3500","2770281","1117940","30380","1131 NE 79TH
,  "
"5735",,"NE"," 44TH","ST","12","16","1983","Residential","New Construction","Single Family","1","25000","2784973","1094791","21063","5735 NE 44TH ST
,  "
"4800",,"E"," 16TH","ST","8","21","1980","Residential","Additions, Alterations, Repairs","NA","0","120","2781117","1065369","40838","4800 E 16TH ST
,  "
"7931",,"NE"," 53RD","ST","10","7","1983","Non-Residential","New Construction","NA","0","12000","2792667","1100821","16232","7931 NE 53RD ST
,  "
"506",,"E"," 89TH","TE","5","21","1981","Residential","New Construction","Single Family","1","45700","2764700","1019198","58113","506 E 89TH TE
,  "
"301",,"W"," 10TH","ST","8","24","1983","Non-Residential","Demolition","NA","0","20000","2761299","1005194","13375","301 W 10TH ST
,  "
"1250",,"W"," 64TH","ST","4","20","1983","Residential","Additions, Alterations, Repairs","NA","0","4000","2758457","1036343","5343","1250 W 64TH ST
,  "
"1000",,"E"," 48TH","ST","8","22","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","6500","2768213","1072262","13232","1000 E 48TH ST
,  "
"9805",,"E"," 50TH","ST","12","3","1980","Residential","Additions, Alterations, Repairs","NA","0","17400","2799195","1043350","47251","9805 E 50TH ST
,  "
"11915",,"E"," 44TH","TE","4","4","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2805919","1046568","32362","11915 E 44TH TE
,  "
"3006",,"E"," 25TH","ST","2","11","1982","Residential","Demolition","Single Family","1","0","2775285","1061047","72205","3006 E 25TH ST
,  "
"1319",,"E"," 22ND","ST","12","22","1980","Non-Residential","Demolition","NA","0","0","2769511","1062956","48206","1319 E 22ND ST
,  "
"3715",,"E"," 10TH","ST","9","2","1980","Residential","Additions, Alterations, Repairs","NA","0","2300","2777924","1068311","41432","3715 E 10TH ST
,  "
"2246",,"E"," 68TH","ST","8","18","1983","Residential","Additions, Alterations, Repairs","NA","0","8500","2771911","1033024","13110","2246 E 68TH ST
,  "
"5300",,"NW"," 84TH","TE","5","5","1981","Residential","New Construction","Single Family","1","29228","2748641","1121658","57130","5300 NW 84TH TE
,  "
"2907",,"NE"," 39TH","ST","9","23","1983","Non-Residential","New Construction","NA","0","1500","2775711","1091650","15290","2907 NE 39TH ST
,  "
"1600",,"E"," 43RD","ST","6","5","1980","Residential","Additions, Alterations, Repairs","NA","0","3400","2770158","1049434","35881","1600 E 43RD ST
,  "
"2710",,"E"," 26TH","ST","1","3","1983","Residential","Demolition","Single Family","1","0","2774214","1060433","88899","2710 E 26TH ST
,  "
"7801",,"NW"," 79TH","PL","7","18","1983","Residential","New Construction","Multifamily","2","65000","2740576","1118765","10881","7801 NW 79TH PL
,  "
"2208",,"E"," 30TH","ST","7","31","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2772565","1057879","39509","2208 E 30TH ST
,  "
"5114",,"E"," 40TH","TE","5","5","1983","Residential","Additions, Alterations, Repairs","NA","0","1500","2781786","1050683","6304","5114 E 40TH TE
,  "
"1213",,"NE"," 83RD","TE","3","9","1982","Residential","New Construction","Multifamily","2","74600","2770308","1120923","73289","1213 NE 83RD TE
,  "
"2013",,"E"," 61ST","TE","6","15","1983","Residential","New Construction","Multifamily","2","92900","2771343","1037271","8794","2013 E 61ST TE
,  "
"700",,"W"," 48TH","ST","11","9","1983","Residential","Additions, Alterations, Repairs","NA","0","10000","2761696","1046507","18601","700 W 48TH ST
,  "
"1814",,"E"," 67TH","TE","8","10","1982","Residential","Demolition","Single Family","1","0","2770214","1033445","81394","1814 E 67TH TE
,  "
"210",,"W"," 10TH","ST","9","3","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","35000","2764171","1069010","41508","210 W 10TH ST
,  "
"2619",,"E","  6TH","ST","1","13","1984","Residential","Demolition","Multifamily","4","0","2774299","1069992","22716","2619 E 6TH ST
,  "
"11821",,"E"," 50TH","TE","5","13","1980","Residential","Additions, Alterations, Repairs","NA","0","445","2805547","1042743","34575","11821 E 50TH TE
,  "
"1214",,"W"," 55TH","ST","9","22","1983","Residential","Additions, Alterations, Repairs","NA","0","9000","2758694","1042035","15170","1214 W 55TH ST
,  "
"3612",,"E"," 93RD","ST","6","16","1980","Residential","Additions, Alterations, Repairs","NA","0","4000","2775519","1016304","36576","3612 E 93RD ST
,  "
"2118",,"E"," 59TH","ST","5","20","1980","Residential","Additions, Alterations, Repairs","NA","0","15000","2771516","1038820","34902","2118 E 59TH ST
,  "
"3813",,"NW"," 73RD","ST","9","26","1983","Residential","New Construction","Single Family","1","67200","2753394","1114266","15339","3813 NW 73RD ST
,  "
"3320",,"E"," 19TH","ST","6","4","1980","Non-Residential","Demolition","NA","0","0","2776294","1064368","35766","3320 E 19TH ST
,  "
"4910",,"E"," 41ST","ST","4","11","1980","Residential","Additions, Alterations, Repairs","NA","0","600","2781031","1050108","32722","4910 E 41ST ST
,  "
"1211",,"NE"," 83RD","TE","9","24","1981","Residential","New Construction","Multifamily","2","81000","2770262","1120926","64439","1211 NE 83RD TE
,  "
"608",,"NW"," 66TH","ST","5","10","1983","Residential","New Construction","Single Family","1","54000","2763736","1109441","6665","608 NW 66TH ST
,  "
"5228",,"E","  7TH","ST","6","13","1980","Non-Residential","New Construction","NA","0","2500","2783103","1069355","36437","5228 E 7TH ST
,  "
"7110",,"E"," 69TH","TE","3","17","1981","Residential","New Construction","Single Family","1","90000","2787342","1031154","54174","7110 E 69TH TE
,  "
"4511",,"NE"," 45TH","ST","10","3","1980","Non-Residential","New Construction","NA","0","3000","2781079","1095490","43599","4511 NE 45TH ST
,  "
"205",,"E","  9TH","ST","10","18","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","6900","2765919","1069288","16962","205 E 9TH ST
,  "
"3229",,"E"," 28TH","ST","1","4","1980","Residential","Additions, Alterations, Repairs","NA","0","10000","2776020","1058751","27731","3229 E 28TH ST
,  "
"3030",,"E"," 60TH","ST","1","27","1983","Residential","Additions, Alterations, Repairs","NA","0","3000","2774585","1038061","876","3030 E 60TH ST
,  "
"419",,"W"," 68TH","TE","6","12","1980","Non-Residential","New Construction","NA","0","5000","2761865","1033324","36366","419 W 68TH TE
,  "
"5206",,"NE"," 47TH","ST","6","23","1980","Residential","New Construction","Single Family","1","23900","2783406","1097044","36928","5206 NE 47TH ST
,  "
"4300",,"E"," 12TH","ST","8","1","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","1500","2779671","1067475","39569","4300 E 12TH ST
,  "
"4922",,"E"," 37TH","ST","10","31","1980","Residential","Demolition","Single Family","1","0","2780841","1052593","45287","4922 E 37TH ST
,  "
"211",,"W"," 75TH","ST","4","11","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","700","2762552","1028792","4777","211 W 75TH ST
,  "
"3215",,"E"," 62ND","ST","5","20","1980","Residential","Additions, Alterations, Repairs","NA","0","7200","2774965","1036664","34969","3215 E 62ND ST
,  "
"1139",,"W"," 41ST","TE","3","25","1980","Residential","Additions, Alterations, Repairs","NA","0","400","2760314","1051173","31787","1139 W 41ST TE
,  "
"525",,"E"," 19TH","ST","11","9","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2763397","992373","86277","525 E 19TH ST
,  "
"15401",,"E"," 49TH","ST","2","13","1980","Residential","New Construction","Single Family","1","52125","2817380","1043088","29983","15401 E 49TH ST
,  "
"417",,"E"," 13TH","ST","12","9","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2766656","1067472","87846","417 E 13TH ST
,  "
"5416",,"NW"," 84TH","TE","8","2","1983","Residential","Additions, Alterations, Repairs","NA","0","7600","2748424","1121691","11938","5416 NW 84TH TE
,  "
"1022",,"E"," 10TH","ST","7","30","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","16000","2768640","1068835","39419","1022 E 10TH ST
,  "
"3815",,"E"," 68TH","TE","7","22","1980","Residential","Additions, Alterations, Repairs","NA","0","500","2776833","1032295","38817","3815 E 68TH TE
,  "
"5619",,"E"," 11TH","ST","10","25","1983","Residential","Demolition","Single Family","1","0","2784201","1067612","17484","5619 E 11TH ST
,  "
"3305",,"E"," 91ST","ST","7","2","1982","Residential","New Construction","Single Family","1","20000","2774422","1017586","79305","3305 E 91ST ST
,  "
"611",,"W"," 70TH","ST","9","7","1983","Residential","Additions, Alterations, Repairs","NA","0","20500","2761090","1032455","14175","611 W 70TH ST
,  "
"5620",,"E"," 12TH","ST","6","9","1980","Non-Residential","Demolition","NA","0","0","2783993","1067274","36040","5620 E 12TH ST
,  "
"6915",,"NW"," 77TH","TE","7","7","1983","Residential","Additions, Alterations, Repairs","NA","0","9000","2742987","1117445","10231","6915 NW 77TH TE
,  "
"1631",,"E"," 21ST","ST","1","17","1983","Residential","Additions, Alterations, Repairs","NA","0","12000","2770780","1063341","101","1631 E 21ST ST
,  "
"3618",,"NE"," 79TH","ST","8","20","1980","Non-Residential","New Construction","NA","0","2000","2778541","1117785","40787","3618 NE 79TH ST
,  "
"3709",,"E"," 67TH","ST","3","17","1980","Residential","Additions, Alterations, Repairs","NA","0","1700","2776326","1033314","31353","3709 E 67TH ST
,  "
"1020",,"E","  8TH","ST","1","28","1980","Residential","Additions, Alterations, Repairs","NA","0","40000","2768832","1069631","29275","1020 E 8TH ST
,  "
"4000",,"E"," 12TH","TE","2","3","1981","Residential","Demolition","Single Family","1","0","2778883","1067185","51824","4000 E 12TH TE
,  "
"601",,"E"," 61ST","ST","10","10","1983","Residential","Additions, Alterations, Repairs","NA","0","5500","2765661","1037752","16356","601 E 61ST ST
,  "
"6600",,"E"," 87TH","ST","1","4","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","3200","2785597","1020051","89327","6600 E 87TH ST
,  "
"4828",,"E","  8TH","ST","5","21","1980","Residential","Additions, Alterations, Repairs","NA","0","600","2781795","1069079","34971","4828 E 8TH ST
,  "
"200",,"NE"," 83RD","ST","7","25","1980","Residential","New Construction","Single Family","1","26250","2766455","1120819","39073","200 NE 83RD ST
,  "
"1826",,"E"," 78TH","ST","6","12","1980","Residential","Additions, Alterations, Repairs","NA","0","10000","2770113","1026212","36307","1826 E 78TH ST
,  "
"5213",,"NE"," 48TH",,"2","20","1980","Residential","Demolition","Single Family","1","2240","2783475","1097358","30194","5213 NE 48TH
,  "
"1307",,"W"," 11TH","ST","9","28","1983","Non-Residential","Demolition","NA","0","0","2760202","1068614","15507","1307 W 11TH ST
,  "
"7733",,"E"," 55TH","ST","6","2","1980","Residential","Additions, Alterations, Repairs","NA","0","850","2790471","1040466","35630","7733 E 55TH ST
,  "
"1224",,"NE"," 81ST","ST","5","8","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","300","2770221","1119343","34294","1224 NE 81ST ST
,  "
"5236",,"E","  6TH","ST","9","27","1982","Residential","Additions, Alterations, Repairs","NA","0","400","2783179","1069697","83845","5236 E 6TH ST
,  "
"9141",,"E"," 90TH","TE","4","10","1980","Residential","Additions, Alterations, Repairs","NA","0","12000","2795542","1017080","32672","9141 E 90TH TE
,  "
"1113",,"E"," 11TH","ST","3","30","1982","Residential","Demolition","Multifamily","4","0","2766365","999864","74431","1113 E 11TH ST
,  "
"804",,"E"," 67TH","ST","4","13","1982","Residential","Additions, Alterations, Repairs","NA","0","800","2766538","1033791","75069","804 E 67TH ST
,  "
"636",,"E"," 63RD","ST","2","3","1983","Non-Residential","Demolition","NA","0","0","2766133","1036318","1320","636 E 63RD ST
,  "
"2412",,"E"," 22ND","ST","12","28","1983","Residential","Additions, Alterations, Repairs","NA","0","6000","2773488","1062881","21346","2412 E 22ND ST
,  "
"3705",,"NE"," 43RD","TE","8","16","1983","Residential","New Construction","Multifamily","8","345000","2778416","1094068","12939","3705 NE 43RD TE
,  "
"4100",,"NW"," 85TH","TE","8","26","1983","Non-Residential","New Construction","NA","0","1459000","2752608","1123401","13611","4100 NW 85TH TE
,  "
"2816",,"E"," 23RD","ST","4","28","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","14000","2774851","1062682","75971","2816 E 23RD ST
,  "
"5000",,"E"," 10TH","ST","10","25","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","3000","2782037","1068390","17435","5000 E 10TH ST
,  "
"1304",,"NW"," 64TH","TE","6","24","1983","Non-Residential","New Construction","NA","0","6200","2761140","1108454","9454","1304 NW 64TH TE
,  "
"1232",,"W"," 58TH","ST","10","17","1980","Non-Residential","New Construction","NA","0","30000","2758894","1039822","44437","1232 W 58TH ST
,  "
"608",,"NE"," 36TH","ST","4","20","1983","Residential","New Construction","Single Family","1","61000","2767808","1090049","5356","608 NE 36TH ST
,  "
"823",,"E"," 72ND","ST","8","22","1980","Residential","Additions, Alterations, Repairs","NA","0","1000","2766831","1030537","40917","823 E 72ND ST
,  "
"8419",,"E"," 73RD","TE","7","7","1983","Residential","Additions, Alterations, Repairs","NA","0","9000","2791545","1028271","10165","8419 E 73RD TE
,  "
"26",,"W"," 91ST","ST","9","16","1982","Residential","Additions, Alterations, Repairs","NA","0","1500","2762496","1018265","83190","26 W 91ST ST
,  "
"10005",,"E"," 38TH","TE","6","10","1983","Residential","Additions, Alterations, Repairs","NA","0","1000","2799837","1050838","8555","10005 E 38TH TE
,  "
"8632",,"E"," 97TH","TE","5","19","1980","Residential","Additions, Alterations, Repairs","NA","0","9000","2792015","1012489","34843","8632 E 97TH TE
,  "
"1302",,"NE"," 79TH","ST","9","6","1983","Residential","New Construction","Single Family","1","50000","2770554","1118067","14103","1302 NE 79TH ST
,  "
"123",,"W"," 10TH","ST","10","23","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","20000","2764723","1068862","44821","123 W 10TH ST
,  "
"12709",,"E"," 64TH","CT","10","25","1983","Residential","New Construction","Single Family","1","66000","2808055","1033420","17493","12709 E 64TH CT
,  "
"14",,"W"," 96TH","TE","12","2","1983","Residential","Additions, Alterations, Repairs","NA","0","9000","2762380","1014814","20161","14 W 96TH TE
,  "
"5816",,"E"," 27TH","ST","3","28","1983","Residential","Additions, Alterations, Repairs","NA","0","1500","2784518","1059353","4200","5816 E 27TH ST
,  "
"230",,"W"," 61ST","ST","10","26","1983","Non-Residential","New Construction","NA","0","6500","2762695","1038139","17559","230 W 61ST ST
,  "
"3203",,"E"," 20TH","TE","1","13","1983","Residential","Additions, Alterations, Repairs","NA","0","50","2775846","1063386","90785","3203 E 20TH TE
,  "
"5319",,"NW"," 84TH","PL","11","7","1983","Residential","New Construction","Single Family","1","55000","2748481","1121890","18450","5319 NW 84TH PL
,  "
"801",,"W"," 47TH","ST","2","8","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","97000","2761251","1046936","1494","801 W 47TH ST
,  "
"8801",,"E"," 49TH","ST","4","2","1980","Residential","Additions, Alterations, Repairs","NA","0","250","2794261","1044237","32239","8801 E 49TH ST
,  "
"6451",,"NW"," 70TH","ST","7","2","1980","Residential","New Construction","Multifamily","2","80000","2744670","1111688","37484","6451 NW 70TH ST
,  "
"7014",,"E"," 12TH","TE","10","6","1982","Residential","Additions, Alterations, Repairs","NA","0","12000","2788703","1066791","84393","7014 E 12TH TE
,  "
"4841",,"E"," 17TH","ST","11","30","1982","Residential","Additions, Alterations, Repairs","NA","0","3250","2781616","1064627","87265","4841 E 17TH ST
,  "
"900",,"E"," 63RD","ST","1","24","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","3380","2766874","1036579","626","900 E 63RD ST
,  "
"5209",,"E"," 29TH","ST","12","11","1980","Residential","Additions, Alterations, Repairs","NA","0","200","2782318","1058016","47697","5209 E 29TH ST
,  "
"1309",,"E"," 59TH","TE","11","14","1983","Residential","Additions, Alterations, Repairs","NA","0","2001","2768386","1038527","18846","1309 E 59TH TE
,  "
"327",,"E"," 11TH","ST","1","13","1984","Non-Residential","Additions, Alterations, Repairs","NA","0","340","2766357","1068392","22657","327 E 11TH ST
,  "
"3200",,"E"," 30TH","ST","7","8","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2775641","1057738","37832","3200 E 30TH ST
,  "
"301",,"W"," 11TH","ST","4","11","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","50000","2763967","1068365","32702","301 W 11TH ST
,  "
"7616",,"NW"," 72ND","ST","8","23","1982","Residential","New Construction","Single Family","1","27000","2740698","1113957","81972","7616 NW 72ND ST
,  "
"1008",,"E"," 23RD","ST","5","14","1980","Residential","Demolition","Single Family","1","800","2768354","1062672","34684","1008 E 23RD ST
,  "
"4513",,"NE"," 50TH","ST","3","24","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","200","2781258","1099142","31758","4513 NE 50TH ST
,  "
"5236",,"E"," 39TH","TE","8","8","1980","Residential","Additions, Alterations, Repairs","NA","0","225","2782469","1051300","39993","5236 E 39TH TE
,  "
"208",,"NW"," 82ND","ST","11","14","1983","Residential","Additions, Alterations, Repairs","NA","0","3500","2765073","1120184","18816","208 NW 82ND ST
,  "
"7512",,"NW"," 82ND","ST","8","22","1983","Residential","New Construction","Multifamily","2","55680","2741135","1120216","13238","7512 NW 82ND ST
,  "
"3205",,"E","  9TH","ST","7","2","1980","Non-Residential","Demolition","NA","0","0","2776226","1068847","37533","3205 E 9TH ST
,  "
"101",,"W"," 11TH","ST","1","3","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","9062","2764725","1068355","89024","101 W 11TH ST
,  "
"6932",,"NW"," 79TH","TE","6","6","1980","Non-Residential","New Construction","NA","0","500","2743061","1118743","35943","6932 NW 79TH TE
,  "
"629",,"NE"," 88TH","ST","10","28","1983","Residential","Additions, Alterations, Repairs","NA","0","6000","2768245","1123985","17867","629 NE 88TH ST
,  "
"4408",,"E","  9TH","ST","4","20","1982","Residential","Additions, Alterations, Repairs","NA","0","3037","2780188","1068827","75637","4408 E 9TH ST
,  "
"1814",,"E"," 24TH","ST","12","22","1980","Residential","Demolition","Single Family","1","0","2771551","1062090","48209","1814 E 24TH ST
,  "
"1700",,"E"," 51ST","ST","12","17","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2770194","1044164","47968","1700 E 51ST ST
,  "
"16",,"NW"," 44TH","ST","9","22","1980","Residential","New Construction","Single Family","1","49675","2765270","1095267","42714","16 NW 44TH ST
,  "
"4113",,"NW"," 61ST","TE","9","26","1980","Residential","New Construction","Single Family","1","45675","2752120","1106625","43033","4113 NW 61ST TE
,  "
"212",,"NW"," 47TH","ST","3","11","1983","Residential","New Construction","Single Family","1","75000","2764495","1096751","3300","212 NW 47TH ST
,  "
"3409",,"E"," 14TH","ST","7","25","1983","Residential","Additions, Alterations, Repairs","NA","0","1500","2776839","1066497","11329","3409 E 14TH ST
,  "
"2910",,"E"," 27TH","ST","9","6","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","4000","2774827","1059739","14098","2910 E 27TH ST
,  "
"6417",,"NW"," 72ND","ST","12","4","1980","Non-Residential","New Construction","NA","0","20000","2745598","1113573","47291","6417 NW 72ND ST
,  "
"8702",,"E"," 91ST","TE","6","6","1980","Non-Residential","New Construction","NA","0","5000","2792456","1016282","35975","8702 E 91ST TE
,  "
"6400",,"E"," 87TH","ST","10","21","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","45000","2784343","1019797","17334","6400 E 87TH ST
,  "
"4504",,"E"," 39TH","ST","6","30","1980","Residential","Additions, Alterations, Repairs","NA","0","29750","2779909","1051645","37364","4504 E 39TH ST
,  "
"119",,"W","  8TH","ST","1","20","1982","Non-Residential","Demolition","NA","0","0","2764676","1069677","71011","119 W 8TH ST
,  "
"3214",,"E"," 69TH","ST","4","25","1983","Residential","Additions, Alterations, Repairs","NA","0","20000","2774836","1032203","5554","3214 E 69TH ST
,  "
"6234",,"E"," 15TH","TE","8","12","1980","Residential","Additions, Alterations, Repairs","NA","0","2000","2786225","1065537","40206","6234 E 15TH TE
,  "
"507",,"NE"," 45TH","ST","10","4","1983","Residential","Additions, Alterations, Repairs","NA","0","3000","2767436","1095488","15955","507 NE 45TH ST
,  "
"1126",,"NE"," 52ND","TE","9","13","1983","Residential","Additions, Alterations, Repairs","NA","0","700","2769974","1100475","14551","1126 NE 52ND TE
,  "
"601",,"W"," 57TH","TE","9","24","1980","Non-Residential","New Construction","NA","0","20000","2761615","1040127","42848","601 W 57TH TE
,  "
"3725",,"E"," 96TH","ST","7","31","1980","Residential","Additions, Alterations, Repairs","NA","0","640","2775496","1014279","39434","3725 E 96TH ST
,  "
"3936",,"E"," 47TH","TE","2","19","1980","Residential","Additions, Alterations, Repairs","NA","0","5000","2778129","1046131","30166","3936 E 47TH TE
,  "
"19",,"W"," 39TH","ST","7","5","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","40277","2763971","1052178","9974","19 W 39TH ST
,  "
"9601",,"E"," 90TH","TE","10","8","1982","Residential","New Construction","Single Family","1","55600","2797289","1016491","84514","9601 E 90TH TE
,  "
"4217",,"E"," 43RD","ST","8","30","1983","Residential","Demolition","Single Family","1","0","2778670","1048937","13748","4217 E 43RD ST
,  "
"3302",,"E"," 22ND","ST","8","22","1980","Residential","Additions, Alterations, Repairs","NA","0","10000","2776103","1062798","40739","3302 E 22ND ST
,  "
"2617",,"E"," 28TH","ST","2","11","1983","Residential","Additions, Alterations, Repairs","NA","0","1000","2774033","1058876","1701","2617 E 28TH ST
,  "
"4406",,"NE"," 45TH","TE","7","16","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2780613","1095969","38392","4406 NE 45TH TE
,  "
"2203",,"E"," 37TH","ST","7","25","1983","Residential","Additions, Alterations, Repairs","NA","0","2250","2772330","1053272","11360","2203 E 37TH ST
,  "
"116",,"E"," 10TH","ST","3","4","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","10000","2765509","1068967","73107","116 E 10TH ST
,  "
"1502",,"E"," 81ST","ST","2","25","1983","Residential","Additions, Alterations, Repairs","NA","0","7250","2768782","1024827","2412","1502 E 81ST ST
,  "
"1301",,"W"," 94TH","CT","6","14","1983","Residential","New Construction","Single Family","1","114000","2758240","1016011","8653","1301 W 94TH CT
,  "
"317",,"W"," 51ST","TE","6","23","1983","Residential","Demolition","Multifamily","2","0","2762707","1044060","9359","317 W 51ST TE
,  "
"1606",,"E"," 18TH","ST","6","6","1983","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2770757","1064938","8191","1606 E 18TH ST
,  "
"3037",,"E"," 31ST",,"5","29","1980","Residential","Demolition","Single Family","1","880","2775496","1056962","35431","3037 E 31ST
,  "
"5400",,"NW"," 84TH","TE","9","13","1983","Residential","New Construction","Multifamily","12","231400","2748478","1121693","14550","5400 NW 84TH TE
,  "
"2005",,"E"," 61ST","TE","6","15","1983","Residential","New Construction","Multifamily","2","92900","2771151","1037184","8795","2005 E 61ST TE
,  "
"4015",,"E"," 12TH","ST","6","4","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","9500","2778554","1067407","77887","4015 E 12TH ST
,  "
"7925",,"NE"," 54TH","ST","9","9","1983","Residential","Additions, Alterations, Repairs","NA","0","700","2792578","1101626","14364","7925 NE 54TH ST
,  "
"1105",,"E","  8TH","ST","12","23","1980","Non-Residential","Demolition","NA","0","0","2768955","1069510","48253","1105 E 8TH ST
,  "
"108",,"E"," 30TH","ST","6","30","1983","Residential","New Construction","Single Family","1","85500","2765000","1058239","9850","108 E 30TH ST
,  "
"1220",,"NE"," 83RD","TE","9","10","1982","Residential","Additions, Alterations, Repairs","NA","0","0","2770337","1121240","82924","1220 NE 83RD TE
,  "
"517",,"NE"," 41ST","TE","10","24","1983","Residential","Additions, Alterations, Repairs","NA","0","20000","2767627","1093211","17418","517 NE 41ST TE
,  "
"3032",,"E"," 32ND","ST","12","2","1980","Residential","Additions, Alterations, Repairs","NA","0","17750","2775422","1056763","47159","3032 E 32ND ST
,  "
"3812",,"E"," 35TH","ST","12","7","1983","Residential","Additions, Alterations, Repairs","NA","0","6213","2777746","1054362","20523","3812 E 35TH ST
,  "
"2635",,"E"," 11TH","ST","12","16","1980","Residential","Demolition","Single Family","1","0","2774597","1068246","47913","2635 E 11TH ST
,  "
"8666",,"E"," 63RD","TF","2","2","1981","Non-Residential","Additions, Alterations, Repairs","NA","0","15000","2792925","1035281","51777","8666 E 63RD TF
,  "
"6200",,"E"," 12TH","ST","2","25","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2785890","1067213","30430","6200 E 12TH ST
,  "
"403",,"E"," 45TH","ST","9","23","1980","Non-Residential","Additions, Alterations, Repairs","NA","0","450000","2765721","1048412","42801","403 E 45TH ST
,  "
"1212",,"E"," 41ST","ST","4","29","1980","Residential","Additions, Alterations, Repairs","NA","0","392","2768721","1050816","33674","1212 E 41ST ST
,  "
"1200",,"NE"," 83RD","TE","9","8","1981","Residential","New Construction","Multifamily","2","81000","2770147","1121240","63579","1200 NE 83RD TE
,  "
"7701",,"NW"," 79TH","PL","5","3","1983","Residential","New Construction","Multifamily","2","70000","2740805","1118644","6182","7701 NW 79TH PL
,  "
"5219",,"NE"," 48TH","ST","5","1","1980","Residential","Demolition","Single Family","1","1400","2783553","1097359","33880","5219 NE 48TH ST
,  "
"2210",,"E"," 21ST","ST","11","25","1980","Residential","Demolition","Single Family","1","0","2772677","1063353","46827","2210 E 21ST ST
,  "
"5411",,"NE"," 49TH","ST","8","26","1980","Residential","New Construction","Single Family","1","40000","2784222","1098075","41100","5411 NE 49TH ST
,  "
"112",,"W","  9TH","ST","6","18","1982","Non-Residential","Additions, Alterations, Repairs","NA","0","60000","2764532","1069514","78544","112 W 9TH ST
,  "
"1028",,"W"," 69TH","TE","5","8","1980","Residential","Additions, Alterations, Repairs","NA","0","375","2759562","1032910","34240","1028 W 69TH TE
,  "
"2",,"W"," 37TH","ST","5","25","1983","Residential","Demolition","Multifamily","4","0","2764250","1053689","7572","2 W 37TH ST
,  "
"1",,"E"," 62ND","ST","8","13","1980","Non-Residential","New Construction","NA","0","8000","2763694","1037246","40341","1 E 62ND ST
,  "
