"fiscal_year","county","region","average_monthly_fte_s_in_paid_foster_care","average_monthly_number_of","average_monthly_children_state_paid_foster_care","average_monthly_children_title_iv_e_foster_care"
"2018","Jones","2-Abilene","22.56","25.75","9.17","16.67"
"2018","Karnes","8-San Antonio","26.04","29.67","11.50","18.17"
"2018","Kaufman","3-Arlington","44.39","51.33","25.08","26.33"
"2018","Kendall","8-San Antonio","5.96","7.25","4.42","2.83"
"2018","Kerr","8-San Antonio","34.60","41.25","22.92","18.33"
"2018","Kimble","9-Midland","8.33","9.17","2.33","6.83"
"2018","Kinney","8-San Antonio","0.37","0.58","0.17","0.42"
"2018","Kleberg","11-Edinburg","31.73","37.25","14.50","23.08"
"2018","Knox","2-Abilene","1.00","1.00","0.00","1.00"
"2018","Lamar","4-Tyler","59.07","66.75","35.00","31.75"
"2018","Lamb","1-Lubbock","13.36","14.92","8.83","6.17"
"2018","Lampasas","7-Austin","20.80","23.92","19.75","4.17"
"2018","La Salle","8-San Antonio","4.53","5.33","2.00","3.33"
"2018","Lavaca","8-San Antonio","6.69","7.50","2.17","5.33"
"2018","Lee","7-Austin","5.43","6.50","4.58","1.92"
"2018","Leon","7-Austin","7.30","8.17","3.00","5.17"
"2018","Liberty","6-Houston","75.62","85.83","34.83","51.25"
"2018","Limestone","7-Austin","8.24","9.67","6.00","3.67"
"2018","Live Oak","11-Edinburg","9.75","10.75","7.25","3.50"
"2018","Llano","7-Austin","23.12","27.33","20.42","6.92"
"2018","Lubbock","1-Lubbock","395.99","452.17","227.58","224.58"
"2018","Lynn","1-Lubbock","5.00","5.33","2.67","2.67"
"2018","Madison","7-Austin","2.16","2.17","2.00","0.17"
"2018","Marion","4-Tyler","11.14","12.17","1.42","10.75"
"2018","Martin","9-Midland","3.62","4.17","2.50","1.67"
"2018","Mason","9-Midland","2.41","2.92","0.00","2.92"
"2018","Matagorda","6-Houston","28.33","33.25","12.33","20.92"
"2018","Maverick","8-San Antonio","13.24","15.00","9.25","5.75"
"2018","McCulloch","9-Midland","12.83","15.42","8.50","6.92"
"2018","McLennan","7-Austin","216.57","245.83","136.67","109.33"
"2018","Medina","8-San Antonio","43.86","53.00","26.17","26.83"
"2018","Menard","9-Midland","3.49","3.67","1.08","2.58"
"2018","Midland","9-Midland","55.59","63.33","31.75","31.58"
"2018","Milam","7-Austin","26.98","32.83","25.67","7.17"
"2018","Mills","7-Austin","4.68","5.17","3.67","1.50"
"2018","Mitchell","2-Abilene","8.14","9.08","2.92","6.17"
"2018","Montague","2-Abilene","32.43","37.83","18.08","19.83"
"2018","Montgomery","6-Houston","266.32","303.83","171.25","133.00"
"2018","Moore","1-Lubbock","17.91","19.92","9.42","10.50"
"2018","Morris","4-Tyler","6.55","8.50","1.83","6.67"
"2018","Motley","1-Lubbock","0.16","0.25","0.25","0.00"
"2018","Nacogdoches","5-Beaumont","62.12","71.58","34.83","36.75"
"2018","Navarro","3-Arlington","36.08","40.08","11.67","28.42"
"2018","Newton","5-Beaumont","8.36","9.75","4.67","5.08"
"2018","Nolan","2-Abilene","24.09","26.25","8.50","18.00"
"2018","Nueces","11-Edinburg","248.44","292.33","134.50","158.42"
"2018","Ochiltree","1-Lubbock","5.81","7.42","3.75","3.67"
"2018","Oldham","1-Lubbock","3.03","3.75","2.17","1.58"
"2018","Orange","5-Beaumont","99.63","111.67","53.17","58.67"
"2018","Palo Pinto","3-Arlington","75.29","84.17","42.33","41.92"
"2018","Panola","4-Tyler","21.52","23.42","13.67","9.75"
"2018","Parker","3-Arlington","107.01","117.75","50.58","67.17"
"2018","Parmer","1-Lubbock","4.06","4.42","0.75","3.67"
"2018","Pecos","9-Midland","6.91","8.83","5.00","3.83"
"2018","Polk","5-Beaumont","29.95","35.50","12.83","22.75"
"2018","Potter","1-Lubbock","251.25","281.00","113.08","167.92"
"2018","Rains","4-Tyler","20.11","22.33","10.83","11.50"
"2018","Randall","1-Lubbock","113.69","130.83","77.42","53.42"
"2018","Reagan","9-Midland","3.49","4.08","1.75","2.33"
"2018","Real","8-San Antonio","3.40","3.58","1.42","2.17"
"2018","Red River","4-Tyler","8.04","8.92","5.92","3.00"
"2018","Reeves","9-Midland","3.93","4.17","2.33","1.92"
"2018","Refugio","11-Edinburg","4.28","5.67","4.25","1.42"
"2018","Robertson","7-Austin","7.00","8.08","5.83","2.25"
"2018","Rockwall","3-Arlington","22.43","27.25","15.00","12.33"
"2018","Runnels","2-Abilene","8.11","9.33","1.33","8.00"
"2018","Rusk","4-Tyler","35.67","42.17","22.17","20.17"
"2018","Sabine","5-Beaumont","13.75","15.50","9.00","6.50"
"2018","San Augustine","5-Beaumont","3.74","4.75","3.33","1.42"
"2018","San Jacinto","5-Beaumont","20.50","23.25","10.17","13.08"
"2018","San Patricio","11-Edinburg","62.35","68.75","36.50","32.25"
"2018","San Saba","7-Austin","5.51","6.33","5.17","1.17"
"2018","Schleicher","9-Midland","0.96","1.42","0.00","1.42"
"2018","Scurry","2-Abilene","10.00","11.25","6.83","4.42"
"2018","Shackelford","2-Abilene","0.65","0.83","0.00","0.83"
"2018","Shelby","5-Beaumont","10.44","12.17","8.17","4.00"
"2018","Sherman","1-Lubbock","1.13","1.75","1.58","0.17"
"2018","Smith","4-Tyler","107.47","124.83","78.17","46.92"
"2018","Somervell","3-Arlington","10.73","12.08","5.42","6.67"
"2018","Starr","11-Edinburg","23.21","28.67","17.00","11.67"
"2018","Stephens","2-Abilene","5.54","5.83","0.50","5.33"
"2018","Stonewall","2-Abilene","0.36","0.50","0.50","0.00"
"2018","Sutton","9-Midland","4.44","6.08","2.08","4.00"
"2018","Swisher","1-Lubbock","7.57","9.08","2.08","7.00"
"2018","Tarrant","3-Arlington","849.53","951.58","439.33","513.42"
"2018","Taylor","2-Abilene","195.40","227.67","102.33","125.50"
"2018","Terrell","9-Midland","0.28","0.33","0.33","0.00"
"2018","Terry","1-Lubbock","6.23","7.08","4.17","2.92"
"2018","Throckmorton","2-Abilene","0.12","0.25","0.25","0.00"
"2018","Titus","4-Tyler","26.62","30.50","16.67","13.83"
"2018","Tom Green","9-Midland","131.26","148.00","67.75","80.25"
"2018","Travis","7-Austin","478.53","560.50","461.83","98.67"
"2018","Trinity","5-Beaumont","14.09","16.92","8.50","8.42"
"2018","Tyler","5-Beaumont","18.66","21.17","10.50","10.67"
"2018","Upshur","4-Tyler","50.84","58.42","29.92","28.50"
"2018","Upton","9-Midland","3.63","4.17","2.92","1.25"
"2018","Uvalde","8-San Antonio","33.26","37.58","16.83","20.75"
"2018","Val Verde","8-San Antonio","14.89","17.75","3.50","14.25"
"2018","Van Zandt","4-Tyler","63.48","71.58","30.00","41.67"
"2018","Victoria","8-San Antonio","84.55","95.08","36.50","58.58"
"2018","Walker","6-Houston","30.58","36.25","20.08","16.17"
"2018","Waller","6-Houston","35.56","40.00","16.58","23.42"
"2018","Ward","9-Midland","4.64","5.17","0.58","4.58"
"2018","Washington","7-Austin","11.61","13.58","4.67","8.92"
"2018","Webb","11-Edinburg","193.54","213.83","86.33","127.50"
"2018","Wharton","6-Houston","31.13","36.83","14.50","22.33"
"2018","Wheeler","1-Lubbock","1.23","1.92","0.00","1.92"
"2018","Wichita","2-Abilene","160.98","182.42","53.08","129.92"
"2018","Wilbarger","2-Abilene","17.88","20.00","4.75","15.25"
"2018","Willacy","11-Edinburg","13.12","14.58","5.42","9.17"
"2018","Williamson","7-Austin","147.90","173.50","146.50","27.00"
"2018","Wilson","8-San Antonio","36.45","40.83","14.42","26.42"
"2018","Winkler","9-Midland","2.89","3.25","0.25","3.00"
"2018","Wise","3-Arlington","54.59","64.17","29.33","34.92"
"2018","Wood","4-Tyler","26.76","31.42","17.83","13.58"
"2018","Yoakum","1-Lubbock","2.60","2.75","1.75","1.00"
"2018","Young","2-Abilene","13.27","15.42","3.92","11.58"
"2018","Zapata","11-Edinburg","9.55","11.08","3.58","7.50"
"2018","Zavala","8-San Antonio","3.54","4.17","2.08","2.08"
"2018","None Specified","None Specified","11.96","44.50","22.00","22.50"
"2017","Anderson","4-Tyler","63.20","71.83","40.50","31.50"
"2017","Andrews","9-Midland","21.30","23.08","15.67","7.42"
"2017","Angelina","5-Beaumont","66.87","76.67","43.75","32.92"
"2017","Aransas","11-Edinburg","27.04","32.00","20.92","11.25"
"2017","Archer","2-Abilene","2.27","2.50","0.00","2.50"
"2017","Atascosa","8-San Antonio","67.01","79.58","30.33","49.25"
"2017","Austin","6-Houston","4.56","5.75","3.00","2.75"
"2017","Bailey","1-Lubbock","4.13","4.50","1.42","3.08"
"2017","Bandera","8-San Antonio","16.96","20.25","13.83","6.42"
"2017","Bastrop","7-Austin","52.89","60.75","35.83","24.92"
"2017","Baylor","2-Abilene","6.41","7.00","0.25","6.75"
"2017","Bee","11-Edinburg","44.29","51.17","17.92","33.25"
"2017","Bell","7-Austin","281.07","336.67","289.67","47.00"
"2017","Bexar","8-San Antonio","1677.55","1945.67","809.83","1136.50"
"2017","Blanco","7-Austin","5.17","6.08","2.58","3.50"
"2017","Bosque","7-Austin","30.32","33.58","25.25","8.33"
"2017","Bowie","4-Tyler","48.77","56.25","38.17","18.08"
"2017","Brazoria","6-Houston","108.73","121.50","49.08","72.67"
"2017","Brazos","7-Austin","37.79","42.58","21.67","20.92"
"2017","Brewster","10-El Paso","1.88","2.25","2.00","0.25"
"2017","Briscoe","1-Lubbock","0.61","0.67","0.67","0.00"
"2017","Brooks","11-Edinburg","5.99","7.00","3.83","3.17"
"2017","Brown","2-Abilene","91.01","103.25","45.50","57.75"
"2017","Burleson","7-Austin","15.56","16.75","9.58","7.17"
"2017","Burnet","7-Austin","44.81","51.92","28.08","23.83"
"2017","Caldwell","7-Austin","31.05","36.17","24.00","12.17"
"2017","Calhoun","8-San Antonio","17.26","19.17","7.58","11.58"
"2017","Callahan","2-Abilene","6.63","7.50","4.33","3.17"
"2017","Cameron","11-Edinburg","166.99","200.17","91.58","108.58"
"2017","Camp","4-Tyler","6.13","6.83","2.83","4.00"
"2017","Carson","1-Lubbock","9.07","9.92","6.92","3.00"
"2017","Cass","4-Tyler","9.67","11.00","6.33","4.67"
"2017","Castro","1-Lubbock","3.45","3.92","1.50","2.42"
"2017","Chambers","6-Houston","20.24","23.00","16.92","6.08"
"2017","Cherokee","4-Tyler","78.73","91.58","45.92","45.83"
"2017","Childress","1-Lubbock","10.63","11.42","5.25","6.17"
"2017","Clay","2-Abilene","3.37","4.17","2.08","2.08"
"2017","Cochran","1-Lubbock","1.00","1.08","1.08","0.00"
"2017","Coke","9-Midland","3.80","4.42","1.00","3.42"
"2017","Coleman","2-Abilene","15.43","17.00","4.83","12.17"
"2017","Collin","3-Arlington","162.24","183.67","95.67","88.00"
"2017","Collingsworth","1-Lubbock","2.04","2.17","0.75","1.42"
"2017","Colorado","6-Houston","2.17","2.75","1.58","1.17"
