"incident_date","incident_number","location_district","offense_code","offense_description","weapon_type","incident_location","city","state","zip","latitude","longitude","location_1","incident_status"
"2019-09-17T21:45:00.000","2019-117382","82","13A","AGGRAVATED ASSAULT","RIFLE","5300 BASELINE RD","LITTLE ROCK","AR","72209","34.670112","-92.337504","(34.670112, -92.337504)","AC"
"2019-10-11T12:22:00.000","2019-127869","81","23F","THEFT FROM MOTOR VEHICLE",,"6706 W WAKEFIELD DR","LITTLE ROCK","AR","72209","34.688143","-92.329584","(34.688143, -92.329584)","AD"
"2020-08-17T14:44:00.000","2020-094250","91","23H","ALL OTHER LARCENY",,"7  TOMBSTONE CT","LITTLE ROCK","AR","72209","34.647005","-92.357627","(34.647005, -92.357627)","AD"
"2022-07-22T23:57:00.000","2022-086719","81","13A","AGGRAVATED ASSAULT","HANDGUN","7024 GLEN OAK DR","LITTLE ROCK","AR","72209","34.684938","-92.340722","(34.684938, -92.340722)","OP"
"2020-06-24T18:42:00.000","2020-069305","80","13A","AGGRAVATED ASSAULT","FIREARM","5201  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.69136","-92.34611","(34.69136, -92.34611)","EX"
"2017-10-21T05:34:00.000","2017-133959","93","23C","SHOPLIFTING",,"10501 STAGECOACH RD","LITTLE ROCK","AR","72210","34.681575","-92.404756","(34.681575, -92.404756)","OP"
"2019-08-16T11:04:00.000","2019-102622","91","220","BURGLARY/B&E",,"9820 WILDERNESS RD","LITTLE ROCK","AR","72209","34.661079","-92.371433","(34.661079, -92.371433)","AD"
"2018-08-12T22:04:00.000","2018-101533","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","9101 AUXOR RD","LITTLE ROCK","AR","72209","34.66688","-92.315404","(34.66688, -92.315404)","AR"
"2019-07-29T00:01:00.000","2019-094500","80","23F","THEFT FROM MOTOR VEHICLE",,"6006 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.694677","-92.34369","(34.694677, -92.34369)","OP"
"2022-07-11T10:16:00.000","2022-081760","82","220","BURGLARY/B&E",,"15 ALTHEA CIR","LITTLE ROCK","AR","72209","34.67472","-92.356907","(34.67472, -92.356907)","AC"
"2018-03-17T10:20:00.000","2018-031704","93","13A","AGGRAVATED ASSAULT","HANDGUN","12680 W BASELINE RD","LITTLE ROCK","AR","72210","34.671329","-92.417677","(34.671329, -92.417677)","EX"
"2017-07-27T20:00:00.000","2017-091760","93","23F","THEFT FROM MOTOR VEHICLE",,"37 KAYWOOD DR","LITTLE ROCK","AR","72210","34.643406","-92.440698","(34.643406, -92.440698)","AD"
"2021-09-22T15:40:00.000","2021-116290","92","23D","THEFT FROM BUILDING",,"10315  NASH LN","LITTLE ROCK","AR","72103","34.656523","-92.392668","(34.656523, -92.392668)","AD"
"2020-02-09T16:01:00.000","2020-015849","81","23D","THEFT FROM BUILDING",,"17 EXETER DR","LITTLE ROCK","AR","72209","34.685036","-92.33156","(34.685036, -92.33156)","EX"
"2022-02-05T02:45:00.000","2022-013902","82","23D","THEFT FROM BUILDING",,"7501 INTERSTATE 30","LITTLE ROCK","AR","72209","34.67772","-92.32143","(34.67772, -92.32143)","AD"
"2019-01-29T11:56:00.000","2019-012671","81","23D","THEFT FROM BUILDING",,"3612 BASELINE RD","LITTLE ROCK","AR","72209","34.667941","-92.318238","(34.667941, -92.318238)","OP"
"2017-02-16T07:30:00.000","2017-018146","81","220","BURGLARY/B&E",,"5 HARROW DR","LITTLE ROCK","AR","72209","34.687003","-92.326351","(34.687003, -92.326351)","OP"
"2022-03-28T22:55:00.000","2022-035336","91","120","ROBBERY","HANDGUN","8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","AD"
"2017-10-20T08:00:00.000","2017-137515","81","23D","THEFT FROM BUILDING",,"7601 BRENDA CIR","LITTLE ROCK","AR","72209","34.679705","-92.335664","(34.679705, -92.335664)","AD"
"2019-03-23T16:40:00.000","2019-035479","81","13A","AGGRAVATED ASSAULT","HANDGUN","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.689186","-92.332632","(34.689186, -92.332632)","AD"
"2021-10-06T17:43:00.000","2021-122897","50","23F","THEFT FROM MOTOR VEHICLE",,"1624 N HARRISON ST","LITTLE ROCK","AR","72209","34.687843","-92.325717","(34.687843, -92.325717)","AD"
"2018-05-01T15:00:00.000","2018-052538","90","220","BURGLARY/B&E",,"9622 INTERSTATE 30","LITTLE ROCK","AR","72209","34.675376","-92.366933","(34.675376, -92.366933)","AD"
"2017-10-24T02:20:00.000","2017-133811","90","23F","THEFT FROM MOTOR VEHICLE",,"10200 INTERSTATE 30","LITTLE ROCK","AR","72209","34.670875","-92.378803","(34.670875, -92.378803)","OP"
"2021-06-18T01:25:00.000","2021-069787","91","240","MOTOR VEHICLE THEFT",,"11221  LEGION HUT RD 44","LITTLE ROCK","AR","72103","34.648411","-92.369242","(34.648411, -92.369242)","AD"
"2021-11-03T10:19:00.000","2021-135327","60","23D","THEFT FROM BUILDING",,"2012 N CLEVELAND ST","LITTLE ROCK","AR","72207","34.477129","-92.234417","(34.477129, -92.234417)","AD"
"2019-08-16T23:07:00.000","2019-103003","90","220","BURGLARY/B&E",,"12 SHACKLEFORD RIDGE RD","LITTLE ROCK","AR","72204","34.702087","-92.393912","(34.702087, -92.393912)","AD"
"2018-07-26T04:30:00.000","2018-093020","93","13A","AGGRAVATED ASSAULT","RIFLE","10200 STAGECOACH RD","LITTLE ROCK","AR","72210","34.658597","-92.425714","(34.658597, -92.425714)","AR"
"2022-03-07T19:15:00.000","2022-026718","55","23F","THEFT FROM MOTOR VEHICLE",,"300 S MONROE ST","LITTLE ROCK","AR","72201","34.474801","-92.232904","(34.474801, -92.232904)","AD"
"2017-03-07T08:00:00.000","2017-035835","81","220","BURGLARY/B&E",,"6117 W 65TH ST","LITTLE ROCK","AR","72209","34.690903","-92.346977","(34.690903, -92.346977)","AD"
"2017-03-24T06:00:00.000","2017-032363","82","220","BURGLARY/B&E",,"9417 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.665106","-92.344545","(34.665106, -92.344545)","OP"
"2021-06-06T13:35:00.000","2021-064186","91","13A","AGGRAVATED ASSAULT","BLUNT OBJECT","8419  BASELINE RD","LITTLE ROCK","AR","72209","34.669128","-92.371763","(34.669128, -92.371763)","AC"
"2021-12-08T14:19:00.000","2021-149883","39","23D","THEFT FROM BUILDING",,"201 E MARKHAM ST","LITTLE ROCK","AR","72205","34.474766","-92.226893","(34.474766, -92.226893)","AD"
"2021-04-03T19:31:00.000","2021-034755","91","23H","ALL OTHER LARCENY",,"9300  MABELVALE CTF","LITTLE ROCK","AR","72103","34.65337","-92.382414","(34.65337, -92.382414)","EX"
"2022-03-25T11:07:00.000","2022-033946","80","23F","THEFT FROM MOTOR VEHICLE",,"4610 GUM SPRINGS RD","LITTLE ROCK","AR","72209","34.701275","-92.32696","(34.701275, -92.32696)","AD"
"2019-09-28T18:07:00.000","2019-122183","93","13A","AGGRAVATED ASSAULT","HANDGUN","33 NANDINA CIR","LITTLE ROCK","AR","72210","34.653968","-92.432093","(34.653968, -92.432093)","AD"
"2017-04-15T22:30:00.000","2017-042452","81","13A","AGGRAVATED ASSAULT","FIREARM","7220 CLOVERDALE RD","LITTLE ROCK","AR","72209","34.669575","-92.35714","(34.669575, -92.35714)","AC"
"2017-07-04T09:30:00.000","2017-081095","81","23D","THEFT FROM BUILDING",,"7212 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.684238","-92.343578","(34.684238, -92.343578)","OP"
"2018-11-05T19:59:00.000","2018-141443","91","240","MOTOR VEHICLE THEFT",,"7900 THOMPSON RD","LITTLE ROCK","AR","72103","34.6506","-92.366257","(34.6506, -92.366257)","AR"
"2022-05-04T23:10:00.000","2022-051278","82","240","MOTOR VEHICLE THEFT",,"7501 INTERSTATE 30","LITTLE ROCK","AR","72209","34.67772","-92.32143","(34.67772, -92.32143)","AD"
"2018-10-28T14:30:00.000","2018-137603","90","23F","THEFT FROM MOTOR VEHICLE",,"7 EDGEMONT DR","LITTLE ROCK","AR","72209","34.696018","-92.354168","(34.696018, -92.354168)","OP"
"2020-07-30T18:52:00.000","2020-086338","90","13A","AGGRAVATED ASSAULT","HANDGUN","21  DELROSE DR","LITTLE ROCK","AR","72209","34.696249","-92.349792","(34.696249, -92.349792)","EX"
"2018-04-08T01:01:00.000","2018-041025","92","23F","THEFT FROM MOTOR VEHICLE",,"11701 INTERSTATE 30","LITTLE ROCK","AR","72209","34.657543","-92.407921","(34.657543, -92.407921)","OP"
"2019-12-16T03:02:00.000","2019-155401","81","220","BURGLARY/B&E",,"2715 W 65TH ST","LITTLE ROCK","AR","72209","34.688828","-92.308319","(34.688828, -92.308319)","AD"
"2021-12-03T08:39:00.000","2021-147737","91","220","BURGLARY/B&E",,"9700 BASELINE RD","LITTLE ROCK","AR","72209","34.670814","-92.386207","(34.670814, -92.386207)","AD"
"2020-07-12T22:10:00.000","2020-078107","91","23H","ALL OTHER LARCENY",,"7212  YARBERRY LN","LITTLE ROCK","AR","72209","34.644358","-92.359585","(34.644358, -92.359585)","AD"
"2020-03-02T14:30:00.000","2020-024724","91","23D","THEFT FROM BUILDING",,"8901 BASELINE RD","LITTLE ROCK","AR","72209","34.66972","-92.378617","(34.66972, -92.378617)","AD"
"2017-03-08T14:12:00.000","2017-026326","81","220","BURGLARY/B&E",,"6414 BASELINE RD","LITTLE ROCK","AR","72209","34.669327","-92.349561","(34.669327, -92.349561)","OP"
"2021-02-18T21:20:00.000","2021-015981","80","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","5920 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.690441","-92.334106","(34.690441, -92.334106)","EX"
"2022-05-14T11:18:00.000","2022-055553","81","240","MOTOR VEHICLE THEFT",,"7515 GEYER SPRINGS RD 17B","LITTLE ROCK","AR","72209","34.681434","-92.342446","(34.681434, -92.342446)","VD"
"2021-10-14T07:18:00.000","2021-126431","92","23F","THEFT FROM MOTOR VEHICLE",,"123 BENTLEY CIR","LITTLE ROCK","AR","72210","34.662108","-92.427847","(34.662108, -92.427847)","AD"
"2018-04-17T21:50:00.000","2018-045488","93","23D","THEFT FROM BUILDING",,"33 NANDINA CIR","LITTLE ROCK","AR","72210","34.652739","-92.430762","(34.652739, -92.430762)","OP"
"2022-05-08T20:04:00.000","2022-052919","83","220","BURGLARY/B&E",,"5813 BASELINE RD","LITTLE ROCK","AR","72209","34.667476","-92.341477","(34.667476, -92.341477)","AD"
"2018-04-03T00:32:00.000","2018-038856","81","23H","ALL OTHER LARCENY",,"8824 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.669221","-92.344341","(34.669221, -92.344341)","OP"
"2018-11-24T18:52:00.000","2018-149548","91","220","BURGLARY/B&E",,"8218 MOONBEAM TRL","LITTLE ROCK","AR","72209","34.658115","-92.369857","(34.658115, -92.369857)","AD"
"2017-12-12T13:50:00.000","2017-155911","81","23H","ALL OTHER LARCENY",,"5006 OPAL ST","LITTLE ROCK","AR","72209","34.673688","-92.334025","(34.673688, -92.334025)","EX"
"2018-01-24T23:26:00.000","2018-010152","93","23C","SHOPLIFTING",,"11700 INTERSTATE 30","LITTLE ROCK","AR","72210","34.657516","-92.407639","(34.657516, -92.407639)","OP"
"2021-09-23T13:29:00.000","2021-116710","81","13A","AGGRAVATED ASSAULT","HANDGUN","19 S WAKEFIELD DR","LITTLE ROCK","AR","72209","34.682974","-92.3284","(34.682974, -92.3284)","AC"
"2018-04-16T05:00:00.000","2018-044626","91","240","MOTOR VEHICLE THEFT",,"7914 MOORE DR","LITTLE ROCK","AR","72209","34.663815","-92.366661","(34.663815, -92.366661)","RC"
"2021-01-11T13:32:00.000","2021-002453","83","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","3518  ARAPAHO TRL","LITTLE ROCK","AR","72209","34.661156","-92.318768","(34.661156, -92.318768)","AR"
"2017-02-05T21:35:00.000","2017-013959","81","120","ROBBERY","HANDGUN","5309 W 65TH ST","LITTLE ROCK","AR","72209","34.690434","-92.335863","(34.690434, -92.335863)","AD"
"2020-05-15T00:05:00.000","2020-052064","82","13A","AGGRAVATED ASSAULT","HANDGUN","9101 AUXOR RD","LITTLE ROCK","AR","72209","34.66601","-92.315052","(34.66601, -92.315052)","AR"
"2017-06-13T18:07:00.000","2017-071252","82","220","BURGLARY/B&E",,"9021 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.667719","-92.344422","(34.667719, -92.344422)","OP"
"2019-06-10T12:00:00.000","2019-073157","81","23F","THEFT FROM MOTOR VEHICLE",,"8200 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.675304","-92.344448","(34.675304, -92.344448)","OP"
"2019-12-30T10:10:00.000","2019-161477","81","220","BURGLARY/B&E",,"22 ROCCO DR","LITTLE ROCK","AR","72209","34.670694","-92.314839","(34.670694, -92.314839)","AD"
"2020-01-27T19:55:00.000","2020-010797","90","220","BURGLARY/B&E",,"8401 EDWINA DR","LITTLE ROCK","AR","72209","34.67757","-92.3704","(34.67757, -92.3704)","AD"
"2018-10-01T16:00:00.000","2018-125674","80","23D","THEFT FROM BUILDING",,"5910 W 53RD ST","LITTLE ROCK","AR","72209","34.701624","-92.341855","(34.701624, -92.341855)","OP"
"2018-12-08T22:00:00.000","2018-156043","82","240","MOTOR VEHICLE THEFT",,"5813 BASELINE RD","LITTLE ROCK","AR","72209","34.669003","-92.340803","(34.669003, -92.340803)","RC"
"2020-03-15T21:07:00.000","2020-030132","81","120","ROBBERY","HANDGUN","5801 DREHER LN","LITTLE ROCK","AR","72209","34.674997","-92.341895","(34.674997, -92.341895)","AD"
"2017-10-30T15:30:00.000","2017-137431","82","23D","THEFT FROM BUILDING",,"7000 VALLEY DR","LITTLE ROCK","AR","72209","34.662121","-92.356033","(34.662121, -92.356033)","EX"
"2021-10-19T13:33:00.000","2021-128845","92","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","81  WESTFIELD LOOP","LITTLE ROCK","AR","72210","34.663719","-92.428264","(34.663719, -92.428264)","AD"
"2019-03-28T04:59:00.000","2019-037386","80","220","BURGLARY/B&E",,"4907 GUM SPRINGS RD","LITTLE ROCK","AR","72209","34.700906","-92.330854","(34.700906, -92.330854)","UP"
"2022-02-06T14:22:00.000","2022-014429","91","23H","ALL OTHER LARCENY",,"11100 CHICOT RD","LITTLE ROCK","AR","72103","34.649481","-92.364809","(34.649481, -92.364809)","EX"
"2022-05-20T08:44:00.000","2022-058221","92","23C","SHOPLIFTING",,"13110 OTTER CREEK RD","LITTLE ROCK","AR","72210","34.656586","-92.424982","(34.656586, -92.424982)","AD"
"2019-11-01T22:00:00.000","2019-137558","90","23G","THEFT OF MOTOR VEHICLE PARTS",,"119 SIENNA LAKE LN","LITTLE ROCK","AR","72210","34.688855","-92.419128","(34.688855, -92.419128)","VD"
"2021-06-27T10:24:00.000","2021-074369","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","8115 FRENCHMANS LN","LITTLE ROCK","AR","72209","34.677014","-92.346629","(34.677014, -92.346629)","EX"
"2021-08-13T05:47:00.000","2021-097244","82","240","MOTOR VEHICLE THEFT",,"7501  INTERSTATE 30","LITTLE ROCK","AR","72209","34.67772","-92.32143","(34.67772, -92.32143)","AD"
"2022-03-05T22:18:00.000","2022-025971","91","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","10114 MABELVALE PLAZA DR","LITTLE ROCK","AR","72209","34.669793","-92.379193","(34.669793, -92.379193)","AD"
"2021-10-04T15:05:00.000","2021-121872","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"6620 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.689223","-92.348975","(34.689223, -92.348975)","AD"
"2018-12-09T21:00:00.000","2018-156464","91","23F","THEFT FROM MOTOR VEHICLE",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","OP"
"2018-10-31T14:00:00.000","2018-139258","80","23H","ALL OTHER LARCENY",,"5201 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.702072","-92.342764","(34.702072, -92.342764)","OP"
"2017-08-01T06:40:00.000","2017-093547","80","120","ROBBERY","FIREARM","32 ROSEMOOR DR","LITTLE ROCK","AR","72209","34.702766","-92.329249","(34.702766, -92.329249)","EX"
"2021-06-03T22:29:00.000","2021-062892","83","23H","ALL OTHER LARCENY",,"0  CINDY / GEYER","LITTLE ROCK","AR","72209","34.667166","-92.344448","(34.667166, -92.344448)","AD"
"2021-09-18T17:40:00.000","2021-114637","60","23H","ALL OTHER LARCENY",,"6301 C ST","LITTLE ROCK","AR","72205","34.475489","-92.234464","(34.475489, -92.234464)","AD"
"2018-12-01T00:01:00.000","2018-153678","92","23H","ALL OTHER LARCENY",,"12800 ALEXANDER RD","LITTLE ROCK","AR","72002","34.641143","-92.420797","(34.641143, -92.420797)","OP"
"2017-02-15T00:00:00.000","2017-028438","91","23H","ALL OTHER LARCENY",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.666646","-92.383429","(34.666646, -92.383429)","EX"
"2020-12-08T13:46:00.000","2020-143369","90","23D","THEFT FROM BUILDING",,"5  TALL PINE CV","LITTLE ROCK","AR","72204","34.698893","-92.378666","(34.698893, -92.378666)","AD"
"2022-07-06T15:43:00.000","2022-079665","61","23F","THEFT FROM MOTOR VEHICLE",,"6200 COLONEL GLENN RD","LITTLE ROCK","AR","72204","34.471837","-92.234387","(34.471837, -92.234387)","AD"
"2017-10-03T08:00:00.000","2017-147170","82","23D","THEFT FROM BUILDING",,"5310 SOUTHBORO DR","LITTLE ROCK","AR","72209","34.663355","-92.338406","(34.663355, -92.338406)","OP"
"2021-01-07T13:41:00.000","2021-001592","70","23D","THEFT FROM BUILDING",,"4710  SAM PECK RD","LITTLE ROCK","AR","72223","34.479568","-92.241517","(34.479568, -92.241517)","AD"
"2019-11-23T14:09:00.000","2019-145925","90","13A","AGGRAVATED ASSAULT","FIREARM","90 S MEADOWCLIFF DR","LITTLE ROCK","AR","72209","34.696526","-92.350835","(34.696526, -92.350835)","AR"
"2017-01-17T20:00:00.000","2017-006752","81","23F","THEFT FROM MOTOR VEHICLE",,"6319 REDWOOD DR","LITTLE ROCK","AR","72209","34.663654","-92.35364","(34.663654, -92.35364)","OP"
"2018-04-15T18:20:00.000","2018-044475","93","23C","SHOPLIFTING",,"11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","OP"
"2020-10-25T17:41:00.000","2020-125255","80","13A","AGGRAVATED ASSAULT","SHOTGUN","6  APPLEGATE CT","LITTLE ROCK","AR","72209","34.69562","-92.330884","(34.69562, -92.330884)","EX"
"2020-02-10T14:00:00.000","2020-016152","80","13A","AGGRAVATED ASSAULT","FIREARM","5517 W 51ST ST","LITTLE ROCK","AR","72209","34.702755","-92.337356","(34.702755, -92.337356)","EX"
"2020-09-03T18:10:00.000","2020-102043","82","13A","AGGRAVATED ASSAULT","FIREARM","9504 WARREN DR","LITTLE ROCK","AR","72209","34.664703","-92.355023","(34.664703, -92.355023)","AC"
"2020-06-21T00:00:00.000","2020-067963","81","23D","THEFT FROM BUILDING",,"7501  INTERSTATE 30","LITTLE ROCK","AR","72209","34.677713","-92.321423","(34.677713, -92.321423)","AD"
"2022-08-12T11:42:00.000","2022-095409","82","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","8708 SHELLEY DR","LITTLE ROCK","AR","72209","34.669976","-92.338476","(34.669976, -92.338476)","OP"
"2020-04-13T10:34:00.000","2020-040289","91","23C","SHOPLIFTING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","AD"
"2017-07-02T23:55:00.000","2017-079852","82","13A","AGGRAVATED ASSAULT","FIREARM","7 SAXONY CIR","LITTLE ROCK","AR","72209","34.665065","-92.347534","(34.665065, -92.347534)","OP"
"2019-11-23T14:00:00.000","2019-146274","81","23F","THEFT FROM MOTOR VEHICLE",,"3800 BURRIS LN","LITTLE ROCK","AR","72209","34.670902","-92.320383","(34.670902, -92.320383)","AD"
"2021-07-01T15:52:00.000","2021-076497","41","23H","ALL OTHER LARCENY",,"612 E ROOSEVELT RD","LITTLE ROCK","AR","72209","34.667065","-92.35237","(34.667065, -92.35237)","OP"
"2018-07-18T14:00:00.000","2018-089198","91","23D","THEFT FROM BUILDING",,"8621 BASELINE RD","LITTLE ROCK","AR","72209","34.670025","-92.374001","(34.670025, -92.374001)","OP"
"2019-06-24T16:00:00.000","2019-077768","93","23F","THEFT FROM MOTOR VEHICLE",,"12109 STAGECOACH RD","LITTLE ROCK","AR","72210","34.644391","-92.441677","(34.644391, -92.441677)","AD"
"2017-08-08T19:30:00.000","2017-097187","81","220","BURGLARY/B&E",,"6809 CANNA RD","LITTLE ROCK","AR","72209","34.670973","-92.35315","(34.670973, -92.35315)","OP"
"2022-09-08T16:34:00.000","2022-107275","92","23H","ALL OTHER LARCENY",,"21  FALCON CT","LITTLE ROCK","AR","72210","34.679448","-92.430197","(34.679448, -92.430197)","OP"
"2017-02-26T16:00:00.000","2017-022296","54","23G","THEFT OF MOTOR VEHICLE PARTS",,"1511 BISHOP WARREN DR","LITTLE ROCK","AR","72204","34.657886","-92.354079","(34.657886, -92.354079)","VD"
"2022-02-22T14:46:00.000","2022-021349","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","AR"
"2021-07-26T13:15:00.000","2021-088696","83","23G","THEFT OF MOTOR VEHICLE PARTS",,"9104  MALABRI DR","LITTLE ROCK","AR","72209","34.666581","-92.329938","(34.666581, -92.329938)","AD"
"2020-01-28T12:01:00.000","2020-011042","80","23C","SHOPLIFTING",,"5223 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.702063","-92.344252","(34.702063, -92.344252)","AD"
"2017-01-28T17:32:00.000","2017-010836","93","23C","SHOPLIFTING",,"8900 STAGECOACH RD","LITTLE ROCK","AR","72210","34.671097","-92.418221","(34.671097, -92.418221)","OP"
"2020-03-09T17:17:00.000","2020-027682","80","23F","THEFT FROM MOTOR VEHICLE",,"5501 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.699539","-92.344782","(34.699539, -92.344782)","AD"
"2018-08-25T00:13:00.000","2018-107473","83","13A","AGGRAVATED ASSAULT","FIREARM","6902 REDWOOD DR","LITTLE ROCK","AR","72209","34.66372","-92.355082","(34.66372, -92.355082)","OP"
"2017-07-26T20:15:00.000","2017-091083","81","13A","AGGRAVATED ASSAULT","HANDGUN","8701 INTERSTATE 30","LITTLE ROCK","AR","72209","34.678997","-92.347123","(34.678997, -92.347123)","OP"
"2019-03-11T17:50:00.000","2019-030342","81","13A","AGGRAVATED ASSAULT","FIREARM","8701 INTERSTATE 30","LITTLE ROCK","AR","72209","34.677121","-92.348715","(34.677121, -92.348715)","AR"
"2020-02-11T19:00:00.000","2020-016647","93","23H","ALL OTHER LARCENY",,"16000 OTTER CREEK PKWY","LITTLE ROCK","AR","72210","34.660553","-92.434303","(34.660553, -92.434303)","AR"
"2021-03-19T14:41:00.000","2021-028136","70","23F","THEFT FROM MOTOR VEHICLE",,"4610 SAM PECK RD","LITTLE ROCK","AR","72223","34.479454","-92.241553","(34.479454, -92.241553)","AD"
"2018-05-18T15:28:00.000","2018-059696","91","13A","AGGRAVATED ASSAULT","OTHER","8621 BASELINE RD","LITTLE ROCK","AR","72209","34.670025","-92.374001","(34.670025, -92.374001)","AR"
"2017-07-07T20:04:00.000","2017-082398","81","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","4500 BASELINE RD","LITTLE ROCK","AR","72209","34.668331","-92.327858","(34.668331, -92.327858)","AR"
"2019-08-10T21:44:00.000","2019-100089","82","13A","AGGRAVATED ASSAULT","HANDGUN","5713 DREXEL AVE","LITTLE ROCK","AR","72209","34.658109","-92.342251","(34.658109, -92.342251)","AD"
"2021-12-08T10:51:00.000","2021-149820","81","220","BURGLARY/B&E",,"7515 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.681434","-92.342446","(34.681434, -92.342446)","AD"
"2021-12-30T13:25:00.000","2021-159066","82","23H","ALL OTHER LARCENY",,"8610 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.671686","-92.344799","(34.671686, -92.344799)","AD"
"2020-01-01T17:07:00.000","2020-000443","82","220","BURGLARY/B&E",,"9010 HILARO SPRINGS RD","LITTLE ROCK","AR","72209","34.666579","-92.319035","(34.666579, -92.319035)","AD"
"2018-04-01T11:40:00.000","2018-038196","91","220","BURGLARY/B&E",,"11625 WARREN RD","LITTLE ROCK","AR","72209","34.643974","-92.355614","(34.643974, -92.355614)","EX"
"2022-02-19T10:19:00.000","2022-020144","92","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","7 NANDINA CIR","LITTLE ROCK","AR","72210","34.653644","-92.430976","(34.653644, -92.430976)","AD"
"2019-04-06T09:32:00.000","2019-042482","91","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","8425 MABELVALE CUT OFF RD","LITTLE ROCK","AR","72103","34.654471","-92.372933","(34.654471, -92.372933)","EX"
"2022-05-17T14:46:00.000","2022-056985","83","240","MOTOR VEHICLE THEFT",,"5200 PEACH LEAF CV","LITTLE ROCK","AR","72206","34.626732","-92.33931","(34.626732, -92.33931)","AC"
"2020-06-29T00:58:00.000","2020-071379","82","13A","AGGRAVATED ASSAULT","FIREARM","6510  MABELVALE CUT OFF RD","LITTLE ROCK","AR","72209","34.655661","-92.351531","(34.655661, -92.351531)","AD"
"2017-08-25T01:07:00.000","2017-104920","80","23F","THEFT FROM MOTOR VEHICLE",,"5200 W 65TH ST","LITTLE ROCK","AR","72209","34.690453","-92.334419","(34.690453, -92.334419)","AR"
"2017-10-16T08:00:00.000","2017-130950","82","240","MOTOR VEHICLE THEFT",,"6401 BASELINE RD","LITTLE ROCK","AR","72209","34.669321","-92.349387","(34.669321, -92.349387)","AR"
"2018-11-04T00:00:00.000","2018-140811","91","220","BURGLARY/B&E",,"8500 CASTLE VALLEY RD","LITTLE ROCK","AR","72103","34.633422","-92.372294","(34.633422, -92.372294)","AD"
"2021-12-02T22:40:00.000","2021-147587","91","220","BURGLARY/B&E",,"10013 PROSPECT LOOP","LITTLE ROCK","AR","72209","34.659331","-92.369435","(34.659331, -92.369435)","UP"
"2019-08-01T23:20:00.000","2019-095997","81","13A","AGGRAVATED ASSAULT","FIREARM","7204 CLOVERDALE DR","LITTLE ROCK","AR","72209","34.670459","-92.357341","(34.670459, -92.357341)","AD"
"2022-07-14T18:16:00.000","2022-083163","80","13A","AGGRAVATED ASSAULT","FIREARM","5900 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.695843","-92.347183","(34.695843, -92.347183)","AD"
"2020-07-02T09:23:00.000","2020-073026","82","23D","THEFT FROM BUILDING",,"6816  KNOLLWOOD RD","LITTLE ROCK","AR","72209","34.664686","-92.35438","(34.664686, -92.35438)","AD"
"2017-03-24T00:01:00.000","2017-034973","91","23G","THEFT OF MOTOR VEHICLE PARTS",,"9301 SOUTHWEST DR","LITTLE ROCK","AR","72209","34.665815","-92.369668","(34.665815, -92.369668)","VD"
