"incident_date","incident_number","location_district","offense_code","offense_description","weapon_type","incident_location","city","state","zip","latitude","longitude","location_1","incident_status"
"2019-08-12T12:00:00.000","2019-120822","82","23H","ALL OTHER LARCENY",,"9500 S HEIGHTS RD","LITTLE ROCK","AR","72209","34.658919","-92.332712","(34.658919, -92.332712)","AD"
"2020-01-17T00:01:00.000","2020-009120","80","23D","THEFT FROM BUILDING",,"5201 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.702537","-92.342534","(34.702537, -92.342534)","AD"
"2020-06-15T20:00:00.000","2020-065617","90","23F","THEFT FROM MOTOR VEHICLE",,"122  BRACEY LN","LITTLE ROCK","AR","72204","34.698312","-92.383362","(34.698312, -92.383362)","AD"
"2020-02-10T03:14:00.000","2020-016001","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"6414 BASELINE RD","LITTLE ROCK","AR","72209","34.670045","-92.349495","(34.670045, -92.349495)","AD"
"2019-04-09T23:20:00.000","2019-042766","81","13A","AGGRAVATED ASSAULT","FIREARM","6029 ARBOR CV","LITTLE ROCK","AR","72209","34.686573","-92.34469","(34.686573, -92.34469)","OP"
"2018-10-25T21:00:00.000","2018-136410","91","23F","THEFT FROM MOTOR VEHICLE",,"9515 INTERSTATE 30","LITTLE ROCK","AR","72209","34.676251","-92.364884","(34.676251, -92.364884)","AD"
"2018-10-22T12:00:00.000","2018-135199","91","23D","THEFT FROM BUILDING",,"7604 WOODHAVEN DR","LITTLE ROCK","AR","72209","34.661949","-92.362919","(34.661949, -92.362919)","AC"
"2019-09-20T09:30:00.000","2019-118489","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AD"
"2019-08-07T02:45:00.000","2019-098360","93","23F","THEFT FROM MOTOR VEHICLE",,"15 LENDL LOOP","LITTLE ROCK","AR","72210","34.666674","-92.429971","(34.666674, -92.429971)","AD"
"2017-09-21T00:25:00.000","2017-117659","91","13A","AGGRAVATED ASSAULT","HANDGUN","9010 WOODFORD DR","LITTLE ROCK","AR","72209","34.668416","-92.37185","(34.668416, -92.37185)","OP"
"2019-04-16T14:00:00.000","2019-045526","91","23D","THEFT FROM BUILDING",,"11 MABELVALE PLAZA LN","LITTLE ROCK","AR","72209","34.665371","-92.383563","(34.665371, -92.383563)","AD"
"2017-12-05T14:10:00.000","2017-152715","93","23C","SHOPLIFTING",,"11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","AD"
"2018-06-22T12:00:00.000","2018-076237","90","23D","THEFT FROM BUILDING",,"7521 DENISE DR","LITTLE ROCK","AR","72209","34.681575","-92.356345","(34.681575, -92.356345)","AD"
"2017-02-25T17:00:00.000","2017-022257","93","23F","THEFT FROM MOTOR VEHICLE",,"1 TREVINO CV","LITTLE ROCK","AR","72210","34.67032","-92.437526","(34.67032, -92.437526)","AD"
"2021-08-30T08:29:00.000","2021-105406","83","240","MOTOR VEHICLE THEFT",,"5410  STANLEY DR","LITTLE ROCK","AR","72209","34.665763","-92.339962","(34.665763, -92.339962)","VD"
"2018-10-29T21:49:00.000","2018-138241","80","13A","AGGRAVATED ASSAULT","HANDGUN","4800 TERRA VISTA CIR","LITTLE ROCK","AR","72209","34.691173","-92.331835","(34.691173, -92.331835)","EX"
"2020-01-11T01:20:00.000","2020-004435","90","13A","AGGRAVATED ASSAULT","KNIFE/CUTTING INSTRUMENT","122 BRACEY LN","LITTLE ROCK","AR","72204","34.698312","-92.383362","(34.698312, -92.383362)","OP"
"2019-12-02T15:30:00.000","2019-149530","90","120","ROBBERY","KNIFE/CUTTING INSTRUMENT","7414 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.684388","-92.358968","(34.684388, -92.358968)","AJ"
"2021-10-05T05:21:00.000","2021-122186","91","23D","THEFT FROM BUILDING",,"7620  BASELINE RD","LITTLE ROCK","AR","72209","34.669739","-92.362589","(34.669739, -92.362589)","AD"
"2021-03-31T18:55:00.000","2021-033413","81","220","BURGLARY/B&E",,"6501  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.689972","-92.342164","(34.689972, -92.342164)","VD"
"2018-10-03T01:00:00.000","2018-126743","80","23F","THEFT FROM MOTOR VEHICLE",,"4624 W 55TH ST","LITTLE ROCK","AR","72209","34.700033","-92.329167","(34.700033, -92.329167)","AD"
"2020-10-23T10:20:00.000","2020-124225","82","23G","THEFT OF MOTOR VEHICLE PARTS",,"10101  STILLMAN DR","LITTLE ROCK","AR","72209","34.658273","-92.348783","(34.658273, -92.348783)","AD"
"2019-11-21T09:30:00.000","2019-144977","91","23H","ALL OTHER LARCENY",,"6809 GUINEVERE DR","LITTLE ROCK","AR","72209","34.649687","-92.355289","(34.649687, -92.355289)","AD"
"2020-01-16T11:46:00.000","2020-008385","93","23D","THEFT FROM BUILDING",,"10 BASS PRO DR","LITTLE ROCK","AR","72210","34.657168","-92.411611","(34.657168, -92.411611)","AC"
"2017-02-19T08:55:00.000","2017-020449","91","220","BURGLARY/B&E","PERSONAL WEAPONS (HANDS, FISTS, ETC)","8000 E LEGION RD","MABELVALE","AR","72103","34.652361","-92.367848","(34.652361, -92.367848)","AD"
"2022-01-25T04:14:00.000","2022-009559","82","220","BURGLARY/B&E",,"2401 W 65TH ST","LITTLE ROCK","AR","72209","34.688184","-92.304128","(34.688184, -92.304128)","AR"
"2022-01-19T13:00:00.000","2022-007216","90","23D","THEFT FROM BUILDING",,"29 WATERS EDGE DR","LITTLE ROCK","AR","72204","34.695236","-92.399079","(34.695236, -92.399079)","AD"
"2021-07-17T22:50:00.000","2021-084800","80","240","MOTOR VEHICLE THEFT",,"6011  SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.694089","-92.317435","(34.694089, -92.317435)","VD"
"2017-09-30T11:45:00.000","2017-122752","82","23H","ALL OTHER LARCENY",,"5917 BASELINE RD","LITTLE ROCK","AR","72209","34.669067","-92.34227","(34.669067, -92.34227)","OP"
"2019-05-09T00:00:00.000","2019-056002","91","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","10525 DIAMOND DR","LITTLE ROCK","AR","72209","34.653441","-92.351611","(34.653441, -92.351611)","EX"
"2020-06-26T19:01:00.000","2020-070270","81","23H","ALL OTHER LARCENY",,"8824 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670636","-92.345837","(34.670636, -92.345837)","OP"
"2019-06-19T13:31:00.000","2019-075309","82","220","BURGLARY/B&E",,"4400 PINE CONE DR","LITTLE ROCK","AR","72209","34.66462","-92.3269","(34.66462, -92.3269)","AD"
"2019-11-08T15:30:00.000","2019-139795","81","23H","ALL OTHER LARCENY",,"1 STATE POLICE PLAZA DR","LITTLE ROCK","AR","72209","34.676683","-92.341515","(34.676683, -92.341515)","AD"
"2019-05-01T15:27:00.000","2019-052421","81","23C","SHOPLIFTING",,"8717 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.67055","-92.342768","(34.67055, -92.342768)","OP"
"2021-02-15T02:14:00.000","2021-014547","80","13A","AGGRAVATED ASSAULT","MOTOR VEHICLE","3920 W 65TH ST","LITTLE ROCK","AR","72209","34.690209","-92.319514","(34.690209, -92.319514)","AD"
"2020-03-06T00:00:00.000","2020-029955","82","23D","THEFT FROM BUILDING",,"5920 PALO ALTO DR","LITTLE ROCK","AR","72209","34.657689","-92.34445","(34.657689, -92.34445)","AD"
"2020-09-14T22:56:00.000","2020-107062","81","23F","THEFT FROM MOTOR VEHICLE",,"6621  YOUNG RD","LITTLE ROCK","AR","72209","34.679687","-92.351098","(34.679687, -92.351098)","AR"
"2022-06-07T06:54:00.000","2022-066211","92","23C","SHOPLIFTING",,"13420 OTTER CREEK PKY","LITTLE ROCK","AR","72210","34.6586","-92.426525","(34.6586, -92.426525)","AD"
"2020-12-16T13:30:00.000","2020-146450","62","23F","THEFT FROM MOTOR VEHICLE",,"8 LUDINGTON CV","LITTLE ROCK","AR","72227","34.477113","-92.237887","(34.477113, -92.237887)","AD"
"2019-05-03T10:00:00.000","2019-053241","80","23H","ALL OTHER LARCENY",,"5604 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.698814","-92.343179","(34.698814, -92.343179)","OP"
"2017-05-25T21:00:00.000","2017-062023","82","220","BURGLARY/B&E",,"1 OLD GLORY CT","LITTLE ROCK","AR","72209","34.661068","-92.340706","(34.661068, -92.340706)","OP"
"2019-09-06T13:56:00.000","2019-112174","93","23C","SHOPLIFTING",,"11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","AD"
"2021-05-10T14:02:00.000","2021-050953","82","23H","ALL OTHER LARCENY",,"8824  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.670839","-92.344712","(34.670839, -92.344712)","OP"
"2018-10-03T03:00:00.000","2018-126325","93","23D","THEFT FROM BUILDING",,"12119 STAGECOACH RD","LITTLE ROCK","AR","72210","34.647067","-92.439728","(34.647067, -92.439728)","OP"
"2019-12-09T07:00:00.000","2019-152552","82","23F","THEFT FROM MOTOR VEHICLE",,"4014 ARAPAHO TRL","LITTLE ROCK","AR","72209","34.664865","-92.325154","(34.664865, -92.325154)","AD"
"2019-06-30T03:00:00.000","2019-080844","90","23D","THEFT FROM BUILDING",,"7903 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.680535","-92.367233","(34.680535, -92.367233)","OP"
"2019-09-15T12:00:00.000","2019-116242","91","240","MOTOR VEHICLE THEFT",,"11724 DOE RUN DR","LITTLE ROCK","AR","72209","34.643377","-92.362283","(34.643377, -92.362283)","AD"
"2019-03-28T16:30:00.000","2019-038902","81","220","BURGLARY/B&E",,"1 COOPERATIVE WAY","LITTLE ROCK","AR","72209","34.67785","-92.325283","(34.67785, -92.325283)","OP"
"2019-01-05T13:33:00.000","2019-002705","82","23D","THEFT FROM BUILDING",,"6101 BASELINE RD","LITTLE ROCK","AR","72209","34.669213","-92.346051","(34.669213, -92.346051)","OP"
"2020-11-22T21:43:00.000","2020-137206","81","13A","AGGRAVATED ASSAULT","HANDGUN","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.689186","-92.332632","(34.689186, -92.332632)","AD"
"2020-11-06T12:18:00.000","2020-130119","81","23D","THEFT FROM BUILDING",,"6620  YOUNG RD","LITTLE ROCK","AR","72209","34.680713","-92.350953","(34.680713, -92.350953)","AD"
"2017-01-27T16:20:00.000","2017-010442","82","23C","SHOPLIFTING",,"5609 BASELINE RD","LITTLE ROCK","AR","72209","34.66897","-92.340067","(34.66897, -92.340067)","OP"
"2018-07-21T10:58:00.000","2018-090677","81","240","MOTOR VEHICLE THEFT",,"6819 DAHLIA DR","LITTLE ROCK","AR","72209","34.673091","-92.353732","(34.673091, -92.353732)","RC"
"2022-03-15T01:49:00.000","2022-029609","91","23C","SHOPLIFTING",,"10011 INTERSTATE 30","LITTLE ROCK","AR","72209","34.670887","-92.37604","(34.670887, -92.37604)","AD"
"2017-07-25T18:00:00.000","2017-090872","90","220","BURGLARY/B&E","PERSONAL WEAPONS (HANDS, FISTS, ETC)","5700 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.697807","-92.345894","(34.697807, -92.345894)","AD"
"2021-03-04T21:54:00.000","2021-021672","82","240","MOTOR VEHICLE THEFT",,"7700  SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.677981","-92.319942","(34.677981, -92.319942)","AD"
"2021-05-25T12:42:00.000","2021-058171","80","23D","THEFT FROM BUILDING",,"21 S MEADOWCLIFF DR","LITTLE ROCK","AR","72209","34.696201","-92.347785","(34.696201, -92.347785)","AD"
"2019-10-09T14:50:00.000","2019-126977","81","23D","THEFT FROM BUILDING",,"7501 INTERSTATE 30","LITTLE ROCK","AR","72209","34.677713","-92.321423","(34.677713, -92.321423)","AD"
"2020-12-16T11:25:00.000","2020-146434","51","23D","THEFT FROM BUILDING",,"712 W 3RD ST","LITTLE ROCK","AR","72201","34.474746","-92.227818","(34.474746, -92.227818)","AD"
"2018-02-01T17:07:00.000","2018-013385","93","23C","SHOPLIFTING",,"11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","OP"
"2018-07-30T13:14:00.000","2018-095050","91","13A","AGGRAVATED ASSAULT","HANDGUN","9824 CHICOT RD","LITTLE ROCK","AR","72209","34.660591","-92.362907","(34.660591, -92.362907)","AR"
"2017-09-08T03:00:00.000","2017-111693","80","23H","ALL OTHER LARCENY",,"4608 W 61ST ST","LITTLE ROCK","AR","72209","34.694785","-92.328769","(34.694785, -92.328769)","AR"
"2017-01-10T18:47:00.000","2017-004129","82","23H","ALL OTHER LARCENY",,"10215 REPUBLIC LN","LITTLE ROCK","AR","72209","34.658082","-92.341207","(34.658082, -92.341207)","OP"
"2019-01-01T00:00:00.000","2019-010450","93","23H","ALL OTHER LARCENY",,"8800 STAGECOACH RD","LITTLE ROCK","AR","72210","34.671776","-92.417739","(34.671776, -92.417739)","OP"
"2020-06-24T12:57:00.000","2020-069162","81","23F","THEFT FROM MOTOR VEHICLE",,"5001 W 65TH ST","LITTLE ROCK","AR","72209","34.689186","-92.332632","(34.689186, -92.332632)","AD"
"2020-03-28T12:00:00.000","2020-035554","80","220","BURGLARY/B&E",,"4501 HOFFMAN RD","LITTLE ROCK","AR","72209","34.696961","-92.325837","(34.696961, -92.325837)","AD"
"2018-06-04T10:53:00.000","2018-067650","91","23C","SHOPLIFTING",,"10215 MABELVALE PLAZA DR","LITTLE ROCK","AR","72209","34.668147","-92.379347","(34.668147, -92.379347)","OP"
"2019-08-12T13:19:00.000","2019-100753","91","220","BURGLARY/B&E",,"9115 MANN RD","LITTLE ROCK","AR","72209","34.667428","-92.367559","(34.667428, -92.367559)","AD"
"2019-08-03T22:20:00.000","2019-098066","81","23H","ALL OTHER LARCENY",,"5108 BASELINE RD","LITTLE ROCK","AR","72209","34.669053","-92.334794","(34.669053, -92.334794)","AD"
"2019-01-10T22:30:00.000","2019-004631","82","240","MOTOR VEHICLE THEFT",,"5500 DREHER LN","LITTLE ROCK","AR","72209","34.675617","-92.338463","(34.675617, -92.338463)","VD"
"2022-09-06T20:08:00.000","2022-106486","82","23H","ALL OTHER LARCENY",,"8801  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.67055","-92.342768","(34.67055, -92.342768)","OP"
"2018-08-07T15:00:00.000","2018-105108","81","240","MOTOR VEHICLE THEFT",,"6501 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.690166","-92.343285","(34.690166, -92.343285)","RC"
"2017-10-19T04:12:00.000","2017-131298","91","120","ROBBERY","PERSONAL WEAPONS (HANDS, FISTS, ETC)","8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","AD"
"2020-02-16T16:12:00.000","2020-018482","91","23C","SHOPLIFTING",,"7620 BASELINE RD","LITTLE ROCK","AR","72209","34.670371","-92.362254","(34.670371, -92.362254)","AD"
"2017-02-12T22:43:00.000","2017-016836","90","13A","AGGRAVATED ASSAULT","HANDGUN","7700 N CHICOT RD","LITTLE ROCK","AR","72209","34.680481","-92.36261","(34.680481, -92.36261)","AD"
"2018-07-07T10:00:00.000","2018-084013","91","220","BURGLARY/B&E",,"11201 APPOMATTOX DR","LITTLE ROCK","AR","72103","34.649167","-92.372719","(34.649167, -92.372719)","AD"
"2017-03-13T10:50:00.000","2017-028009","81","23D","THEFT FROM BUILDING",,"7900 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.67733","-92.319543","(34.67733, -92.319543)","OP"
"2017-09-29T12:00:00.000","2017-136686","81","23D","THEFT FROM BUILDING",,"6100 MITCHELL DR","LITTLE ROCK","AR","72209","34.677339","-92.345966","(34.677339, -92.345966)","AD"
"2021-12-14T17:15:00.000","2021-152637","92","13A","AGGRAVATED ASSAULT","HANDGUN","11 AUGUSTA CT","LITTLE ROCK","AR","72210","34.676604","-92.421929","(34.676604, -92.421929)","EX"
"2018-09-17T21:30:00.000","2018-118959","91","240","MOTOR VEHICLE THEFT",,"9518 SOUTHWEST DR","LITTLE ROCK","AR","72209","34.663456","-92.369506","(34.663456, -92.369506)","AD"
"2018-09-12T21:00:00.000","2018-116706","81","23F","THEFT FROM MOTOR VEHICLE",,"4 VILLAGE CT","LITTLE ROCK","AR","72209","34.680814","-92.32784","(34.680814, -92.32784)","AD"
"2017-12-10T19:23:00.000","2017-155063","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.670094","-92.376278","(34.670094, -92.376278)","AJ"
"2022-01-29T18:57:00.000","2022-011503","83","220","BURGLARY/B&E",,"6600  DELILAH LN","LITTLE ROCK","AR","72209","34.664815","-92.351418","(34.664815, -92.351418)","AR"
"2017-05-01T01:30:00.000","2017-049633","93","23F","THEFT FROM MOTOR VEHICLE",,"77 REDLEAF CIR","LITTLE ROCK","AR","72210","34.676488","-92.417165","(34.676488, -92.417165)","OP"
"2017-07-24T08:45:00.000","2017-089877","82","23C","SHOPLIFTING",,"8902 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.669132","-92.344346","(34.669132, -92.344346)","OP"
"2021-10-11T19:49:00.000","2021-125323","83","13A","AGGRAVATED ASSAULT","FIREARM","10215 REPUBLIC LN","LITTLE ROCK","AR","72209","34.657307","-92.340981","(34.657307, -92.340981)","AD"
"2018-07-24T21:25:00.000","2018-092389","81","23H","ALL OTHER LARCENY",,"6608 JUNIPER RD","LITTLE ROCK","AR","72209","34.675312","-92.351028","(34.675312, -92.351028)","EX"
"2021-06-14T20:19:00.000","2021-068282","81","13A","AGGRAVATED ASSAULT","HANDGUN","6600  LANCASTER RD","LITTLE ROCK","AR","72209","34.688668","-92.335269","(34.688668, -92.335269)","AC"
"2017-03-20T19:00:00.000","2017-030945","91","23F","THEFT FROM MOTOR VEHICLE",,"10325 STARDUST TRL","LITTLE ROCK","AR","72209","34.65649","-92.369148","(34.65649, -92.369148)","AD"
"2019-07-14T07:13:00.000","2019-087668","90","13A","AGGRAVATED ASSAULT","HANDGUN","6815 FORBING RD","LITTLE ROCK","AR","72209","34.683758","-92.353375","(34.683758, -92.353375)","AD"
"2021-01-22T14:27:00.000","2021-005962","83","13A","AGGRAVATED ASSAULT","HANDGUN","9101 AUXOR RD","LITTLE ROCK","AR","72209","34.666645","-92.31464","(34.666645, -92.31464)","AD"
"2018-04-01T20:00:00.000","2018-039088","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"8223 SCOTT HAMILTON DR","LITTLE ROCK","AR","72209","34.673398","-92.317657","(34.673398, -92.317657)","RC"
"2020-06-26T04:36:00.000","2020-069991","81","220","BURGLARY/B&E",,"34  RUGBY DR","LITTLE ROCK","AR","72209","34.686486","-92.328821","(34.686486, -92.328821)","AD"
"2019-01-15T17:52:00.000","2019-006578","81","09A","MURDER & NONNEGLIGENT MANSLAUGHTER","FIREARM","5420 BASELINE RD","LITTLE ROCK","AR","72209","34.668888","-92.33831","(34.668888, -92.33831)","AR"
"2022-06-12T10:57:00.000","2022-068450","83","220","BURGLARY/B&E",,"7500 VERNON ESTATES DR","LITTLE ROCK","AR","72209","34.666763","-92.361803","(34.666763, -92.361803)","AD"
"2019-02-17T20:19:00.000","2019-021088","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667162","-92.37698","(34.667162, -92.37698)","AR"
"2019-01-05T01:43:00.000","2020-001908","83","240","MOTOR VEHICLE THEFT",,"5813 BASELINE RD","LITTLE ROCK","AR","72209","34.668466","-92.341959","(34.668466, -92.341959)","VD"
"2018-12-03T21:22:00.000","2018-154169","90","120","ROBBERY",,"6325 STAGECOACH RD","LITTLE ROCK","AR","72204","34.691029","-92.392853","(34.691029, -92.392853)","AR"
"2020-01-28T19:07:00.000","2020-011614","90","13A","AGGRAVATED ASSAULT","HANDGUN","6 IVY DR","LITTLE ROCK","AR","72209","34.697693","-92.34921","(34.697693, -92.34921)","EX"
"2022-08-25T06:54:00.000","2022-100902","92","220","BURGLARY/B&E",,"11935 INTERSTATE 30","LITTLE ROCK","AR","72209","34.654111","-92.410168","(34.654111, -92.410168)","AD"
"2021-12-16T17:14:00.000","2021-153483","91","23C","SHOPLIFTING",,"8801 BASELINE RD","LITTLE ROCK","AR","72209","34.667168","-92.376986","(34.667168, -92.376986)","AD"
"2018-03-20T15:01:00.000","2018-033091","93","23C","SHOPLIFTING",,"13115 OTTER CREEK RD","LITTLE ROCK","AR","72210","34.655485","-92.424969","(34.655485, -92.424969)","OP"
"2019-10-23T16:30:00.000","2019-133045","80","23H","ALL OTHER LARCENY",,"6421 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.691885","-92.346286","(34.691885, -92.346286)","AD"
"2021-11-19T12:05:00.000","2021-142173","80","240","MOTOR VEHICLE THEFT",,"5900 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.695843","-92.347183","(34.695843, -92.347183)","AD"
"2017-08-25T15:00:00.000","2017-105135","81","23D","THEFT FROM BUILDING",,"5701 DREHER LN","LITTLE ROCK","AR","72209","34.675447","-92.340852","(34.675447, -92.340852)","OP"
"2018-02-26T08:00:00.000","2018-023796","91","220","BURGLARY/B&E",,"11608 WARREN RD","LITTLE ROCK","AR","72209","34.644775","-92.35555","(34.644775, -92.35555)","AD"
"2017-12-06T10:00:00.000","2017-153275","81","220","BURGLARY/B&E",,"5801 FISHER ST","LITTLE ROCK","AR","72209","34.68284","-92.340947","(34.68284, -92.340947)","AD"
"2017-05-29T15:08:00.000","2017-064090","93","23D","THEFT FROM BUILDING",,"9400 STAGECOACH RD","LITTLE ROCK","AR","72210","34.666148","-92.421379","(34.666148, -92.421379)","AD"
"2021-04-13T00:23:00.000","2021-038701","82","23D","THEFT FROM BUILDING",,"7501  INTERSTATE 30","LITTLE ROCK","AR","72209","34.67772","-92.32143","(34.67772, -92.32143)","AD"
"2017-10-04T17:00:00.000","2017-124593","80","23F","THEFT FROM MOTOR VEHICLE",,"6200 PATTERSON RD","LITTLE ROCK","AR","72209","34.69329","-92.325009","(34.69329, -92.325009)","EX"
"2019-07-29T18:21:00.000","2019-094472","91","13A","AGGRAVATED ASSAULT","SHOTGUN","7700 BUNCH RD","LITTLE ROCK","AR","72103","34.637278","-92.36512","(34.637278, -92.36512)","AR"
"2020-09-21T14:40:00.000","2020-110080","80","23G","THEFT OF MOTOR VEHICLE PARTS",,"6006  GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.694677","-92.34369","(34.694677, -92.34369)","AD"
"2019-08-29T11:28:00.000","2019-109033","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"5518 BASELINE RD","LITTLE ROCK","AR","72209","34.669848","-92.340035","(34.669848, -92.340035)","AD"
"2017-11-01T22:00:00.000","2017-137767","81","23F","THEFT FROM MOTOR VEHICLE",,"8702 SHELLEY DR","LITTLE ROCK","AR","72209","34.670543","-92.338503","(34.670543, -92.338503)","AD"
"2021-05-08T11:07:00.000","2021-049970","81","23G","THEFT OF MOTOR VEHICLE PARTS",,"6101 W 65TH ST","LITTLE ROCK","AR","72209","34.690326","-92.343993","(34.690326, -92.343993)","AD"
"2020-03-08T22:00:00.000","2020-027479","80","23F","THEFT FROM MOTOR VEHICLE",,"6000 LYNDELL DR","LITTLE ROCK","AR","72209","34.69488","-92.332944","(34.69488, -92.332944)","AJ"
"2019-09-27T03:55:00.000","2019-121523","80","220","BURGLARY/B&E",,"5204 MABELVALE PIKE","LITTLE ROCK","AR","72209","34.702358","-92.337352","(34.702358, -92.337352)","AD"
"2019-03-13T13:20:00.000","2019-031130","83","23C","SHOPLIFTING",,"8902 GEYER SPRINGS RD","LITTLE ROCK","AR","72209","34.668507","-92.34514","(34.668507, -92.34514)","AR"
"2018-04-15T01:42:00.000","2018-044252","81","13A","AGGRAVATED ASSAULT","HANDGUN","5001 W 65TH ST","LITTLE ROCK","AR","72209","34.6903","-92.331863","(34.6903, -92.331863)","EX"
"2019-10-10T16:35:00.000","2019-127497","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","15 OLD GLORY CT","LITTLE ROCK","AR","72209","34.661919","-92.340569","(34.661919, -92.340569)","AD"
"2018-09-27T21:00:00.000","2018-123720","82","23F","THEFT FROM MOTOR VEHICLE",,"6000 QUEENSBORO DR","LITTLE ROCK","AR","72209","34.664147","-92.344637","(34.664147, -92.344637)","AD"
"2019-11-28T23:42:00.000","2019-148103","92","13A","AGGRAVATED ASSAULT","HANDGUN","13009 LEMONCREST LN","LITTLE ROCK","AR","72210","34.65873","-92.437742","(34.65873, -92.437742)","AC"
"2017-06-27T22:00:00.000","2017-077721","93","23G","THEFT OF MOTOR VEHICLE PARTS",,"8524 BASELINE RD","LITTLE ROCK","AR","72209","34.669999","-92.372931","(34.669999, -92.372931)","OP"
"2017-12-16T11:44:00.000","2017-157784","92","23H","ALL OTHER LARCENY","PERSONAL WEAPONS (HANDS, FISTS, ETC)","13607 ALEXANDER RD","LITTLE ROCK","AR","72002","34.638863","-92.429188","(34.638863, -92.429188)","AD"
"2019-11-02T12:00:00.000","2019-137185","91","23C","SHOPLIFTING",,"10422 CHICOT RD","LITTLE ROCK","AR","72209","34.655623","-92.363802","(34.655623, -92.363802)","AD"
"2018-10-17T02:30:00.000","2018-132579","82","220","BURGLARY/B&E",,"4013 BASELINE RD","LITTLE ROCK","AR","72209","34.668129","-92.322778","(34.668129, -92.322778)","OP"
"2022-08-11T03:13:00.000","2022-094856","92","220","BURGLARY/B&E",,"8822 STAGECOACH RD","LITTLE ROCK","AR","72210","34.671967","-92.418433","(34.671967, -92.418433)","AD"
"2021-03-13T15:32:00.000","2021-025551","80","240","MOTOR VEHICLE THEFT",,"5200 S UNIVERSITY AVE","LITTLE ROCK","AR","72209","34.702605","-92.34575","(34.702605, -92.34575)","AD"
"2022-03-17T17:03:00.000","2022-030747","81","220","BURGLARY/B&E",,"6100 LEON CIR","LITTLE ROCK","AR","72209","34.68231","-92.3451","(34.68231, -92.3451)","AD"
"2019-02-02T18:30:00.000","2019-015396","91","13A","AGGRAVATED ASSAULT","FIREARM","10014 WILDERNESS RD","LITTLE ROCK","AR","72209","34.659004","-92.371342","(34.659004, -92.371342)","EX"
"2019-07-12T20:10:00.000","2019-087011","82","13A","AGGRAVATED ASSAULT","PERSONAL WEAPONS (HANDS, FISTS, ETC)","6401 BASELINE RD","LITTLE ROCK","AR","72209","34.667059","-92.352364","(34.667059, -92.352364)","EX"
"2021-08-11T12:54:00.000","2021-096427","82","240","MOTOR VEHICLE THEFT",,"4920 BASELINE RD","LITTLE ROCK","AR","72209","34.66926","-92.332972","(34.66926, -92.332972)","AD"
"2019-12-04T01:07:00.000","2019-150217","92","220","BURGLARY/B&E",,"10402 MABELVALE PIKE","LITTLE ROCK","AR","72103","34.657416","-92.388971","(34.657416, -92.388971)","AD"
"2020-08-26T17:38:00.000","2020-098507","81","240","MOTOR VEHICLE THEFT",,"8001  INTERSTATE 30","LITTLE ROCK","AR","72209","34.677737","-92.333015","(34.677737, -92.333015)","AD"
"2020-05-14T19:45:00.000","2020-051981","81","23D","THEFT FROM BUILDING",,"2401 W 65TH ST","LITTLE ROCK","AR","72209","34.688184","-92.304128","(34.688184, -92.304128)","AD"
"2018-08-07T14:00:00.000","2018-099049","93","13A","AGGRAVATED ASSAULT","OTHER","11201 BASS PRO PKWY","LITTLE ROCK","AR","72210","34.657543","-92.410366","(34.657543, -92.410366)","EX"
"2017-01-08T15:38:00.000","2017-002815","80","23F","THEFT FROM MOTOR VEHICLE",,"2923 W 60TH ST","LITTLE ROCK","AR","72209","34.694321","-92.311075","(34.694321, -92.311075)","OP"
