"hwy","dir","bmp","emp","length","region","year","funcl","county","ptyp","trafz","envz","depth","numlanes","pgrp","nhs","iri","rut","fatg","tran","long","crbk","dl","dlidx","curve","mtcy","mtcd","cond"
"036A","1","0","4","4","4","1978","6","Larimer","1","2","2","2","2","1221","0","79","98","100","94","99","0","6","IRI","D","2005","0.25","MODERATE"
"036A","1","4","7","3","4","1977","2","Larimer","1","2","2","2","2","1221","1","76","95","93","73","97","0","5","TRAN","D","2005","0.25","MODERATE"
"036B","1","0","1.55","1.55","4","2005","2","Larimer","1","2","2","3.5","2","1221","1","77","98","94","91","99","0","6","IRI","D","-1","-1","MODERATE"
"036B","2","0","0.7","0.7","4","2000","2","Larimer","1","2","2","5","2","1222","1","72","94","97","87","99","0","5","IRI","D","-1","-1","MODERATE"
"036B","1","1.55","6.55","5","4","2009","2","Larimer","1","2","2","0.5","2","1221","1","86","100","100","99","100","0","8","IRI","D","1994","1","MODERATE"
"036B","1","6.55","11.55","5","4","2009","2","Larimer","1","2","1","0.5","2","1211","1","85","100","100","100","100","0","4","IRI","D","1979","1","MODERATE"
"036B","1","11.55","16.55","5","4","2009","2","Boulder","1","2","1","0.5","2","1211","1","86","100","100","99","100","0","4","IRI","D","1981","1","MODERATE"
"036B","2","13.3","15.4","2.1","4","2009","2","Boulder","1","2","1","0.5","2","1211","1","86","100","100","99","100","0","4","IRI","D","1973","1","MODERATE"
"036B","1","16.55","21.77","5.22","4","2009","2","Boulder","1","2","3","0.5","2","1231","1","71","96","99","99","100","0","3","IRI","D","1989","1.5","LOW"
"036B","2","20.1","21.8","1.7","4","2009","2","Boulder","1","2","3","0.5","2","1231","1","81","99","98","99","100","0","5","IRI","D","1989","1.5","MODERATE"
"036B","1","21.77","25.8","4.03","4","2000","6","Boulder","1","2","3","6.5","2","1233","0","84","100","97","89","96","0","12","IRI","D","2005","0.5","HIGH"
"036B","1","25.8","31","5.2","4","2007","6","Boulder","1","2","3","4","2","1232","0","86","100","100","93","100","0","9","IRI","D","1993","1.5","MODERATE"
"036B","1","31","34.346","3.346","4","2004","6","Boulder","1","2","3","2.5","2","1231","0","82","99","99","88","98","0","5","IRI","D","1989","1.5","MODERATE"
"036B","2","34","35.62","1.62","4","2003","6","Boulder","1","2","3","4","2","1232","0","66","70","100","100","100","0","4","RUT","SS","1989","1.5","MODERATE"
"036B","1","34.346","35.62","1.274","4","2003","6","Boulder","1","2","3","4","2","1232","0","70","80","91","81","97","0","5","IRI","D","1985","1.5","MODERATE"
"036B","1","35.62","36.864","1.244","4","2003","2","Boulder","1","3","3","4","2","1332","1","72","79","91","92","95","0","5","IRI","D","1989","0.75","MODERATE"
"036B","2","35.62","36.864","1.244","4","2003","2","Boulder","1","3","3","4","2","1332","1","68","79","88","90","95","0","4","IRI","D","1989","1.5","MODERATE"
"036B","1","36.864","37.4","0.536","4","2003","2","Boulder","1","2","3","4","2","1232","1","80","89","97","95","93","0","7","IRI","D","1989","0.75","MODERATE"
"036B","2","36.864","37.4","0.536","4","2003","2","Boulder","1","2","3","4","2","1232","1","70","79","97","96","98","0","5","IRI","D","1989","1.5","MODERATE"
"036B","1","37.4","40","2.6","1","2004","12","Boulder","1","3","3","2.5","2","1331","1","83","100","100","98","85","0","6","IRI","D","2010","0.25","MODERATE"
"036B","2","37.4","40","2.6","1","2004","12","Boulder","1","3","3","2.5","2","1331","1","81","99","99","96","87","0","6","IRI","D","2010","0.25","MODERATE"
"036B","1","40","44.3","4.3","1","1998","12","Boulder","1","3","3","3","2","1331","1","77","98","86","62","91","0","2","TRAN","D","2006","0.25","LOW"
"036B","2","40","44.3","4.3","1","1998","12","Boulder","1","3","3","3","2","1331","1","76","77","93","65","87","0","3","TRAN","D","2006","0.25","LOW"
"036B","1","44.3","48.1","3.8","1","2011","12","Broomfield","3","3","3","2","2","3331","1","82","100","0","99","100","100","9","IRI","D","2003","0.25","MODERATE"
"036B","2","44.3","48.1","3.8","1","2011","12","Broomfield","1","3","3","2","2","1331","1","68","96","97","95","96","0","4","IRI","D","2003","0.25","MODERATE"
"036B","1","48.1","53.1","5","1","2004","12","Jefferson","1","3","3","2.5","2","1331","1","74","98","94","86","98","0","5","IRI","D","1993","1.25","MODERATE"
"036B","2","48.1","53.1","5","1","2004","12","Jefferson","1","3","3","2.5","2","1331","1","66","97","99","98","98","0","3","IRI","D","1993","1.25","LOW"
"036B","1","53.1","54.578","1.478","1","2004","12","Adams","1","3","3","2.5","2","1331","1","73","95","98","90","93","0","4","IRI","D","1992","1.25","MODERATE"
"036B","2","53.1","54.578","1.478","1","2004","12","Adams","1","3","3","2.5","2","1331","1","73","98","99","99","100","0","4","IRI","D","1992","1.25","MODERATE"
"036B","1","54.578","55.35","0.772","1","2003","12","Adams","3","4","3","11","2","3432","1","82","100","0","91","99","98","16","IRI","D","-1","-1","HIGH"
"036B","2","54.578","55.35","0.772","1","2003","12","Adams","3","4","3","11","2","3432","1","79","100","0","96","99","100","14","IRI","D","-1","-1","HIGH"
"036B","1","55.35","56.473","1.123","1","2001","12","Adams","3","4","3","11","2","3432","1","82","100","0","99","99","99","16","IRI","D","1988","1.25","HIGH"
"036B","2","55.35","56.473","1.123","1","2001","12","Adams","3","4","3","11","2","3432","1","78","100","0","95","98","100","14","IRI","D","2001","0.5","HIGH"
"036B","1","56.473","57.4","0.927","1","2012","12","Adams","1","3","3","2.5","2","1331","1","80","100","100","100","98","0","6","IRI","D","1987","1.25","MODERATE"
"036B","2","56.473","57.4","0.927","1","2012","12","Adams","1","3","3","2.5","2","1331","1","76","100","100","89","96","0","5","IRI","D","-1","-1","MODERATE"
"036C","1","76.4","81.4","5","1","2011","8","Adams","1","2","3","4","2","1232","0","84","100","100","95","94","0","8","IRI","D","2002","1.5","MODERATE"
"036C","1","81.4","86.4","5","1","2011","7","Adams","1","2","3","4","2","1232","0","85","100","100","98","98","0","8","IRI","D","1998","1","MODERATE"
"036C","1","86.4","89.2","2.8","1","2011","7","Adams","1","2","3","4","2","1232","0","84","100","100","98","96","0","8","IRI","D","1998","1.75","MODERATE"
"036D","1","89.2","94.2","5","1","2013","9","Adams","1","2","3","2.5","2","1231","0","83","100","100","100","100","0","5","IRI","D","1999","1","MODERATE"
"036D","1","94.2","94.8","0.6","1","2013","9","Adams","1","2","3","2.5","2","1231","0","84","100","100","100","100","0","6","IRI","D","1996","1","MODERATE"
"036D","1","94.8","99.8","5","1","1982","9","Arapahoe","1","2","3","2","2","1231","0","65","99","82","64","93","0","2","TRAN","D","1999","1","LOW"
"036D","1","99.8","100.8","1","1","1982","9","Arapahoe","1","2","3","2","2","1231","0","64","99","84","61","96","0","2","TRAN","D","1999","1","LOW"
"036D","1","100.8","105.8","5","1","2003","6","Arapahoe","1","2","3","2.5","2","1231","0","84","100","99","93","99","0","6","IRI","D","1996","1","MODERATE"
"036D","1","105.8","110.8","5","1","2003","6","Adams","1","2","3","2.5","2","1231","0","83","100","100","95","100","0","5","IRI","D","1997","1","MODERATE"
"036D","1","110.8","112.4","1.6","1","2003","6","Adams","1","2","3","2.5","2","1231","0","79","100","100","92","100","0","5","IRI","D","1997","1","MODERATE"
"036D","1","112.4","117.4","5","1","2003","6","Arapahoe","1","2","3","4","2","1232","0","82","100","100","94","100","0","8","IRI","D","1996","1","MODERATE"
"036D","1","117.4","118.4","1","1","2003","6","Arapahoe","1","2","3","4","2","1232","0","82","100","100","92","99","0","8","IRI","D","1996","1","MODERATE"
"036D","1","118.4","120","1.6","1","1971","6","Arapahoe","1","2","3","2","2","1231","0","77","100","79","83","96","0","4","IRI","D","2011","1","MODERATE"
"036D","1","120","125","5","1","2003","6","Arapahoe","1","2","3","4","2","1232","0","84","100","100","91","99","0","8","IRI","D","1997","1","MODERATE"
"036D","1","125","130","5","1","2003","6","Adams","1","2","3","4","2","1232","0","86","100","99","90","99","0","9","IRI","D","1995","1","MODERATE"
"036D","1","130","131.701","1.701","4","1964","6","Washington","1","2","3","3","2","1231","0","74","100","80","64","93","0","2","TRAN","D","1989","1","LOW"
"036D","1","131.701","134","2.299","4","1964","6","Washington","1","2","3","3","2","1231","0","69","100","58","54","95","0","1","FATG","D","1989","1","LOW"
"036D","1","134","135.5","1.5","4","1962","6","Washington","1","2","3","2.5","2","1231","0","73","100","54","52","94","0","0","TRAN","D","1989","1","LOW"
"036D","1","135.5","140.5","5","4","2001","6","Washington","1","2","3","4","2","1232","0","83","100","98","90","100","0","8","IRI","D","2006","0.25","MODERATE"
"036D","1","140.5","145.5","5","4","2001","6","Washington","1","2","3","4","2","1232","0","83","100","100","95","100","0","8","IRI","D","2006","0.25","MODERATE"
"036D","1","145.5","149.6","4.1","4","2001","6","Washington","1","2","3","4","2","1232","0","84","100","100","95","100","0","8","IRI","D","2006","0.25","MODERATE"
"036D","1","149.6","152.5","2.9","4","1994","6","Washington","1","2","3","3","2","1231","0","79","100","97","86","100","0","5","IRI","D","2006","0.25","MODERATE"
"036D","1","152.5","153.6","1.1","4","1975","6","Washington","1","2","3","2","2","1231","0","85","100","73","71","94","0","3","TRAN","D","1992","1","LOW"
"036D","1","153.6","158.6","5","4","1998","6","Washington","1","2","3","3","2","1231","0","80","100","75","54","87","0","1","TRAN","D","1989","1","LOW"
"036D","1","158.6","163.6","5","4","1998","6","Washington","1","2","3","3","2","1231","0","79","100","64","55","92","0","1","TRAN","D","1992","1","LOW"
"036D","1","163.6","168.6","5","4","1998","6","Washington","1","2","3","3","2","1231","0","77","100","77","48","91","0","0","TRAN","D","2001","0.5","LOW"
"036D","1","168.6","173.6","5","4","1998","6","Washington","1","2","3","3","2","1231","0","79","100","89","53","88","0","0","TRAN","D","1990","1","LOW"
"036D","1","173.6","177.9","4.3","4","1998","6","Washington","1","2","3","3","2","1231","0","79","100","67","48","87","0","0","TRAN","D","1989","1","LOW"
"036D","1","177.9","182.9","5","4","1998","6","Washington","1","2","3","2.5","2","1231","0","81","100","96","82","98","0","5","TRAN","D","1991","1","MODERATE"
"036D","1","182.9","187.9","5","4","1998","6","Yuma","1","2","3","2.5","2","1231","0","81","100","98","82","98","0","5","TRAN","D","1991","1","MODERATE"
"036D","2","186.4","187","0.6","4","1998","6","Yuma","1","2","3","2.5","2","1231","0","77","100","96","74","98","0","4","TRAN","D","1989","1","MODERATE"
"036D","1","187.9","189.5","1.6","4","1998","6","Yuma","1","2","3","2.5","2","1231","0","84","100","100","89","100","0","6","IRI","D","1990","1","MODERATE"
"036D","1","189.5","192.5","3","4","1994","6","Yuma","1","2","3","3","2","1231","0","75","100","82","49","93","0","0","TRAN","D","1989","1","LOW"
"036D","1","192.5","197.5","5","4","1998","6","Yuma","1","2","4","2.5","2","1241","0","81","100","98","79","98","0","5","TRAN","D","1991","1","MODERATE"
"036D","1","197.5","202.5","5","4","1998","6","Yuma","1","2","4","2.5","2","1241","0","84","100","100","82","99","0","5","TRAN","D","1991","1","MODERATE"
"036D","1","202.5","203","0.5","4","1998","6","Yuma","1","2","4","2.5","2","1241","0","85","100","100","82","98","0","5","TRAN","D","1991","1","MODERATE"
"036D","1","203","208","5","4","1997","6","Yuma","1","2","4","2.75","2","1241","0","81","100","98","90","100","0","5","IRI","D","1996","1","MODERATE"
"036D","1","208","213","5","4","1997","6","Yuma","1","2","4","2.75","2","1241","0","83","100","96","85","99","0","5","IRI","D","2003","0.5","MODERATE"
"036D","1","213","215","2","4","1997","6","Yuma","1","2","4","2.75","2","1241","0","84","100","100","88","100","0","6","TRAN","D","2010","0.25","MODERATE"
"036D","1","215","220","5","4","2010","6","Yuma","1","2","4","3.99999","2","1241","0","88","100","100","98","100","0","6","IRI","D","1993","1","MODERATE"
"036D","1","220","224.7","4.7","4","2010","6","Yuma","1","2","4","3.99999","2","1241","0","87","100","100","100","100","0","6","IRI","D","2000","1","MODERATE"
"036E","1","0","0.4","0.4","4","1973","2","Boulder","1","2","3","2","2","1231","1","63","96","65","71","88","0","2","FATG","D","-1","-1","LOW"
"036E","2","0","0.4","0.4","4","1973","2","Boulder","1","2","3","2","2","1231","1","64","81","78","100","100","0","2","IRI","D","-1","-1","LOW"
"036Z","1","0","0.3","0.3","4","2005","2","Boulder","3","2","3","5","4","3231","1","74","100","0","98","100","100","7","IRI","D","-1","-1","MODERATE"
"039A","1","0","5","5","4","1990","7","Morgan","1","2","3","2","2","1231","0","72","86","21","80","98","0","0","FATG","D","1994","1","LOW"
"039A","1","5","7.6","2.6","4","1990","7","Morgan","1","2","3","2","2","1231","0","74","97","54","75","98","0","1","FATG","D","2001","0.25","LOW"
"040A","1","0","2.5","2.5","3","1999","2","Moffat","1","2","3","2","2","1231","1","79","100","93","71","89","0","3","TRAN","D","2001","1","LOW"
"040A","1","2.5","3","0.5","3","1999","2","Moffat","1","2","3","4","2","1232","1","75","100","100","88","98","0","6","IRI","D","2001","1","MODERATE"
"040A","1","3","8","5","3","1994","2","Moffat","1","2","3","2","2","1231","1","74","100","98","89","98","0","4","IRI","D","2001","1","MODERATE"
"040A","1","8","11.3","3.3","3","1999","2","Moffat","1","2","3","4","2","1232","1","73","100","99","89","99","0","5","IRI","D","2001","1","MODERATE"
"040A","1","11.3","16.3","5","3","1995","2","Moffat","1","2","3","3.5","2","1231","1","72","100","97","82","97","0","4","IRI","D","2001","1","MODERATE"
"040A","1","16.3","19.7","3.4","3","1995","2","Moffat","1","2","3","3.5","2","1231","1","70","100","97","81","97","0","3","IRI","D","2008","0.5","LOW"
"040A","1","19.7","24.7","5","3","1997","2","Moffat","1","2","3","3.75","2","1231","1","77","100","100","90","100","0","5","IRI","D","2014","0.5","MODERATE"
"040A","1","24.7","27.9","3.2","3","1997","2","Moffat","1","2","3","3.75","2","1231","1","76","100","100","90","100","0","5","IRI","D","2014","0.5","MODERATE"
"040A","1","27.9","31.4","3.5","3","1999","2","Moffat","1","2","3","3.5","2","1231","1","74","100","97","87","99","0","5","IRI","D","2014","0.5","MODERATE"
"040A","1","31.4","36.4","5","3","1999","2","Moffat","1","2","3","4","2","1232","1","76","97","81","76","93","0","6","TRAN","D","2008","2","MODERATE"
"040A","1","36.4","37","0.6","3","1999","2","Moffat","1","2","3","4","2","1232","1","85","100","90","82","98","0","8","TRAN","D","-1","-1","MODERATE"
"040A","1","37","42","5","3","1999","2","Moffat","1","2","3","2","2","1231","1","84","100","94","76","98","0","4","TRAN","D","-1","-1","MODERATE"
"040A","1","42","47","5","3","1999","2","Moffat","1","2","3","2","2","1231","1","86","100","98","78","98","0","5","TRAN","D","-1","-1","MODERATE"
"040A","1","47","49","2","3","1999","2","Moffat","1","2","3","2","2","1231","1","84","100","97","82","100","0","5","TRAN","D","-1","-1","MODERATE"
"040A","1","49","54","5","3","2003","2","Moffat","1","2","3","4","2","1232","1","85","100","100","83","100","0","8","TRAN","D","2011","1","MODERATE"
"040A","2","53.6","54.7","1.1","3","2003","2","Moffat","1","2","3","4","2","1232","1","84","100","100","100","100","0","8","IRI","D","2011","1","MODERATE"
"040A","1","54","59","5","3","2003","2","Moffat","1","2","3","4","2","1232","1","86","100","100","87","100","0","9","TRAN","D","2011","1","MODERATE"
"040A","2","58.2","60.3","2.1","3","2003","2","Moffat","1","2","3","4","2","1232","1","84","100","99","100","100","0","8","IRI","D","2011","1","MODERATE"
"040A","1","59","64","5","3","2003","2","Moffat","1","2","3","4","2","1232","1","83","100","100","86","100","0","8","IRI","D","2011","1","MODERATE"
"040A","1","64","69","5","3","2003","2","Moffat","1","2","3","4","2","1232","1","83","100","100","84","99","0","8","TRAN","D","2011","1","MODERATE"
