"geofips","msa_name","year","industry","thousands_dollars","blank_key"
"24300","Grand Junction, CO","2004","All industry total","4777297",
"24300","Grand Junction, CO","2004","Private industries","4080643",
"24300","Grand Junction, CO","2004","Agriculture, forestry, fishing and hunting","12466",
"24300","Grand Junction, CO","2004","Mining, quarrying, and oil and gas extraction","136479",
"24300","Grand Junction, CO","2004","Utilities","42552",
"24300","Grand Junction, CO","2004","Construction","414542",
"24300","Grand Junction, CO","2004","Manufacturing","294402",
"24300","Grand Junction, CO","2004","Durable goods manufacturing","180194",
"24300","Grand Junction, CO","2004","Nondurable goods manufacturing","108888",
"24300","Grand Junction, CO","2004","Wholesale trade","195418",
"24300","Grand Junction, CO","2004","Retail trade","464870",
"24300","Grand Junction, CO","2004","Transportation and warehousing","215725",
"24300","Grand Junction, CO","2004","Information","86762",
"24300","Grand Junction, CO","2004","Finance, insurance, real estate, rental, and leasing","1027384",
"24300","Grand Junction, CO","2004","Finance and insurance","189031",
"24300","Grand Junction, CO","2004","Real estate and rental and leasing","834967",
"24300","Grand Junction, CO","2004","Professional and business services","337132",
"24300","Grand Junction, CO","2004","Professional, scientific, and technical services","169024",
"24300","Grand Junction, CO","2004","Management of companies and enterprises","32239",
"24300","Grand Junction, CO","2004","Administrative and support and waste management and remediation services","136329",
"24300","Grand Junction, CO","2004","Educational services, health care, and social assistance","481896",
"24300","Grand Junction, CO","2004","Educational services","13272",
"24300","Grand Junction, CO","2004","Health care and social assistance","468787",
"24300","Grand Junction, CO","2004","Arts, entertainment, recreation, accommodation, and food services","202829",
"24300","Grand Junction, CO","2004","Arts, entertainment, and recreation","23352",
"24300","Grand Junction, CO","2004","Accommodation and food services","179588",
"24300","Grand Junction, CO","2004","Other services (except government and government enterprises)","172018",
"24300","Grand Junction, CO","2004","Government and government enterprises","702623",
"24300","Grand Junction, CO","2004","Natural resources and mining","149418",
"24300","Grand Junction, CO","2004","Trade","663997",
"24300","Grand Junction, CO","2004","Transportation and utilities","260489",
"24300","Grand Junction, CO","2004","Manufacturing and information","374996",
"24300","Grand Junction, CO","2004","Private goods-producing industries 2/","862437",
"24300","Grand Junction, CO","2004","Private services-providing industries 3/","3221157",
"24540","Greeley, CO","2004","All industry total","8374884",
"24540","Greeley, CO","2004","Private industries","7494660",
"24540","Greeley, CO","2004","Agriculture, forestry, fishing and hunting","519628",
"24540","Greeley, CO","2004","Mining, quarrying, and oil and gas extraction","898615",
"24540","Greeley, CO","2004","Utilities","312517",
"24540","Greeley, CO","2004","Construction","767700",
"24540","Greeley, CO","2004","Manufacturing","963686",
"24540","Greeley, CO","2004","Durable goods manufacturing","390399",
"24540","Greeley, CO","2004","Nondurable goods manufacturing","577797",
"24540","Greeley, CO","2004","Wholesale trade","421083",
"24540","Greeley, CO","2004","Retail trade","478922",
"24540","Greeley, CO","2004","Transportation and warehousing","224606",
"24540","Greeley, CO","2004","Information","125021",
"24540","Greeley, CO","2004","Finance, insurance, real estate, rental, and leasing","1530907",
"24540","Greeley, CO","2004","Finance and insurance","427363",
"24540","Greeley, CO","2004","Real estate and rental and leasing","1093190",
"24540","Greeley, CO","2004","Professional and business services","459895",
"24540","Greeley, CO","2004","Professional, scientific, and technical services","179004",
"24540","Greeley, CO","2004","Management of companies and enterprises","125557",
"24540","Greeley, CO","2004","Administrative and support and waste management and remediation services","157511",
"24540","Greeley, CO","2004","Educational services, health care, and social assistance","473970",
"24540","Greeley, CO","2004","Educational services","17895",
"24540","Greeley, CO","2004","Health care and social assistance","455996",
"24540","Greeley, CO","2004","Arts, entertainment, recreation, accommodation, and food services","206191",
"24540","Greeley, CO","2004","Arts, entertainment, and recreation","22343",
"24540","Greeley, CO","2004","Accommodation and food services","184337",
"24540","Greeley, CO","2004","Other services (except government and government enterprises)","236984",
"24540","Greeley, CO","2004","Government and government enterprises","891424",
"24540","Greeley, CO","2004","Natural resources and mining","1349808",
"24540","Greeley, CO","2004","Trade","903617",
"24540","Greeley, CO","2004","Transportation and utilities","539216",
"24540","Greeley, CO","2004","Manufacturing and information","1085518",
"24540","Greeley, CO","2004","Private goods-producing industries 2/","3065161",
"24540","Greeley, CO","2004","Private services-providing industries 3/","4456002",
"39380","Pueblo, CO","2004","All industry total","4912533",
"39380","Pueblo, CO","2004","Private industries","4003161",
"39380","Pueblo, CO","2004","Agriculture, forestry, fishing and hunting","17351",
"39380","Pueblo, CO","2004","Mining, quarrying, and oil and gas extraction","18417",
"39380","Pueblo, CO","2004","Utilities","221924",
"39380","Pueblo, CO","2004","Construction","320484",
"39380","Pueblo, CO","2004","Manufacturing","717296",
"39380","Pueblo, CO","2004","Durable goods manufacturing","609945",
"39380","Pueblo, CO","2004","Nondurable goods manufacturing","95887",
"39380","Pueblo, CO","2004","Wholesale trade","113268",
"39380","Pueblo, CO","2004","Retail trade","389970",
"39380","Pueblo, CO","2004","Transportation and warehousing","190495",
"39380","Pueblo, CO","2004","Information","78224",
"39380","Pueblo, CO","2004","Finance, insurance, real estate, rental, and leasing","781878",
"39380","Pueblo, CO","2004","Finance and insurance","126859",
"39380","Pueblo, CO","2004","Real estate and rental and leasing","652079",
"39380","Pueblo, CO","2004","Professional and business services","273386",
"39380","Pueblo, CO","2004","Professional, scientific, and technical services","97853",
"39380","Pueblo, CO","2004","Management of companies and enterprises","32476",
"39380","Pueblo, CO","2004","Administrative and support and waste management and remediation services","145151",
"39380","Pueblo, CO","2004","Educational services, health care, and social assistance","578105",
"39380","Pueblo, CO","2004","Educational services","10206",
"39380","Pueblo, CO","2004","Health care and social assistance","567164",
"39380","Pueblo, CO","2004","Arts, entertainment, recreation, accommodation, and food services","172244",
"39380","Pueblo, CO","2004","Arts, entertainment, and recreation","19605",
"39380","Pueblo, CO","2004","Accommodation and food services","153675",
"39380","Pueblo, CO","2004","Other services (except government and government enterprises)","159172",
"39380","Pueblo, CO","2004","Government and government enterprises","913123",
"39380","Pueblo, CO","2004","Natural resources and mining","43023",
"39380","Pueblo, CO","2004","Trade","504768",
"39380","Pueblo, CO","2004","Transportation and utilities","402366",
"39380","Pueblo, CO","2004","Manufacturing and information","786575",
"39380","Pueblo, CO","2004","Private goods-producing industries 2/","1085354",
"39380","Pueblo, CO","2004","Private services-providing industries 3/","2932852",
"14500","Boulder, CO","2005","All industry total","17995277",
"14500","Boulder, CO","2005","Private industries","15652203",
"14500","Boulder, CO","2005","Agriculture, forestry, fishing and hunting","3728",
"14500","Boulder, CO","2005","Mining, quarrying, and oil and gas extraction","165626",
"14500","Boulder, CO","2005","Utilities","117761",
"14500","Boulder, CO","2005","Construction","663929",
"14500","Boulder, CO","2005","Manufacturing","2079706",
"14500","Boulder, CO","2005","Durable goods manufacturing",,"(D)"
"14500","Boulder, CO","2005","Nondurable goods manufacturing",,"(D)"
"14500","Boulder, CO","2005","Wholesale trade","857623",
"14500","Boulder, CO","2005","Retail trade","987768",
"14500","Boulder, CO","2005","Transportation and warehousing","108940",
"14500","Boulder, CO","2005","Information","2024882",
"14500","Boulder, CO","2005","Finance, insurance, real estate, rental, and leasing","2941821",
"14500","Boulder, CO","2005","Finance and insurance","621237",
"14500","Boulder, CO","2005","Real estate and rental and leasing","2307390",
"14500","Boulder, CO","2005","Professional and business services","3390725",
"14500","Boulder, CO","2005","Professional, scientific, and technical services","2781677",
"14500","Boulder, CO","2005","Management of companies and enterprises","230601",
"14500","Boulder, CO","2005","Administrative and support and waste management and remediation services","384280",
"14500","Boulder, CO","2005","Educational services, health care, and social assistance","1274373",
"14500","Boulder, CO","2005","Educational services","131952",
"14500","Boulder, CO","2005","Health care and social assistance","1142413",
"14500","Boulder, CO","2005","Arts, entertainment, recreation, accommodation, and food services","644575",
"14500","Boulder, CO","2005","Arts, entertainment, and recreation","127640",
"14500","Boulder, CO","2005","Accommodation and food services","516702",
"14500","Boulder, CO","2005","Other services (except government and government enterprises)","472518",
"14500","Boulder, CO","2005","Government and government enterprises","2376933",
"14500","Boulder, CO","2005","Natural resources and mining","173576",
"14500","Boulder, CO","2005","Trade","1854244",
"14500","Boulder, CO","2005","Transportation and utilities","227366",
"14500","Boulder, CO","2005","Manufacturing and information","4111484",
"14500","Boulder, CO","2005","Private goods-producing industries 2/","2872136",
"14500","Boulder, CO","2005","Private services-providing industries 3/","12780924",
"17820","Colorado Springs, CO","2005","All industry total","26677997",
"17820","Colorado Springs, CO","2005","Private industries","19548358",
"17820","Colorado Springs, CO","2005","Agriculture, forestry, fishing and hunting",,"(D)"
"17820","Colorado Springs, CO","2005","Mining, quarrying, and oil and gas extraction","254613",
"17820","Colorado Springs, CO","2005","Utilities","313522",
"17820","Colorado Springs, CO","2005","Construction","1665818",
"17820","Colorado Springs, CO","2005","Manufacturing",,"(D)"
"17820","Colorado Springs, CO","2005","Durable goods manufacturing",,"(D)"
"17820","Colorado Springs, CO","2005","Nondurable goods manufacturing",,"(D)"
"17820","Colorado Springs, CO","2005","Wholesale trade","680821",
"17820","Colorado Springs, CO","2005","Retail trade","1792665",
"17820","Colorado Springs, CO","2005","Transportation and warehousing","435795",
"17820","Colorado Springs, CO","2005","Information","1530903",
"17820","Colorado Springs, CO","2005","Finance, insurance, real estate, rental, and leasing","4562751",
