"community_cd","snow_clearing_responsibility","direction","location","status_cd","point"
,"COC-RD-RM",,"SB Shaganappi TR @ Kincora GA NW","Active","POINT (-114.1481572 51.1651957)"
,"COC-RD-RM",,"SB Arbour Lake WY @ Arbour Lake DR NW","Active","POINT (-114.1921307 51.1347864)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1336098 51.1270314)"
,"COC-RD-RM",,"EB Bermuda DR @ Bemuda RD NW","Active","POINT (-114.0781972 51.1323801)"
,"COC-RD-RM",,"SB Heritage Meadows RD @ Heritage DR SE","Active","POINT (-114.0300814 50.9863126)"
,"COC-RD-RM",,"WB 48 AV NW @ 88 ST NW","Active","POINT (-114.2164845 51.0959279)"
,"COC-RD-RM",,"NB Macleod TR @ 55 AV SW","Active","POINT (-114.0703553 51.0043938)"
,"COC-RD-RM",,"Canyon Meadows Stn (NB Lake Fraser Dr)","Active","POINT (-114.0668415 50.9370204)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9441094 51.1250839)"
,"COC-RD-RM",,"NB 4 ST NW @ 34 AV NW","Active","POINT (-114.0714496 51.0835853)"
,"COC-RD-RM",,"WB 8 AV NW @ 16 ST NW","Active","POINT (-114.0976645 51.0597107)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1198578 51.0643105)"
,"OTH-CONTRACTOR",,"NB Cambrian DR@ Northmount DR NW","Active","POINT (-114.0918991 51.0827523)"
,"COC-RD-RM",,"EB 58 AV SE @ 3 ST SE","Active","POINT (-114.0565079 51.001311)"
,"COC-RD-RM",,"EB 76 AV SE @ 48 ST SE","Active","POINT (-113.9633268 50.9850447)"
,"OTH-CONTRACTOR",,"SB 10 ST NW @ 23 AV NW","Active","POINT (-114.0847329 51.0728809)"
,"COC-RD-RM",,"NB 14 ST NW @ Bowness RD","Active","POINT (-114.0945915 51.0508913)"
,"OTH-CONTRACTOR",,"WB Whitehorn DR@ 52 ST NE","Active","POINT (-113.9593031 51.0859548)"
,"COC-RD-RM",,"EB Lake Bonavista DR @ Lake Erie RD SE","Active","POINT (-114.0552675 50.9454927)"
,"COC-RD-RM",,"33rd Street SE Station (WB)","Active","POINT (-113.9874604 51.037864)"
,"COC-RD-RM",,,"Active","POINT (-113.9821237 51.0594272)"
,"COC-RD-RM",,"SB Ranchlands BV @ Ranchero DR DR NW","Active","POINT (-114.1940618 51.1201537)"
,"COC-RD-RM",,"NB Sherwood Bv @ Sherwood Ga NW","Active","POINT (-114.1506118 51.1629961)"
,"COC-RD-RM",,"NB Coral Springs BV @ Coral Shores DR NE","Active","POINT (-113.9258859 51.1044285)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1873473 51.0405823)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9578753 50.9256092)"
,"COC-RD-RM",,"WB 66 AV SW @ Lakeview DR","Active","POINT (-114.132402 50.9946368)"
,"COC-RD-RM",,"NB Hamptons BV @ Hamptons TC NW","Active","POINT (-114.1474278 51.1439163)"
,"COC-RD-RM",,"EB Temple DR@ 64 ST NE","Active","POINT (-113.9421574 51.0925593)"
,"COC-RD-RM",,"NB 10 ST SW @ 34 AV SW","Active","POINT (-114.0878548 51.0231632)"
,"COC-RD-RM",,"NB 32 ST NE @ Sunridge BV NE","Active","POINT (-113.9885398 51.0764759)"
,"COC-RD-RM",,"EB 40 AV NW @ 36 ST NW","Active","POINT (-114.1382522 51.0870938)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0787028 51.154265)"
,"COC-RD-RM",,,"Active","POINT (-114.0585537 51.0377631)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.194425 51.1275427)"
,"COC-RD-RM",,"SB 10 ST NW @ Confederation PK","Active","POINT (-114.0847325 51.076065)"
,"COC-RD-RM",,"SB Somerset - Bridlewood CTrain Station","Active","POINT (-114.0689453 50.8987301)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1144623 50.9614244)"
,"OTH-CONTRACTOR",,"WB Royal Birch BV @ Country Hills BV NW","Active","POINT (-114.2144391 51.1496396)"
,"COC-RD-RM",,"SB Auburn Bay BV @ Auburn Bay GD SE","Active","POINT (-113.9678946 50.8908849)"
,"COC-RD-RM",,"NB 37 ST SW @ 23 AV SW","Active","POINT (-114.1410594 51.0334729)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0156746 50.8859257)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9188981 50.895311)"
,"OTH-CONTRACTOR",,"EB Kensington RD @ 18 ST NW","Active","POINT (-114.1025288 51.0524467)"
,"OTH-CONTRACTOR",,"SB North Haven DR@ Nordegg CR NW","Active","POINT (-114.0873764 51.0957936)"
,"COC-RD-RM",,"EB Sierra Morena BV @ Sierra Morena CO SW","Active","POINT (-114.1798839 51.0201693)"
,"COC-RD-RM",,"EB Whitefield DR @ 36 ST NE","Active","POINT (-113.9804454 51.0882843)"
,"COC-RD-RM",,,"Active","POINT (-114.0660137 51.0404955)"
,"COC-RD-RM",,"NB Royal Oak DR @  Royal Crest TC NW","Active","POINT (-114.2202554 51.1394793)"
,"COC-RD-RM",,"NB 52 ST SE @ Mahogany RD","Active","POINT (-113.9424884 50.8947274)"
,"OTH-CONTRACTOR",,"EB 90 AV SW @ W. of 16 ST SW","Active","POINT (-114.1025048 50.9721219)"
,"COC-RD-RM",,"SB Shawville BV @ Home Depot","Active","POINT (-114.0617856 50.896778)"
,"COC-RD-RM",,"WB Dalhousie DR @ 54 ST NW","Active","POINT (-114.1648336 51.1092122)"
,"COC-RD-RM",,"SB 45 ST SW @ 26 AV SW","Active","POINT (-114.1528879 51.0301729)"
,"COC-RD-RM",,"NB 56 AV SE @ 54 AV SE","Active","POINT (-113.9939119 51.004834)"
,"COC-RD-RM",,"EB Lancaster WY @ Lakeview DR SW","Active","POINT (-114.1324172 50.9985499)"
,"COC-RD-RM",,"NB Deer Run BV @ Deer Lane CL SE","Active","POINT (-114.00569 50.9248825)"
,"COC-RD-RM",,"SB Citadel DR @ Citadel BV NW","Active","POINT (-114.1731986 51.1442061)"
,"COC-RD-RM",,"SB Barlow TR @ Freeport BV NE","Active","POINT (-114.0019738 51.1499863)"
,"OTH-CONTRACTOR",,"NB Fairmount DR @ Armstrong CR SE","Active","POINT (-114.0590687 50.9709725)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2111292 51.1193984)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9587908 51.1580205)"
,"COC-RD-RM",,"WB Varsity Estates DR @ Varsity Estates GR NW","Active","POINT (-114.1765011 51.1008779)"
,"OTH-CONTRACTOR",,"SB 11 ST NE @ Bow Valley LN","Active","POINT (-114.0367898 51.0491871)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1884127 51.0653594)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0422849 51.1544071)"
,"OTH-CONTRACTOR",,"NB 1A ST SW @ 58 AV SW","Active","POINT (-114.0675502 51.0009503)"
,"COC-RD-RM",,"EB 17 AV SW @ 73 ST SW","Active","POINT (-114.1933344 51.0375923)"
,"COC-RD-CM",,"SB 19 ST NW @ Canberra RD","Active","POINT (-114.1102478 51.0840838)"
,"COC-RD-RM",,"NB Braeside DR @ Braniff RD SW","Active","POINT (-114.1027339 50.9547134)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0761591 50.9337517)"
,"COC-RD-RM",,"NB Edmonton TR @ Greenview DR NE","Active","POINT (-114.0522517 51.0917374)"
,"COC-RD-RM",,,"Active","POINT (-114.0788271 51.0470164)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0015521 51.008552)"
,"COC-RD-RM",,,"Active","POINT (-114.0812014 51.0488065)"
,"OTH-CONTRACTOR",,"17 Avenue SW Station (NB)","Active","POINT (-114.1131801 51.0375461)"
,"COC-RD-RM",,"NB Strathcona DR @ Strathcona RD SW","Active","POINT (-114.1801826 51.0481321)"
,"COC-RD-RM",,"WB 98 AV SW @ Paliscliffe RD","Active","POINT (-114.1154374 50.9650484)"
,"OTH-CONTRACTOR",,"WB 17 AV SW @ 10 ST SW","Active","POINT (-114.0871297 51.0379057)"
,"OTH-CONTRACTOR",,"EB Sunridge BV @ 29 ST NE","Active","POINT (-113.9908564 51.0757621)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2093853 51.1214965)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0563852 51.06694)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0719288 50.9577163)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1648434 51.1056383)"
,"COC-RD-RM",,"SB Auburn Bay BV @ Auburn Bay HT SE","Active","POINT (-113.9639959 50.885121)"
,"COC-RD-RM",,"EB McIvor BV @ Copperstone ST SE","Active","POINT (-113.9342356 50.9159205)"
,"COC-RD-RM",,"NB 10 ST SW @ 36 AV SW","Active","POINT (-114.0878636 51.0218862)"
,"COC-RD-RM",,"WB Coral Springs BV @ Coral Springs CL NE","Active","POINT (-113.9337041 51.1080521)"
,"COC-RD-RM",,"SB Martindale DR @ Martinvalley Mews NE","Active","POINT (-113.9508934 51.1228257)"
,"COC-RD-RM",,"EB  Edgebrook RI @ Edgebrook CI NW","Active","POINT (-114.1295253 51.1325099)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.951041 51.1686176)"
,"COC-RD-RM",,"SB Patina DR @ Village Mews SW","Active","POINT (-114.165263 51.0587715)"
,"COC-RD-RM",,"Manchester stop 2","Active","POINT (-114.0503778 51.02876)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.211165 51.0489192)"
,"COC-RD-RM",,"EB Edgebrook DR @ Edgebrook LD NW","Active","POINT (-114.1312812 51.1366996)"
,"COC-RD-RM",,"WB Cityscape BV @ Cityscape DR NE","Active","POINT (-113.966919 51.1472864)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1091696 50.9473502)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2107496 51.0671234)"
,"COC-RD-RM",,"SB 36 ST NE @ N. of 20 AV NE","Active","POINT (-113.9819844 51.0721992)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0287027 50.8658346)"
,"OTH-CONTRACTOR",,"EB 3 AV NW @ 37 ST NW","Active","POINT (-114.140585 51.059699)"
,"COC-RD-RM",,"SB Spiller RD @ 23 AV SE","Active","POINT (-114.0459046 51.0326604)"
,"COC-RD-RM",,"EB Silver Springs RD @ Silver Springs WY NW","Active","POINT (-114.2017517 51.1094996)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9476181 50.9067023)"
,"COC-RD-RM",,"EB 17 AV SW @ Kelwood DR","Active","POINT (-114.14632 51.0377032)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2344032 51.1430869)"
,"COC-RD-RM",,"NB Aspen Stone BV @ 17 AV SW","Active","POINT (-114.2166047 51.0384155)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.205137 51.1179882)"
,"COC-RD-RM",,"EB 40 AV NW @ 9 ST NW","Active","POINT (-114.0792524 51.0887098)"
,"COC-RD-RM",,"WB 78 AV SE @ 22 A ST SE","Active","POINT (-114.0051247 50.9832642)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0439425 50.9873008)"
,"COC-RD-RM",,"NB Rocky Ridge DR @ 400 Rocky Ridge  VW NW","Active","POINT (-114.2493954 51.1435417)"
,"COC-RD-RM",,"SG arrive","Active","POINT (-114.0449507 51.0834198)"
,"OTH-CONTRACTOR",,"Oakridge Station (EB)","Active","POINT (-114.1169151 50.9611991)"
,"COC-RD-RM",,,"Active","POINT (-114.0817752 51.0401368)"
,"COC-RD-RM",,"WB Hidden Valley DR @ Hidden PA NW","Active","POINT (-114.1158814 51.1468173)"
,"COC-RD-RM",,,"Active","POINT (-114.0556476 51.0473076)"
,"COC-RD-RM",,"NB Prestwick CI @ Prestwick DR SE","Active","POINT (-113.9724672 50.9234225)"
,"OTH-CONTRACTOR",,"SB 4 ST NE @ Blackthorn RD","Active","POINT (-114.0570715 51.1084994)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9581798 50.9540687)"
,"OTH-CONTRACTOR",,"SB Northmount DR @ Coleridge RD NW","Active","POINT (-114.087749 51.0871409)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1085583 51.1401609)"
,"COC-RD-RM",,"NB Millrise DR @ Millcrest WY SW","Active","POINT (-114.0923008 50.9169898)"
,"COC-RD-RM",,"WB 11 AV @ 10 ST SW","Active","POINT (-114.0875869 51.0431252)"
,"COC-RD-RM",,"EB McIvor BV @ 52 St SE","Active","POINT (-113.9512743 50.9130028)"
,"COC-RD-RM",,"NB Canyon Meadows CTrain Station","Active","POINT (-114.0696786 50.9364108)"
,"COC-RD-RM",,"EB Memorial DR @ 44 ST SE","Active","POINT (-113.9693173 51.0527176)"
,"COC-RD-RM",,"SB 20 ST SW @ Passchendaele AV","Active","POINT (-114.1094135 51.0138586)"
,"COC-RD-RM",,"NB Wentworth RI @ Wentworth DR SW","Active","POINT (-114.2133193 51.0571126)"
,"COC-RD-RM",,"EB 162 AV SW @ James McKevitt RD","Active","POINT (-114.0979253 50.9050406)"
,"OTH-CONTRACTOR",,"WB Heritage DR @ 10 ST SW","Active","POINT (-114.0887139 50.9796403)"
,"OTH-CONTRACTOR",,"SB Lake Fraser DR @ Canyon Meadows DR SE","Active","POINT (-114.0652693 50.9325094)"
,"COC-RD-RM",,"WB Dalhousie DR @ 53 ST NW","Active","POINT (-114.1628961 51.1084186)"
,"COC-RD-RM",,"NB Walden BV @ nleg Walden Dr SE midblk","Active","POINT (-114.0260758 50.8751356)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0136104 51.0671335)"
,"COC-RD-RM",,"WB 14 AV SE @ 68 ST SE","Active","POINT (-113.9356515 51.0406041)"
,"OTH-CONTRACTOR",,"WB 76 AV SE @ Ogden RD","Active","POINT (-113.9994477 50.9851153)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9988117 50.97627)"
,"COC-RD-RM",,"EB Sirocco DR @ Simcoe BV SW","Active","POINT (-114.1816018 51.0304018)"
,"OTH-CONTRACTOR",,"SB North Haven DR @ 48 AV NW","Active","POINT (-114.086921 51.0982649)"
,"OTH-CONTRACTOR",,"EB 9 AV SE @ 11 ST SE","Active","POINT (-114.0362987 51.0419067)"
,"OTH-CONTRACTOR",,"WB 8 AV SE @ 44 ST SE","Active","POINT (-113.9705335 51.0452383)"
,"COC-RD-RM",,"SB 73 ST SW @ Old Banff Coach RD","Active","POINT (-114.1937516 51.0665562)"
,"COC-RD-RM",,"SB Abbotsford DR@ Abingdon CR NE","Active","POINT (-113.9269864 51.0620006)"
,"COC-RD-RM",,"SB Douglas Woods DR @ Douglas Woods PL SE","Active","POINT (-114.0007139 50.9460282)"
,"COC-RD-RM",,"NB 10 ST SW @ Premier WY","Active","POINT (-114.0876973 51.0259027)"
,"COC-RD-RM",,"SB Coventry DR @ Coventry BV NE","Active","POINT (-114.0450872 51.1576775)"
,"COC-RD-RM",,"Manchester Bldg E","Active","POINT (-114.0532186 51.0287912)"
,"COC-RD-RM",,"SB Ogden RD @34 AV SE","Active","POINT (-114.0310021 51.0225499)"
,"COC-RD-RM",,"SB 4 ST NW @ 44 AV NW","Active","POINT (-114.071673 51.0922529)"
,"COC-RD-RM",,"SB 21 ST SE @ Riverwood CL","Active","POINT (-114.0092055 50.9705509)"
,"COC-RD-RM",,"NB 14 ST NW @ Sandarac DR","Active","POINT (-114.1086961 51.1407483)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1780907 51.0564282)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9587475 50.9724182)"
,"COC-RD-RM",,"NB Lake Fraser Dr @ Avenida Mall SE","Active","POINT (-114.0682775 50.9437443)"
,"COC-RD-RM",,"WB 40 AV NW @ 40 ST NW","Active","POINT (-114.1478593 51.0883272)"
,"COC-RD-RM",,"WB Nolan Hill BV @ Nolanshire CR NW","Active","POINT (-114.1647104 51.1732392)"
,"COC-RD-RM",,"SB Sarcee TR @ Citadel BV NW","Active","POINT (-114.1684177 51.1440544)"
,"OTH-CONTRACTOR",,"SB 36 ST SE @ Radcliffe DR","Active","POINT (-113.9817616 51.0476788)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1535847 51.0883726)"
,"OTH-CONTRACTOR",,"SB Fairmount DR @ 88 AV SE","Active","POINT (-114.0594406 50.9728654)"
,"COC-RD-RM",,"Crowfoot LRT Station","Active","POINT (-114.2082109 51.1237036)"
,"OTH-CONTRACTOR",,"NB Centre ST N @ 68 AV N","Active","POINT (-114.0677707 51.1162162)"
,"COC-RD-RM",,"WB 69 Street CTrain Station","Active","POINT (-114.188486 51.0376052)"
,"COC-RD-RM",,"EB 26 AV NE @ 68 ST NE","Active","POINT (-113.9359625 51.0760799)"
,"COC-RD-RM",,"SB Lake Sylvan DR @ N. of Lake Michigan CR SE","Active","POINT (-114.0297182 50.9440176)"
,"COC-RD-RM",,"NB 11 ST SE @ S. of Highfield CR","Active","POINT (-114.0372015 51.0094308)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9349041 51.0816492)"
,"COC-RD-RM",,"NB Nose Hill DR @ Silver Springs BV NW","Active","POINT (-114.2061093 51.1166106)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0014423 51.0813597)"
,"COC-RD-RM",,"NB Macleod TR @ 94 AV SE","Active","POINT (-114.0713224 50.9691308)"
,"COC-RD-RM",,,"Active","POINT (-113.9530391 50.8834193)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0945206 51.0572932)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2493114 51.0918724)"
,"COC-RD-RM",,"EB  Ranchview DR @ Ranchridge WY NW","Active","POINT (-114.1864292 51.1204019)"
,"COC-RD-RM",,"WB Aero DR @ Aero CR E legNE","Active","POINT (-114.0267645 51.136701)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2041086 51.1148863)"
,"COC-RD-RM",,,"Active","POINT (-113.9533486 50.8830264)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.2572927 51.1385796)"
,"COC-RD-RM",,"WB Shawnessy BV @ W. of Shawnessy DR SW","Active","POINT (-114.0783355 50.9136816)"
,"COC-RD-RM",,"NB 4 ST NW @ 12 AV NW","Active","POINT (-114.071429 51.0637961)"
,"COC-RD-RM",,"EB 37 AV NE @ 29 ST NE","Active","POINT (-113.9911518 51.0866086)"
,"COC-RD-RM",,"WB Country Hills BV @ Country Hills DR NW","Active","POINT (-114.0781143 51.1474983)"
,"OTH-CONTRACTOR",,"WB 61 AV S @ Centre ST S","Active","POINT (-114.0642708 50.9978006)"
,"COC-RD-RM",,"SB Elbow DR @ Heritage DR SW","Active","POINT (-114.0833915 50.9786259)"
,"COC-RD-RM",,"NB Douglas Woods DR @ Douglas Woods GV SE","Active","POINT (-113.9894349 50.9425355)"
,"COC-RD-RM",,"Tuscany Station - Tuscany Terminal","Active","POINT (-114.2356086 51.1335635)"
,"COC-RD-RM",,"EB 104 AV NE @ Metis TR","Active","POINT (-113.9731024 51.1470941)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0347588 51.0164087)"
,"COC-RD-RM",,"NB 11 ST SW @ 8 AV SW","Active","POINT (-114.0885011 51.046521)"
,"COC-RD-RM",,"NB 17 ST SE @ 26 AV SE","Active","POINT (-114.0190583 51.0308718)"
,"COC-RD-RM",,"WB 37 AV NE @ 26 ST NE","Active","POINT (-113.9984418 51.0867332)"
,"COC-RD-RM",,"SB Evergreen DR @ Evergreen CV SW","Active","POINT (-114.1028946 50.9248901)"
,"COC-RD-RM",,"EB Cranston DR @ Cranston RD SE","Active","POINT (-113.9786175 50.882105)"
,"COC-RD-RM",,"SB 53 ST NW @ Dalhart RD","Active","POINT (-114.1592146 51.1109017)"
,"COC-RD-RM",,"NB 6 ST SW @ Cantrell DR SW","Active","POINT (-114.0759399 50.9346339)"
,"COC-RD-RM",,"SB Acadia DR @ 6 ST SE","Active","POINT (-114.0487858 50.9695796)"
,"COC-RD-RM",,"WB Copperstone DR @ Copperpond BV SE","Active","POINT (-113.9181478 50.9157664)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0833806 51.1093205)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9814235 51.026869)"
,"OTH-CONTRACTOR",,"Centre Street N Station (EB)","Active","POINT (-114.0615687 51.0667371)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0847141 50.9507676)"
,"COC-RD-RM",,"NB Northmount DR @ Trafford CR NW","Active","POINT (-114.0772699 51.0972682)"
,"COC-RD-RM",,"NB Falconridge BV @ 64 AV NE","Active","POINT (-113.9466031 51.1113583)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0260215 50.8637645)"
,"COC-RD-RM",,"SB 14 ST SW@ 21 AV SW","Active","POINT (-114.0947776 51.0351549)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1181322 50.9720404)"
,"COC-RD-RM",,"NB 11 ST NE @ 65 AV NE","Active","POINT (-114.0362881 51.1124175)"
,"COC-RD-RM",,"NB Westwinds DR @ 54 AV NE","Active","POINT (-113.976057 51.1025628)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0490177 51.0012436)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1825533 51.0303884)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.965496 51.1104987)"
,"COC-RD-RM",,"EB Country Hills BV @ Edgebrook BV NW","Active","POINT (-114.1309176 51.1404864)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0755743 50.8999638)"
,"OTH-CONTRACTOR",,"NB Falconridge BV @ Falworth RD NE","Active","POINT (-113.9555438 51.1031723)"
,"COC-RD-RM",,"EB 40 AV NW @ Northmount DR","Active","POINT (-114.0848656 51.0887061)"
,"COC-RD-RM",,"SB 39 ST SE @ 30 AV SE","Active","POINT (-113.9770759 51.0265092)"
,"COC-RD-RM",,"WB 17 AV SW @ 73 ST SW","Active","POINT (-114.1936694 51.0379512)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0481186 51.0669544)"
,"COC-RD-RM",,"EB Country Hills BV @ Hamptons BV NW","Active","POINT (-114.149032 51.138654)"
,"COC-RD-CM",,"NB Sunlake RD @ Sunlake LI SE","Active","POINT (-114.0381908 50.8962982)"
,"COC-RD-RM",,"WB 27 AV NE @ 15 ST NE","Active","POINT (-114.022978 51.076954)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0365574 51.1085704)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9370832 51.0381324)"
,"OTH-CONTRACTOR",,"WB Northmount DR @ 4 ST NW","Active","POINT (-114.072055 51.1027055)"
,"COC-RD-RM",,"EB Woodpark BV @ 24 ST SW","Active","POINT (-114.1174158 50.9356299)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1413792 51.1789335)"
,"COC-RD-RM",,"NB Elbow DR @ Landsdowne AV SW","Active","POINT (-114.0781067 51.0169291)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.958433 50.9504158)"
,"COC-RD-RM",,,"Active","POINT (-114.0787717 51.0478136)"
,"COC-RD-RM",,"WB Coventry DR @ Coventry CI NE","Active","POINT (-114.0509001 51.1573656)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0728623 50.8923548)"
,"COC-RD-RM",,"NB Riverbend DR @ Rivergreen CR SE","Active","POINT (-114.0238812 50.9756395)"
,"COC-RD-RM",,"SB Sierra Morena BV @ Sierra Morena WY SW","Active","POINT (-114.1861762 51.0196465)"
,"COC-RD-RM",,"EB 50 AV SW @ 19 ST SW","Active","POINT (-114.1059327 51.0086183)"
,"COC-RD-RM",,"WB 27 AV NE @ 16 ST NE","Active","POINT (-114.0196085 51.076949)"
,"OTH-CONTRACTOR",,"EB Northmount DR @ Brantford DR NW","Active","POINT (-114.120527 51.0898784)"
,"COC-RD-RM",,"SB 52 ST SE @ 54 AV SE","Active","POINT (-113.9587284 51.0032751)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.956998 50.8823216)"
,"COC-RD-RM",,"SB Deerfield DR @ 146 AV SE","Active","POINT (-114.0142662 50.9196423)"
,"COC-RD-RM",,"NB 14 ST NW @ 14 AV NW","Active","POINT (-114.0939355 51.0640974)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.1887442 51.020817)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0063538 51.1568847)"
,"OTH-CONTRACTOR",,"EB Northmount DR @ 4 ST NW","Active","POINT (-114.0717629 51.1025812)"
,"COC-RD-RM",,"WB Lake Bonavista DR @ Lake Erie RD SE","Active","POINT (-114.0562137 50.9456156)"
,"OTH-CONTRACTOR",,,"Active","POINT (-114.0834918 51.0972726)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9820311 51.0680838)"
,"COC-RD-RM",,"NB 24 ST SW @ Bridlecrest WY","Active","POINT (-114.1170359 50.901205)"
,"OTH-CONTRACTOR",,"EB Bowness RD @ 73 ST NW","Active","POINT (-114.1930271 51.0888995)"
,"COC-RD-RM",,"NB 18 ST SE @ LYTTON CR","Active","POINT (-114.015383 50.9888431)"
,"COC-RD-RM",,"EB 32 AV NE @ 27 ST NE","Active","POINT (-113.9941469 51.0813877)"
,"COC-RD-RM",,"EB 50 AV SW @ Richard RD","Active","POINT (-114.1285008 51.0086448)"
,"OTH-CONTRACTOR",,"SB Edmonton TR @ 8 AV NE","Active","POINT (-114.0545925 51.0598557)"
,"COC-RD-RM",,"SB 28 ST NE @ 5 AV NE","Active","POINT (-113.9933802 51.0560021)"
,"COC-RD-RM",,"EB Temple DR @ 56 ST NE","Active","POINT (-113.9516609 51.085108)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.9584455 50.9255584)"
,"OTH-CONTRACTOR",,"EB Danloe ST @ Child AV NE","Active","POINT (-114.0331984 51.0584866)"
,"COC-RD-RM",,,"Active","POINT (-114.1308872 51.0645319)"
,"COC-RD-RM",,"EB Falconridge DR @ Falconridge CR NE","Active","POINT (-113.9476544 51.0993145)"
,"COC-RD-RM",,,"Active","POINT (-114.0674695 51.0505018)"
,"COC-RD-RM",,"WB Country Village WY @ Country Village CV NE","Active","POINT (-114.0613199 51.1559101)"
,"COC-RD-RM",,"SB Hawkwood BV @ Hawkview RD NW","Active","POINT (-114.1690826 51.1292204)"
,"COC-RD-RM",,"WB Dalton DR (West) @ S. of Dalhousie DR NW","Active","POINT (-114.1555079 51.1037866)"
,"COC-RD-RM",,"NB Bonaventure DR @ 99 AV SE","Active","POINT (-114.0687361 50.9613392)"
,"OTH-CONTRACTOR",,,"Active","POINT (-113.978496 51.0813766)"
,"COC-RD-RM",,"SB Braeside DR @ 104 AV SW","Active","POINT (-114.1034499 50.9592286)"
,"COC-RD-RM",,"WB 16 AV NE @ 1 ST NE","Active","POINT (-114.060644 51.0670691)"
,"OTH-CONTRACTOR",,"EB Southport WY @ Southport RD SW","Active","POINT (-114.0733237 50.9576945)"
,"COC-RD-RM",,"SB New Brighton DR @ S.  of New Brighton DR SE","Active","POINT (-113.9543866 50.9248228)"
,"COC-RD-RM",,"SB Applewood DR @ Appleburn CL SE","Active","POINT (-113.9257872 51.0464975)"
,"COC-RD-RM",,,"Active","POINT (-114.0656964 51.0405706)"
,"COC-RD-RM",,"SB Oakwood DR @ Oakmount DR SW","Active","POINT (-114.1394142 50.9673026)"
,"COC-RD-RM",,"SB 29 ST NE @ 23 AV NE","Active","POINT (-113.9919302 51.0724166)"
,"COC-RD-RM",,"SB 85 ST NW @ 48 AV NW","Active","POINT (-114.2110842 51.0954663)"
,"OTH-CONTRACTOR",,"SB Penbrooke DR @ 2 AV SE","Active","POINT (-113.9419595 51.0503223)"
