"rowid","account","month","year","activity_date","page_title","pageviews","unique_pageviews","average_time_on_page","entrances","bounce_rate_percent","exit_percent","users","new_users","sessions","city","network_location","browser","device_category","region","avg_session_duration"
"2022-01-27Public Transit | City of Mesa500","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","6","1","103","1","0","16.67","1","1","1","Phoenix","(not set)","Safari","mobile","Arizona","517"
"2022-01-27Public Transit | City of Mesa501","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","3","1","4","1","0","33.33","1","1","1","Gilbert","(not set)","Samsung Internet","mobile","Arizona","9"
"2022-01-27Public Transit | City of Mesa502","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Cupertino","(not set)","Chrome","desktop","California","0"
"2022-01-27Public Transit | City of Mesa503","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Auburn","(not set)","Firefox","desktop","California","0"
"2022-01-27Public Transit | City of Mesa504","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","6","2","5","2","0","33.33","2","2","2","Los Angeles","(not set)","Chrome","mobile","California","10"
"2022-01-27Public Transit | City of Mesa505","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","3","1","22","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","44"
"2022-01-27Public Transit | City of Mesa506","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","3","1","112","1","0","33.33","1","1","1","San Bernardino","(not set)","Chrome","tablet","California","223"
"2022-01-27Public Transit | City of Mesa507","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","0","1","Winter Park","(not set)","Safari","mobile","Florida","0"
"2022-01-27Public Transit | City of Mesa508","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-27T00:00:00.000","Public Transit | City of Mesa","6","1","93","0","0","0","1","0","0","Detroit","(not set)","Chrome","desktop","Michigan","0"
"2022-01-28Public Transit | City of Mesa509","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","3","0","0","33.33","1","0","0","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-28Public Transit | City of Mesa510","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","76","1","0","33.33","1","0","1","Gilbert","(not set)","Edge","desktop","Arizona","151"
"2022-01-28Public Transit | City of Mesa511","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","11","1","0","33.33","1","1","1","Peoria","(not set)","Safari","desktop","Arizona","21"
"2022-01-28Public Transit | City of Mesa512","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Chandler","(not set)","Chrome","mobile","Arizona","0"
"2022-01-28Public Transit | City of Mesa513","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","17","1","0","33.33","1","0","1","Mesa","(not set)","Chrome","mobile","Arizona","34"
"2022-01-28Public Transit | City of Mesa514","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","6","2","5","2","0","33.33","2","1","2","Mesa","(not set)","Safari","mobile","Arizona","10"
"2022-01-28Public Transit | City of Mesa515","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","3","1","0","33.33","1","1","1","Phoenix","(not set)","Safari","mobile","Arizona","6"
"2022-01-28Public Transit | City of Mesa516","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","9","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","18"
"2022-01-28Public Transit | City of Mesa517","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Abuja","(not set)","Safari","mobile","Federal Capital Territory","0"
"2022-01-28Public Transit | City of Mesa518","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Clermont","(not set)","Chrome","mobile","Florida","0"
"2022-01-28Public Transit | City of Mesa519","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","33.33","1","1","1","Honolulu","(not set)","Safari","mobile","Hawaii","12"
"2022-01-28Public Transit | City of Mesa520","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","(not set)","(not set)","Chrome","desktop","Indiana","0"
"2022-01-28Public Transit | City of Mesa521","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","21","1","0","0","1","1","1","Baton Rouge","(not set)","Safari","desktop","Louisiana","63"
"2022-01-28Public Transit | City of Mesa522","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-28T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Nashville","(not set)","Safari","desktop","Tennessee","0"
"2022-01-29Public Transit | City of Mesa523","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","3","1","277","1","0","0","1","1","1","Bethel","(not set)","Safari","desktop","Alaska","831"
"2022-01-29Public Transit | City of Mesa524","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Chandler","(not set)","Chrome","mobile","Arizona","0"
"2022-01-29Public Transit | City of Mesa525","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mesa","(not set)","Chrome","mobile","Arizona","0"
"2022-01-29Public Transit | City of Mesa526","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","9","2","58","2","0","22.22","2","1","2","Phoenix","(not set)","Chrome","mobile","Arizona","202"
"2022-01-29Public Transit | City of Mesa527","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","33.33","1","1","1","Gilbert","(not set)","Safari","mobile","Arizona","12"
"2022-01-29Public Transit | City of Mesa528","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Mesa","(not set)","Safari","mobile","Arizona","0"
"2022-01-29Public Transit | City of Mesa529","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","6","2","3","2","0","33.33","2","2","2","Phoenix","(not set)","Safari","mobile","Arizona","6.5"
"2022-01-29Public Transit | City of Mesa530","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","3","1","4","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","7"
"2022-01-29Public Transit | City of Mesa531","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","6","1","71","1","0","16.67","1","1","1","Portland","(not set)","Chrome","desktop","Oregon","356"
"2022-01-29Public Transit | City of Mesa532","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-29T00:00:00.000","Public Transit | City of Mesa","3","1","7","1","0","33.33","1","1","1","Austin","(not set)","Safari","mobile","Texas","14"
"2022-01-30Public Transit | City of Mesa533","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","6","2","3","2","0","33.33","2","2","2","Mesa","(not set)","Chrome","desktop","Arizona","6"
"2022-01-30Public Transit | City of Mesa534","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","3","1","9","1","0","0","1","1","1","Surprise","(not set)","Edge","desktop","Arizona","331"
"2022-01-30Public Transit | City of Mesa535","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","6","1","10","1","0","16.67","1","1","1","Mesa","(not set)","Firefox","desktop","Arizona","55"
"2022-01-30Public Transit | City of Mesa536","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","3","1","20","1","0","33.33","1","1","1","Mesa","(not set)","Safari","desktop","Arizona","40"
"2022-01-30Public Transit | City of Mesa537","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","3","1","8","1","0","33.33","1","1","1","Mesa","(not set)","Chrome","mobile","Arizona","15"
"2022-01-30Public Transit | City of Mesa538","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","6","1","3","1","0","16.67","1","0","1","Phoenix","(not set)","Chrome","mobile","Arizona","39"
"2022-01-30Public Transit | City of Mesa539","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","6","2","136","2","0","33.33","2","2","2","Mesa","(not set)","Safari","mobile","Arizona","272"
"2022-01-30Public Transit | City of Mesa540","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","9","3","40","3","0","33.33","2","2","3","Phoenix","(not set)","Safari","mobile","Arizona","80.33"
"2022-01-30Public Transit | City of Mesa541","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","3","1","26","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","52"
"2022-01-30Public Transit | City of Mesa542","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","6","2","12","2","0","33.33","1","1","2","Honolulu","(not set)","Chrome","desktop","Hawaii","24.5"
"2022-01-30Public Transit | City of Mesa543","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","9","1","135","1","0","11.11","1","1","1","Kearney","(not set)","Chrome","desktop","Missouri","1076"
"2022-01-30Public Transit | City of Mesa544","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","33.33","1","1","1","Las Vegas","(not set)","Chrome","mobile","Nevada","11"
"2022-01-30Public Transit | City of Mesa545","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","3","1","12","1","0","0","1","1","1","Las Vegas","(not set)","Safari","mobile","Nevada","63"
"2022-01-30Public Transit | City of Mesa546","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-30T00:00:00.000","Public Transit | City of Mesa","6","2","6","2","0","33.33","1","1","2","Reno","(not set)","Safari","mobile","Nevada","12"
"2022-01-31Public Transit | City of Mesa547","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","3","1","9","0","0","0","1","0","0","Chandler","(not set)","Chrome","desktop","Arizona","0"
"2022-01-31Public Transit | City of Mesa548","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","6","2","0","2","0","33.33","2","2","2","Phoenix","(not set)","Chrome","desktop","Arizona","0"
"2022-01-31Public Transit | City of Mesa549","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","12","1","18","1","0","8.33","1","1","1","Mesa","(not set)","Safari","desktop","Arizona","196"
"2022-01-31Public Transit | City of Mesa550","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","6","2","0","2","0","33.33","2","2","2","Phoenix","(not set)","Chrome","mobile","Arizona","0"
"2022-01-31Public Transit | City of Mesa551","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","3","1","23","1","0","33.33","1","1","1","Gilbert","(not set)","Firefox","mobile","Arizona","46"
"2022-01-31Public Transit | City of Mesa552","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","12","2","60","2","0","16.67","2","0","2","Phoenix","(not set)","Safari","mobile","Arizona","312.5"
"2022-01-31Public Transit | City of Mesa553","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","6","2","1","1","0","16.67","2","1","1","Dublin","(not set)","Chrome","desktop","County Dublin","18"
"2022-01-31Public Transit | City of Mesa554","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","0","1","Reno","(not set)","Safari","mobile","Nevada","0"
"2022-01-31Public Transit | City of Mesa555","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","New York","(not set)","Safari","mobile","New York","0"
"2022-01-31Public Transit | City of Mesa556","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-31T00:00:00.000","Public Transit | City of Mesa","3","1","4","1","0","33.33","1","1","1","Austin","(not set)","Chrome","mobile","Texas","8"
"2022-01-15Publishing & Periodical Distribution | City of Mesa557","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-15T00:00:00.000","Publishing & Periodical Distribution | City of Mesa","3","1","255","0","0","0","1","0","0","Mesa","(not set)","Firefox","desktop","Arizona","0"
"2022-01-01Purchasing | City of Mesa558","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-01T00:00:00.000","Purchasing | City of Mesa","3","1","38","1","0","0","1","1","1","Chandler","(not set)","Chrome","desktop","Arizona","298"
"2022-01-02Purchasing | City of Mesa559","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-02T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","1","1","Chandler","(not set)","Chrome","desktop","Arizona","8"
"2022-01-02Purchasing | City of Mesa560","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-02T00:00:00.000","Purchasing | City of Mesa","3","1","15","0","0","33.33","1","0","0","Mesa","(not set)","Safari","mobile","Arizona","0"
"2022-01-03Purchasing | City of Mesa561","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-03Purchasing | City of Mesa562","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","3","1","43","1","0","0","1","1","1","Chandler","(not set)","Chrome","desktop","Arizona","129"
"2022-01-03Purchasing | City of Mesa563","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","9","3","3","1","0","11.11","3","0","1","Mesa","(not set)","Chrome","desktop","Arizona","2"
"2022-01-03Purchasing | City of Mesa564","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","9","3","6","3","0","22.22","2","1","3","Queen Creek","(not set)","Chrome","desktop","Arizona","14"
"2022-01-03Purchasing | City of Mesa565","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","3","1","10","0","0","33.33","1","0","0","Scottsdale","(not set)","Firefox","desktop","Arizona","0"
"2022-01-03Purchasing | City of Mesa566","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","3","1","7","1","0","0","1","1","1","Phoenix","(not set)","Chrome","mobile","Arizona","21"
"2022-01-03Purchasing | City of Mesa567","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","6","2","0","1","0","33.33","1","0","1","Chino","(not set)","Chrome","desktop","California","0"
"2022-01-03Purchasing | City of Mesa568","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","San Diego","(not set)","Edge","desktop","California","3"
"2022-01-03Purchasing | City of Mesa569","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","3","1","2","0","0","33.33","1","0","0","Charlotte","(not set)","Safari","desktop","North Carolina","0"
"2022-01-03Purchasing | City of Mesa570","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","3","1","209","1","0","33.33","1","1","1","Franklin","(not set)","Chrome","desktop","Tennessee","418"
"2022-01-03Purchasing | City of Mesa571","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-03T00:00:00.000","Purchasing | City of Mesa","3","1","91","1","0","33.33","1","1","1","Pleasant Prairie","(not set)","Chrome","desktop","Wisconsin","182"
"2022-01-04Purchasing | City of Mesa572","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","12","0","0","33.33","1","0","0","(not set)","(not set)","Chrome","desktop","(not set)","0"
"2022-01-04Purchasing | City of Mesa573","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","1","1","0","0","0","100","1","0","0","(not set)","(not set)","Internet Explorer","desktop","(not set)","0"
"2022-01-04Purchasing | City of Mesa574","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","12","4","23","3","0","16.67","2","1","3","Chandler","(not set)","Chrome","desktop","Arizona","47"
"2022-01-04Purchasing | City of Mesa575","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","4","0","0","33.33","1","0","0","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-04Purchasing | City of Mesa576","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","12","2","5","2","0","16.67","2","0","2","Phoenix","(not set)","Chrome","desktop","Arizona","37.5"
"2022-01-04Purchasing | City of Mesa577","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Queen Creek","(not set)","Chrome","desktop","Arizona","4"
"2022-01-04Purchasing | City of Mesa578","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","8","1","0","33.33","1","1","1","Surprise","(not set)","Chrome","desktop","Arizona","15"
"2022-01-04Purchasing | City of Mesa579","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","4","1","0","33.33","1","1","1","Tempe","(not set)","Chrome","desktop","Arizona","7"
"2022-01-04Purchasing | City of Mesa580","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","6","1","13","1","0","16.67","1","0","1","Yuma","(not set)","Chrome","desktop","Arizona","67"
"2022-01-04Purchasing | City of Mesa581","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","6","2","13","2","0","33.33","2","1","2","Mesa","(not set)","Edge","desktop","Arizona","26"
"2022-01-04Purchasing | City of Mesa582","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","1","1","0","33.33","1","0","1","Phoenix","(not set)","Edge","desktop","Arizona","2"
"2022-01-04Purchasing | City of Mesa583","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","9","1","0","33.33","1","1","1","Tempe","(not set)","Edge","desktop","Arizona","17"
"2022-01-04Purchasing | City of Mesa584","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","3","0","0","33.33","2","0","1","Phoenix","(not set)","Firefox","desktop","Arizona","0"
"2022-01-04Purchasing | City of Mesa585","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-04T00:00:00.000","Purchasing | City of Mesa","3","1","9","1","0","0","1","0","1","Cleveland","(not set)","Chrome","desktop","Ohio","27"
"2022-01-05Purchasing | City of Mesa586","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","1","1","237","1","0","0","1","1","1","(not set)","(not set)","Internet Explorer","desktop","(not set)","237"
"2022-01-05Purchasing | City of Mesa587","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","1","1","0","33.33","1","0","1","Avondale","(not set)","Chrome","desktop","Arizona","1"
"2022-01-05Purchasing | City of Mesa588","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","0","1","Kingman","(not set)","Chrome","desktop","Arizona","0"
"2022-01-05Purchasing | City of Mesa589","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","15","3","4","2","0","20","3","0","2","Mesa","(not set)","Chrome","desktop","Arizona","7.5"
"2022-01-05Purchasing | City of Mesa590","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","9","3","16","3","0","11.11","3","1","3","Phoenix","(not set)","Chrome","desktop","Arizona","166"
"2022-01-05Purchasing | City of Mesa591","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","3","1","0","0","1","0","1","Queen Creek","(not set)","Chrome","desktop","Arizona","10"
"2022-01-05Purchasing | City of Mesa592","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","10","1","0","33.33","1","0","1","Tempe","(not set)","Chrome","desktop","Arizona","20"
"2022-01-05Purchasing | City of Mesa593","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","33","0","0","33.33","1","0","0","Peoria","(not set)","Edge","desktop","Arizona","0"
"2022-01-05Purchasing | City of Mesa594","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","6","2","220","2","0","16.67","2","2","2","Phoenix","(not set)","Edge","desktop","Arizona","568.5"
"2022-01-05Purchasing | City of Mesa595","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","0","0","0","0","0","0","1","0","1","Phoenix","(not set)","Firefox","desktop","Arizona","0"
"2022-01-05Purchasing | City of Mesa596","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Peoria","(not set)","Safari","mobile","Arizona","0"
"2022-01-05Purchasing | City of Mesa597","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","6","1","44","1","0","0","1","1","1","Phoenix","(not set)","Safari","mobile","Arizona","1039"
"2022-01-05Purchasing | City of Mesa598","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","0","0","0","33.33","1","0","0","Port Coquitlam","(not set)","Chrome","desktop","British Columbia","0"
"2022-01-05Purchasing | City of Mesa599","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","16","0","0","33.33","1","0","0","Marietta","(not set)","Safari","mobile","Georgia","0"
"2022-01-05Purchasing | City of Mesa600","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","New York","(not set)","Firefox","desktop","New York","4"
"2022-01-05Purchasing | City of Mesa601","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Ashburn","(not set)","Chrome","desktop","Virginia","0"
"2022-01-05Purchasing | City of Mesa602","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-05T00:00:00.000","Purchasing | City of Mesa","3","1","0","1","0","33.33","1","1","1","Sterling","(not set)","Edge","desktop","Virginia","0"
"2022-01-06Purchasing | City of Mesa603","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","13","1","0","33.33","1","0","1","(not set)","(not set)","Edge","desktop","(not set)","26"
"2022-01-06Purchasing | City of Mesa604","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","1","1","135","1","0","0","1","1","1","(not set)","(not set)","Internet Explorer","desktop","(not set)","135"
"2022-01-06Purchasing | City of Mesa605","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","0","1","Chandler","(not set)","Chrome","desktop","Arizona","3"
"2022-01-06Purchasing | City of Mesa606","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","10","1","0","33.33","1","1","1","Glendale","(not set)","Chrome","desktop","Arizona","19"
"2022-01-06Purchasing | City of Mesa607","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","18","6","3","1","0","22.22","6","0","1","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-06Purchasing | City of Mesa608","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","1","1","0","33.33","1","0","1","Phoenix","(not set)","Chrome","desktop","Arizona","1"
"2022-01-06Purchasing | City of Mesa609","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","21","6","29","4","0","28.57","3","1","4","Surprise","(not set)","Chrome","desktop","Arizona","93"
"2022-01-06Purchasing | City of Mesa610","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","10","1","0","33.33","1","1","1","Tucson","(not set)","Chrome","desktop","Arizona","20"
"2022-01-06Purchasing | City of Mesa611","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","2","1","0","33.33","1","1","1","Phoenix","(not set)","Edge","desktop","Arizona","4"
"2022-01-06Purchasing | City of Mesa612","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-06T00:00:00.000","Purchasing | City of Mesa","3","1","1","1","0","33.33","1","0","1","Scottsdale","(not set)","Edge","desktop","Arizona","2"
