"rowid","date","calendar_year","fiscal_year","month","day","day_of_week","sunrise","sunset","cart_rentals","cart_revenue","club_rentals","club_revenue","food_and_beverage","green_fees","merchandise_revenue","range_sales","rounds_possible","round_capacity","rounds_played","total_revenue","revenue_round"
"333","2022-03-18T00:00:00.000","2022","FY21-22","March","18","Friday","06:33:12","18:37:19","390","6240","5","90","7176.46","13325.08","1064.36","2808","336","1.512","508","30703.899999999998","60.44"
"334","2022-03-19T00:00:00.000","2022","FY21-22","March","19","Saturday","06:31:52","18:38:04","246","3936","6","120","6315.46","14903.44","1313.04","3945.73","336","1.015","341","30533.67","89.54"
"335","2022-03-20T00:00:00.000","2022","FY21-22","March","20","Sunday","06:30:32","18:38:49","281","4496","5","130","6039.38","9240.46","1293.23","2668.95","336","0.979","329","23868.02","72.55"
"336","2022-03-21T00:00:00.000","2022","FY21-22","March","21","Monday","06:29:11","18:39:34","190","3040","9","305","3797.69","12133","982.57","2174.46","336","0.955","321","22432.719999999998","69.88"
"337","2022-03-22T00:00:00.000","2022","FY21-22","March","22","Tuesday","06:27:51","18:40:18","218","3488","5","110","3483.73","12025.76","977.59","3314.46","340","0.985","335","23399.539999999997","69.85"
"338","2022-03-23T00:00:00.000","2022","FY21-22","March","23","Wednesday","06:26:30","18:41:03","208","3328","22","860","4912.84","12902.67","493.49","3471.5","340","1.012","344","25968.5","75.49"
"339","2022-03-24T00:00:00.000","2022","FY21-22","March","24","Thursday","06:25:10","18:41:47","228","3648","8","205","5593.81","11368","3411.89","3807.23","340","0.956","325","28033.93","86.26"
"340","2022-03-25T00:00:00.000","2022","FY21-22","March","25","Friday","06:23:49","18:42:31","242","3872","8","405","7007.62","13713.58","2681.79","3292","340","0.994","338","30971.989999999998","91.63"
"341","2022-03-26T00:00:00.000","2022","FY21-22","March","26","Saturday","06:22:29","18:43:16","276","4416","10","250","9102.95","16291","1507.11","2529","344","1.029","354","34096.06","96.32"
"342","2022-03-27T00:00:00.000","2022","FY21-22","March","27","Sunday","06:21:08","18:44:00","278","4448","1","60","5605.37","10628.45","1717.64","2976.24","344","0.977","336","25435.7","75.7"
"343","2022-03-28T00:00:00.000","2022","FY21-22","March","28","Monday","06:19:48","18:44:44","245","3920","8","240","2782.92","12548","993.62","1544","344","1.006","346","22028.54","63.67"
"344","2022-03-29T00:00:00.000","2022","FY21-22","March","29","Tuesday","06:18:28","18:45:28","201","3216","3","120","4052.38","7834","1674.37","1743","344","0.738","254","18639.75","73.38"
"345","2022-03-30T00:00:00.000","2022","FY21-22","March","30","Wednesday","06:17:08","18:46:12","221","3536","1","300","3769.9","11930.67","1448.65","3966.5","348","0.966","336","24951.72","74.26"
"346","2022-03-31T00:00:00.000","2022","FY21-22","March","31","Thursday","06:15:48","18:46:56","261","4176","7","110","5307.64","13954.57","3782.95","4278.23","348","1.029","358","31609.39","88.29"
"347","2022-04-01T00:00:00.000","2022","FY21-22","April","1","Friday","06:14:28","18:47:40","237","3792","5","190","8080.15","15826.99","1136.14","4002","348","0.977","340","33027.28","97.14"
"348","2022-04-02T00:00:00.000","2022","FY21-22","April","2","Saturday","06:13:09","18:48:24","288","4608","5","200","5954.47","10637.05","943.18","2970.6","348","1.006","350","25313.3","72.32"
"349","2022-04-03T00:00:00.000","2022","FY21-22","April","3","Sunday","06:11:50","18:49:08","278","4448","1","60","6226.74","14550.5","694.05","4206.96","352","0.963","339","30186.25","89.04"
"350","2022-04-04T00:00:00.000","2022","FY21-22","April","4","Monday","06:10:31","18:49:52","208","3328","6","190","3591.03","12343","433.81","1987","352","0.881","310","21872.839999999997","70.56"
"351","2022-04-05T00:00:00.000","2022","FY21-22","April","5","Tuesday","06:09:13","18:50:36","242","3872","1","30","4279.75","12146","767.27","3259.23","352","0.926","326","24354.25","74.71"
"352","2022-04-06T00:00:00.000","2022","FY21-22","April","6","Wednesday","06:07:55","18:51:20","234","3744","1","30","4438.04","11788.33","1078.9","3600.69","356","0.89","317","24679.96","77.85"
"353","2022-04-07T00:00:00.000","2022","FY21-22","April","7","Thursday","06:06:37","18:52:04","264","4224","2","90","5508.81","12773.8","1758.7","3839.1","356","1","356","28194.41","79.2"
"354","2022-04-08T00:00:00.000","2022","FY21-22","April","8","Friday","06:05:20","18:52:49","254","4064","5","140","6902.73","14581","1676.89","4298.46","356","1.011","360","31663.079999999998","87.95"
"355","2022-04-09T00:00:00.000","2022","FY21-22","April","9","Saturday","06:04:03","18:53:33","294","4704","6","135","10876.52","11259.45","1139.94","4223.24","356","1.022","364","32338.149999999998","88.84"
"356","2022-04-10T00:00:00.000","2022","FY21-22","April","10","Sunday","06:02:47","18:54:17","269","4304","8","280","6327.23","13512.26","875.94","3675","360","1","360","28974.43","80.48"
"357","2022-04-11T00:00:00.000","2022","FY21-22","April","11","Monday","06:01:31","18:55:01","245","3920","7","270","3832.54","12820.98","2751.41","3749.23","360","0.894","322","27344.16","84.92"
"358","2022-04-12T00:00:00.000","2022","FY21-22","April","12","Tuesday","06:00:16","18:55:46","226","3616","6","160","3396.06","11354.5","839.48","2564.5","360","0.906","326","21930.54","67.27"
"359","2022-04-13T00:00:00.000","2022","FY21-22","April","13","Wednesday","05:59:01","18:56:30","251","4016","4","190","3816.46","12001.5","1171.1","4090","360","0.953","343","25285.059999999998","73.72"
"360","2022-04-14T00:00:00.000","2022","FY21-22","April","14","Thursday","05:57:47","18:57:15","240","3840","8","230","4990.9","12451.06","1116.39","4418.23","364","0.929","338","27046.58","80.02"
"361","2022-04-15T00:00:00.000","2022","FY21-22","April","15","Friday","05:56:33","18:57:59","266","4256","4","110","7928","13559.37","1185.13","4367.34","364","0.934","340","31405.84","92.37"
"362","2022-04-16T00:00:00.000","2022","FY21-22","April","16","Saturday","05:55:21","18:58:44","312","4992","1","10","6669.25","9242.24","2568.15","3334.58","364","0.986","359","26816.22","74.7"
"363","2022-04-17T00:00:00.000","2022","FY21-22","April","17","Sunday","05:54:08","18:59:29","269","4304","0","0","4876.39","15029","1604.69","2077.1","364","0.918","334","27891.18","83.51"
"364","2022-04-18T00:00:00.000","2022","FY21-22","April","18","Monday","05:52:57","19:00:13","251","4016","0","0","3572","10861","973","2454","368","0.84","309","21876","70.8"
"365","2022-04-19T00:00:00.000","2022","FY21-22","April","19","Tuesday","05:51:46","19:00:58","285","4560","2","70","4218","9776","998","3121","368","0.938","345","22743","65.92"
"366","2022-04-20T00:00:00.000","2022","FY21-22","April","20","Wednesday","05:50:36","19:01:43","246","3936","1","30","5377","10502","1822","4127","368","0.848","312","25794","82.67"
"367","2022-04-21T00:00:00.000","2022","FY21-22","April","21","Thursday","05:49:27","19:02:28","269","4304","12","505","6293","10379","869","3326","368","0.875","322","25676","79.74"
"368","2022-04-22T00:00:00.000","2022","FY21-22","April","22","Friday","05:48:18","19:03:14","255","4080","13","290","7008","13360","1026","4376","368","0.908","334","30140","90.24"
"369","2022-04-23T00:00:00.000","2022","FY21-22","April","23","Saturday","05:47:11","19:03:59","268","4288","4","100","22640","10315.24","1128","4369","372","0.874","325","42840.24","131.82"
"370","2022-04-24T00:00:00.000","2022","FY21-22","April","24","Sunday","05:46:04","19:04:44","280","4480","4","100","6139","9885.24","1504","3788","372","0.868","323","25896.239999999998","80.17"
"371","2022-04-24T00:00:00.000","2022","FY21-22","April","24","Sunday","05:46:04","19:04:44","280","4480","4","100","6139","9885.24","1504","3788","372","0.868","323","25896.239999999998","80.17"
"372","2022-04-25T00:00:00.000","2022","FY21-22","April","25","Monday","05:44:58","19:05:29","483","7728","11","325","3995","11293","480","2550","372","1.457","542","26371","48.65"
"373","2022-04-26T00:00:00.000","2022","FY21-22","April","26","Tuesday","05:43:53","19:06:15","240","3840","1","10","3644","7658","447","2240","372","0.728","271","17839","65.83"
"374","2022-04-27T00:00:00.000","2022","FY21-22","April","27","Wednesday","05:42:49","19:07:00","262","4192","0","0","4491","9551","940","3394","376","0.809","304","22568","74.24"
"375","2022-04-28T00:00:00.000","2022","FY21-22","April","28","Thursday","05:41:46","19:07:46","240","3840","0","0","5083","8730","486","3319","376","0.795","299","21458","71.77"
"376","2022-04-29T00:00:00.000","2022","FY21-22","April","29","Friday","05:40:44","19:08:31","274","4384","16","705","6869","13444","1653","4053","376","0.883","332","31108","93.7"
"377","2022-04-30T00:00:00.000","2022","FY21-22","April","30","Saturday","05:39:43","19:09:17","322","5152","6","210","10533","10387","8436","4519","376","0.981","369","39237","106.33"
"378","2022-05-01T00:00:00.000","2022","FY21-22","May","1","Sunday","05:38:43","19:10:02","303","4848","6","135","4835","13937","2925","3512","380","0.911","346","30192","87.26"
"379","2022-05-02T00:00:00.000","2022","FY21-22","May","2","Monday","05:37:45","19:10:48","198","3168","2","40","2812","7563","2149","2634","380","0.605","230","18366","79.85"
"380","2022-05-03T00:00:00.000","2022","FY21-22","May","3","Tuesday","05:36:47","19:11:33","203","3248","3","20","3552","7645","763","3190","380","0.682","259","18418","71.11"
"381","2022-05-04T00:00:00.000","2022","FY21-22","May","4","Wednesday","05:35:50","19:12:19","217","3472","2","70","3607","7344","593","2828","380","0.692","263","17914","68.11"
"382","2022-05-05T00:00:00.000","2022","FY21-22","May","5","Thursday","05:34:55","19:13:04","196","3136","3","150","6591","7111","1008","3079","380","0.668","254","21075","82.97"
"383","2022-05-06T00:00:00.000","2022","FY21-22","May","6","Friday","05:34:00","19:13:50","386","6176","7","360","7763","11902","2427","2997","380","1.087","413","31625","76.57"
"384","2022-05-07T00:00:00.000","2022","FY21-22","May","7","Saturday","05:33:07","19:14:35","286","4576","0","0","6577","7478","1517","3120","384","0.862","331","23268","70.3"
"385","2022-05-08T00:00:00.000","2022","FY21-22","May","8","Sunday","05:32:16","19:15:20","244","3904","2","60","3988","7834","795","1762","384","0.753","289","18343","63.47"
"386","2022-05-09T00:00:00.000","2022","FY21-22","May","9","Monday","05:31:25","19:16:05","253","4048","3","120","4378","6871","739","2804","384","0.76","292","18960","64.93"
"387","2022-05-10T00:00:00.000","2022","FY21-22","May","10","Tuesday","05:30:36","19:16:51","241","3856","3","75","3766","6822","381","2808","384","0.771","296","17708","59.82"
"388","2022-05-11T00:00:00.000","2022","FY21-22","May","11","Wednesday","05:29:47","19:17:35","290","4640","5","110","4803","5723","1310","3650","388","0.84","326","20236","62.07"
"389","2022-05-12T00:00:00.000","2022","FY21-22","May","12","Thursday","05:29:01","19:18:20","261","4176","5","240","5745","6919","1909","3220","388","0.851","330","22209","67.3"
"390","2022-05-13T00:00:00.000","2022","FY21-22","May","13","Friday","05:28:15","19:19:05","268","4288","4","130","6802","9808","1099","4122","388","0.784","304","26249","86.35"
"391","2022-05-14T00:00:00.000","2022","FY21-22","May","14","Saturday","05:27:31","19:19:49","303","4848","2","90","7082","13327","1054","3494","388","0.881","342","29895","87.41"
"392","2022-05-15T00:00:00.000","2022","FY21-22","May","15","Sunday","05:26:49","19:20:33","292","4672","4","60","5481","7496","3326","4817","388","0.863","335","25852","77.17"
"393","2022-05-16T00:00:00.000","2022","FY21-22","May","16","Monday","05:26:07","19:21:17","213","3408","5","260","2594","5103","641","2616","388","0.637","247","14622","59.2"
"394","2022-05-17T00:00:00.000","2022","FY21-22","May","17","Tuesday","05:25:27","19:22:00","228","3648","2","90","3880","4994","773","2761","392","0.663","260","16146","62.1"
"395","2022-05-18T00:00:00.000","2022","FY21-22","May","18","Wednesday","05:24:49","19:22:43","303","4848","1","30","3440","4938","887","2422","392","0.839","329","16565","50.35"
"396","2022-05-19T00:00:00.000","2022","FY21-22","May","19","Thursday","05:24:12","19:23:26","228","3648","2","60","4542","4934","460","3430","392","0.714","280","17074","60.98"
"397","2022-05-20T00:00:00.000","2022","FY21-22","May","20","Friday","05:23:36","19:24:09","315","5040","4","120","2569","5787","891","1139","392","0.862","338","15546","45.99"
"398","2022-05-21T00:00:00.000","2022","FY21-22","May","21","Saturday","05:23:02","19:24:51","263","4208","2","40","6044","5936","855","3309","392","0.768","301","20392","67.75"
"399","2022-05-22T00:00:00.000","2022","FY21-22","May","22","Sunday","05:22:30","19:25:32","320","5120","2","120","4943","9874","476","3453","392","0.946","371","23986","64.65"
"400","2022-05-23T00:00:00.000","2022","FY21-22","May","23","Monday","05:21:59","19:26:13","264","4224","5","210","3671","7507","1471","2130","396","0.747","296","19213","64.91"
"401","2022-05-24T00:00:00.000","2022","FY21-22","May","24","Tuesday","05:21:29","19:26:54","267","4272","4","205","4054","6423","1425","3256","396","0.763","302","19635","65.02"
"402","2022-05-25T00:00:00.000","2022","FY21-22","May","25","Wednesday","05:21:01","19:27:34","188","3008","0","0","3261","4265","942","2911","396","0.53","210","14387","68.51"
"403","2022-05-26T00:00:00.000","2022","FY21-22","May","26","Thursday","05:20:34","19:28:14","235","3760","11","360","4173","5158","450","3370","396","0.692","274","17271","63.03"
"404","2022-05-27T00:00:00.000","2022","FY21-22","May","27","Friday","05:20:09","19:28:53","322","5152","22","660","5381","9243","538","4031","396","0.859","340","25005","73.54"
"405","2022-05-28T00:00:00.000","2022","FY21-22","May","28","Saturday","05:19:46","19:29:31","278","4448","2","60","7549","7404","4209","4118","396","0.793","314","27788","88.5"
"406","2022-05-29T00:00:00.000","2022","FY21-22","May","29","Sunday","05:19:24","19:30:09","304","4864","3","80","5294","10540","572","2788","396","0.894","354","24138","68.19"
"407","2022-05-30T00:00:00.000","2022","FY21-22","May","30","Monday","05:19:04","19:30:46","293","4688","3","75","4421","9029","766","2480","396","0.874","346","21459","62.02"
"408","2022-05-31T00:00:00.000","2022","FY21-22","May","31","Tuesday","05:18:45","19:31:22","220","3520","0","0","3415","4480","713","2770","400","0.633","253","14898","58.89"
"409","2022-06-01T00:00:00.000","2022","FY21-22","June","1","Wednesday","05:18:28","19:31:57","151","2416","3","60","2754","3715","1155","2714","400","0.47","188","12814","68.16"
"410","2022-06-02T00:00:00.000","2022","FY21-22","June","2","Thursday","05:18:12","19:32:32","186","2976","2","60","3402","1717","511","3226","400","0.538","215","11892","55.31"
"411","2022-06-03T00:00:00.000","2022","FY21-22","June","3","Friday","05:17:58","19:33:06","237","3792","3","70","4893","4938","654","4457","400","0.66","264","18804","71.23"
"412","2022-06-04T00:00:00.000","2022","FY21-22","June","4","Saturday","05:17:46","19:33:39","257","4112","4","100","5884","6788","825","3408","400","0.65","260","21117","81.22"
"413","2022-06-05T00:00:00.000","2022","FY21-22","June","5","Sunday","05:17:35","19:34:11","284","4544","6","150","5924","6548","3052","3006","400","0.818","327","23224","71.02"
"414","2022-06-06T00:00:00.000","2022","FY21-22","June","6","Monday","05:17:26","19:34:42","182","2912","2","60","2461","2612","434","2475","400","0.498","199","10954","55.05"
"415","2022-06-07T00:00:00.000","2022","FY21-22","June","7","Tuesday","05:17:18","19:35:12","209","3344","3","60","3202","2819","587","3115","400","0.58","232","13127","56.58"
"416","2022-06-08T00:00:00.000","2022","FY21-22","June","8","Wednesday","05:17:12","19:35:41","177","2832","3","50","2604","2416","658","2925","400","0.49","196","11485","58.6"
"417","2022-06-09T00:00:00.000","2022","FY21-22","June","9","Thursday","05:17:07","19:36:09","237","3792","3","90","3786","2534","712","3020","400","0.678","271","13934","51.42"
"418","2022-06-10T00:00:00.000","2022","FY21-22","June","10","Friday","05:17:04","19:36:36","229","3664","6","190","4326","4471","1247","2777","400","0.638","255","16675","65.39"
"419","2022-06-11T00:00:00.000","2022","FY21-22","June","11","Saturday","05:17:03","19:37:02","258","4128","1","15","4496","4659","1495","2152","404","0.653","264","16945","64.19"
"420","2022-06-12T00:00:00.000","2022","FY21-22","June","12","Sunday","05:17:03","19:37:27","116","1856","5","70","6474","3960","1224","2398","404","0.351","142","15982","112.55"
"421","2022-06-13T00:00:00.000","2022","FY21-22","June","13","Monday","05:17:04","19:37:51","194","3104","0","0","2095","2290","1204","2127","404","0.517","209","10820","51.77"
"422","2022-06-14T00:00:00.000","2022","FY21-22","June","14","Tuesday","05:17:07","19:38:13","189","3024","0","0","2673","1743","544","3598","404","0.535","216","11582","53.62"
"423","2022-06-15T00:00:00.000","2022","FY21-22","June","15","Wednesday","05:17:12","19:38:34","206","3296","0","0","3458","2633","386","3275","404","0.574","232","13048","56.24"
"424","2022-06-16T00:00:00.000","2022","FY21-22","June","16","Thursday","05:17:17","19:38:54","190","3040","4","125","3460","2256","709","3219","404","0.572","231","12809","55.45"
"425","2022-06-17T00:00:00.000","2022","FY21-22","June","17","Friday","05:17:25","19:39:13","248","3968","0","0","4090","3512","1076","3083","404","0.651","263","15729","59.81"
"426","2022-06-18T00:00:00.000","2022","FY21-22","June","18","Saturday","05:17:34","19:39:30","196","3136","5","114","5972","4554","1311","3626","404","0.545","220","18713","85.06"
"427","2022-06-19T00:00:00.000","2022","FY21-22","June","19","Sunday","05:17:44","19:39:46","295","4720","4","85","4952","6551","1348","2851","404","0.837","338","20507","60.67"
"428","2022-06-20T00:00:00.000","2022","FY21-22","June","20","Monday","05:17:55","19:40:01","303","4848","3","65","4290","3674","575","2689","404","0.814","329","16141","49.06"
"429","2022-06-21T00:00:00.000","2022","FY21-22","June","21","Tuesday","05:18:08","19:40:14","215","3440","0","0","2796","1971","414","3052","404","0.577","233","11673","50.1"
"430","2022-06-22T00:00:00.000","2022","FY21-22","June","22","Wednesday","05:18:23","19:40:25","202","3232","0","0","3433","2602","736","2798","404","0.584","236","12801","54.24"
"431","2022-06-23T00:00:00.000","2022","FY21-22","June","23","Thursday","05:18:38","19:40:36","215","3440","1","10","3834","2420","4060","2960","404","0.631","255","16724","65.58"
"432","2022-06-24T00:00:00.000","2022","FY21-22","June","24","Friday","05:18:55","19:40:45","256","4096","3","90","4869","4790","1176","3479","404","0.676","273","18500","67.77"
"433","2022-06-25T00:00:00.000","2022","FY21-22","June","25","Saturday","05:19:13","19:40:52","294","4704","0","0","5123","8232","896","3015","404","0.765","309","21970","71.1"
"434","2022-06-26T00:00:00.000","2022","FY21-22","June","26","Sunday","05:19:32","19:40:58","289","4624","9","165","4121","5520","955","2260","404","0.814","329","17645","53.63"
"435","2022-06-27T00:00:00.000","2022","FY21-22","June","27","Monday","05:19:53","19:41:02","239","3824","2","25","2964","2277","3688","2760","404","0.663","268","15538","57.98"
"436","2022-06-28T00:00:00.000","2022","FY21-22","June","28","Tuesday","05:20:15","19:41:05","254","4064","1","20","2880","1938","656","2505","404","0.649","262","12063","46.04"
"437","2022-06-29T00:00:00.000","2022","FY21-22","June","29","Wednesday","05:20:37","19:41:06","34","544","1","25","2494","4538","734","2752","404","0.53","214","11087","51.81"
"438","2022-06-30T00:00:00.000","2022","FY21-22","June","30","Thursday","05:21:01","19:41:06","84","1344","2","35","3270","4727","372","2911","404","0.676","273","12659","46.37"
"439","2022-07-01T00:00:00.000","2022","FY22-23","July","1","Friday","05:21:26","19:41:04","115","1840","4","100","3559","1545","618","2936","404","0.319","129","10598","82.16"
"440","2022-07-02T00:00:00.000","2022","FY22-23","July","2","Saturday","05:21:52","19:41:01","241","3856","1","10","4906","5051","961","2643","404","0.668","270","17427","64.54"
"441","2022-07-03T00:00:00.000","2022","FY22-23","July","3","Sunday","05:22:19","19:40:56","155","2480","8","110","5310","4032","1377","2423","400","0.475","190","15732","82.8"
