"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
"202102","Alaska Airlines","AS","Alaska Airlines","AS","International","US","Passenger","Narrow Body","Airbus","A321","-","34","5936604"
"202102","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B78X","-","1","445000"
"202102","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-","6","2670000"
"202102","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-","87","36975000"
"202102","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","43","18275000"
"202102","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","29","12325000"
"202102","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B788","-","1","380000"
"202102","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B788","-","3","1140000"
"202102","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","27","11475000"
"202102","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B788","-","8","3040000"
"202102","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","27","10260000"
"202102","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-","36","19944000"
"202102","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B788","-","1","380000"
"202102","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","4","1700000"
"202102","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-","7","2660000"
"202102","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","34","10880000"
"202102","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","80","36280000"
"202102","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","8","1372160"
"202102","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","16","2793696"
"202102","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","1","145505"
"202102","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A332","-","28","11234748"
"202102","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-","1","445000"
"202102","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","136","10194152"
"202102","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","42","6236452"
"202102","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B773","-","3","1662000"
"202102","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B788","-","22","8360000"
"202102","United Airlines","UA","United Airlines","UA","International","US","Passenger","Wide Body","Boeing","B772","-","2","920000"
"202102","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","195","30673500"
"202102","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","1","171520"
"202102","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","73","14454000"
"202102","China Southern","CZ","China Southern","CZ","International","Asia","Passenger","Wide Body","Boeing","B789","-","6","2550000"
"202102","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","73","9817186"
"202102","EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","B773","-","32","17728000"
"202102","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","4","568792"
"202102","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Bombardier","BCS1","-","112","12544000"
"202102","COPA Airlines, Inc.","CM","COPA Airlines, Inc.","CM","International","Central America","Passenger","Narrow Body","Boeing","B739","-","6","983400"
"202102","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A350","-","4","2081160"
"202102","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Airbus","A359","-","1","456357"
"202102","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B789","-","28","11900000"
"202102","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","B744","-","24","15650000"
"202102","Atlas Air, Inc","5Y","Atlas Air, Inc","5Y","Domestic","US","Freighter","Wide Body","Boeing","B744","-","8","5216000"
"202102","British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","B773","-","1","554000"
"202102","China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","B772","-","16","7820000"
"202102","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","50","6924722"
"202102","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Airbus","A321","-","172","29498000"
"202102","American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","116","16704000"
"202102","All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","B773","-","48","26592000"
"202102","China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","B773","-","28","15512000"
"202102","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","89","12816000"
"202102","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","73","11427900"
"202102","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Airbus","A359","-","18","8135064"
"202102","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","B789","-","6","2550000"
"202102","China Eastern","MU","China Eastern","MU","International","Asia","Passenger","Wide Body","Airbus","A332","-","16","6349312"
"202102","Jazz Aviation","QK","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ9","-","19","1426900"
"202102","Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Boeing","B763","-","29","9454000"
"202102","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-","39","21606000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B78X","-","1","445000"
"202101","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B789","-","34","14450000"
"202101","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B789","-","29","12325000"
"202101","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B789","-","10","4250000"
"202101","United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","B788","-","5","1900000"
"202101","United Airlines","UA","United Airlines","UA","International","Middle East","Passenger","Wide Body","Boeing","B788","-","2","760000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B789","-","33","14025000"
"202101","United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","B788","-","10","3800000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B778","-","39","14820000"
"202101","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B789","-","93","39525000"
"202101","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B788","-","19","7220000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B772","-","112","50545000"
"202101","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B772","-","2","905000"
"202101","United Airlines","UA","United Airlines","UA","International","US","Passenger","Wide Body","Boeing","B772","-","9","4140000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B763","-","31","9920000"
"202101","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B739","-","52","8179600"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B752","-","24","4752000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","B773","-","28","15512000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B753","-","32","7168000"
"202101","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","B738","-","39","5705700"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","433","63347900"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","B739","-","384","60403200"
"202101","United Airlines","UA","United Airlines","UA","International","Central America","Passenger","Narrow Body","Boeing","B739","-","4","629200"
"202101","United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","B773","-","43","23822000"
"202101","Turkish Airlines","TK","Turkish Airlines","TK","International","Europe","Passenger","Wide Body","Boeing","B789","-","22","9350000"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","-","186","25549386"
"202101","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","-","4","551156"
"202101","United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","239","33954459"
"202101","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-","17","2473585"
"202101","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-","12","1653468"
"202101","United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","-","50","7109900"
"202101","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","Domestic","US","Passenger","Narrow Body","Airbus","A320","-","2","291010"
"202101","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B737","-","124","15872000"
"202101","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","231","33264000"
"202101","SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","E175","-","36","2698452"
"202101","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","B738","-","6","877800"
"202101","Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Boeing","B773","-","8","4432000"
"202101","Swissport USA",,"Swissport USA",,"Domestic","US","Passenger","Wide Body","Boeing","767","300","1","320000"
"202101","SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","91","6097000"
"202101","SkyWest Airlines","OO","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ7","-","58","3886000"
"202101","SkyWest Airlines","OO","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","707","52994599"
"202101","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Embraer","E175","-","251","18815091"
"202101","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Airbus","A359","-","21","9490887"
