"respnum","ccgid","runid","intdate","day","gate","barea","strata","peak","meth","saq","airline","destination","flight","airline_code","dest_code","destgeo","destmark","arrtime","deptime","q2purp1","q2purp2","q2purp3","q3getto1","q3getto2","q3getto3","q3park","q4bags","q4store","q4food","q4wifi","q5timesflown","q5firsttime","q6longuse","q7art","q7food","q7store","q7sign","q7walkway","q7screens","q7infodown","q7infoup","q7wifi","q7roads","q7park","q7airtrain","q7ltparking","q7rental","q7all","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q9boarding","q9airtrain","q9rental","q9food","q9restroom","q9all","q9_1","q9_2","q9_3","q10safe","q10_1","q10_2","q10_3","q11tsapre","q12precheckrate","q12_1","q12_2","q12_3","q13county","q13getrate","q14find","q14passthru","q15problem","q15a","q15_1","q15_2","q15_3","netpro","q17live","q18county","q18zip","q18country","home","q19clear","q20age","q21gender","q22income","q23fly","q24sjc","q24oak","lang","weight"
"1545","644","620","24","5","40","C","3","2","1","2","DELTA","NEW YORK-JFK","1155","16","42","2","4","1899-12-31T14:30:00.000","1899-12-31T21:15:00.000","3",,,"3",,,,"0","1","1","1","1","1","2","2","3","2","2","3","2","2","2","4","6","6","4","6","6","3","60",,,,,,"3","3","3","3","4","3","0",,,"3","12",,,"2",,,,,"11","3","3","4","1","FLIGHT TO JFK THROUGH BOSTON WAS DELAYED-- LEAVING 35 MINUTES TO GET BOARDING PASSES, AND ON NEXT FLIGHT TO JFK!","53",,,"5","3",,,"NEW ZEALAND","19","2","6","1","2","2","2","2","1","1.1789461"
"2892","1743","205","20","1","7","A","3","3","1","2","WOW","REYKJAVIK","162","33","54","6","1","1899-12-31T16:00:00.000","1899-12-31T18:55:00.000","2","3",,"2",,,,"0","1","0","1","2","1","4","2","3","2","3","4","3","3","3","1","2","3","4","3","4","2","11","14",,,,,"4","4","4","4","4","4","0",,,"5","0",,,"2",,,,,"18","3","4","3","1","TRAFFIC.","73",,,"5","2","MONTEREY COUNTY","93950","US","10","2","2","2","2","1","2","1","1","0.6088813"
"2721","1201","102","11","6","68","E","2","1","1","2","UNITED","KAHULUI","1273","30","28","1","1","1899-12-31T09:32:00.000","1899-12-31T11:02:00.000","2",,,"5",,,,"1","1","2","2","4","1","4","4","4","4","4","4","4","6","6","2","4","4","4","6","4","BLANK","0",,,,,,"4","4","4","4","4","4","0",,,"4","0",,,"1","5","0",,,"5","3","3","3","1","THE TRAFFIC AROUND THE TERMINAL TO GET TO THE DEPARTURE GATES WAS TERRIBLE","73",,,"5","1","SAN FRANCISCO COUNTY","94115","US","5","2","5","2","4","1","2","1","1","1.4869248"
"819","1580","134","13","1","54","D","2","1","1","2","ALASKA","PORTLAND","2804","7","50","1","2","1899-12-31T11:30:00.000","1899-12-31T12:50:00.000","2",,,"2",,,,"1","1","2","2","2","1","4","2","2","2","0","3","3","4","4","6","4","2","3","3","1","3","0",,,,,,"3","3","2","3","3","4","0",,,"3","4",,,"1","4","2",,,"5","3","3","3","1",,"0",,,"5","3","MULTNOMAH COUNTY","97217","US","10","0","6","2","2","2","2","1","1","1.1063322"
"3272","2296","606","22","3","72","F","3","2","1","2","UNITED","LAS VEGAS","394","30","31","1","4","1899-12-31T19:00:00.000","1899-12-31T21:10:00.000","1",,,"11",,,,"1","0","0","1","1","1","4","2","3","6","4","2","2","2","0","4","6","6","6","6","6","3","0",,,,,,"4","6","6","6","6","3","0",,,"4","0",,,"0",,,,,"11","0","5","3","2",,,,,"5","3",,,"GERMANY","15","2","5","1","5","3","2","2","1","1.4869248"
"841","1600","132","13","1","54","D","1","1","1","2","ALASKA","SEATTLE","1747","7","62","1","4","1899-12-31T09:00:00.000","1899-12-31T10:35:00.000","1",,,"9",,,,"1","0","0","0","4","1","1","3","3","3","3","3","4","3","3","3","4","3","4","3","3","3","0",,,,,,"3","3","3","3","3","3","0",,,"3","0",,,"1","3","15",,,"0","0","3","3","2",,,,,"5","1",,,"US","90","2","2","2","2","3","2","2","1","1.1063322"
"253","2513","184","18","6","101","G","2","3","1","2","AIR CANADA","TORONTO","750","3","70","4","4","1899-12-31T14:15:00.000","1899-12-31T16:55:00.000","1",,,"4",,,,"1","2","1","1","1","1","2","3","3","3","3","3","3","3","3","5","4","6","6","6","6","3","103",,,,,,"4","6","6","3","3","3","0",,,"4","6",,,"2",,,,,"0","0","3","3","2",,,,,"5","3",,,"CANADA","13","2","5","1","4","2","2","2","1","0.3461202"
"266","2526","184","18","6","101","G","2","3","1","2","AIR CANADA","TORONTO","750","3","70","4","4","1899-12-31T14:00:00.000","1899-12-31T16:55:00.000","1",,,"3",,,,"2","2","1","1","5","1","3","3","2","2","3","3","3","3","3","3","0","0","0","0","0","3","102",,,,,,"3","0","3","3","3","3","0",,,"3","0",,,"2",,,,,"11","0","3","0","2",,,,,"5","3",,,,"99","2","5","1","4","1","1","2","1","0.3461202"
"2272","2758","67","5","7","73","F","1","1","1","2","UNITED","BAKERSFIELD","5916","30","5","1","1","1899-12-31T09:00:00.000","1899-12-31T10:28:00.000","1",,,"3",,,,"2","0","1","2","2","1","4","3","4","4","5","4","5","6","6","6","6","6","6","6","6","4","0",,,,,,"4","6","6","4","4","4","0",,,"5","3",,,"4",,,,,"11","0","4","0","2",,,,,"5","2","KERN COUNTY","93306","US","10","2","7","1","4","2","1","2","1","1.4869248"
"1196","1437","523","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","5606","28","31","1","4","1899-12-31T17:30:00.000","1899-12-31T19:55:00.000","1",,,"11",,,,"2","1","1","2","4","1","4","2","2","3","3","3","3","2","2","2","3","6","4","6","3","2","102","151","801",,,,"3","6","3","2","3","2","0",,,"3","0",,,"1","5","0",,,"5","2","5","5","2",,,,,"5","3","CLARK COUNTY","89012","US","10","2","4","2","4","2","1","1","1","0.9942748"
"2363","251","904","2","4","72","F","2","2","1","2","UNITED","AUSTIN","1889","30","4","3","2","1899-12-31T15:15:00.000","1899-12-31T16:45:00.000","1",,,"5",,,,"2","2","2","2","6","1","4","3","3","3","3","3","3","6","6","6","3","6","6","6","6","3","804","36",,,,,"2","6","6","4","3","3","7",,,"5","5",,,"1","5","1",,,"5","3","4","5","2",,,,,"5","3","HAYS COUNTY","78737","US","11","2","5","1","4","1","2","1","1","1.4869248"
"3181","709","615","24","5","40","C","2","2","1","2","DELTA","LOS ANGELES","2848","16","34","1","4","1899-12-31T13:30:00.000","1899-12-31T16:00:00.000","1",,,"5",,,,"2","2","1","1","2","1","3","4","4","3","4","4","4","4","4","4","3","6","4","6","6","3","5",,,,,,"4","4","6","4","4","4","0",,,"5","0",,,"1","5","1",,,"5","3","5","0","2",,,,,"5","3","LOS ANGELES COUNTY","91754","US","10","2","4","1","4","2","0","1","1","1.1789461"
"2918","679","617","24","5","41","C","3","2","1","2","DELTA","SEATTLE","5821","16","62","1","4","1899-12-31T16:30:00.000","1899-12-31T18:00:00.000","1",,,"9",,,,"2","2","2","1","2","1","1","3","3","3","4","3","3","6","6","4","4","6","4","6","4","4","0",,,,,,"4","5","3","6","3","4","0",,,"3","0",,,"1","4","21",,,"7","3","5","5","2",,,,,"5","3","KING COUNTY","98115","US","10","2","3","1","3","2","1","2","1","1.1789461"
"11","408","13","1","3","25","B","3","2","1","2","SOUTHWEST","LOS ANGELES","5821","28","34","1","4","1899-12-31T17:00:00.000","1899-12-31T20:20:00.000","1",,,"5",,,,"2","2","1","1","3","1","2","2","1","3","3","3","4","6","6","4","6","2","6","6","6","3","0",,,,,,"3","6","6","2","3","2","0",,,"4","0",,,"1","5","0",,,"5","3","4","4","2",,,,,"5","3","LOS ANGELES COUNTY","90066","US","10","2","3","1","4","2","1","0","1","0.9942748"
"904","1375","544","18","6","92","G","3","3","1","2","AIR CANADA","TORONTO","754","3","70","4","4","1899-12-31T20:30:00.000","1899-12-31T22:30:00.000","1",,,"9",,,,"2","0","2","1","1","1","2","3","2","2","3","3","3","6","6","1","1","6","1","6","1","3","0",,,,,,"3","6","1","3","2","3","0",,,"3","0",,,"1","5","0",,,"7","3","3","3","2",,,,,"5","3",,,"CANADA","13","2","6","1","0","0","1","2","1","0.3461202"
"2937","1417","524","15","3","24","B","3","2","1","2","SOUTHWEST","SAN DIEGO","5698","28","57","1","2","1899-12-31T17:00:00.000","1899-12-31T20:45:00.000","1",,,"6",,,,"2","1","1","1","3","1","4","2","2","2","4","3","3","3","3","5","6","6","4","6","6","3","805",,,,,,"3","3","6","2","2","3","0",,,"4","0",,,"1","5","0",,,"24","3","3","3","2",,,,,"5","3","SAN DIEGO COUNTY","92107","US","10","2","4","1","4","2","2","2","1","0.9942748"
"3143","690","616","24","5","41","C","2","2","1","2","DELTA","SALT LAKE CITY","1241","16","55","1","2","1899-12-31T15:30:00.000","1899-12-31T16:45:00.000","1",,,"5",,,,"2","1","2","1","5","1","3","4","2","2","4","3","4","3","2","4","6","6","4","6","4","4","5",,,,,,"4","3","4","3","4","4","0",,,"5","0",,,"1","5","0",,,"5","3","5","5","2",,,,,"5","3","KOOTENAI COUNTY","83815","US","10","2","5","2","3","2","1","1","1","1.1789461"
"1167","1273","93","10","5","40","C","1","1","1","2","DELTA","NEW YORK-JFK","407","16","42","2","4","1899-12-31T06:50:00.000","1899-12-31T08:30:00.000","1",,,"4",,,,"2","2","1","1","1","1","4","6","2","2","4","6","4","6","6","5","6","6","6","6","6","3","36","102",,,,,"5","6","6","5","6","5","0",,,"3","0",,,"1","5","0",,,"5","3","5","5","2",,,,,"5","3","NEW YORK COUNTY","10014","US","12","2","4","1","4","2","2","2","1","1.1789461"
"302","2562","54","3","5","81","F","3","2","1","2","UNITED","SAN DIEGO","460","30","57","1","2","1899-12-31T17:30:00.000","1899-12-31T19:32:00.000","1",,,"5",,,,"0","0","1","1","1","2","1","6","3","6","3","4","6","6","6","3","6","6","6","6","6","3","0",,,,,,"3","6","6","3","4","4","0",,,"5","1",,,"2",,,,,"5","3","3","3","2",,,,,"5","3","SAN DIEGO COUNTY","92110","US","10","2","2","1","2","2","2","2","1","1.4869248"
"1607","1910","179","17","5","8","A","3","3","1","2","VIRGIN ATLANTIC","LONDON HEATHROW","20","32","32","6","4","1899-12-31T14:30:00.000","1899-12-31T17:50:00.000","1",,,"5",,,,"2","2","1","1","1","1","4","2","2","2","5","5","4","6","6","5","3","6","6","6","6","3","152",,,,,,"5","6","6","4","4","4","0",,,"5","3",,,"2",,,,,"5","3","5","3","2",,,,,"5","3",,,"UNITED KINGDOM","15","2","6","1","4","2","2","2","1","0.6704842"
"1758","1937","554","21","2","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4",,"1899-12-31T20:55:00.000","1",,,"5",,,,"1","1","2","1","1","2","1","6","6","2","4","4","4","6","6","4","6","6","6","6","6","BLANK","152","35",,,,,"4","6","6","6","6","6","0",,,"4","10",,,"2",,,,,"7","3","3","3","2",,,,,"5","3",,,"POLAND","15","2","3","1","0","2","2","2","1","0.3607733"
"1740","1975","556","21","2","101","G","3","3","1","2","AIR CANADA","TORONTO","754","3","70","4","4","1899-12-31T20:45:00.000","1899-12-31T22:30:00.000","1",,,"5",,,,"2","2","2","1","1","1","1","6","6","6","3","3","6","6","6","3","6","6","6","6","6","3","0",,,,,,"2","6","6","6","3","2","7",,,"3","0",,,"2",,,,,"5","3","3","3","2",,,,,"5","3",,,"CANADA","13","2","3","1","2","2","2","2","1","0.3461202"
"265","2525","184","18","6","101","G","2","3","1","2","AIR CANADA","TORONTO","750","3","70","4","4","1899-12-31T10:00:00.000","1899-12-31T16:55:00.000","1",,,"5",,,,"2","2","2","1","3","1","2","6","6","6","3","3","6","6","6","3","6","6","6","6","6","3","0",,,,,,"3","6","6","6","3","3","0",,,"3","0",,,"2",,,,,"5","3","3","2","2",,,,,"5","3",,,"CANADA","13","2","3","1","4","1","2","2","1","0.3461202"
"3251","2301","602","22","3","74","F","3","2","1","2","UNITED","SAN DIEGO","1798","30","57","1","2","1899-12-31T16:00:00.000","1899-12-31T18:00:00.000","3",,,"3",,,,"1","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BLANK","210",,,,,,"5","5","5","5","5","5","0",,,"4","0",,,"0",,,,,"11","5","0","0","0",,,,,"11","0",,,,"99","0","0","0","0","0","0","0","1","1.4869248"
"911","1378","544","18","6","92","G","3","3","1","2","AIR CANADA","TORONTO","754","3","70","4","4",,"1899-12-31T22:30:00.000","1",,,"3",,,,"1","2","2","2","3","1","3","2","2","2","3","2","2","2","2","2","3","3","3","3","3","3","0",,,,,,"2","2","3","3","3","3","0",,,"4","0",,,"2",,,,,"11","3","3","3","2",,,,,"5","3",,,"CANADA","13","2","0","0","0","0","0","0","1","0.3461202"
"3158","699","616","24","5","41","C","2","2","1","2","DELTA","SALT LAKE CITY","1241","16","55","1","2","1899-12-31T16:00:00.000","1899-12-31T16:45:00.000","1",,,"6",,,,"2","2","1","2","3","1","4","3","2","3","3","3","3","6","6","6","6","6","4","6","6","3","102",,,,,,"4","4","6","3","3","3","0",,,"4","0",,,"2",,,,,"5","3","3","3","2",,,,,"5","3","DAVIS COUNTY","84025","US","10","2","6","1","4","2","0","1","1","1.1789461"
"1241","142","49","3","5","7","A","2","3","1","2","CHINA EASTERN","SHANGHAI","590","13","64","8","4","1899-12-31T09:00:00.000","1899-12-31T12:00:00.000","1",,,"3",,,,"1","1","1","1","1","2","1","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","14","25",,,,,"4","6","6","4","4","4","0",,,"3","0",,,"2",,,,,"11","3","3","2","2",,,,,"5","3","MARION COUNTY","34474","US","12","2","2","2","1","2","2","2","1","0.6704842"
"1562","317","24","2","4","46","C","2","1","1","2","DELTA","ATLANTA","1680","16","2","2","4","1899-12-31T10:45:00.000","1899-12-31T12:30:00.000","1",,,"5",,,,"1","2","2","1","2","1","1","3","3","3","1","3","3","3","3","4","3","3","3","3","3","3","0",,,,,,"4","4","4","4","5","5","0",,,"3","0",,,"2",,,,,"11","3","5","4","2",,,,,"5","0",,,,"99","0","3","2","0","2","2","2","1","1.1789461"
"2375","258","904","2","4","72","F","2","2","1","2","UNITED","AUSTIN","1889","30","4","3","2","1899-12-31T15:15:00.000","1899-12-31T16:45:00.000","1",,,"3",,,,"0","0","0","1","4","1","4","6","3","3","3","3","3","3","3","4","3","3","3","3","3","3","42",,,,,,"3","3","3","3","3","3","0",,,"3","0",,,"4",,,,,"11","3","5","6","2",,,,,"5","3","WILLIAMSON COUNTY","78717","US","11","2","4","1","3","1","2","2","1","1.4869248"
"3023","2334","601","22","3","72","F","2","2","1","2","UNITED","PORTLAND","612","30","50","1","2","1899-12-31T14:00:00.000","1899-12-31T17:00:00.000","1",,,"5",,,,"0","1","1","1","3","1","4","3","3","3","4","3","3","6","6","3","6","6","6","6","6","3","0",,,,,,"3","6","6","6","2","3","0",,,"3","0",,,"0",,,,,"7","4","5","3","2",,,,,"5","3",,,,"99","2","5","1","4","3","2","2","1","1.4869248"
"3032","2339","601","22","3","72","F","2","2","1","2","UNITED","PORTLAND","612","30","50","1","2","1899-12-31T15:25:00.000","1899-12-31T17:00:00.000","1",,,"1",,,"4","2","2","2","2","4","1","4","4","2","2","3","3","3","6","6","1","3","2","6","6","6","3","0",,,,,,"3","3","3","3","3","3","0",,,"4","0",,,"1","5","1",,,"28","4","5","4","2",,,,,"5","2","SANTA CRUZ COUNTY","95033","US","10","2","5","1","4","2","1","2","1","1.4869248"
"1183","1431","523","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","5606","28","31","1","4","1899-12-31T18:30:00.000","1899-12-31T19:55:00.000","1",,,"5",,,,"2","2","2","1","4","1","3","3","2","2","4","3","3","4","4","1","6","6","6","6","6","3","11","105",,,,,"4","6","6","2","3","3","0",,,"5","1",,,"2",,,,,"5","4","4","4","2",,,,,"5","3","SAN DIEGO COUNTY","92130","US","10","2","4","1","4","1","1","1","1","0.9942748"
"2354","246","904","2","4","72","F","2","2","1","2","UNITED","AUSTIN","1889","30","4","3","2",,"1899-12-31T16:45:00.000","1",,,"5",,,,"2","2","1","2","4","1","3","3","2","3","3","3","3","3","3","3","6","6","4","6","4","3","0",,,,,,"0","0","0","0","0","0","0",,,"5","4",,,"2",,,,,"5","4","5","5","2",,,,,"5","3","QUEENS COUNTY","11405","US","12","2","3","1","0","1","2","2","1","1.4869248"
"2751","775","535","16","4","4","A","3","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","85","5","47","6","4","1899-12-31T17:00:00.000","1899-12-31T20:30:00.000","1",,,"6",,,,"2","2","2","1","1","2","0","6","6","2","3","3","4","0","0","5","6","6","6","6","6","3","0",,,,,,"4","6","6","6","4","4","0",,,"4","0",,,"2",,,,,"5","4","3","4","2",,,,,"5","3",,,"FRANCE","15","2","3","1","0","1","2","2","1","0.2863575"
"3232","2271","608","23","4","57","D","3","2","1","2","AMERICAN","PHOENIX","1703","8","49","1","4","1899-12-31T15:00:00.000","1899-12-31T17:05:00.000","1",,,"9",,,,"2","2","1","2","1","2","1","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","59",,,,,,"4","4","4","4","4","4","0",,,"3","0",,,"2",,,,,"0","4","3","3","2",,,,,"5","3","MARICOPA COUNTY","85048","US","10","2","5","2","4","1","1","1","1","1.0611394"
"1287","103","52","3","5","2","A","2","2","1","2","JETBLUE","NEW YORK-JFK","616","22","42","2","4","1899-12-31T12:00:00.000","1899-12-31T15:36:00.000","1",,,"4",,,,"2","1","1","1","6","1","4","2","1","2","1","3","3","2","2","2","1","1","2","6","1","BLANK","155",,,,,,"3","3","3","3","3","3","0",,,"3","15",,,"1","5","1",,,"5","5","1","3","2",,,,,"5","3","QUEENS COUNTY","11358","US","12","1","0","1","4","1","2","2","1","0.6704842"
"852","1547","514","15","3","54","D","3","2","1","2","ALASKA","PORTLAND","2864","7","50","1","2","1899-12-31T16:00:00.000","1899-12-31T18:34:00.000","1",,,"5",,,,"2","2","1","2","5","1","2","5","3","3","4","4","4","6","6","1","4","6","4","6","6","4","11","102","35",,,,"4","4","6","4","4","4","0",,,"4","0",,,"1","5","1",,,"5","5","5","5","2",,,,,"5","3","MULTNOMAH COUNTY","97211","US","10","2","4","2","4","3","2","1","1","1.1063322"
"3180","2054","167","17","5","57","D","1","2","1","2","AMERICAN","DALLAS-FT. WORTH","1454","8","13","3","4","1899-12-31T04:30:00.000","1899-12-31T06:00:00.000","1",,,"5",,,,"1","1","2","2","1","1","3","3","3","4","5","5","5","5","5","5","5","5","1","6","6","4","0",,,,,,"5","5","5","5","5","5","0",,,"4","6",,,"1","5","0",,,"5","5","5","5","2",,,,,"5","3","HARRIS COUNTY","77027","US","11","2","4","1","3","2","2","0","1","1.0611394"
"2501","975","907","11","6","2","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","55","1","2","1899-12-31T17:30:00.000","1899-12-31T19:30:00.000","1",,,"5",,,,"2","2","1","1","4","1","2","4","4","4","2","4","4","4","4","0","4","4","4","4","4","4","0",,,,,,"4","4","4","4","4","4","0",,,"3","0",,,"1","5","0",,,"5","5","3","3","2",,,,,"5","3",,,,"99","2","3","1","4","1","1","1","1","1.1063322"
"3277","2699","88","9","4","24","B","1","1","1","2","SOUTHWEST","DENVER","2085","28","14","1","4","1899-12-31T08:30:00.000","1899-12-31T10:05:00.000","1",,,"9",,,,"2","2","1","2","2","1","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","0",,,,,,"5","3","4","4","4","4","0",,,"5","0",,,"1","4","0",,,"5","5","5","5","2",,,,,"5","3","DOUGLAS COUNTY","80108","US","10","0","3","2","2","1","2","1","1","0.9942748"
"556","2404","644","31","5","54","D","1","2","1","2","ALASKA","SEATTLE","313","7","62","1","4","1899-12-31T05:45:00.000","1899-12-31T07:15:00.000","1",,,"2",,,,"1","2","2","1","5","1","4","4","4","4","4","4","4","6","6","5","4","3","3","4","6","4","58",,,,,,"3","4","6","4","4","4","0",,,"3","7","20",,"2",,,,,"5","5","5","3","2",,,,,"5","1","SAN FRANCISCO COUNTY","94122","US","5","2","4","1","3","2","2","1","1","1.1063322"
"810","1610","130","13","1","54","D","1","1","1","2","ALASKA","BALTIMORE","1126","7","6","2","2","1899-12-31T06:15:00.000","1899-12-31T09:05:00.000","1",,,"1",,,"4","1","0","1","0","1","1","4","3","3","6","5","6","3","6","6","6","3","6","6","6","6","3","0",,,,,,"5","6","6","5","5","5","0",,,"4","0",,,"2",,,,,"2","5","5","5","2",,,,,"5","1","CONTRA COSTA COUNTY","94520","US","2","2","4","2","2","2","2","1","1","1.1063322"
"481","2421","547","20","1","54","D","3","2","1","2","ALASKA","PORTLAND","1811","7","50","1","2","1899-12-31T16:45:00.000","1899-12-31T19:58:00.000","1",,,"2",,,,"1","1","1","2","1","1","3","6","4","4","4","6","4","6","6","6","6","6","6","6","6","4","0",,,,,,"3","6","6","3","3","3","0",,,"5","0",,,"1","3","0",,,"11","6","5","4","2",,,,,"5","3","MULTNOMAH COUNTY","97272","US","10","2","6","2","0","2","2","2","1","1.1063322"
"350","2589","62","4","6","53","D","1","1","1","2","ALASKA","NEWARK","1176","7","43","2","4","1899-12-31T08:00:00.000","1899-12-31T09:35:00.000","2","3",,"2",,,,"2","1","2","2","4","1","3","2","3","3","2","3","3","3","3","3","3","2","2","2","2","3","0",,,,,,"3","3","3","3","2","3","0",,,"3","0",,,"1","4","0",,,"6","0","3","3","2",,,,,"5","1","SAN MATEO COUNTY","94403","US","6","2","3","1","2","3","1","1","1","1.1063322"
"1789","2773","66","5","7","88","F","1","1","1","2","UNITED","RALEIGH-DURHAM","1445","30","53","2","2","1899-12-31T08:15:00.000","1899-12-31T09:30:00.000","2","3",,"3",,,,"0","0","1","0","1","1","4","3","3","3","4","4","4","6","6","4","0","0","0","0","0","3","0",,,,,,"4","0","0","0","3","4","0",,,"5","0",,,"0",,,,,"11","5","5","6","2",,,,,"5","3","SANTA BARBARA COUNTY","93105","US","10","2","6","1","3","2","2","2","1","1.4869248"
"1256","161","47","3","5","94","G","2","3","1","2","UNITED INTL","TOKYO-NARITA","837","31","69","8","4","1899-12-31T09:00:00.000","1899-12-31T11:30:00.000","2",,,"3",,,,"2","1","2","1","1","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0",,,,,,"3","3","3","3","3","3","0",,,"0","0",,,"0",,,,,"11","0","3","4","2",,,,,"5","3",,,"JAPAN","16","2","2","2","0","3","2","2","4","1.4869248"
"2763","1663","638","30","4","6","A","2","3","1","2","CATHAY PACIFIC","HONG KONG","879","12","23","8","4","1899-12-31T05:15:00.000","1899-12-31T13:05:00.000","2",,,"3",,,,"2","2","2","2","1","1","1","6","6","6","4","5","4","6","6","2","6","6","6","6","6","3","31",,,,,,"5","0","0","0","5","4","0",,,"5","0",,,"0",,,,,"11","0","5","5","2",,,,,"5","3","TRAVIS COUNTY","78748","US","11","2","3","2","0","2","2","2","1","0.3191648"
"1442","5","72","5","7","72","F","2","2","1","2","UNITED","PORTLAND","1990","30","50","1","2","1899-12-31T09:00:00.000","1899-12-31T14:40:00.000","2",,,"3",,,,"2","2","2","1","2","1","4","3","3","3","3","3","3","6","6","4","6","6","6","6","6","3","0",,,,,,"3","6","6","3","3","3","0",,,"5","0",,,"1","4","0",,,"11","0","3","3","2",,,,,"5","3","WASHINGTON COUNTY","97119","US","10","2","6","1","4","2","1","2","1","1.4869248"
"1229","153","48","3","5","96","G","2","3","1","2","ANA ALL NIPPON","TOKYO-NARITA","7","9","69","8","4","1899-12-31T09:50:00.000","1899-12-31T12:20:00.000","2",,,"9",,,,"1","1","2","2","1","1","4","3","2","2","2","4","3","6","6","6","3","6","4","6","3","3","0",,,,,,"4","3","3","3","3","3","0",,,"4","0",,,"2",,,,,"5","0","3","3","2",,,,,"5","3",,,"JAPAN","16","2","5","2","4","2","2","2","4","0.6704842"
"969","1351","542","18","6","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T17:00:00.000","1899-12-31T20:55:00.000","2",,,"2",,,,"1","1","1","1","3","1","3","3","2","2","4","5","5","4","4","4","4","2","3","2","3","3","42","803",,,,,"4","4","3","3","3","4","0",,,"4","0",,,"2",,,,,"2","0","5","4","2",,,,,"5","1","CONTRA COSTA COUNTY","94530","US","2","2","3","1","4","2","1","2","1","0.3607733"
"1025","1339","541","18","6","98","G","3","3","1","2","AIR CANADA","VANCOUVER","571","3","71","4","2","1899-12-31T17:30:00.000","1899-12-31T20:05:00.000","2",,,"5",,,,"2","1","1","2","3","1","2","4","4","3","3","2","3","3","3","2","3","6","3","6","2","3","152","18","151","11",,,"4","4","2","3","4","4","0",,,"4","0",,,"2",,,,,"5","0","3","3","2",,,,,"5","1","SAN FRANCISCO COUNTY","94130","US","5","2","3","2","3","3","2","1","1","0.3461202"
