"respnum","ccgid","runid","intdate","day","gate","barea","strata","peak","meth","saq","airline","destination","flight","airline_code","dest_code","destgeo","destmark","arrtime","deptime","q2purp1","q2purp2","q2purp3","q3getto1","q3getto2","q3getto3","q3park","q4bags","q4store","q4food","q4wifi","q5timesflown","q5firsttime","q6longuse","q7art","q7food","q7store","q7sign","q7walkway","q7screens","q7infodown","q7infoup","q7wifi","q7roads","q7park","q7airtrain","q7ltparking","q7rental","q7all","q8_1","q8_2","q8_3","q8_4","q8_5","q8_6","q9boarding","q9airtrain","q9rental","q9food","q9restroom","q9all","q9_1","q9_2","q9_3","q10safe","q10_1","q10_2","q10_3","q11tsapre","q12precheckrate","q12_1","q12_2","q12_3","q13county","q13getrate","q14find","q14passthru","q15problem","q15a","q15_1","q15_2","q15_3","netpro","q17live","q18county","q18zip","q18country","home","q19clear","q20age","q21gender","q22income","q23fly","q24sjc","q24oak","lang","weight"
"502","2430","547","20","1","54","D","3","2","1","2","ALASKA","PORTLAND","1811","7","50","1","2","1899-12-31T18:00:00.000","1899-12-31T19:58:00.000","2",,,"3",,,,"1","1","1","2","2","1","1","6","3","3","3","3","5","3","3","6","6","6","6","6","6","3","803","202",,,,,"3","3","6","6","3","3","0",,,"5","0",,,"2",,,,,"11","0","3","1","0",,,,,"5","3","WASHINGTON COUNTY","97224","US","10","2","4","1","3","2","2","2","1","1.1063322"
"683","2459","175","17","5","9","A","2","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","83","5","47","6","4","1899-12-31T11:45:00.000","1899-12-31T15:05:00.000","2",,,"9",,,,"1","1","1","1","1","1","4","6","2","3","4","4","4","4","4","3","4","6","4","6","4","3","102","35","203",,,,"4","4","4","4","4","4","0",,,"4","0",,,"2",,,,,"21","2","4","3","0",,,,,"5","2","SACRAMENTO COUNTY","95628","US","10","2","6","2","3","2","1","2","1","0.2863575"
"635","1524","517","15","3","50","D","3","2","1","2","ALASKA","WASHINGTON,DC-DULLES","1090","7","72","2","2","1899-12-31T17:00:00.000","1899-12-31T21:05:00.000","2",,,"6",,,,"2","1","1","1","1","1","4","4","4","3","2","2","3","3","3","4","3","3","4","6","6","4","0",,,,,,"4","4","6","4","3","4","0",,,"3","6",,,"0",,,,,"1","3","2","3","0",,,,,"5","3","STAFFORD COUNTY","22554","US","12","2","6","2","3","2","2","2","1","1.1063322"
"1328","85","80","8","3","96","G","2","3","1","2","UNITED INTL","KANSAI","35","31","29","8","4","1899-12-31T09:30:00.000","1899-12-31T11:05:00.000","3",,,"3",,,,"2","1","2","1","1","2","1","4","4","4","4","2","3","6","6","4","0","0","0","0","0","4","0",,,,,,"3","6","6","6","3","3","0",,,"0","0",,,"0",,,,,"11","0","0","0","0",,,,,"5","3",,,"JAPAN","16","2","5","2","4","3","2","2","4","1.4869248"
"2869","1640","635","30","4","73","F","1","1","1","2","UNITED","WASHINGTON,DC-DULLES","516","30","72","2","2","1899-12-31T07:00:00.000","1899-12-31T09:47:00.000","6",,,"9",,,,"2","1","1","1","1","2","0","4","2","4","4","4","4","6","6","4","4","6","6","6","6","4","0",,,,,,"4","6","6","2","4","4","0",,,"4","0",,,"4",,,,,"23","6","4","6","0",,,,,"5","3",,,,"99","2","6","2","0","2","2","2","1","1.4869248"
"2262","2756","67","5","7","73","F","1","1","1","2","UNITED","BAKERSFIELD","5916","30","5","1","1","1899-12-31T07:42:00.000","1899-12-31T10:28:00.000","1",,,"3",,,,"2","1","2","1","1","2","1","3","3","4","2","4","4","2","2","2","6","6","6","6","6","2","54",,,,,,"3","6","6","6","4","2","0",,,"5","2",,,"1","3","15",,,"11","4","2","3","1","GATE WASN'T TOO CLEAR SIGNAGE SUCKS","1",,,"5","2","KERN COUNTY","93307","US","10","2","4","1","1","2","2","2","1","1.4869248"
"1866","1780","546","20","1","53","D","3","2","1","2","ALASKA","KAHULUI","1047","7","28","1","1",,"1899-12-31T18:55:00.000","2",,,"3",,,,"0","0","1","1","2","1","2","3","2","2","3","6","3","6","6","4","6","6","6","6","6","3","101",,,,,,"3","6","6","3","3","3","0",,,"3","0",,,"0",,,,,"11","0","3","6","1","TRYIN TO FIND INFO BOARD SHOWING A LAYOUT OF THE TERMINAL","1",,,"5","3",,,,"99","2","3","0","0","0","0","0","1","1.1063322"
"1990","1096","106","11","6","8","A","2","3","1","2","AIR FRANCE/KLM","AMSTERDAM","606","5","1","6","4","1899-12-31T10:30:00.000","1899-12-31T13:55:00.000","2",,,"2",,,,"1","0","0","0","2","1","4","3","3","3","3","3","4","3","6","6","3","3","6","4","2","3","102","22",,,,,"3","6","0","2","2","3","0",,,"3","11",,,"1","4","0",,,"2","3","3","3","1","7 SAID KLM BUT IT WAS ACTUALLY AT A-8.","1",,,"5","1","CONTRA COSTA COUNTY","94506","US","2","2","7","2","4","2","0","1","1","0.2863575"
"1356","97","80","8","3","96","G","2","3","1","2","UNITED INTL","KANSAI","35","31","29","8","4","1899-12-31T09:40:00.000","1899-12-31T11:05:00.000","2",,,"3",,,,"2","1","2","1","1","1","4","5","6","3","3","5","2","6","6","3","6","6","6","6","6","4","54",,,,,,"5","6","6","6","5","5","0",,,"4","3",,,"4",,,,,"11","6","2","6","1","SIGNAGE LACKING ARROWS SOMETIMES- IS UNCLEAR WHERE TO GO.","1",,,"5","3","LANE COUNTY","97424","US","10","2","5","2","0","2","2","2","1","1.4869248"
"2511","979","907","11","6","2","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","55","1","2","1899-12-31T17:30:00.000","1899-12-31T19:30:00.000","3",,,"5",,,,"2","2","2","2","3","1","4","6","6","3","4","5","4","6","1","6","3","6","5","6","6","4","502","61","202",,"35",,"4","5","6","6","3","3","9","5","2","4","3",,,"2",,,,,"6","3","3","1","1","SEE ""CUSTOMER EXPERIENCE.""","3",,,"5","1","SAN MATEO COUNTY","94044","US","6","2","3","2","4","3","1","2","1","1.1063322"
"2468","967","907","11","6","2","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","55","1","2",,"1899-12-31T19:30:00.000","2",,,"3",,,,"1","2","1","1","1","1","4","0","0","0","0","0","0","0","0","0","0","6","4","6","6","5","0",,,,,,"5","5","6","5","4","5","0",,,"0","0",,,"2",,,,,"11","0","2","3","1","EMPLOYEE GAVE WRONG INFORMATION. SENT US TO THE WRONG TERMINAL.","4",,,"5","3","SALT LAKE COUNTY","84139","US","10","2","4","1","0","2","2","2","1","1.1063322"
"1686","1800","194","19","7","7","A","2","3","1","2","CATHAY PACIFIC","HONG KONG","879","12","23","8","4","1899-12-31T08:30:00.000","1899-12-31T13:05:00.000","1",,,"3",,,,"2","2","1","1","1","1","4","4","3","2","3","4","2","3","3","4","6","6","6","6","6","3","14","102","103",,,,"3","3","3","3","3","3","13",,,"3","12",,,"2",,,,,"11","3","2","3","1","POOR SIGNAGE TO INTERNATIONAL TERMINAL","5",,,"5","3","TRAVIS COUNTY","78703","US","11","2","5","1","4","2","1","2","1","0.3191648"
"2500","974","907","11","6","2","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","55","1","2","1899-12-31T16:00:00.000","1899-12-31T19:30:00.000","2",,,"3",,,,"2","1","2","1","2","1","1","2","1","2","1","4","4","6","6","5","6","6","6","6","6","3","0",,,,,,"0","0","0","0","0","0","0",,,"4","0",,,"2",,,,,"11","3","1","3","1","CONFUSING.","5",,,"5","3","CACHE COUNTY","84341","US","10","2","2","2","1","2","2","2","1","1.1063322"
"2305","801","537","16","4","8","A","3","3","1","2","QANTAS","SYDNEY","74","26","67","9","4","1899-12-31T19:30:00.000","1899-12-31T22:45:00.000","2",,,"3",,,,"2","2","1","1","1","2","1","4","4","6","2","3","2","4","6","5","6","6","6","6","6","3","56","58","23","61","64",,"3","6","6","4","4","4","9",,,"5","15",,,"1","5","10",,,"11","5","1","4","1","TRYING TO FIND INTNL TERMINAL. ONCE THERE SINAGE(?) WAS UNCLEAR, E.G. TERMINAL 1 (DOMESTIC) VS A GATES (UPSTAIRS, THEN DOWN ESCALATOR). // Q14A: SEE #8. ","5",,,"5","3","SANGAMON COUNTY","62677","US","11","2","7","1","4","1","2","2","1","0.6704842"
"453","1616","129","13","1","50","D","1","1","1","2","ALASKA","LAS VEGAS","1902","7","31","1","4","1899-12-31T04:00:00.000","1899-12-31T08:00:00.000","2",,,"3",,,,"2","2","2","2","1","1","2","5","6","6","6","5","1","1","1","5","6","6","6","6","6","4","0",,,,,,"5","6","6","6","5","5","0",,,"3","5",,,"2",,,,,"11","6","1","3","1","GETTING FROM TERMINAL 3 TO TERMINAL 2.","5",,,"5","3",,,,"99","2","0","0","0","0","0","0","1","1.1063322"
"1063","1313","540","18","6","94","G","3","3","1","2","AIR CANADA","CALGARY","8590","3","10","4","2","1899-12-31T13:00:00.000","1899-12-31T18:55:00.000","5",,,"5",,,,"2","1","1","1","1","2","1","3","3","2","3","3","4","6","6","4","2","6","6","6","6","3","52","32",,,,,"3","6","6","4","3","3","0",,,"3","7","22",,"2",,,,,"6","5","3","2","1","UNSURE IF I  NEEDED TO GO TO G OR A GATE SECURITY, OR IF THEY WERE CONNECTED.","5",,,"5","3",,,"CANADA","13","2","3","1","4","2","2","2","1","0.3461202"
"2442","922","157","15","3","11","A","1","2","1","2","JETBLUE","BOSTON","434","22","8","2","3","1899-12-31T04:30:00.000","1899-12-31T07:57:00.000","6",,,"5",,,,"1","1","1","2","1","1","4","5","1","3","4","4","4","4","4","4","4","4","6","6","4","3","104","20",,,,,"3","6","3","6","4","4","0",,,"3","11",,,"2",,,,,"2","4","5","5","1","AGAIN, I WAS REALLY DISAPPOINTED WITH THE LACK OF COFFEE OPTIONS AFTER TSA","11",,,"5","3","HENRICO COUNTY","23060","US","12","0","4","1","3","2","2","0","1","0.6704842"
"924","1384","544","18","6","92","G","3","3","1","2","AIR CANADA","TORONTO","754","3","70","4","4","1899-12-31T19:30:00.000","1899-12-31T22:30:00.000","1",,,"9",,,,"2","2","1","1","1","1","4","3","2","2","4","4","4","6","6","3","4","4","4","6","4","3","153",,,,,,"4","5","5","5","4","5","0",,,"5","4",,,"2",,,,,"7","3","4","3","1","DID NOT LIKE THE SERVER AT THE 1300 RESTAURANT BECAUSE HE ASSUMED WE WANTED THE BILL.","12",,,"5","3",,,"CANADA","13","2","5","1","4","2","2","2","1","0.3461202"
"2716","442","14","1","3","26","B","3","2","1","2","SOUTHWEST","DENVER","5789","28","14","1","4","1899-12-31T18:30:00.000","1899-12-31T21:20:00.000","1",,,"5",,,,"2","2","1","1","2","1","2","3","2","2","3","3","3","6","6","5","6","6","6","6","6","3","105","34",,,,,"3","6","3","2","3","3","0",,,"5","0",,,"1","3","0",,,"7","3","3","4","1","NO GOOD RESTAURANTS. WHERE'S THE MCDONALDS?","13",,,"5","3","DENVER COUNTY","80203","US","10","2","4","2","4","3","0","2","1","0.9942748"
"1206","1397","525","15","3","28","B","3","2","1","2","SOUTHWEST","LAS VEGAS","1201","28","31","1","4","1899-12-31T19:00:00.000","1899-12-31T21:45:00.000","2",,,"9",,,,"1","2","1","1","3","1","4","5","3","3","5","5","5","6","6","5","4","4","4","6","5","4","102",,,,,,"3","3","3","3","3","3","0",,,"3","6",,,"2",,,,,"5","5","5","5","1","FOOD WAS HORRIBLE & WASY TOO EXPENSIVE!","13","14",,"5","3","CLARK COUNTY","89032","US","10","2","5","2","0","2","1","2","1","0.9942748"
"360","2593","62","4","6","53","D","1","1","1","2","ALASKA","NEWARK","1176","7","43","2","4","1899-12-31T08:30:00.000","1899-12-31T09:35:00.000","3",,,"3",,,,"2","2","2","2","1","1","4","5","5","4","4","4","4","6","6","4","6","6","6","6","6","3","103",,,,,,"4","6","6","4","5","4","12",,,"5","0",,,"4",,,,,"11","6","4","6","1","COULDNT FIND FOOD TO TAKE WITH ME FOR MY NEXT 5 HR FLIGHT","13",,,"5","3","DESCHUTES COUNTY","97707","US","10","2","7","2","3","2","2","2","1","1.1063322"
"479","2420","547","20","1","54","D","3","2","1","2","ALASKA","PORTLAND","1811","7","50","1","2","1899-12-31T18:30:00.000","1899-12-31T19:58:00.000","6",,,"3",,,,"2","2","1","2","2","1","2","3","4","3","6","6","6","6","6","6","6","6","6","6","6","4","0",,,,,,"5","6","6","4","3","4","0",,,"5","0",,,"2",,,,,"11","6","4","6","1","YOUR FOOD IS RIDICULOUSLY EXPENSIVE.","14",,,"5","3","MULTNOMAH COUNTY","97253","US","10","2","3","1","0","2","1","2","1","1.1063322"
"304","2563","54","3","5","81","F","3","2","1","2","UNITED","SAN DIEGO","460","30","57","1","2","1899-12-31T17:00:00.000","1899-12-31T19:32:00.000","4",,,"5",,,,"2","2","1","1","5","1","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","57","53",,,,,"3","3","3","3","3","3","7",,,"3","1",,,"2",,,,,"2","5","3","3","1","I ASKED TO REFILL MY DRINK AT BURGER KING THEY REFUSED TO REFILL MY DRINK.","25",,,"5","1","CONTRA COSTA COUNTY","94526","US","2","2","5","2","4","1","1","1","1","1.4869248"
"2250","837","527","16","4","94","G","3","3","1","2","WOW","REYKJAVIK","162","33","54","6","1","1899-12-31T15:45:00.000","1899-12-31T18:55:00.000","2",,,"4",,,,"1","2","0","1","3","1","4","3","2","2","3","4","4","6","6","3","4","0","0","0","0","3","202","203",,,,,"3","0","0","0","3","0","0",,,"4","0",,,"0",,,,,"5","3","4","0","1","HORRIBLE EXPERIENCE AT SECURITY CHECK-IN","31",,,"5","1","SAN FRANCISCO COUNTY","94122","US","5","0","7","2","0","2","0","1","1","0.6088813"
"1414","17","70","5","7","76","F","2","1","1","2","UNITED","KANSAS CITY","5454","30","30","3","2","1899-12-31T10:00:00.000","1899-12-31T13:00:00.000","1",,,"2",,,,"1","2","1","2","1","2","1","3","4","4","5","4","4","5","6","6","5","3","6","6","6","4","0",,,,,,"3","6","6","3","2","3","0",,,"3","0",,,"3",,,,,"7","0","4","2","1","EXTREMELY LONG LINES","32",,,"5","3","JACKSON COUNTY","64102","US","11","2","5","2","2","2","2","2","1","1.4869248"
"295","2719","90","9","4","28","B","2","1","1","2","SOUTHWEST","LOS ANGELES","1731","28","34","1","4","1899-12-31T09:00:00.000","1899-12-31T12:10:00.000","1",,,"5",,,,"2","2","1","2","3","1","4","4","2","3","3","4","5","6","6","3","3","3","3","2","3","3","5",,,,,,"4","3","3","4","3","3","0",,,"3","20",,,"1","2","12",,,"6","3","5","4","1","TSA PRECHECK WASN'T GOOD. CANCELLED FLIGHT.","32","53",,"5","1","SAN MATEO COUNTY","94065","US","6","2","6","2","4","2","1","0","1","0.9942748"
"2039","1073","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T01:30:00.000","1899-12-31T16:30:00.000","1",,,"1",,,"0","1","2","1","1","2","1","2","3","3","3","3","4","3","3","3","4","2","3","4","6","3","3","202",,,,,,"3","4","3","3","3","3","0",,,"4","0",,,"2",,,,,"5","3","3","2","1","SECURITY! MY LAPTOP AND IPAD WERE BOTH TIPPED OUT OF THE TRAY. LUCKILY NO DAMAGE.","32",,,"5","3",,,"UNITED KINGDOM","15","2","6","1","4","3","2","2","1","0.6704842"
"2491","972","907","11","6","2","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","55","1","2","1899-12-31T17:00:00.000","1899-12-31T19:30:00.000","2","6",,"6",,,,"2","2","2","2","3","1","1","3","3","3","3","3","4","4","4","4","3","3","5","5","5","3","212",,,,,,"3","3","3","3","3","3","0",,,"5","0",,,"2",,,,,"5","3","3","1","1","SECURITY AND GATES.","32",,,"5","1",,,"US","90","2","1","2","1","3","2","2","1","1.1063322"
"1255","160","47","3","5","94","G","2","3","1","2","UNITED INTL","TOKYO-NARITA","837","31","69","8","4",,"1899-12-31T11:30:00.000","2",,,"3",,,,"2","0","0","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","0",,,,,,"3","3","3","3","3","3","0",,,"3","0",,,"0",,,,,"11","0","0","0","1","TO TRANSLATE","32",,,"5","3",,,"JAPAN","16","0","3","2","0","2","2","2","4","1.4869248"
"2041","1074","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T13:30:00.000","1899-12-31T16:30:00.000","2",,,"8",,,,"1","1","1","1","2","1","4","3","1","1","1","3","4","6","6","4","6","6","4","6","6","2","102","151","202",,,,"3","6","6","2","3","3","0",,,"4","0",,,"2",,,,,"6","3","4","1","1","SECURITY LINES ARE DISORGANIZED AND INEFFICIENT CHAOTIC!","32",,,"5","3",,,"SWITZERLAND","15","2","3","2","4","2","2","2","1","0.6704842"
"1718","1997","206","20","1","6","A","3","3","1","2","AIR FRANCE/KLM","PARIS-DE GAULLE","85","5","47","6","4","1899-12-31T17:00:00.000","1899-12-31T20:30:00.000","2",,,"9",,,,"1","2","2","2","1","1","4","2","2","3","3","4","4","6","6","6","4","6","3","6","4","3","210",,,,,,"3","3","4","6","2","3","0",,,"4","0",,,"2",,,,,"5","4","4","1","1","GOING THROUGH SECURITY TOO LONG","32",,,"5","3",,,"FRANCE","15","2","4","2","3","2","2","2","1","0.2863575"
"2047","1078","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T13:30:00.000","1899-12-31T16:30:00.000","2",,,"2",,,,"1","2","2","2","2","1","4","4","0","0","4","4","2","2","2","6","4","6","6","6","6","4","201","501","5",,,,"5","6","6","4","4","4","0",,,"5","3",,,"2",,,,,"6","5","4","1","1","JUST A HORRIBLY LONG LINE AT BOTH BRITISH AIR CK-IN AND SECURITY.","32","44",,"5","1","SAN MATEO COUNTY","94028","US","6","2","7","2","3","2","2","2","1","0.6704842"
"2253","839","527","16","4","94","G","3","3","1","2","WOW","REYKJAVIK","162","33","54","6","1","1899-12-31T16:00:00.000","1899-12-31T18:55:00.000","2",,,"5",,,,"2","1","1","2","3","1","3","2","3","3","3","3","3","6","6","6","3","3","4","6","6","3","994","202",,,,,"4","4","6","4","4","4","0",,,"4","4",,,"2",,,,,"5","5","3","1","1","1. SECURITY WAS VERY LONG (1 HR.)2. WOW SIGN WAS AT OTHEREND OF THE TERMINAL FROM DESK, WHICH WAS CONFUSING / MISLEADING.","32","5",,"5","1","SAN FRANCISCO COUNTY","94110","US","5","2","3","1","3","2","2","1","1","0.6088813"
"754","1627","128","13","1","51","D","1","2","1","2","ALASKA","NEW YORK-JFK","1012","7","42","2","4","1899-12-31T05:30:00.000","1899-12-31T07:00:00.000","2",,,"5",,,,"2","2","1","2","2","1","3","4","5","4","4","4","4","4","4","6","4","4","4","4","4","5","0",,,,,,"5","5","5","5","5","5","0",,,"5","0",,,"2",,,,,"6","5","4","4","1","TOOK A WHILE TO GET OUR CAR SEAT CHECK","32",,,"5","3","KINGS COUNTY","11238","US","12","2","4","1","4","1","2","2","1","1.1063322"
"3235","2272","608","23","4","57","D","3","2","1","2","AMERICAN","PHOENIX","1703","8","49","1","4","1899-12-31T14:30:00.000","1899-12-31T17:05:00.000","3",,,"2",,,,"1","2","1","1","1","1","4","5","5","5","5","5","5","6","6","5","5","6","5","6","6","5","0",,,,,,"5","5","6","5","5","5","0",,,"5","0",,,"2",,,,,"5","3","5","1","1","THE SECURITY LINE WAS VERY SLOW-- COULD HAVE BEEN MANAGED BETTER.","32",,,"5","3","YAVAPAI COUNTY","86301","US","10","2","2","2","1","2","2","2","1","1.0611394"
"3204","2043","210","20","1","6","A","1","3","1","2","CATHAY PACIFIC","HONG KONG","873","12","23","8","4","1899-12-31T21:00:00.000","1900-01-01T00:30:00.000","6",,,"5",,,,"1","2","1","2","1","1","4","4","2","3","3","3","4","4","4","3","4","4","6","6","6","4","0",,,,,,"4","6","6","3","3","3","0",,,"4","0",,,"2",,,,,"7","4","4","1","1","EXTREMEL LONG LINE SLOW","32",,,"5","1","SANTA CLARA COUNTY","95131","US","7","2","5","1","4","2","1","0","1","0.3191648"
"551","2494","178","17","5","3","A","2","3","1","2","EMIRATES","DUBAI","226","17","17","7","4","1899-12-31T13:00:00.000","1899-12-31T16:45:00.000","1","2","3","2",,,,"1","2","2","2","3","1","4","4","0","2","3","3","3","3","3","3","4","4","4","4","4","4","35","501","205",,,,"4","4","4","4","4","4","0",,,"5","0",,,"1","5","0",,,"21","4","4","4","1","AT EMIRATE AIR LINE COUNTER.","41",,,"5","2","SACRAMENTO COUNTY","95662","US","10","0","7","1","2","1","1","0","1","0.6704842"
"1770","2101","171","17","5","58","D","1","1","1","2","AMERICAN","CHICAGO-O'HARE","2594","8","12","3","4","1899-12-31T08:00:00.000","1899-12-31T09:25:00.000","2","3",,"2",,,,"1","0","0","0","1","1","1","3","4","4","4","3","0","4","5","4","3","4","4","4","3","4","19",,,,,,"5","4","3","4","4","5","0",,,"5","0",,,"0",,,,,"28","0","4","5","1","THE LADIES ARE RUDE WHO CHECK BAGS","42",,,"5","3","CHESAPEAKE CITY","23321","US","12","1","2","1","1","2","2","0","1","1.0611394"
"2874","2131","180","18","6","7","G","2","3","1","2","EVA AIR","TAIPEI","7","18","68","8","4","1899-12-31T11:20:00.000","1899-12-31T13:00:00.000","3",,,"5",,,,"1","0","0","1","4","1","2","3","3","3","3","3","3","4","4","3","2","3","4","6","4","3","11","16",,,,,"4","4","4","4","3","4","0",,,"4","16",,,"2",,,,,"6","2","4","5","1","I ONLY HAVE ONE CARRY-ON, NO PERSONAL ITEM, AND IT'S 1. LBS OVER, BUT THE STAFF DIDN'T LET ME JUST CARRY ONE OF MY ITEM IN HAND AND INSIST ME TO PUT IT IN THE CHECK BAG. ","43",,,"5","1","SAN MATEO COUNTY","94401","US","6","2","4","1","4","1","1","2","1","0.6704842"
"2020","1061","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T14:45:00.000","1899-12-31T16:30:00.000","2",,,"5",,,,"1","2","2","1","3","1","4","4","4","0","3","3","0","3","3","2","2","3","6","6","2","3","0",,,,,,"4","4","4","4","4","4","0",,,"3","0",,,"1","5","0",,,"6","3","4","4","1","BRITISH AIR CHECK-IN WAS CROWDED. LOUNGE WAS PACKED WITH PEOPLE.","44","46",,"5","1","SAN MATEO COUNTY","94070","US","6","2","6","2","4","2","2","2","1","0.6704842"
"2021","1062","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T13:50:00.000","1899-12-31T16:30:00.000","2",,,"11",,,,"1","2","2","2","2","1","4","3","3","4","3","6","3","3","3","3","4","4","6","4","6","3","35","501","502","5",,,"3","6","6","3","3","3","0",,,"3","6",,,"1","5","1",,,"1","5","4","5","1","LONG LINES AT BRITISH AIRWAYS AS REFERENVED PREVIOUSLY.","44",,,"5","1","ALAMEDA COUNTY","94551","US","1","2","6","2","4","2","1","1","1","0.6704842"
"2172","743","532","16","4","22","B","3","2","1","2","FRONTIER","DENVER","668","19","14","1","4","1899-12-31T15:00:00.000","1899-12-31T17:33:00.000","3",,,"2",,,,"1","2","1","1","2","1","3","3","3","6","4","4","4","6","6","5","4","6","3","6","6","4","0",,,,,,"5","5","5","5","5","5","0",,,"4","0",,,"2",,,,,"1","5","5","2","1","WAITED 45MINUTES TO CHECK MY BAG AT FRONTIER","44",,,"5","1","ALAMEDA COUNTY","94501","US","1","2","3","2","1","2","2","1","1","0.2080380"
"1903","1951","554","21","2","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","24","39","6","4","1899-12-31T12:00:00.000","1899-12-31T20:55:00.000","7",,,"3",,,,"2","1","1","1","1","2","1","5","4","3","2","0","4","0","0","1","0","0","0","0","0","BLANK","501",,,,,,"4","0","0","3","2","3","0",,,"4","0",,,"1","5","0",,,"11","3","2","2","1","AIRLINE SHOULD BE BETTER EQUIPED AND LUATIC","44",,,"5","0",,,,"99","2","3","1","0","2","2","2","1","0.3607733"
"2023","1063","109","11","6","6","A","2","3","1","2","BRITISH AIRWAYS","LONDON HEATHROW","284","11","32","6","4","1899-12-31T13:20:00.000","1899-12-31T16:30:00.000","2",,,"2",,,,"1","0","1","1","2","1","4","4","4","0","0","0","0","0","0","0","4","0","0","0","0","3","0",,,,,,"4","4","4","4","4","4","0",,,"4","0",,,"2",,,,,"8","5","0","3","1","LONG WAIT AT BA BAGGAGE COUNTER.","45",,,"5","1","SOLANO COUNTY","94534","US","8","0","7","1","4","2","0","1","1","0.6704842"
"2139","724","532","16","4","22","B","3","2","1","2","FRONTIER","DENVER","668","19","14","1","4","1899-12-31T15:00:00.000","1899-12-31T17:33:00.000","3",,,"2",,,,"1","2","2","2","2","1","1","3","3","3","2","4","4","4","4","6","6","6","6","6","6","4","0",,,,,,"4","4","4","4","4","5","0",,,"3","0",,,"0",,,,,"0","0","0","0","1","FRONTIER KIOSK WAS DOWN FOR AT LEAST AN HOUR AND NO ATTENDANTS ON DUTY.","45",,,"5","2",,,"US","91","2","2","2","0","2","2","1","1","0.2080380"
"3106","1754","549","20","1","51","D","3","2","1","2","ALASKA","NEWARK","1182","7","43","2","4","1899-12-31T19:55:00.000","1899-12-31T21:35:00.000","2",,,"3",,,,"0","0","1","2","3","1","2","3","3","6","3","6","3","6","6","6","6","6","6","6","6","3","63",,,,,,"3","6","6","3","4","3","0",,,"3","0",,,"4",,,,,"11","0","6","6","1","CHANGING GATES SEVERAL TIMES NO ANOUNCEMENT","51",,,"5","3","SUSSEX COUNTY","7461","US","12","0","6","2","2","1","2","2","1","1.1063322"
"1404","53","84","8","3","91","G","2","3","1","2","UNITED INTL","PARIS-DE GAULLE","990","31","47","6","4","1899-12-31T11:45:00.000","1899-12-31T14:45:00.000","2",,,"3",,,,"2","1","1","2","1","1","4","3","2","2","4","3","3","0","0","0","0","0","0","0","0","BLANK","0",,,,,,"4","0","0","4","0","0","0",,,"5","0",,,"1","5","0",,,"11","6","6","6","1","GATE CHANGE.","51",,,"5","3","MULTNOMAH COUNTY","97202","US","10","2","7","1","3","2","2","2","1","1.4869248"
"2377","259","904","2","4","72","F","2","2","1","2","UNITED","AUSTIN","1889","30","4","3","2","1899-12-31T12:35:00.000","1899-12-31T16:45:00.000","1","5",,"3",,,,"2","2","1","1","1","2","1","6","3","6","3","5","4","0","0","4","6","6","6","6","6","4","0",,,,,,"4","6","6","3","3","3","0",,,"3","0",,,"4",,,,,"11","1","3","6","1","WE AIR SFO CREW WASN'T READY FOR US. HAD TO STAY ON PLANE MISSED MY CONNECTING FLIGHT. SCREWED UP MY SCHEDULE ROYALLY. ","52",,,"5","3",,,"CANADA","13","2","5","2","3","2","2","2","1","1.4869248"
"3138","687","616","24","5","41","C","2","2","1","2","DELTA","SALT LAKE CITY","1241","16","55","1","2","1899-12-31T11:30:00.000","1899-12-31T16:45:00.000","1",,,"9",,,,"2","1","1","1","1","2","1","6","4","3","3","3","3","6","6","3","3","6","2","6","4","3","5","153","801",,,,"3","3","3","3","3","3","0",,,"3","11",,,"2",,,,,"18","3","5","5","1","FLIGHT CANCELLATION. DELAYS. RUDE AIRLINE ATTENDANTS.","53","42",,"5","3","PALM BEACH COUNTY","33467","US","12","2","2","2","2","2","1","2","1","1.1789461"
"773","176","44","3","5","88","G","1","3","1","2","UNITED INTL","SAN JOSE DEL CABO","1761","31","58","4","1","1899-12-31T04:30:00.000","1899-12-31T08:30:00.000","2",,,"5",,,,"1","0","1","0","5","1","2","5","3","3","5","4","4","6","6","2","4","6","6","6","6","4","5",,,,,,"4","6","6","4","4","4","0",,,"5","4",,,"2",,,,,"5","3","4","4","1","ORIGINALL FLIGHT CANCELLED.","53",,,"5","1","SAN FRANCISCO COUNTY","94121","US","5","2","3","1","4","1","2","2","1","1.4869248"
