"objectid","cnn","streetname","from_st","to_st","facility_t","direct","surface_tr","barrier","notes","dir","double","fy","qtr","street_","length","number_","install_yr","install_mo","update_yr","update_mo","globalid","symbology","sharrow","buffered","raised","contraflow","greenwave","biap","sm_sweeper","shape"
"896","469000.0","10TH AVE","FULTON ST","JOHN F KENNEDY DR","CLASS II","2W",,,,"N","0","0","0","10th Ave","0.05430968","65","2001",,"2020","6",,"BIKE LANE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.468025 37.773304, -122.46802 37.773132, -122.46812 37.77269, -122.46809 37.772526)"
"405","469000.0","10TH AVE","FULTON ST","JOHN F KENNEDY DR","CLASS II","2W",,,,"S","1","0","0","10th Ave","0.05430968","65","2001",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.468025 37.773304, -122.46802 37.773132, -122.46812 37.77269, -122.46809 37.772526)"
"2331","484000.0","10TH ST","MISSION ST","MINNA ST","CLASS III","1W",,,,"S","0","0","0","10th St","0.04164163","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41591 37.775272, -122.415375 37.774845)"
"3352","482000.0","10TH ST","JESSIE ST","JESSIE ST","CLASS III","1W",,,,"S","0","0","0","10th St","0.0063535","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41653 37.775764, -122.41644 37.7757)"
"4426","481000.0","10TH ST","STEVENSON ST","JESSIE ST","CLASS III","1W",,,,"S","0","0","0","10th St","0.03032157","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.416916 37.776077, -122.41653 37.775764)"
"1921","486000.0","10TH ST","NATOMA ST","HOWARD ST","CLASS III","1W",,,,"S","0","0","0","10th St","0.042068","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41491 37.774475, -122.41437 37.774044)"
"4616","485000.0","10TH ST","MINNA ST","NATOMA ST","CLASS III","1W",,,,"S","0","0","0","10th St","0.0358444","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.415375 37.774845, -122.41491 37.774475)"
"4912","483000.0","10TH ST","JESSIE ST","MISSION ST","CLASS III","1W",,,,"S","0","0","0","10th St","0.04152624","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41644 37.7757, -122.41591 37.775272)"
"1279","480000.0","10TH ST","MARKET ST","STEVENSON ST","CLASS III","1W",,,,"S","0","0","0","10th St","0.0453509","25","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4175 37.776543, -122.416916 37.776077)"
"1692","517000.0","11TH ST","13TH ST","DIVISION ST","CLASS II","2W",,,,"S","1","2018","1","Bryant St","0.02586281",,"2017","9",,,,"BIKE LANE","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410934 37.769413, -122.41083 37.76923, -122.41081 37.769054)"
"326","508000.0","11TH ST","MARKET ST","MISSION ST","CLASS II","2W",,,,"N","0",,,"11th St","0.12029588","40","2003",,,,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.418655 37.77556, -122.41711 37.774326)"
"3584","516000.0","11TH ST","HARRISON ST","BRYANT ST","CLASS IV","2W","GREEN PAINT","CONCRETE","Transit boarding island","S","1","0","0","11th St","0.11939111","25","2000",,"2016","12",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.41248 37.77063, -122.410934 37.769413)"
"1062","511000.0","11TH ST","NATOMA ST","HOWARD ST","CLASS II","2W",,,,"N","0","0","0","11th St","0.04206804","25","2003",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41611 37.773533, -122.41556 37.7731)"
"3132","512000.0","11TH ST","HOWARD ST","KISSLING ST","CLASS II","2W",,,,"N","0","0","0","11th St","0.0436686","25","2001",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41556 37.7731, -122.415 37.772648)"
"2582","514000.0","11TH ST","BURNS PL","FOLSOM ST","CLASS II","2W",,,,"N","0","0","0","11th St","0.0284989","25","1999",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41439 37.77216, -122.414024 37.771862)"
"2289","511000.0","11TH ST","NATOMA ST","HOWARD ST","CLASS II","2W",,,,"S","1","0","0","11th St","0.04206804","25","2003",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41611 37.773533, -122.41556 37.7731)"
"3164","510000.0","11TH ST","MINNA ST","NATOMA ST","CLASS II","2W",,,,"N","0","0","0","11th St","0.03648507","25","2003",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41657 37.773907, -122.41611 37.773533)"
"2445","515000.0","11TH ST","FOLSOM ST","HARRISON ST","CLASS II","2W",,,,"N","0","0","0","11th St","0.1200497","25","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.414024 37.771862, -122.41248 37.77063)"
"559","512000.0","11TH ST","HOWARD ST","KISSLING ST","CLASS II","2W",,,,"S","1","0","0","11th St","0.0436686","25","2001",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41556 37.7731, -122.415 37.772648)"
"4095","510000.0","11TH ST","MINNA ST","NATOMA ST","CLASS II","2W",,,,"S","1","0","0","11th St","0.03648507","45","2003",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41657 37.773907, -122.41611 37.773533)"
"1069","517000.0","11TH ST","13TH ST","DIVISION ST","CLASS III","2W",,,,"N","0","2018","1","Bryant St","0.02586281",,"2017","9",,,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410934 37.769413, -122.41083 37.76923, -122.41081 37.769054)"
"4362","515000.0","11TH ST","FOLSOM ST","HARRISON ST","CLASS II","2W",,,,"S","1","0","0","11th St","0.1200497","25","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.414024 37.771862, -122.41248 37.77063)"
"4274","513000.0","11TH ST","KISSLING ST","BURNS PL","CLASS II","2W",,,,"S","1","0","0","11th St","0.04756405","25","2002",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.415 37.772648, -122.41439 37.77216)"
"291","514000.0","11TH ST","BURNS PL","FOLSOM ST","CLASS II","2W",,,,"S","1","0","0","11th St","0.0284989","25","1999",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41439 37.77216, -122.414024 37.771862)"
"4840","516000.0","11TH ST","HARRISON ST","BRYANT ST","CLASS II","2W","GREEN PAINT",,,"N","0","0","0","11th St","0.11939111","25","2000",,"2017","8",,"BIKE LANE","0","YES","NO","NO","NO","NO","N/A","LINESTRING (-122.41248 37.77063, -122.410934 37.769413)"
"3209","513000.0","11TH ST","KISSLING ST","BURNS PL","CLASS II","2W",,,,"N","0","0","0","11th St","0.04756405","25","2002",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.415 37.772648, -122.41439 37.77216)"
"3726","508000.0","11TH ST","MARKET ST","MISSION ST","CLASS III","2W",,,,"S","1",,,"11th St","0.12029588","65","2003",,,,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.418655 37.77556, -122.41711 37.774326)"
"3841","509000.0","11TH ST","MISSION ST","MINNA ST","CLASS II","2W",,,,"S","1","0","0","11th St","0.04089207","45","2003",,"2017","8",,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41711 37.774326, -122.41657 37.773907)"
"2540","509000.0","11TH ST","MISSION ST","MINNA ST","CLASS II","2W",,,,"N","0","0","0","11th St","0.04089207","45","2003",,"2017","8",,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41711 37.774326, -122.41657 37.773907)"
"4617","548101.0","13TH ST","HARRISON ST","11TH ST","CLASS IV","2W","GREEN PAINT","PARKING",,"E",,"2017","4","13th St","0.13452617","0","2017","5",,,,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410934 37.769413, -122.41112 37.769413, -122.41321 37.76949, -122.41338 37.7695)"
"2148","548101.0","13TH ST","BRYANT ST","HARRISON ST","CLASS IV","2W","GREEN PAINT","PARKING",,"W",,"2016","2","13th St","0.13452452","0","2015","9",,,,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410934 37.769413, -122.411125 37.769424, -122.413185 37.7695, -122.41338 37.7695)"
"1950","549102.0","13TH ST","FOLSOM ST","TRAINOR ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E",,"2017","4","13th St","0.05947065","0","2017","5",,,,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4145 37.769535, -122.41482 37.769547, -122.41539 37.769566, -122.4155 37.769577, -122.41558 37.769592)"
"3432","549101.0","13TH ST","TRAINOR ST","HARRISON ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E",,"2017","4","13th St","0.06079232","0","2017","5",,,,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41338 37.7695, -122.41347 37.769497, -122.41412 37.769524, -122.4145 37.769535)"
"4069","549203.0","13TH ST","ISIS ST","FOLSOM ST","CLASS IV","2W","GREEN-BACKED SHARROWS","PARKING",,"W",,"2016","2","13th St","0.04147258","0","2015","9",,,,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41482 37.76956, -122.41539 37.76958, -122.41549 37.76959, -122.41558 37.769592)"
"397","549201.0","13TH ST","HARRISON ST","BERNICE ST","CLASS IV","2W","GREEN PAINT","PARKING",,"W",,"2016","2","13th St","0.04043154","0","2015","9",,,,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41412 37.769535, -122.41347 37.769512, -122.41338 37.7695)"
"507","549202.0","13TH ST","BERNICE ST","ISIS ST","CLASS IV","2W","GREEN PAINT","PARKING",,"W",,"2016","2","13th St","0.03828827","0","2015","9",,,,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41482 37.76956, -122.41412 37.769535)"
"2486","576000.0","14TH AVE","WAWONA ST","WEST PORTAL AV","CLASS III","2W",,,,"N","0","0","0","14th Ave","0.04980857","50","2008",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.469666 37.738506, -122.469055 37.73797)"
"5168","577000.0","14TH AVE","WEST PORTAL AV","PORTOLA DR","CLASS III","2W",,,,"N","0","0","0","14th Ave","0.0559233","50","2008",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.469055 37.73797, -122.46831 37.737415)"
"4012","19002000.0","14TH AVE","PARK BLVD","WYMAN AV","CLASS I","2W",,,"PRESIDIO","N","1","0","0","Park Blvd","0.00810619","0",,,,,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47331 37.78731, -122.47332 37.787193)"
"368","575000.0","14TH AVE","VICENTE ST","WAWONA ST","CLASS III","2W",,,,"S","1","0","0","14th Ave","0.07746109","75","2008",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46998 37.739563, -122.46995 37.738934, -122.46985 37.738686, -122.469666 37.738506)"
"4835","575000.0","14TH AVE","VICENTE ST","WAWONA ST","CLASS III","2W",,,,"N","0","0","0","14th Ave","0.07746109","760","2008",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.46998 37.739563, -122.46995 37.738934, -122.46985 37.738686, -122.469666 37.738506)"
"3947","577000.0","14TH AVE","WEST PORTAL AV","PORTOLA DR","CLASS III","2W",,,,"S","1","0","0","14th Ave","0.0559233","50","2008",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.469055 37.73797, -122.46831 37.737415)"
"3141","576000.0","14TH AVE","WAWONA ST","WEST PORTAL AV","CLASS III","2W",,,,"S","1","0","0","14th Ave","0.04980857","60","2008",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.469666 37.738506, -122.469055 37.73797)"
"2803","19002000.0","14TH AVE","PARK BLVD","WYMAN AV","CLASS I","2W",,,"PRESIDIO","S","0","0","0","Park Blvd","0.00810619","0",,,,,,"BIKE PATH","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47331 37.78731, -122.47332 37.787193)"
"1297","582000.0","14TH ST","SOUTH VAN NESS AV","NATOMA ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.04138716","30","2000",,"2005",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.4178 37.768406, -122.41856 37.76836)"
"4731","578000.0","14TH ST","TRAINOR ST","HARRISION ST","CLASS III","2W",,,,"E","1","0","0","14th St","0.06280257","69","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41454 37.7686, -122.4134 37.768673)"
"3613","581000.0","14TH ST","SHOTWELL ST","SOUTH VAN NESS AV","CLASS II","1W",,,,"E","0","0","0","14th St","0.06011041","30","2000",,"2005",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41671 37.76847, -122.4178 37.768406)"
"2354","590000.0","14TH ST","GUERRERO ST","RAMONA ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.05171262","30","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.42441 37.768005, -122.425354 37.76795)"
"4903","579000.0","14TH ST","FOLSOM ST","TRAINOR ST","CLASS III","2W",,,,"W","0","0","0","14th St","0.05895312","36","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41561 37.768536, -122.41454 37.7686)"
"2459","596000.0","14TH ST","CHURCH ST","BELCHER ST","CLASS III","2W",,,,"E","1","0","0","14th St","0.06109299","30","2004",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42897 37.76773, -122.430084 37.767662)"
"3195","578000.0","14TH ST","TRAINOR ST","HARRISION ST","CLASS III","2W",,,,"W","0","0","0","14th St","0.06280257","36","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41454 37.7686, -122.4134 37.768673)"
"2124","585000.0","14TH ST","MISSION ST","WOODWARD ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.04365626","30","2000",,"2003",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41998 37.768272, -122.42078 37.768227)"
"3687","586000.0","14TH ST","WOODWARD ST","JULIAN AV","CLASS II","1W",,,,"E",,,,"14th St","0.02378921","30","2000",,"2003",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.42078 37.768227, -122.42121 37.7682)"
"3988","597000.0","14TH ST","BELCHER ST","SANCHEZ ST","CLASS III","2W",,,,"W","0","0","0","14th St","0.0609275","30","2004",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.430084 37.767662, -122.43119 37.767593)"
"4420","587000.0","14TH ST","JULIAN AV","STEVENSON ST","CLASS II","1W",,,,"E",,,,"14th St","0.00849068","30","2000",,"2003",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.42121 37.7682, -122.421364 37.76819)"
"1383","584000.0","14TH ST","MISSION ST","MINNA ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.04154104","30","2000",,"2003",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41923 37.76832, -122.41998 37.768272)"
"460","595000.0","14TH ST","CHURCH ST","MARKET ST","CLASS III","2W",,,,"E","1","0","0","14th St","0.01706463","30","2004",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42866 37.767735, -122.42897 37.76773)"
"3131","589000.0","14TH ST","VALENCIA ST","GUERRERO ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.12147958","30","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.422195 37.76814, -122.42441 37.768005)"
"3716","595000.0","14TH ST","CHURCH ST","MARKET ST","CLASS III","2W",,,,"W","0","0","0","14th St","0.01706463","30","2004",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42866 37.767735, -122.42897 37.76773)"
"683","583000.0","14TH ST","NATOMA ST","MINNA ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.03673225","30","2000",,"2003",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41856 37.76836, -122.41923 37.76832)"
"1056","592000.0","14TH ST","ROSEMONT PL","DOLORES ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.06352991","30","2005",,"2005",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.42554 37.76794, -122.4267 37.767868)"
"4641","588000.0","14TH ST","STEVENSON ST","VALENCIA ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.04582785","30","2000",,"2006",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.421364 37.76819, -122.422195 37.76814)"
"2495","593000.0","14TH ST","DOLORES ST","LANDERS ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.06437063","60","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4267 37.767868, -122.427864 37.76779)"
"4770","579000.0","14TH ST","FOLSOM ST","TRAINOR ST","CLASS III","2W",,,,"E","1","0","0","14th St","0.05895312","36","2005",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.41561 37.768536, -122.41454 37.7686)"
"3517","594000.0","14TH ST","LANDERS ST","MARKET ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.04355271","30","2002",,"2002",,,"BIKE LANE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.427864 37.76779, -122.42866 37.767735)"
"1231","580000.0","14TH ST","FOLSOM ST","SHOTWELL ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.06004452","30","2000",,"0",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.41561 37.768536, -122.41671 37.76847)"
"4474","596000.0","14TH ST","CHURCH ST","BELCHER ST","CLASS III","2W",,,,"W","0","0","0","14th St","0.06109299","30","2004",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.42897 37.76773, -122.430084 37.767662)"
"4160","591000.0","14TH ST","ROSEMONT PL","RAMONA ST","CLASS II","1W",,,,"E","0","0","0","14th St","0.01002452","23","2005",,"2005",,,"BIKE LANE","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.42554 37.76794, -122.425354 37.76795)"
"978","597000.0","14TH ST","BELCHER ST","SANCHEZ ST","CLASS III","2W",,,,"E","1","0","0","14th St","0.0609275","49","2004",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.430084 37.767662, -122.43119 37.767593)"
"259","19578000.0","15TH AVE","START:NORTH 15TH","WEDEMEYER ST","CLASS III","1W",,,"PRESIDIO","S","1","0","0","15th Ave","0.06069704","69","2010",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47443 37.786976, -122.47444 37.78728, -122.47456 37.787632, -122.47458 37.78784)"
"3607","629000.0","15TH AVE","ULLOA ST","VICENTE ST","CLASS III","2W",,,,"N","0","0","0","15th Ave","0.12902972","60","2008",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47109 37.739513, -122.47123 37.741383)"
"4679","609000.0","15TH AVE","GEARY BLVD","ANZA ST","CLASS III","2W",,,,"W","0","0","0","15th Ave","0.13283493","75","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47398 37.780575, -122.47383 37.778652)"
"343","604000.0","15TH AVE","START:NORTH 15TH","LAKE ST","CLASS III","2W",,,,"W","0","0","0","15th Ave","0.05090406","75","2010",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47443 37.786976, -122.47438 37.78624)"
"3865","605000.0","15TH AVE","LAKE ST","CALIFORNIA ST","CLASS III","2W",,,,"W","0","0","0","15th Ave","0.12902078","75","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47438 37.78624, -122.47424 37.78437)"
"1436","19578000.0","15TH AVE","START:NORTH 15TH","WEDEMEYER ST","CLASS II","1W",,,"PRESIDIO","N","0","0","0","15th Ave","0.06069704","75","2010",,"0",,,"BIKE LANE","0","YES","NO","YES","NO","NO","NO","LINESTRING (-122.47443 37.786976, -122.47444 37.78728, -122.47456 37.787632, -122.47458 37.78784)"
"2977","611000.0","15TH AVE","BALBOA ST","CABRILLO ST","CLASS III","2W",,,,"E","1","0","0","15th Ave","0.12883359","85","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4737 37.776794, -122.473564 37.77493)"
"2959","608000.0","15TH AVE","TACOMA ST","GEARY BLVD","CLASS III","2W",,,,"E","1","0","0","15th Ave","0.08572783","95","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47407 37.78182, -122.47398 37.780575)"
"1856","607000.0","15TH AVE","CLEMENT ST","TACOMA ST","CLASS III","2W",,,,"E","1","0","0","15th Ave","0.0478192","95","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47411 37.78251, -122.47407 37.78182)"
"1831","611000.0","15TH AVE","BALBOA ST","CABRILLO ST","CLASS III","2W",,,,"W","0","0","0","15th Ave","0.12883359","75","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4737 37.776794, -122.473564 37.77493)"
"3498","629000.0","15TH AVE","ULLOA ST","VICENTE ST","CLASS III","2W",,,,"S","1","0","0","15th Ave","0.12902972","25","2008",,"0",,,"BIKE ROUTE","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47109 37.739513, -122.47123 37.741383)"
"1797","605000.0","15TH AVE","LAKE ST","CALIFORNIA ST","CLASS III","2W",,,,"E","1","0","0","15th Ave","0.12902078","61","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47438 37.78624, -122.47424 37.78437)"
"3513","608000.0","15TH AVE","TACOMA ST","GEARY BLVD","CLASS III","2W",,,,"W","0","0","0","15th Ave","0.08572783","75","0",,"0",,,"BIKE ROUTE","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.47407 37.78182, -122.47398 37.780575)"
