"cnn","street_name","pci_score","from_street","to_street","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"22615000","HOLLOWAY AVE","100","ASHTON AVE","Intersection","2011-04-11T12:01:43.000","Treatment","No",,"5994164.69505","2091197.36441","37.72169497177066","-122.46226489611146",,"POINT (-122.462264896108 37.72169498562)","67","67","10","1","24"
"23042000","Cardenas Ave: Serrano Dr Intersection","100","SERRANO DR","Intersection","2017-07-26T15:16:46.000","Treatment","No",,"5989876.19739","2090699.92341","37.72008125559978","-122.47705260903437",,"POINT (-122.477052609024 37.720081269449)","42","42","10","8","16"
"22415000","Panorama Dr: Twin Peaks Blvd Intersection","100","TWIN PEAKS BLVD","Intersection","2019-12-02T14:47:12.000","Treatment","No",,"5998060.66361","2100208.29022","37.74666038881274","-122.44944655846244",,"POINT (-122.44944655846 37.746660402617)","48","48","7","8","38"
"27881000","43rd Ave: Chain Of Lakes Dr \ Fulton St Intersection","100","CHAIN OF LAKES DR \ FULTON ST","Intersection","2017-04-19T16:53:18.000","Treatment","No",,"5982638.56915","2109649.63325","37.77168936655274","-122.50347269105367",,"POINT (-122.503472691045 37.771689380329)","8","8","8","4","29"
"21808000","BOSWORTH ST","100","BROMPTON AVE","Intersection","2010-10-08T14:57:28.000","Treatment","No",,"6002140.41757","2095409.84345","37.7337175058161","-122.43499608709608",,"POINT (-122.434996087081 37.733717519637)","96","96","9","5","41"
"22946000","Vicente St: Madrone Ave Intersection","100","VICENTE ST","Intersection","2016-05-13T12:19:50.000","Treatment","No",,"5992569.46715","2097905.37812","37.74002152761372","-122.46826687971374",,"POINT (-122.468266879695 37.740021541435)","46","46","10","8","41"
"20734000","Revere Ave: Robblee Ave Intersection","100","ROBBLEE AVE","Intersection","2018-04-05T09:27:38.000","Treatment","No",,"6012759.38","2096040.09188","37.7360452682875","-122.39832716156405",,"POINT (-122.398327161543 37.736045282102)","87","87","2","9","1"
"24716000","BUSH ST","100","MONTGOMERY ST","Intersection","2006-11-07T14:16:29.000","Treatment","No",,"6011994.03627","2116058.46922","37.79096859675319","-122.40238040168794",,"POINT (-122.402380401683 37.790968610522)","108","108","6","3","8"
"22595000","Grafton Ave: Faxon Ave Intersection","100","GRAFTON AVE","Intersection","2016-10-26T12:47:18.000","Treatment","No",,"5994743.77023","2090575.5866","37.72002104525837","-122.46021817446298",,"POINT (-122.460218174458 37.720021059102)","64","64","10","1","24"
"24585000","BONIFACIO ST","100","MABINI ST","Intersection","2003-05-05T00:00:00.000","Treatment","No",,"6012665.13636","2112856.20453","37.78221336580289","-122.39983345030323",,"POINT (-122.39983345031 37.782213379588)","32","32","1","10","34"
"25410000","Stockton St: Bay St Intersection","100","STOCKTON ST","Intersection","2015-09-11T16:54:21.000","Treatment","No",,"6009814.85899","2121587.36747","37.80602770414439","-122.41031084210103",,"POINT (-122.410310842103 37.806027717913)","99","99","6","3","23"
"50113000","Newell St","100","End","Intersection","2014-04-18T15:12:17.000","Treatment","No",,"6008810.6677","2120585.72994","37.80322111698921","-122.41371512706273",,"POINT (-122.41371512704 37.803221130736)","106","106","6","3","23"
"25191000","Franklin St: Eddy St Intersection","100","FRANKLIN ST","Intersection","2015-05-25T15:49:57.000","Treatment","No",,"6006130.02573","2113161.57728","37.782685354985524","-122.42246374403828",,"POINT (-122.422463744038 37.78268536876)","100","100","4","11","39"
"20185000","Hudson Ave: Ardath Ct \ Hawkins Ln Intersection","100","HAWKINS LN \ HUDSON AVE","Intersection","2016-06-17T11:25:05.000","Treatment","No",,"6017191.09829","2095425.35388","37.73460319144674","-122.38296200153441",,"POINT (-122.382962001527 37.734603205278)","86","86","2","9","1"
"27582000","03RD AVE","100","CORNWALL ST","Intersection","2008-03-13T13:35:39.000","Treatment","No",,"5994915.91077","2114221.58965","37.78495686634335","-122.4613363953148",,"POINT (-122.461336395295 37.784956880124)","5","5","8","4","11"
"24056000","16TH ST","100","ALABAMA ST","Intersection","2007-06-15T08:16:34.000","Treatment","No",,"6008905.06547","2106842.13051","37.76548979538629","-122.4124164262135",,"POINT (-122.412416426191 37.765489809189)","53","53","3","2","20"
"22208000","Harold Ave: Grafton Ave Intersection","100","HAROLD AVE","Intersection","2016-10-26T12:41:51.000","Treatment","No",,"5996804.62134","2090539.60556","37.720040575948765","-122.4530919594753",,"POINT (-122.453091959456 37.720040589776)","64","64","10","1","24"
"33575000","09TH AVE","100","UNNAMED 030","Intersection","1999-08-26T00:00:00.000","Treatment","No",,"5993275.14474","2100616.99202","37.74750766550616","-122.4660239472024",,"POINT (-122.466023947188 37.747507679322)","45","45","10","8","41"
"24751000","CALIFORNIA ST","100","GRANT AVE","Intersection","2011-06-07T07:11:00.000","Treatment","No",,"6010977.20374","2116618.95409","37.7924507386723","-122.40593811945436",,"POINT (-122.40593811946 37.792450752452)","104","104","6","3","8"
"22924000","PORTOLA DR","100","VICENTE ST","Intersection","2008-08-14T16:46:25.000","Treatment","No",,"5993173.31525","2097606.52781","37.739235817347584","-122.46615732690549",,"POINT (-122.466157326892 37.739235831174)","46","46","10","8","41"
"27449000","15th Ave","100","Fulton St","Intersection","2013-09-27T08:36:05.000","Treatment","No",,"5991331.14574","2109965.04589","37.773062599871025","-122.47342783637444",,"POINT (-122.473427836353 37.773062613669)","5","5","8","4","12"
"22020000","26th St: Noe St Intersection","100","NOE ST","Intersection","2022-01-31T13:46:04.000","Treatment","No",,"6003243.88214","2100672.2528","37.74822946164376","-122.43155665033422",,"POINT (-122.431556650329 37.748229475447)","84","84","3","5","22"
"28024000","31st Ave: California St Intersection","100","CALIFORNIA ST","Intersection","2020-04-22T14:36:43.000","Treatment","No",,"5986208.8879","2113908.19097","37.78359140220527","-122.49143641165463",,"POINT (-122.491436411635 37.78359141597)",,,"8","6","33"
"26600000","Sutter St: Webster St Intersection","100","WEBSTER ST","Intersection","2018-10-11T10:19:46.000","Treatment","No",,"6003531.33934","2114532.98273","37.78630394867903","-122.43155202491504",,"POINT (-122.431552024889 37.786303962454)","101","101","4","11","15"
"26170000","CORBETT AVE","100","HATTIE ST","Intersection","2009-01-29T09:56:19.000","Treatment","No",,"6000603.74937","2105621.77753","37.76166965950927","-122.44104116317995",,"POINT (-122.44104116317 37.761669673302)","115","115","7","5","5"
"12607000","Thrift St","95","Plymouth Ave","Capitol Ave","2022-08-17T10:44:36.000","Treatment","Yes","Residential","5995486.25286","2089629.50913","37.71746602061437","-122.4575832664597","LINESTRING (-122.456094241896 37.717477312478, -122.459072290568 37.717454737598)",,,,,,
"23935000","05TH ST","100","SHIPLEY ST","Intersection","2009-02-13T15:53:12.000","Treatment","No",,"6011778.60919","2112005.6614","37.779828509852734","-122.40284061719254",,"POINT (-122.402840617195 37.779828523627)","32","32","1","10","34"
"13697000","Wisconsin St","100","Madera St","23rd St","2022-09-06T13:45:40.000","Treatment","Yes","Residential","6012780.3122","2103049.57922","37.75529299295432","-122.39874655674825","LINESTRING (-122.398799805737 37.755840700572, -122.398693308513 37.75474531287)",,,,,,
"26028000","PAGE ST","100","SCOTT ST","Intersection","2008-06-16T14:35:37.000","Treatment","No",,"6002267.84608","2109501.8089","37.772417916137265","-122.43556331977615",,"POINT (-122.435563319782 37.772417929929)","26","26","4","11","3"
"24141000","16TH ST","100","SHOTWELL ST","Intersection","2007-05-16T08:08:49.000","Treatment","No",,"6007755.63496","2106778.12486","37.76524948016328","-122.41638752296339",,"POINT (-122.416387522937 37.76524949395)","53","53","3","2","20"
"25024000","Saint Louis Aly: Jackson St Intersection","100","SAINT LOUIS ALY","Intersection","2015-06-09T13:46:49.000","Treatment","No",,"6010672.37426","2117907.08063","37.79597056987365","-122.407083680651",,"POINT (-122.407083680637 37.795970583648)","104","104","6","3","6"
"25672000","19th St","100","Linda St","Intersection","2013-01-04T14:04:27.000","Treatment","No",,"6005840.32521","2104910.45611","37.76001340971976","-122.42287938494636",,"POINT (-122.422879384926 37.760013423518)","37","37","3","5","20"
"33501000","Elmhurst Dr: Rossmoor Dr Intersection","100","ROSSMOOR DR","Intersection","2021-12-10T11:23:58.000","Treatment","No",,"5991035.33957","2094527.64649","37.73065840836003","-122.47332491636114",,"POINT (-122.473324916354 37.730658422187)","41","41","10","8","41"
"25902000","PAGE ST","100","FILLMORE ST","Intersection","2008-06-16T14:38:07.000","Treatment","No",,"6003698.35826","2109698.55791","37.77303928552022","-122.43062908462377",,"POINT (-122.430629084617 37.773039299301)","26","26","4","11","9"
"33683000","BAY SHORE BLVD","100","RAYMOND AVE","Intersection","2005-09-26T18:27:22.000","Treatment","No",,"6011148.15844","2087249.3154","37.71181772491073","-122.40327962598596",,"POINT (-122.403279625963 37.71181773876)","75","75","9","9","1"
"26764000","Fillmore St: Bay St \ Cervantes Blvd Intersection","100","CERVANTES BLVD \ FILLMORE ST","Intersection","2015-11-20T09:34:37.000","Treatment","No",,"6002168.93163","2120506.51729","37.80262841071555","-122.43669334760297",,"POINT (-122.436693347581 37.802628424468)","17","17","4","6","13"
"22333000","Cameo Way","100","Coralino Ln","Intersection","2014-05-23T09:51:37.000","Treatment","No",,"5999840.41544","2099518.19622","37.74486720528847","-122.44324282278673",,"POINT (-122.443242822786 37.744867219103)","57","57","9","5","22"
"22837000","PORTOLA DR","100","WAITHMAN WAY","Intersection","2008-08-14T16:28:14.000","Treatment","No",,"5996023.99234","2098432.62656","37.74166813857245","-122.4563607416497",,"POINT (-122.45636074164 37.741668152377)","49","49","9","8","41"
"21433000","Amazon Ave","100","Madrid St","Intersection","2014-04-25T08:04:01.000","Treatment","No",,"6001414.2671","2088975.06754","37.716007813600974","-122.43704606193202",,"POINT (-122.437046061933 37.716007827444)","90","90","9","1","7"
"20533000","TOPEKA AVE","100","APOLLO ST","Intersection","2008-07-11T14:46:27.000","Treatment","No",,"6013156.68082","2094782.44917","37.73261416521121","-122.39686537748238",,"POINT (-122.39686537746 37.732614179032)","87","87","2","9","1"
"23872000","08th St","100","Brannan St","Intersection","2012-05-21T10:11:25.000","Treatment","No",,"6010968.69693","2108914.75474","37.77129633938192","-122.40542473483565",,"POINT (-122.405424734827 37.771296353162)","33","33","1","10","34"
"20738000","QUINT ST","100","SANTA FE AVE","Intersection","2003-03-04T00:00:00.000","Treatment","No",,"6012245.52428","2095069.41168","37.7333513457468","-122.40003563250305",,"POINT (-122.400035632484 37.733351359584)","87","87","2","9","1"
"1983000","44th Ave","100","Ortega St","Pacheco St","2022-09-08T09:39:17.000","Treatment","Yes","Residential","5982588.41003","2101846.08117","37.75026008287674","-122.50306836314635","LINESTRING (-122.503133002992 37.751190357769, -122.503003724902 37.749329835425)",,,,,,
"27488000","15TH AVE","100","TACOMA ST","Intersection","2012-02-10T17:09:14.000","Treatment","No",,"5991214.35376","2113155.76143","37.781816666808","-122.47406467685079",,"POINT (-122.474064676829 37.781816680589)","5","5","8","4","29"
"33040000","16TH ST","100","HAMPSHIRE ST","Intersection","2007-06-15T08:15:38.000","Treatment","No",,"6010025.84803","2106904.02882","37.76572258608012","-122.40854424281392",,"POINT (-122.408544242794 37.765722599867)","53","53","3","9","20"
"24431000","GOLDEN GATE AVE","100","HYDE ST","Intersection","2002-05-31T00:00:00.000","Treatment","No",,"6008132.8852","2112744.97503","37.781654247999974","-122.41550517861441",,"POINT (-122.415505178622 37.781654261774)","21","21","5","10","36"
"21738000","Paris St: Russia Ave Intersection","100","RUSSIA AVE","Intersection","2019-10-24T08:47:31.000","Treatment","No",,"6001873.16421","2090720.74619","37.72082713129467","-122.43558471368094",,"POINT (-122.435584713674 37.720827145127)","90","90","9","1","7"
"26247000","Glenbrook Ave: Saint Germain Ave Intersection","100","SAINT GERMAIN AVE","Intersection","2021-06-16T09:12:22.000","Treatment","No",,"5997898.9822","2104144.21689","37.757458220235954","-122.45028930278477",,"POINT (-122.450289302776 37.757458234029)","47","47","7","8","38"
"25720000","18th St","100","Sanchez St","Intersection","2014-03-10T14:04:31.000","Treatment","No",,"6003625.14226","2105372.00146","37.761155462565966","-122.4305735673296",,"POINT (-122.430573567324 37.761155476375)","38","38","3","5","5"
"32870000","AERIAL WAY","100","ORTEGA ST","Intersection","2003-03-25T00:00:00.000","Treatment","No",,"5992651.00626","2102719.1842","37.75324371692397","-122.46833507149945",,"POINT (-122.468335071494 37.753243730734)","44","44","10","8","14"
"20617000","PHELPS ST","100","BANCROFT AVE","Intersection","2008-06-30T15:36:56.000","Treatment","No",,"6012150.7241","2093791.84721","37.729838133036516","-122.40027368584357",,"POINT (-122.400273685831 37.729838146874)","87","87","2","9","1"
"20548000","LE CONTE AVE","100","KEITH ST","Intersection","2006-07-11T08:34:51.000","Treatment","No",,"6012603.62724","2089958.66037","37.71933822659113","-122.39843907746659",,"POINT (-122.398439077474 37.719338240439)","88","88","2","9","1"
"24282000","06TH ST","100","NATOMA ST","Intersection","2005-11-21T10:57:07.000","Treatment","No",,"6010379.48171","2112155.61027","37.78016201222848","-122.40769141466619",,"POINT (-122.407691414666 37.780162026014)","32","32","1","10","34"
"25107000","AUBURN ST","100","JACKSON ST","Intersection","2012-05-23T16:44:37.000","Treatment","No",,"6009150.1828","2117696.41899","37.795306843778285","-122.41233587881378",,"POINT (-122.412335878818 37.795306857547)","16","16","6","3","21"
"23657000","22ND ST","100","MISSISSIPPI ST","Intersection","2005-10-14T15:26:09.000","Treatment","No",,"6014138.23022","2103859.19057","37.75759157655072","-122.39410711085137",,"POINT (-122.394107110826 37.757591590359)","54","54","2","9","26"
"27828000","35th Ave: Fulton St Intersection","100","FULTON ST","Intersection","2017-04-19T16:50:15.000","Treatment","No",,"5985117.89","2109739.21622","37.77208078141396","-122.49490329943265",,"POINT (-122.49490329941 37.772080795207)","8","8","8","4","12"
"25550000","Union St","100","Moore Pl","Intersection","2011-12-02T09:32:28.000","Treatment","No",,"6006863.98537","2119101.64195","37.79903667783059","-122.42034629520862",,"POINT (-122.420346295185 37.799036691589)","107","107","6","3","32"
"23401000","QUINTARA ST","100","33RD AVE","Intersection","2007-10-01T08:45:14.000","Treatment","No",,"5986035.47628","2100943.25192","37.74798316621653","-122.49108191879954",,"POINT (-122.491081918794 37.747983180016)","39","39","10","7","35"
"27809000","Lincoln Way","100","44th Ave","Intersection","2011-11-02T08:55:18.000","Treatment","No",,"5982414.18275","2106949.05344","37.76426115861023","-122.5040487770256",,"POINT (-122.504048777012 37.764261172415)","39","39","10","4","12"
"26391000","ANNAPOLIS TER","100","GOLDEN GATE AVE","Intersection","2001-11-03T00:00:00.000","Treatment","No",,"5998770.04945","2111442.10756","37.77754619384203","-122.44780219472442",,"POINT (-122.447802194713 37.777546207628)","12","12","7","4","18"
"27018000","BAKER ST","100","BEACH ST","Intersection","2006-10-30T10:06:56.000","Treatment","No",,"5999222.76559","2120806.41684","37.803283983535636","-122.4469101176872",,"POINT (-122.446910117674 37.803283997288)","17","17","4","6","13"
"26572000","VALLEJO ST","100","GOUGH ST","Intersection","2009-10-15T09:22:57.000","Treatment","No",,"6004952.21352","2118134.13557","37.79627223809827","-122.42689272888066",,"POINT (-122.426892728863 37.796272251851)","102","102","4","6","13"
"21663000","Vienna St: Silver Ave Intersection","100","VIENNA ST","Intersection","2015-05-25T15:49:56.000","Treatment","No",,"6005224.87297","2093531.82535","37.72873553964641","-122.42419868559362",,"POINT (-122.424198685589 37.728735553473)","94","94","9","1","7"
"26655000","BROADWAY","100","WEBSTER ST","Intersection","2010-08-09T15:03:02.000","Treatment","No",,"6003095.21986","2117517.55673","37.794474098187116","-122.4332742257093",,"POINT (-122.433274225712 37.79447411195)","102","102","4","6","30"
"22221000","Brighton Ave: Holloway Ave Intersection","100","HOLLOWAY AVE","Intersection","2017-09-07T07:43:46.000","Treatment","No",,"5996229.88808","2091210.08426","37.72184859659241","-122.45512702978644",,"POINT (-122.455127029762 37.72184861042)","64","64","10","1","24"
"22717000","Garfield St: Vernon St Intersection","100","VERNON ST","Intersection","2018-03-15T15:07:47.000","Treatment","No",,"5992475.69792","2090493.66696","37.71966539201456","-122.46805210058926",,"POINT (-122.468052100591 37.719665405842)","64","64","10","1","24"
"27200000","MCALLISTER ST","100","PARSONS ST","Intersection","2000-09-01T00:00:00.000","Treatment","No",,"5996548.20204","2110783.75362","37.77561128445971","-122.45544066963764",,"POINT (-122.455440669634 37.775611298246)","12","12","8","4","18"
"21684000","Silver Ave: Madrid St Intersection","100","SILVER AVE","Intersection","2015-05-25T15:49:56.000","Treatment","No",,"6004245.932","2093490.333","37.728566287476745","-122.42757999248997",,"POINT (-122.42757999079 37.728566302463)",,,"9","1","7"
"23197000","SANTIAGO ST","100","20TH AVE","Intersection","2004-08-02T15:56:16.000","Treatment","No",,"5990112.24739","2099722.78457","37.744869427593024","-122.47689560134205",,"POINT (-122.476895601317 37.744869441414)","40","40","10","7","35"
"27562000","Arguello Blvd: Euclid Ave Intersection","100","EUCLID AVE","Intersection","2019-07-03T11:24:41.000","Treatment","No",,"5995569.4536","2113796.25048","37.78382659076657","-122.4590445530968",,"POINT (-122.459044553096 37.783826604531)","11","11","8","6","31"
"25004000","Mason St","100","Pine St","Intersection","2015-01-29T13:18:52.000","Treatment","No",,"6009612.13882","2116074.98185","37.79088068369671","-122.41062287119956",,"POINT (-122.410622871195 37.790880697466)","16","16","6","3","21"
"33422000","Urbano Dr: End Intersection","100","WALKWAY","Intersection","2018-07-03T09:03:34.000","Treatment","No",,"5993600.79625","2091742.26846","37.723158660465145","-122.46425367008986",,"POINT (-122.464253670074 37.723158674298)","67","67","10","8","41"
"13491000","Wawona St","68","37th Ave","38th Ave","2022-08-17T10:44:36.000","Treatment","Yes","Residential","5984778.336","2096817.531","37.73658153601979","-122.49512480335528","LINESTRING (-122.494590812584 37.736604927065, -122.49565879379 37.736558142555)",,,,,,
"23814000","Brannan St: Jack London Aly Intersection","100","JACK LONDON ALY","Intersection","2019-07-09T15:26:14.000","Treatment","No",,"6014576.15768","2112364.20212","37.78096878993537","-122.39318768285575",,"POINT (-122.393187682849 37.780968803715)","31","31","1","10","8"
"28057000","SOUTH PARK","100","SOUTH PARK","Intersection","2009-06-11T09:34:15.000","Treatment","No",,"6014567.97214","2112789.84937","37.78213706603138","-122.3932457946806",,"POINT (-122.39324579466 37.7821370798)","31","31","1","10","8"
"25831000","17th St","100","Eureka St","Intersection","2014-03-31T20:39:47.000","Treatment","No",,"6001366.47093","2105832.15286","37.76229071206944","-122.43841829625039",,"POINT (-122.438418296252 37.762290725862)","113","113","7","5","5"
"25791000","18th St","100","Noe St","Intersection","2014-03-10T09:46:01.000","Treatment","No",,"6002982.5409","2105336.40453","37.7610212973326","-122.4327935054398",,"POINT (-122.432793505429 37.761021311119)","38","38","3","5","5"
"32834000","36TH AVE","86","UNNAMED 018","Intersection","2007-07-25T15:28:01.000","Treatment","No",,"5984689.06224","2113011.99597","37.78104178130808","-122.49662818770699",,"POINT (-122.496628187692 37.781041795079)","8","8","8","4","29"
"21087000","Ellsworth St: Eugenia Ave Intersection","100","EUGENIA AVE","Intersection","2022-09-06T13:35:39.000","Treatment","No",,"6008102.45373","2097701.58975","37.74034686478597","-122.4145456200731",,"POINT (-122.414545620074 37.740346878617)","83","83","9","2","2"
"1982000","44th Ave","100","Noriega St","Ortega St","2022-09-08T09:39:17.000","Treatment","Yes","Residential","5982565.49195","2102525.63247","37.7521245936072","-122.50319792140675","LINESTRING (-122.503262841436 37.753058856861, -122.503133002992 37.751190357769)",,,,,,
"23385000","37th Ave: Taraval St Intersection","100","TARAVAL ST","Intersection","2021-10-07T15:31:19.000","Treatment","No",,"5984863.96092","2098862.24906","37.74220078121135","-122.49497948994987",,"POINT (-122.494979489956 37.742200795038)","39","39","10","7","35"
"20581000","GOETTINGEN ST","100","WARD ST","Intersection","2000-06-30T00:00:00.000","Treatment","No",,"6011257.7382","2089667.8433","37.71846463331745","-122.40307089418918",,"POINT (-122.40307089418 37.718464647171)","91","91","9","9","40"
"22629000","MIRAMAR AVE","100","OCEAN AVE","Intersection","2003-03-12T00:00:00.000","Treatment","No",,"5995362.59106","2092127.3969","37.72431752185874","-122.45819139115447",,"POINT (-122.458191391147 37.724317535686)","71","71","10","8","24"
"26025000","Haight St: Scott St Intersection","100","SCOTT ST","Intersection","2017-11-30T15:00:11.000","Treatment","No",,"6002315.78154","2109159.03671","37.77147947114673","-122.435372983004",,"POINT (-122.435372982995 37.771479484939)","26","26","4","11","3"
"26240000","Dellbrook Ave: Olympia Way Intersection","100","OLYMPIA WAY","Intersection","2019-12-16T16:14:16.000","Treatment","No",,"5997088.50656","2101887.25736","37.75121475768233","-122.4529293295508",,"POINT (-122.452929329538 37.751214771481)","48","48","7","8","38"
"27012000","Beach St: Divisadero St Intersection","100","DIVISADERO ST","Intersection","2022-03-02T09:08:56.000","Treatment","No",,"6000181.34521","2120939.79581","37.80370492294581","-122.44360251831172",,"POINT (-122.443602518303 37.803704936693)","17","17","4","6","13"
"24481000","BRYANT ST","100","RINCON ST","Intersection","2003-12-19T16:05:38.000","Treatment","No",,"6014908.83452","2113536.1953","37.78420529312181","-122.39211876640856",,"POINT (-122.392118766387 37.784205306891)","31","31","1","10","8"
"21510000","MISSION ST","100","OTTAWA AVE","Intersection","2001-07-11T00:00:00.000","Treatment","No",,"5999470.00643","2088135.37283","37.71359149687964","-122.44370603202324",,"POINT (-122.443706032003 37.713591510724)","80","80","9","1","7"
"23515000","QUINTARA ST","100","46TH AVE","Intersection","2007-12-10T13:56:43.000","Treatment","No",,"5982003.31986","2100805.04478","37.747367280588044","-122.50501446999996",,"POINT (-122.505014469994 37.747367294393)","39","39","10","7","35"
"26634000","Pierce St: Pine St Intersection","100","PINE ST","Intersection","2020-04-28T15:03:57.000","Treatment","No",,"6001985.24177","2115012.37641","37.78753248859109","-122.43693544793592",,"POINT (-122.436935447914 37.787532502361)","103","103","4","11","30"
"30754000","Gough St","100","Market St","Intersection","2014-10-02T14:24:54.000","Treatment","No",,"6006137.03767","2109600.94171","37.77290910911064","-122.42218643902805",,"POINT (-122.422186439014 37.772909122902)","26","26","1","11","9"
"22302000","Bella Vista Way","100","Arroyo Way","Intersection","2012-11-21T13:25:46.000","Treatment","No",,"5998594.40353","2097018.87556","37.73793354280681","-122.44737142539883",,"POINT (-122.447371425381 37.737933556622)","72","72","9","8","41"
"27155000","10th Ave: Irving St Intersection","100","IRVING ST","Intersection","2019-08-01T07:43:51.000","Treatment","No",,"5993008.38063","2106625.42666","37.76398987503978","-122.46738323121596",,"POINT (-122.467383231189 37.763989888838)","109","109","10","11","14"
"27205000","Golden Gate Ave","100","Willard North St","Intersection","2012-11-07T15:45:16.000","Treatment","No",,"5996180.28772","2111233.48545","37.77682501195994","-122.45674590056339",,"POINT (-122.456745900553 37.776825025736)","12","12","8","4","18"
"21973000","Chenery St","100","Chilton Ave","Intersection","2010-08-23T08:32:38.000","Treatment","No",,"6001743.551","2095852.2456","37.734909697848316","-122.43639982172246",,"POINT (-122.436399821709 37.734909711686)","96","96","9","5","10"
"24113000","MISSION ST","100","21ST ST","Intersection","2012-09-21T09:12:27.000","Treatment","No",,"6006967.91255","2103802.72225","37.757035388256206","-122.41890102895564",,"POINT (-122.418901028939 37.757035402071)","53","53","3","2","20"
"23757000","20th St: Vermont St Intersection","100","VERMONT ST","Intersection","2020-01-29T10:46:31.000","Treatment","No",,"6011290.40224","2104633.55554","37.759559115043096","-122.40401060299662",,"POINT (-122.404010602973 37.759559128857)","54","54","2","9","26"
"21960000","FARNUM ST","100","MORELAND ST","Intersection","2004-09-24T15:28:22.000","Treatment","No",,"6002381.60528","2097491.36716","37.73944658221707","-122.43431099539174",,"POINT (-122.434310995369 37.739446596043)","96","96","9","5","10"
"26112000","Golding Ln: Corbett Ave Intersection","100","GOLDING LN","Intersection","2016-07-21T07:33:24.000","Treatment","No",,"5999804.73471","2102043.6081","37.75179934214505","-122.44354757714304",,"POINT (-122.443547577121 37.751799355944)","51","51","7","5","38"
"27690000","ORTEGA ST","100","35TH AVE","Intersection","2006-07-24T08:23:24.000","Treatment","No",,"5985368.11751","2102279.77898","37.75161389106156","-122.49348804543912",,"POINT (-122.493488045415 37.751613904861)","39","39","10","7","35"
"24580000","Rizal St: Lapu-Lapu St Intersection","100","RIZAL ST","Intersection","2013-01-30T09:13:10.000","Treatment","No",,"6012940.92961","2112854.55992","37.782224221262624","-122.39887920732988",,"POINT (-122.398879207336 37.782224235053)","32","32","1","10","34"
"23933000","06TH ST","100","SHIPLEY ST","Intersection","2002-06-02T00:00:00.000","Treatment","No",,"6011121.83456","2111378.20548","37.77806896793996","-122.40506850891356",,"POINT (-122.405068508891 37.778068981726)","32","32","1","10","34"
"27663000","25th Ave","100","Scenic Way","Intersection","2014-05-23T09:41:55.000","Treatment","No",,"5988008.06274","2115598.0094","37.78833613388818","-122.48533607345065",,"POINT (-122.485336073432 37.788336147658)","1","1","8","6","33"
"27075000","PARNASSUS AVE","100","05TH AVE","Intersection","2012-06-25T10:58:55.000","Treatment","No",,"5994580.45238","2105999.81131","37.762362728808576","-122.46190057260807",,"POINT (-122.461900572597 37.762362742607)","109","109","7","11","14"
"24463000","Golden Gate Ave: Polk St Intersection","100","POLK ST","Intersection","2018-10-17T18:02:39.000","Treatment","No",,"6007175.3306","2112612.179","37.781235753291504","-122.41880845044419",,"POINT (-122.418808450434 37.781235767061)","21","21","4","10","36"
"27135000","FUNSTON AVE","100","NORIEGA ST","Intersection","2000-02-15T00:00:00.000","Treatment","No",,"5992183.71697","2103526.00969","37.7554320487018","-122.4700097805606",,"POINT (-122.470009780557 37.7554320625)","44","44","10","8","14"
"24367000","15th St","100","Capp St","Intersection","2013-01-04T13:47:42.000","Treatment","No",,"6007088.49909","2107334.44548","37.76673946756786","-122.41873444875846",,"POINT (-122.418734448741 37.766739481354)","53","53","3","2","20"
"24729000","CALIFORNIA ST","100","MONTGOMERY ST","Intersection","2011-06-07T07:08:48.000","Treatment","No",,"6011896.35133","2116746.09795","37.79285120814738","-122.40276676963745",,"POINT (-122.402766769625 37.792851221905)","108","108","6","3","8"
"27278000","08th Ave: Balboa St Intersection","100","BALBOA ST","Intersection","2022-01-27T08:18:09.000","Treatment","No",,"5993464.2852","2111403.83916","37.77713643499735","-122.46615367618021",,"POINT (-122.466153676165 37.777136448768)","5","5","8","4","11"
"21479000","CONCORD ST","100","CROSS ST","Intersection","2008-07-11T14:47:26.000","Treatment","No",,"5999638.53681","2088061.8447","37.71339921612544","-122.44311825468156",,"POINT (-122.443118254689 37.713399229974)","58","58","9","1","7"
"27511000","Cabrillo St: 22nd Ave Intersection","100","CABRILLO ST","Intersection","2015-07-02T07:52:21.000","Treatment","No",,"5989122.16737","2110565.59063","37.77458336512521","-122.48111286386",,"POINT (-122.481112863838 37.774583378918)","8","8","8","4","29"
"24927000","JONES ST","100","STEVELOE PL","Intersection","2010-02-01T08:53:07.000","Treatment","No",,"6008918.56585","2114076.27515","37.78535380929773","-122.41288123973185",,"POINT (-122.412881239736 37.785353823061)","20","20","5","10","36"
"22933000","PORTOLA DR","100","SAN LEANDRO WAY","Intersection","2008-06-23T10:29:07.000","Treatment","No",,"5992260.00852","2096683.10302","37.736647590697025","-122.46924791074358",,"POINT (-122.46924791074 37.736647604529)","46","46","10","8","41"
"25492000","BLACK PL","100","UNION ST","Intersection","2001-09-15T00:00:00.000","Treatment","No",,"6007981.22248","2119256.67562","37.79952525457538","-122.41649125657072",,"POINT (-122.416491256544 37.799525268344)","107","107","6","6","32"
