"cnn","street_name","pci_score","from_street","to_street","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"24955000","TAYLOR ST","100","HOBART ALY","Intersection","2009-03-23T10:58:40.000","Treatment","No",,"6009248.77906","2115208.00127","37.78847978649669","-122.41181879590269",,"POINT (-122.411818795893 37.788479800271)","50","50","6","3","21"
"22384000","Cresta Vista Dr: Lulu Aly Intersection","100","LULU ALY","Intersection","2020-12-10T15:58:41.000","Treatment","No",,"5996861.63401","2096193.1029","37.73556700192811","-122.45330282826177",,"POINT (-122.453302828236 37.735567015766)","117","117","9","8","41"
"28005000","ALTA MAR WAY","100","SEAL ROCK DR","Intersection","2002-03-15T00:00:00.000","Treatment","No",,"5981432.11467","2112964.68627","37.78072052542776","-122.50789187817465",,"POINT (-122.50789187815 37.78072053921)","6","6","8","4","29"
"27229000","GEARY BLVD","100","PALM AVE","Intersection","2003-05-22T00:00:00.000","Treatment","No",,"5995929.24683","2112873.83943","37.7813145721709","-122.45773304371657",,"POINT (-122.457733043694 37.781314585958)","11","11","8","4","18"
"27544000","24TH AVE","100","CLEMENT ST","Intersection","2002-05-03T00:00:00.000","Treatment","No",,"5988402.45338","2113309.90798","37.782076625230985","-122.48380372751556",,"POINT (-122.48380372751 37.782076639001)","8","8","8","4","29"
"26745000","PIXLEY ST","100","WEBSTER ST","Intersection","1999-12-07T00:00:00.000","Treatment","No",,"6002879.71586","2119059.661","37.7986960891883","-122.43413018772685",,"POINT (-122.43413018773 37.798696102941)","15","15","4","6","13"
"23800000","02nd St: Townsend St Intersection","100","TOWNSEND ST","Intersection","2020-01-29T09:27:11.000","Treatment","No",,"6015342.20268","2112216.85831","37.78060674365787","-122.39052723371641",,"POINT (-122.390527233701 37.780606757443)","31","31","1","10","4"
"27279000","09th Ave","100","Fulton St","Intersection","2013-11-19T08:38:42.000","Treatment","No",,"5993204.72652","2110030.6657","37.773351091097574","-122.4669517104755",,"POINT (-122.466951710482 37.773351104895)","5","5","8","4","11"
"23141000","WEST PORTAL AVE","100","JUNIPERO SERRA BLVD \ SAINT FRANCIS BLVD \ SLOAT BLVD \ PORTOLA DR","Intersection","2010-09-25T09:10:56.000","Treatment","No",,"5991573.98108","2095990.71323","37.73470679718263","-122.4715693415642",,"POINT (-122.471569341549 37.734706811015)","46","46","10","8","41"
"25667000","Sanchez St: 22nd St Intersection","100","SANCHEZ ST","Intersection","2015-07-29T12:05:45.000","Treatment","No",,"6003753.97603","2103040.57485","37.754761217020395","-122.42996167531027",,"POINT (-122.429961675311 37.754761230818)","52","52","3","5","22"
"25395000","Greenwich St","100","Stockton St","Intersection","2014-08-19T06:55:52.000","Treatment","No",,"6010003.67896","2120226.78452","37.802302463594096","-122.40956130838977",,"POINT (-122.409561308363 37.802302477346)","106","106","6","3","23"
"25235000","ACORN ALY","100","LEAVENWORTH ST","Intersection","2000-03-10T00:00:00.000","Treatment","No",,"6008116.3142","2116346.44265","37.79154207164167","-122.4158176037909",,"POINT (-122.415817603791 37.79154208541)","16","16","6","3","21"
"23697000","24th St: Rhode Island St Intersection","100","RHODE ISLAND ST","Intersection","2019-03-12T15:38:09.000","Treatment","No",,"6011978.95135","2102337.67752","37.75329358493437","-122.40146788911056",,"POINT (-122.401467889098 37.753293598732)","54","54","2","9","26"
"27896000","39th Ave: Geary Blvd Intersection","100","GEARY BLVD","Intersection","2020-11-02T10:52:22.000","Treatment","No",,"5983779.96635","2112434.70756","37.77940341125403","-122.49973047245648",,"POINT (-122.499730472431 37.779403425041)","8","8","8","4","29"
"24952000","TAYLOR ST","100","POST ST","Intersection","2009-03-23T11:00:03.000","Treatment","No",,"6009278.80279","2114986.08963","37.787872155037604","-122.41169923207255",,"POINT (-122.411699232049 37.787872168823)","50","50","6","3","21"
"21400000","Italy Ave: Moscow St Intersection","100","MOSCOW ST","Intersection","2020-06-08T12:09:12.000","Treatment","No",,"6002772.72037","2088593.85319","37.71503820491637","-122.43232340005491",,"POINT (-122.432323400045 37.715038218771)","90","90","9","1","7"
"23722000","25TH ST","100","UTAH ST","Intersection","1999-08-26T00:00:00.000","Treatment","No",,"6010886.80496","2101811.17797","37.75178693439798","-122.40520770347557",,"POINT (-122.40520770346 37.751786948212)","54","54","3","9","20"
"26230000","PANORAMA DR","100","CLAIRVIEW CT","Intersection","2007-09-04T10:58:09.000","Treatment","No",,"5997634.78595","2102865.1877","37.753931201987456","-122.45111076047371",,"POINT (-122.451110760459 37.753931215797)","47","47","7","8","38"
"32990000","Globe Aly: Lansdale Ave Intersection","100","LANSDALE AVE","Intersection","2021-06-10T16:46:34.000","Treatment","No",,"5995505.11915","2096416.3818","37.73610222567182","-122.4580089397943",,"POINT (-122.458008939793 37.736102239487)","117","117","9","8","41"
"24685000","CALIFORNIA ST","100","SANSOME ST","Intersection","2011-06-07T07:08:13.000","Treatment","No",,"6012371.80463","2116812.57994","37.793060287042955","-122.40112634209775",,"POINT (-122.401126342078 37.793060300812)","108","108","6","3","8"
"26931000","Euclid Ave","100","Parker Ave","Intersection","2013-09-19T15:59:49.000","Treatment","No",,"5996849.99415","2113843.54395","37.784029975470126","-122.45461780307647",,"POINT (-122.454617803057 37.784029989235)","11","11","8","6","31"
"25180000","Olive St: Polk St Intersection","100","POLK ST","Intersection","2018-10-15T16:35:43.000","Treatment","No",,"6007013.03356","2113804.64317","37.78450083025743","-122.4194545430445",,"POINT (-122.419454543048 37.784500844032)","20","20","4","10","36"
"21943000","Chenery St","100","Brompton Ave","Intersection","2010-08-23T08:32:20.000","Treatment","No",,"6002228.54566","2095735.72671","37.73461731000936","-122.43471469795115",,"POINT (-122.434714697943 37.734617323841)","96","96","9","5","10"
"23917000","BRYANT ST","100","HARRIET ST","Intersection","2003-12-19T16:05:38.000","Treatment","No",,"6011679.19364","2110468.67508","37.77560274890651","-122.4030764010243",,"POINT (-122.403076400999 37.775602762687)","32","32","1","10","34"
"25768000","DOUGLASS ST","100","ELIZABETH ST","Intersection","2002-11-05T00:00:00.000","Treatment","No",,"6001249.21112","2102024.15149","37.75182819337361","-122.43855099765533",,"POINT (-122.438550997643 37.751828207172)","51","51","3","5","22"
"26598000","BUSH ST","100","WEBSTER ST","Intersection","2010-09-15T09:45:28.000","Treatment","No",,"6003462.84988","2114871.97977","37.78723086676261","-122.43181319432892",,"POINT (-122.431813194309 37.787230880527)","101","101","4","11","30"
"25668000","Hill St: Sanchez St Intersection","100","SANCHEZ ST","Intersection","2019-07-05T16:34:19.000","Treatment","No",,"6003737.88232","2103330.41315","37.755556133110446","-122.43003800626703",,"POINT (-122.430038006254 37.755556146925)","52","52","3","5","22"
"22598000","BRIGHT ST","100","SARGENT ST","Intersection","2000-07-20T00:00:00.000","Treatment","No",,"5993758.98955","2089180.96689","37.716135059812096","-122.46352103985838",,"POINT (-122.463521039863 37.71613507365)","65","65","10","1","24"
"21319000","COLERIDGE ST","100","VIRGINIA AVE","Intersection","1999-10-01T00:00:00.000","Treatment","No",,"6006431.24626","2098585.0804","37.74267870122669","-122.42038669670544",,"POINT (-122.420386696705 37.742678715052)","83","83","9","2","2"
"21947000","Diamond St","100","Surrey St","Intersection","2013-09-06T11:31:28.000","Treatment","No",,"6002331.06268","2096309.48258","37.73619853140887","-122.43440127077322",,"POINT (-122.434401270757 37.736198545224)","96","96","9","5","10"
"21873000","MIGUEL ST","100","BEMIS ST","Intersection","2008-02-19T09:05:45.000","Treatment","No",,"6003987.93915","2097049.92683","37.73832553307284","-122.42872553647827",,"POINT (-122.428725536457 37.738325546899)","59","59","9","5","10"
"20413000","PASADENA ST","100","VELASCO AVE","Intersection","1998-08-26T00:00:00.000","Treatment","No",,"6006730.23532","2086571.48939","37.70970882497952","-122.4185011912053",,"POINT (-122.418501191203 37.709708838834)","74","74","9","9","40"
"21769000","BRAZIL AVE","100","MISSION ST","Intersection","2001-05-30T00:00:00.000","Treatment","No",,"6002129.55997","2092119.56779","37.72468254074378","-122.43479841313805",,"POINT (-122.434798413123 37.724682554571)",,,"9","1","28"
"24155000","19th St","100","Lexington St","Intersection","2014-07-25T19:00:47.000","Treatment","No",,"6006482.90608","2104946.10866","37.76014753983322","-122.42065953404992",,"POINT (-122.420659534049 37.760147553642)","53","53","3","2","20"
"23959000","24th St","100","Florida St","Intersection","2013-05-06T13:34:06.000","Treatment","No",,"6009489.46383","2102186.40724","37.75273901103906","-122.41006640613993",,"POINT (-122.410066406129 37.752739024859)","53","53","3","2","20"
"11537000","Sanchez St","100","28th St","Valley St","2022-04-25T11:19:03.000","Treatment","Yes","Residential","6003957.46976","2099395.53109","37.744764299771745","-122.42899807256214","LINESTRING (-122.429036672289 37.745165387624, -122.428959473221 37.7443632395)",,,,,,
"20146000","Ingalls St: Thomas Ave Intersection","100","THOMAS AVE","Intersection","2019-07-09T09:52:15.000","Treatment","No",,"6016350.5654","2092758.19119","37.72723321433862","-122.3856822034932",,"POINT (-122.385682203467 37.727233228176)","86","86","2","9","1"
"33677000","Davenport Ln: Trumbull St Intersection","100","TRUMBULL ST","Intersection","2021-03-17T11:15:09.000","Treatment","No",,"6005318.50873","2094315.27535","37.73089200668924","-122.42393066865586",,"POINT (-122.423930668631 37.730892020527)","94","94","9","1","7"
"21335000","FAIR AVE","100","PETERS AVE","Intersection","1999-10-01T00:00:00.000","Treatment","No",,"6006767.04742","2099553.38647","37.74535636932476","-122.41929426538304",,"POINT (-122.41929426536 37.745356383145)","83","83","9","2","2"
"21734000","France Ave: London St Intersection","100","LONDON ST","Intersection","2015-08-21T11:06:41.000","Treatment","No",,"6001293.46083","2090303.92344","37.71964968672053","-122.43755873330085",,"POINT (-122.437558733275 37.71964970057)","90","90","9","1","7"
"30035000","Lombard St","100","Newell St","Intersection","2013-01-23T14:42:25.000","Treatment","No",,"6008833.8913","2120415.51195","37.80275504504529","-122.41362271447134",,"POINT (-122.413622714477 37.802755058808)","106","106","6","3","23"
"25949000","OAK ST","100","FILLMORE ST","Intersection","2004-09-24T15:35:53.000","Treatment","No",,"6003648.83816","2110039.45786","37.77397250735798","-122.4308247135991",,"POINT (-122.430824713586 37.77397252115)","26","26","4","11","9"
"23677000","17TH ST","100","TEXAS ST","Intersection","2012-05-14T13:46:47.000","Treatment","No",,"6013703.00898","2106634.80941","37.76518861910151","-122.39580677825079",,"POINT (-122.395806778254 37.765188632898)","54","54","1","9","26"
"26342000","Haight St: Masonic Ave Intersection","100","MASONIC AVE","Intersection","2021-03-17T10:09:13.000","Treatment","No",,"5999424.53418","2108756.70961","37.77021016106101","-122.44534498996424",,"POINT (-122.445344989965 37.770210174842)","25","25","7","11","3"
"20480000","Exeter St: Paul Ave Intersection","100","PAUL AVE","Intersection","2022-09-02T15:20:38.000","Treatment","No",,"6012657.24282","2091304.32812","37.72303614517335","-122.39834811450997",,"POINT (-122.398348114496 37.723036159)","86","86","2","9","1"
"23270000","23RD AVE","100","QUINTARA ST","Intersection","2001-07-02T00:00:00.000","Treatment","No",,"5989135.98307","2101049.77415","37.74845631038824","-122.48036841370711",,"POINT (-122.480368413685 37.748456324204)","39","39","10","7","35"
"25058000","Stark St","100","Stockton St","Intersection","2014-10-07T09:15:27.000","Treatment","No",,"6010256.62657","2118409.6342","37.7973271849841","-122.40855772277244",,"POINT (-122.408557722752 37.797327198747)","104","104","6","3","6"
"24061000","26TH ST","100","VIRGIL ST","Intersection","1997-10-21T00:00:00.000","Treatment","No",,"6007924.77547","2100931.73544","37.749206142040556","-122.41538858043326",,"POINT (-122.415388580406 37.749206155839)","53","53","3","2","20"
"2262000","Amherst St","82","Silver Ave","Silliman St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6007286.28365","2093400.9362","37.72849232587045","-122.41706296965309","LINESTRING (-122.417205989268 37.728840442128, -122.41691995134 37.728144237097)",,,,,,
"25524000","Bay St","100","Taylor St","Intersection","2013-07-30T14:38:49.000","Treatment","No",,"6008386.14084","2121394.21275","37.80541715868968","-122.41524148540404",,"POINT (-122.41524148539 37.805417172453)","99","99","6","3","23"
"25987000","DUBOCE AVE","100","STEINER ST","Intersection","2012-10-04T08:46:44.000","Treatment","No",,"6003398.3079","2108345.51116","37.76930714751782","-122.43157038076343",,"POINT (-122.431570380751 37.769307161315)","28","28","7","5","3"
"25704000","16TH ST","100","SPENCER ALY","Intersection","2007-03-29T11:00:18.000","Treatment","No",,"6005385.94384","2106646.64644","37.764754928932625","-122.42457437573638",,"POINT (-122.424574375738 37.764754942719)","37","37","3","5","20"
"25145000","HYDE ST","100","OFARRELL ST","Intersection","2002-04-03T00:00:00.000","Treatment","No",,"6007942.62238","2114104.31144","37.785375960890875","-122.41625970572993",,"POINT (-122.416259705731 37.785375974676)","20","20","5","10","36"
"22576000","Grafton Ave","100","Plymouth Ave","Intersection","2013-03-18T09:00:11.000","Treatment","No",,"5995925.03761","2090555.32468","37.72003328745414","-122.45613349790044",,"POINT (-122.456133497899 37.720033301303)","64","64","10","1","24"
"20493000","03RD ST","100","ARMSTRONG AVE","Intersection","2005-09-26T18:19:13.000","Treatment","No",,"6014067.91019","2092712.00305","37.726979818851454","-122.39357015697715",,"POINT (-122.393570156966 37.726979832688)","86","86","2","9","1"
"20764000","Elmira St","100","Silver Ave","Intersection","2014-12-11T16:59:25.000","Treatment","No",,"6011243.53698","2095204.11836","37.73366530542079","-122.40350927438931",,"POINT (-122.403509274366 37.733665319252)","87","87","2","9","1"
"21686000","Excelsior Ave: Madrid St Intersection","100","MADRID ST","Intersection","2021-03-17T10:43:42.000","Treatment","No",,"6003386.35048","2092109.1132","37.72472510874763","-122.43045310166022",,"POINT (-122.430453101648 37.724725122569)","90","90","9","1","7"
"22345000","AMETHYST WAY","100","TURQUOISE WAY","Intersection","2001-09-13T00:00:00.000","Treatment","No",,"5998806.37743","2099997.14116","37.74612325461653","-122.44685277610627",,"POINT (-122.446852776095 37.746123268432)","57","57","9","5","22"
"27486000","15TH AVE","100","GEARY BLVD","Intersection","2012-02-10T17:06:25.000","Treatment","No",,"5991228.57278","2112703.37731","37.78057536843185","-122.473982470168",,"POINT (-122.473982470174 37.780575382218)","5","5","8","4","29"
"27859000","34TH AVE","100","CLEMENT ST \ LEGION OF HONOR DR","Intersection","2002-05-03T00:00:00.000","Treatment","No",,"5985302.41267","2113193.94663","37.78157728135661","-122.49451975170791",,"POINT (-122.494519751692 37.781577295144)","8","8","8","4","17"
"20537000","WILLIAMS AVE","100","NEPTUNE ST","Intersection","2010-10-29T13:36:08.000","Treatment","No",,"6013046.65733","2093799.79341","37.72990986995283","-122.39717687777241",,"POINT (-122.397176877778 37.729909883789)","87","87","2","9","1"
"27772000","41ST AVE","100","LAWTON ST","Intersection","2004-08-02T15:53:58.000","Treatment","No",,"5983439.09516","2104256.62818","37.75692873714632","-122.50030488194946",,"POINT (-122.500304881953 37.756928750962)","39","39","10","7","35"
"23254000","30TH AVE","100","WAWONA ST","Intersection","2008-03-13T13:34:23.000","Treatment","No",,"5986993.22495","2096908.23584","37.736959995676116","-122.48747374697888",,"POINT (-122.487473746964 37.736960009509)","40","40","10","7","35"
"33604000","CIRCULAR AVE","100","STAPLES AVE","Intersection","1997-10-09T00:00:00.000","Treatment","No",,"5999908.44921","2093775.01638","37.72910166669496","-122.4425952967101",,"POINT (-122.442595296703 37.729101680538)","95","95","9","8","41"
"26470000","Fulton St: Shrader St Intersection","100","SHRADER ST","Intersection","2022-06-16T09:50:44.000","Treatment","No",,"5997247.61892","2110535.86002","37.77497074072037","-122.45300333060635",,"POINT (-122.453003330593 37.774970754502)","12","12","7","4","18"
"27846000","33rd Ave","100","Balboa St","Intersection","2014-07-25T19:00:48.000","Treatment","No",,"5985684.79526","2111121.94227","37.775910523243894","-122.4930442314489",,"POINT (-122.493044231424 37.775910537026)","8","8","8","4","29"
