"respnum","ccgid","term","strata","atype","airline","dest","gatenum","intdate","q1","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q3a","q4a","q4b","q4c","q5","q5avg","saq","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q6h","q6i","q6j","q6k","q6l","q6m","q6n","q7com1","q7com2","q7com3","q7a1","q7a2","q7a3","q8a","q8b","q8c","q8d","q8e","q8f","q8com1","q8com2","q8com3","q9","q9apos1","q9apos2","q9apos3","q9aneg1","q9aneg2","q9aneg3","q9antr1","q9antr2","q9antr3","q10","q11","q11a1","q11a2","q11a3","q12","q13a","q13b","q13_com","q13com1","q13com2","q13com3","q14","q14a","q14a1","q14a2","q14a3","q15","sfflag","country","q17","age","q18","q19","inc","mail","lang","destmark","destination","destgeo","weight","location_1"
"864","85","2","3","2","26","2","91","1","2","3","8",,,,,"8","11",,,,,"9","2","2","2","1","1","2","4","2","5","2","4","4","4","4","6","6","6","6","6","3","51","1",,,,,"5","6","6","6","6","5",,,,"4","1",,,,,,,,,"2",,,,,"3","1","3",,,,,"1",,"1",,,"1","15","62","5","49.5","1","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"865","87","2","3","2","26","2","91","1","2","3","8",,,,,"7","11",,,,,"9","2","2","2","2","2","2","4","4","4","3","4","3","5","5","4","6","4","6","6","4","51",,,,,,"4","6","4","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"1",,"3",,,"2","4","62","5","49.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"866","87","2","3","2","26","2","91","1","2","3","8",,,,,"2","11",,,,,"9","2","2","1","1","1","2","4","4","3","3","4","4","4","4","4","6","6","6","6","4","20",,,,,,"4","6","6","6","0","4",,,,"4",,,,,,,,,,"2",,,,,"7","3","4",,,,,"2",,,,,"2","4","62","6","59.5","1","3","125000","1","1","3","MINNEAPOLIS","3","0.636476",
"867","88","2","3","2","26","2","91","1","2","2","3","8",,,,"2","11",,,,,"9","2","2","2","3","4.5","2","3","4","4","4","4","3","3","3","2","6","3","4","4","3","50",,,,,,"5","6","5","3","5","4",,,,"5",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","3","29.5","1","4","175000","1","1","3","MINNEAPOLIS","3","0.636476",
"868","89","2","3","2","26","2","91","1","2","1","8",,,,,"9","11",,,,,"9","1","1","2","4","9.5","2","3","2","3","4","4","3","6","6","4","6","4","6","4","3","6","7",,,,,"4","6","4","4","4","4",,,,"3",,,,,,,"5",,,"2",,,,,"12","4","4",,,,,"2",,,,,"2","4","62","4","39.5","1","4","175000","1","1","3","MINNEAPOLIS","3","0.636476",
"869","90","2","3","2","26","2","91","1","2","2","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","4","4","4","4","4","4","4","4","1","4","4","4","4","4","51","20",,"51","52",,"4","4","4","4","4","4",,,,"5","1",,,,,,,,,"2",,,,,"4","4","5",,,,,"1",,"3",,,"1","16","62","5","49.5","2","3","125000","1","1","3","MINNEAPOLIS","3","0.636476",
"870","91","2","3","2","26","2","91","1","2","6","8",,,,,"9","11",,,,,"9","1","2","1","1","1","2","3","3","6","1","3","6","6","6","4","3","6","6","3","3",,,,,,,"3","6","6","4","4","3",,,,"3",,,,,,,,,,"2",,,,,"5","1","3",,,,,"1",,"3",,,"2","4","62","3","29.5","0","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"871","92","2","3","2","26","2","91","1","2","1","8",,,,,"1","11",,,,,"3","2","2","1","1","1","2","4","4","4","3","4","3","6","3","4","4","6","4","6","4","51","54",,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"14","3","3",,,,,"1",,"9",,,"4","3","62","4","39.5","2","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"872","854","2","2","3","4","3","101","7","2","3","2","8",,,,"13","11",,,,,"9","1","1","2","1","1","1","5","6","2","5","4","4","6","6","6","6","6","6","6","5",,,,"1","2",,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"14","5","5",,,,,"2",,,,,"4","3","62","7","75","2","2","75000","1","1","2","DUSSELDORF","6","0.636476",
"873","855","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","2","1","1","1","1","3","4","3","5","5","6","6","2","6","6","5","6","6","3","54",,,,,,"4","6","5","5","5","5",,,,"5",,,,,,,,,,"1","4","9",,,"5","5","1",,"11",,,"2",,,,,"2","4","21","7","75","2","3","125000","1","1","2","DUSSELDORF","6","0.636476",
"874","856","2","2","3","4","3","101","7","2","3","8",,,,,"2","11",,,,,"9","1","1","2","1","1","1","4","4","3","4","5","4","6","3","2","0","5","6","6","4","21","51","35",,,,"4","6","4","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","4","39.5","2","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"875","857","2","2","3","4","3","101","7","2","2","8",,,,,"6","11",,,,,"9","1","1","1","1","1","2","6","4","3","4","4","3","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","21","3","29.5","2","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"876","858","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","1","1","1","1","2","5","4","4","4","4","4","4","4","5","6","4","6","5","4",,,,,,,"3","6","4","4","4","3",,,,"3",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","21","3","29.5","2","4","175000","1","1","2","DUSSELDORF","6","0.636476",
"877","859","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","1","1","1","1","2","6","3","4","4","4","4","6","6","4","6","5","6","4","4",,,,,,,"4","6","4","4","4","4",,,,"3",,,,,,,,,,"2",,,,,"23","4","4",,,,,"2",,,,,"2","4","21","2","21","2","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"878","860","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","2","4","4","4","5","4","4","0","4","5","5","5","6","5","4",,,,,,,"4","6","4","4","6","4",,,,"4",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","21","6","59.5","1","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"879","861","2","2","3","4","3","101","7","2","2","8",,,,,"5","11",,,,,"9","2","1","1","1","1","2","3","3","2","2","3","2","3","3","6","6","3","6","6","3",,,,,,,"3","6","3","6","3","3",,,,"3",,,,,,,,,,"3",,,,,"5","3","4",,,,,"2",,,,,"2","4","21","4","39.5","2","0",,"1","1","2","DUSSELDORF","6","0.636476",
"880","862","2","2","3","4","3","101","7","2","7","8",,,,,"2","11",,,,,"9","1","1","1","3","4.5","2","3","3","4","5","5","4","3","3","5","5","5","5","5","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","4",,,,,"2",,,,,"1","5","0","4","39.5","2","3","125000","1","1","2","DUSSELDORF","6","0.636476",
"881","863","2","2","3","4","3","101","7","2","3","8",,,,,"6","11",,,,,"9","1","1","2","1","1","2","5","6","4","5","5","5","5","5","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"5","6","5",,,,,"2",,,,,"2","4","21","3","29.5","2","0",,"1","1","2","DUSSELDORF","6","0.636476",
"882","864","2","2","3","4","3","101","7","2","3","8",,,,,"2","11",,,,,"9","1","0","0","1","1","2","5","6","3","5","5","5","4","4","4","4","6","6","6","4",,,,,,,"5","4","6","6","6","5",,,,"4","7",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","5","0","4","39.5","2","0",,"1","1","2","DUSSELDORF","6","0.636476",
"883","865","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","2","1","1","1","2","3","3","4","5","5","4","4","4","5","5","5","6","5","4",,,,,,,"4","4","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","4","21","4","39.5","2","3","125000","1","1","2","DUSSELDORF","6","0.636476",
"884","866","2","2","3","4","3","101","7","2","2","8",,,,,"8","11",,,,,"9","1","1","2","1","1","2","4","6","3","5","5","5","4","4","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","3",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,"2",,,"2",,,,,"2","4","21","3","29.5","2","2","75000","1","1","2","DUSSELDORF","6","0.636476",
"885","867","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","2","2","1","1","2","6","6","6","3","4","4","4","4","4","6","4","6","4","3","28",,,,,,"4","6","4","4","6","1",,,,"3",,,,,,,"20",,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","21","3","29.5","1","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"886","868","2","2","3","4","3","101","7","2","2","3","8",,,,"6","11",,,,,"9","1","1","0","1","1","2","6","2","2","4","3","3","6","6","6","6","6","6","6","3","6","7",,,,,"4","6","6","6","6","2",,,,"4",,,,,,,,,,"2",,,,,"5","4","5",,,,,"1",,"12",,,"2","4","21","4","39.5","1","0",,"1","1","2","DUSSELDORF","6","0.636476",
"887","869","2","2","3","4","3","101","7","2","1","8",,,,,"2","11",,,,,"9","1","1","2","2","2","2","3","3","2","4","4","4","6","6","0","6","6","6","6","3","7",,,,,,"4","6","6","6","6","5",,,,"5","5",,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","21","2","21","1","0",,"1","1","2","DUSSELDORF","6","0.636476",
"888","870","2","2","3","4","3","101","7","2","4","8",,,,,"9","11",,,,,"9","1","2","2","1","1","2","3","6","6","5","5","4","6","6","4","6","5","6","5","4",,,,,,,"5","6","4","4","6","2",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","21","2","21","2","0",,"1","1","2","DUSSELDORF","6","0.636476",
"889","871","2","2","3","4","3","101","7","2","3","8",,,,,"9","11",,,,,"9","1","2","1","2","2","2","6","4","6","4","4","3","4","4","4","4","4","6","4","4",,,,,,,"5","4","5","3","4","3",,,,"4",,,,,,,,,,"2",,,,,"12","3","3",,,,,"2",,,,,"2","4","21","3","29.5","0","0",,"1","1","2","DUSSELDORF","6","0.636476",
"890","872","2","2","3","4","3","101","7","2","2","8",,,,,"8","11",,,,,"9","1","1","1","1","1","2","3","2","3","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"4","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","6","5",,,,,"2",,,,,"2","4","21","3","29.5","0","0",,"1","1","2","DUSSELDORF","6","0.636476",
"891","873","2","2","3","4","3","101","7","2","8",,,,,,"8","11",,,,,"9","1","1","2","1","1","2","2","6","0","4","4","4","6","6","6","6","6","6","6","3",,,,,,,"4","6","6","6","6","5",,,,"4",,,,,,,,,,"2",,,,,"3","4","0",,,,,"2",,,,,"2","4","21","3","29.5","2","2","75000","1","1","2","DUSSELDORF","6","0.636476",
"892","874","2","2","3","4","3","101","7","2","2","3","8",,,,"2","11",,,,,"9","1","1","1","1","1","2","6","6","3","2","4","3","6","6","3","3","6","6","6","3",,,,,,,"3","3","6","6","6","2",,,,"4",,,,,,,,,,"2",,,,,"5","2","5",,,,,"2",,,,,"2","4","21","3","29.5","1","2","75000","1","1","2","DUSSELDORF","6","0.636476",
"893","875","2","2","3","4","3","101","7","2","2","8",,,,,"6","11",,,,,"9","1","0","1","1","1","2","3","3","6","4","6","4","6","3","4","4","4","6","6","4",,,,,,,"5","6","4","6","4","5",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","5","0","3","29.5","1","0",,"1","1","2","DUSSELDORF","6","0.636476",
"894","876","2","2","3","4","3","101","7","2","3","8",,,,,"9","11",,,,,"9","1","2","1","3","4.5","2","6","4","3","3","3","3","3","3","4","4","6","6","2","4","30",,,,,,"3","4","6","4","3","3",,,,"3",,,,,,,,,,"2",,,,,"6","3","2",,,,,"2",,,,,"2","4","55","2","21","2","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"895","877","2","2","3","4","3","101","7","2","2","8",,,,,"2","11",,,,,"9","1","2","2","6","36","2","3","6","6","4","4","2","6","3","4","6","5","6","3","3",,,,,,,"4","6","3","4","6","3",,,,"3",,,,,,,"20",,,"2",,,,,"5","3","4",,,,,"2",,,,,"2","4","21","3","29.5","1","0",,"1","1","2","DUSSELDORF","6","0.636476",
"896","878","2","2","3","4","3","101","7","2","1","8",,,,,"9","11",,,,,"9","1","1","1","1","1","2","6","3","4","4","4","4","3","4","4","6","5","6","5","4",,,,,,,"5","6","5","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","21","4","39.5","1","0",,"1","1","2","DUSSELDORF","6","0.636476",
"897","879","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","2","6","3","3","4","5","5","4","4","4","6","5","6","5","4",,,,,,,"5","6","5","4","6","4",,,,"4","1",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","21","2","21","2","0",,"1","1","2","DUSSELDORF","6","0.636476",
"898","880","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","2","4","4","4","4","4","4","4","4","4","4","4","4","5","4",,,,,,,"4","4","4","4","6","3",,,,"4",,,,,,,,,,"2",,,,,"7","5","4",,,,,"2",,,,,"2","4","21","5","49.5","2","0",,"1","1","2","DUSSELDORF","6","0.636476",
"899","881","2","2","3","4","3","101","7","2","2","8",,,,,"4","11",,,,,"9","1","1","1","1","1","2","3","4","4","3","2","2","3","3","2","2","3","6","6","3",,,,,,,"4","3","6","6","4","5",,,,"4","5",,,,,,,,,"1","4","5",,,"5","4","2",,,,,"1",,"5",,,"2","4","3","2","21","1","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"900","882","2","2","3","4","3","101","7","2","2","8",,,,,"9","11",,,,,"9","1","2","1","1","1","2","3","3","3","4","4","5","3","3","4","3","5","6","4","4",,,,,,,"5","3","5","3","3","3",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","5","0","2","21","1","1","25000","1","1","2","DUSSELDORF","6","0.636476",
"901","802","2","2","1","28","3","94","7","1","1","8",,,,,"3","11",,,,,"9","2","1","2","2","2","1","6","3","6","5","5","4","6","4","6","6","6","6","6","4","77",,,,,,"5","6","6","6","6","5",,,,"4","1",,,,,,,,,"2",,,,,"11","6","6",,,,,"2",,,,,"3","4","62","3","29.5","1","2","75000","1","1","2","SEOUL","8","0.636476",
"902","803","2","2","1","28","3","94","7","1","1","8",,,,,"3","11",,,,,"9","2","1","1","2","2","1","6","5","5","5","5","5","6","5","6","6","6","6","6","5","6",,,,,,"5","6","6","6","5","5",,,,"5","1",,,,,,,,,"2",,,,,"11","6","6",,,,,"2",,,,,"3","4","32","4","39.5","1","2","75000","1","1","2","SEOUL","8","0.636476",
"903","804","2","2","1","28","3","94","7","2","3","8",,,,,"2","11",,,,,"9","2","1","2","3","4.5","1","6","6","3","4","4","6","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","0","3",,,,"4",,,,,,,,,,"2",,,,,"1","6","1",,,,,"2",,,,,"1","10","62","5","49.5","2","1","25000","1","1","2","SEOUL","8","0.636476",
"904","805","2","3","1","28","3","94","7","1","5","8",,,,,"3","11",,,,,"9","2","2","2","2","2","1","6","6","6","5","4","2","6","6","6","6","6","6","6","4","55",,,,,,"5","6","6","6","6","5",,,,"5","1",,,,,,,,,"1","4","8",,,"11","6","6",,,,,"2",,,,,"3","4","32","3","29.5","2","2","75000","1","1","2","SEOUL","8","0.636476",
"905","806","2","2","1","28","3","94","7","2","1","8",,,,,"12","11",,,,,"9","1","1","2","2","2","2","3","3","2","4","4","3","2","3","6","6","6","6","6","3",,,,,,,"3","6","6","6","6","3",,,,"3",,,,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"2","4","32","4","39.5","1","1","25000","1","1","2","SEOUL","8","0.636476",
"906","807","2","2","1","28","3","94","7","2","1","8",,,,,"4","11",,,,,"9","1","1","1","2","2","2","4","4","4","5","5","5","4","4","4","6","4","6","6","4",,,,,,,"5","6","4","6","4","5",,,,"4","1","9",,,,,,,,"2",,,,,"6","5","4",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75000","1","1","2","SEOUL","8","0.636476",
"907","808","2","2","1","28","3","94","7","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","4","6","3","4","4","4","4","4","6","6","6","6","6","4","73","70",,,,,"4","6","6","6","6","4",,,,"4","4",,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","3","62","3","29.5","1","1","25000","1","1","2","SEOUL","8","0.636476",
"908","809","2","2","1","28","3","94","7","1","2","8",,,,,"3","11",,,,,"9","2","2","2","2","2","2","5","3","3","4","4","4","6","6","6","6","4","6","4","4","40",,,,,,"5","6","5","4","4","2",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","3","29.5","2","2","75000","1","1","2","SEOUL","8","0.636476",
"909","810","2","2","1","28","3","94","7","1","1","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","5","4","4","5","5","5","6","6","6","6","6","6","6","4","6",,,,,,"5","6","6","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","52","5","49.5","1","2","75000","1","1","2","SEOUL","8","0.636476",
"910","811","2","2","1","28","3","94","7","1","2","8",,,,,"3","11",,,,,"9","3","3","3","1","1","2","6","6","6","6","6","6","6","6","6","6","6","6","6","6",,,,,,,"6","6","6","6","6","6",,,,"3",,,,,,,,,,"3",,,,,"11","6","6",,,,,"3",,,,,"3","4","32","3","29.5","1","1","25000","1","1","2","SEOUL","8","0.636476",
"911","812","2","2","1","28","3","94","7","1","3","8",,,,,"3","11",,,,,"9","2","1","2","1","1","2","4","4","4","3","4","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","3",,,,"5","4",,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","6","59.5","1","2","75000","1","1","2","SEOUL","8","0.636476",
"912","813","2","2","1","28","3","94","7","1","1","8",,,,,"3","11",,,,,"9","2","2","2","3","4.5","2","6","4","4","4","5","5","6","6","6","6","6","6","6","4","1","2",,,,,"5","5","5","5","5","5",,,,"5","5",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","2","21","1","2","75000","1","1","2","SEOUL","8","0.636476",
"913","814","2","2","1","28","3","94","7","1","1","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","3","6","4","4","4","4","6","3","6","6","6","6","6","3",,,,,,,"4","6","6","6","4","3",,,,"5","5",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","5","49.5","1","3","125000","1","1","2","SEOUL","8","0.636476",
"914","815","2","2","1","28","3","94","7","1","1","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","4","6","6","4","4","4","6","6","6","6","6","6","6","4","40",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","5","49.5","2","3","125000","1","1","2","SEOUL","8","0.636476",
"915","816","2","2","1","28","3","94","7","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","5","3","6","5","5","5","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5","4",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","5","49.5","1","2","75000","1","1","2","SEOUL","8","0.636476",
"916","817","2","2","1","28","3","94","7","1","3","8",,,,,"3","11",,,,,"9","2","1","1","2","2","2","3","3","4","2","3","4","2","4","3","3","3","3","3","4","5",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","3","29.5","1","2","75000","1","1","2","SEOUL","8","0.636476",
"917","818","2","2","1","28","3","94","7","1","2","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","3","3","3","6","4","6","6","6","4","6","4","6","6","4",,,,,,,"4","4","4","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","0",,,,,"2",,,,,"3","4","62","5","49.5","0","1","25000","1","1","2","SEOUL","8","0.636476",
"918","819","2","2","1","28","3","94","7","1","1","3","8",,,,"3","7","11",,,,"9","1","2","1","1","1","2","6","3","6","4","5","4","5","5","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","4","5",,,,,"2",,,,,"3","4","62","2","21","2","1","25000","1","1","2","SEOUL","8","0.636476",
"919","820","2","2","1","28","3","94","7","2","2","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","2","5","3","3","3","3","3","3","3","4","4","4","4","4","4",,,,,,,"4","4","4","4","4","4",,,,"5","1","6",,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"1","1","62","6","59.5","1","4","175000","1","1","2","SEOUL","8","0.636476",
"920","821","2","2","1","28","3","94","7","1","3","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","4","6","3","4","5","5","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"1","3",,,,"11","5","6",,,,,"2",,,,,"3","3","62","2","21","2","1","25000","1","1","2","SEOUL","8","0.636476",
"921","822","2","2","1","28","3","94","7","1","3","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","5","5","5","4","5","5","5","5","6","6","6","6","6","5","51","20",,,,,"5","6","6","6","5","5",,,,"4","8",,,,,,,,,"2",,,,,"11","3","6",,,,,"1",,"9","3",,"3","4","32","3","29.5","2","2","75000","1","1","2","SEOUL","8","0.636476",
"922","823","2","2","1","28","3","94","7","1","3","8",,,,,"3","11",,,,,"9","0","1","0","1","1","2","3","3","3","3","4","3","3","3","0","0","0","0","0","3",,,,,,,"4","3","3","3","3","4",,,,"3",,,,,,,,,,"3",,,,,"11","3","3",,,,,"2",,,,,"3","4","32","3","29.5","2","0",,"1","1","2","SEOUL","8","0.636476",
"923","824","2","2","1","28","3","94","7","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","3","3","4","3","3","3","3","3","6","6","6","6","6","3",,,,,,,"4","6","6","6","3","3",,,,"3",,,,,,,"6",,,"2",,,,,"11","6","6",,,,,"2",,,,,"3","4","62","3","29.5","1","1","25000","1","1","2","SEOUL","8","0.636476",
"924","825","2","2","1","28","3","94","7","2","2","8",,,,,"1","11",,,,,"4","1","1","1","3","4.5","2","4","3","0","4","3","3","6","6","4","4","6","6","3","4","90","2",,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"7","4","3",,,,,"2",,,,,"1","13","62","7","75","1","2","75000","1","1","2","SEOUL","8","0.636476",
"925","826","2","2","1","28","3","94","7","1","2","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","4","3","4","5","5","5","6","6","6","6","6","6","6","0",,,,,,,"6","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","4","39.5","2","2","75000","1","1","2","SEOUL","8","0.636476",
"926","827","2","2","1","28","3","94","7","1","1","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4",,,,,,,"4","4","4","4","4","4",,,,"3",,,,,,,,,,"2",,,,,"11","3","3",,,,,"2",,,,,"3","4","62","2","21","2","1","25000","1","1","2","SEOUL","8","0.636476",
"927","828","2","2","1","28","3","94","7","1","2","8",,,,,"3","11",,,,,"9","1","1","1","1","1","2","4","4","4","3","4","3","4","3","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","3","4",,,,,"2",,,,,"3","4","62","4","39.5","2","2","75000","1","1","2","SEOUL","8","0.636476",
"928","770","2","2","1","30","1","3","6","2","6","8",,,,,"1","11",,,,,"3","1","2","2","1","1","1","4","4","6","2","4","6","6","2","6","6","6","5","6","4",,,,,,,"5","6","6","6","4","6",,,,"4",,,,,,,,,,"2",,,,,"9","3","5",,"11",,,"1",,"14",,,"1","15","62","7","75","2","1","25000","1","1","2","SAN DIEGO","1","0.636476",
"929","771","2","2","1","30","1","3","6","2","2","8",,,,,"6","11",,,,,"9","2","1","2","3","4.5","1","5","6","4","4","4","3","6","6","6","6","6","6","6","5",,,,,,,"4","6","6","6","6","4",,,,"4","5",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","3","62","6","59.5","1","3","125000","1","1","2","SAN DIEGO","1","0.636476",
"930","772","2","2","1","30","1","3","6","2","4","8",,,,,"2","11",,,,,"9","2","1","2","3","4.5","1","6","5","5","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","2","21","2","0",,"1","1","2","SAN DIEGO","1","0.636476",
"931","773","2","2","1","30","1","3","6","2","2","8",,,,,"1","11",,,,,"3","1","1","2","3","4.5","1","5","3","2","5","5","5","6","6","4","2","6","1","6","4","37",,,,,,"5","6","6","6","5","3",,,,"5",,,,,,,,,,"3",,,,,"2","5","4",,,,,"2",,,,,"1","1","62","3","29.5","2","4","175000","1","1","2","SAN DIEGO","1","0.636476",
"932","774","2","2","1","30","1","3","6","2","2","8",,,,,"9","11",,,,,"9","2","2","2","1","1","1","6","6","6","1","5","4","6","6","4","6","4","6","5","4",,,,,,,"5","6","5","4","6","3",,,,"5",,,,,,,,,,"2",,,,,"3","2","5",,"7",,,"2",,,,,"2","3","62","7","75","1","2","75000","1","1","2","SAN DIEGO","1","0.636476",
"933","775","2","2","1","30","1","3","6","2","3","8",,,,,"2","11",,,,,"9","0","1","1","1","1","2","4","3","3","3","3","3","0","0","2","6","4","6","6","5",,,,,,,"5","6","4","6","4","5",,,,"5","1","2",,,,,,,,"2",,,,,"12","5","4",,,,,"2",,,,,"4","3","62","2","21","1","0",,"1","1","2","SAN DIEGO","1","0.636476",
