"address","city","scheduled_completion_date","qty","description","state","zip","location"
"1563 SOLITUDE LN","RICHMOND","2020-01-03T00:00:00.000","3",,"CA","94804","POINT (-122.268528 37.963081)"
"5539 DEER RUN DR","RICHMOND","2018-10-18T00:00:00.000","3",,"CA","94804","POINT (-122.253188 37.962287)"
"4382 NELSON DR","RICHMOND","2020-11-18T00:00:00.000","3",,"CA","94804","POINT (-122.298458 37.970427)"
"719 ALAMO AVE","RICHMOND","2018-12-14T00:00:00.000","3",,"CA","94804","POINT (-122.361911 37.95336)"
"239 ANGELS BAY CT","RICHMOND","2020-10-15T00:00:00.000","1",,"CA","94804","POINT (-122.376669 37.909757)"
"3118 MOYERS RD","RICHMOND","2015-01-29T00:00:00.000","2",,"CA","94804","POINT (-122.322745 37.975582)"
"9 POWDER BOWL CT","RICHMOND","2019-10-04T00:00:00.000","1",,"CA","94804","POINT (-122.274242 37.969381)"
"6200 SANTA CRUZ AVE","RICHMOND","2020-02-13T00:00:00.000","1",,"CA","94804","POINT (-122.307828 37.908864)"
"3822 PAINTED PONY RD","RICHMOND","2018-10-26T00:00:00.000","3",,"CA","94804","POINT (-122.274672 37.977185)"
"2208 DUNN AVE","RICHMOND","2021-03-04T00:00:00.000","2",,"CA","94804","POINT (-122.348252 37.948834)"
"2716 CHANSLOR AVE","RICHMOND","2018-05-11T00:00:00.000","2",,"CA","94804","POINT (-122.342983 37.931828)"
"2912 WISWALL DR","RICHMOND","2015-04-10T00:00:00.000","3",,"CA","94804","POINT (-122.321224 37.972453)"
"5641 FRESNO AVE","RICHMOND","2017-03-16T00:00:00.000","3",,"CA","94804","POINT (-122.309997 37.904766)"
"5024 MOZART DR","RICHMOND","2021-01-06T00:00:00.000","1",,"CA","94804","POINT (-122.314902 37.966388)"
"918 LINCOLN AVE","RICHMOND","2017-12-21T00:00:00.000","3",,"CA","94804","POINT (-122.360268 37.946126)"
"1030 26TH ST","RICHMOND","2016-01-07T00:00:00.000","3",,"CA","94804","POINT (-122.343154 37.947578)"
"2777 JO ANN DR","RICHMOND","2017-06-23T00:00:00.000","3",,"CA","94804","POINT (-122.327321 37.970318)"
"2227 SAN MATEO ST","RICHMOND","2015-07-03T00:00:00.000","3",,"CA","94804","POINT (-122.312304 37.906458)"
"4095 MOZART DR","RICHMOND","2016-01-07T00:00:00.000","3",,"CA","94804","POINT (-122.314679 37.967427)"
"926 37TH ST","RICHMOND","2021-05-20T00:00:00.000","3",,"CA","94804","POINT (-122.331925 37.945736)"
"3701 PAINTED PONY RD","RICHMOND","2015-10-02T00:00:00.000","2",,"CA","94804","POINT (-122.27982 37.972247)"
"638 31ST ST","RICHMOND","2019-01-24T00:00:00.000","3",,"CA","94804","POINT (-122.338229 37.94026)"
"5224 MACDONALD AVE","RICHMOND","2020-02-12T00:00:00.000","2",,"CA","94804","POINT (-122.320404 37.93168)"
"4017 COLEMAN CIR","RICHMOND","2016-07-29T00:00:00.000","1",,"CA","94804","POINT (-122.341232 37.988288)"
"2857 GONZAGA AVE","RICHMOND","2017-04-06T00:00:00.000","3",,"CA","94804","POINT (-122.331523 37.968324)"
"2504 MARICOPA AVE","RICHMOND","2018-09-20T00:00:00.000","3",,"CA","94804","POINT (-122.344295 37.950588)"
"5124 RAIN CLOUD DR","RICHMOND","2020-09-03T00:00:00.000","3",,"CA","94804","POINT (-122.271856 37.964383)"
"5126 ESMOND AVE","RICHMOND","2017-01-06T00:00:00.000","3",,"CA","94804","POINT (-122.327239 37.946321)"
"999 31ST ST","RICHMOND","2018-03-22T00:00:00.000","3",,"CA","94804","POINT (-122.337162 37.946883)"
"2537 CHANSLOR AVE","RICHMOND","2016-12-15T00:00:00.000","3",,"CA","94804","POINT (-122.345079 37.931823)"
"4429 FLORIDA AVE","RICHMOND","2017-06-08T00:00:00.000","3",,"CA","94804","POINT (-122.327542 37.929331)"
"2566 MOYERS RD","RICHMOND","2020-01-29T00:00:00.000","3",,"CA","94804","POINT (-122.329218 37.967748)"
"505 DEER PARK DR","RICHMOND","2020-05-28T00:00:00.000","1",,"CA","94804","POINT (-122.339855 37.990459)"
"5505 SIERRA AVE","RICHMOND","2019-11-22T00:00:00.000","1",,"CA","94804","POINT (-122.320475 37.940544)"
"226 S 18TH ST","RICHMOND","2017-10-27T00:00:00.000","2",,"CA","94804","POINT (-122.352163 37.928823)"
"718 LEGENDS PL","RICHMOND","2021-07-29T00:00:00.000","3",,"CA","94804","POINT (-122.338168 37.991689)"
"5016 SWEETWOOD DR","RICHMOND","2017-08-07T00:00:00.000","0",,"CA","94804","POINT (-122.285161 37.96866)"
"665 AMADOR ST","RICHMOND","2020-03-18T00:00:00.000","3",,"CA","94804","POINT (-122.321893 37.94065)"
"5230 FLEMING AVE","RICHMOND","2019-04-18T00:00:00.000","3",,"CA","94804","POINT (-122.320344 37.917061)"
"220 S 20TH ST","RICHMOND","2014-11-06T00:00:00.000","3",,"CA","94804","POINT (-122.350378 37.92898)"
"626 OCEAN AVE","RICHMOND","2015-08-07T00:00:00.000","3",,"CA","94804","POINT (-122.393487 37.927862)"
"507 SEA VIEW DR","RICHMOND","2018-07-27T00:00:00.000","2",,"CA","94804","POINT (-122.37348 37.910296)"
"6288 TAFT AVE","RICHMOND","2017-10-12T00:00:00.000","2",,"CA","94804","POINT (-122.312488 37.943691)"
"360 S 6TH ST","RICHMOND","2019-03-07T00:00:00.000","3",,"CA","94804","POINT (-122.363976 37.926813)"
"3622 SKYPARK PL","RICHMOND","2021-05-26T00:00:00.000","3",,"CA","94804","POINT (-122.342981 37.989112)"
"727 39TH ST","RICHMOND","2018-12-13T00:00:00.000","2",,"CA","94804","POINT (-122.330515 37.941864)"
"640 STEGE AVE","RICHMOND","2020-02-12T00:00:00.000","3",,"CA","94804","POINT (-122.334252 37.923342)"
"2830 GARVIN AVE","RICHMOND","2018-04-12T00:00:00.000","2",,"CA","94804","POINT (-122.340144 37.94365)"
"512 ECHO HAWK CT","RICHMOND","2016-03-24T00:00:00.000","2",,"CA","94804","POINT (-122.27455 37.962681)"
"2552 MOYERS RD","RICHMOND","2017-06-09T00:00:00.000","1",,"CA","94804","POINT (-122.329803 37.967502)"
"2880 ESMOND AVE","RICHMOND","2018-12-21T00:00:00.000","3",,"CA","94804","POINT (-122.339105 37.945165)"
"4904 BUCKBOARD WAY","RICHMOND","2017-10-05T00:00:00.000","3",,"CA","94804","POINT (-122.250983 37.964663)"
"5901 ORCHARD AVE","RICHMOND","2021-06-16T00:00:00.000","2",,"CA","94804","POINT (-122.313356 37.913389)"
"3315 HUMPHREY AVE","RICHMOND","2018-03-16T00:00:00.000","1",,"CA","94804","POINT (-122.335027 37.948524)"
"4516 BERK AVE","RICHMOND","2021-05-06T00:00:00.000","3",,"CA","94804","POINT (-122.326655 37.922698)"
"140 6TH ST","RICHMOND","2016-11-17T00:00:00.000","1",,"CA","94804","POINT (-122.36375 37.933191)"
"623 9TH ST","RICHMOND","2017-08-11T00:00:00.000","0",,"CA","94804","POINT (-122.360863 37.940813)"
"6026 PLUMAS AVE","RICHMOND","2018-08-16T00:00:00.000","1",,"CA","94804","POINT (-122.309663 37.909638)"
"5733 FRESNO AVE","RICHMOND","2016-10-28T00:00:00.000","0",,"CA","94804","POINT (-122.309293 37.905065)"
"2919 MARICOPA AVE","RICHMOND","2017-04-27T00:00:00.000","1",,"CA","94804","POINT (-122.338316 37.950604)"
"4741 ARNO CT","RICHMOND","2015-02-27T00:00:00.000","3",,"CA","94804","POINT (-122.324453 37.92047)"
"639 33RD ST","RICHMOND","2016-03-03T00:00:00.000","3",,"CA","94804","POINT (-122.336537 37.939937)"
"146 S 3RD ST","RICHMOND","2015-05-01T00:00:00.000","3",,"CA","94804","POINT (-122.366965 37.929966)"
"346 S 47TH ST","RICHMOND","2018-11-01T00:00:00.000","3",,"CA","94804","POINT (-122.325392 37.926928)"
"3955 CENTER AVE","RICHMOND","2014-12-24T00:00:00.000","2",,"CA","94804","POINT (-122.33157 37.930182)"
"921 VENTURA ST","RICHMOND","2018-06-22T00:00:00.000","2",,"CA","94804","POINT (-122.327098 37.946765)"
"2359 CLINTON AVE","RICHMOND","2021-08-05T00:00:00.000","2",,"CA","94804","POINT (-122.346167 37.942244)"
"1738 SHASTA ST","RICHMOND","2014-11-28T00:00:00.000","1",,"CA","94804","POINT (-122.311056 37.910363)"
"268 S 46TH ST","RICHMOND","2015-10-15T00:00:00.000","3",,"CA","94804","POINT (-122.326355 37.928367)"
"2849 LOYOLA AVE","RICHMOND","2018-03-01T00:00:00.000","1",,"CA","94804","POINT (-122.332258 37.968784)"
"1404 GARVIN AVE","RICHMOND","2021-04-22T00:00:00.000","2",,"CA","94804","POINT (-122.356224 37.943826)"
"314 WASHINGTON AVE","RICHMOND","2017-01-13T00:00:00.000","1",,"CA","94804","POINT (-122.387044 37.925402)"
"626 16TH ST","RICHMOND","2015-11-12T00:00:00.000","3",,"CA","94804","POINT (-122.35445 37.940969)"
"2944 MOYERS RD","RICHMOND","2014-12-11T00:00:00.000","1",,"CA","94804","POINT (-122.324395 37.973591)"
"2623 MOYERS RD","RICHMOND","2015-07-14T00:00:00.000","1",,"CA","94804","POINT (-122.327887 37.968166)"
"418 WOOD GLEN DR","RICHMOND","2017-03-23T00:00:00.000","3",,"CA","94804","POINT (-122.347502 37.984553)"
"535 41ST ST","RICHMOND","2017-10-20T00:00:00.000","3",,"CA","94804","POINT (-122.329996 37.936728)"
"4055 MINUET CIR","RICHMOND","2020-12-19T00:00:00.000","2",,"CA","94804","POINT (-122.31563 37.966766)"
"1663 SANTA CLARA ST","RICHMOND","2021-09-29T00:00:00.000","1",,"CA","94804","POINT (-122.313546 37.911132)"
"621 SUMMER LN","RICHMOND","2019-12-11T00:00:00.000","3",,"CA","94804","POINT (-122.333275 37.980984)"
"1825 MENDOCINO ST","RICHMOND","2018-07-13T00:00:00.000","2",,"CA","94804","POINT (-122.310116 37.91041)"
"3113 ASCOT CT","RICHMOND","2020-07-29T00:00:00.000","3",,"CA","94804","POINT (-122.332022 37.969892)"
"3058 SYLVIA CT","RICHMOND","2019-09-12T00:00:00.000","3",,"CA","94804","POINT (-122.291596 37.965642)"
"319 JOAN VISTA ST","EL SOBRANTE","2020-05-19T00:00:00.000","1",,"CA","94804","POINT (-122.294072 37.975591)"
"4310 CENTER AVE","RICHMOND","2020-08-13T00:00:00.000","1",,"CA","94804","POINT (-122.328597 37.929944)"
"522 HAYES ST","RICHMOND","2017-06-22T00:00:00.000","2",,"CA","94804","POINT (-122.346543 37.938885)"
"2601 MAINE AVE","RICHMOND","2015-10-16T00:00:00.000","2",,"CA","94804","POINT (-122.344563 37.927987)"
"1501 NEVIN PLZ","RICHMOND","2021-01-27T00:00:00.000","3",,"CA","94804","POINT (-122.355141 37.93684)"
"716 11TH ST","RICHMOND","2019-09-19T00:00:00.000","3",,"CA","94804","POINT (-122.359022 37.942685)"
"2420 CARLSON BLVD","RICHMOND","2017-02-09T00:00:00.000","3",,"CA","94804","POINT (-122.307828 37.906748)"
"2349 ANDRADE AVE","RICHMOND","2016-02-04T00:00:00.000","3",,"CA","94804","POINT (-122.346198 37.947766)"
"1746 DUNN AVE","RICHMOND","2015-04-21T00:00:00.000","3",,"CA","94804","POINT (-122.352688 37.948837)"
"752 MCLAUGHLIN ST","RICHMOND","2014-12-19T00:00:00.000","2",,"CA","94804","POINT (-122.327302 37.942519)"
