"socrata_entity_number","home_cost_center","home_cost_center_description","cost_center","employment_status","union_name","age_range","gender","ethnic_code_description","title","current_hire_date","date_terminated","longevity_range","total_wages","total_benefits","total_taxes","total_cost","date","regular_pay","premium_pay"
"4262","420000","PW - BUREAU OF ADMINISTRATION","PW-NorthEast Park Div","Full-time","PJCBC","50-59 years old","Female","Black or African-American","Laborer","1994-04-25T00:00:00.000","2015-10-01T23:59:00.000","26-30 years with the City","44895.15","600.19",,"45495.34","2020","44631.09","264.06"
"4262","420000","PW - BUREAU OF ADMINISTRATION","PW-NorthEast Park Div","Full-time","PJCBC","50-59 years old","Female","Black or African American","Laborer","1994-04-25T00:00:00.000",,"26-30 years with the City","37354.13","13717.20",,"51071.33","2021","37354.13","0.00"
"4266","230000","PS - POLICE BUREAU","Police Administration","Full-time","Non-Union","50-59 years old","Female","White","Administrative Specialist-PP","1988-09-19T00:00:00.000",,"26-30 years with the City","37705.23","19014.00","2566.80","59286.03","2017",,
"4266","230000","PS - POLICE BUREAU","Police Administration","Full-time","Non-Union","50-59 years old","Female","White","Administrative Specialist-PP","1988-09-19T00:00:00.000",,"26-30 years with the City","38368.11","20307.92","2566.80","61242.83","2018",,
"4266","230000","PS - POLICE BUREAU","Police Administration","Full-time","Non-Union","50-59 years old","Female","White","Administrative Specialist-PP","1988-09-19T00:00:00.000",,"31-35 years with the City","36794.64","20314.29","2426.27","59535.20","2019",,
"4266","230000","PS - POLICE BUREAU","Police Administration","Full-time","Non Union","50-59 years old","Female","White","Administrative Specialist-PP","1988-09-19T00:00:00.000",,"31-35 years with the City","40823.18","21676.31",,"62499.49","2020","39664.92","1158.26"
"4266","230000","PS - POLICE BUREAU","Police Administration","Full-time","Non Union","50-59 years old","Female","White","Administrative Specialist-PP","1988-09-19T00:00:00.000",,"31-35 years with the City","39065.90","24927.40",,"63993.30","2021","39065.90","0.00"
"4304","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division-Admin","Full-time","AFSCME Local 2037","60-69 years old","Male","White","Foreman-SH","2005-02-28T00:00:00.000",,"11-15 years with the City","48141.79","19669.68","3424.34","71235.81","2017",,
"4304","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division-Admin","Full-time","AFSCME Local 2037","60-69 years old","Male","White","Foreman-SH","2005-02-28T00:00:00.000",,"11-15 years with the City","49103.32","20782.52","3424.34","73310.18","2018",,
"4304","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division-Admin","Full-time","AFSCME Local 2037","60-69 years old","Male","White","Foreman-SH","2005-02-28T00:00:00.000","2019-10-31T00:00:00.000","11-15 years with the City","50354.26","15967.32","3620.90","69942.48","2019",,
"4308","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","40-49 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"21-25 years with the City","86357.10","10203.16","1211.04","97771.30","2017",,
"4308","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","40-49 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"21-25 years with the City","86509.15","10880.62","1211.04","98600.81","2018",,
"4308","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","40-49 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"26-30 years with the City","99718.70","10427.53","1404.39","111550.62","2019",,
"4308","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","40-49 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000",,"26-30 years with the City","112418.62","11512.98",,"123931.60","2020","91101.00","21317.62"
"4308","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","40-49 years old","Male","White","Police Officer/Detective","1993-02-15T00:00:00.000","2021-07-21T23:59:00.000","26-30 years with the City","91433.69","7814.23",,"99247.92","2021","78779.48","12654.21"
"4318","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","60-69 years old","Female","Black or African-American","Master Police Officer","1978-07-17T00:00:00.000",,"36-40 years with the City","152862.73","5209.18","0.00","158071.91","2017",,
"4318","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","60-69 years old","Female","Black or African-American","Master Police Officer","1978-07-17T00:00:00.000",,"36-40 years with the City","157156.59","5557.00","0.00","162713.59","2018",,
"4318","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","60-69 years old","Female","Black or African-American","Master Police Officer","1978-07-17T00:00:00.000",,"41-45 years with the City","149561.29","5100.79","0.00","154662.08","2019",,
"4318","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","60-69 years old","Female","Black or African-American","Master Police Officer","1978-07-17T00:00:00.000",,"41-45 years with the City","157741.98","5791.03",,"163533.01","2020","142607.15","15134.83"
"4318","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","60-69 years old","Female","Black or African American","Master Police Officer","1978-07-17T00:00:00.000",,"41-45 years with the City","171628.03","6394.40",,"178022.43","2021","155895.69","15732.34"
"4368","1250000180","CDBG PERSONNEL","City Planning-CDCPS","Full-time","Non-Union","40-49 years old","Female","White","CDBG Fisc & Cont Supr","1998-09-08T00:00:00.000",,"16-20 years with the City","66819.27","26.10","5117.87","71963.24","2017",,
"4368","1250000180","CDBG PERSONNEL","City Planning-CDCPS","Full-time","Non-Union","40-49 years old","Female","White","CDBG Fisc & Cont Supr","1998-09-08T00:00:00.000",,"16-20 years with the City","68157.10","28.42","5117.87","73303.39","2018",,
"4368","1200000019","CDBG PERSONNEL","Management & Budget","Full-time","Non-Union","40-49 years old","Female","White","CDBG Fisc & Cont Supr","1998-09-08T00:00:00.000",,"21-25 years with the City","66927.36","29.57","5027.99","71984.92","2019",,
"4368","110000","CITY PLANNING","City Planning-CDCPS","Full-time","Non Union","40-49 years old","Female","White","CDBG Fisc & Cont Supr","1998-09-08T00:00:00.000","2020-01-03T23:59:00.000","21-25 years with the City","18532.17","0.00",,"18532.17","2020","18532.17","0.00"
"4510","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1983-11-14T00:00:00.000",,"31-35 years with the City","89570.06","6367.44","7614.53","103552.03","2017",,
"4510","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1983-11-14T00:00:00.000",,"31-35 years with the City","101174.07","6736.84","7614.53","115525.44","2018",,
"4510","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1983-11-14T00:00:00.000",,"36-40 years with the City","128485.22","6852.99","9705.84","145044.05","2019",,
"4510","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1983-11-14T00:00:00.000",,"36-40 years with the City","170234.72","8100.32",,"178335.04","2020","98834.64","71400.08"
"4510","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1983-11-14T00:00:00.000",,"36-40 years with the City","142672.66","8792.03",,"151464.69","2021","105889.97","36782.69"
"4534","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1989-09-25T00:00:00.000","2018-06-08T00:00:00.000","26-30 years with the City","131634.50","15356.72","1567.75","148558.97","2017",,
"4534","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1989-09-25T00:00:00.000","2018-06-08T00:00:00.000","26-30 years with the City","110309.69","8188.10","1567.75","120065.54","2018",,
"4534","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1989-09-25T00:00:00.000","2018-06-08T23:59:00.000","31-35 years with the City","2934.86","0.00",,"2934.86","2020","2934.86","0.00"
"4534","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1989-09-25T00:00:00.000","2018-06-08T23:59:00.000","31-35 years with the City","622.30","0.00",,"622.30","2021","622.30","0.00"
"4626","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","40-49 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"21-25 years with the City","135193.21","15324.04","1686.29","152203.54","2017",,
"4626","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","40-49 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"21-25 years with the City","121093.05","16341.54","1686.29","139120.88","2018",,
"4626","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","40-49 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"26-30 years with the City","113811.49","15661.18","1583.61","131056.28","2019",,
"4626","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"26-30 years with the City","133376.38","17311.69",,"150688.07","2020","110848.99","22527.39"
"4626","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"26-30 years with the City","123426.22","19063.60",,"142489.82","2021","106296.62","17129.60"
"4640","250000","PS - FIRE BUREAU","Fire Engine Co. 31","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1997-07-07T00:00:00.000",,"21-25 years with the City","96434.43","5663.28","1449.32","103547.03","2017",,
"4640","250000","PS - FIRE BUREAU","Fire Engine Co. 31","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1997-07-07T00:00:00.000",,"21-25 years with the City","101097.50","6048.20","1449.32","108595.02","2018",,
"4640","250000","PS - FIRE BUREAU","Fire Engine Co. 31","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1997-07-07T00:00:00.000",,"21-25 years with the City","57728.61","3143.40","827.76","61699.77","2019",,
"4640","250000","PS - FIRE BUREAU","Fire Engine Co. 31","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1997-07-07T00:00:00.000",,"21-25 years with the City","130267.80","6110.22",,"136378.02","2020","125267.80","5000.00"
"4640","250000","PS - FIRE BUREAU","Fire Engine Co. 31","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1997-07-07T00:00:00.000",,"21-25 years with the City","166540.17","5891.76",,"172431.93","2021","160540.17","6000.00"
"4716","250000","PS - FIRE BUREAU","Fire Engine Co. 6","Full-time","Fire","40-49 years old","Male","White","Fire Captain","1999-08-09T00:00:00.000",,"16-20 years with the City","79550.49","18006.96","1130.10","98687.55","2017",,
"4716","250000","PS - FIRE BUREAU","Fire Engine Co. 6","Full-time","Fire","40-49 years old","Male","White","Fire Captain","1999-08-09T00:00:00.000",,"16-20 years with the City","82070.16","18144.60","1130.10","101344.86","2018",,
"4716","250000","PS - FIRE BUREAU","Fire Engine Co. 8","Full-time","Fire","40-49 years old","Male","White","Fire Captain","1999-08-09T00:00:00.000",,"16-20 years with the City","120178.06","18074.32","1689.17","139941.55","2019",,
"4716","250000","PS - FIRE BUREAU","Fire Engine Co. 24","Full-time","Fire","40-49 years old","Male","White","Fire Captain","1999-08-09T00:00:00.000",,"21-25 years with the City","109243.03","18336.79",,"127579.82","2020","104243.03","5000.00"
"4716","250000","PS - FIRE BUREAU","Fire Engine Co. 24","Full-time","Fire","40-49 years old","Male","White","Fire Captain","1999-08-09T00:00:00.000",,"21-25 years with the City","104788.18","17676.72",,"122464.90","2021","97899.03","6889.15"
"4738","130000","PERMITS LICENSES & INSPECTIONS","Permits, Licenses, & Inspections","Full-time","AFSCME Local 2719","60-69 years old","Male","White","Clerical Assistant 2-BI","1990-09-24T00:00:00.000",,"26-30 years with the City","31880.18","19259.08","2889.38","54028.64","2017",,
"4738","130000","PERMITS LICENSES & INSPECTIONS","Permits, Licenses, & Inspections","Full-time","AFSCME Local 2719","60-69 years old","Male","White","Clerical Assistant 2-BI","1990-09-24T00:00:00.000",,"26-30 years with the City","32462.67","20388.34","2889.38","55740.39","2018",,
"4738","130000","PERMITS LICENSES & INSPECTIONS","Permits, Licenses, & Inspections","Full-time","AFSCME Local 2719","60-69 years old","Male","White","Clerical Assistant 2-BI","1990-09-24T00:00:00.000",,"26-30 years with the City","31763.14","20594.60","2839.30","55197.04","2019",,
"4738","130000","PERMITS LICENSES & INSPECTIONS","Permits, Licenses, & Inspections","Full-time","AFSCME","60-69 years old","Male","White","Assistant I, Administrative - PLI","1990-09-24T00:00:00.000",,"26-30 years with the City","36004.40","16378.16",,"52382.56","2020","35457.30","547.10"
"4738","130000","PERMITS LICENSES & INSPECTIONS","Permits, Licenses, & Inspections","Full-time","AFSCME","60-69 years old","Male","White","Assistant I, Administrative - PLI","1990-09-24T00:00:00.000",,"31-35 years with the City","35235.52","18347.87",,"53583.39","2021","35235.52","0.00"
"4778","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","50-59 years old","Male","White","Sweeper Operator","1983-06-06T00:00:00.000",,"31-35 years with the City","56633.77","21487.40","4082.95","82204.12","2017",,
"4778","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","50-59 years old","Male","White","Sweeper Operator","1983-06-06T00:00:00.000",,"31-35 years with the City","55474.61","25413.19","4082.95","84970.75","2018",,
"4778","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Sweeper Operator","1983-06-06T00:00:00.000",,"36-40 years with the City","56360.16","23722.14","4139.30","84221.60","2019",,
"4778","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Sweeper Operator","1983-06-06T00:00:00.000",,"36-40 years with the City","55306.09","861.92",,"56168.01","2020","53376.93","1929.16"
"4778","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Sweeper Operator","1983-06-06T00:00:00.000","2021-06-28T23:59:00.000","36-40 years with the City","35434.07","10786.42",,"46220.49","2021","32286.78","3147.29"
"4822","230000","PS - POLICE BUREAU","Police Sick & Accident","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1993-03-29T00:00:00.000",,"21-25 years with the City","78278.77","15305.40","655.27","94239.44","2017",,
"4822","230000","PS - POLICE BUREAU","Police Sick & Accident","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1993-03-29T00:00:00.000",,"21-25 years with the City","47463.00","16305.82","655.27","64424.09","2018",,
"4822","230000","PS - POLICE BUREAU","Police Sick & Accident","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1993-03-29T00:00:00.000",,"26-30 years with the City","40740.49","14942.66","561.04","56244.19","2019",,
"4822","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1993-03-29T00:00:00.000",,"26-30 years with the City","88426.22","17134.87",,"105561.09","2020","81243.42","7182.80"
"4822","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1993-03-29T00:00:00.000",,"26-30 years with the City","90402.34","17713.52",,"108115.86","2021","81277.34","9125.00"
"4826","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-11-14T00:00:00.000",,"26-30 years with the City","43436.49","14633.85","3450.98","61521.32","2017",,
"4826","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-11-14T00:00:00.000",,"26-30 years with the City","46593.98","17287.19","3450.98","67332.15","2018",,
"4826","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-11-14T00:00:00.000",,"31-35 years with the City","42759.52","16024.43","3144.27","61928.22","2019",,
"4826","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1988-11-14T00:00:00.000",,"31-35 years with the City","47137.96","695.88",,"47833.84","2020","46205.97","931.99"
"4826","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","70-79 years old","Male","White","Laborer","1988-11-14T00:00:00.000",,"31-35 years with the City","47236.19","13809.08",,"61045.27","2021","46276.47","959.72"
"4832","101200","CITY CLERK","City Clerk","Full-time","Non-Union","50-59 years old","Female","White","Internal Accounts Monitor","1980-10-06T00:00:00.000",,"36-40 years with the City","54599.02","6351.26","4106.87","65057.15","2017",,
"4832","101200","CITY CLERK","City Clerk","Full-time","Non-Union","50-59 years old","Female","White","Internal Accounts Monitor","1980-10-06T00:00:00.000",,"36-40 years with the City","55684.89","6717.92","4106.87","66509.68","2018",,
"4832","101200","CITY CLERK","City Clerk","Full-time","Non-Union","60-69 years old","Female","White","Internal Accounts Monitor","1980-10-06T00:00:00.000",,"36-40 years with the City","57054.57","6823.33","4218.61","68096.51","2019",,
"4832","101200","CITY CLERK","City Clerk","Full-time","Non Union","60-69 years old","Female","White","Internal Accounts Monitor","1980-10-06T00:00:00.000",,"36-40 years with the City","62983.83","7684.36",,"70668.19","2020","62983.83","0.00"
"4832","101200","CITY CLERK","City Clerk","Full-time","Non Union","60-69 years old","Female","White","Internal Accounts Monitor","1980-10-06T00:00:00.000",,"41-45 years with the City","64276.04","8873.56",,"73149.60","2021","62276.04","2000.00"
"4886","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","Non-Union","60-69 years old","Male","White","Program Coordinator 3","1979-07-30T00:00:00.000",,"36-40 years with the City","52129.00","19017.12","3812.20","74958.32","2017",,
"4886","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","Non-Union","60-69 years old","Male","White","Program Coordinator 3","1979-07-30T00:00:00.000",,"36-40 years with the City","53171.54","13409.78","3812.20","70393.52","2018",,
"4886","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","Non-Union","60-69 years old","Male","White","Program Coordinator 3","1979-07-30T00:00:00.000",,"36-40 years with the City","52713.20","13560.99","3774.93","70049.12","2019",,
"4886","450000","PW - BUREAU OF FACILITIES","PW-Properties","Full-time","Non Union","60-69 years old","Male","White","Program Coordinator 3","1979-07-30T00:00:00.000",,"41-45 years with the City","58399.76","14808.96",,"73208.72","2020","57899.76","500.00"
"4886","450000","PW - BUREAU OF FACILITIES","PW-Properties","Full-time","Non Union","60-69 years old","Male","White","Program Coordinator 3","1979-07-30T00:00:00.000",,"41-45 years with the City","57249.09","17021.48",,"74270.57","2021","57249.09","0.00"
"4924","109000","HUMAN RESOURCES/CIVIL SERVICE","Pers & Civil Service-EB","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Benefits & Wellness Manager","1999-08-16T00:00:00.000",,"16-20 years with the City","67299.34","6453.36","5397.77","79150.47","2017",,
"4924","109000","HUMAN RESOURCES/CIVIL SERVICE","Pers & Civil Service-EB","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Benefits & Wellness Manager","1999-08-16T00:00:00.000",,"16-20 years with the City","74045.55","6867.16","5397.77","86310.48","2018",,
"4924","109000","HUMAN RESOURCES/CIVIL SERVICE","HR&CS-EB","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Benefits & Wellness Manager","1999-08-16T00:00:00.000",,"16-20 years with the City","73165.64","6946.80","5288.45","85400.89","2019",,
"4924","109000","HUMAN RESOURCES/CIVIL SERVICE","Employee Compensation","Full-time","Non Union","60-69 years old","Female","Black or African-American","Benefits & Wellness Manager","1999-08-16T00:00:00.000",,"21-25 years with the City","81190.05","7212.34",,"88402.39","2020","80690.05","500.00"
"4924","109000","HUMAN RESOURCES/CIVIL SERVICE","Employee Compensation","Full-time","Non Union","60-69 years old","Female","Black or African American","Benefits and Wellness Manager","1999-08-16T00:00:00.000","2021-09-17T23:59:00.000","21-25 years with the City","77821.20","6564.22",,"84385.42","2021","77821.20","0.00"
"4976","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","Asian","Police Sergeant","1983-09-06T00:00:00.000",,"31-35 years with the City","165739.94","10362.64","0.00","176102.58","2017",,
"4976","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","Asian","Police Sergeant","1983-09-06T00:00:00.000",,"31-35 years with the City","198981.38","11056.02","0.00","210037.40","2018",,
"4976","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","Asian","Police Sergeant","1983-09-06T00:00:00.000",,"36-40 years with the City","179390.09","10597.28","0.00","189987.37","2019",,
"4976","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","Asian","Police Sergeant","1983-09-06T00:00:00.000",,"36-40 years with the City","190565.07","11527.50",,"202092.57","2020","171169.32","19395.75"
"4976","230000","PS - POLICE BUREAU","Police Zone 3 - Southside","Full-time","Police","60-69 years old","Female","Asian","Police Sergeant","1983-09-06T00:00:00.000",,"36-40 years with the City","202441.46","12753.88",,"215195.34","2021","185642.17","16799.29"
"4988","250000","PS - FIRE BUREAU","Fire Engine Co. 26","Full-time","Fire","50-59 years old","Male","White","Firefighter 4th Year","1980-09-08T00:00:00.000","2017-02-03T00:00:00.000","36-40 years with the City","23088.48","943.88","0.00","24032.36","2017",,
"5026","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","Non-Union","50-59 years old","Male","White","Contract Administrator","1983-03-14T00:00:00.000",,"31-35 years with the City","51838.01","6340.32","3739.54","61917.87","2017",,
"5026","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","Non-Union","50-59 years old","Male","White","Contract Administrator","1983-03-14T00:00:00.000",,"31-35 years with the City","51390.68","6706.74","3739.54","61836.96","2018",,
"5026","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","Non-Union","50-59 years old","Male","White","Contract Administrator","1983-03-14T00:00:00.000",,"36-40 years with the City","50396.65","6783.28","3665.15","60845.08","2019",,
"5026","450000","PW - BUREAU OF FACILITIES","PW-Properties","Full-time","Non Union","50-59 years old","Male","White","Contract Administrator","1983-03-14T00:00:00.000",,"36-40 years with the City","56028.72","7682.40",,"63711.12","2020","56028.72","0.00"
"5026","450000","PW - BUREAU OF FACILITIES","PW-Properties","Full-time","Non Union","50-59 years old","Male","White","Contract Administrator","1983-03-14T00:00:00.000",,"36-40 years with the City","57067.18","8828.12",,"65895.30","2021","57067.18","0.00"
"5038","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Coll Disp-Admin","Full-time","AFSCME Local 2037","50-59 years old","Male","Black or African-American","Foreman, Environ Serv","1989-04-10T00:00:00.000",,"26-30 years with the City","59324.35","6588.80","4621.97","70535.12","2017",,
"5038","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Coll Disp-Admin","Full-time","AFSCME Local 2037","50-59 years old","Male","Black or African-American","Foreman, Environ Serv","1989-04-10T00:00:00.000",,"26-30 years with the City","61832.01","6960.38","4621.97","73414.36","2018",,
"5038","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Coll Disp-Admin","Full-time","AFSCME Local 2037","50-59 years old","Male","Black or African-American","Foreman, Environ Serv","1989-04-10T00:00:00.000",,"26-30 years with the City","62145.01","7032.13","4644.52","73821.66","2019",,
"5038","430000","PW - ENVIRONMENTAL SERVICES","EnvironServ-Foreman","Full-time","Foreman","60-69 years old","Male","Black or African-American","Foreman 2nd in Command ES","1989-04-10T00:00:00.000",,"31-35 years with the City","84178.18","7576.14",,"91754.32","2020","61995.30","22182.88"
"5038","430000","PW - ENVIRONMENTAL SERVICES","EnvironServ-Foreman","Full-time","Foreman","60-69 years old","Male","Black or African American","Foreman 2nd in Command ES","1989-04-10T00:00:00.000",,"31-35 years with the City","90697.57","9031.18",,"99728.75","2021","62647.82","28049.75"
"5046","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1993-07-05T00:00:00.000",,"21-25 years with the City","144639.69","10254.58","1947.11","156841.38","2017",,
"5046","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1993-07-05T00:00:00.000",,"21-25 years with the City","137495.99","10936.44","1947.11","150379.54","2018",,
"5046","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1993-07-05T00:00:00.000",,"26-30 years with the City","130238.06","10026.10","1847.36","142111.52","2019",,
"5046","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1993-07-05T00:00:00.000",,"26-30 years with the City","57679.28","11480.42",,"69159.70","2020","45933.40","11745.88"
"5046","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African American","Master Police Officer","1993-07-05T00:00:00.000","2021-02-05T23:59:00.000","26-30 years with the City","32904.67","2122.36",,"35027.03","2021","24118.42","8786.25"
"5058","250000","PS - FIRE BUREAU","Fire Engine Co. 32","Full-time","Fire","60-69 years old","Male","White","Fire Captain","1982-01-15T00:00:00.000","2018-04-16T00:00:00.000","36-40 years with the City","115260.23","18006.96","0.00","133267.19","2017",,
"5058","250000","PS - FIRE BUREAU","Fire Engine Co. 32","Full-time","Fire","60-69 years old","Male","White","Fire Captain","1982-01-15T00:00:00.000","2018-04-16T00:00:00.000","36-40 years with the City","83919.21","6036.60","0.00","89955.81","2018",,
"5068","109000","HUMAN RESOURCES/CIVIL SERVICE","Pers & Civil Service-EB","Full-time","Non-Union","60-69 years old","Female","White","Employee Lves Prog Coord","1988-10-17T00:00:00.000",,"26-30 years with the City","48368.97","6338.16","3554.72","58261.85","2017",,
"5068","109000","HUMAN RESOURCES/CIVIL SERVICE","Pers & Civil Service-EB","Full-time","Non-Union","60-69 years old","Female","White","Employee Lves Prog Coord","1988-10-17T00:00:00.000",,"26-30 years with the City","49325.52","6699.60","3554.72","59579.84","2018",,
"5068","109000","HUMAN RESOURCES/CIVIL SERVICE","HR&CS-EB","Full-time","Non-Union","60-69 years old","Female","White","Employee Lves Prog Coord","1988-10-17T00:00:00.000",,"31-35 years with the City","34637.23","6771.43","2496.87","43905.53","2019",,
"5068","109000","HUMAN RESOURCES/CIVIL SERVICE","Employee Compensation","Full-time","Non Union","60-69 years old","Female","White","Group Benefits Coordinator","1988-10-17T00:00:00.000","2020-01-10T23:59:00.000","31-35 years with the City","8315.64","620.30",,"8935.94","2020","8315.64","0.00"
"5120","230000","PS - POLICE BUREAU","PS-Deputy Chief","Full-time","Non-Union","50-59 years old","Male","White","Deputy Chief (Police)","1988-04-04T00:00:00.000",,"26-30 years with the City","113547.12","15263.04","1714.36","130524.52","2017",,
"5120","230000","PS - POLICE BUREAU","PS-Deputy Chief","Full-time","Non-Union","50-59 years old","Male","White","Deputy Chief (Police)","1988-04-04T00:00:00.000",,"26-30 years with the City","121684.57","16275.84","1714.36","139674.77","2018",,
"5120","230000","PS - POLICE BUREAU","PS-Deputy Chief","Full-time","Non-Union","50-59 years old","Male","White","Deputy Chief (Police)","1988-04-04T00:00:00.000",,"31-35 years with the City","120852.43","15597.68","1704.38","138154.49","2019",,
"5120","230000","PS - POLICE BUREAU","Police Deputy Chief","Full-time","Non Union","50-59 years old","Male","White","Deputy Chief (Police)","1988-04-04T00:00:00.000",,"31-35 years with the City","132995.92","17186.79",,"150182.71","2020","123429.03","9566.89"
