"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","neighborhood","neighborhoodxy"
"APD*220000133","22011400","2022-01-25T00:00:00.000","02:04","30","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000357","22028279","2022-03-01T00:00:00.000","00:32","46","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001540","22119315","2022-08-21T00:00:00.000","11:01","31","F","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*210001538","21100970","2021-09-03T00:00:00.000","12:00","24","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001360","22105251","2022-07-27T00:00:00.000","03:53","45","F","W","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001228","22095573","2022-07-09T00:00:00.000","03:36","31","M","W","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Crime in Progress","false","Albany","NY",,
"APD*220000767","22058406","2022-05-02T00:00:00.000","02:58","28","M","H","H","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001542","22119532","2022-08-21T00:00:00.000","20:08","21","M","W","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","true","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001541","22119461","2022-08-21T00:00:00.000","17:40","31","F","B","N","PL","PL 120.05   01    DF2","ASLT W/INT CAUS SERIOUS PH INJ","C","Crime in Progress","true","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220001325","22093637","2022-07-22T00:00:00.000","09:36","40","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001587","22122050","2022-08-26T00:00:00.000","09:57","35","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000381","22029773","2022-03-03T00:00:00.000","17:39","26","M","B","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Crime in Progress","false","Albany","NY","Helderberg","POINT (-73.7942911217 42.6514058554)"
"APD*220000383","22018678","2022-03-04T00:00:00.000","00:05","32","M","W","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001451","22112235","2022-08-08T00:00:00.000","21:31","28","M","W","N","PL","PL 145.00   03    AM4","CRIM MIS RCKLS PROP DAM GREATER THAN $250","C","Complaint","true","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001328","22102831","2022-07-22T00:00:00.000","13:50","28","M","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001538",,"2022-08-21T00:00:00.000","03:10","47","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY",,"Complaint","true","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000262","22020326","2022-02-12T00:00:00.000","08:26","29","M","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","Campus Area","POINT (-73.8190201566 42.6848032061)"
"APD*220000374","22029130","2022-03-02T00:00:00.000","16:31","34","F","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001082","22085412","2022-06-21T00:00:00.000","08:42","32","F","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*210002396","21174777","2021-12-26T00:00:00.000","12:58","23","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001540","21101635","2021-09-03T00:00:00.000","12:00","24","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001044","22081022","2022-06-13T00:00:00.000","02:02","21","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY",,
"APD*220000382","22029775","2022-03-03T00:00:00.000","23:15","29","M","B","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220000828","22055006","2022-05-12T00:00:00.000","01:50","51","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000993","22077234","2022-06-06T00:00:00.000","00:04","18","M","B","N","PL","PL 160.10   01    CF2","ROBBERY 2ND/AIDED BY ANOTHER","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001496","22115582","2022-08-14T00:00:00.000","21:20","43","F","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","true","Albany","NY",,
"APD*220000528","22033513","2022-03-28T00:00:00.000","13:25","52","M","U","H","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001007","22051984","2022-06-06T00:00:00.000","22:33","19","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Complaint","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*210002373","21169570","2021-12-22T00:00:00.000","06:32","20","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001494","22115234","2022-08-14T00:00:00.000","02:30","22","M","B","N","PL","PL 140.30   02    BF1","BURG/ILL NIGHT ENTRY CAUS INJ","C","Crime in Progress","true","Albany","NY",,
"APD*220000263","22020355","2022-02-12T00:00:00.000","11:30","29","M","I","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001594","22122445","2022-08-26T00:00:00.000","23:39","31","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210001797","21129866","2021-09-28T00:00:00.000","09:47","37","M","B","N","PL","PL 160.15   04    BF1","ROB 1ST/DISPLAY FIREARM","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001543","22119542","2022-08-21T00:00:00.000","20:30","53","M","B","N","PL","PL 215.50   06    AM2","FAIL TO OBEY MNDTE-JL/16,17,18A-B","C","Crime in Progress","true","Albany","NY",,
"APD*220001329","22102868","2022-07-22T00:00:00.000","14:25","42","M","O","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*210001535","21100981","2021-09-03T00:00:00.000","12:00","24","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001269","22097024","2022-07-15T00:00:00.000","11:00","18","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001539","21100966","2021-09-03T00:00:00.000","12:00","24","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000259","22020228","2022-02-12T00:00:00.000","03:27","56","M","W","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE",,"Complaint","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*220001367","22105372","2022-07-27T00:00:00.000","09:38","19","M","W","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","New Scotland / Woodlawn","POINT (-73.7953552245 42.6572094368)"
"APD*220000258","22013027","2022-02-12T00:00:00.000","02:47","37","M","W","N","PL","PL 121.11         AM0","CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION","C","Arrest Warrant","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*220000360","22006470","2022-03-01T00:00:00.000","10:00","31","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001536","21116266","2021-09-03T00:00:00.000","11:42","24","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000667","22050904","2022-04-16T00:00:00.000","05:18","23","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000671","22049975","2022-04-16T00:00:00.000","15:05","19","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000827","22053892","2022-05-12T00:00:00.000","01:50","51","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000829","22058784","2022-05-12T00:00:00.000","01:50","51","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001045","22081144","2022-06-13T00:00:00.000","02:02","21","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY",,
"APD*220000460","22036111","2022-03-17T00:00:00.000","14:22","34","M","B","U","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV",,"Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001525","22118198","2022-08-19T00:00:00.000","12:27","37","F","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","true","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000461","22036293","2022-03-17T00:00:00.000","21:26","43","F","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*220000021","18249989","2022-01-04T00:00:00.000","10:06","55","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001514","22116766","2022-08-16T00:00:00.000","22:28","29","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","true","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001282","22100197","2022-07-18T00:00:00.000","04:08","43","F","B","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000670","22051031","2022-04-16T00:00:00.000","15:05","19","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY",,
"APD*220001520","22116950","2022-08-17T00:00:00.000","09:27","27","F","W","N","PL","PL 220.18   01    AF2","CRIM POSS NARCO DRUG","C","Crime in Progress","true","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220001464","22112832","2022-08-09T00:00:00.000","22:16","18","M","B","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Crime in Progress","true","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220001459","22112696","2022-08-09T00:00:00.000","17:34","38","F","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","true","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001150","22090094","2022-06-29T00:00:00.000","17:09","25","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST",,"Crime in Progress","false","Albany","NY",,
"APD*220000202","22015487","2022-02-02T00:00:00.000","16:21","39","M","B","N","PL","PL 220.21   01    AF1","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001002","22077490","2022-06-06T00:00:00.000","12:25","51","M","B","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Crime in Progress","false","Albany","NY",,
"APD*220001304","22101227","2022-07-19T00:00:00.000","22:24","23","F","B","N","PL","PL 120.07         BF1","GANG ASSAULT 1ST DEGREE","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000264","22020412","2022-02-12T00:00:00.000","12:35","43","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000830","22063657","2022-05-12T00:00:00.000","08:34","33","M","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY",,
"APD*220000082","22007032","2022-01-15T00:00:00.000","23:12","27","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000081","22006834","2022-01-15T00:00:00.000","14:11","26","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000400","22030936","2022-03-06T00:00:00.000","12:34","37","M","W","N","PL","PL 155.35   01    DF3","GRAND LARCENY 3RD DEGREE: PROPERTY VALUE EXCEEDS $3000","A","Crime in Progress","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220001047","22081396","2022-06-13T00:00:00.000","14:15","21","F","B","N","PL","PL 260.10   01    AM0","ACT IN MANNER INJUR CHILD LESS THAN 16","C","Complaint","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220001236","22096432","2022-07-10T00:00:00.000","22:35","34","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*210001918","21138203","2021-10-13T00:00:00.000","13:30","63","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001919","21138342","2021-10-13T00:00:00.000","16:50","38","M","B","N","PL","PL 130.52         AM0","FORCIBLE TOUCHING",,"Complaint","false","Albany","NY",,
"APD*210002203","21158431","2021-11-21T00:00:00.000","09:45","30","M","W","N","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG","C","Crime in Progress","false","Albany","NY","Eagle Hill","POINT (-73.8202291732 42.6704089123)"
"APD*220001081","22085349","2022-06-21T00:00:00.000","00:33","29","M","W","N","PL","PL 265.02   07    DF3","CRIM POSS WEAP 3RD-ASSLT RIFLE","C","Complaint","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000412","22031962","2022-03-08T00:00:00.000","13:39","25","M","W","N","PL","PL 121.11         AM0","CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000668","22050948","2022-04-16T00:00:00.000","08:44","53","M","W","U","PL","PL 190.25   01    AM2","CRIM IMPERS  ANOTHR PERS W/INT","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001084","22085590","2022-06-21T00:00:00.000","13:23","61","M","B","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY",,
"APD*220001146","22086121","2022-06-29T00:00:00.000","10:41","28","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000200","22015205","2022-02-02T00:00:00.000","04:05","50","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Other","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001541","21091605","2021-09-03T00:00:00.000","12:00","24","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000141","22012120","2022-01-26T00:00:00.000","11:20","26","M","H","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*220000462","22036304","2022-03-17T00:00:00.000","23:20","18","F","W","H","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001337","22103462","2022-07-23T00:00:00.000","17:56","39","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY",,
"APD*220000939","22073175","2022-05-29T00:00:00.000","13:43","37","F","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY",,
"APD*220001334","22103386","2022-07-23T00:00:00.000","13:01","31","F","W","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220001336","22103453","2022-07-23T00:00:00.000","16:03","30","F","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220001545","22119781","2022-08-22T00:00:00.000","10:39","29","M","W","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001549","22120216","2022-08-22T00:00:00.000","22:34","23","M","W","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING",,"Crime in Progress","true","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*210001920","21138481","2021-10-13T00:00:00.000","21:15","26","M","W","N","PL","PL 120.20         AM2","RECKLESS ENDANGERMENT 2ND","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001083","22067564","2022-06-21T00:00:00.000","10:26","39","M","B","N","PL","PL 155.30   05    EF4","GR LAR 4 PROPERTY FROM PERSON","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000356","22028108","2022-02-28T00:00:00.000","16:27","28","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001506","21017022","2022-08-15T00:00:00.000","16:11","60","M","B","N","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Arrest Warrant","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210002333","21162996","2021-12-14T00:00:00.000","11:00","30","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001537","21100918","2021-09-03T00:00:00.000","12:00","24","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001235","22096409","2022-07-10T00:00:00.000","21:17","34","M","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000143","22012180","2022-01-26T00:00:00.000","13:23","26","M","H","H","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Bench Warrant","false","Albany","NY","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*220000890","22070110","2022-05-24T00:00:00.000","02:30","51","M","B","N","PL","PL 165.45   01    EF4","CPSP-4 PROPERTY VALUE GREATER THAN $1000",,"Crime in Progress","false","Albany","NY",,
"APD*220000386","20080612","2022-03-04T00:00:00.000","06:00","25","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Arrest Warrant","false","Albany","NY",,
"APD*220000891","22070056","2022-05-24T00:00:00.000","04:15","20","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Crime in Progress","false","Albany","NY","Helderberg","POINT (-73.7942911217 42.6514058554)"
"APD*220001335","22103386","2022-07-23T00:00:00.000","13:01","52","F","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","A","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000772","22058871","2022-05-03T00:00:00.000","04:05","20","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY",,
"APD*220001544","22119612","2022-08-22T00:00:00.000","01:02","37","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","true","Albany","NY",,
"APD*220000331","22025405","2022-02-22T00:00:00.000","22:51","19","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000459","22012780","2022-03-17T00:00:00.000","11:00","43","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001600","22122674","2022-08-27T00:00:00.000","15:09","19","F","H","H","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","true","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001599","19171871","2021-09-09T00:00:00.000","11:22","25","M","B","N","PL","PL 145.00   03    AM4","CRIM MIS RCKLS PROP DAM GREATER THAN $250","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001458","22112599","2022-08-09T00:00:00.000","15:00","19","M","H","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","true","Albany","NY",,
"APD*220001376","22106347","2022-07-28T00:00:00.000","21:22","19","F","B","N","PL","PL 120.05         DF2","ASSAULT -2ND","A","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210001543","21116466","2021-09-03T00:00:00.000","17:42","48","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY",,"Crime in Progress","false","Albany","NY","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*220000144","22009754","2022-01-26T00:00:00.000","14:15","20","M","W","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000330","22018102","2022-02-22T00:00:00.000","16:30","22","M","B","N","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000397","22030916","2022-03-06T00:00:00.000","11:50","26","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220001463","22112825","2022-08-09T00:00:00.000","21:41","53","M","W","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","true","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)"
"APD*220000774","22043233","2022-05-03T00:00:00.000","20:07","21","F","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001271","22019444","2022-07-16T00:00:00.000","01:45","41","M","W","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001501","22061352","2022-05-07T00:00:00.000","21:12","43","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220001508","22116184","2022-08-15T00:00:00.000","21:11","61","M","O","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","true","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*210001710","21125213","2021-09-19T00:00:00.000","23:25","26","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001602","22122783","2022-08-27T00:00:00.000","17:30","39","M","A","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","true","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000457","22035892","2022-03-17T00:00:00.000","04:17","25","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
