"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","neighborhood","neighborhoodxy"
"APD*220000969","22075192","2022-06-02T00:00:00.000","10:14","36","M","O","U","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000759","22024083","2022-04-29T00:00:00.000","22:59","62","M","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000064","22005328","2022-01-12T00:00:00.000","09:55","32","M","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001036","22080100","2022-06-10T00:00:00.000","21:21","29","F","B","N","PL","PL 260.10   01    AM0","ACT IN MANNER INJUR CHILD LESS THAN 16","C","Crime in Progress","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000706","22053918","2022-04-22T00:00:00.000","19:11","23","M","B","U","PL","PL 120.15         BM3","MENACING 3RD","C","Crime in Progress","false","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*210001520","21115694","2021-09-02T00:00:00.000","12:00","45","M","W","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","Melrose","POINT (-73.7990796239 42.6727006271)"
"APD*220001481","22114083","2022-08-12T00:00:00.000","01:11","59","M","B","N","PL","PL 125.25   01    AF2","MURDER  INTENTION","C","Crime in Progress","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001521","21115684","2021-09-02T00:00:00.000","10:44","48","M","O","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001435","22102271","2022-08-07T00:00:00.000","13:37","47","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001223","22095448","2022-07-08T00:00:00.000","22:45","27","F","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000930","22071851","2022-05-26T00:00:00.000","23:42","71","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY",,"Complaint","false","Albany","NY",,
"APD*220000638","22049198","2022-04-13T00:00:00.000","07:52","57","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000702","22042953","2022-04-22T00:00:00.000","11:00","48","M","H","H","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000631","22002592","2022-04-13T00:00:00.000","07:45","35","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220000756","22057299","2022-04-29T00:00:00.000","16:47","49","M","W","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000752","22057018","2022-04-29T00:00:00.000","03:25","70","M","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000753","21173640","2022-04-29T00:00:00.000","10:00","59","M","H","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000757","22057430","2022-04-29T00:00:00.000","22:02","36","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*210001584","21118975","2021-09-08T00:00:00.000","12:06","39","M","W","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000929","22071634","2022-05-26T00:00:00.000","16:42","37","M","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220000925","22071456","2022-05-26T00:00:00.000","11:02","18","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000051","22004391","2022-01-10T00:00:00.000","11:00","58","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY",,
"APD*210002204","21158645","2021-11-21T00:00:00.000","18:26","49","M","W","N","PL","PL 240.45   01    BM2","ENDANGER HEALTH OF OTHERS 2ND","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*210002206","21096004","2021-11-21T00:00:00.000","20:15","39","F","W","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001347","22068408","2022-07-26T00:00:00.000","10:04","42","M","B","N","PL","PL 160.15   04    BF1","ROB 1ST/DISPLAY FIREARM","C","Indictment Warrant","false","Albany","NY",,
"APD*220000514","21142689","2022-03-25T00:00:00.000","12:25","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000305","22023740","2022-02-19T00:00:00.000","10:13","32","M","H","H","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Second Avenue","POINT (-73.7709999112 42.6382298663)"
"APD*220000870","22068019","2022-05-20T00:00:00.000","06:25","55","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210001583","21118954","2021-09-08T00:00:00.000","11:20","39","M","W","N","PL","PL 240.30   03    AM2","AGG/HAR PHYS CONTACT DUE RACE/RELIGION","C","Crime in Progress","false","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)"
"APD*220000871","22068017","2022-05-20T00:00:00.000","06:47","21","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","A","Crime in Progress","false","Albany","NY","Helderberg","POINT (-73.7942911217 42.6514058554)"
"APD*220000518","21081781","2022-03-25T00:00:00.000","12:25","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000515","21088855","2022-03-25T00:00:00.000","12:25","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001439","22101388","2022-08-07T00:00:00.000","13:37","47","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220000517","21069705","2022-03-25T00:00:00.000","12:25","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000646","20034058","2022-03-13T00:00:00.000","14:00","43","M","B","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000066","22005739","2022-01-13T00:00:00.000","06:50","41","M","W","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220001579","22121378","2022-08-25T00:00:00.000","04:29","32","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","true","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001357","20143167","2022-07-26T00:00:00.000","14:19","42","M","W","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220001351","22104957","2022-07-26T00:00:00.000","14:19","42","M","W","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000185","20168414","2022-01-31T00:00:00.000","15:30","40","M","B","N","PL","PL 240.30   01B   AM2","AGG/HAR 2 CAUSES COMM. TO BE INITIATED","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001441","22111700","2022-08-07T00:00:00.000","21:42","25","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001352","20144554","2022-07-26T00:00:00.000","14:19","42","M","W","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*210001787","21129308","2021-09-27T00:00:00.000","10:30","24","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","Second Avenue","POINT (-73.7709999112 42.6382298663)"
"APD*220001483","22112987","2022-08-12T00:00:00.000","11:00","42","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000977","22075803","2022-06-03T00:00:00.000","10:30","46","F","W","H","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220000703","22053627","2022-04-22T00:00:00.000","10:06","28","M","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY",,
"APD*210002384","21173474","2021-12-23T00:00:00.000","00:10","34","M","B","N","PL","PL 120.05   03    DF2","ASLT W/INT CAUS PH INJ TO OFF","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001487","22114629","2022-08-12T00:00:00.000","22:00","39","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","true","Albany","NY",,
"APD*220001485","22114310","2022-08-12T00:00:00.000","12:39","53","M","W","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","true","Albany","NY",,
"APD*210001519","21114926","2021-09-02T00:00:00.000","12:00","45","M","W","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Melrose","POINT (-73.7990796239 42.6727006271)"
"APD*220000974","22075771","2022-06-03T00:00:00.000","09:41","19","M","B","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000989","22075928","2022-06-03T00:00:00.000","12:46","36","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","New Scotland / Woodlawn","POINT (-73.7953552245 42.6572094368)"
"APD*220001348","22104747","2022-07-26T00:00:00.000","08:03","44","M","B","N","PL","PL 220.06   01    DF5","CRIM POSS CONTRL SUB/W/INT/SEL","C","Crime in Progress","false","Albany","NY",,
"APD*220001582","22121635","2022-08-25T00:00:00.000","15:45","18","F","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001531","21115877","2021-09-02T00:00:00.000","17:47","33","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001438","22100274","2022-08-07T00:00:00.000","14:05","47","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001354","20141788","2022-07-26T00:00:00.000","14:19","42","M","W","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000180","22014181","2022-01-31T00:00:00.000","02:59","34","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000183","22014337","2022-01-31T00:00:00.000","11:20","40","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001037","22080233","2022-06-11T00:00:00.000","03:16","34","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY",,
"APD*220000513","22039824","2022-03-25T00:00:00.000","03:13","43","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000705","22053813","2022-04-22T00:00:00.000","15:47","32","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY",,
"APD*220000115","22010080","2022-01-22T00:00:00.000","03:43","41","M","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*210002385","21164388","2021-12-23T00:00:00.000","00:10","34","M","B","N","PL","PL 120.25         DF1","RECKLESS ENDANGERMENT 1ST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001355","20167570","2022-07-26T00:00:00.000","14:19","42","M","W","H","PL","PL 155.25         AM0","PETIT LARCENY","A","Arrest Warrant","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220001356","20147597","2022-07-26T00:00:00.000","14:19","42","M","W","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220001212","22087418","2022-07-08T00:00:00.000","09:00","42","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001214","19009743","2022-07-08T00:00:00.000","09:30","21","F","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Summons","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001437","22111492","2022-08-07T00:00:00.000","13:32","47","M","H","H","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Complaint","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001323","22102497","2022-07-21T00:00:00.000","21:39","39","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Complaint","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000648","22019144","2022-04-13T00:00:00.000","18:07","39","M","B","N","PL","PL 130.25   02    EF3","RAPE  INTRCRSE  FEM LESS THAN 17,M GREATER THAN 21","C","Complaint","false","Albany","NY","New Scotland / Woodlawn","POINT (-73.7953552245 42.6572094368)"
"APD*220000875","22068596","2022-05-21T00:00:00.000","04:59","32","F","W","U","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220000874","22068520","2022-05-21T00:00:00.000","00:23","28","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY",,"Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000116","22010126","2022-01-22T00:00:00.000","08:49","33","F","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001353","20147316","2022-07-26T00:00:00.000","14:19","42","M","W","H","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000516","21086052","2022-03-25T00:00:00.000","12:25","19","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001350","21084288","2022-07-26T00:00:00.000","14:15","50","M","B","H","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000815","22062842","2022-05-10T00:00:00.000","18:00","35","M","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001522","21115679","2021-09-02T00:00:00.000","10:44","48","M","O","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000630","21042055","2022-04-13T00:00:00.000","06:45","61","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001436","22101388","2022-08-07T00:00:00.000","14:05","47","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
