"operation_number","country_name","date","transaction_type","amount","fund_code","fund_code_description","year","month","loan_number"
"BL-L1003","Belize","2012-07-31T00:00:00.000","DISBURSEMENT","1233287.73","ORC","Ordinary Capital","2012","7","2060/OC-BL"
"BL-L1003","Belize","2015-04-30T00:00:00.000","INTEREST REPAYMENT","70362.15","ORC","Ordinary Capital","2015","4","2060/OC-BL"
"BL-L1003","Belize","2012-10-31T00:00:00.000","INTEREST REPAYMENT","33383.2","ORC","Ordinary Capital","2012","10","2060/OC-BL"
"BL-L1003","Belize","2012-11-30T00:00:00.000","DISBURSEMENT","1005506.99","ORC","Ordinary Capital","2012","11","2060/OC-BL"
"BL-L1003","Belize","2015-04-30T00:00:00.000","LOAN REPAYMENT","317633.42","ORC","Ordinary Capital","2015","4","2060/OC-BL"
"BL-L1003","Belize","2011-04-30T00:00:00.000","INTEREST REPAYMENT","7190.14","ORC","Ordinary Capital","2011","4","2060/OC-BL"
"BL-L1003","Belize","2011-12-31T00:00:00.000","DISBURSEMENT","481324.44","ORC","Ordinary Capital","2011","12","2060/OC-BL"
"BL-L1003","Belize","2014-10-31T00:00:00.000","LOAN REPAYMENT","317570.73","ORC","Ordinary Capital","2014","10","2060/OC-BL"
"BL-L1003","Belize","2012-04-30T00:00:00.000","INTEREST REPAYMENT","18395.64","ORC","Ordinary Capital","2012","4","2060/OC-BL"
"BL-L1003","Belize","2013-10-31T00:00:00.000","INTEREST REPAYMENT","73893.86","ORC","Ordinary Capital","2013","10","2060/OC-BL"
"BL-L1003","Belize","2008-11-30T00:00:00.000","COMMITMENT","13322000","ORC","Ordinary Capital","2008","11","2060/OC-BL"
"BL-L1003","Belize","2013-04-30T00:00:00.000","INTEREST REPAYMENT","55532.52","ORC","Ordinary Capital","2013","4","2060/OC-BL"
"BL-L1003","Belize","2013-10-31T00:00:00.000","LOAN REPAYMENT","298148.23","ORC","Ordinary Capital","2013","10","2060/OC-BL"
"BL-L1003","Belize","2014-10-31T00:00:00.000","INTEREST REPAYMENT","72548.11","ORC","Ordinary Capital","2014","10","2060/OC-BL"
"BL-L1003","Belize","2010-04-30T00:00:00.000","INTEREST REPAYMENT","4357.26","ORC","Ordinary Capital","2010","4","2060/OC-BL"
"BL-L1003","Belize","2011-10-31T00:00:00.000","INTEREST REPAYMENT","8312.89","ORC","Ordinary Capital","2011","10","2060/OC-BL"
"BL-L1003","Belize","2012-09-30T00:00:00.000","DISBURSEMENT","1416875.09","ORC","Ordinary Capital","2012","9","2060/OC-BL"
"BL-L1003","Belize","2012-03-31T00:00:00.000","DISBURSEMENT","164672.72","ORC","Ordinary Capital","2012","3","2060/OC-BL"
"BL-L1003","Belize","2010-10-31T00:00:00.000","INTEREST REPAYMENT","6018.94","ORC","Ordinary Capital","2010","10","2060/OC-BL"
"BL-L1003","Belize","2011-07-31T00:00:00.000","DISBURSEMENT","395623.27","ORC","Ordinary Capital","2011","7","2060/OC-BL"
"BL-L1003","Belize","2014-04-30T00:00:00.000","INTEREST REPAYMENT","74877.88","ORC","Ordinary Capital","2014","4","2060/OC-BL"
"BL-L1003","Belize","2012-06-30T00:00:00.000","DISBURSEMENT","1108538.17","ORC","Ordinary Capital","2012","6","2060/OC-BL"
"BL-L1003","Belize","2012-12-31T00:00:00.000","DISBURSEMENT","832995.36","ORC","Ordinary Capital","2012","12","2060/OC-BL"
"BL-L1003","Belize","2015-11-30T00:00:00.000","LOAN REPAYMENT","317633.42","ORC","Ordinary Capital","2015","11","2060/OC-BL"
"BL-L1003","Belize","2010-12-31T00:00:00.000","DISBURSEMENT","300000","ORC","Ordinary Capital","2010","12","2060/OC-BL"
"BL-L1003","Belize","2010-07-31T00:00:00.000","DISBURSEMENT","444941.07","ORC","Ordinary Capital","2010","7","2060/OC-BL"
"BL-L1003","Belize","2015-11-30T00:00:00.000","INTEREST REPAYMENT","72001.84","ORC","Ordinary Capital","2015","11","2060/OC-BL"
"BL-L1003","Belize","2009-08-31T00:00:00.000","DISBURSEMENT","500000","ORC","Ordinary Capital","2009","8","2060/OC-BL"
"BL-L1003","Belize","2013-03-31T00:00:00.000","DISBURSEMENT","1301600.83","ORC","Ordinary Capital","2013","3","2060/OC-BL"
"BL-L1004","Belize","2011-05-31T00:00:00.000","INTEREST REPAYMENT","41358.91","ORC","Ordinary Capital","2011","5","2198/OC-BL"
"BL-L1004","Belize","2009-12-31T00:00:00.000","DISBURSEMENT","7500000","ORC","Ordinary Capital","2009","12","2198/OC-BL"
"BL-L1004","Belize","2014-05-31T00:00:00.000","INTEREST REPAYMENT","85339.71","ORC","Ordinary Capital","2014","5","2198/OC-BL"
"BL-L1004","Belize","2009-10-31T00:00:00.000","COMMITMENT","15000000","ORC","Ordinary Capital","2009","10","2198/OC-BL"
"BL-L1004","Belize","2013-05-31T00:00:00.000","INTEREST REPAYMENT","82799.23","ORC","Ordinary Capital","2013","5","2198/OC-BL"
"BL-L1004","Belize","2015-05-31T00:00:00.000","LOAN REPAYMENT","500000","ORC","Ordinary Capital","2015","5","2198/OC-BL"
"BL-L1018","Belize","2015-11-30T00:00:00.000","DISBURSEMENT","5979","ORC","Ordinary Capital","2015","11","3186/OC-BL"
"BL-L1018","Belize","2015-04-30T00:00:00.000","INTEREST REPAYMENT","837.29","ORC","Ordinary Capital","2015","4","3186/OC-BL"
"BL-L1018","Belize","2014-06-30T00:00:00.000","COMMITMENT","10000000","ORC","Ordinary Capital","2014","6","3186/OC-BL"
"BL-L1018","Belize","2015-08-31T00:00:00.000","DISBURSEMENT","434396.69","ORC","Ordinary Capital","2015","8","3186/OC-BL"
