"countryname","ifs","year","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","thresh","dhondt","cl","select","fraud","auton","muni","author","stconst","gwno","location_1"
"Belgium","BEL","2003","2","4","1","0","1","0","0","-999","-999","5","VLD","1","1","0","1","1","44","0","-999","150","VLD","23","14.3","1","1","0","1","1","44","PS","19","10.16","3","0","0","1","0","118","PRL-FDF","18","10.14","3","0","0","1","0","5","3","34","23.9","CVP","22","14.09","1","0","0","1","0","58","VB","15","9.8699999999999992","PSC","10","5.88","2","9","7.01","0","0","0","0","0","5","-999","1","0","7","7","13.63","13","0.21","0","1","0",,"1","1",,"0","0",,"1","1","211","
, 2 "
"Congo","COG","2010","0","13","1","6","1","1","1","78.61","-999","13","PCT","3","0","0","0","0","41","0","-999","135","PCT","46",,"3","0","0","0","0","41","MCDDI","11",,"1","0","0","0","0","21","MAR","5",,"0","0","0","0","0",,"10","21",,"UPADS","11",,"0","0","0","0","0","19","RDPS","2",,"UFD","1",,"1","1",,"37","37",,"0","0","-999","-999","0","0","7","6","1","888","0.33","1","0","1","-999",,,,"0","0",,"0","1","484","
, 1 "
"Solomon Is.","SLB","1981","2","5","1","3","1","0","-999","-999","-999","5","SIUPA","1","0","0","0","0","2","0","-999","0","No party",,,"0","0","0","0","0","-999",,,,,,,,,,,,,,,,,,,,,,"PAP",,,"3","0","0","0","0","2","SIUPA",,,"NA","0","0","-999","0","0","-999","0","0",,"-999","-999","-999","0","0","6.5","6.5","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","940","
, 2 "
"Belize","BLZ","2015","2","7","1","3","1","0","0","-999","-999","7","UDP","1","0","0","0","0","41","1","-999","31","UDP","17","49.33","1","0","0","0","0","41","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PUP","14","49.05","1","0","0","0","0","65","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","11","-999","1","0","6","7","1.07","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"Bahamas","BHS","2013","2","1","1","4","1","0","0","-999","-999","1","PLP","2","0","0","0","0","60","1","-999","38","PLP","29","48.62","2","0","0","0","0","60","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FNM","9","42.09","1","0","0","0","0","41","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.28999999999999998","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Brazil","BRA","1979","1","5","1","0","1","1","1","-999","-999","14","ARENA","1","0","0","0","0","13","0","-999","420","ARENA","231","50.42","1","0","0","0","0","13","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MDB","189","49.58","2","0","0","0","0",,"NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","3",,"3","0.14000000000000001","1","1","0","5","0","0",,"0","0",,"1","1","140","
, 1 "
"Albania","ALB","1993","2","1","1","4","1","0","0","-999","-999","1","PDS","1","0","0","0","0","3","1","PDS","140","PDS","92","62.3","1","0","0","0","0","3","PSDS","7","4.3","3","0","0","0","0","2","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PSS","38","25","3","0","0","0","0","2","UHRP","2",,"PRS","1",,"0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","5.3","-999","-999","1","1","1","4","0","1","1","0","0","1",,"-999","339","
, 1 "
"Bosnia-Herz","BIH","2007","2","1","1","3","1","0","0","-999","-999","-999","NA","0","0","0","0","0","0","-999","-999","42","SBiH","8","15.54","0","0","0","0","0","11","SNSD","7","19.079999999999998","0","0","0","0","0","11","SDP","5","10.15","0","0","0","0","0","8","0","0","0","SDA","9","16.89","0","1","0","1","0","17","SDS","3","7.69","HDZ-HNZ","3","4.91","6","7","13.39","0","0","0","0","0","-999","-999","0","0","7","7","42","-999","-999","0","1","0","0","0","0",,"0","0","2","1","1","346","
, 1 "
"Afghanistan","AFG","2003","-999","2","-999","-999","-999","0","1","-999","-999","-999","independent","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","1","1","-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","0","0",,"-999","700","
, 0 "
"UAE","ARE","2004","0","33","1","2","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1",,"696","
, 0 "
"Australia","AUS","2010","2","3","1","0","1","0","0","-999","-999","3","ALP","3","0","0","0","0","119","0","-999","150","ALP","83","52.7","3","0","0","0","0","119","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","LPA","55","36.6","1","0","0","0","0","66","NPA","10","5.5","NA","0","0","0","0","0","2","2",,"0","0","8","-999","1","0","7","7","0.9","11","0.34","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Austria","AUT","1998","2","1","1","1","1","0","0","-999","-999","28","SPO","3","0","0","0","0","109","0","-999","183","SPO","71","38.799999999999997","3","0","0","0","0","109","OVP","53","29","1","0","0","0","0","53","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","40","21.9","1","1","0","0","0","42","LF","10","5.5","DG","9","4.9000000000000004","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.25","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Azerbaijan","AZE","2000","0","7","1","3","1","0","1","77.61","-999","7","YAP","0","0","0","0","0","8","1","-999","125","YAP","78","62.45","0","0","0","0","0","8","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PFA","6","6.31","0","1","0","0","0","11","Citizens","3","10.8","ASP","2","6.28","0","36",,"0","0","0","0","-999","-999","-999","0","0","7","6","1","-999","-999","1","0","1",,"-999","1","-999","0","1","1",,"-999","373","
, 1 "
"Chad","TCD","1995","0","5","0","-999","-999","1","0","-999","-999","5","MPS","0","0","0","0","0","5","-999","-999","0","MPS","0","0","0","0","0","0","0","5","MDST",,,"3","0","0","0","0","7","Actus",,,"3","0","0","0","0",,"-999","0","0","RDP",,,"0","0","0","0","0","3","RNDP",,,"NA","0","0","-999","0","0","9",,,"-999","-999","-999","-999","0","0","2","3","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","483","
, 0 "
"Armenia","ARM","1978","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","-999","-999",,"-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","-999","-999","-999","371","
, -999 "
"Argentina","ARG","2008","0","1","1","3","1","0","0","45.28","-999","7","FPV","3","0","0","0","0","3","1","-999","257","FPV","119",,"3","0","0","0","0","3","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UCR","24",,"2","0","0","0","0","37","CC","18",,"PS","10",,"33","85",,"0","0",,"0","0","-999","-999","0","0","7","7","10.7","888","0.22","0","1","0","3","1","1",,"0","0",,"1","1","160","
, 2 "
"Bulgaria","BGR","1994","1","4","1","3","1","0","0","44.66","53.5","-999","independent","0","0","0","0","0","-999","1","-999","240","SDS","110","34.36","1","0","0","0","0","5","DPS","24","7.55","0","0","0","1","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","BSP","106","33.14","3","0","0","0","0","4","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","7.7","-999","-999","0","1","0","4","1","1",,"0","0","2","0","-999","355","
, 2 "
"Bulgaria","BGR","1978","1","24","0","-999","-999","0","1","-999","-999","32","Bulgarian Comm. Party","3","0","0","0","0","59","1","-999","400","National Fatherland Front","400","99.99","3","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3.5","3",,"-999","-999",,"-999","-999","-999","-999",,,"0","0","2","0","-999","355","
, 2 "
"Bosnia-Herz","BIH","1983","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","346","
, -999 "
"Bangladesh","BGD","2001","2","5","1","0","1","0","0","-999","-999","5","AL","0","0","0","0","0","52","0","-999","300","AL","146",,"0","0","0","0","0","52","Jatiya Dal","32",,"3","0","0","0","0","16","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","BNP","116",,"0","1","0","0","0","23","Jamaat-i-Islami","3",,"Jatiya Samajtantrik Dal","1",,"2","2",,"0","0","0","0","-999","10","-999","1","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","-999","771","
, 0 "
"Turk Cyprus","0","1978","0","3","1","3","1",,,,,"-999","independent","1","1","0","0","0",,"1","-999","40","UBP","29",,"0","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","TKP","6",,"3",,"0","0","0",,"CTP","2",,"HP","2",,"1","1",,"0","0","0","0","-999","-999","-999","0","0","7","6.5",,,,,,"-999","2",,,,,,,"0",,,
"Argentina","ARG","1981","0","5","1","3","-999","1","1","-999","-999","-999","independent","0","0","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","160","
, 0 "
"Zimbabwe","ZWE","2000","0","13","1","2","1","0","0","92.7","-999","20","ZANU-PF","0","1","0","0","0","37","0","-999","120","ZANU-PF","118","77","0","1","0","0","0","37","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ZANU-N","2","6","1","1","0","0","0","13","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","6","-999","1","0","6","6","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","552","
, 0 "
"Azerbaijan","AZE","1987","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","373","
, -999 "
"Australia","AUS","1975","2","3","1","0","1","0","0","-999","-999","3","ALP","3","0","0","0","0","84",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"-999","-999","0","0","7","7","0.9","11","0.33","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Belize","BLZ","2005","2","7","1","3","1","0","0","-999","-999","7","PUP","1","0","0","0","0","55","1","-999","29","PUP","22","53.2","1","0","0","0","0","55","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UDP","7","45.6","1","0","0","0","0","31","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"Uzbekistan","UZB","2015","0","24","1",,"1","0","0","88.1","-999","8","LDP","0","0","0","0","0","12","0","-999","150","LDP","53",,"0","0","0","0","0","12","PDP","32",,"3","0","0","0","0","24","MTDP","31",,"0","0","0","0","0","6","1","19",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0",,"0",,"0","-999","1","3","1","1","7","3","1","-999","-999","1","0","1","-999","-999","1",,"0","1","1","-999","-999","704","
, -999 "
"Angola","AGO","2012","0","33","0","4","-999","0","1","49.57","-999","37","MPLA","3","1","0","0","0","56","1","-999","220","MPLA","191","81.64","3","1","0","0","0","56","UNITA","16","10.39","0","0","0","0","0","46","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PRS","8","3.17","0","0","0","0","0",,"FNLA","3","1.1100000000000001","ND","2","1.2","0","0","0","0","0","0","0","-999","8","-999","1","0","6","2","78.900000000000006","-999","-999","0","1","0","0","1","1",,"0","0","0",,"-999","540","
, 1 "
"Australia","AUS","1995","2","4","1","1","1","0","0","-999","-999","12","ALP","3","0","0","0","0","104","0","-999","147","ALP","80","44.92","3","0","0","0","0","104","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","LPA","49","36.770000000000003","1","0","0","0","0","51","NPA","16","7.17","independent","2","7.06","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","0.9","11","0.39","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Bahrain","BHR","2009","0","10","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","40","INAS","17",,"0","0","0","3","0","7","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Al Menbar","7",,"0","0","0","3","0","7","Al Asala","5",,"NA","0","0","0","0","0","11","11","0","-999","-999","-999","-999","0","0","6","2","1","-999","0.5","1","0","1","-999","-999","-999","-999","0","0","1","0","0","692","
, 0 "
"Armenia","ARM","2015","0","7","1","3","1","0","1","58.6","-999","7","HHK","0","0","0","0","0","25","0","-999","131","HHK","69",,"0","0","0","0","0","25","NA","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","BH","37",,"0","0","0","0","0","9","Armenian National Congress","7",,"ARF","6",,"2","11",,"1","0",,"0","-999","-999","-999","0","0","7","7","62.15","-999","-999","1","1","0","5","-999","1","-999","1","0","2",,"-999","371","
, 1 "
"Uganda","UGA","1996","0","11","1","0","1","1","1","-999","-999","11","NRM","0","0","0","0","0","11","0","-999","214","NRM","93",,"0","0","0","0","0",,"PP","35",,"1","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UPC","86",,"3","0","0","0","1","35","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","6","5","1","1","4","2","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","500",
"Argentina","ARG","1999","0","10","1","0","1","0","0","49.9","-999","10","PJ","1","1","0","0","0","27","1","-999","257","PJ","118","36.270000000000003","1","1","0","0","0","27","UCR/Frepaso","110","36.26","2","-999","-999","-999","-999","28","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","6.96","2","0","0","0","0","28","NA","0","0","NA","0","0","0","0","0","29","29","18.100000000000001","0","0","10","10","1","1","7","7","10.7","888","0.22","0","1","0","3","1","1",,"0","0",,"1","1","160","
, 2 "
"Haiti","HTI","2009","0","3","1","2","0","0","0","51.21","-999","3","Lespwa","0","0","0","0","0","3","0","-999","99","Lespwa","24",,"0","0","0","0","0","3","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PFSDH","18",,"3","0","0","0","0","3","UNCRH","12",,"OPL","11",,"12","30",,"0","0","0","0","0","-999","-999","0","0","7","7","1","3","0.25","1","0","1","-999","-999","-999",,"0","0",,,"1","41","
, 0 "
"Burundi","BDI","1990","0","3","-999","-999","-999","1","1","-999","-999","16","UPRONA","0","1","0","0","0","32","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","2",,"-999","516","
, 1 "
"Brazil","BRA","1993","0","1","1","1","0","0","1","53","-999","-999","independent","1","0","0","0","0","-999","0","-999","486","PMDB","109","19.3","2","0","0","0","0","14","PFL","92","12.4","1","0","0","0","0","9","PRN","41","8.3000000000000007","1","0","0","0","0","4","2","36","7.3","PDT","41","10","3","0","0","0","0","14","PDS","41","8.9","PSDB","37","8.6999999999999993","10","89","25.15","0","0","0","0","0","-999","-999","0","0","7","7","19","3","0.14000000000000001","1","1","0","5","0","0",,"0","0","2","1","1","140","
, 2 "
