"countryname","ifs","year","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","thresh","dhondt","cl","select","fraud","auton","muni","author","stconst","gwno","location_1"
"Australia","AUS","2001","2","5","1","0","1","0","0","-999","-999","5","LPA","1","0","0","0","0","57","0","-999","148","LPA","64","34.090000000000003","1","0","0","0","0","57","NPA","16","5.33","1","0","0","0","0","19","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ALP","67","40.049999999999997","3","0","0","0","0","110","independent","1",,"NA","0","0","0","0","0","0","0","20.53","0","0","11","-999","1","0","7","7","0.9","11","0.34","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Bahrain","BHR","1982","0","11","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","692","
, 0 "
"Bahamas","BHS","2010","2","3","1","2","1","0","0","-999","-999","3","FNM","1","0","0","0","0","38","1","-999","41","FNM","23","49.76","1","0","0","0","0","38","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PLP","18","46.95","2","0","0","0","0","57","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.28999999999999998","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Solomon Is.","SLB","1980","2","4","1","0","1","0","-999","-999","-999","4","SIUPA","1","0","0","0","0","1","0","-999","0","No party",,,"0","0","0","0","0","-999",,,,,,,,,,,,,,,,,,,,,,"PAP",,,"3","0","0","0","0","1","SIUPA",,,"NA","0","0","-999","0","0","-999","0","0",,"-999","8","-999","1","0","6.5","6.5",,"-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","940","
, 2 "
"UAE","ARE","1987","0","16","1","4","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","40","Appointees","40","0","0","0","0","0","0","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Bosnia-Herz","BIH","2006","2","4","1","0",,"0","0","-999","-999","-999","NA","0","0","0","0","0","0","-999","-999","42","SDA","10","17.88","0","1","0","1","0","16","SBiH","6","8.93","0","0","0","0","0","10","SDS","5","13.28","0","1","0","1","0","16","2","7","12.88","SDP","4","8.64","0","0","0","0","0","7","SNSD","3","8.82","BOSS","1","2.68","1","1","1.89","5","5","6.6","0","0","10","10","1","1","7","7","42","-999","-999","0","1","0","0","0","0",,"0","0","2","1","0","346","
, 1 "
"Burundi","BDI","2011","0","6","1","4","1","0","1","81.5","-999","-999","CNDD-FDD","0","1","0","0","0","17","1","-999","115","CNDD-FDD","81","81.900000000000006","0","1","0","0","0","17","UPRONA","17","11.06","0","1","0","0","0","53","Frodebu-Nyakuri","5","5.88","0","1","0","0","0","1","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","3","5.88","888","0.28999999999999998","0","1","0","0","1","1",,"0","0","2",,"1","516","
, 1 "
"Finland","FIN","1996","2","1","1","3","1","0","0","25.9","53.9","6","SSDP","3","0","0","0","0","97","0","SSDP","201","SSDP","63","28.3","3","0","0","0","0","97","KOK","39","17.899999999999999","1","0","0","0","0","78","Vas","22","11.2","3","0","0","1","0","6","3","22","11.6","KESK","44","35.15","2","0","1","0","0","31","SKL","7","3","Young Finns","2","2.8","2","2","1.6","0","0","0","0","-999","-999","-999","0","0","7","7","14.2","-999","-999","0","1","0","0","1","0",,"0","1",,,"-999","375","
, 0 "
"Albania","ALB","2009","2","4","1","0","1","0","0","-999","-999","4","PDS","1","0","0","0","0","19","0","PDS","140","PDS","56","40","1","0","0","0","0","19","PRS","11","7.9","1","0","0","0","0","18","PD","4",,"0","0","0","0","0","8","2","6",,"PSS","42","30","3","0","0","0","0","18","PSDS","7","5","LSI","5","3.6","4","8",,"1","1",,"0","-999","6","-999","1","0","7","7","11.1","-999","-999","1","1","1","2","0","1",,"0","0","2",,"-999","339","
, 1 "
"Belgium","BEL","2008","2","1","1","3","1","0","0","-999","-999","1","CD&V","1","0","0","1","0","63","0","-999","150","CD&V/N-VA","30","18.510000000000002","1","0","0","1","0","1","MR","23","12.52","0","0","0","0","0","6","PS","20","10.86","3","0","0","1","0","123","2","28","17.89","VB","17","11.99","1","1","0","1","0","29","SPA/VP","14","10.26","ECOLO","8","5.0999999999999996","3","10","9.98","0","0","0","0","0","-999","-999","0","0","7","7","13.63","13.67","0.21","0","1","0",,"1","1",,"0","0",,"1","1","211","
, 2 "
"Kyrgyzstan","KGZ","1998","0","8","1","2","1","0","1","71.599999999999994","-999","8","KDM","1","0","0","0","0",,"-999",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-999","-999","-999","0","0","6.5","7","0.8","1",,"1","1","-999","-999","-999","-999",,"-999","-999","1","-999","-999","703","
, 1 "
"Cameroon","CMR","2006","0","24","1","5","1","0","0","70.92","-999","40","RDPC","0","0","0","0","0","40","1","-999","180","RDPC","149",,"0","0","0","0","0","40","UPC","3",,"3","0","0","0","0","58","UNDP","1",,"0","0","0","0","0","15","0","0","0","SDF","22",,"3","0","0","0","0","16","UDC","5",,"NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","6","3.1","-999","-999","1","1","1","5","-999","0",,"1","0",,,"-999","471","
, 0 "
"Bangladesh","BGD","1999","2","3","1","2","1","0","0","-999","-999","3","AL","0","0","0","0","0","50","0","-999","300","AL","146",,"0","0","0","0","0","50","Jatiya Dal","32",,"3","0","0","0","0","14","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","BNP","116",,"0","1","0","0","0","21","Jamaat-i-Islami","3",,"Jatiya Samajtantrik Dal","1",,"2","2",,"0","0","0","0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","-999","771","
, 0 "
"Bolivia","BOL","2001","0","4","1","0","0","0","0","22.3","-999","4","ADN","1","0","0","0","0","22","0","-999","130","ADN","33","22.3","1","0","0","0","0","22","MIR","25","16.7","3","0","0","0","0",,"UCS","21","15.9","1","0","0","0","0","13","0","0","0","MNR","26","17.7","2","0","0","0","0","23","Condepa","17","15.9","MBL","4","2.5","1","4","3.7","0","0","0","0","0","-999","-999","0","0","7","7","3.8","3","0.17","1","1","0",,"1","1",,"0","0","2",,"1","145","
, 0 "
"Benin","BEN","2009","0","3","1","2","1","0","0","35.64","74.52","-999","independent","0","0","0","0","0","-999","-999","-999","93","FCBE","35",,"0","0","0","0","0","2","ADD","20",,"0","0","0","0","0","2","AR","2",,"0","0","0","0","0",,"5","8",,"PRD","20",,"0","0","0","0","0","19","FC","4",,"UPR","3",,"1","1",,"0","0","0","0","-999","-999","-999","0","0","7","7","3.46","-999","-999","0","1","0","0","0","1",,"0","0","2","1","-999","434","
, 2 "
"Afghanistan","AFG","1976","0","3","1","-999","-999","0","0","-999","-999","-999","independent","2","0","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0",,"-999","700","
, 0 "
"Benin","BEN","1978","0","6","0","1","-999","1","1","-999","-999","3","PRPB","3","0","0","0","0","3","1","-999","69","PRPB","69","100","3","0","0","0","0","3","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","1","1","-999","434","
, 1 "
"Bulgaria","BGR","1993","1","3","1","4","1","0","0","44.66","53.5","3","SDS","0","0","0","0","0","4","1","-999","240","SDS","110","34.36","1","0","0","0","0","4","DPS","24","7.55","0","0","0","1","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","BSP","106","33.14","3","0","0","0","0","3","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","7.7","-999","-999","0","1","0","4","1","1",,"0","0","2","0","-999","355","
, 2 "
"Bangladesh","BGD","1979","0","4","0","-999","-999","1","1","78","-999","1","BNP","0","1","0","0","0","1","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","2","-999","1","0","1","6","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","771","
, 0 "
"Austria","AUT","1980","2","10","1","3","1","0","0","-999","-999","10","SPO","3","0","0","0","0","91","0","-999","183","SPO","95","51.03","3","0","0","0","0","91","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","OVP","77","41.9","1","0","0","0","0","35","FPO","11","6.06","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.24","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Belgium","BEL","1985","2","4","1","0","1","0","0","-999","-999","14","CVP","1","0","0","1","1","40","0","-999","236","CVP","43","19.690000000000001","1","0","0","1","1","40","PSC","18","6.73","1","0","0","0","1","40","PVV","28","13.11","1","0","0","1","0","24","1","24","8.23","Socialist","61","25.13","3","0","0","1","0","100","Liberal","24","8.23","Volksunie","20","9.93","6","18","17.28","0","0","0","0","0","10","-999","1","0","7","7","13.63","13","0.33","0","1","0",,"1","1",,"0","0",,"1","0","211","
, 1 "
"Austria","AUT","1982","2","12","1","1","1","0","0","-999","-999","12","SPO","3","0","0","0","0","93","0","-999","183","SPO","95","51.03","3","0","0","0","0","93","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","OVP","77","41.9","1","0","0","0","0","37","FPO","11","6.06","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.24","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Afghanistan","AFG","1981","0","2","0","-999","-999","0","1","-999","-999","3","PDPA","3","0","0","1","0","16","1","-999","44","PDPA","44","0","3","0","0","1","0","16","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3.5","2",,"-999","-999","-999","-999","-999","-999","-999",,,"0","0","0",,"-999","700","
, 0 "
"Bahamas","BHS","1994","2","2","1","3","1","0","0","-999","-999","2","FNM","1","0","0","0","0","22","1","-999","49","FNM","33","55.01","1","0","0","0","0","22","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PLP","16","44.74","2","0","0","0","0","41","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.25","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"P. N. Guinea","PNG","2015","2","3","1","2","1","0","0","-999","-999","3","PNC","0","0","0","0","0","22","0","-999","108","PNC","27",,"0","0","0","0","0","22","THE","12",,"0","0","0","0","0","3","PNGP","8",,"0","0","0","0","0","12","7","30",,"MLP","2",,"0","0","0","0","0","8","CR","2",,"PMC","2",,"8","10",,"16","16",,"0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","1","2",,"-999","910","
, 0 "
"Honduras","HND","2010","0","1","1","3","0","0","0","56.56","-999","1","PN","1","0","0","0","0","87","1","-999","128","PN","71",,"1","0","0","0","0","87","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PL","45",,"1","0","0","0","0","119","PDCH","5",,"PUD","4",,"1","3",,"0","0","0","0","-999","-999","-999","0","0","7","7","7.1","-999","-999","1","1","0","0","0","1",,"0","0","2",,"-999","91","
, 0 "
"Bolivia","BOL","2000","0","3","1","1","0","0","0","22.3","-999","3","ADN","1","0","0","0","0","21","0","-999","130","ADN","33","22.3","1","0","0","0","0","21","MIR","25","16.7","3","0","0","0","0",,"UCS","21","15.9","1","0","0","0","0","12","0","0","0","MNR","26","17.7","2","0","0","0","0","22","Condepa","17","15.9","MBL","4","2.5","1","4","3.7","0","0","0","0","0","-999","-999","0","0","7","7","3.8","3","0.17","1","1","0",,"1","1",,"0","0","2",,"1","145","
, 0 "
"Turk Cyprus","0","2012","0","2","1","3","1","0","0","50.35","-999","2","UBP","1","0","0","0","0","37","1","-999","50","UBP","26","44.02","1","0","0","0","0","37","DP","5","10.65","1","1","0","0","0","20","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","CTP","15","29.29","3","0","0","0","0","42","TDP","2","6.85","ORP","2","6.22","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","13.3","-999","-999","0","1","0","0","0","0",,"0","0","0","0","-999",,"
, 0 "
"Iran","IRN","1975","0","34","0","-999","-999","0","1","-999","-999","-999","independent","0","0","0","0","0",,,"-999","0","Iran Novin",,,,"0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","Mardom P.",,,"0","0","0","0","0",,"NA","0","0","NA","0","0","-999","0","0","-999","0","0",,,"6","-999","1","0","6","2",,"-999","-999","0","-999","-999","-999","-999","-999",,"0","0",,,"1","630","
, 0 "
"Australia","AUS","1984","2","1","1","0","1","0","0","-999","-999","1","ALP","3","0","0","0","0","93","0","-999","125","ALP","75","49.5","3","0","0","0","0","93","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","LPA","33","34.4","1","0","0","0","0","40","NPA","17","9.1999999999999993","NA","0","0","0","0","0","0","0","0","0","0","12","-999","1","0","7","7","0.9","11","0.33","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Turk Cyprus","0","1991","0","16","1","4","1","0","0","67.5","-999","-999","independent","1","1","0","0","0","-999","1","-999","48","UBP","34",,"1","1","0","0","0","16","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","CTP","7",,"3","0","0","0","0",,"TKP","7",,"YDP","0",,"0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7",,"-999","-999",,,"-999","2",,,,"0","0","0","0","0",,"
, 0 "
"Niger","NER","2007","0","8","1","2","1","1","0","40.67","65.53","8","MNSD","0","0","0","0","0","18","0","-999","113","MNSD","47",,"0","0","0","0","0","18","CDS-R","22",,"2","0","0","0","0",,"RSD","7",,"0","0","0","0","0","3","2","11",,"PNDS","25",,"3","0","0","0","0",,"PSDN-A","1",,"NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","7","-999","-999","0","1","0","0","0","1",,"0","0",,,"-999","436",
"UAE","ARE","1979","0","8","1","2","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","40","Appointees","40","0","0","0","0","0","0","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Azerbaijan","AZE","2002","0","9","1","1","1","0","1","77.61","-999","9","YAP","0","0","0","0","0","10","1","-999","125","YAP","78","62.45","0","0","0","0","0","10","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PFA","6","6.31","0","1","0","0","0","13","Citizens","3","10.8","ASP","2","6.28","0","36",,"0","0","0","0","-999","-999","-999","0","0","7","6","1","-999","-999","1","0","1",,"-999","1","-999","0","1","1",,"-999","373","
, 1 "
"Congo","COG","2009","0","12","1","0","1","1","1","89.4","-999","12","PCT","3","0","0","0","0","40","0","-999","135","PCT","46",,"3","0","0","0","0","40","MCDDI","11",,"1","0","0","0","0","20","MAR","5",,"0","0","0","0","0",,"10","21",,"UPADS","11",,"0","0","0","0","0","18","RDPS","2",,"UFD","1",,"1","1",,"37","37",,"0","0","-999","7","0","1","7","6","1","888","0.33","1","0","1","-999",,,,"0","0",,"0","1","484","
, 1 "
"Australia","AUS","1978","2","3","1","2","1","0","0","-999","-999","3","LPA","1","0","0","0","0","34","0","-999","124","LPA","67","38.1","1","0","0","0","0","34","NPA","19","10","1","0","1","0","0","62","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ALP","38","39.6","3","0","0","0","0","87","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","0.9","11","0.33","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Brazil","BRA","1978","1","4","1","1","1","1","1","-999","-999","13","ARENA","1","0","0","0","0","12","0","-999","357","ARENA","202","41.97","1","0","0","0","0","12","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MDB","155","38.5","2","0","0","0","0",,"NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","3",,"3","0.15","1","1","0","5","0","0",,"0","0",,"1","1","140","
, 1 "
"Georgia","GEO","1997","0","5","0","3","-999","0","1","75","-999","5","CU","2","0","0","0","0","4","1",,"202","CU","107","23.71","2","0","0","0","0","4","NDPG","34","7.95","0","0","0","0","0","16","AGUR","31","6.84","0","0","0","0","0","3","0","0","0",,,,,,,,,,,,,,,,,,,"9","30",,"0","-999","-999","-999","0","0","7","6","1","-999","-999","1","1","0","5",,"1",,"0","1",,"0","-999","372",
"UAE","ARE","2003","0","32","1","3","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1",,"696","
, 0 "
"Bahrain","BHR","2015","0","16","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","40","NA","0",,"-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","Al Asala","2",,"0","0","0","3","0","13","Al Menbar","1",,"NA","0","0","0","0","0","37","37","0","-999","-999","-999","-999","0","0",,,"1","-999","0.5","1","0","1","-999","-999","-999","-999","0","0","1","0","0","692","
, 0 "
"Albania","ALB","1990","1","5","0","-999","-999","0","0","-999","-999","46","APL","3","0","0","0","0","49","1","-999","250","APL","250","100","3","0","0","0","0","49","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3","3",,"-999","-999","-999","-999","-999","-999","-999","1",,"0","0","1",,"-999","339","
, 1 "
"Nigeria","NGA","1980","0","1","0","3","-999","0","0","38.700000000000003","-999","1","NPN","0","0","0","0","0",,"0","-999","455","NPN","168",,"0","0","0","0","0",,"NPP","79",,"0","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UPN","111",,,"0","0","0","0",,"PRP","49",,"GNPP","48",,"0","0","0","0","0","0","0","0","-999","-999","0","0","7","7",,"5","0.21","0","1","0","0","0","0",,"0","0",,,"1","475","
, 2 "
"Australia","AUS","2011","2","1","1","2","1","0","0","-999","-999","4","ALP","3","0","0","0","0","120","0","-999","150","ALP","72",,"3","0","0","0","0","120","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","LPA","65",,"1","0","0","0","0","67","NPA","7",,"CLP","1",,"1","1","0","4","4",,"0","0","-999","-999","0","0","7","7","0.9","11","0.34","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Afghanistan","AFG","2002","-999","1","1","0","-999","0","1","-999","-999","-999","independent","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","1","1","-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","0","0",,"-999","700","
, 0 "
"Austria","AUT","2014","2","6","1","3","1","0","0","-999","-999","8","SPO","3","0","0","0","0","125","0","-999","183","SPO","52","26.82","3","0","0","0","0","125","OVP","47","23.99","1","0","0","0","0","69","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","40","20.51","0","1","0","0","0","58","DG","24","12.42","Team Stronach","11","5.73","5","9","10.53","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.25","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Burkina Faso","BFA","1983","0","1","0","-999","-999","1","1","-999","-999","1","CSP","3","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0",,,"-999","439",
"Ghana","GHA","2009","0","1","1","3","1","0","0","47.92","50.23","1","NDC","1","0","0","0","0","17","1","-999","229","NDC","113",,"0","0","0","0","0","17","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NPP","109",,"1","0","0","0","0","17","PNC","2",,"CPP","1",,"0","0",,"4","4",,"0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,"0","-999","452","
, 1 "
"Belgium","BEL","1987","2","6","1","0","1","0","0","-999","-999","16","CVP","1","0","0","1","1","42","0","-999","205","CVP","49","21.3","1","0","0","1","1","42","PRL","27","10.199999999999999","1","0","0","1","0","8","PVV","22","10.7","1","0","0","1","0","26","1","10","6.2","Socialist","67","28.4","3","0","0","1","0","102","Volksunie","16","7.9","NA","0","0","5","14","7.1","0","0","0","0","0","12","-999","1","0","7","7","13.63","13","0.33","0","1","0",,"1","1",,"0","0",,"1","0","211","
, 1 "
"Armenia","ARM","1979","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","-999","-999",,"-999","-999","-999","-999","-999","-999","-999","-999","-999",,"-999","-999","-999","-999","371","
, -999 "
"Belize","BLZ","1978","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","80","
, -999 "
"Bolivia","BOL","1985","0","3","1","0","0","0","0","-999","-999","3","UDP","3","0","0","0","0",,"0","-999","142","MIR/MNR-I/PCB","57","0","3","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MNRH","44",,"1","0","0","0","0",,"ADN","30",,"Socialist","11",,"0","0","0","0","0","0","0","0","7","7","1","1","7","2",,"3","0.17","1","1","0",,"0","1",,"1","0","0",,"1","145","
, 0 "
"Solomon Is.","SLB","2007","2","1","1","3","1","0","-999","-999","-999","6","SISCP","0","0","0","0","0","2","0","-999","43","SIPRA","4",,"0","0","0","0","0",,"NP","4",,"0","0","0","0","0",,"SIDP","3",,"0","0","0","0","0","2","3","6",,"PAP","4",,"3","0","0","0","0","28","NA","0","0","NA","0","0","0","0","0","29","29",,"0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","940","
, 2 "
"Argentina","ARG","1982","0","1","1","2","-999","1","1","-999","-999","-999","independent","0","0","0","0","0",,"-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0",,,"-999","160","
, 0 "
