"operation_number","document_title","iati_document_code","iati_document_code_name","language","document_link","document_type"
"AR-L1016","AR-L1016 Second period Jan-Dec 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178469","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178469","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178469","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178469","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172675","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172675","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172675","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172675","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2016-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797165","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2016-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797165","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2016-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797165","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2016-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40797165","Project Monitoring Report ( Public version)"
"AR-L1180","EER3","A06","Summary information about contract","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39611341","Loan Proposal"
"AR-L1016","AR-L1016","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39052940","Specific Procurement Notices"
"AR-L1017","AR-L1017 Second period Jan-Dec 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360659","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360659","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360659","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360659","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923697","Project Monitoring Report ( Public version)"
"AR-L1030","Plan de Adquisiciones  - Propuesta de Prestamo","A04","Conditions","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=1345042","Loan Proposal"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923697","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923697","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923697","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624844","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624844","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624844","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624844","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625411","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625411","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625411","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625411","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312416","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312416","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312416","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312416","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312992","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312992","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312992","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312992","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353757","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353757","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353757","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353757","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353098","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353098","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353098","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353098","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926309","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926309","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926309","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926309","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874926","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874926","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874926","Project Monitoring Report ( Public version)"
"AR-L1017","Report for Publication_PMR-#AR-L1017-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874926","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874200","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874200","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874200","Project Monitoring Report ( Public version)"
"AR-L1017","Informe para Publicación_PMR-#AR-L1017-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874200","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172676","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172676","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172676","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172676","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178476","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178476","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178476","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 Second period Jan-Dec 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178476","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175888","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175888","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175888","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175888","Project Monitoring Report ( Public version)"
"AR-L1017","AR-L1017 First period Jan-Jun 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181568","Project Monitoring Report ( Public version)"
