"operation_number","document_title","iati_document_code","iati_document_code_name","language","document_link","document_type"
"AR-L1014","Evaluación de Impacto Ambiental Ruta Nacional No. 14 Tramo 7: Empalme Ruta Nacional No. 127- Empalme Ruta Provincial No. 126, Provincia de Corrientes","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=802158","Environmental Impact Assessments"
"AR-L1014","Evaluación de Impacto Ambiental Ruta Nacional No. 14 y 117 Tramo 8: Ruta Provincial No. 126- Av. Belgrano, Provincia de Corrientes","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=802168","Environmental Impact Assessments"
"AR-L1014","Evaluación de Impacto Ambiental Ruta Provincial No. 302 Tramo Banda del Rio Sali - Cevil Pozo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=819121","Environmental Impact Assessments"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923695","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923695","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923695","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923695","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624841","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624841","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624841","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624841","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625409","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625409","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625409","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625409","Project Monitoring Report ( Public version)"
"AR-L1015","OBRA: ACUEDUCTO DE AGUA CRUDA PUERTO LAVALLE – JUAN JOSÉ CASTELLI Y (construction)","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35401961","Specific Procurement Notices"
"AR-L1015","CONSTRUCCIÓN OBRAS CIVILES Construction","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35542453","Specific Procurement Notices"
"AR-L1015","CONSTRUCCIÓN OBRAS CIVILES: ACUEDUCTO DE AGUA CRUDA","A10","Tender","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35750185","Specific Procurement Notices"
"AR-L1015","CONSTRUCCIÓN OBRAS CIVILES Construction","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35807595","Specific Procurement Notices"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312414","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312414","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312414","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312414","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312990","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312990","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312990","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312990","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353755","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353755","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353755","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353755","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353096","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353096","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353096","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353096","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926306","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926306","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926306","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926306","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874924","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874924","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874924","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874924","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874198","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874198","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874198","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874198","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172674","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172674","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172674","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40172674","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178467","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178467","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178467","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 Second period Jan-Dec 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40178467","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175885","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175885","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175885","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175885","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 First period Jan-Jun 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181562","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 First period Jan-Jun 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181562","Project Monitoring Report ( Public version)"
"AR-L1180","EER3","A04","Conditions","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39611341","Loan Proposal"
"AR-L1015","AR-L1015 First period Jan-Jun 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181562","Project Monitoring Report ( Public version)"
"AR-L1015","AR-L1015 First period Jan-Jun 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181562","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266415","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266415","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266415","Project Monitoring Report ( Public version)"
"AR-L1015","Informe para Publicación_PMR-#AR-L1015-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266415","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267079","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267079","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267079","Project Monitoring Report ( Public version)"
"AR-L1015","Report for Publication_PMR-#AR-L1015-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267079","Project Monitoring Report ( Public version)"
"AR-L1015","Informe de Gestion Ambiental y Social (IGAS - AR-L1015)","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=877421","Environmental Analyses"
"AR-L1015","PLAN DE RELOCALIZACION PRELIMINAR","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=877620","Environmental Analyses"
"AR-L1015","SERVICIOS DE CONSULTORÍA PARA LA INSPECCIÓN DE OBRAS HH(consultants)","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35292142","Specific Procurement Notices"
"AR-L1016","AR-L1016 Second period Jan-Dec 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360657","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360657","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360657","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 Second period Jan-Dec 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360657","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625410","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625410","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625410","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625410","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624843","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624843","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624843","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624843","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923696","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923696","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923696","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923696","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312991","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312991","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312991","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312991","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312415","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312415","Project Monitoring Report ( Public version)"
"AR-L1180","EER3","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39611341","Loan Proposal"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312415","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312415","Project Monitoring Report ( Public version)"
"AR-L1016","SERVICIO DE CONSULTORÍA Consultants","A10","Tender","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35548267","Specific Procurement Notices"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926307","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926307","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926307","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926307","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353097","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353097","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353097","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353097","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353756","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353756","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353756","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353756","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874199","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874199","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874199","Project Monitoring Report ( Public version)"
"AR-L1016","Informe para Publicación_PMR-#AR-L1016-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874199","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874925","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874925","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874925","Project Monitoring Report ( Public version)"
"AR-L1016","Report for Publication_PMR-#AR-L1016-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874925","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181564","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181564","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2015-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181564","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2015-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40181564","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175886","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175886","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175886","Project Monitoring Report ( Public version)"
"AR-L1016","AR-L1016 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175886","Project Monitoring Report ( Public version)"
