"category","title","year"
"GSA Field Guide","GSA: GSA Field Guide: The geology of the Niagara Escarpment, Fayette, Michigan - Dellapenna, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87L_302420_7.pdf)",
"Map","DEQ OGS GIMDL RI 03 MDT Drift Thickness Map (https://www.michigan.gov/documents/deq/GIMDL-RI03MDT_362879_7.pdf)",
"GSA Field Guide","GSA: GSA Field Guide: Sleeping Bear Dunes National Lakeshore, Michigan - Milstein, 1987 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSA87M_302421_7.pdf)",
"USGS Bulletin","USB: USGS Bulletin 1226: Geology of the Kelso Junction Quadrangle, Iron County, Michigan - Wier, 1967 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSB1226_302422_7.pdf)",
"USGS Bulletin","USB: USGS Bulletin 1407: Geology of the Precambrian W (Lower Precambrian) Rocks in Western Gogebic County... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSB1407_302425_7.pdf)",
"USGS Bulletin","USB: USGS Bulletin 1460: The Marquette Range Supergroup in the Gogebic Iron District, Michigan and Wisconsin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GSB1460_302428_7.pdf)",
"General Geology","GG: General Geology: Geologic Time Line Illustrations OGS-GIMDL ZIP (https://www.michigan.gov/documents/deq/GIMDL-GTLH_216150_7.zip)",
"General Geology","GG: General Geology: Geologic Time Line Helper Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gimdl-GTLH_307669_7.pdf)",
"General Geology","GG: Geologic Time Line Helper OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-GTLH-GEN_307780_7.pdf)",
"General Geology","GG: General Geology: Geologic Time Line Helper Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gimdl-GTLH_geo_307674_7.pdf)",
"General Geology","GG: General Geology: Geologic Time Line Helper Part 4 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gimdl-GTLH_Gpdf_307675_7.pdf)",
"General Geology","GG: General Geology: Geologic Time Line Helper Part 5 OGS-GIMDL ZIP (https://www.michigan.gov/documents/deq/ogs-gimdl-GTLH_Gzip_307677_7.zip)",
"General Geology","GG: General Geology: Geologic Time Line Helper Part 6 OGS-GIMDL Excel (https://www.michigan.gov/documents/deq/ogs-gimdl-GTLH_xls_307678_7.xls)",
"General Geology","GG: General Geology: Honey, I Shrunk the Glacier OGS-GIMDL ZIP (https://www.michigan.gov/documents/deq/GIMDL-HISTG_307755_7.zip)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1893 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1893_301821_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1901 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1901_301822_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1908 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1908A_301823_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1908 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1908B_301824_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1911 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1911A_301825_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1911 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1911B_301826_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1911 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1911C_301829_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1913 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1913A_301833_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1913 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1913B_301838_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1914 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1914_301843_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1915 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1915_301846_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1916 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1916_301847_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1922 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1922_301848_7.pdf)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1923 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1923A_301849_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1923 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1923B_301850_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1923 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1923C_301851_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1925 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1925A_301852_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1925 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1925B_301853_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1926 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1926A_301854_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1926 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1926B_301855_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1928 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1928A_301856_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1928 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1928B_301863_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1929 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1929A_301865_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1929 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1929B_301866_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1930 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1930A_301867_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1930 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1930B_301869_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1936 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1936A_301871_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1936 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1936B_301874_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1939 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1939A_301879_7.PDF)",
"Proceedings of the Lake Superior Mining Institute","LSMI: Proceedings of the Lake Superior Mining Institute 1939 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-LSMI1939B_301881_7.PDF)",
"General Geology","GG: General Geology: Michigan Geology Maps OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAPS_216151_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Second Annual Report of the Michigan Academy of Science, 1900 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS02_302431_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Fourth Annual Report of the Michigan Academy of Science, 1902 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS04_302432_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Fifth Annual Report of the Michigan Academy of Science, 1903 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS05_302434_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Sixth Annual Report of the Michigan Academy of Science, 1904 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS06_302435_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Seventh Annual Report of the Michigan Academy of Science, 1905 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS07_302436_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Eighth Annual Report of the Michigan Academy of Science, 1906 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS08_302437_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Ninth Annual Report of the Michigan Academy of Science, 1907 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS09_302438_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Tenth Annual Report of the Michigan Academy of Science, 1908 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS10_302439_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Eleventh Annual Report of the Michigan Academy of Science, 1909 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS11_302441_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Twelfth Annual Report of the Michigan Academy of Science, 1910 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS12_302442_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Thirteenth Annual Report of the Michigan Academy of Science, 1911 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS13_302443_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Fourteenth Annual Report of the Michigan Academy of Science, 1912 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS14_302445_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Fifteenth Annual Report of the Michigan Academy of Science, 1913 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS15_302446_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Sixteenth Annual Report of the Michigan Academy of Science, 1914 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS16_302447_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Seventeenth Annual Report of the Michigan Academy of Science, 1915 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS17_302448_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Nineteenth Annual Report of the Michigan Academy of Science, 1917 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS19_302449_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Twentieth Annual Report of the Michigan Academy of Science, 1918 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS20_302452_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Twenty-First Annual Report of the Michigan Academy of Science, 1919 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS21_302454_7.pdf)",
"Annual Report of the Michigan Academy of Science","MAS: Selections from the Twenty-Second Annual Report of the Michigan Academy of Science, 1920. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MAS22_302455_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Annual Field Trip Michigan Academy of Science Arts and Letters and Michigan Geological Society, 1947 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALFT_302457_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 1, 1921 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV01_302458_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 2, 1922 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV02_302459_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 3, 1923 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV03_302460_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 4, 1923 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV04_302461_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 5, 1925 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV05_302462_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 7, 1926 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV07_302463_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 8, 1927 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV08_302464_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 9, 1928 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV09_302466_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 10, 1928 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV10_302467_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 12, 1929 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV12_302469_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 14, 1930 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV14_302474_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 15, 1931 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV15_302475_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 16, 1931 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV16A_302476_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 16, 1931 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV16B_302477_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 17, 1932 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV17_302478_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 18, 1932 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV18_302479_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 19, 1933 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV19_302480_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 20, 1934 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV20_302482_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 21, 1935 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV21A_302484_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 21, 1935 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV21B_302486_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 22, 1936 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV22_302490_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 23, 1937 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV23A_302494_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 23, 1937 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV23B_302495_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 23, 1937 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV23C_302498_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 24, 1938 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV24_302501_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 25, 1939 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV25_302503_7.pdf)",
