"n_senado","n_camara","titulo","autor","f_presentado","comision","estado"
"067/17",,"POR MEDIO DEL CUAL SE ADICIONA LA LEY 769 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES. ""PARQUEADEROS PARA DISCAPACITADOS""","HS. JAIME AMÍN HERNÁNDEZ","2017-08-02","SEXTA","ARCHIVADO"
"068/17",,"POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY 1715 DE 2014","H.S. JAIME AMÍN HERNÁNDEZ","2017-08-02","QUINTA","ARCHIVADO"
"069/17","212/18","POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS CIEN (100) AÑOS DE FUNDACIÓN DEL MUNICIPIO DE ACACÍAS EN EL DEPARTAMENTO DEL META, RINDE PÚBLICO HOMENAJE A SUS HABITANTES Y SE DICTAN OTRAS DISPOSICIONES","H.S. MARITZA MARTÍNEZ ARISTIZÁBAL","2017-08-02","SEGUNDA","LEY"
"070/17","023/16","POR MEDIO DEL CUAL SE ADOPTAN MEDIDAS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE VIDA PARA LOS NIÑOS, NIÑAS, ADOLESCENTES QUE SE ENCUENTRAN BAJO MEDIDA DE PROTECCIÓN DEL ICBF Y PARA LA CONSOLIDACIÓN DE SU PROYECTO DE VIDA","H.R. David Alejandro Barguil Assis","2017-07-25","SEPTIMA","ARCHIVADO"
"076/17","108/17","POR MEDIO DE LA CUAL SE FOMENTA LA LEY PROTECCION Y COMPENSACION AL DENUNCIANTE DE ACTOS DE CORRUPCION ADMINISTRATIVA EN EL GOBIERNO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES.","HS. GUILLERMO ANTONIO SANTOS MARIN","2017-08-15","PRIMERA","ARCHIVADO"
"071/17",,"POR MEDIO DE LA CUAL SE REGULA EL FUNCIONAMIENTO DE LOS BIOBANCOS CON FINES DE INVESTIGACIÓN BIOMÉDICA Y SE DICTAN OTRAS DISPOSICIONES.","HH.SS. GERMÁN VARÓN COTRINO, JORGE IVÁN OSPINA, ANTONIO JOSÉ CORREA JIMÉNEZ","2017-07-25","SEPTIMA","ARCHIVADO"
"072/17",,"POR MEDIO DE LA CUAL SE REDEFINE EL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD Y SE DICTAN OTRAS DISPOSICIONES.","HS. EDINSON DELGADO RUIZ","2017-08-08","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"073/17","235/18","POR LA CUAL SE ESTABLECEN DIRECTRICES PARA LA GESTIÓN DEL CAMBIO CLIMÁTICO ""MENSAJE DE URGENCIA""","Ministro de Ambiente y Desarrollo Sostenible, LUIS GILBERTO MURILLO URRUTIA","2017-08-09","QUINTA","LEY"
"074/17","207/16 ACUM 199/16","POR MEDIO DE LA CUAL SE REGULA EL COBRO DEL GASTO PREJURIDICO EN LOS CREDITOS EDUCATIVOS DEL ICETEX.","H.R. RODRIGO LARA RESTREPO","2016-11-24","SEXTA","LEY"
"075/17","243/18","POR MEDIO DE LA CUAL SE PROMUEVE EL USO DE VEHÍCULOS ELÉCTRICOS EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES.","HH.SS. PALOMA VALENCIA, PAOLA HOLGUIN,ALFREDO RAMOS MAYA, JOSE OBDULIO GAVIRIA, SENEN NIÑO, ALVARO URIBE, IVAN DUQUE MARQUEZ MARUQEZ, GERMAN HOYOS; HH.RR. FEDERICO HOYOS SALAZAR, EDWARD RODRIGUEZ, LINA BARRERA, GERMAN BLANCO ALVAREZ, PIERRE GARCIA, HERNAN PENAGOS, VICTOR JAVIER CORREA, ANGELICA LOZANO, NICOLAS ALBERTO ECHEVERRY, GERMAN CARLOSAMA, IVAN DARIO AGUDELO, MARIA REGINA ZULUAGA","2017-08-09","SEXTA","LEY"
"077/17",,"POR MEDIO DE LA CUAL SEMODIFICA PARCIALMENTE LA LEY 769 DE 2002","H.S. GUILLERMO ANTONIO SANTOS MARIN","2017-08-15","SEXTA","ARCHIVADO"
"078/17","098/16","POR MEDIO DE LA CUAL LA NACION SE VINCULA A LA CELEBRACION DE LOS 75 AÑOS DE LA UNIVERSIDAD DEL ATLANTICO SE AUTORIZAN APROPIACIONES PRESUPUESTALES Y SE DICTAN OTRAS DISPOSICIONES","H.R. MARTHA PATRICIA VILLALBA","2016-08-11","CUARTA","LEY"
"079/17","174/16","POR MEDIO DE LA CUAL SE REGLAMENTA LA NATURALEZA Y LA DESTINACIÓN DE LAS PROPINAS","H.R. EFRAIN ANTONIO TORRES MONSALVO","2016-10-18","TERCERA","LEY"
"080/17","041/16","POR MEDIO DEL CUAL SE CREA EL REGISTRO NACIONAL DE ABUSADORES PARA LA PROTECCIÓN DE LOS MENORES DE EDAD.","HR. ELOY CHICHI QUINTERO ROMERO","2016-08-02","PRIMERA","ARCHIVADO"
"081/17","133/16","POR MEDIO DE LA CUAL SE PROMUEVE EL DESARROLLO SOSTENIBLE DE LA PRODUCCION Y COBSUMO DE LOS PRODUCTOS ECOLOGICOS Y AGROECOLOGICOS Y SE DICTAN  OTRAS DISPOSICIONES.","H.R. LUIS FERNANDO URREGO CARVAJAL, HS HERNAN FRANCISCO ANDRADE SERRANO","2016-08-30","QUINTA","ARCHIVADO"
"082/17",,"POR MEDIO DE LA CUAL SE HACE UNA ADICION AL CODIGO PENAL SE CREA EL TIPO PENAL ""OMISION O DENEGACION DE URGENCIAS EN SALUD Y SE DICTAN OTRAS DISPOSICIONES.","H.S. GUILLERMO ANTONIO SANTOS MARÍN.","2017-08-15","PRIMERA","ARCHIVADO"
"083/17",,"POR MEDIO DE LA CUAL SE REGULA EL COBRO CORRESPONDIENTE A MATRICULAS EXTRAORDINARIAS O EXTEMPORANEAS DE LAS INSTITUCIONES DE EDUCACIÓN SUPERIOR.","H.S. DORIS VEGA QUIROZ","2017-08-15","SEXTA","ARCHIVADO"
"084/17",,"POR MEDIO DE LA CUAL SE MODIFICA, DESARROLLA Y REGULA, LA EDUCACION FORMAL Y NO FORMAL EN LA MODALIDAD ABIERTA Y A DISTANCIA Y SE DICTAN OTRAS DISPOSICIONES.","H.S. DORIS CLEMENCIA VEGA","2017-08-15","SEXTA","ARCHIVADO"
"085/17",,"POR LA CUAL SE ESTABLECE UNA REGLAMENTACION DE ALGUNOS ASPECTOS RELATIVOS AL COLEO, SU ORGANIZACION LA PREVENCION DE LA CRUELDAD Y EL MALTRATO CONTRA LOS ANIMALES Y SE DICTAN OTRAS DISPOSICIONES.","H.S. MARITZA MARTINEZ ARISTIZABAL.","2017-08-15","QUINTA","ARCHIVADO"
"086/17",,"POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY 5a DE 1992, SE CREA LA COMISION LEGAL PARA EL ADULTO MAYOR DEL CONGRESO DE LA REPUBLICA DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES.","H.S. NIDIA MARCELA OSORIO SALGADO","2017-08-16","PRIMERA","ARCHIVADO"
"087/17",,"POR MEDIO DE LA CUAL SE ESTABLECEN MECANISMOS PARA MEJORAR CONDICIONES DEL SISTEMA CARCELARIO Y PENITENCIARIO DE COLOMBIA.","H.S. NIDIA MARCELA OSORIO SALGADO","2017-08-16","PRIMERA","ARCHIVADO"
"088/17",,"POR MEDIO DE LA CUAL SE REGLAMENTA LA REPRODUCCION HUMANA ASISTIDA, LA PROCREACIÓN CON ASISTENCIA CIENTIFICA Y SE DICTAN OTRAS DISPOSICIONES.","H.S. LUIS FERNANDO DUQUE GARCIA","2017-08-16","PRIMERA","ARCHIVADO"
"089/17",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY ESTATUTARIA 1581 DE 2012 “HABEAS DATA”","H.S. JAIME AMIN HERNANDEZ","2017-08-16","PRIMERA","ARCHIVADO"
"090/17","303/18","POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS PARA LA GESTIÓN Y TRANSPARENCIA DEL ASEGURAMIENTO EN SALUD EN COLOMBIA","HH.SS. ALVARO URIBE VÉLEZ, ANTONIO JOSÉ CORREA JIMÉNEZ, HONORIO HENRIQUEZ PINEDO, ORLANDO CASTAÑEDA SERRANO.","2017-08-16","SEPTIMA","LEY"
"091/17",,"POR MEDIO DE LA CUAL SE BRINDA PROTECCIÓN DE LOS RECURSOS DESTINADOS AL SUBSIDIO DE VIVIENDA Y SE DICTAN OTRAS DISPOSICIONES PARA FACILITAR EL ACCESO A VIVIENDA","H.S. ROBERTO ORTIZ URUEÑA","2017-08-17","SEPTIMA","ARCHIVADO"
"092/17",,"POR MEDIO DEL CUAL SE ESTABLECEN MEDIDAS PARA LA MITIGACIÓN Y ADAPTACIÓN A LOS FENÓMENOS CLIMÁTICOS Y SE ESTABLECEN OTRAS DISPOSICIONES","HH.RR. ANA PAOLA AGUDELO, GUILLERMINA BRAVO MONTAÑO, CARLOS EDUARDO GUEVARA VILLABÓN.","2017-08-17","QUINTA","ARCHIVADO"
"093/17",,"POR MEDIO DE LA CUAL SE ESTABLECEN ASPECTOS LABORALES Y OPERATIVOS A LA MODALIDAD DE HOGARES SUSTITUTOS Y TUTORES DEL INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANGEL CUSTODIO CABRERA BAEZ","2017-08-22","SEPTIMA","ARCHIVADO"
"094/17",,"POR LA CUAL SE MODIFICA EL ARTÍCULO 14 DE LA LEY 115 DE 1994","HH.SS. ROSMERY MARTINEZ ROSALES, MAURICIO AGUILAR HURTADO, JORGE ELIECER PRIETO RIVEROS, DORIS CLEMENCIA VEGA QUIROZ","2017-08-22","SEXTA","ARCHIVADO"
"095/17",,"POR MEDIO DE LA CUAL SE CREA EL REGISTRO NACIONAL DE OFENSORES SEXUALES","H.S. ROSMERY MARTÍNEZ ROSALES","2017-08-22","PRIMERA","ARCHIVADO"
"096/17",,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 13 DE LA LEY 1564 DE 2012","H.S. ROSMERY MARTÍNEZ ROSALES","2017-08-22","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"097/17",,"POR EL CUAL SE ESTABLECEN VALORES MINIMOS A LA FIJACION DE LA CUOTA ALIMENTARIA","H.S. ROEMERY MARTINEZ ROSALES","2017-08-22","PRIMERA","ARCHIVADO"
"098/17",,"POR MEDIO DE LA CUAL SE CONVOCA UNA ASAMBLEA NACIONAL CONSTITUYENTE EN LOS TÉRMINOS DEL ARTÍCULO 376 DE LA CONSTITUCIÓN POLÍTICA PARA EFECTUAR UNA REFORMA INTEGRAL Y ESTRUCTURAL A LA JUSTICIA.","H.S. VIVIANE MORALES HOYOS","2017-08-22","PRIMERA","ARCHIVADO"
"099/17",,"POR MEDIO DELA CUAL SE DICTAN DISPOSICIONES EN MATERIA DE PARTICIPACION CIUDADANA.","H.S. ROY LEONARDO BARRERAS MONTEALEGRE","2017-08-23","PRIMERA","ARCHIVADO"
"100/17",,"POR EL CUAL SE FAVORECE LA FORMALIZACION LABORAL DE LOS PEQUEÑOS PRODUCTORES Y RECOLECTORES DE CAFE EN COLOMBIA, SE INCENTIVA EL CONSUMO INTERNO DE CAFE Y SE CREA EL SELLO SOCIAL ""QUIERO A LOS CAFETEROS""","HH.SS. PALOMA VALENCIA LASERNA, SUSANA CORREA BOTERO, ALVARO URIBE VELEZ, JOSE OBDULIO GAVIRIA, MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA, ALFREDO RANGEL SUAREZ, LEON RIGOBERTO BARON NEIRA, JAIME ALEJANDRO AMIN HERNANDEZ, IVAN DUQUE MARQUEZ MARQUEZ, ERNESTO MACIAS TOVAR, FERNANDO ARAUJO RUMIE, THANIA VEGA DE PLAZAS, ORLANDO CASTAÑEDA SERRANO, CARLOS FELIPE MEJIA MEJIA, DANIEL ALBERTO CABRALES, PAOLA ANDREA HOLGUIN, EVERTH BUSTAMANTE,  NOHORA TOVAR REY , ALFREDO RAMOS MAYA, HONORIO MIGUEL HENRIQUEZ, HR, RUBEN DARIO MOLANO, FEDERICO HOYOS, SAMUEL HOYOS,","2017-08-23","SEPTIMA","ARCHIVADO"
"101/17",,"POR EL CUAL SE DICTAN NORMAS DE MEDIDAS DE ASISTENCIA Y ATENCIÓN DE LAS PERSONAS QUE HAYAN SUFRIDO LA DESTRUCCIÓN IRREVERSIBLE DEL TEJIDO HUMANO POR ATAQUES CON AGENTES QUÍMICOS Y OTRAS QUEMADURAS, QUE GENEREN UNA DISCAPACIDAD","H.S. Paloma Valencia Laserna, Álvaro Uribe Vélez, María del Rosario Guerra de la Espriella, León Rigoberto Barón Neira, Susana Correa Borrero, José Obdulio Gaviria Vélez, Alfredo Rangel Suárez, Jaime Alejandro Amín Hernández, Iván Duque Márquez, Fernando Nicolás Araújo Rumie, Orlando Castañeda Serrano, Daniel Alberto Cabrales Castillo, Everth Bustamante García, Alfredo Ramos Maya, Ernesto Macías Tovar,  Thania Vega de Plazas, Carlos Felipe Mejía Mejía, Paola Andrea Holguín Moreno, Nohora Stella Tovar Rey, Honorio Miguel Henríquez Pinedo, HR Samuel Alejandro Hoyos Mejía, Representante a la Cámara, Rubén Darío Molano Piñeros, Federico Hoyos Salazar, Santiago Valencia González.","2017-08-23","SEPTIMA","ARCHIVADO"
"102/17",,"POR MEDIO DE LA CUAL SE DECRETA UNA REBAJA DE PENAS Y RESOCIALIZACION  PARA LA CONSTRUCCION DE UNA PAZ ESTABLE Y DURADERA","H.S. JUAN MANUEL CORZO ROMÁN","2017-08-23","PRIMERA","ARCHIVADO"
"103/17",,"POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 51 DE LA LEY 13 DE 1990 SE INCLUYE UN PARAGRAFO Y SE DECLARAN CINCO (5) MILLAS NAUTICAS EXCLUSIVAS PARA LA PESCA ARTESANAL, CON EL FIN DE LA PROTECCIÓN Y CONSERVACIÓN DEL ECOSISTEMA MARINO","H.S. JUAN MANUEL CORZO ROMÁN","2017-08-23","QUINTA","ARCHIVADO"
"104/17",,"POR MEDIO DEL CUAL SE REGULA EL USO ADECUADO Y EFICIENTE DE RECURSOS PÚBLICOS DESTINADOS A PUBLICIDAD DE NATURALEZA ESTATAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. IVÁN DUQUE MÁRQUEZ","2017-08-23","TERCERA","ARCHIVADO"
"105/17",,"POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO INTERNACIONAL DEL CACAO, 2010», ADOPTADO EN GINEBRA, EL 25 DE JUNIO DE 2010","Ministra de Relaciones Exteriores, MARÍA ÁNGELA HOLGUÍN CUÉLLAR y Ministro de Agricultura y Desarrollo Rural, AURELIO IRAGORRI VALENCIA","2017-08-24","SEGUNDA","ARCHIVADO"
"106/17","263/17","POR EL CUAL SE ESTABLECE EL PROCEDIMIENTO DE PÉRDIDA DE LA INVESTIDURA A LOS CONGRESISTAS, SE CONSAGRA LA DOBLE INSTANCIA, EL TÉRMINO DE CADUCIDAD ENTRE OTRAS DISPOSICIONES.","H.R.Telésforo Pedraza Ortega Ministro de Justicia y del Derecho, doctor - ENRIQUE GIL BOTERO","2017-05-02","PRIMERA","LEY"
"107/17 acum  154/17 172/17",,"POR MEDIO DEL CUAL SE CREA EL REGULADOR CONVERGENTE PARA EL SECTOR TELECOMUNICACIONES Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANDRÉS GARCÍA ZUCCARDI, ROOSVELT RODRIGUEZ, CARLOS ARTURO CORREA","2017-08-28","SEXTA","ARCHIVADO"
"108/17",,"POR EL CUAL SE AUTORIZA A INSTITUTOS O CENTROS DE INVESTIGACIONES O ESTUDIOS Y ACADEMIAS, PREVIO CUMPLIMIENTO DE REQUISITOS, A DESARROLLAR PROGRAMAS ACADÉMICOS DE DOCTORADO Y SE DICTAN OTRAS DISPOSICIONES","H.S. SANDRA VILLADIEGO VILLADIEGO","2017-08-29","SEXTA","ARCHIVADO"
"109/17",,"POR LA CUAL SE ESTABLECE LA REGLAMENTACIÓN DEL SISTEMA DE CALIFICACIÓN DEL ORIGEN DE LA ENFERMEDAD, LA PERDIDA DE CAPACIDAD LABORAL Y LA FECHA DE ESTRUCTURACIÓN, EL ADECUADO PROCEDIMIENTO DE LAS JUNTAS MEDICO LABORALES Y SE DICTAN OTRAS DISPOSICIONES","H.S. ALBERTO CASTILLA SALAZAR, IVÁN CEPEDA CASTRO, JORGE ENRIQUE ROBLEDO, ALEXANDER LÓPEZ, JORGE PRIETO, ANTONIO JOSÉ CORREA JIMÉNEZ, HR, VÍCTOR CORREA VÉLEZ, ALIRIO URIBE","2017-08-29","SEPTIMA","ARCHIVADO"
"110/17",,"POR MEDIO DE LA CUAL SE INCENTIVA LA DONACIÓN DE SANGRE EN EL PAÍS Y SE DICTAN OTRAS DISPOSICIONES","H.S. JOSÉ ALFREDO GNECCO ZULETA","2017-08-30","SEPTIMA","ARCHIVADO"
"111/17","161/17","POR MEDIO DEL CUAL SE ABORDA LA PROBLEMATICA DEL CONSUMO DE DROGAS EN COLOMBIA, SE CREAN LAS SALAS DE CONSUMO CONTROLADO Y SE DICTAN OTRAS DISPOSICIONES.","H.S. IVAN DUQUE MARQUEZ, H.R.SAMUEL ALEJANDRO HOYOS, OSCAR DARIO PEREZ, MARIA REGINA ZULUAGA, FEDERICO HOYOS SALAZAR, MARGARITA MARÍA RESTREPO ARANGO, WILSON CORDOBA MENA, TATIANA CABELLO, ESPERANZA DE LSO ANGELES, CIRO ALEJANDRO RAMIREZ, HUGO HERNAN GONZALEZ, RUBEN DARIO MOLANO PIÑEROS, ALVARO HERNAN PRADA, FERNANDO SIERRA RAMOS, PIERRE EUGENIO GARCIA","2016-10-05","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"112/17",,"POR MEDIO DEL CUAL SE ADICIONA UN ARTÍCULO NUEVO A LA LEY 4 DE 1992 ""DEFENSORES DE FAMILIA""","H.S. ÁNGEL CUSTODIO CABRERA BÁEZ, HR GERMÁN ALCIDES BLANCO ÁLVAREZ","2017-09-04","SEPTIMA","ARCHIVADO"
"113/17",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 152 DE 1994","H.S. HORACIO SERPA URIBE","2017-09-04","TERCERA","ARCHIVADO"
"114/17",,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 446 DE LA LEY 599 DE 2000.","H.S. ROSMERY MARTINEZ ROSALES.","2017-09-04","PRIMERA","ARCHIVADO"
"115/17","195/16","POR MEDIO DE LA CUAL SE CONMEMORA EL BICENTENARIO DEL SACRIFICIO DE LA HEROÍNA NACIONAL POLICARPA SALAVARRIETA Y SE DICTAN VARIAS DISPOSICIONES PARA CELEBRAR SUS APORTES A LA REPÚBLICA","H.R. Oscar Hernán Sánchez León","2016-11-16","SEGUNDA","LEY"
"116/17","274/17","POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO CULTURAL DE LA NACION, “EL FESTIVAL INTERNACIONAL, IPIALES CUNA DE GRANDES TRÍOS”, CELEBRADO EN EL MUNICIPIO DE IPIALES - DEPARTAMENTO DE NARIÑO","H.R. Hernán Gustavo Estupiñan Calvache","2017-05-17","CUARTA","LEY"
"117/17","285/18","POR MEDIO DE LA CUAL SE CREA EL FONDO DE ESTABILIZACIÓN DE PRECIOS DEL CAFÉ","H.S. ERNESTO MACÍAS TOVAR","2017-09-12","TERCERA","LEY"
"118/17",,"POR MEDIO DEL CUAL SE ESTABLECE EL CÓDIGO DE RESPONSABILIDAD JURÍDICA POR DAÑOS AMBIENTALES  Y EL PROCEDIMIENTO ADMINISTRATIVO SANCIONATORIO EN MATERIA AMBIENTAL, SE EXPIDEN NORMAS PARA FORTALECER EL CUMPLIMIENTO DE LA NORMATIVIDAD AMBIENTAL, Y SE DICTAN OTRAS DISPOSICIONES","HS EFRAIN JOSE CEPEDA SARABIA, HERNAN ANDRADE SERRANO, EDUARDO ENRIQUEZ MAYA, ROBERTO GERLEIN ECHEVERRIA, NIDIA OSORIO, JUAN MANUEL CORZO, FERNANDO TAMAYO, JUAN SAMY MERHEG, MIRYAM PAREDES, JUAN DIEGO GOMEZ, NORA GARCIA, LUIS EMILIO SIERRA,  LAUREANO ACUÑA, JORGE HERNANDO PEDRAZA, NADIA BLEL SCAFF, MAURICIO DELGADO, YAMINA PESTANA ROJAS, OLGA SUAREZ MIRA, Y HR NICOLAS ALBEIRO ECHEVERRI.","2017-09-12","QUINTA","ARCHIVADO"
"119/17",,"POR LA CUAL SE DICTAN DISPOSICIONES PARA EL SOMETIMIENTO Y ACOGIMIENTO A LA JUSTICIA DE MIEMBROS DE ORGANIZACIONES CRIMINALES, QUE CONTRIBUYAN DE MANERA EFECTIVA A LA CONSECUCIÓN DE LA SEGURIDAD Y LA CONVIVENCIA EN LOS TERRITORIOS","H.S. PAOLA HOLGUÍN MORENO","2017-09-12","PRIMERA","ARCHIVADO"
"120/17",,"POR MEDIO DEL CUAL SE REGULA LA INDEMNIZACIÓN DE LOS DAÑOS A LA PERSONA EN LOS PROCESOS DE RESPONSABILIDAD","H.S. IVAN LEONIDAS NAME VÁSQUEZ","2017-09-12","PRIMERA","ARCHIVADO"
"121/17","169/16","POR MEDIO DE LA CUAL LA NACION SE ASOCIA A LA CELEBRACIÓN DE LOS 51 AÑOS DE LA ESCUELA DE NUTRICIÓN Y DIETETICA DE LA UNIVERSIDAD DE ANTIOQUIA","H.R. VICTOR JAVIER CORREA VELEZ","2016-10-11","SEGUNDA","ARCHIVADO"
"122/17",,"POR LA CUAL SE MODIFICA EL ARTICULO 5 DE LA LEY 823 DE 2003 ""MUJERES EN OBRAS PUBLICAS""","H.S. ARMANDO BENEDETTI VILLANEDA","2017-09-13","SEPTIMA","ARCHIVADO"
"123/17",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1801 DE 2016 Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ARMANDO BENEDETTI VILLANEDA","2017-09-13","PRIMERA","ARCHIVADO"
"124/17",,"POR MEDIO DEL CUAL SE DICTAN NORMAS EN INTERVENCIÓN ECONÓMICA DEL ESTADO EN LA ECONOMÍA EN MATERIA DE INTERMEDIACIÓN INMOBILIARIA Y SE ESTABLECEN OTRAS DISPOSICIONES EN MATERIA DE CONTROL DE CALIDAD EN LA PRESTACIÓN DE TALES SERVICIOS","H.S. JUAN SAMY MERHEG, JUAN CARLOS RESTREPO, NIDIA MARCELA OSORIO","2017-09-13","CUARTA","ARCHIVADO"
"125/17",,"POR MEDIO DE LA CUAL DE MODIFICA LA LEY 5 DE 1992, SE CREA LA COMISIÓN LEGAL PARA LA DEFENSA DE LOS NIÑOS, NIÑAS Y ADOLESCENTES Y SE DICTAN OTRAS DISPOSICIONES.","H.S. EDUARDO PULGAR DAZA","2017-09-13","PRIMERA","ARCHIVADO"
"126/17","268/18","POR MEDIO DE LA CUAL SE APRUEBA EL «ACUERDO ENTRE LA REPÚBLICA DE COLOMBIA Y LA ORGANIZACIÓN PARA LA COOPERACIÓN Y DESARROLLO ECONÓMICOS (OCDE) SOBRE PRIVILEGIOS, INMUNIDADES Y FACILIDADES OTORGADOS A LA ORGANIZACIÓN», SUSCRITO EN PUNTA MITA, MÉXICO, EL 20 DE JUNIO DE 2014","Ministra de Relaciones Exteriores, Dra. MARÍA ÁNGELA HOLGUÍN CUÉLLAR","2017-09-15","SEGUNDA","LEY"
"127/17","301/18","POR MEDIO DE LA CUAL SE CREA LA POLÍTICA CONTRA LA PÉRDIDA Y EL DESPERDICIO DE ALIMENTOS Y SE DICTAN OTRAS DISPOSICIONES","H.S. MARITZA MARTÍNEZ ARISTIZÁBAL, HONORIO MIGUEL HENRÍQUEZ, EDUARDO ENRIQUE PULGAR DAZA, ORLANDO CASTAÑEDA SERRANO, NIDIA MARCELA OSORIO HR, SANTIAGO VALENCIA GONZÁLEZ.","2017-09-15","SEPTIMA","LEY"
"128/17","058/16","POR LA CUAL SE TRANSFORMA LA UNIVERSIDAD DE LA GUAJIRA EN ENTE AUTONOMO DEL ORDEN NACIONAL Y SE DICTAN OTRAS DISPOSICIONES.","H.R. ALFREDO DELUQUE ZULETA, ALVARO GUSTAVO ROSADO Y ANTENOR DURAN CARRILLO.","2016-08-03","CUARTA","ARCHIVADO"
"129/17","095/16","POR MEDIO DE LA CUAL SE ESTABLECE LA ESTABILIDAD LABORAL REFORZADA EN FAVOR DE LA MUJER VICULADA MEDIANTE CONTRATO DE PRESTACION DE SERVICIOS CUANDO SOBREVENGA EL EMBARAZO O LA LACTANCIA Y SE DICTAN OTRAS DISPOSICIONES.","H.R. GUILLERMINA BRAVO MONTAÑO, ANA PAOLA AGUDELO GARCIA, CARLOS EDUARDO GUEVARA VILLABON, CLARA LETICIA ROJAS GONZALEZ, FLORA PERDOMO ANDRADE, JORGE CAMILO ABRIL, NANCY DENISSE CASTILLO, HS LUIS EVELIS ANDRADE","2017-08-11","SEPTIMA","ARCHIVADO"
"130/17","102/16","POR EL CUAL SE DECLARA PATRIMONIO NACIONAL INMATERIAL LA LOA DE LOS SANTOS REYES MAGOS DEL MUNICIPIO DE BARANOA, DEPARTAMENTO DE ATLANTICO Y SE DICTAN OTRAS DISPOSICIONES.","H.R. EDUARDO CRISSIEN BARRERO","2016-08-12","CUARTA","OBJETADO"
"131/17","246/18","POR MEDIO DE LA CUAL LA NACION SE VINCULA A LA CELEBRACIÓN DE LOS 30 AÑOS DE EXISTENCIA JURÍDICA DEL INSTITUTO UNIVERSITARIO DE LA PAZ - UNIPAZ DE BARRANCABERMEJA - SANTANDER, Y SE DICTAN OTRAS DISPOSICIONES.","H.S. HORACIO SERPA URIBE","2017-09-20","SEGUNDA","LEY"
"132/17",,"POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS DE INCLUSIÓN PARA LA POBLACIÓN CON DISCAPACIDAD AUDITIVA","H.S. RODRIGO VILLALBA MOSQUERA","2017-09-20","SEXTA","ARCHIVADO"
"133/17",,"POR MEDIO DEL CUAL SE REDUCE EL USO DE EFECTIVO Y SE PROMUEVEN LAS TRANSACCIONES ELECTRÓNICAS EN EL TERRITORIO NACIONAL, Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANDRES FELIPE GARCIA ZUCCARDI","2017-09-26","TERCERA","ARCHIVADO"
"134/17",,"POR MEDIO DE LA CUAL SE ESTABLECE LA POLÍTICA PÚBLICA PARA LA ANCIANIDAD O VEJEZ","H.S. LUIS FERNANDO DUQUE GARCÍA, JUAN CARLOS RESTREPO ESCOBAR, GERMÁN DARÍO HOYOS, IVÁN NAME VÁSQUEZ, HR MAURICIO GÓMEZ AMÍN, ÓSCAR DARÍO PÉREZ, CARLOS EDWARD OSORIO","2017-09-26","SEPTIMA","ARCHIVADO"
"135/17","205/18","POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CELEBRACIÓN DE LOS CIEN (100) AÑOS DE LA FUERZA AÉREA COLOMBIANA","H.S. LUIS FERNANDO DUQUE GARCÍA","2017-10-02","SEGUNDA","LEY"
"136/17",,"POR LA CUAL SE FOMENTA LA CULTURA DE LA DONACIÓN VOLUNTARIA, ALTRUISTA, HABITUAL Y NO REMUNERADA DE SANGRE SEGURA Y SE DICTAN OTRAS DISPOSICIONES","H.S. MYRIAM PAREDES AGUIRRE HR RAFAEL ROMERO PIÑEROS","2017-09-27","SEPTIMA","ARCHIVADO"
"137/17","178/17","POR MEDIO DE LA CUAL SE CREA LA COMISION LEGAL DE AFORADOS ""MENSAJE DE URGENCIA","H.S. ROY LEONARDO BARRERAS MONTEALEGRE","2017-09-27","PRIMERA","ARCHIVADO"
