País,Código ISO país,Oficina de registro,Grupo edad,Edad (años),Área Conocimiento,Sub Area Conocimiento,Nivel Académico,Estado civil,Género,Etnia de la persona,Estatura (CM),Localización,Cantidad de personas
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,155,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,140,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,145,"(6.42375, -66.58973)",3
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,148,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,150,"(-35.675147, -71.542969)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,OTRO,140,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,157,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",7
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,154,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,150,"(40.463667, -3.74922)",2
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,161,"(-14.235004, -51.92528)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,AFRODESCENDIENTE,140,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,162,"(37.09024, -95.712891)",1
PANAMA,PAN,C. COLON,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,152,"(8.537981, -80.782127)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,129,"(40.463667, -3.74922)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,145,"(55.378051, -3.435973)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,132,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,NINGUNO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,151,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",73
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,150,"(46.818188, 8.227512)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,140,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,156,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,0,"(-35.675147, -71.542969)",1
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(-1.831239, -78.183406)",3
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,BELLAS ARTES,PUBLICIDAD Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,148,"(8.537981, -80.782127)",1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,153,"(-14.235004, -51.92528)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,150,"(-1.831239, -78.183406)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,131,"(23.634501, -102.552784)",1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,158,"(46.818188, 8.227512)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,DIVORCIADO,MASCULINO,NINGUNA,152,"(40.463667, -3.74922)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,155,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,130,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,136,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",2
FILIPINAS,PHL,C. MANILA,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(12.879721, 121.774017)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,150,"(37.09024, -95.712891)",3
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,150,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,166,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(-1.831239, -78.183406)",4
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,123,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,159,"(6.42375, -66.58973)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,60,"(8.537981, -80.782127)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,168,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,148,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,160,"(37.09024, -95.712891)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,134,"(-38.416097, -63.616672)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,125,"(-35.675147, -71.542969)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(6.42375, -66.58973)",2
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,DESCONOCIDO,FEMENINO,OTRO,140,"(23.634501, -102.552784)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",2
ITALIA,ITA,C. MILAN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,160,"(41.87194, 12.56738)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,140,"(37.09024, -95.712891)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,140,"(56.130366, -106.346771)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,153,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",1
CANADA,CAN,C. VANCOUVER,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,147,"(56.130366, -106.346771)",1
PORTUGAL,PRT,C. LISBOA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(39.399872, -8.224454)",1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,159,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(-1.831239, -78.183406)",6
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,158,"(-1.831239, -78.183406)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,145,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,135,"(6.42375, -66.58973)",1
DINAMARCA,DNK,C. ESTOCOLMO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(56.26392, 9.501785)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,NINGUNO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,153,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,151,"(40.463667, -3.74922)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,143,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,152,"(6.42375, -66.58973)",1
MEXICO,MEX,C. GUADALAJARA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,133,"(23.634501, -102.552784)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,NINGUNA,-1,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,140,"(40.463667, -3.74922)",1
BRASIL,BRA,C. MANAOS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(-14.235004, -51.92528)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,144,"(40.463667, -3.74922)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,INDÍGENA,133,"(-38.416097, -63.616672)",1
ECUADOR,ECU,C. NUEVA LOJA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,VIUDO,MASCULINO,SIN ETNIA REGISTRADA,139,"(-1.831239, -78.183406)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(-38.416097, -63.616672)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,CASADO,FEMENINO,NINGUNA,150,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(6.42375, -66.58973)",2
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,129,"(-35.675147, -71.542969)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",13
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,155,"(40.463667, -3.74922)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,155,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,160,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,148,"(37.09024, -95.712891)",1
JAPON,JPN,C. TOKIO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(36.204824, 138.252924)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,134,"(6.42375, -66.58973)",1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,18,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,165,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,151,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,140,"(6.42375, -66.58973)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,125,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,158,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,157,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,135,"(6.42375, -66.58973)",1
AUSTRALIA,AUS,C. CANBERRA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,162,"(-25.274398, 133.775136)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,128,"(37.09024, -95.712891)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(-35.675147, -71.542969)",2
PANAMA,PAN,C. COLON,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,150,"(8.537981, -80.782127)",1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,154,"(-14.235004, -51.92528)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,142,"(56.130366, -106.346771)",2
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,142,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,140,"(6.42375, -66.58973)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-38.416097, -63.616672)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,145,"(8.537981, -80.782127)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,DESCONOCIDO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,145,"(-1.831239, -78.183406)",1
ST. MAARTEN,SX,C. WILLEMSTAD,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(0.0, 0.0)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,154,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,148,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,153,"(-1.831239, -78.183406)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,170,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,160,"(40.463667, -3.74922)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,140,"(56.130366, -106.346771)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,133,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,159,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,140,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,151,"(40.463667, -3.74922)",2
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,138,"(46.818188, 8.227512)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,130,"(40.463667, -3.74922)",2
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,146,"(23.634501, -102.552784)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",4
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,FEMENINO,NINGUNA,143,"(6.42375, -66.58973)",2
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,155,"(37.09024, -95.712891)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,"(55.378051, -3.435973)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,148,"(56.130366, -106.346771)",1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,148,"(-35.675147, -71.542969)",1
NUEVA ZELANDA,NZL,C. AUCKLAND,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(-40.900557, 174.885971)",1
