"c_digo_de_barras","signatura_topogr_fica","sede_donde_se_encuentra","colecci_n","tipo_de_documento","t_tulo_del_documento","url"
"000000011888","495CD","Central","Electrónica","CD","Plan regional ecoturístico para la subregión del Occidente Medio Hevéxicos, 2006-2011 /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_6191_2005.pdf"
"000000011877","503CD","Central","Electrónica","CD","Caracterización patrimonial del sistema de humedales ciénagas El Totumo, Barbacoas y Chiqueros municipio de Yondó y Puerto Berrío Antioquia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_5928_2004.pdf"
"000000011874","506CD","Central","Electrónica","CD","Plan de manejo ambiental del complejo cenagoso de Chiqueros y su área de influencia en el municipio de Puerto Berrío Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6440_2005.pdf"
"000000011869","509CD","Central","Electrónica","CD","Implementación de la segunda fase del proceso de educación y apoyo a la gestión ambiental en los cinco corregimientos del municipio de Medellín /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_6723_2005.pdf"
"000000011868","510CD","Central","Electrónica","CD","Clasificación y priorización con fines de ordenación de las cuencas hidrográficas del sector eléctrico :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_510CD_2006.pdf"
"000000011867","511CD","Central","Electrónica","CD","Modelos experimentales de restauración ecológica en áreas críticas de la Reserva Natural Farallones del Citará Municipio de Andes :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6348_2005_Tomo%201.pdf"
"000000011865","513CD","Central","Electrónica","CD","La administración forestal en CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6886_2006.pdf"
"000000011863","515CD","Central","Electrónica","CD","Inventario, diagnóstico fitosanitario y plan de manejo de los árboles urbanos en los espacios públicos del municipio de Andes :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6287_2005.pdf"
"000000009935","156CD","Central","AIRNR","CD","Propagación de helechos arbóreos a partir de esporas (Cyatheaceae, Dicksoniaceae y Blechnaceae) /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_4330_2002_1.pdf"
"000000009935","156CD","Central","AIRNR","CD","Propagación de helechos arbóreos a partir de esporas (Cyatheaceae, Dicksoniaceae y Blechnaceae) /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_4330_2002_2.pdf"
"000000011842","530CD","Central","Electrónica","CD","Conservación y manejo in situ y ex-situ de especies forestales de importancia ecológica y económica :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7031_2006_2.pdf"
"000000011841","531CD","Central","Electrónica","CD","Caracterización y evaluación del estado de los predios propiedad de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7103_2006.pdf"
"000000011837","536CD","Central","Electrónica","CD","Plan de ordenación y manejo cuenca de la quebrada Sinifaná municipio de Caldas, Amagá, Fredonia, Venecia y Titiribí :","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_7211_2006.pdf"
"000000009249","54DVD","Central","Electrónica","DVD","Registro y caracterización de la red de caminos antiguos en el departamento de Antioquia palimpsestos :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_7143_2006.pdf"
"000000011832","541CD","Central","Electrónica","CD","Inventario preliminar de las orquídeas nativas del área de reserva regional Nubes, Capota, Trocha y estrategia para su conservación :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_7068_2006.pdf"
"000000011831","542CD","Central","Electrónica","CD","Inventario participativo del potencial ecoturístico en la localidad de El Barcino, zona de influencia del área de reserva del Occidente del Valle de Aburrá, proyecto educativo ambiental :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7251_2006_1.pdf"
,"AIRNR00034","Central","AIRNR","MEMORIA","Caracterización preliminar de la avifauna de la reserva de recursos naturales del Río Cauca","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_OSSP_3751_2007.pdf"
"000000009422","348DVD","Central","Electrónica","DVD","Validación del modelo conceptual de los acuíferos en la territorial Panzenú :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_5878%202006.pdf"
"000000003606","1881Reg","Central","Regiones","Libro","Formulación del plan integral de ordenamiento y manejo de la microcuenca Altavista /","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_6768_2005_1PARTE.pdf"
"000000003606","1881Reg","Central","Regiones","Libro","Formulación del plan integral de ordenamiento y manejo de la microcuenca Altavista /","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_6768_2005_2PARTE.pdf"
"000000003606","1881Reg","Central","Regiones","Libro","Formulación del plan integral de ordenamiento y manejo de la microcuenca Altavista /","http://www.corantioquia.gov.co/ciadoc/AGUA/GA_CN_6768_2005_RESUMEN.pdf"
,"AIRNR00036","Central","AIRNR","MEMORIA","Conservación de la cotorra frentiroja en la cuenca alta del Río Piedras","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_4587_2009.pdf"
"000000011780","588CD","Central","Electrónica","CD","Caracterización taxonómica, ecológica y etnobotánica de las especies de la familia Cyclanthaceae en la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7058_2006.pdf"
"000000011783","589CD","Central","Electrónica","CD","Compendio de 151 especies de flora nativa de uso tradicional o potencial en el área de la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_3885_2002.pdf"
"000000011779","590CD","Central","Electrónica","CD","Evaluación de las especies vegetales y productos forestales no maderables de uso tradicional y potencial de los bosques húmedos tropicales del Bajo Cauca, Magdalena Medio y Nordeste Antioqueño :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_4332_2002.pdf"
"000000011779","590CD","Central","Electrónica","CD","Evaluación de las especies vegetales y productos forestales no maderables de uso tradicional y potencial de los bosques húmedos tropicales del Bajo Cauca, Magdalena Medio y Nordeste Antioqueño :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_4332_2002_Anexo.pdf"
"000000011778","591CD","Central","Electrónica","CD","Compendio sobre el estado de conocimiento y conservación del recurso flora en la jurisdicción de CORANTIOQUIA con base en la información proveniente de herbarios y fuentes secundarias /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_5674_2004.pdf"
"000000003585","1895Reg","Central","Regiones","Libro","PGAR, 2007 - 2019 Plan de Gestion Ambiental Regional /","http://www.corantioquia.gov.co/SiteAssets/Lists/Administrar%20Contenidos/AllItems/PGAR0719.pdf"
"000000009706","592CD","Central","Electrónica","CD","Estudio taxonómico y ecológico preliminar del género Schefflera (Araliaceae) en el área de jurisdicción de CORANTIOQUIA, como base para su conservación y aprovechamiento sostenible :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_5806_2004.pdf"
"000000009705","593CD","Central","Electrónica","CD","Estudio de las poblaciones y estrategia de conservación para tres especies de palmas (Attalea amygdalina, Ceroxylon alpinum y Cerocylon quindiuense) de distribución restringida y en peligro de extinción en la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_5861_2004.pdf"
"000000009704","594CD","Central","Electrónica","CD","Manejo in situ y ex situ del almendro (Dipteryx oleifera Benth) como base para un modelo de uso sostenible de productos vegetales no maderables en la región del Bajo Cauca Antioqueño :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_5276_2003.pdf"
"000000009703","595CD","Central","Electrónica","CD","Evaluación de parámetros genéticos en poblaciones de roble de tierra fría Quercus Humboldtii Bonpl en la jurisdicción de CORANTIOQUIA por medio de marcadores microsatélite :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_5960_2004.pdf"
"000000008918","596CD","Central","Electrónica","CD","Avances en la micropropagación de cinco especies forestales en la Estación Biodiversidad de Piedras Blancas :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6571_2006.pdf"
"000000009700","600CD","Central","Electrónica","CD","Inventario, diagnóstico fitosanitario y plan de manejo de los árboles urbanos en los espacios públicos de la Territorial de Hevéxicos :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_5820_2004.pdf"
"000000009699","601CD","Central","Electrónica","CD","Fenología reproductiva de especies forestales nativas en la jurisdicción de CORANTIOQUIA, un paso hacia su conservación :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7031_2006_1.pdf"
"000000009698","602CD","Central","Electrónica","CD","Estudio de prefactibilidad para el fomento y uso sostenible de helechos en el área de la reserva del Alto Romeral, Suroeste del departamento de Antioquia :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_5942_2004.pdf"
"000000009690","603CD","Central","Electrónica","CD","Aplicación de la biotecnología en la propagación in vitro de especies vegetales tropicales /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_2175_2000.pdf"
"000000009691","604CD","Central","Electrónica","CD","Avances del estudio demográfico de la palma barrigona (Dictyocaryum Lamarckianum) en bosques muy húmedos premontanos (Amalfi, Antioquia) :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_2680_2000.pdf"
"000000009692","605CD","Central","Electrónica","CD","Catálogo de fitolitos para plántulas cultivadas asociados a las actividades humanas en el Suroeste de Antioquia, Colombia :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_2023_1999.pdf"
"000000009693","606CD","Central","Electrónica","CD","Producción con proyección social :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_177_2004.pdf"
"000000009697","607CD","Central","Electrónica","CD","Estructura y composición florística de los bosques premontanos del municipio de Anorí - Antioquia :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_4823_2003.pdf"
"000000009688","610CD","Central","Electrónica","CD","Conservación y manejo in situ y ex situ de especies forestales de importancia ecológica y económica :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_6338_2005.pdf"
"000000001925","160Reg","Central","Regiones","Libro","Inventarios de fauna en áreas de reserva de la Corporación :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_FAUNA_160REG_2001.pdf"
"000000009684","343DVD","Central","Electrónica","DVD","Diagnóstico ambiental de la microcuenca La Linda del municipio de Ciudad Bolívar, departamento de Antioquia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_2005_MLaLinda.pdf"
"000000009683","342DVD","Central","Electrónica","DVD","Diagnóstico ambiental de la microcuenca La Yuná del municipio de Sopetrán, departamento de Antioquia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_2005_MLayuna.pdf"
"000000009441","347DVD","Central","Electrónica","DVD","Diagnóstico ambiental de la Microcuenca Aguas Frías del municipio de Medellín, departamento de Antioquia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_2005_MAGUAS_%20FRIAS.pdf"
"000000009440","346DVD","Central","Electrónica","DVD","Diagnóstico ambiental de la microcuenca La Piedrahíta del municipio de Donmatías, departamento de Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_2005_MLaPiedrahita.pdf"
"000000009440","346DVD","Central","Electrónica","DVD","Diagnóstico ambiental de la microcuenca La Piedrahíta del municipio de Donmatías, departamento de Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_2005_ANEXO_MLaPiedrahita.xls"
"000000009439","345DVD","Central","Electrónica","DVD","Diagnóstico ambiental de la subcuenca La Malena del municipio de Puerto Berrío, departamento de Antioquia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_SUBLAMELENA.pdf"
"000000009438","344DVD","Central","Electrónica","DVD","Diagnóstico ambiental de la microcuenca La Reina del muncicipio de Caracolí, departamento de Antioquia : informe final","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_2005_MLaReina.pdf"
"000000009679","624CD","Central","Electrónica","CD","Diagnóstico ambiental de la Microcuenca Cinco Reales del municipio de Barbosa, departamento de Antioquia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_6486_2005_MCincoReales.pdf"
"000000009171","64DVD","Central","Electrónica","DVD","Plan de ordenación y manejo de las áreas de regulación hídrica, con influencia sobre el proyecto de generación hidroeléctrica de Porce II, Porce III, en los municipios de Gómez Plata, Yolombó, Amalfi, Guadalupe y Anorí, hasta la desembocadura del Río Mata, Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_7271_2006_TOMO%201.pdf"
"000000009171","64DVD","Central","Electrónica","DVD","Plan de ordenación y manejo de las áreas de regulación hídrica, con influencia sobre el proyecto de generación hidroeléctrica de Porce II, Porce III, en los municipios de Gómez Plata, Yolombó, Amalfi, Guadalupe y Anorí, hasta la desembocadura del Río Mata, Antioquia /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_7271_2006_FIGURAS.pdf"
"000000009451","640CD","Central","Electrónica","CD","Evaluación de las poblaciones del guanábano de monte (Magnolia silvioi) en el área de reserva del distrito de manejo integrado del Cañón del río Alicante :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7227_2006.pdf"
"000000009450","641CD","Central","Electrónica","CD","Identificación, caracterización del hábitat, conservación y uso de plantas de la familia Marantaceae en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7222_2006.pdf"
,"GC00042","Central","Gestión de la Cultura","MEMORIA","Educación ambiental para el aprovechamiento sostenible de los recursos naturales presentes y reincorporables en el territorio colectivo de la Comunidad afrocolombiana de “El salto”, Zaragoza :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_7030_2007.pdf"
,"GC00044","Central","Gestión de la Cultura","MEMORIA","Fortalecimiento comunitario por medio de un proceso de acompañamiento educativo a la comunidad de la vereda el Salto Chilona del municipio de Zaragoza :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_6969_2006.pdf"
"000000009165","680CD","Central","Electrónica","CD","Diseño y formulación de estrategias para la implementación de sistemas productivos alternativos en las áreas protegidas del sistema de páramos y bosques altoandinos del Noroccidente Medio Antioqueño y la Cuchilla Jardín - Támesis :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_7773_2007.pdf"
"000000011940","693CD","Central","Electrónica","CD","Macro y micropropagación de especies del bosque altoandino :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7338_2007.pdf"
"000000011939","694CD","Central","Electrónica","CD","Hacia un protocolo para el establecimiento y manejo de la especie almendro o choibá (Dipteryx oleifera) bajo sistemas agroforestales en el Bajo Cauca antioqueño :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7732_2007.pdf"
"000000011938","695CD","Central","Electrónica","CD","Crecimiento poblacional y modelos de cosecha sostenible de las especies de musgo aprovechadas en el corregimiento de Santa Elena (Antioquia) :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_7759_2007.pdf"
"000000011937","697CD","Central","Electrónica","CD","Seminario Internacional Bosques Tropicales y Desarrollo :","http://www.corantioquia.gov.co/SiteAssets/Lists/Administrar%20Contenidos/EditForm/memorias_bosques.pdf"
"000000001982","106Reg","Central","Regiones","Libro","Estado del conocimiento de la flora silvestre en la jurisdicción de CORANTIOQUIA 2009 /","http://www.corantioquia.gov.co/SiteAssets/Lists/Administrar%20Contenidos/EditForm/compendio_flora.pdf"
"000000024105","MIR91","Central","Institucional-Reserva","Libro","Des - aprender, jugar e hilar :","http://www.corantioquia.gov.co/SiteAssets/Lists/Administrar%20Contenidos/EditForm/cartillaprae.pdf"
