"a_o","identificador_de_la_orden","rama_de_la_entidad","sector_de_la_entidad","entidad","solicitante","fecha","proveedor","estado","solicitud","items","total","agregacion","ciudad","entidad_obigada"
"2021","65293","Ejecutiva","Transporte","CORPORACION AUTONOMA REGIONAL DEL RIO GRANDE DE LA MAGDALENA","Pedro Pablo Jurado Durán","2021-03-09T00:00:00.000","Union Temporal Nimbit","Emitida","116031","Ver Conjunto detalle","188451900","IAD Softare I  Microsoft","BARRANCABERMEJA","Obligada"
"2021","65342","Organismos autónomo o independientes","Inclusión social y reconciliación","BOGOTÁ DC  COMISION PARA EL ESCLARECIMIENTO DE LA VERDAD LA CONVIVENCIA Y LA NO REPETICIÓN","Mauricio Katz Garcia","2021-03-10T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","116106","Ver Conjunto detalle","6804455","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","65455","Organismos autónomo o independientes",,"CONTRALORIA MUNICIPAL DE IBAGUE","Rosa Candida Ramirez Ramirez","2021-03-11T00:00:00.000","UT Soft IG 3","Emitida","116299","Ver Conjunto detalle","7641243","IAD Softare I  Microsoft","Ibague","No obligada"
"2021","65541","Ejecutiva","Defensa Nacional","COMANDO ARMADA NACIONAL","Marlon Berrio Puerto","2021-03-12T00:00:00.000","Unión Temporal DELL EMC","Emitida","116457","Ver Conjunto detalle","164976115","IAD Softare I  Microsoft","BOGOTÁ D.C","Obligada"
"2021","65676","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE USAQUEN","Jaime Andres Vargas Vives","2021-03-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","116738","Ver Conjunto detalle","85864734","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","65701","Ejecutiva","Información Estadí­stica","FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA","Omaira Mauricia Monroy Sierra","2021-03-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","116675","Ver Conjunto detalle","74548676","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","65933","Ejecutiva","Comercio Industria y Turismo","SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO","Lilia Adriana Matiz Florez","2021-03-19T00:00:00.000","Unión Temporal DELL EMC","Emitida","117143","Ver Conjunto detalle","33842890","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","66145","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD DE PLANIFICACION DE TIERRAS RURALES ADECUACION DE TIERRAS Y USOS AGROPECUARIOS","Mercedes Vasquez","2021-03-25T00:00:00.000","Unión Temporal DELL EMC","Emitida","117564","Ver Conjunto detalle","144965500","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","66214","Ejecutiva","Justicia y del Derecho","INPEC  ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE VILLAVICENCIO","Lilly Morales Hortua","2021-03-26T00:00:00.000","Union Temporal Nimbit","Cerrada","117683","Ver Conjunto detalle","1065000","IAD Softare I  Microsoft","VILLAVICENCIO","Obligada"
"2021","66300","Organismos autónomo o independientes",,"UAE  CUERPO OFICIAL DE BOMBEROS DE BOGOTA","Diego Andrés Moreno Bedoya","2021-03-26T00:00:00.000","UT Soft IG 3","Emitida","117775","Ver Conjunto detalle","490907241","IAD Softare I  Microsoft","BOGOTA D.C.","No obligada"
"2021","66322","Ejecutiva","Educación Nacional","SECRETARIA DE EDUCACION","ilson Adiel Rodriguez Rodriguez","2021-03-26T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","117827","Ver Conjunto detalle","2476918121","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","66388","Ejecutiva","No Aplica","FONDO DE DESARROLLO LOCAL DE SAN CRISTOBAL","Anderson Albey Acosta Torres","2021-03-29T00:00:00.000","Unión Temporal DELL EMC","Emitida","117928","Ver Conjunto detalle","66844265","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","66431","Ejecutiva","Presidencia de la República","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN  ARN","Javier Mauricio Mosquera Lasso","2021-03-30T00:00:00.000","Controles Empresariales SAS","Cerrada","117874","Ver Conjunto detalle","436613","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","66472","Ejecutiva","Función Pública","ALCALDIA LOCAL RAFAEL URIBE URIBE  ALRUU","illiam Alejandro Rivera Camero","2021-03-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","118112","Ver Conjunto detalle","95857836","IAD Softare I  Microsoft","Bogota D.C.","No obligada"
"2021","66507","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE SANTA FE","Dairo Alirio Giraldo Castaño","2021-03-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","118035","Ver Conjunto detalle","71989397","IAD Softare I  Microsoft","Bogota D.C.","No obligada"
"2021","66511","Ejecutiva","Interior","INSTITUTO DISTRITAL DE LA PARTICIPACION Y ACCION COMUNAL","Lázaro Ramírez Salazar","2021-03-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","118172","Ver Conjunto detalle","182350687","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","66556","Ejecutiva","Información Estadí­stica","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE","Omaira Mauricia Monroy Sierra","2021-03-31T00:00:00.000","Unión Temporal DELL EMC","Emitida","118197","Ver Conjunto detalle","106760698","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2021","66659","Ejecutiva","Defensa Nacional","CORPORACION DE LA INDUSTRIA AERONAUTICA COLOMBIANA SA","Dayana Vanessa Leon Paez","2021-04-06T00:00:00.000","Union Temporal Nimbit","Cerrada","118390","Ver Conjunto detalle","135170580","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","66783","Ejecutiva",,"BOGOTA DC  ALCALDIA LOCAL DE USME","Mabel Andrea Sua Toledo","2021-04-07T00:00:00.000","Unión Temporal DELL EMC","Emitida","118810","Ver Conjunto detalle","159381110","IAD Softare I  Microsoft","Bogota","No obligada"
"2021","66819","Organismos autónomo o independientes","Educación Nacional","Universidad de Cundinamarca","Jenny Alexandra Peñaloza Martinez","2021-04-08T00:00:00.000","UT Soft IG 3","Cerrada","118760","Ver Conjunto detalle","353972228","IAD Softare I  Microsoft","Fusagasugá","No obligada"
"2021","66973","Ejecutiva","Inclusión social y reconciliación","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","Andrea Eliana Salazar Pérez","2021-04-09T00:00:00.000","UT Soft IG 3","Cerrada","118444","Ver Conjunto detalle","1552186347","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","66989","Ejecutiva","Defensa Nacional","DGSM","Luis Hernando Sandoval Pinzon","2021-04-09T00:00:00.000","UT Soft IG 3","Cerrada","119145","Ver Conjunto detalle","52857234","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2021","67002","Ejecutiva","Función Pública","BOGOTA  ALCALDIA LOCAL ANTONIO NARIÑO","Eduardo Augusto Silgado Burbano","2021-04-09T00:00:00.000","Union Temporal Nimbit","Emitida","119197","Ver Conjunto detalle","43039445","IAD Softare I  Microsoft","Bogotá, D.C.","No obligada"
"2021","67021","Ejecutiva","Educación Nacional","MINISTERIO DE EDUCACION NACIONAL","Karen Ezpeleta Merchán","2021-04-09T00:00:00.000","Controles Empresariales SAS","Cerrada","118348","Ver Conjunto detalle","1256352526","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2021","67109","Ejecutiva","Interior","MINISTERIO DEL INTERIOR","Laura Cristina Quintero Chinchilla","2021-04-12T00:00:00.000","UT Soft IG 3","Emitida","119177","Ver Conjunto detalle","750731218","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","67166","Ejecutiva",,"SECRETARIA DISTRITAL DE GOBIERNO","Jorge Bernardo Gomez Rodriguez","2021-04-12T00:00:00.000","Unión Temporal DELL EMC","Emitida","119442","Ver Conjunto detalle","1456214418","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2021","67171","Ejecutiva",,"UAE  AGENCIA NACIONAL DEL ESPECTRO","Gabriela Posada Venegas","2021-04-12T00:00:00.000","Unión Temporal DELL EMC","Emitida","119428","Ver Conjunto detalle","52743863","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","67360","Organismos autónomo o independientes","Función Pública","ANTIOQUIA  ALCALDIA DE RIONEGRO","Rodrigo Hernandez Alzate","2021-04-14T00:00:00.000","Unión Temporal DELL EMC","Emitida","119792","Ver Conjunto detalle","732127801","IAD Softare I  Microsoft","Rionegro","No obligada"
"2021","67548","Organismos autónomo o independientes","Justicia y del Derecho","UNIDAD PARA LA BÚSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS","Carlos Arturo Guamanga Chilito","2021-04-19T00:00:00.000","Controles Empresariales SAS","Cerrada","120122","Ver Conjunto detalle","8917373","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","67553","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE KENNEDY","Yeimy Carolina Agudelo Hernandez","2021-04-19T00:00:00.000","Soluciones Orión Sucursal Colombia","Cancelada","120136","Ver Conjunto detalle","142686650","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","67618","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE TUNJUELITO","Joseph Siter Plaza Pinilla","2021-04-19T00:00:00.000","UT Soft IG 3","Emitida","120204","Ver Conjunto detalle","37982110","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","67728","Ejecutiva","Función Pública","CAUCA  GOBERNACION DEL CAUCA","Rolando Danilo Velasco Morales","2021-04-21T00:00:00.000","Unión Temporal DELL EMC","Emitida","120159","Ver Conjunto detalle","61412635","IAD Softare I  Microsoft","Popayán","No obligada"
"2021","67827","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPORACION AUTONOMA REGIONAL DE BOYACA  CORPOBOYACA","Alfredo Orjuela Peña","2021-04-23T00:00:00.000","Union Temporal Nimbit","Emitida","120605","Ver Conjunto detalle","8317386","IAD Softare I  Microsoft","Tunja","No obligada"
"2021","68066","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE SUBA","Julian Andres Moreno Baron","2021-04-28T00:00:00.000","Unión Temporal DELL EMC","Emitida","121031","Ver Conjunto detalle","190640824","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","68099","Ejecutiva",,"BOGOTA DC  ALCALDIA LOCAL DE ENGATIVA","Angela Maria Moreno Torres","2021-04-28T00:00:00.000","Controles Empresariales SAS","Emitida","120804","Ver Conjunto detalle","181943466","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","68110","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD DE PLANIFICACION DE TIERRAS RURALES ADECUACION DE TIERRAS Y USOS AGROPECUARIOS","Mercedes Vasquez","2021-04-28T00:00:00.000","UT Soft IG 3","Emitida","121109","Ver Conjunto detalle","98245946","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","68210","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE KENNEDY","Yeimy Carolina Agudelo Hernandez","2021-04-29T00:00:00.000","Union Temporal Nimbit","Emitida","121217","Ver Conjunto detalle","202072000","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","68233","Ejecutiva","Defensa Nacional","MINISTERIO DE DEFENSA NACIONAL  DIRECCION GENERAL MARITIMA DIMAR","Raul De Jesus Anaya Viaña","2021-04-30T00:00:00.000","UT Soft IG 3","Emitida","121285","Ver Conjunto detalle","4512031","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","68356","Ejecutiva","Presidencia de la República","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN  ARN","Cindy Cervantes Arias","2021-04-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","121465","Ver Conjunto detalle","779220012","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","68371","Ejecutiva","Trabajo","UNIDAD ADMIN ESPECIAL DEL SERVICIO PUBLICO EMPLEO","Diana Lizeth Vargas Cotrino","2021-05-01T00:00:00.000","Union Temporal Nimbit","Emitida","121498","Ver Conjunto detalle","45853900","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","68423","Ejecutiva","Transporte","BOGOTA  SECRETARIA DISTRITAL DE MOVILIDAD","Alexander Ricardo Andrade","2021-05-03T00:00:00.000","Unión Temporal DELL EMC","Emitida","121522","Ver Conjunto detalle","266566143","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","68449","Ejecutiva","Defensa Nacional","SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA","Yuddy Samirna Velandia Delgado","2021-05-03T00:00:00.000","Unión Temporal DELL EMC","Emitida","121608","Ver Conjunto detalle","191399347","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","68487","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE FONTIBON","Carlos Leonardo Lozada Carvalho","2021-05-04T00:00:00.000","UT Soft IG 3","Emitida","121613","Ver Conjunto detalle","106356850","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","68605","Ejecutiva","Comercio Industria y Turismo","SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO","Lilia Adriana Matiz Florez","2021-05-05T00:00:00.000","UT Soft IG 3","Emitida","121852","Ver Conjunto detalle","23092780","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","68764","Organismos autónomo o independientes",,"SECRETARIA DISTRITAL DEL HABITAT","Yudy Liseth Rodríguez Hernández","2021-05-07T00:00:00.000","UT Soft IG 3","Emitida","122047","Ver Conjunto detalle","43143866","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","68784","Ejecutiva",,"TOLIMA  GOBERNACION DEL TOLIMA","Juan Pablo Garcia Poveda","2021-05-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","122211","Ver Conjunto detalle","156071530","IAD Softare I  Microsoft","IBAGUE","No obligada"
"2021","68811","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL","Eryca Giovanna Vallejo Villarreal","2021-05-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","121584","Ver Conjunto detalle","712105964","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","68817","Organismos autónomo o independientes","Ciencia y Tecnología","CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL","Johan Sebastian Eslava Garzón","2021-05-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","122276","Ver Conjunto detalle","84561449","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","68915","Ejecutiva","Salud y Protección Social","FONDO FINANCIERO DISTRITAL DE SALUD","Alejandro Gomez Lopez","2021-05-12T00:00:00.000","Unión Temporal DELL EMC","Emitida","121718","Ver Conjunto detalle","1585392963","IAD Softare I  Microsoft","Bogotà DC","No obligada"
"2021","68969","Ejecutiva","Función Pública","ACI Agencia de Cooperación e Inversión de Medellín  y el Área Metropolitana","Luisa Fernanda Marquez Ruiz","2021-05-12T00:00:00.000","Union Temporal Nimbit","Emitida","122546","Ver Conjunto detalle","43911360","IAD Softare I  Microsoft","Medellín","No obligada"
"2021","69061","Organismos autónomo o independientes",,"INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA","Juan Fernando Echandia Bustamante","2021-05-13T00:00:00.000","UT Soft IG 3","Emitida","122690","Ver Conjunto detalle","96040519","IAD Softare I  Microsoft","MEDELLIN","No obligada"
"2021","69198","Ejecutiva","Interior","SECRETARIA GENERAL DE LA ALCALDIA MAYOR DE BOGOTA DC","Fanny González Rodríguez","2021-05-18T00:00:00.000","Unión Temporal DELL EMC","Emitida","122981","Ver Conjunto detalle","807984553","IAD Softare I  Microsoft","Bogota","No obligada"
"2021","69234","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE LOS MARTIRES","Tatiana Piñeros Laverde","2021-05-18T00:00:00.000","Union Temporal Nimbit","Emitida","123111","Ver Conjunto detalle","35959000","IAD Softare I  Microsoft","BOGOTA D.C.","No obligada"
"2021","69303","Ejecutiva","Defensa Nacional","CLUB MILITAR DE OFICIALES","Maria Camila Orjuela Pedraza","2021-05-19T00:00:00.000","ALFA PEOPLE ANDINO SAS","Emitida","123197","Ver Conjunto detalle","17196077","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","69398","Ejecutiva","Transporte","INSTITUTO NACIONAL DE VIAS","Sara Sofia Garcia Garcia","2021-05-20T00:00:00.000","UT Soft IG 3","Emitida","123396","Ver Conjunto detalle","1101466443","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","69430","Ejecutiva","Inclusión social y reconciliación","INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR","Gustavo Mauricio Martinez Perdomo","2021-05-21T00:00:00.000","Unión Temporal DELL EMC","Cerrada","123483","Ver Conjunto detalle","10758918037","IAD Softare I  Microsoft","Bogota D.C.","Obligada"
"2021","69453","Ejecutiva","Trabajo","UAE  ORGANIZACIONES SOLIDARIAS","Juan David Diaz Salgado","2021-05-21T00:00:00.000","Controles Empresariales SAS","Emitida","123481","Ver Conjunto detalle","35294928","IAD Softare I  Microsoft","Bogotá, D.C.","Obligada"
"2021","69472","Ejecutiva","Inclusión social y reconciliación","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","Andrea Eliana Salazar Pérez","2021-05-21T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Cerrada","122806","Ver Conjunto detalle","200000000","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","69573","Ejecutiva",,"CAUCA  ALCALDIA MUNICIPAL DE POPAYAN","Juan Carlos Lopez Castrillon","2021-05-24T00:00:00.000","Union Temporal Nimbit","Emitida","123753","Ver Conjunto detalle","2021300","IAD Softare I  Microsoft","POPAYAN","No obligada"
"2021","69629","Ejecutiva","Justicia y del Derecho","ANDJE","Natalia Marroquin Galvis","2021-05-25T00:00:00.000","Union Temporal Nimbit","Cerrada","123824","Ver Conjunto detalle","4224000","IAD Softare I  Microsoft","Bogotá, D.C.","Obligada"
"2021","69737","Ejecutiva","Minas y Energía","MINISTERIO DE MINAS Y ENERGIA  GESTION GENERAL","Sonia Rosmira Rodriguez Garcia","2021-05-26T00:00:00.000","Controles Empresariales SAS","Emitida","123745","Ver Conjunto detalle","601431432","IAD Softare I  Microsoft","-Bogotá, D.C.","Obligada"
"2021","69829","Ejecutiva",,"UAE  CATASTRO DISTRITAL","Gustavo Adolfo Vélez Achury","2021-05-26T00:00:00.000","Unión Temporal DELL EMC","Emitida","123833","Ver Conjunto detalle","905019321","IAD Softare I  Microsoft","Bogota","No obligada"
"2021","69868","Organismos autónomo o independientes","Función Pública","PROCURADURIA GENERAL DE LA NACION","Reymundo Sojo Ortiz","2021-05-27T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","123708","Ver Conjunto detalle","920000000","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","69881","Ejecutiva","Función Pública","MUNICIPIO DE BUCARAMANGA  SECRETARIA ADMINISTRATIVA","Uriel Andrey Carreño Molina","2021-05-27T00:00:00.000","Unión Temporal DELL EMC","Emitida","124198","Ver Conjunto detalle","541403790","IAD Softare I  Microsoft","BUCARAMANGA","No obligada"
"2021","69893","Ejecutiva","Hacienda y Crédito Público","SUPERINTENDENCIA FINANCIERA DE COLOMBIA","Clara Ines Fernandez Jaramillo","2021-05-27T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","124040","Ver Conjunto detalle","1607701144","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","69898","Ejecutiva","Inclusión social y reconciliación","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","Andrea Eliana Salazar Pérez","2021-05-27T00:00:00.000","Unión Temporal DELL EMC","Emitida","124032","Ver Conjunto detalle","251250777","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","69929","Ejecutiva","Trabajo","SERVICIO NACIONAL DE APRENDIZAJE  SEDE CALLE 57","Pablo Fernando Arciniegas Chamorro","2021-05-27T00:00:00.000","Controles Empresariales SAS","Emitida","124272","Ver Conjunto detalle","17108223528","IAD Softare I  Microsoft","Bogotá DC","Obligada"
"2021","69932","Ejecutiva","Hacienda y Crédito Público","DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES","Camilo Octavio Contreras Bravo","2021-05-28T00:00:00.000","Controles Empresariales SAS","Emitida","124313","Ver Conjunto detalle","9886814862","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","70051","Organismos autónomo o independientes","Función Pública","COMISION NACIONAL DEL SERVICIO CIVIL","Hernan Dario Gutierrez Casas","2021-05-31T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","124324","Ver Conjunto detalle","200919112","IAD Softare I  Microsoft","Bogota","No obligada"
"2021","70111","Ejecutiva",,"ALCALDIA LOCAL DE TEUSAQUILLO","Ana Dunia Pinzon Baron","2021-05-31T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","124593","Ver Conjunto detalle","29170840","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","70124","Ejecutiva","Agricultura y Desarrollo Rural","MINAGRICULTURA","Alfonso Javier Celedon Simon","2021-05-31T00:00:00.000","UT Soft IG 3","Emitida","124551","Ver Conjunto detalle","1619059400","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","70132","Ejecutiva","Salud y Protección Social","INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS","Dany Daniela Valdes Orozco","2021-05-31T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","124589","Ver Conjunto detalle","300000000","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","70137","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","BOGOTA  EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BOGOTÁ ESP","Noel Valencia Lopez","2021-05-31T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","124641","Ver Conjunto detalle","1831878617","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2021","70140","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","BOGOTA  EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BOGOTÁ ESP","Noel Valencia Lopez","2021-05-31T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","124646","Ver Conjunto detalle","4882920","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2021","70152","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPORACION AUTONOMA REGIONAL DEL CAUCA","Cristhian David Gomez Lopez","2021-06-01T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","124366","Ver Conjunto detalle","2641800","IAD Softare I  Microsoft","Popayan","No obligada"
"2021","70155","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPORACION AUTONOMA REGIONAL DEL CAUCA","Cristhian David Gomez Lopez","2021-06-01T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","124379","Ver Conjunto detalle","2688252","IAD Softare I  Microsoft","Popayan","No obligada"
"2021","70165","Ejecutiva","Agricultura y Desarrollo Rural","AGENCIA NACIONAL DE TIERRAS","Poliana Grajales Naranjo","2021-06-01T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","124619","Ver Conjunto detalle","1587278840","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","70223","Ejecutiva","Ambiente y Desarrollo Sostenible","FONDO NACIONAL AMBIENTAL  AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES","Nany Heidi Alonso Triana","2021-06-02T00:00:00.000","UT Soft IG 3","Emitida","124643","Ver Conjunto detalle","1727388942","IAD Softare I  Microsoft","BOGOTA D.C.","Obligada"
"2021","70236","Ejecutiva","Planeación","SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS","illiam Elias Sanabria Romero","2021-06-02T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","124737","Ver Conjunto detalle","35176519","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","70244","Ejecutiva","Trabajo","MINISTERIO DEL TRABAJO","Efvanni Paola Palmariny Peñaranda","2021-06-02T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","124735","Ver Conjunto detalle","3122880","IAD Softare I  Microsoft","bogotá","Obligada"
"2021","70246","Ejecutiva","Agricultura y Desarrollo Rural","INSTITUTO COLOMBIANO AGROPECUARIO ICA","Silvia Juliana Saavedra Arguello","2021-06-02T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","124785","Ver Conjunto detalle","1814704948","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","70284","Ejecutiva","Comercio Industria y Turismo","UAE  JUNTA CENTRAL DE CONTADORES","Eric Jesus Florez Arias","2021-06-02T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","124809","Ver Conjunto detalle","39978000","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","70293","Ejecutiva","Defensa Nacional","CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA","Jaime Octavio Peña Granada","2021-06-02T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","124882","Ver Conjunto detalle","1008778783","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","70289","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS","Hector Hernando Acosta Jiménez","2021-06-02T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Cerrada","124861","Ver Conjunto detalle","200000000","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2021","70307","Ejecutiva","Justicia y del Derecho","SUPERINTENDENCIA DE NOTARIADO Y REGISTRO","Camila Lucía Montes Ballestas","2021-06-03T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","124886","Ver Conjunto detalle","2895808965","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","70424","Ejecutiva","Ciencia y Tecnología","MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION","Maria Clemencia Reyes Gomez","2021-06-04T00:00:00.000","Unión Temporal DELL EMC","Cancelada","125040","Ver Conjunto detalle","597216897","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2021","70431","Ejecutiva","Inclusión social y reconciliación","SECRETARIA DISTRITAL DE INTEGRACION SOCIAL","Luis Armando Solarte Solarte","2021-06-04T00:00:00.000","UT Soft IG 3","Emitida","124901","Ver Conjunto detalle","2534219712","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","70535","Ejecutiva","Vivienda, Ciudad y Territorio","COMISION REG AGUA POTABLE SANEAMIENTO BASICO","Sandro Javier Romero Hernández","2021-06-09T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","125304","Ver Conjunto detalle","23676000","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","70554","Ejecutiva","Defensa Nacional","HOSPITAL MILITAR CENTRAL","Carlos Alberto Alarcon Patiño","2021-06-09T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","125405","Ver Conjunto detalle","50861790","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","70564","Ejecutiva","Trabajo","SUPERINTENDENCIA DE SUBSIDIO FAMILIAR","Andres Mauricio Neira Alvarez","2021-06-09T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Cerrada","125502","Ver Conjunto detalle","119862200","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
