"codigofamilia","tipodocumento","rangoedad","pais","codigodepartamentoatencion","nombredepartamentoatencion","codigomunicipioatencion","nombremunicipioatencion","puntajesisben","beneficiariosisben","condicionsexual","discapacidad","estadocivil","estrato","etnia","genero","parentesco","tipopoblacion","estadobeneficiario","logro1","logro2","logro3","logro4","logro5","logro6","logro7","logro8","logro9","logro10","logro11","logro12","logro13","logro14","logro15","logro16","logro17","logro18","logro19","logro20","logro21","logro22","logro23","logro24","logro25","logro26","pe34","pe35","pe36","pe37","pe38","pe39","pe40","pe41","pe42","pe43","pe44","pe45","pe46","pe48","pe50","pe51","he11","he12","he13","he14","he15","he16","he17","he18","he20","he21","he22","he23"
"HID52474429","TI","18-29","ND","47","MAGDALENA","47980","ZONA BANANERA","1",,"ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","4","2","No","No","Si","No"
"HID16944698","CC","30-49","ND","20","CESAR","20011","AGUACHICA","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 3°","No","No","No","No","No","No","No","Si","No","No","No","Si","Si","5","1","No","No","Si","No"
"HID25441001","CC",">65","ND","23","CORDOBA","23464","MOMIL","1","ND","H","NO","UL","1","INDIGENA","Hombre","Jefe","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","Si","No","No","No","No","No","No","No","Si","Si","No","Si","Si","11","4","No","No","No","No"
"HID76747685","CC","30-49","ND","44","LA GUAJIRA","44279","FONSECA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Cónyuge o Compañera (o)","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 3°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","5","2","Si","Si","Si","No"
"HID39402491","TI","18-29","Colombia","47","MAGDALENA","47570","PUEBLOVIEJO","1","ND","ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 7°","No","No","Si","No","No","No","No","Si","No","Si","No","No","No","3","2","No","No","No","No"
"HID45975040","CC",">65","ND","19","CAUCA","19256","EL TAMBO","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","No","No","No","No","Si","Si","4","3","No","No","No","No"
"HID66240490","TI","18-29","ND","66","RISARALDA","66170","DOSQUEBRADAS","1",,"ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","7","3","No","No","No","No"
"HID91631899","CC","30-49","ND","85","CASANARE","85010","AGUAZUL","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","ALCANZADO","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","Si","No","Si","Si","No","No","6","2","No","Si","Si","No"
"HID83870202","CC","18-29","ND","20","CESAR","20550","PELAYA","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","MEDIA 10°","No","No","Si","No","No","No","No","Si","No","No","No","No","No","5","2","No","No","No","No"
"HID45512470","CC","18-29","ND","19","CAUCA","19100","BOLIVAR","1","ND","ND","ND","Sin Información","1","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","Si","No","No","No","No","No","Si","No","MEDIA 11°","Si","No","No","No","No","No","No","Si","Si","No","No","No","No","6","4","No","No","Si","No"
"HID26024226","CC","50-65","ND","25","CUNDINAMARCA","25260","EL ROSAL","1","ND","ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","Si","No","No","No","No","No","Si","No","No","No","Si","Si","3","1","No","No","No","No"
"HID30673558","CC","30-49","ND","50","META","50680","SAN CARLOS DE GUAROA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 8°","Si","Si","Si","No","No","No","No","Si","No","Si","No","Si","Si","5","2","No","No","No","No"
"HID46442533","CC",">65","Colombia","54","NORTE DE SANTANDER","54261","EL ZULIA","1","ND","ND","ND","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","NINGUNO","Si","No","No","No","No","No","No","Si","No","Si","Si","No","Si","3","2","No","No","No","No"
"HID31914422","CC","30-49","ND","05","ANTIOQUIA","05656","SAN JERONIMO","1","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Mujer","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","3","2","No","No","No","No"
"HID30424895","CC","50-65","ND","17","CALDAS","17867","VICTORIA","4","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 1°","Si","Si","No","No","No","No","No","Si","No","Si","Si","Si","Si","8","4","No","No","No","No"
"HID79429798","RC","06-17","ND","05","ANTIOQUIA","05237","DONMATIAS","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","Si","No","Si","No","No","No","Si","Si","2","1","No","No","No","No"
"HID75952000","CC","30-49","ND","19","CAUCA","19548","PIENDAMO","1","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA SECUNDARIA 6°","Si","No","No","No","No","No","No","No","No","Si","No","Si","Si","5","2","No","No","Si","No"
"HID83421846","TI","18-29","ND","23","CORDOBA","23670","SAN ANDRES SOTAVENTO","1","ND","ND","NO","ND","0","ND","Mujer","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","Si","Si","Si","MEDIA 10°","No","No","Si","No","No","No","No","No","Si","Si","No","No","No","7","2","No","No","Si","No"
"HID98543741","CC","18-29","ND","44","LA GUAJIRA","44001","RIOHACHA","1","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Hombre","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","No","No","No","No","Si","Si","4","2","No","Si","Si","No"
"HID51993243","TI","18-29","ND","19","CAUCA","19585","PURACE","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","Si","Si","Si","MEDIA 10°","No","No","Si","No","No","No","No","Si","No","Si","No","Si","No","4","2","No","No","No","No"
"HID56005404","TI","18-29","ND","44","LA GUAJIRA","44001","RIOHACHA","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","MEDIA 10°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","8","2","Si","Si","Si","No"
"HID31256266","TI","18-29","ND","54","NORTE DE SANTANDER","54001","CUCUTA","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 9°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","3","3","No","No","Si","No"
"HID54200440","CC",">65","ND","23","CORDOBA","23686","SAN PELAYO","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 2°","Si","No","No","No","No","No","No","No","Si","Si","Si","Si","Si","4","1","No","No","Si","No"
"HID76419778","RC","06-17","ND","17","CALDAS","17524","PALESTINA","1",,"ND","NO","Sin Información","0","ND","Hombre","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","Si","No","No","No","No","No","No","No","Si","Si","Si","Si","7","3","No","No","No","No"
"HID45304403","TI","06-17","ND","70","SUCRE","70418","LOS PALMITOS","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 5°","No","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","4","2","Si","Si","Si","No"
"HID65506817","RC","06-17","ND","52","NARIÑO","52227","CUMBAL","1",,"ND","NO","Sin Información","0","INDIGENA","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","No","Si","No","Si","No","Si","Si","7","2","No","No","No","No"
"HID85861357","TI","18-29","ND","68","SANTANDER","68547","PIEDECUESTA","4","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","Si","No","No","No","Si","Si","8","2","No","No","No","No"
"HID53998442","CC","18-29","ND","70","SUCRE","70742","SAN LUIS DE SINCE","1",,"ND","NO","Sin Información","0","ND","Hombre","NIETOS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","No","Si","No","No","No","No","No","Si","No","No","No","Si","12","3","No","No","Si","No"
"HID97222929","CC","30-49","ND","15","BOYACA","15861","VENTAQUEMADA","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","Si","No","No","No","Si","Si","6","2","No","No","No","No"
"HID56992821","TI","18-29","ND","11","BOGOTA","11001","BOGOTA D.C.","1","ND","ND","NO","Sin Información","1","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS U100","NO ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 8°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","8","3","No","No","No","No"
"HID41149773","CC","18-29","ND","08","ATLANTICO","08078","BARANOA","1",,"ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","NO ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","TÉCNICO O TECNÓLOGO°","No","No","Si","No","No","No","No","Si","Si","No","No","Si","Si","5","2","No","No","No","No"
"HID32417099","CC","30-49","ND","47","MAGDALENA","47001","SANTA MARTA","1","ND","ND","NO","ND","1","ND","Hombre","Cónyuge o Compañera (o)","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","NINGUNO","Si","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","6","2","No","Si","Si","No"
"HID88735704","TI","18-29","ND","76","VALLE","76109","BUENAVENTURA","1",,"ND","NO","Sin Información","0","RAIZAL","Mujer","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 8°","No","No","Si","No","No","No","No","No","No","No","No","No","No","5","3","No","No","No","No"
"HID39986729","CC","50-65","ND","19","CAUCA","19780","SUAREZ","1",,"ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","Si","No","No","No","No","Si","No","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","Si","Si","No","No","No","No","2","2","No","No","No","No"
"HID30593911","RC","06-17","ND","13","BOLIVAR","13430","MAGANGUE","1","ND","ND","NO","Sin Información","0","ND","Mujer","Nietos","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","Si","Si","Si","No","No","No","Si","No","7","2","No","No","Si","Si"
"HID63185530","CC","50-65","ND","54","NORTE DE SANTANDER","54001","CUCUTA","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","No","No","Si","Si","Si","Si","7","3","No","No","No","No"
