"codigofamilia","tipodocumento","rangoedad","pais","codigodepartamentoatencion","nombredepartamentoatencion","codigomunicipioatencion","nombremunicipioatencion","puntajesisben","beneficiariosisben","condicionsexual","discapacidad","estadocivil","estrato","etnia","genero","parentesco","tipopoblacion","estadobeneficiario","logro1","logro2","logro3","logro4","logro5","logro6","logro7","logro8","logro9","logro10","logro11","logro12","logro13","logro14","logro15","logro16","logro17","logro18","logro19","logro20","logro21","logro22","logro23","logro24","logro25","logro26","pe34","pe35","pe36","pe37","pe38","pe39","pe40","pe41","pe42","pe43","pe44","pe45","pe46","pe48","pe50","pe51","he11","he12","he13","he14","he15","he16","he17","he18","he20","he21","he22","he23"
"HID56909697","CC","30-49","ND","20","CESAR","20570","PUEBLO BELLO","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 8°","No","No","No","No","No","No","No","No","Si","Si","No","Si","Si","6","2","No","No","No","No"
"HID37496577","RC","06-17","ND","23","CORDOBA","23670","SAN ANDRES SOTAVENTO","1","ND","ND","NO","Sin Información","0","INDIGENA","Mujer","Hijo(a) / hijastro(a)","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","Si","No","Si","Si","No","No","Si","4","2","No","No","Si","No"
"HID90341094","TI","06-17","ND","44","LA GUAJIRA","44279","FONSECA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","Si","No"
"HID31542599","CC","50-65","ND","73","TOLIMA","73030","AMBALEMA","1","ND","H","NO","UL","1","ND","Hombre","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","Si","No","No","No","Si","Si","2","2","No","No","No","No"
"HID63489983","CC","30-49","ND","15","BOYACA","15362","IZA","4","ND","ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","No","Si","No","No","Si","Si","3","2","No","No","Si","No"
"HID68934611","CC","30-49","ND","47","MAGDALENA","47960","ZAPAYAN","1","ND","ND","NO","Sin Información","1","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","MEDIA 11°","Si","No","Si","No","No","No","No","No","No","Si","No","Si","No","5","2","No","No","Si","No"
"HID96351744","TI","18-29","ND","11","BOGOTA","11001","BOGOTA D.C.","1",,"ND","NO","Sin Información","1","ND","Mujer","Hijos / Hijastros","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","3","No","No","No","No"
"HID80050063","TI","06-17","ND","05","ANTIOQUIA","05038","ANGOSTURA","4","ND","ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","5","2","No","No","No","No"
"HID77038079","CC","18-29","ND","76","VALLE","76246","EL CAIRO","4","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","Si","MEDIA 10°","No","No","Si","No","No","No","No","No","No","Si","Si","No","No","5","3","No","No","No","No"
"HID86191566","TI","18-29","ND","54","NORTE DE SANTANDER","54498","OCAÑA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA SECUNDARIA 7°","Si","No","No","No","No","No","No","No","No","No","No","Si","Si","5","1","No","No","Si","No"
"HID65306102","CC","30-49","ND","88","SAN ANDRES","88001","SAN ANDRES","1","ND","ND","NO","Sin Información","1","RAIZAL","Mujer","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","Si","Si","No","No","No","No","No","No","Si","No","Si","Si","4","2","No","No","No","No"
"HID81410666","CC","30-49","ND","63","QUINDIO","63594","QUIMBAYA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Cónyuge o Compañera (o)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA SECUNDARIA 8°","No","No","No","No","No","No","No","Si","No","No","No","Si","Si","4","2","No","No","No","No"
"HID89678559","TI","06-17","ND","08","ATLANTICO","08433","MALAMBO","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 4°","No","Si","Si","No","No","No","No","Si","No","Si","Si","Si","Si","3","2","Si","Si","Si","Si"
"HID33299625","CC","50-65","ND","41","HUILA","41524","PALERMO","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","Si","Si","No","No","No","No","No","No","Si","No","No","No","Si","5","3","No","No","No","No"
"HID30624587","CC","18-29","ND","25","CUNDINAMARCA","25513","PACHO","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS U100","NO ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 7°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","3","3","No","No","No","No"
"HID33975087","CC","50-65","ND","13","BOLIVAR","13650","SAN FERNANDO","1","ND","ND","NO","Sin Información","1","ND","Mujer","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","Si","Si","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","Si","Si","Si","No","Si","Si","8","3","No","No","No","No"
"HID46090324","RC","06-17","ND","70","SUCRE","70670","SAMPUES","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","Si","Si","Si","Si","Si","No","Si","Si","6","2","No","No","Si","No"
"HID52553979","CC","30-49","ND","25","CUNDINAMARCA","25815","TOCAIMA","1","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","Si","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","5","2","No","No","No","No"
"HID20115869","CC","30-49","ND","41","HUILA","41378","LA ARGENTINA","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","ALCANZADO","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","5","3","No","No","No","No"
"HID45310109","CC","30-49","ND","47","MAGDALENA","47189","CIENAGA","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA SECUNDARIA 7°","Si","No","No","No","No","No","No","Si","No","Si","No","Si","Si","3","2","No","No","No","No"
"HID92955191","CC","50-65","ND","23","CORDOBA","23300","COTORRA","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","3","2","No","No","Si","No"
"HID24233906","TI","18-29","ND","13","BOLIVAR","13654","SAN JACINTO","4","ND","ND","NO","Sin Información","0","ND","Mujer","NIETOS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 8°","No","No","Si","No","No","No","No","Si","Si","Si","No","No","Si","4","1","Si","Si","Si","No"
"HID34548672","CC","30-49","ND","41","HUILA","41006","ACEVEDO","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","No","No","No","No","No","No","Si","No","Si","No","Si","No","5","3","No","No","Si","No"
"HID32532211","TI","06-17","ND","18","CAQUETA","18094","BELEN DE LOS ANDAQUIES","1","ND","ND","NO","Sin Información","1","ND","Mujer","NIETOS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","8","3","No","No","Si","No"
"HID49135656","CC","30-49","ND","23","CORDOBA","23670","SAN ANDRES SOTAVENTO","1","ND","ND","NO","Sin Información","0","INDIGENA","Mujer","Cónyuge o Compañero(a)","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","MEDIA 11°","No","No","No","No","No","No","No","No","Si","No","No","Si","No","4","1","No","No","No","No"
"HID33618209","CC",">65","ND","76","VALLE","76364","JAMUNDI","1","ND","H-HOMBRE","NO","Sin Información","1","ND","Hombre","JEFE","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 3°","Si","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","3","2","No","Si","No","No"
"HID27902254","CC","30-49","ND","23","CORDOBA","23807","TIERRALTA","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","Si","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","Si","Si","Si","No","Si","Si","6","2","Si","Si","Si","Si"
"HID98890633","RC","06-17","ND","23","CORDOBA","23079","BUENAVISTA","1",,"ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","No","Si","Si","Si","No","Si","Si","5","2","Si","Si","Si","No"
"HID62025191","TI","06-17","ND","13","BOLIVAR","13001","CARTAGENA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","Si","No"
"HID13935300","TI","18-29","ND","52","NARIÑO","52683","SANDONA","1",,"ND","NO","Sin Información","0","ND","Mujer","Hijo(a) / hijastro(a)","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 5°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","No","No"
"HID11794421","CC","18-29","Colombia","47","MAGDALENA","47189","CIENAGA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","No","Si","No","No","No","No","Si","No","No","No","Si","No","7","2","No","No","No","No"
"HID52263188","RC","06-17","COLOMBIA","50","META","50450","PUERTO CONCORDIA","1",,"ND","ND","Sin Información","99","ND","Hombre","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","No","No","No","No","No","No","No","2","1","Si","Si","Si","Si"
"HID75962565","RC","06-17","ND","70","SUCRE","70670","SAMPUES","1","ND","ND","NO","Sin Información","0","INDIGENA","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","Si","Si","No","Si","Si","No","Si","No","9","2","No","No","No","No"
"HID16912061","TI","06-17","ND","73","TOLIMA","73870","VILLAHERMOSA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","No","No","No","No","No","No","4","2","No","No","No","No"
