"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_indiciado","grupo_edad_indiciado","pais_nacimiento","homicidio_doloso_consumado","total_indiciados"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P. AGRAVADO  POR VICTIMA EN SITUACION DE INFERIORIDAD ART. 104 N. 7 C.P.","NO","SI","NO","SI","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","LESIONES PERSONALES","DE LAS LESIONES PERSONALES","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","PUERTO TRIUNFO","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","9"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","250"
"NO","SI","NO","ACTIVO","JUICIO","2019","2021","2019","Ley 906","Colombia","Cesar","BOSCONIA","DIRECCIÓN SECCIONAL DE CESAR","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","5"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","188"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","211"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 1098","Colombia","Arauca","ARAUCA","DIRECCIÓN SECCIONAL DE ARAUCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 1098","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","6"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","BUENAVENTURA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","14"
"NO","SI","SI","INACTIVO","INVESTIGACIÓN","2017","2019","2017","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA FINANCIACION DEL TERRORISMO Y DE GRUPOS DE DELINCUENCIA ORGANIZADA Y ADMINITRACION DE RECURSOS RELACIONADOS CON ACTIVIDADES TERRORISTAS Y DE LA DELINCUENCIA ORGANIZADA ART. 340 C.P. INC.2","SI","NO","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","155"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2018","Ley 906","Colombia","Casanare","VILLANUEVA","DIRECCIÓN SECCIONAL DE CASANARE","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","8"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CORRUPCION PRIVADA","ABUSO DE CONFIANZA CALIFICADO. ART. 250 C.P.  MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2011","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","6"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2013","2013","2013","Ley 906","Colombia","Tolima","GUAMO","DIRECCIÓN SECCIONAL DE TOLIMA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","NO","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 1098","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","80"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2014","2014","2014","Ley 906","Colombia","Antioquia","BRICEÑO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","SI","NO","NO","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","DE LA VIOLENCIA INTRAFAMILIAR","NO","NO","SI","NO","NO",,"SIN DATO",,"NO","20"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","10"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2012","2012","2012","Ley 906","Colombia","Cundinamarca","CHOACHÍ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","SI","NO",,"SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","81"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","267"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Valle del Cauca","JAMUNDÍ","DIRECCIÓN SECCIONAL DE CALI","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Cundinamarca","RICAURTE","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 1098","Colombia","Huila","LA PLATA","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","6"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","CORRUPCION ADMINISTRATIVA","CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","61"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2022","2022","2013","Ley 906","Colombia","Antioquia","CAUCASIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","SI","NO","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","804"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","28"
"SI","NO","NO","INACTIVO","QUERELLABLE","2011","2011","2011","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2015","2015","2015","Ley 906","Colombia","Cesar","AGUSTÍN CODAZZI","DIRECCIÓN SECCIONAL DE CESAR","HURTO","HURTO CALIFICADO DE AUTOMOTOR MENOR CUANTIA  ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","SI","NO","NO","NO","SI","MASCULINO","SIN DATO","Colombia","NO","5"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2016","2016","2016","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","IMPARTICION DE JUSTICIA","RECEPTACION ART. 447 C.P.","SI","SI","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","34"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2020","2020","2020","Ley 906","Colombia","Cauca","BUENOS AIRES","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION","EXTORSION. ART. 244 C.P.","SI","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","SI","INACTIVO","INVESTIGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","CHIGORODÓ","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P. AGRAVADO  EN SERVIDOR PUBLICO PERIODISTA ART. 104 N.10 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","10"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 1098","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","FEMENINO","ADOLESCENTE 14 - 17","Colombia","NO","16"
"SI","NO","NO","INACTIVO","JUICIO","2021","2021","2021","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","NO","NO","NO","NO",,"SIN DATO",,"NO","20"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2019","2019","2018","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","DESPLAZAMIENTO","DESPLAZAMIENTO FORZADO ART. 180  C.P.","SI","NO","NO","NO","SI","MASCULINO","SIN DATO","Colombia","NO","4"
"NO","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","INJURIA Y CALUMNIA","INJURIA POR VIAS DE HECHO ART. 226 C.P.","NO","NO","SI","NO","NO",,"SIN DATO",,"NO","7"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2020","2020","2020","Ley 906","Colombia","Magdalena","CIÉNAGA","DIRECCIÓN SECCIONAL DE MAGDALENA","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2021","2018","Ley 906","Colombia","Antioquia","EL CARMEN DE VIBORAL","DIRECCIÓN SECCIONAL DE ANTIOQUIA","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2","SI","SI","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA LOS DELITOS FISCALES","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 1098","Colombia","Santander","ONZAGA","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2016","2016","2014","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C. AGRAVADO N.2 ART. 384 C.P.","SI","NO","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","9"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","37"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","409"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","526"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Casanare","OROCUÉ","DIRECCIÓN SECCIONAL DE CASANARE","IMPARTICION DE JUSTICIA","DE LA FUGA DE PRESOS","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2014","2014","2014","Ley 906","Colombia","Boyaca","DUITAMA","DIRECCIÓN SECCIONAL DE BOYACÁ","FALSEDAD EN DOCUMENTO","FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P.","SI","SI","NO","SI","SI","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Caquetá","SAN JOSÉ DEL FRAGUA","DIRECCIÓN SECCIONAL DE CAQUETÁ","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"NO","SI","NO","ACTIVO","JUICIO","2018","2020","2018","Ley 906","Colombia","Atlántico","PUERTO COLOMBIA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C. AGRAVADO N.2 ART. 384 C.P.","SI","NO","NO","SI","SI","FEMENINO","SIN DATO","Colombia","NO","2"
"NO","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Venezuela","NO","12"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","RIONEGRO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","CORRUPCION TRIBUTARIA","EJERCICIO ILICITO DE ACTIVIDAD MONOPOLISTICA DE ARBITRIO RENTISTICO ART. 312 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Sucre","MAJAGUAL","DIRECCIÓN SECCIONAL DE SUCRE","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Bolívar","ARJONA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ADMINISTRACION PUBLICA","VIOLENCIA CONTRA SERVIDOR PUBLICO ART. 429 C.P.","NO","NO","SI","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","197"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2018","Ley 906","Colombia","Cesar","CURUMANÍ","DIRECCIÓN SECCIONAL DE CESAR","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","4"
"NO","NO","NO","INACTIVO","TERMINACIÓN ANTICIPADA","2010","2010","2010","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","HURTO","HURTO CALIFICADO. ART. 240 C.P.","SI","NO","SI","NO","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Cundinamarca","CHÍA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","70"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2018","Ley 906","Colombia","Santander","SAN GIL","DIRECCIÓN SECCIONAL DE SANTANDER","IMPARTICION DE JUSTICIA","FRAUDE A RESOLUCION JUDICIAL ART. 454 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","SANTA BARBARA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","FALSEDAD EN DOCUMENTO","FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","JUICIO","2012","2012","2012","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","SI","NO","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","12"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Huila","TARQUI","DIRECCIÓN SECCIONAL DE HUILA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO",,"ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Cesar","AGUACHICA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","INJURIA Y CALUMNIA","DE LA INJURIA Y LA CALUMNIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","9"
"SI","NO","NO","ACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","49"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Sucre","SAN PEDRO","DIRECCIÓN SECCIONAL DE SUCRE","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","93"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 1098","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADOLESCENTE 14 - 17","Colombia","NO","95"
"NO","SI","NO","ACTIVO","JUICIO","2018","2021","2015","Ley 906","Colombia","Nariño","RICAURTE","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","REGIMEN CONSTITUCIONAL Y LEGAL","REBELION ART. 467 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","108"
