"noid","codigo_departamento","nombre_departamento","codigo_municipio","nombre_municipio","zona_postal","codigo_postal","limite_norte","limite_sur","limite_este","limite_oeste","tipo","barrios_contenidos_en_el","veredas_contenidas_en_el"
"11","5","ANTIOQUIA","5001","MEDELLIN","500","50.013","CL 65 Y LIMITE URBANO","CL  49","K 19-C 52A-C 56C-K 17AB-K 23 Y L. U.","KR  39 Y 35","Urbano","Barrio Caycedo- El Pinal- Enciso- La Ladera- La Libertad- LLanaditas- Los Mangos- Sucre- Trece de Noviembre","Sin Informacion de Veredas"
"715","15","BOYACA","15238","DUITAMA","1.504","150.467","M. SANTA ROSA DE VITERBO","MUNICIPIO TIBASOSA","M. SANTA ROSA DE VITERBO","LIMITE URBANO","Rural","San Luis","Puerta de cuche- San Luis"
"2.084","44","LA GUAJIRA","44855","URUMITA","4.45","445.02","CL 1","CL 17","LIMITE URBANO","KR 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.892","27","CHOCO","27150","CARMEN DEL DARIEN","2.77","277.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.521","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","8.62","862.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.718","66","RISARALDA","66045","APIA","6.63","663.03","CL 15","LIMITE URBANO","LIMITE URBANO","KR 0","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.082","70","SUCRE","70523","PALMITO","7.06","706.03","CL 10","CL 3","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.343","20","CESAR","20175","CHIMICHAGUA","2.01","201.05","CL 26","CL 5 W","KR 1","KR 14","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"578","13","BOLIVAR","13052","ARJONA","1.31","131.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.679","63","QUINDIO","63401","LA TEBAIDA","6.33","633.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.792","68","SANTANDER","68686","SAN MIGUEL","6.815","681.551","CL 6","CL 2","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"201","5","ANTIOQUIA","5660","SAN LUIS","544","54.43","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.532","86","PUTUMAYO","86571","PUERTO GUZMAN","8.63","863.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.918","41","HUILA","41016","AIPE","4.11","411.001","CL 13","CL 5 S","KR 3 E","KR 13","Urbano","Sin Informacion de Barrios","LA MANGA- POLONIA"
"642","13","BOLIVAR","13074","BARRANCO DE LOBA","1.335","133.51","CL 19A","CL 4","KR 1","KR 17","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.552","25","CUNDINAMARCA","25126","CAJICA","2.502","250.24","CL 6","CL 6 S","KR 12 E","KR 16","Urbano","Sin Informacion de Barrios","CANELON- CHUNTAME"
"299","5","ANTIOQUIA","5792","TARSO","564","56.43","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 26","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.955","41","HUILA","41306","GIGANTE","4.14","414.001","CL 3 N","CL 19","KR 15","KR 2 O","Urbano","Sin Informacion de Barrios","BAJO COROZAL- EL TENDIDO-  GUANDINOSA-  LA HONDA"
"1.744","25","CUNDINAMARCA","25019","ALBAN","2.532","253.207","MUNICIPIO VILLETA","MUNICIPIO ANOLAIMA","M. SASAIMA Y FACATATIVA","M. GUAYABAL DE SIQUIMA","Rural","Sin Informacion de Barrios","CHAMARRO- CHIMBE-  GARBANZAL-  MAMAY ALTO-  MANOA-  MESITAS-  PANTANILLO-  PICACHO-  POBLEDAL-  TRINIDAD"
"2.641","54","NORTE DE SANTANDER","54245","EL CARMEN","5.47","547.07","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.781","68","SANTANDER","68207","CONCEPCION","6.815","681.519","MUNICIPIO CERRITO","MUNICIPIO MALAGA","VIA MALAGA - CERRITO","MUNICIPIO SAN ANDRES","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.595","54","NORTE DE SANTANDER","54313","GRAMALOTE","5.45","545.05","CL 2","CL 8","KR 7 BIS","KR 2","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"807","15","BOYACA","15272","FIRAVITOBA","1.522","152.25","CL 11","CL 3","KR 1","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"557","13","BOLIVAR","13001","CARTAGENA","1.3","130.017","MAR CARIBE","M. SAN ONOFRE","MUNICIPIO TURBANA","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.285","19","CAUCA","19100","BOLIVAR","1.95","195.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"733","15","BOYACA","15537","PAZ DE RIO","1.506","150.687","M. SATIVANORTE Y SATIVASUR","M. TASCO Y BETEITIVA","MUNICIPIO SATIVASUR","M. TUTAZA Y BELEN","Rural","Sin Informacion de Barrios","Bura- Chitagoto-  Chorrera-  La Chapa-  Mobacon-  Piedra Gorda-  Salitre-  Sibaria-  Sibaria-  Ticuaquita-  Tobachia-  Tunjos"
"3.329","76","VALLE DEL CAUCA","76243","EL AGUILA","7.62","762.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.689","25","CUNDINAMARCA","25488","NILO","2.524","252.401","LIMITE URBANO","LIMITE URBANO","CL 1","CL 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.959","68","SANTANDER","68385","LANDAZURI","6.86","686.021","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"448","8","ATLANTICO","8675","SANTA LUCIA","840","84.087","MUNICIPIO MANATI","MUNICPIO SUAN","MUNICIPIO CAMPO DE LA CRUZ","MUNICIPIO CALAMAR","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"921","15","BOYACA","15762","SORA","1.54","154.047","MUNICIPIO CHIQUIZA","MPIO. CUCAITA Y TUNJA","MUNICIPIO MOTAVITA","MPIO. SACHICA Y SAMACA","Rural","Sin Informacion de Barrios","Cabecera Municipal"
"1.537","25","CUNDINAMARCA","25754","SOACHA","2.5","250.057","M. BOJACA Y MOSQUERA","MUNICIPIO SIBATE","LIMITE URBANO","M. S. A. DEL TEQ. Y GRANADA","Rural","Sin Informacion de Barrios","BALSILLAS"
"738","15","BOYACA","15368","JERICO","1.508","150.84","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.67","63","QUINDIO","63111","BUENAVISTA","6.32","632.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.544","88","ARCHIPIELAGO DE SAN ANDRES","88564","PROVIDENCIA","8.8","880.028","MAR CARIBE","LIMITE URB. (STA. CATALINA) Y MAR CARIBE","MAR CARIBE","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.371","20","CESAR","20550","PELAYA","2.04","204.04","KR 17","LIMITE URBANO","CL 18","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.029","44","LA GUAJIRA","44001","RIOHACHA","4.4","440.001","MAR CARIBE","CL 15","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"656","13","BOLIVAR","13006","ACHI","1.34","134.02","CL 16","CL 3","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.105","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","1.83","183.01","CL 10","CL 1","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.155","47","MAGDALENA","47541","PEDRAZA","4.76","476.04","KR 13","KR 1","CL 8","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.564","25","CUNDINAMARCA","25154","CARMEN DE CARUPA","2.504","250.42","CL 6A","CL 1","KR 1E","TV 7","Urbano","Sin Informacion de Barrios","ALTO DE MESA- HATICO Y HENEAS-  LA HUERTA-  PAPYO"
"1.361","20","CESAR","20178","CHIRIGUANA","2.03","203.04","CL 13 B","CL 5 S","KR 14","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.52","25","CUNDINAMARCA","25175","CHIA","2.5","250.002","LIMITE URBANO","CL 17 Y AC PRADILLA","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Fragua"
"2.769","68","SANTANDER","68318","GUACA","6.81","681.031","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Guaca Centro"
"834","15","BOYACA","15135","CAMPOHERMOSO","1.526","152.64","CL 7","CL 1","A PAEZ","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.036","44","LA GUAJIRA","44560","MANAURE","4.41","441.001","CL 1","CL 20","KR 15A","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.175","19","CAUCA","19698","SANTANDER DE QUILICHAO","1.91","191.03","CL 15","LIMITE URBANO","LIMITE URBANO","KR 21","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.753","68","SANTANDER","68444","MATANZA","6.805","680.561","KR 1","KR 7","LIMITE URBANO","CL 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"419","8","ATLANTICO","8849","USIACURI","820","82.067","M JUAN DE ACOSTA","MUNICIPIO SABANALARGA","MUNICIPIO BARANOA","MUNICIPIO PIOJO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.591","54","NORTE DE SANTANDER","54673","SAN CAYETANO","5.45","545.01","LIMITE URBANO","CL 12","LIMITE URBANO","KR 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.063","44","LA GUAJIRA","44378","HATONUEVO","4.43","443.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.48","23","CORDOBA","23555","PLANETA RICA","2.33","233.04","LIMITE URBANO","CL 20 S","KR 2A","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.351","20","CESAR","20750","SAN DIEGO","2.02","202.03","KR 1","KR 20","CL 8","CL 2","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"986","15","BOYACA","15572","PUERTO BOYACA","1.552","155.208","MUNICIPIO BOLIVAR","MUNICIPIO BOLIVAR","MUNICIPIO BOLIVAR","Q. DOS QUEBRADAS","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.831","68","SANTANDER","68264","ENCINO","6.825","682.541","CL 7","LIMITE URBANO","LIMITE URBANO","KR 5","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Centro"
"1.154","19","CAUCA","19548","PIENDAMO","1.905","190.53","LIMITE URBANO","LIMITE URBANO","KR 3","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.069","17","CALDAS","17442","MARMATO","1.78","178.007","MUNICIPIO CARAMANTA","MPIO. SUPIA Y LA MERCED","MUNICIPIO PACORA","MUNICIPIO SUPIA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.591","25","CUNDINAMARCA","25807","TIBIRITA","2.508","250.82","CL 8","CL 1","KR 1","KR 5 BIS","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"682","13","BOLIVAR","13670","SAN PABLO","1.35","135.04","CL 22","LIMITE URBANO","KR 2","KR 17","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"863","15","BOYACA","15511","PACHAVITA","1.532","153.217","MPIO. UMBITA Y CHINAVITA","MPIO. TENZA Y GARAGOA","MPIO. CHINAVITA Y GARAGOA","MPIO. UMBITA Y LA CAPILLA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.499","85","CASANARE","85279","RECETOR","8.56","856.05","KR 2","LIMITE URBANO","LIMITE URBANO","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"944","15","BOYACA","15664","SAN JOSE DE PARE","1.544","154.46","LIMITE URBANO","CL 0","LIMITE URBANO","KR 5","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"700","15","BOYACA","15814","TOCA","1.502","150.26","CL 12","CL 1","KR 3","KR 15","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"541","11","BOGOTA D.C.","11001","LOCALIDAD SUMAPAZ","1.12","112.041","QUEBRADA EL TUNAL","VEREDA SAN JOSE","MUNICIPIO  CUBARRAL","RIO SUMAPAZ","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1","17","CALDAS","17486","NEIRA","1.71","171.001","LIMITE URBANO","LIMITE URBANO","KR 1F","KR 15","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"758","15","BOYACA","15522","PANQUEBA","1.512","151.26","LIMITE URBANO","CL 1","KR 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"360","5","ANTIOQUIA","5004","ABRIAQUI","574","57.46","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.873","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","2.75","275.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.667","25","CUNDINAMARCA","25649","SAN BERNARDO","2.52","252.02","LIMITE URBANO","KR 1","CL 2A S","LIMITE URBANO","Urbano","Sin Informacion de Barrios","EL CARMEN"
"231","5","ANTIOQUIA","5467","MONTEBELLO","550","55.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.71","25","CUNDINAMARCA","25599","APULO","2.526","252.65","CL 24","CL 1","KR 1","KR 10","Urbano","Sin Informacion de Barrios","SALCEDO- SOCOTA"
"2.927","68","SANTANDER","68101","BOLIVAR","6.85","685.001","DG 11A","CL 1","TV 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.348","20","CESAR","20621","LA PAZ","2.02","202.01","CL 5 N","CL 12","KR 19","KR 1A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.541","88","ARCHIPIELAGO DE SAN ANDRES","88001","SAN ANDRES","8.8","880.008","SAN LUIS","MAR CARIBE","MAR CARIBE","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"432","8","ATLANTICO","8634","SABANAGRANDE","830","83.04","KR 17","KR 2","CL 1 A","CL 20","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.163","73","TOLIMA","73624","ROVIRA","7.33","733.04","LIMITE URBANO","LIMITE URBANO","CL 3B","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"321","5","ANTIOQUIA","5125","CAICEDO","568","56.84","DG 4A","CL 1","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.586","94","GUAINIA","94886","CACAHUAL","9.41","941.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.917","68","SANTANDER","68077","BARBOSA","6.845","684.511","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 11","Urbano","Sin Informacion de Barrios","Barbosa- Centro-  Francisco de Paula"
"2.549","54","NORTE DE SANTANDER","54172","CHINACOTA","5.41","541.07","LIMITE URBANO","LIMITE URBANO","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.896","68","SANTANDER","68370","JORDAN","6.84","684.011","CL 1","CL 4","KR 1","KR 9","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"2.827","68","SANTANDER","68217","COROMORO","6.825","682.531","CL 9","LIMITE URBANO","KR 3","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"2.866","68","SANTANDER","68211","CONTRATACION","6.83","683.071","CL 13","CL 2 SUR","LIMITE URBANO","KR 9","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.751","25","CUNDINAMARCA","25168","CHAGUANI","2.532","253.24","LIMITE URBANO","TV 2","A MELGAR","LIMITE URBANO","Urbano","Sin Informacion de Barrios","CENTRO- MELGAS"
"1.971","41","HUILA","41483","NATAGA","4.15","415.02","LIMITE URBANO","CL 5 S","KR 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.619","25","CUNDINAMARCA","25322","GUASCA","2.512","251.21","CL 7","CL 2 S","KR 3E","KR 11A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"394","8","ATLANTICO","8001","BARRANQUILLA","800","80.012","KR  38","KR  15","CL  45 Y 47","CL  68","Urbano","Alfonso Lopez- Avenida de La Salud- El Carmen- El Recreo- El Valle- La Buena Esperanza- Loma Fresca- Los Andes- Los Pinos- Lucero- Nueva Granada- Pumarejo- San Isidro- Santo Domingo","Sin Informacion de Veredas"
"2.24","50","META","50287","FUENTE DE ORO","5.04","504.021","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"764","15","BOYACA","15223","CUBARA","1.514","151.42","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.946","68","SANTANDER","68673","SAN BENITO","6.855","685.531","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Chinchamato- Guanomo"
"722","15","BOYACA","15276","FLORESTA","1.506","150.601","CL 12","LIMITE URBANO","LIMITE URBANO","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.02","70","SUCRE","70001","SINCELEJO","7","700.007","MUNICIPIO TOLU VIEJO","RIO Y QUEBRADA","RIO","MUNICIPIO PALMITO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"561","13","BOLIVAR","13673","SANTA CATALINA","1.305","130.501","KR 11","LIMITE URBANO","LIMITE URBANO","CL 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"114","5","ANTIOQUIA","5154","CAUCASIA","524","52.418","QUEBRADA CATALINA","MUNICIPIO ZARAGOZA","M. NECHI Y EL BAGRE","MUNICIPIO CACERES","Rural","Sin Informacion de Barrios","Aqui Si- Bocas del Maestro Esteban-  El Cincuenta-  La Arenosa-  Las Parcelas-  Maestro Esteban Central-  Quebrada Cienaga-  Quinientos Cinco-  Tosnovan Uno-  Vijagual Medio"
"645","13","BOLIVAR","13667","SAN MARTIN DE LOBA","1.335","133.53","CL 4","CL 22","KR 31","KR 5","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.68","25","CUNDINAMARCA","25290","FUSAGASUGA","2.522","252.218","LIMITE URBANO","MUNICIPIO ARBELAEZ","MUNICIPIO PASCA","VIA FUSAGASUGA-ARBELAEZ","Rural","Sin Informacion de Barrios","ALTAGRACIA- BATAN-  BETHEL-  BOCHICA-  BOCHICA-  EL CARMEN-  EL CARMEN-  EL GUAMO-  MESITAS-  PALACIOS-  SALITRE-  SANTA LUCIA-  SANTA TERESITA-  SARDINAS-  SARDINAS"
"3.365","76","VALLE DEL CAUCA","76834","TULUA","7.63","763.029","M. BUGALAGRANDE","MUNICIPIO G. DE BUGA","MUNICIPIO SEVILLA","VIA MONTELORO - LA MORALIA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"632","13","BOLIVAR","13440","MARGARITA","1.33","133.02","KR 1","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Murillo"
"1.357","20","CESAR","20045","BECERRIL","2.03","203.001","CL 1","CL 19","KR 15","KR 5 E","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"954","15","BOYACA","15131","CALDAS","1.546","154.66","CL 5","CL 0","KR 0","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"621","13","BOLIVAR","13780","TALAIGUA NUEVO","1.325","132.54","CL 22","CL 13","KR 1","KR 13","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.387","20","CESAR","20770","SAN MARTIN","2.05","205.05","CL 9 A","LIMITE URBANO","KR 15","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"636","13","BOLIVAR","13300","HATILLO DE LOBA","1.33","133.047","MUNICIPIO EL BANCO","M. SAN MARTIN DE LOBA","MUNICIPIO EL BANCO","VIA LOS NEGRITOS-HATILLO DE LOBA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"623","13","BOLIVAR","13780","TALAIGUA NUEVO","1.325","132.548","VIA CICUCO - TALAIGUA NUEVO","MUNICIPIO MOMPOS","MUNICIPIO SANTA ANA","MUNICIPIO CICUCO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.44","85","CASANARE","85136","LA SALINA","8.51","851.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Papayos"
"3.297","76","VALLE DEL CAUCA","76869","VIJES","7.605","760.55","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.808","25","CUNDINAMARCA","25871","VILLAGOMEZ","2.54","254.03","DG 9","DG 1","KR 1","KR 6A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.611","54","NORTE DE SANTANDER","54128","CACHIRA","5.46","546.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.211","73","TOLIMA","73483","NATAGAIMA","7.35","735.001","LIMITE URBANO","CL 12","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.232","50","META","50450","PUERTO CONCORDIA","5.03","503.041","CL 16","CL 6","LIMITE URBANO","KR 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"571","13","BOLIVAR","13647","SAN ESTANISLAO","1.305","130.54","CL 39","CL 14","KR 10","KR 53","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.386","76","VALLE DEL CAUCA","76520","PALMIRA","7.635","763.537","MUNICIPIO EL CERRITO","MUNICIPIO CANDELARIA","VIA AMAIME-LA TUPIA Y L. U.","MUNICIPIO YUMBO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.85","27","CHOCO","27491","NOVITA","2.73","273.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"596","13","BOLIVAR","13140","CALAMAR","1.315","131.548","M. ARROYOHONDO Y VIA SATO-SUAN","M. EL GUAMO Y SAN JUAN NEPOM.","MUNICIPIO PEDRAZA","MUNICIPIO MAHATES","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.265","76","VALLE DEL CAUCA","76001","CALI","7.6","760.03","KR  102  Y  103","RIO PANCE Y JAMUNDI","LIMITE URBANO","CL  25","Urbano","El Hormiguero","Sin Informacion de Veredas"
"3.106","73","TOLIMA","73547","PIEDRAS","7.305","730.501","CL 11","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.662","63","QUINDIO","63690","SALENTO","6.31","631.02","KR 2 N","LIMITE URBANO","CL 1","CL 13","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"548","13","BOLIVAR","13001","CARTAGENA","1.3","130.007","MAR CARIBE","RIO","M. SANTA CATALINA","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"966","15","BOYACA","15109","BUENAVISTA","1.548","154.84","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.057","17","CALDAS","17877","VITERBO","1.77","177.02","KR 8","KR 2","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.708","66","RISARALDA","66075","BALBOA","6.62","662.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.723","25","CUNDINAMARCA","25815","TOCAIMA","2.528","252.84","CL 8 N","CL 10","KR 2 E","KR 14","Urbano","Sin Informacion de Barrios","ACUATA- CATARNICA-  GUACANA-  LA COLORADA-  SAN PABLO"
"2.088","44","LA GUAJIRA","44090","DIBULLA","4.46","446.001","CL 0","CL 10","KR 13","KR 0","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.559","91","AMAZONAS","91263","EL ENCANTO","9.13","913.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"168","5","ANTIOQUIA","5425","MACEO","534","53.46","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"901","15","BOYACA","15646","SAMACA","1.536","153.66","KR 0","KR 14","CL 0","CL 13","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"685","13","BOLIVAR","13160","CANTAGALLO","1.35","135.06","LIMITE URBANO","CL 0","KR 0","KR 9","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.374","76","VALLE DEL CAUCA","76318","GUACARI","7.635","763.501","CL 12","LIMITE URBANO","KR 4 E","KR 14","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.281","50","META","50150","CASTILLA LA NUEVA","5.07","507.041","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Centro"
"686","13","BOLIVAR","13160","CANTAGALLO","1.35","135.067","MUNICIPIO SAN PABLO","MUNICIPIO YONDO","MPIO. PUERTO WILCHES","MUNICIPIO SAN PABLO","Rural","Sin Informacion de Barrios","Cuatro Bocas- El Bagre-  El Campo Cimitarra-  El Cedro-  Jabonal-  No Le Pases"
