"employer_name","fiscal_year","coverage_type","benefit_formula","final_compensation_offset","final_compensation_period","cola","pre_retierment_option_2","sick_leave_credit","post_retirement_survivor_allowance","ordinary_disability_increase","_1959_survivor_benefit","member","employer","employer_code","coverage_group"
"Sonoma, City of","2020","Fire","3% @ 50",,"1","2","Y","Y","Y",,"3","9","0","1611242837","100895"
"Sonoma, City of","2020","Police","3% @ 50",,"3","2","Y","Y","Y",,"4","9","0","1611242837","100898"
"Sonoma, City of","2020","Police","2% @ 50",,"3","2",,"Y","Y",,"4","9","0","1611242837","108374"
"Sonoma, City of","2020","Misc","2% @ 60","Y","1","2",,"Y","Y",,"0","7","11.6","1611242837","206016"
"Sonoma, City of","2020","Misc","2% @ 60","Y","3","2",,"Y","Y",,"0","7","11.6","1611242837","206019"
"Sonoma, City of","2020","Police","1/2 @ 55",,"3","2",,"Y","Y",,"4",,"0","1611242837","217049"
"Arroyo Grande District Cemetery","2020","Misc","2.5% @ 55","Y","3","2","Y","Y",,,"0","8","11.59","1628407365","100901"
"Arroyo Grande District Cemetery","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","8","11.59","1628407365","207536"
"Arroyo Grande District Cemetery","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1628407365","219149"
"California State University, Stanislaus Auxiliary And Business Services","2020","Misc","2% @ 60","Y","3","2",,,,,"0","5","0","1638096714","205873"
"California State University, Stanislaus Auxiliary And Business Services","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","5","0","1638096714","100903"
"Emeryville, City of","2020","Police","2% @ 50",,"1","2",,"Y","Y",,"2","9","23.62","1644815312","217315"
"Emeryville, City of","2020","Fire","3% @ 50",,"1","2","Y","Y","Y",,"8","9","0","1644815312","100909"
"Emeryville, City of","2020","Fire","2% @ 50",,"1","2",,"Y","Y",,"8","9","0","1644815312","217313"
"Emeryville, City of","2020","Fire","3% @ 55",,"1","2",,"Y","Y",,"8","9","0","1644815312","217314"
"Emeryville, City of","2020","Police","3% @ 55",,"1","2","Y","Y","Y",,"2","9","23.62","1644815312","100911"
"Emeryville, City of","2020","Police","3% @ 55",,"3","2","Y","Y","Y",,"2","9","22.47","1644815312","110065"
"Emeryville, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y","Y",,"2","13.75","13.98","1644815312","112049"
"Rescue Fire Protection District","2020","Fire","2% @ 55",,"3","2","Y","Y","Y",,"4","7","16.2","1650109779","110066"
"Rescue Fire Protection District","2020","Fire","2% @ 57",,"3","2","Y","Y","Y",,"4","10.75","11.68","1650109779","110067"
"Rescue Fire Protection District","2020","Fire","2% @ 55",,"1","2",,,"Y",,"4","9","23.62","1650109779","207890"
"Rescue Fire Protection District","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","7","11.6","1650109779","100912"
"Rescue Fire Protection District","2020","Fire","3% @ 55",,"1","2","Y","Y","Y",,"4","9","23.62","1650109779","100914"
"San Elijo Joint Powers Authority","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"8","8","12.2","1650430914","100917"
"San Elijo Joint Powers Authority","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"8","7","8.65","1650430914","110068"
"San Elijo Joint Powers Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"8","6.75","7.59","1650430914","110069"
"San Elijo Joint Powers Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"8","8","12.2","1650430914","100916"
"San Elijo Joint Powers Authority","2020","Misc","2.5% @ 55",,"3","2","Y","Y",,,"8","8","12.2","1650430914","209354"
"San Elijo Joint Powers Authority","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"8","8","12.2","1650430914","209352"
"Fontana, City of","2020","Misc","2% @ 60",,"1","2",,,,,"4","8","9.32","1650909259","202108"
"Fontana, City of","2020","Police","2.7% @ 57",,"3","2",,,,,"4","11.75","19.78","1650909259","112050"
"Fontana, City of","2020","Police","3% @ 55",,"3","2",,,,,"4","9","19.78","1650909259","108377"
"Fontana, City of","2020","Misc","2% @ 62",,"3","2",,,,,"4","6.25","9.32","1650909259","110070"
"Fontana, City of","2020","Misc","2% @ 55",,"1","2",,,,,"4","8","9.32","1650909259","100920"
"Fontana, City of","2020","Misc","2.5% @ 55",,"1","2",,,,,"4","8","9.32","1650909259","100922"
"Fontana, City of","2020","Police","3% @ 50",,"1","2",,,,,"4","9","19.78","1650909259","100926"
"Fontana, City of","2020","Police","2% @ 50",,"1","2",,,,,"4","9","19.78","1650909259","108376"
"Fontana, City of","2020","Misc","2% @ 55",,"3","2",,,,,"4","7","9.32","1650909259","108375"
"Water Employee Services Authority","2020","Misc","2.7% @ 55",,"1","2","Y",,"Y",,"4","8","12.29","1658043308","100929"
"Water Employee Services Authority","2020","Misc","2% @ 55",,"1","2","Y",,"Y",,"3","8","12.29","1658043308","107386"
"Water Employee Services Authority","2020","Misc","2.7% @ 55",,"1","2","Y",,"Y",,"3","8","12.29","1658043308","107387"
"Water Employee Services Authority","2020","Misc","2% @ 55",,"1","2","Y",,"Y",,"3","7","12.29","1658043308","108378"
"Water Employee Services Authority","2020","Misc","2% @ 62",,"3","2","Y",,"Y",,"4","7.25","12.29","1658043308","110073"
"Water Employee Services Authority","2020","Misc","2.7% @ 55",,"1","2","Y",,"Y",,"3","7","12.29","1658043308","112052"
"Water Employee Services Authority","2020","Misc","2.7% @ 55",,"1","2","Y",,"Y",,"0","7","12.29","1658043308","113791"
"Water Employee Services Authority","2020","Misc","2.7% @ 55","Y","1","2","Y",,"Y",,"0","7","12.29","1658043308","112051"
"Clovis, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","10.42","1662820276","100933"
"Clovis, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","10.42","1662820276","100935"
